Time,tiffany_haddish
2024-10-30,2.0505809979494187
2024-10-31,4.429254955570745
2024-11-01,2.2146274777853723
2024-11-02,1.2303485987696512
2024-11-03,1.2303485987696512
2024-11-04,0.656185919343814
2024-11-05,0.5741626794258372
2024-11-06,0.328092959671907
2024-11-07,0.41011619958988377
2024-11-08,0.4921394395078605
2024-11-09,0.41011619958988377
2024-11-10,0.4921394395078605
2024-11-11,0.4921394395078605
2024-11-12,0.5741626794258372
2024-11-13,0.5741626794258372
2024-11-14,0.4921394395078605
2024-11-15,0.5741626794258372
2024-11-16,0.4921394395078605
2024-11-17,0.5741626794258372
2024-11-18,0.5741626794258372
2024-11-19,0.656185919343814
2024-11-20,0.4921394395078605
2024-11-21,0.41011619958988377
2024-11-22,0.5741626794258372
2024-11-23,0.4921394395078605
2024-11-24,0.5741626794258372
2024-11-25,0.5741626794258372
2024-11-26,0.656185919343814
2024-11-27,0.5741626794258372
2024-11-28,0.7382091592617908
2024-11-29,1.312371838687628
2024-11-30,0.8202323991797675
2024-12-01,0.8202323991797675
2024-12-02,0.7382091592617908
2024-12-03,0.8202323991797675
2024-12-04,0.9022556390977442
2024-12-05,0.656185919343814
2024-12-06,0.656185919343814
2024-12-07,0.984278879015721
2024-12-08,8.202323991797675
2024-12-09,4.1011619958988375
2024-12-10,0.7382091592617908
2024-12-11,0.656185919343814
2024-12-12,0.5741626794258372
2024-12-13,0.656185919343814
2024-12-14,0.656185919343814
2024-12-15,0.656185919343814
2024-12-16,0.5741626794258372
2024-12-17,0.656185919343814
2024-12-18,0.8202323991797675
2024-12-19,0.656185919343814
2024-12-20,0.5741626794258372
2024-12-21,0.7382091592617908
2024-12-22,0.5741626794258372
2024-12-23,0.7382091592617908
2024-12-24,0.656185919343814
2024-12-25,0.5741626794258372
2024-12-26,0.5741626794258372
2024-12-27,1.1483253588516744
2024-12-28,0.8202323991797675
2024-12-29,0.7382091592617908
2024-12-30,0.9022556390977442
2024-12-31,0.7382091592617908
2025-01-01,0.984278879015721
2025-01-02,0.9022556390977442
2025-01-03,0.7382091592617908
2025-01-04,0.5741626794258372
2025-01-05,0.7382091592617908
2025-01-06,0.656185919343814
2025-01-07,0.656185919343814
2025-01-08,0.7382091592617908
2025-01-09,0.5741626794258372
2025-01-10,0.656185919343814
2025-01-11,0.9022556390977442
2025-01-12,1.1483253588516744
2025-01-13,0.656185919343814
2025-01-14,0.656185919343814
2025-01-15,0.7382091592617908
2025-01-16,0.656185919343814
2025-01-17,1.3943950786056047
2025-01-18,0.8202323991797675
2025-01-19,0.9022556390977442
2025-01-20,2.0505809979494187
2025-01-21,0.8202323991797675
2025-01-22,0.656185919343814
2025-01-23,0.5741626794258372
2025-01-24,0.5741626794258372
2025-01-25,0.656185919343814
2025-01-26,0.8202323991797675
2025-01-27,0.5741626794258372
2025-01-28,0.7382091592617908
2025-01-29,0.656185919343814
2025-01-30,0.4921394395078605
2025-01-31,0.5741626794258372
2025-02-01,1.8045112781954884
2025-02-02,4.429254955570745
2025-02-03,2.2146274777853723
2025-02-04,1.5584415584415583
2025-02-05,2.2146274777853723
2025-02-06,2.296650717703349
2025-02-07,1.312371838687628
2025-02-08,1.0663021189336976
2025-02-09,1.0663021189336976
2025-02-10,0.7382091592617908
2025-02-11,0.9022556390977442
2025-02-12,0.656185919343814
2025-02-13,0.7382091592617908
2025-02-14,0.656185919343814
2025-02-15,0.656185919343814
2025-02-16,0.8202323991797675
2025-02-17,0.7382091592617908
2025-02-18,0.5741626794258372
2025-02-19,0.5741626794258372
2025-02-20,0.4921394395078605
2025-02-21,0.656185919343814
2025-02-22,0.656185919343814
2025-02-23,0.984278879015721
2025-02-24,0.4921394395078605
2025-02-25,0.4921394395078605
2025-02-26,0.328092959671907
2025-02-27,0.4921394395078605
2025-02-28,0.656185919343814
2025-03-01,0.7382091592617908
2025-03-02,0.5741626794258372
2025-03-03,0.4921394395078605
2025-03-04,0.328092959671907
2025-03-05,0.4921394395078605
2025-03-06,0.7382091592617908
2025-03-07,0.4921394395078605
2025-03-08,0.5741626794258372
2025-03-09,0.8202323991797675
2025-03-10,0.4921394395078605
2025-03-11,0.656185919343814
2025-03-12,0.5741626794258372
2025-03-13,0.41011619958988377
2025-03-14,0.4921394395078605
2025-03-15,0.656185919343814
2025-03-16,0.5741626794258372
2025-03-17,1.2303485987696512
2025-03-18,0.4921394395078605
2025-03-19,0.7382091592617908
2025-03-20,0.328092959671907
2025-03-21,0.41011619958988377
2025-03-22,0.7382091592617908
2025-03-23,0.8202323991797675
2025-03-24,0.4921394395078605
2025-03-25,0.4921394395078605
2025-03-26,0.7382091592617908
2025-03-27,0.41011619958988377
2025-03-28,0.656185919343814
2025-03-29,0.7382091592617908
2025-03-30,0.4921394395078605
2025-03-31,0.7382091592617908
2025-04-01,0.5741626794258372
2025-04-02,0.41011619958988377
2025-04-03,0.41011619958988377
2025-04-04,0.328092959671907
2025-04-05,0.5741626794258372
2025-04-06,0.4921394395078605
2025-04-07,0.41011619958988377
2025-04-08,0.41011619958988377
2025-04-09,0.5741626794258372
2025-04-10,0.7382091592617908
2025-04-11,1.0663021189336976
2025-04-12,0.9022556390977442
2025-04-13,0.7382091592617908
2025-04-14,0.4921394395078605
2025-04-15,0.48468278133349896
2025-04-16,1.0700304480208787
2025-04-17,1.111042067979867
2025-04-18,0.7270241720002485
2025-04-19,0.8276890573541291
2025-04-20,0.9693655626669979
2025-04-21,1.0700304480208787
2025-04-22,0.7270241720002485
2025-04-23,1.2117069533337474
2025-04-24,1.312371838687628
2025-04-25,1.312371838687628
2025-04-26,0.6263592866463679
2025-04-27,0.5853476666873796
2025-04-28,0.5853476666873796
2025-04-29,0.38401789597961844
2025-04-30,0.6263592866463679
2025-05-01,1.9387311253339958
2025-05-02,0.5853476666873796
2025-05-03,0.8276890573541291
2025-05-04,0.5853476666873796
2025-05-05,0.38401789597961844
2025-05-06,0.48468278133349896
2025-05-07,0.5853476666873796
2025-05-08,0.5853476666873796
2025-05-09,0.6860125520412601
2025-05-10,0.5853476666873796
2025-05-11,0.9283539427080096
2025-05-12,0.48468278133349896
2025-05-13,0.8687006773131174
2025-05-14,1.1706953333747592
2025-05-15,0.954452246318275
2025-05-16,0.4772261231591375
2025-05-17,0.3579195923693531
2025-05-18,0.8351457155284906
2025-05-19,0.4772261231591375
2025-05-20,0.5965326539489219
2025-05-21,0.5965326539489219
2025-05-22,0.7158391847387062
2025-05-23,0.4772261231591375
2025-05-24,0.8351457155284906
2025-05-25,0.7158391847387062
2025-05-26,1.1930653078978437
2025-05-27,2.0282110234263344
2025-05-28,0.7158391847387062
2025-05-29,0.954452246318275
2025-05-30,0.7158391847387062
2025-05-31,0.7158391847387062
2025-06-01,0.7158391847387062
2025-06-02,0.4772261231591375
2025-06-03,0.5965326539489219
2025-06-04,0.5965326539489219
2025-06-05,0.5965326539489219
2025-06-06,0.5965326539489219
2025-06-07,1.0737587771080594
2025-06-08,0.7158391847387062
2025-06-09,0.5965326539489219
2025-06-10,0.5965326539489219
2025-06-11,1.6702914310569812
2025-06-12,0.5965326539489219
2025-06-13,0.5965326539489219
2025-06-14,0.8351457155284906
2025-06-15,0.8351457155284906
2025-06-16,0.5965326539489219
2025-06-17,0.4772261231591375
2025-06-18,0.4772261231591375
2025-06-19,0.7158391847387062
2025-06-20,0.7158391847387062
2025-06-21,0.5965326539489219
2025-06-22,0.954452246318275
2025-06-23,0.954452246318275
2025-06-24,0.7158391847387062
2025-06-25,1.550984900267197
2025-06-26,0.954452246318275
2025-06-27,1.1930653078978437
2025-06-28,1.1930653078978437
2025-06-29,0.7158391847387062
2025-06-30,0.5965326539489219
2025-07-01,0.7158391847387062
2025-07-02,0.5965326539489219
2025-07-03,0.5965326539489219
2025-07-04,1.0737587771080594
2025-07-05,0.7158391847387062
2025-07-06,0.7158391847387062
2025-07-07,0.5965326539489219
2025-07-08,0.4772261231591375
2025-07-09,0.8351457155284906
2025-07-10,0.8351457155284906
2025-07-11,0.3579195923693531
2025-07-12,0.7158391847387062
2025-07-13,0.8351457155284906
2025-07-14,0.7158391847387062
2025-07-15,0.8351457155284906
2025-07-16,0.7158391847387062
2025-07-17,0.5965326539489219
2025-07-18,0.8351457155284906
2025-07-19,0.7158391847387062
2025-07-20,0.954452246318275
2025-07-21,0.5965326539489219
2025-07-22,0.4772261231591375
2025-07-23,0.4772261231591375
2025-07-24,0.3579195923693531
2025-07-25,0.4772261231591375
2025-07-26,0.7158391847387062
2025-07-27,0.8351457155284906
2025-07-28,0.4772261231591375
2025-07-29,0.4772261231591375
2025-07-30,0.4772261231591375
2025-07-31,0.3579195923693531
2025-08-01,0.954452246318275
2025-08-02,0.5965326539489219
2025-08-03,0.7158391847387062
2025-08-04,11.811346548188652
2025-08-05,11.930653078978438
2025-08-06,3.3405828621139624
2025-08-07,2.266824085005903
2025-08-08,1.6702914310569812
2025-08-09,1.312371838687628
2025-08-10,1.1930653078978437
2025-08-11,1.1930653078978437
2025-08-12,1.0737587771080594
2025-08-13,0.7158391847387062
2025-08-14,0.954452246318275
2025-08-15,0.7158391847387062
2025-08-16,0.954452246318275
2025-08-17,1.312371838687628
2025-08-18,0.5965326539489219
2025-08-19,2.147517554216119
2025-08-20,3.221276331324178
2025-08-21,2.7440502081650404
2025-08-22,2.505437146585472
2025-08-23,1.90890449263655
2025-08-24,1.312371838687628
2025-08-25,0.8351457155284906
2025-08-26,0.954452246318275
2025-08-27,0.954452246318275
2025-08-28,0.8351457155284906
2025-08-29,0.954452246318275
2025-08-30,0.7158391847387062
2025-08-31,0.7158391847387062
2025-09-01,0.8351457155284906
2025-09-02,0.954452246318275
2025-09-03,0.5965326539489219
2025-09-04,0.7158391847387062
2025-09-05,0.5965326539489219
2025-09-06,0.8351457155284906
2025-09-07,0.7158391847387062
2025-09-08,0.4772261231591375
2025-09-09,0.5965326539489219
2025-09-10,0.4772261231591375
2025-09-11,0.5965326539489219
2025-09-12,0.4772261231591375
2025-09-13,0.4772261231591375
2025-09-14,0.5965326539489219
2025-09-15,0.7158391847387062
2025-09-16,0.4772261231591375
2025-09-17,0.3579195923693531
2025-09-18,0.5965326539489219
2025-09-19,0.4772261231591375
2025-09-20,0.4772261231591375
2025-09-21,0.5965326539489219
2025-09-22,0.4772261231591375
2025-09-23,0.5965326539489219
2025-09-24,0.4772261231591375
2025-09-25,0.4772261231591375
2025-09-26,0.3579195923693531
2025-09-27,0.4772261231591375
2025-09-28,0.5965326539489219
2025-09-29,0.3579195923693531
2025-09-30,0.3579195923693531
2025-10-01,0.3579195923693531
2025-10-02,0.3579195923693531
2025-10-03,0.4772261231591375
2025-10-04,0.4772261231591375
2025-10-05,0.4772261231591375
2025-10-06,0.4772261231591375
2025-10-07,0.4772261231591375
2025-10-08,0.4772261231591375
2025-10-09,0.5965326539489219
2025-10-10,0.3579195923693531
2025-10-11,0.4772261231591375
2025-10-12,0.4772261231591375
2025-10-13,0.5965326539489219
2025-10-14,0.4772261231591375
2025-10-15,0.4772261231591375
2025-10-16,0.5965326539489219
2025-10-17,0.3579195923693531
2025-10-18,0.5965326539489219
2025-10-19,0.5965326539489219
2025-10-20,0.3579195923693531
2025-10-21,0.3579195923693531
2025-10-22,0.3579195923693531
2025-10-23,0.4772261231591375
2025-10-24,0.4772261231591375
2025-10-25,0.7158391847387062
2025-10-26,0.3579195923693531
2025-10-27,0.3579195923693531
2025-10-28,0.23861306157956874
2025-10-29,0.4772261231591375
2025-10-30,0.4772261231591375
2025-10-31,0.4772261231591375
2025-11-01,0.7158391847387062
2025-11-02,0.5965326539489219
2025-11-03,0.4772261231591375
2025-11-04,0.7158391847387062
2025-11-05,0.5965326539489219
2025-11-06,2.7440502081650404
2025-11-07,1.4316783694774124
2025-11-08,1.1930653078978437
2025-11-09,0.7158391847387062
2025-11-10,0.7158391847387062
2025-11-11,1.0737587771080594
2025-11-12,0.8351457155284906
2025-11-13,1.7895979618467655
2025-11-14,1.90890449263655
2025-11-15,2.505437146585472
2025-11-16,2.147517554216119
2025-11-17,1.0737587771080594
2025-11-18,1.0737587771080594
2025-11-19,0.954452246318275
2025-11-20,0.7158391847387062
2025-11-21,0.954452246318275
2025-11-22,1.0737587771080594
2025-11-23,0.8351457155284906
2025-11-24,0.954452246318275
2025-11-25,0.954452246318275
2025-11-26,0.7158391847387062
2025-11-27,0.954452246318275
2025-11-28,0.954452246318275
2025-11-29,1.550984900267197
2025-11-30,0.8351457155284906
2025-12-01,0.954452246318275
2025-12-02,0.8351457155284906
2025-12-03,1.0737587771080594
2025-12-04,0.954452246318275
2025-12-05,0.8351457155284906
2025-12-06,0.954452246318275
2025-12-07,0.8351457155284906
2025-12-08,1.550984900267197
2025-12-09,0.8351457155284906
2025-12-10,0.7158391847387062
2025-12-11,0.6995701123582811
2025-12-12,0.8351457155284906
2025-12-13,1.0303745840935923
2025-12-14,0.9327601498110415
2025-12-15,0.8351457155284906
2025-12-16,0.7375312812459398
2025-12-17,0.5043412437931794
2025-12-18,0.7375312812459398
2025-12-19,0.6995701123582811
2025-12-20,0.8351457155284906
2025-12-21,0.7375312812459398
2025-12-22,0.6019556780757302
2025-12-23,0.7971845466408319
2025-12-24,0.8731068844161494
2025-12-25,0.6995701123582811
2025-12-26,0.9327601498110415
2025-12-27,0.9707213186987002
2025-12-28,0.8351457155284906
2025-12-29,0.8351457155284906
2025-12-30,1.3991402247165623
2025-12-31,1.7679058653395319
2026-01-01,0.9707213186987002
2026-01-02,0.7375312812459398
2026-01-03,0.7971845466408319
2026-01-04,0.8731068844161494
2026-01-05,0.7375312812459398
2026-01-06,0.6995701123582811
2026-01-07,0.7375312812459398
2026-01-08,1.1659501872638018
2026-01-09,0.9707213186987002
2026-01-10,1.4425244177310292
2026-01-11,0.7592233777531733
2026-01-12,0.683301039977856
2026-01-13,0.911068053303808
2026-01-14,0.455534026651904
2026-01-15,5.238641306496896
2026-01-16,2.6572818221361065
2026-01-17,1.8980584443829334
2026-01-18,1.7462137688322985
2026-01-19,0.9869903910791253
2026-01-20,0.911068053303808
2026-01-21,0.7592233777531733
2026-01-22,0.9869903910791253
2026-01-23,0.7592233777531733
2026-01-24,0.8351457155284906
2026-01-25,0.911068053303808
2026-01-26,0.7592233777531733
2026-01-27,0.8351457155284906
2026-01-28,0.911068053303808
2026-01-29,1.2906797421803946
2026-01-30,0.7592233777531733
2026-01-31,0.683301039977856
2026-02-01,0.911068053303808
2026-02-02,0.683301039977856
2026-02-03,0.6073787022025386
2026-02-04,0.5314563644272213
2026-02-05,0.7592233777531733
2026-02-06,3.036893511012693
2026-02-07,1.0629127288544427
2026-02-08,1.366602079955712
2026-02-09,1.13883506662976
2026-02-10,0.8351457155284906
2026-02-11,0.683301039977856
2026-02-12,0.683301039977856
2026-02-13,0.6073787022025386
2026-02-14,0.911068053303808
2026-02-15,1.13883506662976
2026-02-16,0.6073787022025386
2026-02-17,0.6073787022025386
2026-02-18,0.683301039977856
2026-02-19,0.7592233777531733
2026-02-20,0.6073787022025386
2026-02-21,0.7592233777531733
2026-02-22,0.455534026651904
2026-02-23,0.6073787022025386
2026-02-24,0.683301039977856
2026-02-25,0.455534026651904
2026-02-26,0.6073787022025386
2026-02-27,0.455534026651904
2026-02-28,0.683301039977856
2026-03-01,0.455534026651904
2026-03-02,0.6073787022025386
2026-03-03,0.455534026651904
2026-03-04,0.5314563644272213
2026-03-05,0.455534026651904
2026-03-06,0.455534026651904
2026-03-07,0.455534026651904
2026-03-08,0.683301039977856
2026-03-09,0.455534026651904
2026-03-10,0.37961168887658664
2026-03-11,0.3036893511012693
2026-03-12,0.455534026651904
2026-03-13,0.6073787022025386
2026-03-14,0.6073787022025386
2026-03-15,0.5314563644272213
2026-03-16,0.455534026651904
2026-03-17,0.455534026651904
2026-03-18,0.6073787022025386
2026-03-19,0.5314563644272213
2026-03-20,0.455534026651904
2026-03-21,0.455534026651904
2026-03-22,0.9869903910791253
2026-03-23,0.6073787022025386
2026-03-24,0.6073787022025386
2026-03-25,0.6073787022025386
2026-03-26,0.683301039977856
2026-03-27,0.6073787022025386
2026-03-28,0.7592233777531733
2026-03-29,0.7592233777531733
2026-03-30,0.5314563644272213
2026-03-31,0.37961168887658664
2026-04-01,0.37961168887658664
2026-04-02,0.911068053303808
2026-04-03,0.8351457155284906
2026-04-04,0.683301039977856
2026-04-05,0.6073787022025386
2026-04-06,0.455534026651904
2026-04-07,0.455534026651904
2026-04-08,0.5314563644272213
2026-04-09,0.5314563644272213
2026-04-10,0.683301039977856
2026-04-11,0.5314563644272213
2026-04-12,0.455534026651904
2026-04-13,0.37961168887658664
2026-04-14,0.37961168887658664
2026-04-15,0.5314563644272213
2026-04-16,0.683301039977856
2026-04-17,0.5314563644272213
2026-04-18,0.5314563644272213
2026-04-19,0.683301039977856
2026-04-20,0.6073787022025386
2026-04-21,0.455534026651904
2026-04-22,0.911068053303808
2026-04-23,0.7592233777531733
2026-04-24,0.8351457155284906
2026-04-25,0.8351457155284906
2026-04-26,0.911068053303808
2026-04-27,0.5314563644272213
2026-04-28,0.7592233777531733
2026-04-29,2.6572818221361065
2026-04-30,1.0629127288544427
2026-05-01,0.683301039977856
2026-05-02,0.9869903910791253
2026-05-03,1.13883506662976
2026-05-04,0.6073787022025386
2026-05-05,0.6073787022025386
2026-05-06,0.7592233777531733
2026-05-07,0.6073787022025386
2026-05-08,0.6073787022025386
2026-05-09,0.8351457155284906
2026-05-10,0.8351457155284906
2026-05-11,1.5943690932816639
2026-05-12,7.5922337775317335
2026-05-13,5.618252995373482
2026-05-14,3.036893511012693
2026-05-15,3.3405828621139624
2026-05-16,3.644272213215232
2026-05-17,2.3535924710348373
2026-05-18,1.5943690932816639
2026-05-19,1.2147574044050773
2026-05-20,0.9869903910791253
2026-05-21,3.4165051998892797
2026-05-22,3.036893511012693
2026-05-23,1.822136106607616
2026-05-24,1.2906797421803946
2026-05-25,1.2147574044050773
2026-05-26,0.8351457155284906
2026-05-27,0.6073787022025386
2026-05-28,1.13883506662976
2026-05-29,0.7592233777531733
2026-05-30,1.2906797421803946
2026-05-31,1.5184467555063466
