Time,ikea
2023-10-27,45.097685366810516
2023-10-28,60.43089839152609
2023-10-29,59.52894468418989
2023-10-30,44.19573165947431
2023-10-31,36.980102000784626
2023-11-01,38.78400941545705
2023-11-02,41.48987053746568
2023-11-03,46.90159278148294
2023-11-04,63.13675951353473
2023-11-05,70.3523891722244
2023-11-06,49.607453903491574
2023-11-07,45.99963907414673
2023-11-08,43.2937779521381
2023-11-09,45.097685366810516
2023-11-10,52.3133150255002
2023-11-11,67.64652805021578
2023-11-12,72.15629658689683
2023-11-13,53.215268732836414
2023-11-14,47.80354648881915
2023-11-15,44.19573165947431
2023-11-16,45.097685366810516
2023-11-17,46.90159278148294
2023-11-18,64.03871322087093
2023-11-19,72.15629658689683
2023-11-20,58.626990976853676
2023-11-21,51.41136131816399
2023-11-22,52.3133150255002
2023-11-23,55.01917614750884
2023-11-24,77.5680188309141
2023-11-25,77.5680188309141
2023-11-26,77.5680188309141
2023-11-27,57.725037269517465
2023-11-28,47.80354648881915
2023-11-29,44.19573165947431
2023-11-30,38.78400941545705
2023-12-01,41.48987053746568
2023-12-02,60.43089839152609
2023-12-03,73.96020400156925
2023-12-04,54.117222440172625
2023-12-05,46.90159278148294
2023-12-06,45.097685366810516
2023-12-07,36.078148293448415
2023-12-08,44.19573165947431
2023-12-09,56.82308356218125
2023-12-10,66.74457434287957
2023-12-11,47.80354648881915
2023-12-12,45.097685366810516
2023-12-13,38.78400941545705
2023-12-14,40.587916830129465
2023-12-15,43.2937779521381
2023-12-16,58.626990976853676
2023-12-17,63.13675951353473
2023-12-18,47.80354648881915
2023-12-19,45.097685366810516
2023-12-20,45.99963907414673
2023-12-21,45.097685366810516
2023-12-22,47.19254559030107
2023-12-23,53.14253053063188
2023-12-24,48.560023791746296
2023-12-25,48.109046938078194
2023-12-26,77.42254242650503
2023-12-27,82.92155051316773
2023-12-28,77.42254242650503
2023-12-29,72.38905883395134
2023-12-30,81.5540723117225
2023-12-31,76.05506422505981
2024-01-01,76.05506422505981
2024-01-02,65.97354939951151
2024-01-03,60.474541312848814
2024-01-04,57.725037269517465
2024-01-05,57.725037269517465
2024-01-06,74.22206152950557
2024-01-07,82.92155051316773
2024-01-08,58.641538617294586
2024-01-09,50.858550981409536
2024-01-10,49.47652513952342
2024-01-11,48.109046938078194
2024-01-12,51.309527835077645
2024-01-13,71.47255748617422
2024-01-14,78.33904377428215
2024-01-15,71.0070329920652
2024-01-16,53.14253053063188
2024-01-17,50.39302648730053
2024-01-18,46.27604424252395
2024-01-19,47.643522443969175
2024-01-20,72.84003568761945
2024-01-21,78.20811501031399
2024-01-22,54.931890304863394
2024-01-23,45.62140042268316
2024-01-24,45.62140042268316
2024-01-25,46.55244941090118
2024-01-26,61.44923322238956
2024-01-27,72.62182108100585
2024-01-28,77.27706602209597
2024-01-29,54.00084131664537
2024-01-30,47.483498399119206
2024-01-31,46.55244941090118
2024-02-01,43.75930244624711
2024-02-02,44.690351434465136
2024-02-03,68.89762512813375
2024-02-04,76.34601703387794
2024-02-05,48.41454738733723
2024-02-06,42.82825345802909
2024-02-07,42.82825345802909
2024-02-08,43.75930244624711
2024-02-09,39.104057505156995
2024-02-10,64.24238018704364
2024-02-11,62.38028221060758
2024-02-12,40.03510649337502
2024-02-13,36.310910540502924
2024-02-14,34.44881256406688
2024-02-15,39.104057505156995
2024-02-16,46.55244941090118
2024-02-17,67.96657613991573
2024-02-18,84.72545792784015
2024-02-19,67.96657613991573
2024-02-20,51.2076943519913
2024-02-21,44.690351434465136
2024-02-22,43.75930244624711
2024-02-23,47.483498399119206
2024-02-24,69.82867411635178
2024-02-25,83.79440893962213
2024-02-26,54.00084131664537
2024-02-27,45.62140042268316
2024-02-28,44.690351434465136
2024-02-29,43.75930244624711
2024-03-01,45.62140042268316
2024-03-02,68.89762512813375
2024-03-03,77.27706602209597
2024-03-04,53.06979232842735
2024-03-05,42.82825345802909
2024-03-06,40.96615548159304
2024-03-07,40.03510649337502
2024-03-08,43.75930244624711
2024-03-09,65.17342917526166
2024-03-10,73.55287006922387
2024-03-11,49.34559637555525
2024-03-12,44.690351434465136
2024-03-13,46.55244941090118
2024-03-14,44.690351434465136
2024-03-15,44.690351434465136
2024-03-16,65.17342917526166
2024-03-17,73.55287006922387
2024-03-18,49.34559637555525
2024-03-19,44.690351434465136
2024-03-20,44.690351434465136
2024-03-21,40.96615548159304
2024-03-22,45.62140042268316
2024-03-23,67.0355271516977
2024-03-24,69.82867411635178
2024-03-25,52.138743340209324
2024-03-26,54.931890304863394
2024-03-27,42.82825345802909
2024-03-28,42.82825345802909
2024-03-29,51.2076943519913
2024-03-30,62.38028221060758
2024-03-31,64.24238018704364
2024-04-01,51.2076943519913
2024-04-02,44.690351434465136
2024-04-03,42.82825345802909
2024-04-04,44.690351434465136
2024-04-05,45.62140042268316
2024-04-06,64.24238018704364
2024-04-07,68.89762512813375
2024-04-08,44.690351434465136
2024-04-09,42.82825345802909
2024-04-10,40.96615548159304
2024-04-11,40.03510649337502
2024-04-12,44.690351434465136
2024-04-13,61.44923322238956
2024-04-14,67.96657613991573
2024-04-15,50.27664536377328
2024-04-16,40.96615548159304
2024-04-17,42.82825345802909
2024-04-18,42.82825345802909
2024-04-19,43.75930244624711
2024-04-20,67.96657613991573
2024-04-21,72.62182108100585
2024-04-22,50.27664536377328
2024-04-23,42.82825345802909
2024-04-24,44.690351434465136
2024-04-25,45.62140042268316
2024-04-26,46.55244941090118
2024-04-27,73.55287006922387
2024-04-28,71.69077209278782
2024-04-29,50.27664536377328
2024-04-30,45.62140042268316
2024-05-01,39.104057505156995
2024-05-02,43.75930244624711
2024-05-03,44.690351434465136
2024-05-04,60.518184234171535
2024-05-05,66.10447816347968
2024-05-06,51.2076943519913
2024-05-07,43.75930244624711
2024-05-08,40.96615548159304
2024-05-09,40.96615548159304
2024-05-10,41.897204469811065
2024-05-11,56.79398828129944
2024-05-12,59.58713524595351
2024-05-13,48.41454738733723
2024-05-14,42.82825345802909
2024-05-15,42.82825345802909
2024-05-16,40.96615548159304
2024-05-17,43.75930244624711
2024-05-18,62.38028221060758
2024-05-19,66.10447816347968
2024-05-20,48.41454738733723
2024-05-21,45.62140042268316
2024-05-22,43.75930244624711
2024-05-23,42.82825345802909
2024-05-24,47.483498399119206
2024-05-25,65.17342917526166
2024-05-26,75.41496804565992
2024-05-27,91.24280084536632
2024-05-28,50.27664536377328
2024-05-29,47.483498399119206
2024-05-30,41.897204469811065
2024-05-31,45.62140042268316
2024-06-01,61.44923322238956
2024-06-02,70.7597231045698
2024-06-03,52.138743340209324
2024-06-04,52.138743340209324
2024-06-05,57.725037269517465
2024-06-06,53.06979232842735
2024-06-07,51.2076943519913
2024-06-08,66.10447816347968
2024-06-09,73.55287006922387
2024-06-10,56.79398828129944
2024-06-11,48.41454738733723
2024-06-12,49.34559637555525
2024-06-13,45.62140042268316
2024-06-14,51.2076943519913
2024-06-15,64.24238018704364
2024-06-16,66.10447816347968
2024-06-17,51.2076943519913
2024-06-18,49.34559637555525
2024-06-19,57.725037269517465
2024-06-20,49.34559637555525
2024-06-21,53.06979232842735
2024-06-22,70.7597231045698
2024-06-23,73.55287006922387
2024-06-24,55.86293929308142
2024-06-25,51.2076943519913
2024-06-26,67.96657613991573
2024-06-27,51.2076943519913
2024-06-28,52.138743340209324
2024-06-29,67.0355271516977
2024-06-30,70.7597231045698
2024-07-01,60.518184234171535
2024-07-02,54.931890304863394
2024-07-03,54.931890304863394
2024-07-04,66.10447816347968
2024-07-05,68.89762512813375
2024-07-06,81.93231096318608
2024-07-07,82.8633599514041
2024-07-08,58.65608625773549
2024-07-09,57.725037269517465
2024-07-10,50.27664536377328
2024-07-11,53.06979232842735
2024-07-12,54.931890304863394
2024-07-13,68.89762512813375
2024-07-14,68.89762512813375
2024-07-15,54.931890304863394
2024-07-16,55.86293929308142
2024-07-17,56.79398828129944
2024-07-18,57.725037269517465
2024-07-19,52.138743340209324
2024-07-20,71.69077209278782
2024-07-21,77.27706602209597
2024-07-22,59.58713524595351
2024-07-23,72.62182108100585
2024-07-24,53.06979232842735
2024-07-25,49.34559637555525
2024-07-26,56.79398828129944
2024-07-27,66.10447816347968
2024-07-28,72.62182108100585
2024-07-29,57.725037269517465
2024-07-30,54.00084131664537
2024-07-31,54.00084131664537
2024-08-01,51.2076943519913
2024-08-02,54.931890304863394
2024-08-03,73.55287006922387
2024-08-04,78.20811501031399
2024-08-05,57.725037269517465
2024-08-06,52.138743340209324
2024-08-07,54.931890304863394
2024-08-08,53.06979232842735
2024-08-09,54.931890304863394
2024-08-10,68.89762512813375
2024-08-11,79.13916399853201
2024-08-12,60.518184234171535
2024-08-13,55.86293929308142
2024-08-14,53.06979232842735
2024-08-15,53.06979232842735
2024-08-16,56.79398828129944
2024-08-17,76.34601703387794
2024-08-18,85.65650691605818
2024-08-19,57.725037269517465
2024-08-20,54.00084131664537
2024-08-21,53.06979232842735
2024-08-22,51.2076943519913
2024-08-23,65.17342917526166
2024-08-24,72.62182108100585
2024-08-25,80.07021298675004
2024-08-26,55.86293929308142
2024-08-27,48.41454738733723
2024-08-28,48.41454738733723
2024-08-29,45.62140042268316
2024-08-30,52.138743340209324
2024-08-31,71.69077209278782
2024-09-01,81.93231096318608
2024-09-02,93.10489882180237
2024-09-03,52.138743340209324
2024-09-04,43.75930244624711
2024-09-05,40.03510649337502
2024-09-06,41.897204469811065
2024-09-07,61.44923322238956
2024-09-08,66.10447816347968
2024-09-09,47.483498399119206
2024-09-10,40.96615548159304
2024-09-11,39.104057505156995
2024-09-12,40.03510649337502
2024-09-13,42.82825345802909
2024-09-14,61.44923322238956
2024-09-15,62.38028221060758
2024-09-16,48.41454738733723
2024-09-17,41.897204469811065
2024-09-18,43.75930244624711
2024-09-19,40.03510649337502
2024-09-20,40.96615548159304
2024-09-21,58.65608625773549
2024-09-22,65.17342917526166
