Time,harrison_ford
2023-02-05,110.0
2023-02-06,70.0
2023-02-07,55.0
2023-02-08,45.0
2023-02-09,65.0
2023-02-10,70.0
2023-02-11,125.0
2023-02-12,95.0
2023-02-13,285.0
2023-02-14,70.0
2023-02-15,55.0
2023-02-16,45.0
2023-02-17,50.0
2023-02-18,75.0
2023-02-19,85.0
2023-02-20,75.0
2023-02-21,55.0
2023-02-22,50.0
2023-02-23,40.0
2023-02-24,45.0
2023-02-25,75.0
2023-02-26,85.0
2023-02-27,65.0
2023-02-28,50.0
2023-03-01,45.0
2023-03-02,40.0
2023-03-03,40.0
2023-03-04,65.0
2023-03-05,65.0
2023-03-06,40.0
2023-03-07,35.0
2023-03-08,40.0
2023-03-09,40.0
2023-03-10,45.0
2023-03-11,55.0
2023-03-12,60.0
2023-03-13,500.0
2023-03-14,160.0
2023-03-15,80.0
2023-03-16,65.0
2023-03-17,65.0
2023-03-18,70.0
2023-03-19,75.0
2023-03-20,45.0
2023-03-21,45.0
2023-03-22,40.0
2023-03-23,35.0
2023-03-24,50.0
2023-03-25,60.0
2023-03-26,75.0
2023-03-27,45.0
2023-03-28,40.0
2023-03-29,35.0
2023-03-30,45.0
2023-03-31,40.0
2023-04-01,45.0
2023-04-02,40.0
2023-04-03,35.0
2023-04-04,30.0
2023-04-05,35.0
2023-04-06,30.0
2023-04-07,85.0
2023-04-08,65.0
2023-04-09,60.0
2023-04-10,35.0
2023-04-11,35.0
2023-04-12,30.0
2023-04-13,25.0
2023-04-14,25.0
2023-04-15,40.0
2023-04-16,50.0
2023-04-17,30.0
2023-04-18,25.0
2023-04-19,30.0
2023-04-20,25.0
2023-04-21,25.0
2023-04-22,40.0
2023-04-23,50.0
2023-04-24,25.0
2023-04-25,30.0
2023-04-26,30.0
2023-04-27,27.5
2023-04-28,27.5
2023-04-29,37.5
2023-04-30,45.0
2023-05-01,25.0
2023-05-02,25.0
2023-05-03,30.0
2023-05-04,42.5
2023-05-05,45.0
2023-05-06,45.0
2023-05-07,50.0
2023-05-08,30.0
2023-05-09,25.0
2023-05-10,25.0
2023-05-11,30.0
2023-05-12,25.0
2023-05-13,35.0
2023-05-14,35.0
2023-05-15,30.0
2023-05-16,30.0
2023-05-17,30.0
2023-05-18,45.0
2023-05-19,207.5
2023-05-20,160.0
2023-05-21,190.0
2023-05-22,202.5
2023-05-23,65.0
2023-05-24,40.0
2023-05-25,45.0
2023-05-26,40.0
2023-05-27,50.0
2023-05-28,65.0
2023-05-29,75.0
2023-05-30,50.0
2023-05-31,175.0
2023-06-01,110.0
2023-06-02,75.0
2023-06-03,100.0
2023-06-04,110.0
2023-06-05,85.0
2023-06-06,65.0
2023-06-07,60.0
2023-06-08,40.0
2023-06-09,50.0
2023-06-10,75.0
2023-06-11,75.0
2023-06-12,55.0
2023-06-13,75.0
2023-06-14,55.0
2023-06-15,70.0
2023-06-16,70.0
2023-06-17,75.0
2023-06-18,90.0
2023-06-19,80.0
2023-06-20,60.0
2023-06-21,60.0
2023-06-22,65.0
2023-06-23,80.0
2023-06-24,110.0
2023-06-25,145.0
2023-06-26,100.0
2023-06-27,225.0
2023-06-28,475.0
2023-06-29,500.0
2023-06-30,400.0
2023-07-01,245.0
2023-07-02,245.0
2023-07-03,235.0
2023-07-04,265.0
2023-07-05,165.0
2023-07-06,140.0
2023-07-07,125.0
2023-07-08,150.0
2023-07-09,165.0
2023-07-10,105.0
2023-07-11,85.0
2023-07-12,80.0
2023-07-13,105.0
2023-07-14,115.0
2023-07-15,115.0
2023-07-16,170.0
2023-07-17,85.0
2023-07-18,55.0
2023-07-19,55.0
2023-07-20,50.0
2023-07-21,50.0
2023-07-22,60.0
2023-07-23,70.0
2023-07-24,45.0
2023-07-25,45.0
2023-07-26,40.0
2023-07-27,35.0
2023-07-28,35.0
2023-07-29,50.0
2023-07-30,55.0
2023-07-31,40.0
2023-08-01,30.0
2023-08-02,30.0
2023-08-03,35.0
2023-08-04,35.0
2023-08-05,45.0
2023-08-06,50.0
2023-08-07,35.0
2023-08-08,30.0
2023-08-09,30.0
2023-08-10,30.0
2023-08-11,30.0
2023-08-12,40.0
2023-08-13,45.0
2023-08-14,35.0
2023-08-15,30.0
2023-08-16,40.0
2023-08-17,30.0
2023-08-18,30.0
2023-08-19,40.0
2023-08-20,40.0
2023-08-21,30.0
2023-08-22,30.0
2023-08-23,30.0
2023-08-24,25.0
2023-08-25,35.0
2023-08-26,35.0
2023-08-27,40.0
2023-08-28,30.0
2023-08-29,35.0
2023-08-30,40.0
2023-08-31,35.0
2023-09-01,40.0
2023-09-02,50.0
2023-09-03,55.0
2023-09-04,55.0
2023-09-05,30.0
2023-09-06,25.0
2023-09-07,25.0
2023-09-08,30.0
2023-09-09,35.0
2023-09-10,45.0
2023-09-11,30.0
2023-09-12,25.0
2023-09-13,25.0
2023-09-14,20.0
2023-09-15,25.0
2023-09-16,35.0
2023-09-17,35.0
2023-09-18,25.0
2023-09-19,25.0
2023-09-20,25.0
2023-09-21,25.0
2023-09-22,25.0
2023-09-23,45.0
2023-09-24,35.0
2023-09-25,30.0
2023-09-26,20.0
2023-09-27,20.0
2023-09-28,20.0
2023-09-29,20.0
2023-09-30,30.0
2023-10-01,30.0
2023-10-02,25.0
2023-10-03,20.0
2023-10-04,20.0
2023-10-05,20.0
2023-10-06,25.0
2023-10-07,30.0
2023-10-08,40.0
2023-10-09,25.0
2023-10-10,15.0
2023-10-11,20.0
2023-10-12,20.0
2023-10-13,25.0
2023-10-14,35.0
2023-10-15,40.0
2023-10-16,30.0
2023-10-17,25.0
2023-10-18,25.0
2023-10-19,25.0
2023-10-20,25.0
2023-10-21,30.0
2023-10-22,35.0
2023-10-23,20.0
2023-10-24,20.0
2023-10-25,20.0
2023-10-26,20.0
2023-10-27,20.0
2023-10-28,25.0
2023-10-29,35.0
2023-10-30,20.0
2023-10-31,20.0
2023-11-01,20.0
2023-11-02,25.0
2023-11-03,35.0
2023-11-04,35.0
2023-11-05,35.0
2023-11-06,20.0
2023-11-07,25.0
2023-11-08,25.0
2023-11-09,20.0
2023-11-10,25.0
2023-11-11,30.0
2023-11-12,30.0
2023-11-13,30.0
2023-11-14,20.0
2023-11-15,25.0
2023-11-16,20.0
2023-11-17,20.0
2023-11-18,30.0
2023-11-19,35.0
2023-11-20,20.0
2023-11-21,25.0
2023-11-22,25.0
2023-11-23,45.0
2023-11-24,35.0
2023-11-25,30.0
2023-11-26,30.0
2023-11-27,20.0
2023-11-28,25.0
2023-11-29,20.0
2023-11-30,25.0
2023-12-01,30.0
2023-12-02,90.0
2023-12-03,90.0
2023-12-04,50.0
2023-12-05,40.0
2023-12-06,35.0
2023-12-07,30.0
2023-12-08,30.0
2023-12-09,60.0
2023-12-10,70.0
2023-12-11,35.0
2023-12-12,30.0
2023-12-13,30.0
2023-12-14,35.0
2023-12-15,35.0
2023-12-16,40.0
2023-12-17,45.0
2023-12-18,30.0
2023-12-19,30.0
2023-12-20,30.0
2023-12-21,30.0
2023-12-22,30.846501128668173
2023-12-23,45.38939051918736
2023-12-24,54.79119638826185
2023-12-25,59.05191873589165
2023-12-26,46.269751693002256
2023-12-27,40.24830699774266
2023-12-28,39.36794582392777
2023-12-29,36.86794582392777
2023-12-30,49.65011286681715
2023-12-31,45.38939051918736
2024-01-01,65.07336343115125
2024-01-02,35.10722347629797
2024-01-03,29.966139954853276
2024-01-04,29.085778781038375
2024-01-05,29.966139954853276
2024-01-06,49.65011286681715
2024-01-07,51.41083521444695
2024-01-08,46.269751693002256
2024-01-09,29.966139954853276
2024-01-10,34.22686230248307
2024-01-11,26.585778781038375
2024-01-12,29.966139954853276
2024-01-13,34.22686230248307
2024-01-14,40.24830699774266
2024-01-15,175.53611738148985
2024-01-16,80.49661399548532
2024-01-17,40.24830699774266
2024-01-18,34.22686230248307
2024-01-19,35.987584650112865
2024-01-20,49.65011286681715
2024-01-21,42.25733634311513
2024-01-22,28.17155756207675
2024-01-23,24.650112866817157
2024-01-24,38.73589164785553
2024-01-25,29.932279909706548
2024-01-26,28.17155756207675
2024-01-27,35.214446952595935
2024-01-28,44.01805869074492
2024-01-29,29.932279909706548
2024-01-30,31.693002257336342
2024-01-31,24.650112866817157
2024-02-01,21.128668171557564
2024-02-02,21.128668171557564
2024-02-03,35.214446952595935
2024-02-04,54.582392776523704
2024-02-05,26.41083521444695
2024-02-06,26.41083521444695
2024-02-07,21.128668171557564
2024-02-08,21.128668171557564
2024-02-09,19.367945823927766
2024-02-10,28.17155756207675
2024-02-11,33.45372460496614
2024-02-12,19.367945823927766
2024-02-13,24.650112866817157
2024-02-14,22.88939051918736
2024-02-15,19.367945823927766
2024-02-16,19.367945823927766
2024-02-17,35.214446952595935
2024-02-18,36.97516930022574
2024-02-19,29.932279909706548
2024-02-20,21.128668171557564
2024-02-21,22.88939051918736
2024-02-22,24.650112866817157
2024-02-23,19.367945823927766
2024-02-24,29.932279909706548
2024-02-25,31.693002257336342
2024-02-26,21.128668171557564
2024-02-27,33.45372460496614
2024-02-28,21.128668171557564
2024-02-29,19.367945823927766
2024-03-01,26.41083521444695
2024-03-02,35.214446952595935
2024-03-03,35.214446952595935
2024-03-04,29.932279909706548
2024-03-05,17.607223476297968
2024-03-06,33.45372460496614
2024-03-07,22.88939051918736
2024-03-08,21.128668171557564
2024-03-09,31.693002257336342
2024-03-10,35.214446952595935
2024-03-11,22.88939051918736
2024-03-12,15.846501128668171
2024-03-13,19.367945823927766
2024-03-14,15.846501128668171
2024-03-15,22.88939051918736
2024-03-16,40.496613995485326
2024-03-17,33.45372460496614
2024-03-18,21.128668171557564
2024-03-19,19.367945823927766
2024-03-20,21.128668171557564
2024-03-21,19.367945823927766
2024-03-22,19.367945823927766
2024-03-23,28.17155756207675
2024-03-24,29.932279909706548
2024-03-25,19.367945823927766
2024-03-26,21.128668171557564
2024-03-27,22.88939051918736
2024-03-28,22.88939051918736
2024-03-29,21.128668171557564
2024-03-30,31.693002257336342
2024-03-31,29.932279909706548
2024-04-01,21.128668171557564
2024-04-02,19.367945823927766
2024-04-03,21.128668171557564
2024-04-04,19.367945823927766
2024-04-05,21.128668171557564
2024-04-06,29.932279909706548
2024-04-07,29.932279909706548
2024-04-08,17.607223476297968
2024-04-09,17.607223476297968
2024-04-10,19.367945823927766
2024-04-11,35.214446952595935
2024-04-12,29.932279909706548
2024-04-13,29.932279909706548
2024-04-14,28.17155756207675
2024-04-15,21.128668171557564
2024-04-16,21.128668171557564
2024-04-17,22.88939051918736
2024-04-18,19.367945823927766
2024-04-19,21.128668171557564
2024-04-20,24.650112866817157
2024-04-21,33.45372460496614
2024-04-22,28.17155756207675
2024-04-23,19.367945823927766
2024-04-24,17.607223476297968
2024-04-25,22.88939051918736
2024-04-26,21.128668171557564
2024-04-27,26.41083521444695
2024-04-28,31.693002257336342
2024-04-29,21.128668171557564
2024-04-30,21.128668171557564
2024-05-01,17.607223476297968
2024-05-02,21.128668171557564
2024-05-03,21.128668171557564
2024-05-04,42.25733634311513
2024-05-05,51.06094808126411
2024-05-06,24.650112866817157
2024-05-07,17.607223476297968
2024-05-08,17.607223476297968
2024-05-09,17.607223476297968
2024-05-10,21.128668171557564
2024-05-11,35.214446952595935
2024-05-12,31.693002257336342
2024-05-13,22.88939051918736
2024-05-14,19.367945823927766
2024-05-15,17.607223476297968
2024-05-16,21.128668171557564
2024-05-17,15.846501128668171
2024-05-18,22.88939051918736
2024-05-19,28.17155756207675
2024-05-20,21.128668171557564
2024-05-21,22.88939051918736
2024-05-22,21.128668171557564
2024-05-23,21.128668171557564
2024-05-24,21.128668171557564
2024-05-25,26.41083521444695
2024-05-26,36.97516930022574
2024-05-27,35.214446952595935
2024-05-28,24.650112866817157
2024-05-29,22.88939051918736
2024-05-30,22.88939051918736
2024-05-31,17.607223476297968
2024-06-01,26.41083521444695
2024-06-02,35.214446952595935
2024-06-03,28.17155756207675
2024-06-04,19.367945823927766
2024-06-05,21.128668171557564
2024-06-06,28.17155756207675
2024-06-07,26.41083521444695
2024-06-08,38.73589164785553
2024-06-09,49.30022573363431
2024-06-10,28.17155756207675
2024-06-11,24.650112866817157
2024-06-12,26.41083521444695
2024-06-13,28.17155756207675
2024-06-14,28.17155756207675
2024-06-15,35.214446952595935
2024-06-16,38.73589164785553
2024-06-17,22.88939051918736
2024-06-18,22.88939051918736
2024-06-19,22.88939051918736
2024-06-20,22.88939051918736
2024-06-21,28.17155756207675
2024-06-22,40.496613995485326
2024-06-23,44.01805869074492
2024-06-24,28.17155756207675
2024-06-25,21.128668171557564
2024-06-26,22.88939051918736
2024-06-27,19.367945823927766
2024-06-28,21.128668171557564
2024-06-29,29.932279909706548
2024-06-30,29.932279909706548
2024-07-01,22.88939051918736
2024-07-02,17.607223476297968
2024-07-03,21.128668171557564
2024-07-04,31.693002257336342
2024-07-05,26.41083521444695
2024-07-06,29.932279909706548
2024-07-07,31.693002257336342
2024-07-08,21.128668171557564
2024-07-09,22.88939051918736
2024-07-10,31.693002257336342
2024-07-11,29.932279909706548
2024-07-12,79.23250564334086
2024-07-13,89.79683972911964
2024-07-14,61.62528216704289
2024-07-15,33.45372460496614
2024-07-16,33.45372460496614
2024-07-17,29.932279909706548
2024-07-18,28.17155756207675
2024-07-19,28.17155756207675
2024-07-20,36.97516930022574
2024-07-21,45.77878103837472
2024-07-22,24.650112866817157
2024-07-23,28.17155756207675
2024-07-24,26.41083521444695
2024-07-25,29.932279909706548
2024-07-26,28.17155756207675
2024-07-27,29.932279909706548
2024-07-28,72.18961625282166
2024-07-29,49.30022573363431
2024-07-30,44.01805869074492
2024-07-31,35.214446952595935
2024-08-01,26.41083521444695
2024-08-02,31.693002257336342
2024-08-03,33.45372460496614
2024-08-04,49.30022573363431
2024-08-05,26.41083521444695
2024-08-06,22.88939051918736
2024-08-07,28.17155756207675
2024-08-08,24.650112866817157
2024-08-09,24.650112866817157
2024-08-10,56.3431151241535
2024-08-11,54.582392776523704
2024-08-12,51.06094808126411
2024-08-13,38.73589164785553
2024-08-14,38.73589164785553
2024-08-15,28.17155756207675
2024-08-16,31.693002257336342
2024-08-17,35.214446952595935
2024-08-18,45.00793847948417
2024-08-19,27.885124261505396
2024-08-20,26.1244019138756
2024-08-21,27.0047630876905
2024-08-22,31.06537634873147
2024-08-23,36.00635078358733
2024-08-24,45.00793847948417
2024-08-25,45.88829965329906
2024-08-26,23.82451100046443
2024-08-27,22.94414982664953
2024-08-28,40.9473252184432
2024-08-29,27.0047630876905
2024-08-30,36.88671195740223
2024-08-31,31.945737522546366
2024-09-01,32.826098696361264
2024-09-02,32.826098696361264
2024-09-03,23.82451100046443
2024-09-04,18.883536565608566
2024-09-05,18.003175391793665
2024-09-06,18.883536565608566
2024-09-07,27.0047630876905
2024-09-08,33.70645987017616
2024-09-09,22.94414982664953
2024-09-10,32.826098696361264
2024-09-11,22.06378865283463
2024-09-12,23.82451100046443
2024-09-13,23.82451100046443
2024-09-14,27.885124261505396
2024-09-15,54.889887349195895
2024-09-16,18.883536565608566
2024-09-17,18.399127307289362
2024-09-18,18.399127307289362
2024-09-19,18.399127307289362
2024-09-20,18.399127307289362
2024-09-21,22.998909134111702
2024-09-22,27.598690960934043
2024-09-23,27.598690960934043
2024-09-24,27.598690960934043
2024-09-25,22.998909134111702
2024-09-26,18.399127307289362
2024-09-27,18.399127307289362
2024-09-28,27.598690960934043
2024-09-29,27.598690960934043
2024-09-30,18.399127307289362
2024-10-01,18.399127307289362
2024-10-02,18.399127307289362
2024-10-03,18.399127307289362
2024-10-04,18.399127307289362
2024-10-05,27.598690960934043
2024-10-06,22.998909134111702
2024-10-07,22.998909134111702
2024-10-08,18.399127307289362
2024-10-09,55.197381921868086
2024-10-10,36.798254614578724
2024-10-11,27.598690960934043
2024-10-12,27.598690960934043
2024-10-13,36.798254614578724
2024-10-14,22.998909134111702
2024-10-15,27.598690960934043
2024-10-16,32.19847278775639
2024-10-17,36.798254614578724
2024-10-18,36.798254614578724
2024-10-19,59.79716374869042
2024-10-20,36.798254614578724
2024-10-21,27.598690960934043
2024-10-22,22.998909134111702
2024-10-23,22.998909134111702
2024-10-24,22.998909134111702
2024-10-25,27.598690960934043
2024-10-26,27.598690960934043
2024-10-27,32.19847278775639
2024-10-28,22.998909134111702
2024-10-29,18.399127307289362
2024-10-30,22.998909134111702
2024-10-31,27.598690960934043
2024-11-01,22.998909134111702
2024-11-02,55.197381921868086
2024-11-03,91.99563653644681
2024-11-04,59.79716374869042
2024-11-05,50.59760009504575
2024-11-06,27.598690960934043
2024-11-07,27.598690960934043
2024-11-08,27.598690960934043
2024-11-09,36.798254614578724
2024-11-10,50.59760009504575
2024-11-11,36.798254614578724
2024-11-12,22.998909134111702
2024-11-13,22.998909134111702
2024-11-14,22.998909134111702
2024-11-15,27.598690960934043
2024-11-16,32.19847278775639
2024-11-17,32.19847278775639
2024-11-18,36.798254614578724
2024-11-19,22.998909134111702
2024-11-20,18.399127307289362
2024-11-21,22.998909134111702
2024-11-22,22.998909134111702
2024-11-23,27.598690960934043
2024-11-24,32.19847278775639
2024-11-25,22.998909134111702
2024-11-26,22.998909134111702
2024-11-27,22.998909134111702
2024-11-28,41.39803644140106
2024-11-29,27.598690960934043
2024-11-30,32.19847278775639
2024-12-01,32.19847278775639
2024-12-02,27.598690960934043
2024-12-03,22.998909134111702
2024-12-04,22.998909134111702
2024-12-05,27.598690960934043
2024-12-06,27.598690960934043
2024-12-07,36.798254614578724
2024-12-08,36.798254614578724
2024-12-09,41.39803644140106
2024-12-10,27.598690960934043
2024-12-11,32.19847278775639
2024-12-12,32.19847278775639
2024-12-13,91.99563653644681
2024-12-14,50.59760009504575
2024-12-15,41.39803644140106
2024-12-16,41.39803644140106
2024-12-17,22.998909134111702
2024-12-18,32.19847278775639
2024-12-19,36.798254614578724
2024-12-20,32.19847278775639
2024-12-21,41.39803644140106
2024-12-22,45.997818268223405
2024-12-23,45.997818268223405
2024-12-24,45.997818268223405
2024-12-25,50.59760009504575
2024-12-26,55.197381921868086
2024-12-27,50.59760009504575
2024-12-28,50.59760009504575
2024-12-29,50.59760009504575
2024-12-30,50.59760009504575
2024-12-31,45.997818268223405
2025-01-01,91.99563653644681
2025-01-02,64.39694557551277
2025-01-03,36.798254614578724
2025-01-04,59.79716374869042
2025-01-05,64.39694557551277
2025-01-06,188.59105489971597
2025-01-07,59.79716374869042
2025-01-08,45.997818268223405
2025-01-09,50.59760009504575
2025-01-10,59.79716374869042
2025-01-11,68.99672740233511
2025-01-12,64.39694557551277
2025-01-13,36.798254614578724
2025-01-14,41.39803644140106
2025-01-15,32.19847278775639
2025-01-16,32.19847278775639
2025-01-17,36.798254614578724
2025-01-18,59.79716374869042
2025-01-19,64.39694557551277
2025-01-20,73.59650922915745
2025-01-21,45.997818268223405
2025-01-22,36.798254614578724
2025-01-23,27.598690960934043
2025-01-24,27.598690960934043
2025-01-25,36.798254614578724
2025-01-26,50.59760009504575
2025-01-27,36.798254614578724
2025-01-28,32.19847278775639
