Time,sentient
2023-01-20,2.1904761904761902
2023-01-21,2.2857142857142856
2023-01-22,1.9047619047619047
2023-01-23,2.1904761904761902
2023-01-24,2.0
2023-01-25,2.0
2023-01-26,2.4761904761904763
2023-01-27,2.0
2023-01-28,2.380952380952381
2023-01-29,2.761904761904762
2023-01-30,2.6666666666666665
2023-01-31,2.2857142857142856
2023-02-01,2.6666666666666665
2023-02-02,2.761904761904762
2023-02-03,2.4761904761904763
2023-02-04,2.6666666666666665
2023-02-05,3.142857142857143
2023-02-06,2.761904761904762
2023-02-07,3.238095238095238
2023-02-08,2.952380952380952
2023-02-09,2.095238095238095
2023-02-10,2.571428571428571
2023-02-11,2.4761904761904763
2023-02-12,2.2857142857142856
2023-02-13,2.2857142857142856
2023-02-14,2.1904761904761902
2023-02-15,2.6666666666666665
2023-02-16,4.3809523809523805
2023-02-17,6.571428571428571
2023-02-18,3.714285714285714
2023-02-19,3.0476190476190474
2023-02-20,3.333333333333333
2023-02-21,2.380952380952381
2023-02-22,3.6190476190476186
2023-02-23,2.380952380952381
2023-02-24,2.4761904761904763
2023-02-25,3.238095238095238
2023-02-26,2.761904761904762
2023-02-27,2.380952380952381
2023-02-28,3.0476190476190474
2023-03-01,3.0476190476190474
2023-03-02,4.9523809523809526
2023-03-03,4.571428571428571
2023-03-04,3.333333333333333
2023-03-05,3.0476190476190474
2023-03-06,2.380952380952381
2023-03-07,2.8571428571428568
2023-03-08,2.6666666666666665
2023-03-09,2.095238095238095
2023-03-10,2.2857142857142856
2023-03-11,2.2857142857142856
2023-03-12,2.0
2023-03-13,2.0
2023-03-14,2.0
2023-03-15,2.0
2023-03-16,2.0
2023-03-17,2.380952380952381
2023-03-18,2.2857142857142856
2023-03-19,2.0
2023-03-20,2.0
2023-03-21,2.0
2023-03-22,2.095238095238095
2023-03-23,2.2857142857142856
2023-03-24,3.4285714285714284
2023-03-25,3.333333333333333
2023-03-26,2.4761904761904763
2023-03-27,2.095238095238095
2023-03-28,2.4761904761904763
2023-03-29,2.952380952380952
2023-03-30,3.238095238095238
2023-03-31,2.380952380952381
2023-04-01,2.2857142857142856
2023-04-02,2.952380952380952
2023-04-03,2.571428571428571
2023-04-04,9.523809523809524
2023-04-05,3.0476190476190474
2023-04-06,2.8571428571428568
2023-04-07,2.8571428571428568
2023-04-08,2.571428571428571
2023-04-09,2.1904761904761902
2023-04-10,2.1904761904761902
2023-04-11,2.571428571428571
2023-04-12,2.2857142857142856
2023-04-13,1.8095238095238093
2023-04-14,2.4761904761904763
2023-04-15,1.8095238095238093
2023-04-16,3.142857142857143
2023-04-17,3.714285714285714
2023-04-18,2.4761904761904763
2023-04-19,2.6666666666666665
2023-04-20,2.0
2023-04-21,2.4761904761904763
2023-04-22,2.761904761904762
2023-04-23,2.1904761904761902
2023-04-24,2.1904761904761902
2023-04-25,2.2857142857142856
2023-04-26,2.309615267361746
2023-04-27,2.357234314980794
2023-04-28,2.357234314980794
2023-04-29,2.357234314980794
2023-04-30,4.462227912932139
2023-05-01,7.312785805743552
2023-05-02,5.003170538381806
2023-05-03,2.6823974147917813
2023-05-04,2.645936223401012
2023-05-05,2.477775745381379
2023-05-06,2.477775745381379
2023-05-07,2.189073836961161
2023-05-08,2.189073836961161
2023-05-09,2.3936955063715626
2023-05-10,2.2255350283519295
2023-05-11,2.1049935979513443
2023-05-12,2.357234314980794
2023-05-13,2.309615267361746
2023-05-14,2.5983171757819647
2023-05-15,2.357234314980794
2023-05-16,2.2731540759709774
2023-05-17,2.309615267361746
2023-05-18,2.477775745381379
2023-05-19,1.816291689531126
2023-05-20,2.189073836961161
2023-05-21,2.0209133589415282
2023-05-22,1.9003719285409426
2023-05-23,1.695750259130541
2023-05-24,2.1049935979513443
2023-05-25,1.9368331199317115
2023-05-26,2.041826717883056
2023-05-27,2.333516249009207
2023-05-28,2.1147491006645938
2023-05-29,2.4793610145722824
2023-05-30,2.2605938662276692
2023-05-31,2.2605938662276692
2023-06-01,2.1876714834461315
2023-06-02,2.4793610145722824
2023-06-03,2.4793610145722824
2023-06-04,1.9689043351015183
2023-06-05,2.1147491006645938
2023-06-06,1.6042924211938299
2023-06-07,2.041826717883056
2023-06-08,1.9689043351015183
2023-06-09,1.9689043351015183
2023-06-10,1.5313700384122921
2023-06-11,2.4064386317907447
2023-06-12,1.6772148039753676
2023-06-13,1.750137186756905
2023-06-14,2.1147491006645938
2023-06-15,1.750137186756905
2023-06-16,2.041826717883056
2023-06-17,1.9689043351015183
2023-06-18,2.333516249009207
2023-06-19,1.8959819523199806
2023-06-20,1.8959819523199806
2023-06-21,1.750137186756905
2023-06-22,1.9689043351015183
2023-06-23,2.4064386317907447
2023-06-24,1.6042924211938299
2023-06-25,2.041826717883056
2023-06-26,1.6772148039753676
2023-06-27,1.9689043351015183
2023-06-28,1.8959819523199806
2023-06-29,1.5313700384122921
2023-06-30,1.8959819523199806
2023-07-01,1.6772148039753676
2023-07-02,1.750137186756905
2023-07-03,1.8959819523199806
2023-07-04,2.1147491006645938
2023-07-05,1.6042924211938299
2023-07-06,1.6772148039753676
2023-07-07,1.5313700384122921
2023-07-08,1.9689043351015183
2023-07-09,2.625205780135358
2023-07-10,2.333516249009207
2023-07-11,1.6772148039753676
2023-07-12,1.9689043351015183
2023-07-13,1.6772148039753676
2023-07-14,1.9689043351015183
2023-07-15,1.8230595695384428
2023-07-16,2.4064386317907447
2023-07-17,2.1147491006645938
2023-07-18,1.9689043351015183
2023-07-19,2.041826717883056
2023-07-20,1.9689043351015183
2023-07-21,1.8230595695384428
2023-07-22,1.750137186756905
2023-07-23,1.750137186756905
2023-07-24,2.2605938662276692
2023-07-25,2.1876714834461315
2023-07-26,1.9689043351015183
2023-07-27,1.8230595695384428
2023-07-28,1.6772148039753676
2023-07-29,1.4584476556307544
2023-07-30,2.1147491006645938
2023-07-31,1.8230595695384428
2023-08-01,2.041826717883056
2023-08-02,1.8230595695384428
2023-08-03,1.750137186756905
2023-08-04,1.750137186756905
2023-08-05,1.750137186756905
2023-08-06,2.333516249009207
2023-08-07,1.8230595695384428
2023-08-08,1.9689043351015183
2023-08-09,1.9689043351015183
2023-08-10,2.2605938662276692
2023-08-11,2.2605938662276692
2023-08-12,2.4064386317907447
2023-08-13,2.625205780135358
2023-08-14,1.8230595695384428
2023-08-15,2.1147491006645938
2023-08-16,2.7710505456984333
2023-08-17,2.1876714834461315
2023-08-18,2.041826717883056
2023-08-19,2.2605938662276692
2023-08-20,2.625205780135358
2023-08-21,2.041826717883056
2023-08-22,2.1147491006645938
2023-08-23,1.8959819523199806
2023-08-24,2.333516249009207
2023-08-25,2.041826717883056
2023-08-26,2.041826717883056
2023-08-27,2.1876714834461315
2023-08-28,2.1147491006645938
2023-08-29,1.8959819523199806
2023-08-30,1.9689043351015183
2023-08-31,1.8959819523199806
2023-09-01,2.4064386317907447
2023-09-02,2.041826717883056
2023-09-03,2.6981281629168956
2023-09-04,2.6981281629168956
2023-09-05,2.2605938662276692
2023-09-06,2.2605938662276692
2023-09-07,2.333516249009207
2023-09-08,2.1147491006645938
2023-09-09,2.333516249009207
2023-09-10,2.6981281629168956
2023-09-11,2.4064386317907447
2023-09-12,2.2605938662276692
2023-09-13,2.55228339735382
2023-09-14,2.1876714834461315
2023-09-15,2.041826717883056
2023-09-16,2.041826717883056
2023-09-17,2.4064386317907447
2023-09-18,2.1876714834461315
2023-09-19,1.9689043351015183
2023-09-20,1.8959819523199806
2023-09-21,2.2605938662276692
2023-09-22,2.4064386317907447
2023-09-23,2.1147491006645938
2023-09-24,2.1147491006645938
2023-09-25,2.333516249009207
2023-09-26,1.8959819523199806
2023-09-27,2.1147491006645938
2023-09-28,2.1876714834461315
2023-09-29,2.1876714834461315
2023-09-30,1.8959819523199806
2023-10-01,2.333516249009207
2023-10-02,2.041826717883056
2023-10-03,2.1147491006645938
2023-10-04,2.1876714834461315
2023-10-05,1.8230595695384428
2023-10-06,1.8230595695384428
2023-10-07,1.8230595695384428
2023-10-08,1.9689043351015183
2023-10-09,2.333516249009207
2023-10-10,1.8230595695384428
2023-10-11,1.750137186756905
2023-10-12,2.1876714834461315
2023-10-13,1.8230595695384428
2023-10-14,1.8959819523199806
2023-10-15,2.1876714834461315
2023-10-16,1.750137186756905
2023-10-17,1.8959819523199806
2023-10-18,1.750137186756905
2023-10-19,1.8230595695384428
2023-10-20,2.1147491006645938
2023-10-21,1.5313700384122921
2023-10-22,2.041826717883056
2023-10-23,2.2605938662276692
2023-10-24,1.6772148039753676
2023-10-25,1.5313700384122921
2023-10-26,2.1876714834461315
2023-10-27,1.8230595695384428
2023-10-28,1.6042924211938299
2023-10-29,2.1147491006645938
2023-10-30,1.5313700384122921
2023-10-31,1.6772148039753676
2023-11-01,1.8959819523199806
2023-11-02,1.8959819523199806
2023-11-03,1.6772148039753676
2023-11-04,1.9689043351015183
2023-11-05,1.5313700384122921
2023-11-06,1.4584476556307544
2023-11-07,2.1876714834461315
2023-11-08,1.9689043351015183
2023-11-09,1.750137186756905
2023-11-10,1.9689043351015183
2023-11-11,1.6042924211938299
2023-11-12,2.1147491006645938
2023-11-13,1.8230595695384428
2023-11-14,1.6042924211938299
2023-11-15,1.4584476556307544
2023-11-16,1.8959819523199806
2023-11-17,1.750137186756905
2023-11-18,1.750137186756905
2023-11-19,1.9689043351015183
2023-11-20,2.1147491006645938
2023-11-21,1.8230595695384428
2023-11-22,1.8959819523199806
2023-11-23,2.55228339735382
2023-11-24,1.750137186756905
2023-11-25,1.8959819523199806
2023-11-26,2.2605938662276692
2023-11-27,1.5313700384122921
2023-11-28,1.750137186756905
2023-11-29,1.8959819523199806
2023-11-30,1.8959819523199806
2023-12-01,1.8230595695384428
2023-12-02,1.750137186756905
2023-12-03,1.5313700384122921
2023-12-04,1.750137186756905
2023-12-05,1.6042924211938299
2023-12-06,2.041826717883056
2023-12-07,1.6772148039753676
2023-12-08,2.041826717883056
2023-12-09,1.9689043351015183
2023-12-10,1.5313700384122921
2023-12-11,2.041826717883056
2023-12-12,1.750137186756905
2023-12-13,1.8959819523199806
2023-12-14,1.8230595695384428
2023-12-15,1.8230595695384428
2023-12-16,2.1147491006645938
2023-12-17,1.6772148039753676
2023-12-18,1.8959819523199806
2023-12-19,1.6772148039753676
2023-12-20,1.5313700384122921
2023-12-21,1.6042924211938299
2023-12-22,1.880719128016868
2023-12-23,1.764414040497801
2023-12-24,1.6628787920007384
2023-12-25,1.6264176006099698
2023-12-26,2.0404069202734645
2023-12-27,1.6264176006099698
2023-12-28,1.7427226881290365
2023-12-29,1.764414040497801
2023-12-30,2.258247256289594
2023-12-31,2.3597825047866565
2024-01-01,2.3597825047866565
2024-01-02,1.6047262482412052
2024-01-03,1.8225665842573346
2024-01-04,2.2799386086583584
2024-01-05,1.880719128016868
2024-01-06,2.6357753845623195
2024-01-07,2.1784033601612958
2024-01-08,1.6628787920007384
2024-01-09,2.0985594640329976
2024-01-10,1.9024104803856328
2024-01-11,2.0620982726422286
2024-01-12,1.9605630241451661
2024-01-13,2.0620982726422286
2024-01-14,1.8225665842573346
2024-01-15,2.0985594640329976
2024-01-16,1.8225665842573346
2024-01-17,2.2799386086583584
2024-01-18,1.8442579366260992
2024-01-19,1.9241018327543973
2024-01-20,2.0404069202734645
2024-01-21,1.7786908942386972
2024-01-22,2.1257525321389306
2024-01-23,2.1257525321389306
2024-01-24,2.2559006463515185
2024-01-25,1.6919254847636387
2024-01-26,1.9088390084512847
2024-01-27,2.0389871226638725
2024-01-28,2.212517941613989
2024-01-29,2.1257525321389306
2024-01-30,2.2559006463515185
2024-01-31,1.995604417926343
2024-02-01,1.9088390084512847
2024-02-02,1.9088390084512847
2024-02-03,1.6919254847636387
2024-02-04,2.5161968747766936
2024-02-05,2.16913523687646
2024-02-06,2.0389871226638725
2024-02-07,1.8654563037137555
2024-02-08,2.0389871226638725
2024-02-09,1.7786908942386972
2024-02-10,1.8654563037137555
2024-02-11,3.1669374458396313
2024-02-12,1.5617773705510511
2024-02-13,1.6485427800261094
2024-02-14,1.8220735989762264
2024-02-15,1.6051600752885804
2024-02-16,1.8220735989762264
2024-02-17,2.0823698274014015
2024-02-18,2.3426660558265766
2024-02-19,1.995604417926343
2024-02-20,1.9088390084512847
2024-02-21,1.735308189501168
2024-02-22,1.995604417926343
2024-02-23,2.0823698274014015
2024-02-24,1.735308189501168
2024-02-25,2.1257525321389306
2024-02-26,2.0389871226638725
2024-02-27,1.4316292563384636
2024-02-28,1.995604417926343
2024-02-29,2.1257525321389306
2024-03-01,1.7786908942386972
2024-03-02,1.6485427800261094
2024-03-03,2.429431465301635
2024-03-04,1.9088390084512847
2024-03-05,2.1257525321389306
2024-03-06,1.735308189501168
2024-03-07,2.212517941613989
2024-03-08,1.7786908942386972
2024-03-09,2.1257525321389306
2024-03-10,1.952221713188814
2024-03-11,1.8220735989762264
2024-03-12,2.0389871226638725
2024-03-13,2.16913523687646
2024-03-14,2.0823698274014015
2024-03-15,1.6051600752885804
2024-03-16,1.7786908942386972
2024-03-17,2.212517941613989
2024-03-18,1.8654563037137555
2024-03-19,1.9088390084512847
2024-03-20,2.1257525321389306
2024-03-21,1.8220735989762264
2024-03-22,1.995604417926343
2024-03-23,1.8220735989762264
2024-03-24,1.6919254847636387
2024-03-25,1.995604417926343
2024-03-26,1.518394665813522
2024-03-27,2.386048760564106
2024-03-28,1.995604417926343
2024-03-29,2.1257525321389306
2024-03-30,2.1257525321389306
2024-03-31,2.7331103984643397
2024-04-01,1.735308189501168
2024-04-02,1.8654563037137555
2024-04-03,1.735308189501168
2024-04-04,1.518394665813522
2024-04-05,1.6485427800261094
2024-04-06,1.6485427800261094
2024-04-07,1.6919254847636387
2024-04-08,1.995604417926343
2024-04-09,2.212517941613989
2024-04-10,1.6919254847636387
2024-04-11,2.16913523687646
2024-04-12,1.952221713188814
2024-04-13,1.8220735989762264
2024-04-14,1.7786908942386972
2024-04-15,1.995604417926343
2024-04-16,2.212517941613989
2024-04-17,2.1257525321389306
2024-04-18,1.9088390084512847
2024-04-19,3.3838509695272774
2024-04-20,4.33827047375292
2024-04-21,3.1669374458396313
2024-04-22,2.1257525321389306
2024-04-23,2.0823698274014015
2024-04-24,1.9088390084512847
2024-04-25,2.3426660558265766
2024-04-26,2.2992833510890476
2024-04-27,1.952221713188814
2024-04-28,1.735308189501168
2024-04-29,1.9088390084512847
2024-04-30,1.8220735989762264
2024-05-01,1.995604417926343
2024-05-02,2.1257525321389306
2024-05-03,1.952221713188814
2024-05-04,1.6485427800261094
2024-05-05,1.995604417926343
2024-05-06,2.2559006463515185
2024-05-07,1.8654563037137555
2024-05-08,2.1257525321389306
2024-05-09,1.7786908942386972
2024-05-10,1.4750119610759929
2024-05-11,2.0823698274014015
2024-05-12,2.16913523687646
2024-05-13,1.8220735989762264
2024-05-14,1.8654563037137555
2024-05-15,1.9088390084512847
2024-05-16,1.7786908942386972
2024-05-17,1.6485427800261094
2024-05-18,2.1257525321389306
2024-05-19,1.995604417926343
2024-05-20,1.952221713188814
2024-05-21,1.8654563037137555
2024-05-22,1.9088390084512847
2024-05-23,2.0389871226638725
2024-05-24,2.212517941613989
2024-05-25,1.8654563037137555
2024-05-26,2.0823698274014015
2024-05-27,2.0823698274014015
2024-05-28,1.8654563037137555
2024-05-29,1.6485427800261094
2024-05-30,1.9088390084512847
2024-05-31,1.5617773705510511
2024-06-01,1.8220735989762264
2024-06-02,2.16913523687646
2024-06-03,1.6485427800261094
2024-06-04,1.8220735989762264
2024-06-05,1.735308189501168
2024-06-06,1.8220735989762264
2024-06-07,1.735308189501168
2024-06-08,2.212517941613989
2024-06-09,1.4750119610759929
2024-06-10,2.0823698274014015
2024-06-11,2.212517941613989
2024-06-12,1.952221713188814
2024-06-13,1.952221713188814
2024-06-14,1.9088390084512847
2024-06-15,2.0823698274014015
2024-06-16,1.9088390084512847
2024-06-17,1.7786908942386972
2024-06-18,1.6919254847636387
2024-06-19,1.5617773705510511
2024-06-20,1.6051600752885804
2024-06-21,1.952221713188814
2024-06-22,1.8220735989762264
2024-06-23,1.6051600752885804
2024-06-24,1.735308189501168
2024-06-25,1.6485427800261094
2024-06-26,1.518394665813522
2024-06-27,1.7786908942386972
2024-06-28,1.8220735989762264
2024-06-29,1.9088390084512847
2024-06-30,1.6485427800261094
2024-07-01,1.6919254847636387
2024-07-02,1.995604417926343
2024-07-03,2.2559006463515185
2024-07-04,2.0823698274014015
2024-07-05,2.1257525321389306
2024-07-06,1.9088390084512847
2024-07-07,1.6485427800261094
2024-07-08,1.5617773705510511
2024-07-09,1.4316292563384636
2024-07-10,1.8220735989762264
2024-07-11,1.3882465516009344
2024-07-12,1.518394665813522
2024-07-13,2.212517941613989
2024-07-14,1.9088390084512847
2024-07-15,1.7786908942386972
2024-07-16,1.6485427800261094
2024-07-17,1.7786908942386972
2024-07-18,1.8654563037137555
2024-07-19,2.0389871226638725
2024-07-20,2.386048760564106
2024-07-21,2.7331103984643397
2024-07-22,2.1257525321389306
2024-07-23,1.6485427800261094
2024-07-24,1.4316292563384636
2024-07-25,1.6051600752885804
2024-07-26,2.0389871226638725
2024-07-27,2.2559006463515185
2024-07-28,2.0823698274014015
2024-07-29,1.518394665813522
2024-07-30,1.735308189501168
2024-07-31,2.0389871226638725
2024-08-01,1.8654563037137555
2024-08-02,1.3014811421258758
2024-08-03,1.8654563037137555
2024-08-04,1.8654563037137555
2024-08-05,1.5617773705510511
2024-08-06,1.518394665813522
2024-08-07,1.8220735989762264
2024-08-08,2.0389871226638725
2024-08-09,1.9088390084512847
2024-08-10,1.952221713188814
2024-08-11,2.0389871226638725
2024-08-12,1.6919254847636387
2024-08-13,1.8220735989762264
2024-08-14,1.9088390084512847
2024-08-15,1.8654563037137555
2024-08-16,1.6051600752885804
2024-08-17,1.735308189501168
2024-08-18,1.9533062808072523
2024-08-19,1.8730482770428232
2024-08-20,1.5953989667226365
2024-08-21,1.8730482770428232
2024-08-22,1.5151409629582073
2024-08-23,1.4750119610759929
2024-08-24,2.391471598656297
2024-08-25,2.252646943496204
2024-08-26,1.5151409629582073
2024-08-27,1.832919275160609
2024-08-28,1.9131772789250379
2024-08-29,1.8947396294115877
2024-08-30,1.9934352826894668
