Time,facebook
2024-09-23,61.21274689954435
2024-09-24,56.94209013911102
2024-09-25,61.21274689954435
2024-09-26,59.077418519327686
2024-09-27,59.077418519327686
2024-09-28,59.077418519327686
2024-09-29,56.94209013911102
2024-09-30,56.23031401237213
2024-10-01,55.51853788563325
2024-10-02,57.65386626584991
2024-10-03,56.94209013911102
2024-10-04,57.65386626584991
2024-10-05,58.365642392588796
2024-10-06,59.789194646066576
2024-10-07,59.077418519327686
2024-10-08,54.09498563215547
2024-10-09,57.65386626584991
2024-10-10,56.94209013911102
2024-10-11,56.23031401237213
2024-10-12,56.94209013911102
2024-10-13,56.23031401237213
2024-10-14,60.50097077280546
2024-10-15,55.51853788563325
2024-10-16,55.51853788563325
2024-10-17,54.80676175889436
2024-10-18,52.6714333786777
2024-10-19,54.09498563215547
2024-10-20,54.80676175889436
2024-10-21,55.51853788563325
2024-10-22,54.09498563215547
2024-10-23,54.80676175889436
2024-10-24,51.95965725193881
2024-10-25,52.6714333786777
2024-10-26,54.80676175889436
2024-10-27,51.95965725193881
2024-10-28,54.09498563215547
2024-10-29,52.6714333786777
2024-10-30,54.09498563215547
2024-10-31,56.94209013911102
2024-11-01,57.65386626584991
2024-11-02,53.38320950541659
2024-11-03,54.09498563215547
2024-11-04,54.09498563215547
2024-11-05,52.6714333786777
2024-11-06,47.68900049150548
2024-11-07,54.09498563215547
2024-11-08,56.94209013911102
2024-11-09,54.09498563215547
2024-11-10,54.80676175889436
2024-11-11,57.65386626584991
2024-11-12,55.51853788563325
2024-11-13,53.38320950541659
2024-11-14,53.38320950541659
2024-11-15,51.247881125199925
2024-11-16,51.95965725193881
2024-11-17,52.6714333786777
2024-11-18,52.6714333786777
2024-11-19,56.23031401237213
2024-11-20,51.95965725193881
2024-11-21,51.247881125199925
2024-11-22,49.112552744983255
2024-11-23,49.824328871722145
2024-11-24,51.95965725193881
2024-11-25,52.6714333786777
2024-11-26,51.95965725193881
2024-11-27,54.09498563215547
2024-11-28,52.6714333786777
2024-11-29,49.824328871722145
2024-11-30,50.536104998461035
2024-12-01,51.247881125199925
2024-12-02,49.112552744983255
2024-12-03,49.112552744983255
2024-12-04,51.95965725193881
2024-12-05,50.536104998461035
2024-12-06,51.247881125199925
2024-12-07,51.247881125199925
2024-12-08,51.95965725193881
2024-12-09,50.536104998461035
2024-12-10,53.38320950541659
2024-12-11,71.17761267388877
2024-12-12,54.80676175889436
2024-12-13,51.247881125199925
2024-12-14,53.38320950541659
2024-12-15,54.09498563215547
2024-12-16,51.95965725193881
2024-12-17,51.247881125199925
2024-12-18,54.09498563215547
2024-12-19,52.6714333786777
2024-12-20,54.80676175889436
2024-12-21,51.247881125199925
2024-12-22,53.38320950541659
2024-12-23,53.38320950541659
2024-12-24,53.38320950541659
2024-12-25,56.23031401237213
2024-12-26,56.23031401237213
2024-12-27,57.65386626584991
2024-12-28,53.38320950541659
2024-12-29,54.80676175889436
2024-12-30,55.51853788563325
2024-12-31,57.65386626584991
2025-01-01,58.365642392588796
2025-01-02,55.51853788563325
2025-01-03,54.09498563215547
2025-01-04,56.94209013911102
2025-01-05,54.80676175889436
2025-01-06,55.51853788563325
2025-01-07,57.65386626584991
2025-01-08,54.80676175889436
2025-01-09,55.51853788563325
2025-01-10,56.94209013911102
2025-01-11,56.94209013911102
2025-01-12,55.51853788563325
2025-01-13,51.95965725193881
2025-01-14,51.95965725193881
2025-01-15,53.38320950541659
2025-01-16,54.09498563215547
2025-01-17,55.51853788563325
2025-01-18,54.09498563215547
2025-01-19,56.23031401237213
2025-01-20,58.365642392588796
2025-01-21,57.65386626584991
2025-01-22,59.077418519327686
2025-01-23,55.51853788563325
2025-01-24,54.09498563215547
2025-01-25,54.09498563215547
2025-01-26,49.112552744983255
2025-01-27,53.38320950541659
2025-01-28,51.95965725193881
2025-01-29,52.6714333786777
2025-01-30,54.09498563215547
2025-01-31,52.6714333786777
2025-02-01,51.247881125199925
2025-02-02,53.38320950541659
2025-02-03,51.247881125199925
2025-02-04,53.38320950541659
2025-02-05,53.38320950541659
2025-02-06,54.09498563215547
2025-02-07,53.38320950541659
2025-02-08,51.95965725193881
2025-02-09,51.247881125199925
2025-02-10,50.536104998461035
2025-02-11,53.38320950541659
2025-02-12,56.94209013911102
2025-02-13,52.6714333786777
2025-02-14,54.09498563215547
2025-02-15,54.80676175889436
2025-02-16,54.80676175889436
2025-02-17,55.51853788563325
2025-02-18,56.23031401237213
2025-02-19,54.09498563215547
2025-02-20,50.536104998461035
2025-02-21,53.38320950541659
2025-02-22,53.38320950541659
2025-02-23,53.38320950541659
2025-02-24,52.6714333786777
2025-02-25,51.95965725193881
2025-02-26,51.247881125199925
2025-02-27,53.38320950541659
2025-02-28,54.09498563215547
2025-03-01,54.80676175889436
2025-03-02,53.38320950541659
2025-03-03,51.95965725193881
2025-03-04,53.38320950541659
2025-03-05,52.6714333786777
2025-03-06,52.6714333786777
2025-03-07,55.51853788563325
2025-03-08,54.80676175889436
2025-03-09,53.38320950541659
2025-03-10,53.38320950541659
2025-03-11,53.38320950541659
2025-03-12,52.6714333786777
2025-03-13,54.09498563215547
2025-03-14,51.95965725193881
2025-03-15,52.6714333786777
2025-03-16,56.94209013911102
2025-03-17,51.247881125199925
2025-03-18,50.536104998461035
2025-03-19,53.38320950541659
2025-03-20,52.6714333786777
2025-03-21,51.247881125199925
2025-03-22,52.6714333786777
2025-03-23,53.38320950541659
2025-03-24,49.112552744983255
2025-03-25,52.6714333786777
2025-03-26,52.6714333786777
2025-03-27,49.112552744983255
2025-03-28,51.247881125199925
2025-03-29,51.247881125199925
2025-03-30,52.6714333786777
2025-03-31,51.247881125199925
2025-04-01,49.112552744983255
2025-04-02,50.536104998461035
2025-04-03,51.247881125199925
2025-04-04,51.247881125199925
2025-04-05,51.247881125199925
2025-04-06,51.247881125199925
2025-04-07,51.247881125199925
2025-04-08,51.247881125199925
2025-04-09,53.38320950541659
2025-04-10,51.247881125199925
2025-04-11,52.6714333786777
2025-04-12,51.95965725193881
2025-04-13,49.824328871722145
2025-04-14,51.95965725193881
2025-04-15,53.41457449337511
2025-04-16,48.90387102509918
2025-04-17,52.10895459462141
2025-04-18,51.45614464524455
2025-04-19,49.853602860483434
2025-04-20,52.761764543998254
2025-04-21,52.46484265799085
2025-04-22,54.72019439212882
2025-04-23,49.853602860483434
2025-04-24,48.90387102509918
2025-04-25,49.853602860483434
2025-04-26,50.506412809860294
2025-04-27,51.812032708614
2025-04-28,53.1176526073677
2025-04-29,48.54798296172973
2025-04-30,49.853602860483434
2025-05-01,51.45614464524455
2025-05-02,51.159222759237146
2025-05-03,48.90387102509918
2025-05-04,52.761764543998254
2025-05-05,48.25106107572232
2025-05-06,51.159222759237146
2025-05-07,53.41457449337511
2025-05-08,49.853602860483434
2025-05-09,51.159222759237146
2025-05-10,50.506412809860294
2025-05-11,52.46484265799085
2025-05-12,53.770462556744555
2025-05-13,51.812032708614
2025-05-14,49.20079291110658
2025-05-15,49.88287684924473
2025-05-16,50.476720621259545
2025-05-17,51.07056439327437
2025-05-18,52.85209570931882
2025-05-19,52.85209570931882
2025-05-20,51.66440816528918
2025-05-21,52.258251937304
2025-05-22,53.44593948133364
2025-05-23,49.28903307722991
2025-05-24,49.88287684924473
2025-05-25,50.476720621259545
2025-05-26,52.258251937304
2025-05-27,50.476720621259545
2025-05-28,54.633627025363275
2025-05-29,51.66440816528918
2025-05-30,52.258251937304
2025-05-31,50.476720621259545
2025-06-01,52.85209570931882
2025-06-02,49.88287684924473
2025-06-03,54.03978325334845
2025-06-04,51.66440816528918
2025-06-05,52.258251937304
2025-06-06,53.44593948133364
2025-06-07,51.66440816528918
2025-06-08,51.66440816528918
2025-06-09,53.44593948133364
2025-06-10,52.258251937304
2025-06-11,54.633627025363275
2025-06-12,53.44593948133364
2025-06-13,52.85209570931882
2025-06-14,50.476720621259545
2025-06-15,54.03978325334845
2025-06-16,53.44593948133364
2025-06-17,54.03978325334845
2025-06-18,49.88287684924473
2025-06-19,52.258251937304
2025-06-20,51.66440816528918
2025-06-21,49.28903307722991
2025-06-22,52.258251937304
2025-06-23,50.476720621259545
2025-06-24,52.85209570931882
2025-06-25,51.66440816528918
2025-06-26,52.85209570931882
2025-06-27,53.44593948133364
2025-06-28,48.10134553320027
2025-06-29,49.88287684924473
2025-06-30,51.07056439327437
2025-07-01,50.476720621259545
2025-07-02,51.66440816528918
2025-07-03,52.258251937304
2025-07-04,53.44593948133364
2025-07-05,53.44593948133364
2025-07-06,52.85209570931882
2025-07-07,54.633627025363275
2025-07-08,52.85209570931882
2025-07-09,55.82131456939291
2025-07-10,54.633627025363275
2025-07-11,54.03978325334845
2025-07-12,52.258251937304
2025-07-13,51.66440816528918
2025-07-14,52.258251937304
2025-07-15,54.03978325334845
2025-07-16,53.44593948133364
2025-07-17,54.03978325334845
2025-07-18,54.03978325334845
2025-07-19,55.22747079737809
2025-07-20,55.22747079737809
2025-07-21,58.790533429467004
2025-07-22,57.00900211342255
2025-07-23,55.82131456939291
2025-07-24,54.03978325334845
2025-07-25,54.03978325334845
2025-07-26,52.85209570931882
2025-07-27,52.85209570931882
2025-07-28,54.03978325334845
2025-07-29,59.38437720148182
2025-07-30,57.60284588543737
2025-07-31,58.790533429467004
2025-08-01,55.82131456939291
2025-08-02,51.07056439327437
2025-08-03,51.07056439327437
2025-08-04,52.258251937304
2025-08-05,55.82131456939291
2025-08-06,52.258251937304
2025-08-07,53.44593948133364
2025-08-08,54.03978325334845
2025-08-09,53.44593948133364
2025-08-10,54.03978325334845
2025-08-11,51.07056439327437
2025-08-12,52.85209570931882
2025-08-13,49.88287684924473
2025-08-14,52.85209570931882
2025-08-15,50.476720621259545
2025-08-16,51.07056439327437
2025-08-17,52.85209570931882
2025-08-18,51.66440816528918
2025-08-19,52.85209570931882
2025-08-20,49.28903307722991
2025-08-21,51.66440816528918
2025-08-22,48.695189305215095
2025-08-23,49.88287684924473
2025-08-24,50.476720621259545
2025-08-25,52.85209570931882
2025-08-26,51.66440816528918
2025-08-27,48.10134553320027
2025-08-28,49.88287684924473
2025-08-29,49.88287684924473
2025-08-30,46.91365798917064
2025-08-31,49.28903307722991
2025-09-01,51.66440816528918
2025-09-02,49.28903307722991
2025-09-03,52.85209570931882
2025-09-04,48.10134553320027
2025-09-05,48.10134553320027
2025-09-06,47.50750176118545
2025-09-07,48.10134553320027
2025-09-08,49.28903307722991
2025-09-09,49.28903307722991
2025-09-10,47.50750176118545
2025-09-11,54.633627025363275
2025-09-12,55.82131456939291
2025-09-13,51.07056439327437
2025-09-14,51.07056439327437
2025-09-15,50.476720621259545
2025-09-16,51.66440816528918
2025-09-17,48.10134553320027
2025-09-18,49.88287684924473
2025-09-19,48.10134553320027
2025-09-20,47.50750176118545
2025-09-21,46.91365798917064
2025-09-22,49.88287684924473
2025-09-23,52.85209570931882
2025-09-24,51.07056439327437
2025-09-25,51.07056439327437
2025-09-26,49.88287684924473
2025-09-27,48.695189305215095
2025-09-28,49.28903307722991
2025-09-29,51.66440816528918
2025-09-30,50.476720621259545
2025-10-01,47.50750176118545
2025-10-02,48.10134553320027
2025-10-03,46.91365798917064
2025-10-04,46.91365798917064
2025-10-05,46.91365798917064
2025-10-06,47.50750176118545
2025-10-07,48.10134553320027
2025-10-08,49.28903307722991
2025-10-09,49.88287684924473
2025-10-10,48.695189305215095
2025-10-11,46.91365798917064
2025-10-12,46.91365798917064
2025-10-13,51.07056439327437
2025-10-14,49.88287684924473
2025-10-15,49.88287684924473
2025-10-16,48.695189305215095
2025-10-17,48.695189305215095
2025-10-18,48.10134553320027
2025-10-19,49.88287684924473
2025-10-20,48.695189305215095
2025-10-21,48.695189305215095
2025-10-22,49.28903307722991
2025-10-23,48.10134553320027
2025-10-24,46.319814217155816
2025-10-25,47.50750176118545
2025-10-26,45.13212667312618
2025-10-27,46.319814217155816
2025-10-28,48.695189305215095
2025-10-29,48.10134553320027
2025-10-30,49.28903307722991
2025-10-31,49.88287684924473
2025-11-01,51.66440816528918
2025-11-02,48.695189305215095
2025-11-03,49.88287684924473
2025-11-04,47.50750176118545
2025-11-05,48.695189305215095
2025-11-06,49.28903307722991
2025-11-07,49.28903307722991
2025-11-08,49.28903307722991
2025-11-09,49.88287684924473
2025-11-10,47.50750176118545
2025-11-11,51.66440816528918
2025-11-12,49.28903307722991
2025-11-13,49.88287684924473
2025-11-14,46.91365798917064
2025-11-15,46.91365798917064
2025-11-16,47.50750176118545
2025-11-17,48.695189305215095
2025-11-18,48.695189305215095
2025-11-19,49.88287684924473
2025-11-20,49.88287684924473
2025-11-21,46.319814217155816
2025-11-22,47.50750176118545
2025-11-23,45.725970445141
2025-11-24,48.10134553320027
2025-11-25,49.28903307722991
2025-11-26,48.10134553320027
2025-11-27,45.13212667312618
2025-11-28,46.319814217155816
2025-11-29,48.10134553320027
2025-11-30,48.10134553320027
2025-12-01,45.725970445141
2025-12-02,48.10134553320027
2025-12-03,47.50750176118545
2025-12-04,48.695189305215095
2025-12-05,46.319814217155816
2025-12-06,52.258251937304
2025-12-07,49.28903307722991
2025-12-08,49.88287684924473
2025-12-09,47.50750176118545
2025-12-10,48.10134553320027
2025-12-11,48.68595616898328
2025-12-12,48.095801011694235
2025-12-13,49.27611132627233
2025-12-14,45.73518038253806
2025-12-15,46.91549069711614
2025-12-16,46.91549069711614
2025-12-17,46.3253355398271
2025-12-18,49.27611132627233
2025-12-19,48.095801011694235
2025-12-20,45.73518038253806
2025-12-21,48.095801011694235
2025-12-22,47.50564585440519
2025-12-23,47.50564585440519
2025-12-24,49.27611132627233
2025-12-25,46.3253355398271
2025-12-26,46.91549069711614
2025-12-27,44.848103339241604
2025-12-28,44.55487006795997
2025-12-29,49.27611132627233
2025-12-30,48.38903428297587
2025-12-31,48.095801011694235
2026-01-01,46.91549069711614
2026-01-02,46.3253355398271
2026-01-03,47.50564585440519
2026-01-04,47.50564585440519
2026-01-05,44.55487006795997
2026-01-06,44.55487006795997
2026-01-07,47.50564585440519
2026-01-08,44.55487006795997
2026-01-09,48.095801011694235
2026-01-10,46.330856862498386
2026-01-11,48.090256490188196
2026-01-12,45.15792377737184
2026-01-13,45.744390319935114
2026-01-14,45.744390319935114
2026-01-15,46.91732340506165
2026-01-16,48.67672303275147
2026-01-17,45.15792377737184
2026-01-18,46.330856862498386
2026-01-19,47.503789947624924
2026-01-20,47.503789947624924
2026-01-21,45.15792377737184
2026-01-22,46.91732340506165
2026-01-23,48.67672303275147
2026-01-24,53.36845537325763
2026-01-25,51.60905574556782
2026-01-26,51.60905574556782
2026-01-27,56.300788086073986
2026-01-28,48.090256490188196
2026-01-29,55.714321543510714
2026-01-30,49.849656117878006
2026-01-31,48.090256490188196
2026-02-01,49.26318957531474
2026-02-02,45.15792377737184
2026-02-03,50.43612266044128
2026-02-04,51.02258920300455
2026-02-05,58.64665425632707
2026-02-06,55.714321543510714
2026-02-07,49.849656117878006
2026-02-08,47.503789947624924
2026-02-09,45.744390319935114
2026-02-10,47.503789947624924
2026-02-11,48.67672303275147
2026-02-12,49.849656117878006
2026-02-13,58.060187713763796
2026-02-14,55.12785500094744
2026-02-15,45.744390319935114
2026-02-16,46.91732340506165
2026-02-17,44.57145723480857
2026-02-18,45.744390319935114
2026-02-19,43.984990692245304
2026-02-20,45.744390319935114
2026-02-21,48.67672303275147
2026-02-22,45.15792377737184
2026-02-23,52.195522288131095
2026-02-24,45.15792377737184
2026-02-25,46.330856862498386
2026-02-26,45.744390319935114
2026-02-27,45.15792377737184
2026-02-28,44.57145723480857
2026-03-01,46.91732340506165
2026-03-02,44.57145723480857
2026-03-03,49.849656117878006
2026-03-04,48.090256490188196
2026-03-05,45.15792377737184
2026-03-06,46.91732340506165
2026-03-07,46.330856862498386
2026-03-08,50.43612266044128
2026-03-09,46.330856862498386
2026-03-10,46.330856862498386
2026-03-11,46.91732340506165
2026-03-12,46.91732340506165
2026-03-13,46.91732340506165
2026-03-14,48.090256490188196
2026-03-15,49.26318957531474
2026-03-16,48.090256490188196
2026-03-17,48.67672303275147
2026-03-18,48.090256490188196
2026-03-19,47.503789947624924
2026-03-20,46.91732340506165
2026-03-21,45.744390319935114
2026-03-22,49.26318957531474
2026-03-23,46.91732340506165
2026-03-24,48.090256490188196
2026-03-25,48.67672303275147
2026-03-26,45.744390319935114
2026-03-27,48.090256490188196
2026-03-28,49.849656117878006
2026-03-29,50.43612266044128
2026-03-30,51.02258920300455
2026-03-31,46.91732340506165
2026-04-01,46.91732340506165
2026-04-02,46.91732340506165
2026-04-03,43.984990692245304
2026-04-04,43.984990692245304
2026-04-05,46.330856862498386
2026-04-06,46.91732340506165
2026-04-07,46.91732340506165
2026-04-08,45.744390319935114
2026-04-09,46.91732340506165
2026-04-10,47.503789947624924
2026-04-11,46.330856862498386
2026-04-12,46.330856862498386
2026-04-13,46.91732340506165
2026-04-14,47.503789947624924
2026-04-15,49.849656117878006
2026-04-16,45.15792377737184
2026-04-17,49.26318957531474
2026-04-18,47.503789947624924
2026-04-19,47.503789947624924
2026-04-20,48.090256490188196
2026-04-21,46.91732340506165
2026-04-22,46.91732340506165
2026-04-23,45.15792377737184
2026-04-24,44.57145723480857
2026-04-25,44.57145723480857
2026-04-26,45.744390319935114
2026-04-27,46.330856862498386
2026-04-28,47.503789947624924
2026-04-29,45.744390319935114
2026-04-30,48.090256490188196
2026-05-01,46.91732340506165
2026-05-02,51.02258920300455
2026-05-03,49.849656117878006
2026-05-04,49.26318957531474
2026-05-05,49.26318957531474
2026-05-06,46.91732340506165
2026-05-07,47.503789947624924
2026-05-08,49.849656117878006
2026-05-09,47.503789947624924
2026-05-10,49.26318957531474
2026-05-11,50.43612266044128
2026-05-12,48.67672303275147
2026-05-13,49.26318957531474
2026-05-14,46.91732340506165
2026-05-15,49.26318957531474
2026-05-16,48.090256490188196
2026-05-17,48.090256490188196
2026-05-18,47.503789947624924
2026-05-19,46.330856862498386
2026-05-20,49.849656117878006
2026-05-21,48.67672303275147
2026-05-22,47.503789947624924
2026-05-23,47.503789947624924
2026-05-24,49.26318957531474
2026-05-25,48.67672303275147
2026-05-26,48.67672303275147
2026-05-27,52.78198883069436
2026-05-28,49.26318957531474
2026-05-29,52.195522288131095
2026-05-30,51.60905574556782
2026-05-31,49.26318957531474
