Time,fine
2024-01-06,81.78896536922632
2024-01-07,81.78896536922632
2024-01-08,74.35231714982143
2024-01-09,83.37545032269935
2024-01-10,89.2256135886312
2024-01-11,90.81209854210425
2024-01-12,82.85134368628415
2024-01-13,79.66420873511063
2024-01-14,79.66420873511063
2024-01-15,84.97610032039984
2024-01-16,81.25069368858368
2024-01-17,87.1008569545155
2024-01-18,82.31307200564152
2024-01-19,84.97610032039984
2024-01-20,80.74075209639591
2024-01-21,73.20494856739896
2024-01-22,82.89383881896647
2024-01-23,89.35309898667815
2024-01-24,94.73581579310454
2024-01-25,92.58272907053399
2024-01-26,87.20001226410758
2024-01-27,86.12346890282231
2024-01-28,72.12840520611368
2024-01-29,86.12346890282231
2024-01-30,86.12346890282231
2024-01-31,88.27655562539286
2024-02-01,94.73581579310454
2024-02-02,88.27655562539286
2024-02-03,86.12346890282231
2024-02-04,94.73581579310454
2024-02-05,77.51112201254007
2024-02-06,88.27655562539286
2024-02-07,91.5061857092487
2024-02-08,89.35309898667815
2024-02-09,92.58272907053399
2024-02-10,83.97038218025175
2024-02-11,78.58766537382536
2024-02-12,82.89383881896647
2024-02-13,91.5061857092487
2024-02-14,94.73581579310454
2024-02-15,87.20001226410758
2024-02-16,97.96544587696037
2024-02-17,90.42964234796342
2024-02-18,91.5061857092487
2024-02-19,90.42964234796342
2024-02-20,88.27655562539286
2024-02-21,85.04692554153702
2024-02-22,87.20001226410758
2024-02-23,88.27655562539286
2024-02-24,89.35309898667815
2024-02-25,87.20001226410758
2024-02-26,92.58272907053399
2024-02-27,87.20001226410758
2024-02-28,92.58272907053399
2024-02-29,90.42964234796342
2024-03-01,89.35309898667815
2024-03-02,86.12346890282231
2024-03-03,81.8172954576812
2024-03-04,87.20001226410758
2024-03-05,80.74075209639591
2024-03-06,87.20001226410758
2024-03-07,81.8172954576812
2024-03-08,90.42964234796342
2024-03-09,81.8172954576812
2024-03-10,80.74075209639591
2024-03-11,83.97038218025175
2024-03-12,87.20001226410758
2024-03-13,82.89383881896647
2024-03-14,82.89383881896647
2024-03-15,83.97038218025175
2024-03-16,87.20001226410758
2024-03-17,79.66420873511063
2024-03-18,87.20001226410758
2024-03-19,86.12346890282231
2024-03-20,85.04692554153702
2024-03-21,86.12346890282231
2024-03-22,83.97038218025175
2024-03-23,83.97038218025175
2024-03-24,85.04692554153702
2024-03-25,83.97038218025175
2024-03-26,81.8172954576812
2024-03-27,83.97038218025175
2024-03-28,95.81235915438981
2024-03-29,83.97038218025175
2024-03-30,82.89383881896647
2024-03-31,72.12840520611368
2024-04-01,87.20001226410758
2024-04-02,89.35309898667815
2024-04-03,83.97038218025175
2024-04-04,82.89383881896647
2024-04-05,76.4345786512548
2024-04-06,81.8172954576812
2024-04-07,79.66420873511063
2024-04-08,73.20494856739896
2024-04-09,82.89383881896647
2024-04-10,83.97038218025175
2024-04-11,87.20001226410758
2024-04-12,88.27655562539286
2024-04-13,82.89383881896647
2024-04-14,79.66420873511063
2024-04-15,88.27655562539286
2024-04-16,94.73581579310454
2024-04-17,86.12346890282231
2024-04-18,90.42964234796342
2024-04-19,86.12346890282231
2024-04-20,88.27655562539286
2024-04-21,83.97038218025175
2024-04-22,85.04692554153702
2024-04-23,88.27655562539286
2024-04-24,86.12346890282231
2024-04-25,85.04692554153702
2024-04-26,82.89383881896647
2024-04-27,86.12346890282231
2024-04-28,81.8172954576812
2024-04-29,86.12346890282231
2024-04-30,87.20001226410758
2024-05-01,82.89383881896647
2024-05-02,87.20001226410758
2024-05-03,85.04692554153702
2024-05-04,80.74075209639591
2024-05-05,81.8172954576812
2024-05-06,83.97038218025175
2024-05-07,85.04692554153702
2024-05-08,86.12346890282231
2024-05-09,88.27655562539286
2024-05-10,86.12346890282231
2024-05-11,85.04692554153702
2024-05-12,79.66420873511063
2024-05-13,80.74075209639591
2024-05-14,77.51112201254007
2024-05-15,87.20001226410758
2024-05-16,85.04692554153702
2024-05-17,87.20001226410758
2024-05-18,107.65433612852789
2024-05-19,87.20001226410758
2024-05-20,88.27655562539286
2024-05-21,82.89383881896647
2024-05-22,82.89383881896647
2024-05-23,85.04692554153702
2024-05-24,90.42964234796342
2024-05-25,89.35309898667815
2024-05-26,83.97038218025175
2024-05-27,82.89383881896647
2024-05-28,79.66420873511063
2024-05-29,77.51112201254007
2024-05-30,85.04692554153702
2024-05-31,77.51112201254007
2024-06-01,87.20001226410758
2024-06-02,85.04692554153702
2024-06-03,83.97038218025175
2024-06-04,76.4345786512548
2024-06-05,85.04692554153702
2024-06-06,86.12346890282231
2024-06-07,83.97038218025175
2024-06-08,82.89383881896647
2024-06-09,81.8172954576812
2024-06-10,83.97038218025175
2024-06-11,81.8172954576812
2024-06-12,82.89383881896647
2024-06-13,81.8172954576812
2024-06-14,80.74075209639591
2024-06-15,83.97038218025175
2024-06-16,79.66420873511063
2024-06-17,79.66420873511063
2024-06-18,79.66420873511063
2024-06-19,85.04692554153702
2024-06-20,82.89383881896647
2024-06-21,83.97038218025175
2024-06-22,78.58766537382536
2024-06-23,85.04692554153702
2024-06-24,87.20001226410758
2024-06-25,86.12346890282231
2024-06-26,88.27655562539286
2024-06-27,81.8172954576812
2024-06-28,92.58272907053399
2024-06-29,85.04692554153702
2024-06-30,82.89383881896647
2024-07-01,81.8172954576812
2024-07-02,86.12346890282231
2024-07-03,81.8172954576812
2024-07-04,83.97038218025175
2024-07-05,82.89383881896647
2024-07-06,83.97038218025175
2024-07-07,79.66420873511063
2024-07-08,78.58766537382536
2024-07-09,80.74075209639591
2024-07-10,86.12346890282231
2024-07-11,82.89383881896647
2024-07-12,85.04692554153702
2024-07-13,85.04692554153702
2024-07-14,79.66420873511063
2024-07-15,83.97038218025175
2024-07-16,78.58766537382536
2024-07-17,83.97038218025175
2024-07-18,90.42964234796342
2024-07-19,80.74075209639591
2024-07-20,81.8172954576812
2024-07-21,79.66420873511063
2024-07-22,79.66420873511063
2024-07-23,81.8172954576812
2024-07-24,81.8172954576812
2024-07-25,82.89383881896647
2024-07-26,77.51112201254007
2024-07-27,85.04692554153702
2024-07-28,78.58766537382536
2024-07-29,80.74075209639591
2024-07-30,80.74075209639591
2024-07-31,81.8172954576812
2024-08-01,79.66420873511063
2024-08-02,87.20001226410758
2024-08-03,77.51112201254007
2024-08-04,80.74075209639591
2024-08-05,75.35803528996952
2024-08-06,83.97038218025175
2024-08-07,88.27655562539286
2024-08-08,76.4345786512548
2024-08-09,80.74075209639591
2024-08-10,87.20001226410758
2024-08-11,80.74075209639591
2024-08-12,81.8172954576812
2024-08-13,86.12346890282231
2024-08-14,85.04692554153702
2024-08-15,90.42964234796342
2024-08-16,86.12346890282231
2024-08-17,91.5061857092487
2024-08-18,83.05946087454882
2024-08-19,85.37816965270173
2024-08-20,89.39450450057373
2024-08-21,80.74075209639591
2024-08-22,88.23515011149726
2024-08-23,88.23515011149726
2024-08-24,81.90010648547236
2024-08-25,83.05946087454882
2024-08-26,83.59773255519146
2024-08-27,81.90010648547236
2024-08-28,90.55385888965017
2024-08-29,87.07579572242082
2024-08-30,89.39450450057373
2024-08-31,81.90010648547236
2024-09-01,91.09213057029282
2024-09-02,83.59773255519146
2024-09-03,87.07579572242082
2024-09-04,74.405708470371
2024-09-05,85.91644133334437
2024-09-06,80.74075209639591
2024-09-07,85.91644133334437
2024-09-08,78.422043318243
2024-09-09,90.55385888965017
2024-09-10,85.91644133334437
2024-09-11,96.88890251567508
2024-09-12,92.87256766780308
2024-09-13,87.07579572242082
2024-09-14,84.75708694426791
2024-09-15,75.56506285944745
2024-09-16,85.70941376386642
2024-09-17,86.95157918073404
2024-09-18,91.92024084820457
2024-09-19,94.40457168193983
2024-09-20,93.16240626507219
2024-09-21,83.22508293013117
2024-09-22,84.46724834699879
2024-09-23,85.70941376386642
2024-09-24,89.4359100144693
2024-09-25,89.4359100144693
2024-09-26,86.95157918073404
2024-09-27,84.46724834699879
