Time,vagabond
2023-10-14,36.35121951219512
2023-10-15,41.09268292682927
2023-10-16,38.458536585365856
2023-10-17,36.87804878048781
2023-10-18,33.71707317073171
2023-10-19,34.770731707317076
2023-10-20,34.24390243902439
2023-10-21,36.35121951219512
2023-10-22,38.985365853658536
2023-10-23,39.51219512195122
2023-10-24,34.770731707317076
2023-10-25,32.66341463414634
2023-10-26,35.82439024390244
2023-10-27,38.458536585365856
2023-10-28,32.66341463414634
2023-10-29,36.35121951219512
2023-10-30,32.66341463414634
2023-10-31,36.87804878048781
2023-11-01,32.13658536585366
2023-11-02,34.770731707317076
2023-11-03,34.770731707317076
2023-11-04,41.619512195121956
2023-11-05,39.51219512195122
2023-11-06,36.87804878048781
2023-11-07,37.931707317073176
2023-11-08,43.2
2023-11-09,37.931707317073176
2023-11-10,40.56585365853659
2023-11-11,41.619512195121956
2023-11-12,46.88780487804878
2023-11-13,42.146341463414636
2023-11-14,36.35121951219512
2023-11-15,38.458536585365856
2023-11-16,37.931707317073176
2023-11-17,37.931707317073176
2023-11-18,43.2
2023-11-19,37.40487804878049
2023-11-20,41.09268292682927
2023-11-21,40.0390243902439
2023-11-22,50.04878048780488
2023-11-23,36.35121951219512
2023-11-24,52.6829268292683
2023-11-25,50.04878048780488
2023-11-26,39.51219512195122
2023-11-27,44.78048780487805
2023-11-28,37.40487804878049
2023-11-29,33.19024390243903
2023-11-30,32.66341463414634
2023-12-01,36.35121951219512
2023-12-02,42.673170731707316
2023-12-03,35.82439024390244
2023-12-04,37.931707317073176
2023-12-05,40.0390243902439
2023-12-06,34.770731707317076
2023-12-07,34.770731707317076
2023-12-08,36.35121951219512
2023-12-09,38.985365853658536
2023-12-10,41.619512195121956
2023-12-11,35.82439024390244
2023-12-12,34.770731707317076
2023-12-13,38.985365853658536
2023-12-14,37.40487804878049
2023-12-15,33.19024390243903
2023-12-16,33.71707317073171
2023-12-17,34.24390243902439
2023-12-18,34.24390243902439
2023-12-19,35.297560975609755
2023-12-20,41.619512195121956
2023-12-21,34.770731707317076
2023-12-22,36.35121951219512
2023-12-23,41.69814342919548
2023-12-24,39.55937386239534
2023-12-25,39.55937386239534
2023-12-26,40.89217327994176
2023-12-27,43.83691299599563
2023-12-28,45.169712413542044
2023-12-29,38.75340371314161
2023-12-30,42.232835820895524
2023-12-31,43.565635238441935
2024-01-01,37.95529668729523
2024-01-02,40.89217327994176
2024-01-03,41.961558063341826
2024-01-04,40.628758645795415
2024-01-05,36.35121951219512
2024-01-06,42.232835820895524
2024-01-07,39.55937386239534
2024-01-08,31.00429559519476
2024-01-09,34.74714233709501
2024-01-10,36.35121951219512
2024-01-11,42.232835820895524
2024-01-12,37.4206042955952
2024-01-13,38.489989078995265
2024-01-14,41.16345103749545
2024-01-15,34.74714233709501
2024-01-16,35.81652712049509
2024-01-17,35.81652712049509
2024-01-18,32.34495813614853
2024-01-19,33.67775755369494
2024-01-20,34.18099745176556
2024-01-21,37.97888605751729
2024-01-22,36.35121951219512
2024-01-23,33.09588642155078
2024-01-24,40.14910811794685
2024-01-25,36.89377502730251
2024-01-26,40.14910811794685
2024-01-27,46.11721878412814
2024-01-28,39.60655260283946
2024-01-29,38.52144157262468
2024-01-30,36.35121951219512
2024-01-31,36.89377502730251
2024-02-01,33.09588642155078
2024-02-02,36.35121951219512
2024-02-03,39.06399708773207
2024-02-04,41.23421914816163
2024-02-05,35.808663997087734
2024-02-06,30.383108846013833
2024-02-07,32.010775391336004
2024-02-08,36.89377502730251
2024-02-09,33.09588642155078
2024-02-10,35.808663997087734
2024-02-11,33.09588642155078
2024-02-12,24.414998179832544
2024-02-13,33.63844193665817
2024-02-14,34.72355296687295
2024-02-15,35.808663997087734
2024-02-16,32.010775391336004
2024-02-17,40.14910811794685
2024-02-18,41.776774663269016
2024-02-19,39.60655260283946
2024-02-20,36.89377502730251
2024-02-21,30.92566436112122
2024-02-22,34.72355296687295
2024-02-23,36.89377502730251
2024-02-24,34.18099745176556
2024-02-25,45.574663269020746
2024-02-26,40.14910811794685
2024-02-27,36.35121951219512
2024-02-28,36.89377502730251
2024-02-29,31.468219876228613
2024-03-01,34.18099745176556
2024-03-02,45.574663269020746
2024-03-03,44.48955223880597
2024-03-04,36.89377502730251
2024-03-05,32.55333090644339
2024-03-06,30.383108846013833
2024-03-07,35.26610848198034
2024-03-08,30.383108846013833
2024-03-09,37.97888605751729
2024-03-10,40.69166363305424
2024-03-11,34.18099745176556
2024-03-12,30.383108846013833
2024-03-13,35.26610848198034
2024-03-14,34.18099745176556
2024-03-15,30.92566436112122
2024-03-16,35.26610848198034
2024-03-17,40.69166363305424
2024-03-18,32.55333090644339
2024-03-19,34.18099745176556
2024-03-20,35.808663997087734
2024-03-21,33.09588642155078
2024-03-22,35.808663997087734
2024-03-23,35.808663997087734
2024-03-24,36.89377502730251
2024-03-25,34.72355296687295
2024-03-26,30.92566436112122
2024-03-27,33.09588642155078
2024-03-28,33.63844193665817
2024-03-29,35.26610848198034
2024-03-30,32.010775391336004
2024-03-31,33.09588642155078
2024-04-01,37.97888605751729
2024-04-02,34.72355296687295
2024-04-03,30.383108846013833
2024-04-04,33.63844193665817
2024-04-05,33.09588642155078
2024-04-06,49.915107389879864
2024-04-07,41.23421914816163
2024-04-08,33.63844193665817
2024-04-09,34.18099745176556
2024-04-10,37.4363305424099
2024-04-11,36.89377502730251
2024-04-12,36.35121951219512
2024-04-13,43.94699672369858
2024-04-14,44.48955223880597
2024-04-15,29.84055333090644
2024-04-16,32.010775391336004
2024-04-17,33.09588642155078
2024-04-18,33.63844193665817
2024-04-19,30.383108846013833
2024-04-20,36.89377502730251
2024-04-21,37.4363305424099
2024-04-22,34.18099745176556
2024-04-23,32.010775391336004
2024-04-24,39.06399708773207
2024-04-25,35.26610848198034
2024-04-26,42.31933017837641
2024-04-27,39.06399708773207
2024-04-28,34.18099745176556
2024-04-29,32.010775391336004
2024-04-30,35.26610848198034
2024-05-01,33.63844193665817
2024-05-02,33.09588642155078
2024-05-03,33.63844193665817
2024-05-04,37.4363305424099
2024-05-05,35.808663997087734
2024-05-06,34.72355296687295
2024-05-07,32.010775391336004
2024-05-08,29.84055333090644
2024-05-09,28.212886785584274
2024-05-10,30.92566436112122
2024-05-11,32.55333090644339
2024-05-12,41.776774663269016
2024-05-13,31.468219876228613
2024-05-14,35.26610848198034
2024-05-15,35.808663997087734
2024-05-16,30.383108846013833
2024-05-17,37.4363305424099
2024-05-18,34.18099745176556
2024-05-19,34.72355296687295
2024-05-20,40.14910811794685
2024-05-21,34.18099745176556
2024-05-22,33.63844193665817
2024-05-23,35.26610848198034
2024-05-24,35.26610848198034
2024-05-25,40.69166363305424
2024-05-26,49.372551874772476
2024-05-27,41.776774663269016
2024-05-28,37.97888605751729
2024-05-29,35.26610848198034
2024-05-30,31.468219876228613
2024-05-31,42.8618856934838
2024-06-01,40.69166363305424
2024-06-02,41.776774663269016
2024-06-03,39.60655260283946
2024-06-04,34.18099745176556
2024-06-05,37.4363305424099
2024-06-06,37.97888605751729
2024-06-07,39.06399708773207
2024-06-08,39.06399708773207
2024-06-09,40.69166363305424
2024-06-10,40.69166363305424
2024-06-11,38.52144157262468
2024-06-12,34.72355296687295
2024-06-13,32.55333090644339
2024-06-14,34.72355296687295
2024-06-15,35.26610848198034
2024-06-16,41.23421914816163
2024-06-17,34.18099745176556
2024-06-18,37.97888605751729
2024-06-19,40.69166363305424
2024-06-20,36.35121951219512
2024-06-21,37.4363305424099
2024-06-22,42.31933017837641
2024-06-23,46.11721878412814
2024-06-24,43.94699672369858
2024-06-25,38.52144157262468
2024-06-26,39.06399708773207
2024-06-27,41.776774663269016
2024-06-28,34.72355296687295
2024-06-29,41.23421914816163
2024-06-30,48.82999635966509
2024-07-01,41.23421914816163
2024-07-02,34.72355296687295
2024-07-03,36.89377502730251
2024-07-04,47.20232981434292
2024-07-05,43.94699672369858
2024-07-06,39.06399708773207
2024-07-07,46.65977429923553
2024-07-08,40.14910811794685
2024-07-09,35.808663997087734
2024-07-10,34.18099745176556
2024-07-11,35.808663997087734
2024-07-12,36.89377502730251
2024-07-13,37.4363305424099
2024-07-14,41.23421914816163
2024-07-15,37.4363305424099
2024-07-16,40.14910811794685
2024-07-17,39.60655260283946
2024-07-18,42.31933017837641
2024-07-19,40.69166363305424
2024-07-20,45.574663269020746
2024-07-21,43.94699672369858
2024-07-22,34.18099745176556
2024-07-23,30.92566436112122
2024-07-24,36.89377502730251
2024-07-25,33.09588642155078
2024-07-26,40.14910811794685
2024-07-27,37.97888605751729
2024-07-28,41.776774663269016
2024-07-29,36.89377502730251
2024-07-30,35.808663997087734
2024-07-31,33.63844193665817
2024-08-01,32.55333090644339
2024-08-02,30.383108846013833
2024-08-03,37.4363305424099
2024-08-04,37.97888605751729
2024-08-05,34.18099745176556
2024-08-06,32.010775391336004
2024-08-07,36.35121951219512
2024-08-08,33.63844193665817
2024-08-09,41.23421914816163
2024-08-10,35.808663997087734
2024-08-11,54.25555151073899
2024-08-12,35.808663997087734
2024-08-13,50.45766290498726
2024-08-14,41.23421914816163
2024-08-15,37.97888605751729
2024-08-16,42.31933017837641
2024-08-17,42.8618856934838
2024-08-18,42.59060793593011
2024-08-19,37.4363305424099
2024-08-20,34.99483072442665
2024-08-21,35.808663997087734
2024-08-22,41.23421914816163
2024-08-23,37.97888605751729
2024-08-24,43.94699672369858
2024-08-25,43.40444120859119
2024-08-26,29.84055333090644
2024-08-27,33.09588642155078
2024-08-28,30.383108846013833
2024-08-29,37.97888605751729
2024-08-30,37.97888605751729
2024-08-31,34.99483072442665
2024-09-01,46.65977429923553
2024-09-02,41.776774663269016
2024-09-03,39.60655260283946
2024-09-04,36.62249726974882
2024-09-05,37.1650527848562
2024-09-06,37.1650527848562
2024-09-07,34.18099745176556
2024-09-08,35.26610848198034
2024-09-09,34.18099745176556
2024-09-10,32.2820531488897
2024-09-11,35.26610848198034
2024-09-12,35.26610848198034
2024-09-13,32.55333090644339
2024-09-14,37.97888605751729
2024-09-15,37.4363305424099
2024-09-16,33.09588642155078
2024-09-17,35.808663997087734
2024-09-18,34.18099745176556
2024-09-19,35.808663997087734
2024-09-20,39.60655260283946
2024-09-21,38.52144157262468
2024-09-22,35.808663997087734
2024-09-23,36.89377502730251
2024-09-24,33.63844193665817
2024-09-25,33.09588642155078
2024-09-26,37.4363305424099
2024-09-27,35.26610848198034
2024-09-28,37.4363305424099
2024-09-29,48.82999635966509
