Time,victoria_secret
2022-04-11,52.0
2022-04-12,48.0
2022-04-13,49.0
2022-04-14,46.0
2022-04-15,52.0
2022-04-16,55.0
2022-04-17,60.0
2022-04-18,50.0
2022-04-19,51.0
2022-04-20,48.0
2022-04-21,50.0
2022-04-22,49.0
2022-04-23,60.0
2022-04-24,63.0
2022-04-25,53.0
2022-04-26,49.0
2022-04-27,47.0
2022-04-28,48.0
2022-04-29,52.0
2022-04-30,53.0
2022-05-01,62.0
2022-05-02,53.0
2022-05-03,50.0
2022-05-04,46.0
2022-05-05,51.0
2022-05-06,56.0
2022-05-07,64.0
2022-05-08,66.0
2022-05-09,50.0
2022-05-10,52.0
2022-05-11,49.0
2022-05-12,56.0
2022-05-13,61.0
2022-05-14,60.0
2022-05-15,62.0
2022-05-16,51.0
2022-05-17,58.0
2022-05-18,50.0
2022-05-19,53.0
2022-05-20,54.0
2022-05-21,67.0
2022-05-22,73.0
2022-05-23,56.0
2022-05-24,63.0
2022-05-25,53.0
2022-05-26,54.0
2022-05-27,67.0
2022-05-28,70.0
2022-05-29,74.0
2022-05-30,69.0
2022-05-31,57.0
2022-06-01,52.0
2022-06-02,50.0
2022-06-03,53.0
2022-06-04,59.0
2022-06-05,60.0
2022-06-06,51.0
2022-06-07,53.0
2022-06-08,63.0
2022-06-09,55.0
2022-06-10,55.0
2022-06-11,63.0
2022-06-12,61.0
2022-06-13,58.0
2022-06-14,86.0
2022-06-15,79.0
2022-06-16,77.0
2022-06-17,70.0
2022-06-18,78.0
2022-06-19,75.0
2022-06-20,70.0
2022-06-21,58.0
2022-06-22,61.0
2022-06-23,62.0
2022-06-24,65.0
2022-06-25,70.0
2022-06-26,73.0
2022-06-27,66.0
2022-06-28,71.0
2022-06-29,74.0
2022-06-30,77.0
2022-07-01,85.0
2022-07-02,79.0
2022-07-03,76.0
2022-07-04,73.0
2022-07-05,69.0
2022-07-06,63.0
2022-07-07,62.0
2022-07-08,61.0
2022-07-09,66.0
2022-07-10,64.0
2022-07-11,62.0
2022-07-12,60.0
2022-07-13,60.0
2022-07-14,64.0
2022-07-15,72.0
2022-07-16,79.0
2022-07-17,80.0
2022-07-18,71.0
2022-07-19,62.0
2022-07-20,65.0
2022-07-21,66.0
2022-07-22,83.0
2022-07-23,89.0
2022-07-24,96.0
2022-07-25,73.0
2022-07-26,72.0
2022-07-27,66.0
2022-07-28,71.0
2022-07-29,66.0
2022-07-30,67.0
2022-07-31,71.0
2022-08-01,68.0
2022-08-02,68.0
2022-08-03,66.0
2022-08-04,66.0
2022-08-05,69.0
2022-08-06,74.0
2022-08-07,76.0
2022-08-08,69.0
2022-08-09,57.0
2022-08-10,60.0
2022-08-11,59.0
2022-08-12,64.0
2022-08-13,74.0
2022-08-14,66.0
2022-08-15,58.0
2022-08-16,56.0
2022-08-17,59.0
2022-08-18,55.0
2022-08-19,57.0
2022-08-20,66.0
2022-08-21,70.0
2022-08-22,66.0
2022-08-23,57.0
2022-08-24,52.0
2022-08-25,56.0
2022-08-26,57.0
2022-08-27,65.0
2022-08-28,63.0
2022-08-29,48.64339152119701
2022-08-30,49.14339152119701
2022-08-31,53.49038118988244
2022-09-01,55.663876024225154
2022-09-02,58.837370858567866
2022-09-03,63.6843605272533
2022-09-04,70.70484503028143
2022-09-05,76.72532953330958
2022-09-06,56.163876024225154
2022-09-07,49.64339152119701
2022-09-08,49.64339152119701
2022-09-09,58.337370858567866
2022-09-10,61.510865692910585
2022-09-11,61.010865692910585
2022-09-12,53.49038118988244
2022-09-13,51.81688635553972
2022-09-14,53.49038118988244
2022-09-15,53.99038118988244
2022-09-16,58.837370858567866
2022-09-17,61.010865692910585
2022-09-18,63.1843605272533
2022-09-19,54.49038118988244
2022-09-20,54.49038118988244
2022-09-21,58.337370858567866
2022-09-22,56.663876024225154
2022-09-23,55.663876024225154
2022-09-24,61.510865692910585
2022-09-25,61.510865692910585
2022-09-26,56.663876024225154
2022-09-27,53.49038118988244
2022-09-28,53.980762379764876
2022-09-29,51.633772711079445
2022-09-30,61.02173138582117
2022-10-01,63.368721054506594
2022-10-02,65.71571072319202
2022-10-03,56.32775204845031
2022-10-04,53.980762379764876
2022-10-05,56.32775204845031
2022-10-06,53.980762379764876
2022-10-07,63.368721054506594
2022-10-08,70.40969006056288
2022-10-09,72.75667972924832
2022-10-10,61.02173138582117
2022-10-11,53.980762379764876
2022-10-12,56.32775204845031
2022-10-13,58.67474171713574
2022-10-14,58.67474171713574
2022-10-15,63.368721054506594
2022-10-16,63.368721054506594
2022-10-17,53.980762379764876
2022-10-18,56.32775204845031
2022-10-19,82.14463840399003
2022-10-20,58.67474171713574
2022-10-21,53.980762379764876
2022-10-22,58.67474171713574
2022-10-23,63.368721054506594
2022-10-24,51.633772711079445
2022-10-25,53.980762379764876
2022-10-26,51.633772711079445
2022-10-27,58.67474171713574
2022-10-28,65.71571072319202
2022-10-29,79.7976487353046
2022-10-30,86.83861774136089
2022-10-31,65.71571072319202
2022-11-01,56.32775204845031
2022-11-02,68.06270039187746
2022-11-03,58.67474171713574
2022-11-04,65.71571072319202
2022-11-05,77.45065906661917
2022-11-06,70.40969006056288
2022-11-07,63.368721054506594
2022-11-08,58.67474171713574
2022-11-09,51.633772711079445
2022-11-10,56.32775204845031
2022-11-11,61.02173138582117
2022-11-12,75.10366939793374
2022-11-13,77.45065906661917
2022-11-14,68.06270039187746
2022-11-15,65.71571072319202
2022-11-16,63.368721054506594
2022-11-17,70.40969006056288
2022-11-18,65.71571072319202
2022-11-19,82.14463840399003
2022-11-20,79.7976487353046
2022-11-21,72.75667972924832
2022-11-22,70.40969006056288
2022-11-23,89.18560741004632
2022-11-24,103.26754542215889
2022-11-25,234.69896686854295
2022-11-26,168.98325614535094
2022-11-27,136.1254007837549
2022-11-28,154.90131813323833
2022-11-29,124.39045244032776
2022-11-30,82.14463840399003
2022-12-01,82.14463840399003
2022-12-02,119.6964731029569
2022-12-03,161.94228713929462
2022-12-04,122.04346277164234
2022-12-05,103.26754542215889
2022-12-06,86.83861774136089
2022-12-07,82.14463840399003
2022-12-08,86.83861774136089
2022-12-09,86.83861774136089
2022-12-10,103.26754542215889
2022-12-11,112.65550409690061
2022-12-12,91.53259707873175
2022-12-13,89.18560741004632
2022-12-14,86.83861774136089
2022-12-15,93.87958674741718
2022-12-16,107.96152475952975
2022-12-17,115.00249376558604
2022-12-18,110.30851442821519
2022-12-19,89.18560741004632
2022-12-20,89.18560741004632
2022-12-21,82.14463840399003
2022-12-22,89.18560741004632
2022-12-23,91.53259707873175
2022-12-24,89.18560741004632
2022-12-25,77.45065906661917
2022-12-26,150.20733879586749
2022-12-27,129.08443177769863
2022-12-28,115.00249376558604
2022-12-29,105.61453509084433
2022-12-30,98.57356608478804
2022-12-31,82.14463840399003
2023-01-01,82.14463840399003
2023-01-02,84.49162807267547
2023-01-03,70.40969006056288
2023-01-04,68.06270039187746
2023-01-05,63.368721054506594
2023-01-06,72.75667972924832
2023-01-07,77.45065906661917
2023-01-08,75.10366939793374
2023-01-09,61.02173138582117
2023-01-10,61.02173138582117
2023-01-11,70.40969006056288
2023-01-12,77.45065906661917
2023-01-13,72.75667972924832
2023-01-14,72.75667972924832
2023-01-15,70.40969006056288
2023-01-16,70.40969006056288
2023-01-17,58.67474171713574
2023-01-18,53.980762379764876
2023-01-19,53.980762379764876
2023-01-20,53.980762379764876
2023-01-21,68.06270039187746
2023-01-22,63.368721054506594
2023-01-23,56.32775204845031
2023-01-24,53.980762379764876
2023-01-25,56.32775204845031
2023-01-26,53.980762379764876
2023-01-27,58.67474171713574
2023-01-28,65.71571072319202
2023-01-29,63.368721054506594
2023-01-30,53.980762379764876
2023-01-31,61.02173138582117
2023-02-01,61.02173138582117
2023-02-02,61.02173138582117
2023-02-03,65.71571072319202
2023-02-04,75.10366939793374
2023-02-05,70.40969006056288
2023-02-06,56.32775204845031
2023-02-07,53.980762379764876
2023-02-08,61.02173138582117
2023-02-09,58.67474171713574
2023-02-10,63.368721054506594
2023-02-11,68.06270039187746
2023-02-12,63.368721054506594
2023-02-13,58.67474171713574
2023-02-14,56.32775204845031
2023-02-15,53.980762379764876
2023-02-16,56.32775204845031
2023-02-17,61.02173138582117
2023-02-18,63.368721054506594
2023-02-19,68.06270039187746
2023-02-20,63.368721054506594
2023-02-21,51.633772711079445
2023-02-22,56.32775204845031
2023-02-23,56.32775204845031
2023-02-24,56.32775204845031
2023-02-25,65.71571072319202
2023-02-26,65.71571072319202
2023-02-27,53.980762379764876
2023-02-28,53.980762379764876
2023-03-01,56.32775204845031
2023-03-02,53.980762379764876
2023-03-03,58.67474171713574
2023-03-04,63.368721054506594
2023-03-05,68.06270039187746
2023-03-06,56.32775204845031
2023-03-07,56.32775204845031
2023-03-08,53.980762379764876
2023-03-09,56.32775204845031
2023-03-10,58.67474171713574
2023-03-11,61.02173138582117
2023-03-12,61.02173138582117
2023-03-13,49.28678304239402
2023-03-14,51.633772711079445
2023-03-15,58.67474171713574
2023-03-16,56.32775204845031
2023-03-17,58.67474171713574
2023-03-18,63.368721054506594
2023-03-19,68.06270039187746
2023-03-20,58.67474171713574
2023-03-21,51.633772711079445
2023-03-22,49.28678304239402
2023-03-23,53.980762379764876
2023-03-24,63.368721054506594
2023-03-25,82.14463840399003
2023-03-26,82.14463840399003
2023-03-27,56.32775204845031
2023-03-28,51.633772711079445
2023-03-29,46.93979337370859
2023-03-30,51.633772711079445
2023-03-31,49.28678304239402
2023-04-01,58.67474171713574
2023-04-02,58.67474171713574
2023-04-03,49.28678304239402
2023-04-04,46.93979337370859
2023-04-05,49.28678304239402
2023-04-06,49.28678304239402
2023-04-07,58.67474171713574
2023-04-08,56.32775204845031
2023-04-09,51.633772711079445
2023-04-10,49.28678304239402
2023-04-11,49.28678304239402
2023-04-12,49.28678304239402
2023-04-13,53.980762379764876
2023-04-14,53.980762379764876
2023-04-15,58.67474171713574
2023-04-16,61.02173138582117
2023-04-17,49.28678304239402
2023-04-18,49.28678304239402
2023-04-19,56.32775204845031
2023-04-20,51.633772711079445
2023-04-21,51.633772711079445
2023-04-22,61.02173138582117
2023-04-23,56.32775204845031
2023-04-24,46.93979337370859
2023-04-25,49.28678304239402
2023-04-26,46.429578228342194
2023-04-27,46.429578228342194
2023-04-28,52.603181487275606
2023-04-29,63.57280711265315
2023-04-30,53.776676321618325
2023-05-01,48.878610926100905
2023-05-02,47.705116091758185
2023-05-03,48.878610926100905
2023-05-04,50.154148789516896
2023-05-05,50.154148789516896
2023-05-06,58.674741717135745
2023-05-07,58.674741717135745
2023-05-08,51.327643623859615
2023-05-09,51.327643623859615
2023-05-10,52.603181487275606
2023-05-11,52.603181487275606
2023-05-12,53.776676321618325
2023-05-13,63.57280711265315
2023-05-14,66.02183981041186
2023-05-15,58.674741717135745
2023-05-16,52.603181487275606
2023-05-17,48.878610926100905
2023-05-18,53.776676321618325
2023-05-19,56.225709019377035
2023-05-20,61.12377441489445
2023-05-21,66.02183981041186
2023-05-22,50.154148789516896
2023-05-23,52.603181487275606
2023-05-24,51.327643623859615
2023-05-25,53.776676321618325
2023-05-26,63.77689317079972
2023-05-27,68.8790446244637
2023-05-28,73.98119607812768
2023-05-29,73.98119607812768
2023-05-30,58.674741717135745
2023-05-31,51.02151453663978
2023-06-01,53.57259026347177
2023-06-02,61.22581744396773
2023-06-03,61.22581744396773
2023-06-04,63.77689317079972
2023-06-05,61.22581744396773
2023-06-06,51.02151453663978
2023-06-07,51.02151453663978
2023-06-08,68.8790446244637
2023-06-09,66.3279688976317
2023-06-10,71.43012035129568
2023-06-11,71.43012035129568
2023-06-12,58.674741717135745
2023-06-13,63.77689317079972
2023-06-14,58.674741717135745
2023-06-15,58.674741717135745
2023-06-16,61.22581744396773
2023-06-17,66.3279688976317
2023-06-18,58.674741717135745
2023-06-19,61.22581744396773
2023-06-20,51.02151453663978
2023-06-21,51.02151453663978
2023-06-22,51.02151453663978
2023-06-23,51.02151453663978
2023-06-24,56.123665990303756
2023-06-25,58.674741717135745
2023-06-26,53.57259026347177
2023-06-27,56.123665990303756
2023-06-28,53.57259026347177
2023-06-29,56.123665990303756
2023-06-30,56.123665990303756
2023-07-01,68.8790446244637
2023-07-02,68.8790446244637
2023-07-03,63.77689317079972
2023-07-04,66.3279688976317
2023-07-05,56.123665990303756
2023-07-06,58.674741717135745
2023-07-07,56.123665990303756
2023-07-08,61.22581744396773
2023-07-09,61.22581744396773
2023-07-10,51.02151453663978
2023-07-11,51.02151453663978
2023-07-12,56.123665990303756
2023-07-13,56.123665990303756
2023-07-14,56.123665990303756
2023-07-15,66.3279688976317
2023-07-16,66.3279688976317
2023-07-17,56.123665990303756
2023-07-18,56.123665990303756
2023-07-19,58.674741717135745
2023-07-20,56.123665990303756
2023-07-21,53.57259026347177
2023-07-22,56.123665990303756
2023-07-23,56.123665990303756
2023-07-24,51.02151453663978
2023-07-25,51.02151453663978
2023-07-26,56.123665990303756
2023-07-27,51.02151453663978
2023-07-28,61.22581744396773
2023-07-29,58.674741717135745
2023-07-30,61.22581744396773
2023-07-31,51.02151453663978
2023-08-01,53.57259026347177
2023-08-02,53.57259026347177
2023-08-03,53.57259026347177
2023-08-04,56.123665990303756
2023-08-05,58.674741717135745
2023-08-06,63.77689317079972
2023-08-07,56.123665990303756
2023-08-08,48.47043880980779
2023-08-09,51.02151453663978
2023-08-10,51.02151453663978
2023-08-11,53.57259026347177
2023-08-12,56.123665990303756
2023-08-13,61.22581744396773
2023-08-14,53.57259026347177
2023-08-15,51.02151453663978
2023-08-16,53.57259026347177
2023-08-17,58.674741717135745
2023-08-18,51.02151453663978
2023-08-19,53.57259026347177
2023-08-20,58.674741717135745
2023-08-21,48.47043880980779
2023-08-22,45.9193630829758
2023-08-23,45.9193630829758
2023-08-24,45.9193630829758
2023-08-25,45.9193630829758
2023-08-26,51.02151453663978
2023-08-27,56.123665990303756
2023-08-28,40.81721162931182
2023-08-29,40.81721162931182
2023-08-30,43.36828735614381
2023-08-31,48.47043880980779
2023-09-01,61.22581744396773
2023-09-02,61.22581744396773
2023-09-03,66.3279688976317
2023-09-04,68.8790446244637
2023-09-05,58.674741717135745
2023-09-06,45.9193630829758
2023-09-07,53.57259026347177
2023-09-08,53.57259026347177
2023-09-09,61.22581744396773
2023-09-10,58.674741717135745
2023-09-11,45.9193630829758
2023-09-12,45.9193630829758
2023-09-13,45.9193630829758
2023-09-14,51.02151453663978
2023-09-15,48.47043880980779
2023-09-16,56.123665990303756
2023-09-17,56.123665990303756
2023-09-18,45.9193630829758
2023-09-19,45.9193630829758
2023-09-20,48.47043880980779
2023-09-21,48.47043880980779
2023-09-22,45.9193630829758
2023-09-23,51.02151453663978
2023-09-24,66.3279688976317
2023-09-25,68.8790446244637
2023-09-26,53.57259026347177
2023-09-27,51.02151453663978
2023-09-28,48.47043880980779
2023-09-29,51.02151453663978
2023-09-30,53.57259026347177
2023-10-01,56.123665990303756
2023-10-02,48.47043880980779
2023-10-03,48.47043880980779
2023-10-04,48.47043880980779
2023-10-05,53.57259026347177
2023-10-06,58.674741717135745
2023-10-07,68.8790446244637
2023-10-08,73.98119607812768
2023-10-09,71.43012035129568
2023-10-10,53.57259026347177
2023-10-11,51.02151453663978
2023-10-12,51.02151453663978
2023-10-13,53.57259026347177
2023-10-14,56.123665990303756
2023-10-15,61.22581744396773
2023-10-16,53.57259026347177
2023-10-17,56.123665990303756
2023-10-18,66.3279688976317
2023-10-19,58.674741717135745
2023-10-20,53.57259026347177
2023-10-21,61.22581744396773
2023-10-22,63.77689317079972
2023-10-23,53.57259026347177
2023-10-24,56.123665990303756
2023-10-25,48.47043880980779
2023-10-26,51.02151453663978
2023-10-27,53.57259026347177
2023-10-28,58.674741717135745
2023-10-29,61.22581744396773
2023-10-30,68.8790446244637
2023-10-31,63.77689317079972
2023-11-01,63.77689317079972
2023-11-02,63.77689317079972
2023-11-03,61.22581744396773
2023-11-04,71.43012035129568
2023-11-05,73.98119607812768
2023-11-06,66.3279688976317
2023-11-07,61.22581744396773
2023-11-08,61.22581744396773
2023-11-09,63.77689317079972
2023-11-10,68.8790446244637
2023-11-11,79.08334753179166
2023-11-12,79.08334753179166
2023-11-13,66.3279688976317
2023-11-14,58.674741717135745
2023-11-15,71.43012035129568
2023-11-16,63.77689317079972
2023-11-17,71.43012035129568
2023-11-18,79.08334753179166
2023-11-19,94.38980189278358
2023-11-20,76.53227180495966
2023-11-21,81.63442325862364
2023-11-22,89.2876504391196
2023-11-23,112.24733198060751
2023-11-24,255.10757268319887
2023-11-25,193.88175523923115
2023-11-26,145.41131642942335
2023-11-27,142.86024070259137
2023-11-28,114.7984077074395
2023-11-29,81.63442325862364
2023-11-30,71.43012035129568
2023-12-01,84.18549898545562
2023-12-02,104.59410480011154
2023-12-03,109.69625625377552
2023-12-04,86.73657471228762
2023-12-05,81.63442325862364
2023-12-06,79.08334753179166
2023-12-07,76.53227180495966
2023-12-08,76.53227180495966
2023-12-09,99.49195334644756
2023-12-10,109.69625625377552
2023-12-11,81.63442325862364
2023-12-12,79.08334753179166
2023-12-13,76.53227180495966
2023-12-14,73.98119607812768
2023-12-15,79.08334753179166
2023-12-16,94.38980189278358
2023-12-17,104.59410480011154
2023-12-18,84.18549898545562
2023-12-19,99.49195334644756
2023-12-20,99.49195334644756
2023-12-21,86.73657471228762
2023-12-22,98.85418441473956
2023-12-23,94.38980189278358
2023-12-24,84.18549898545562
2023-12-25,78.44557860008365
2023-12-26,127.55378634159943
2023-12-27,111.6095630488995
2023-12-28,111.6095630488995
2023-12-29,99.49195334644756
2023-12-30,91.2009572342436
2023-12-31,79.08334753179166
2024-01-01,71.43012035129568
2024-01-02,73.98119607812768
2024-01-03,66.3279688976317
2024-01-04,63.77689317079972
2024-01-05,61.22581744396773
2024-01-06,68.24127569275569
2024-01-07,71.43012035129568
2024-01-08,53.57259026347177
2024-01-09,51.02151453663978
2024-01-10,51.65928346834777
2024-01-11,56.123665990303756
2024-01-12,58.674741717135745
2024-01-13,64.41466210250772
2024-01-14,71.43012035129568
2024-01-15,59.31251064884374
2024-01-16,51.65928346834777
2024-01-17,53.57259026347177
2024-01-18,53.57259026347177
2024-01-19,55.485897058595754
2024-01-20,61.86358637567572
2024-01-21,61.22581744396773
2024-01-22,51.02151453663978
2024-01-23,48.47043880980779
2024-01-24,49.74597667322378
2024-01-25,47.19490094639179
2024-01-26,48.47043880980779
2024-01-27,57.39920385371975
2024-01-28,59.95027958055174
2024-01-29,48.47043880980779
2024-01-30,47.19490094639179
2024-01-31,49.74597667322378
2024-02-01,51.02151453663978
2024-02-02,52.29705240005577
2024-02-03,61.22581744396773
2024-02-04,66.3279688976317
2024-02-05,49.74597667322378
2024-02-06,45.9193630829758
2024-02-07,51.02151453663978
2024-02-08,52.29705240005577
2024-02-09,53.57259026347177
2024-02-10,61.22581744396773
2024-02-11,59.95027958055174
2024-02-12,43.36828735614381
2024-02-13,49.74597667322378
2024-02-14,53.57259026347177
2024-02-15,49.74597667322378
2024-02-16,54.84812812688776
2024-02-17,62.501355307383726
2024-02-18,65.05243103421572
2024-02-19,58.674741717135745
2024-02-20,51.02151453663978
2024-02-21,49.74597667322378
2024-02-22,49.74597667322378
2024-02-23,57.39920385371975
2024-02-24,58.674741717135745
2024-02-25,59.95027958055174
2024-02-26,48.47043880980779
2024-02-27,43.36828735614381
2024-02-28,45.9193630829758
2024-02-29,48.47043880980779
2024-03-01,49.74597667322378
2024-03-02,54.84812812688776
2024-03-03,56.123665990303756
2024-03-04,47.19490094639179
2024-03-05,49.74597667322378
2024-03-06,48.47043880980779
2024-03-07,47.19490094639179
2024-03-08,48.47043880980779
2024-03-09,54.84812812688776
2024-03-10,57.39920385371975
2024-03-11,45.9193630829758
2024-03-12,43.36828735614381
2024-03-13,44.6438252195598
2024-03-14,43.36828735614381
2024-03-15,47.19490094639179
2024-03-16,54.84812812688776
2024-03-17,62.501355307383726
2024-03-18,52.29705240005577
2024-03-19,42.09274949272781
2024-03-20,44.6438252195598
2024-03-21,42.09274949272781
2024-03-22,40.81721162931182
2024-03-23,52.29705240005577
2024-03-24,53.57259026347177
2024-03-25,40.81721162931182
2024-03-26,40.81721162931182
2024-03-27,40.81721162931182
2024-03-28,42.09274949272781
2024-03-29,43.36828735614381
2024-03-30,48.47043880980779
2024-03-31,47.19490094639179
2024-04-01,40.81721162931182
2024-04-02,40.81721162931182
2024-04-03,57.39920385371975
2024-04-04,51.02151453663978
2024-04-05,51.02151453663978
2024-04-06,56.123665990303756
2024-04-07,63.77689317079972
2024-04-08,43.36828735614381
2024-04-09,42.09274949272781
2024-04-10,40.81721162931182
2024-04-11,40.81721162931182
2024-04-12,45.9193630829758
2024-04-13,52.29705240005577
2024-04-14,52.29705240005577
2024-04-15,43.36828735614381
2024-04-16,43.36828735614381
2024-04-17,47.19490094639179
2024-04-18,47.19490094639179
2024-04-19,47.19490094639179
2024-04-20,52.29705240005577
2024-04-21,56.123665990303756
2024-04-22,44.6438252195598
2024-04-23,44.6438252195598
2024-04-24,43.36828735614381
2024-04-25,45.9193630829758
2024-04-26,43.36828735614381
2024-04-27,54.84812812688776
2024-04-28,59.95027958055174
2024-04-29,45.9193630829758
2024-04-30,45.9193630829758
2024-05-01,43.36828735614381
2024-05-02,43.36828735614381
2024-05-03,47.19490094639179
2024-05-04,53.57259026347177
2024-05-05,56.123665990303756
2024-05-06,48.47043880980779
2024-05-07,44.6438252195598
2024-05-08,47.19490094639179
2024-05-09,48.47043880980779
2024-05-10,51.02151453663978
2024-05-11,57.39920385371975
2024-05-12,59.95027958055174
2024-05-13,45.9193630829758
2024-05-14,45.9193630829758
2024-05-15,45.9193630829758
2024-05-16,45.9193630829758
2024-05-17,45.9193630829758
2024-05-18,57.39920385371975
2024-05-19,59.95027958055174
2024-05-20,51.02151453663978
2024-05-21,51.02151453663978
2024-05-22,49.74597667322378
2024-05-23,51.02151453663978
2024-05-24,51.02151453663978
2024-05-25,54.84812812688776
2024-05-26,61.22581744396773
2024-05-27,63.77689317079972
2024-05-28,48.47043880980779
2024-05-29,45.9193630829758
2024-05-30,52.29705240005577
2024-05-31,48.47043880980779
2024-06-01,56.123665990303756
2024-06-02,57.39920385371975
2024-06-03,48.47043880980779
2024-06-04,45.9193630829758
2024-06-05,47.19490094639179
2024-06-06,44.6438252195598
2024-06-07,45.9193630829758
2024-06-08,51.02151453663978
2024-06-09,52.29705240005577
2024-06-10,48.47043880980779
2024-06-11,45.9193630829758
2024-06-12,71.43012035129568
2024-06-13,67.6035067610477
2024-06-14,58.674741717135745
2024-06-15,70.1545824878797
2024-06-16,57.39920385371975
2024-06-17,54.84812812688776
2024-06-18,52.29705240005577
2024-06-19,53.57259026347177
2024-06-20,49.74597667322378
2024-06-21,53.57259026347177
2024-06-22,58.674741717135745
2024-06-23,59.95027958055174
2024-06-24,48.47043880980779
2024-06-25,48.47043880980779
2024-06-26,48.47043880980779
2024-06-27,51.02151453663978
2024-06-28,53.57259026347177
2024-06-29,53.57259026347177
2024-06-30,54.84812812688776
2024-07-01,49.74597667322378
2024-07-02,47.19490094639179
2024-07-03,58.674741717135745
2024-07-04,63.77689317079972
2024-07-05,56.123665990303756
2024-07-06,56.123665990303756
2024-07-07,56.123665990303756
2024-07-08,48.47043880980779
2024-07-09,47.19490094639179
2024-07-10,49.74597667322378
2024-07-11,51.02151453663978
2024-07-12,51.02151453663978
2024-07-13,51.02151453663978
2024-07-14,48.47043880980779
2024-07-15,44.6438252195598
2024-07-16,45.9193630829758
2024-07-17,45.9193630829758
2024-07-18,47.19490094639179
2024-07-19,51.02151453663978
2024-07-20,51.02151453663978
2024-07-21,47.19490094639179
2024-07-22,43.36828735614381
2024-07-23,42.09274949272781
2024-07-24,44.6438252195598
2024-07-25,45.9193630829758
2024-07-26,45.9193630829758
2024-07-27,48.47043880980779
2024-07-28,52.29705240005577
2024-07-29,42.09274949272781
2024-07-30,47.19490094639179
2024-07-31,44.6438252195598
2024-08-01,51.02151453663978
2024-08-02,58.674741717135745
2024-08-03,62.501355307383726
2024-08-04,62.501355307383726
2024-08-05,76.53227180495966
2024-08-06,57.39920385371975
2024-08-07,47.19490094639179
2024-08-08,44.6438252195598
2024-08-09,45.9193630829758
2024-08-10,52.29705240005577
2024-08-11,51.02151453663978
2024-08-12,43.36828735614381
2024-08-13,42.09274949272781
2024-08-14,43.36828735614381
2024-08-15,44.6438252195598
2024-08-16,47.19490094639179
2024-08-17,52.29705240005577
2024-08-18,58.80229550347734
2024-08-19,42.092749492727805
2024-08-20,39.41411997955423
2024-08-21,41.45498056101981
2024-08-22,41.45498056101981
2024-08-23,42.092749492727805
2024-08-24,47.450008519074984
2024-08-25,48.08777745078299
2024-08-26,38.77635104784623
2024-08-27,36.73549046638064
2024-08-28,42.092749492727805
2024-08-29,42.092749492727805
2024-08-30,47.450008519074984
2024-08-31,54.082805408838155
2024-09-01,61.48092501665092
2024-09-02,62.75646288006692
2024-09-03,44.771379005901395
2024-09-04,44.771379005901395
2024-09-05,47.450008519074984
2024-09-06,41.45498056101981
2024-09-07,47.450008519074984
2024-09-08,48.08777745078299
2024-09-09,39.41411997955423
2024-09-10,39.41411997955423
2024-09-11,41.45498056101981
2024-09-12,42.092749492727805
2024-09-13,44.771379005901395
2024-09-14,53.44503647713016
2024-09-15,50.76640696395657
2024-09-16,42.092749492727805
2024-09-17,42.092749492727805
2024-09-18,42.092749492727805
2024-09-19,44.898932792242995
2024-09-20,42.092749492727805
2024-09-21,50.51129939127337
2024-09-22,47.705116091758185
