Time,arnold_schwarzenegger
2022-09-07,10.738095238095237
2022-09-08,13.047619047619047
2022-09-09,12.023809523809524
2022-09-10,14.071428571428573
2022-09-11,11.761904761904763
2022-09-12,10.738095238095237
2022-09-13,11.761904761904763
2022-09-14,10.738095238095237
2022-09-15,11.761904761904763
2022-09-16,11.0
2022-09-17,15.095238095238095
2022-09-18,13.047619047619047
2022-09-19,11.0
2022-09-20,20.976190476190474
2022-09-21,14.833333333333334
2022-09-22,13.80952380952381
2022-09-23,12.785714285714286
2022-09-24,13.047619047619047
2022-09-25,13.047619047619047
2022-09-26,11.0
2022-09-27,13.047619047619047
2022-09-28,13.095238095238097
2022-09-29,11.523809523809524
2022-09-30,12.047619047619047
2022-10-01,11.0
2022-10-02,11.523809523809524
2022-10-03,8.904761904761905
2022-10-04,13.61904761904762
2022-10-05,11.523809523809524
2022-10-06,11.523809523809524
2022-10-07,13.61904761904762
2022-10-08,12.571428571428573
2022-10-09,11.523809523809524
2022-10-10,13.095238095238097
2022-10-11,16.238095238095237
2022-10-12,12.047619047619047
2022-10-13,12.571428571428573
2022-10-14,11.523809523809524
2022-10-15,11.0
2022-10-16,13.095238095238097
2022-10-17,10.476190476190476
2022-10-18,18.857142857142858
2022-10-19,20.42857142857143
2022-10-20,14.666666666666668
2022-10-21,13.61904761904762
2022-10-22,14.142857142857144
2022-10-23,14.142857142857144
2022-10-24,11.523809523809524
2022-10-25,11.523809523809524
2022-10-26,12.047619047619047
2022-10-27,11.523809523809524
2022-10-28,10.476190476190476
2022-10-29,12.571428571428573
2022-10-30,13.095238095238097
2022-10-31,11.0
2022-11-01,9.952380952380953
2022-11-02,11.0
2022-11-03,10.476190476190476
2022-11-04,11.0
2022-11-05,11.523809523809524
2022-11-06,12.571428571428573
2022-11-07,11.0
2022-11-08,11.0
2022-11-09,11.0
2022-11-10,11.0
2022-11-11,11.523809523809524
2022-11-12,13.61904761904762
2022-11-13,14.142857142857144
2022-11-14,12.047619047619047
2022-11-15,9.428571428571429
2022-11-16,11.0
2022-11-17,11.0
2022-11-18,10.476190476190476
2022-11-19,13.095238095238097
2022-11-20,12.047619047619047
2022-11-21,11.0
2022-11-22,11.523809523809524
2022-11-23,12.571428571428573
2022-11-24,15.190476190476192
2022-11-25,14.142857142857144
2022-11-26,14.666666666666668
2022-11-27,28.80952380952381
2022-11-28,13.61904761904762
2022-11-29,22.523809523809526
2022-11-30,14.666666666666668
2022-12-01,12.571428571428573
2022-12-02,12.047619047619047
2022-12-03,14.142857142857144
2022-12-04,13.61904761904762
2022-12-05,13.095238095238097
2022-12-06,12.571428571428573
2022-12-07,13.095238095238097
2022-12-08,13.095238095238097
2022-12-09,12.571428571428573
2022-12-10,15.190476190476192
2022-12-11,26.190476190476193
2022-12-12,14.666666666666668
2022-12-13,13.095238095238097
2022-12-14,14.142857142857144
2022-12-15,13.095238095238097
2022-12-16,12.047619047619047
2022-12-17,12.571428571428573
2022-12-18,14.142857142857144
2022-12-19,13.095238095238097
2022-12-20,12.571428571428573
2022-12-21,14.142857142857144
2022-12-22,12.047619047619047
2022-12-23,14.666666666666668
2022-12-24,15.714285714285715
2022-12-25,19.904761904761905
2022-12-26,15.190476190476192
2022-12-27,14.666666666666668
2022-12-28,15.190476190476192
2022-12-29,12.047619047619047
2022-12-30,11.0
2022-12-31,11.523809523809524
2023-01-01,13.61904761904762
2023-01-02,13.61904761904762
2023-01-03,9.428571428571429
2023-01-04,11.523809523809524
2023-01-05,11.0
2023-01-06,12.047619047619047
2023-01-07,15.190476190476192
2023-01-08,15.190476190476192
2023-01-09,12.571428571428573
2023-01-10,12.047619047619047
2023-01-11,12.571428571428573
2023-01-12,12.571428571428573
2023-01-13,13.095238095238097
2023-01-14,15.714285714285715
2023-01-15,14.666666666666668
2023-01-16,14.142857142857144
2023-01-17,11.523809523809524
2023-01-18,12.047619047619047
2023-01-19,18.333333333333336
2023-01-20,15.190476190476192
2023-01-21,16.761904761904763
2023-01-22,14.666666666666668
2023-01-23,13.095238095238097
2023-01-24,14.142857142857144
2023-01-25,11.0
2023-01-26,10.476190476190476
2023-01-27,11.0
2023-01-28,14.666666666666668
2023-01-29,15.714285714285715
2023-01-30,10.476190476190476
2023-01-31,12.047619047619047
2023-02-01,11.0
2023-02-02,11.0
2023-02-03,10.476190476190476
2023-02-04,13.095238095238097
2023-02-05,15.190476190476192
2023-02-06,15.190476190476192
2023-02-07,14.666666666666668
2023-02-08,15.714285714285715
2023-02-09,16.761904761904763
2023-02-10,16.761904761904763
2023-02-11,15.714285714285715
2023-02-12,15.714285714285715
2023-02-13,11.523809523809524
2023-02-14,9.952380952380953
2023-02-15,11.523809523809524
2023-02-16,11.523809523809524
2023-02-17,12.571428571428573
2023-02-18,13.095238095238097
2023-02-19,12.571428571428573
2023-02-20,14.666666666666668
2023-02-21,11.523809523809524
2023-02-22,14.666666666666668
2023-02-23,11.523809523809524
2023-02-24,11.523809523809524
2023-02-25,14.666666666666668
2023-02-26,14.142857142857144
2023-02-27,13.61904761904762
2023-02-28,14.142857142857144
2023-03-01,11.523809523809524
2023-03-02,13.61904761904762
2023-03-03,13.095238095238097
2023-03-04,25.142857142857146
2023-03-05,25.142857142857146
2023-03-06,14.142857142857144
2023-03-07,16.238095238095237
2023-03-08,25.142857142857146
2023-03-09,22.523809523809526
2023-03-10,16.761904761904763
2023-03-11,21.476190476190478
2023-03-12,16.761904761904763
2023-03-13,15.190476190476192
2023-03-14,23.571428571428573
2023-03-15,25.142857142857146
2023-03-16,17.80952380952381
2023-03-17,13.095238095238097
2023-03-18,16.761904761904763
2023-03-19,16.238095238095237
2023-03-20,12.047619047619047
2023-03-21,11.523809523809524
2023-03-22,14.142857142857144
2023-03-23,15.190476190476192
2023-03-24,12.571428571428573
2023-03-25,12.571428571428573
2023-03-26,15.190476190476192
2023-03-27,11.523809523809524
2023-03-28,12.571428571428573
2023-03-29,16.761904761904763
2023-03-30,14.142857142857144
2023-03-31,11.523809523809524
2023-04-01,15.190476190476192
2023-04-02,16.238095238095237
2023-04-03,13.095238095238097
2023-04-04,11.523809523809524
2023-04-05,12.571428571428573
2023-04-06,13.095238095238097
2023-04-07,12.571428571428573
2023-04-08,18.857142857142858
2023-04-09,26.714285714285715
2023-04-10,26.714285714285715
2023-04-11,13.61904761904762
2023-04-12,25.666666666666668
2023-04-13,33.0
2023-04-14,39.80952380952381
2023-04-15,24.095238095238095
2023-04-16,23.047619047619047
2023-04-17,22.0
2023-04-18,18.333333333333336
2023-04-19,13.61904761904762
2023-04-20,14.142857142857144
2023-04-21,20.42857142857143
2023-04-22,19.904761904761905
2023-04-23,15.714285714285715
2023-04-24,12.047619047619047
2023-04-25,12.571428571428573
2023-04-26,12.21847537298181
2023-04-27,15.746883302677293
2023-04-28,15.223073778867771
2023-04-29,52.46413243408952
2023-04-30,51.09278561209892
2023-05-01,40.507561823012466
2023-05-02,23.651236460249336
2023-05-03,16.85632536276313
2023-05-04,13.58982219497241
2023-05-05,12.21847537298181
2023-05-06,16.59442060085837
2023-05-07,17.118230124667896
2023-05-08,13.327917433067649
2023-05-09,13.58982219497241
2023-05-10,13.58982219497241
2023-05-11,15.223073778867771
2023-05-12,13.58982219497241
2023-05-13,16.59442060085837
2023-05-14,17.380134886572655
2023-05-15,14.961169016963009
2023-05-16,19.013386470468017
2023-05-17,17.118230124667896
2023-05-18,16.85632536276313
2023-05-19,17.380134886572655
2023-05-20,18.751481708563254
2023-05-21,19.860923768649094
2023-05-22,14.961169016963009
2023-05-23,20.384733292458616
2023-05-24,16.85632536276313
2023-05-25,26.655834866135297
2023-05-26,54.2423870835888
2023-05-27,64.4128346617617
2023-05-28,83.05865522174535
2023-05-29,59.32761087267525
2023-05-30,38.98671571632945
2023-05-31,33.901491927243
2023-06-01,28.816268138156552
2023-06-02,30.511342734518703
2023-06-03,37.2916411199673
2023-06-04,42.37686490905375
2023-06-05,50.8522378908645
2023-06-06,35.596566523605155
2023-06-07,49.157163294502354
2023-06-08,69.49805845084815
2023-06-09,77.9734314326589
2023-06-10,100.00940118536685
2023-06-11,110.17984876353975
2023-06-12,169.507459636215
2023-06-13,118.6552217453505
2023-06-14,61.022685469037405
2023-06-15,59.32761087267525
2023-06-16,59.32761087267525
2023-06-17,71.19313304721031
2023-06-18,74.5832822399346
2023-06-19,57.632536276313104
2023-06-20,94.9241773962804
2023-06-21,45.76701410177805
2023-06-22,40.681790312691604
2023-06-23,38.98671571632945
2023-06-24,47.4620886981402
2023-06-25,47.4620886981402
2023-06-26,32.20641733088085
2023-06-27,32.20641733088085
2023-06-28,79.66850602902106
2023-06-29,140.69119149805846
2023-06-30,57.632536276313104
2023-07-01,32.20641733088085
2023-07-02,32.20641733088085
2023-07-03,28.816268138156552
2023-07-04,32.20641733088085
2023-07-05,25.42611894543225
2023-07-06,22.035969752707953
2023-07-07,23.7310443490701
2023-07-08,27.1211935417944
2023-07-09,30.511342734518703
2023-07-10,20.340895156345802
2023-07-11,18.64582055998365
2023-07-12,18.64582055998365
2023-07-13,15.255671367259351
2023-07-14,16.9507459636215
2023-07-15,25.42611894543225
2023-07-16,27.1211935417944
2023-07-17,18.64582055998365
2023-07-18,15.255671367259351
2023-07-19,15.255671367259351
2023-07-20,15.255671367259351
2023-07-21,15.255671367259351
2023-07-22,16.9507459636215
2023-07-23,18.64582055998365
2023-07-24,15.255671367259351
2023-07-25,13.5605967708972
2023-07-26,13.5605967708972
2023-07-27,13.5605967708972
2023-07-28,13.5605967708972
2023-07-29,16.9507459636215
2023-07-30,18.64582055998365
2023-07-31,16.9507459636215
2023-08-01,18.64582055998365
2023-08-02,15.255671367259351
2023-08-03,13.5605967708972
2023-08-04,13.5605967708972
2023-08-05,18.64582055998365
2023-08-06,18.64582055998365
2023-08-07,13.5605967708972
2023-08-08,13.5605967708972
2023-08-09,13.5605967708972
2023-08-10,11.86552217453505
2023-08-11,15.255671367259351
2023-08-12,15.255671367259351
2023-08-13,18.64582055998365
2023-08-14,11.86552217453505
2023-08-15,11.86552217453505
2023-08-16,11.86552217453505
2023-08-17,13.5605967708972
2023-08-18,15.255671367259351
2023-08-19,23.7310443490701
2023-08-20,18.64582055998365
2023-08-21,15.255671367259351
2023-08-22,11.86552217453505
2023-08-23,11.86552217453505
2023-08-24,11.86552217453505
2023-08-25,11.86552217453505
2023-08-26,13.5605967708972
2023-08-27,15.255671367259351
2023-08-28,11.86552217453505
2023-08-29,10.170447578172901
2023-08-30,10.170447578172901
2023-08-31,11.86552217453505
2023-09-01,10.170447578172901
2023-09-02,11.86552217453505
2023-09-03,13.5605967708972
2023-09-04,13.5605967708972
2023-09-05,11.86552217453505
2023-09-06,13.5605967708972
2023-09-07,11.86552217453505
2023-09-08,11.86552217453505
2023-09-09,15.255671367259351
2023-09-10,16.9507459636215
2023-09-11,15.255671367259351
2023-09-12,10.170447578172901
2023-09-13,10.170447578172901
2023-09-14,10.170447578172901
2023-09-15,10.170447578172901
2023-09-16,13.5605967708972
2023-09-17,13.5605967708972
2023-09-18,10.170447578172901
2023-09-19,11.86552217453505
2023-09-20,11.86552217453505
2023-09-21,13.5605967708972
2023-09-22,11.86552217453505
2023-09-23,11.86552217453505
2023-09-24,13.5605967708972
2023-09-25,11.86552217453505
2023-09-26,13.5605967708972
2023-09-27,13.5605967708972
2023-09-28,11.86552217453505
2023-09-29,13.5605967708972
2023-09-30,15.255671367259351
2023-10-01,13.5605967708972
2023-10-02,11.86552217453505
2023-10-03,18.64582055998365
2023-10-04,15.255671367259351
2023-10-05,13.5605967708972
2023-10-06,15.255671367259351
2023-10-07,18.64582055998365
2023-10-08,25.42611894543225
2023-10-09,33.901491927243
2023-10-10,22.035969752707953
2023-10-11,20.340895156345802
2023-10-12,16.9507459636215
2023-10-13,16.9507459636215
2023-10-14,15.255671367259351
2023-10-15,15.255671367259351
2023-10-16,13.5605967708972
2023-10-17,15.255671367259351
2023-10-18,15.255671367259351
2023-10-19,15.255671367259351
2023-10-20,11.86552217453505
2023-10-21,13.5605967708972
2023-10-22,13.5605967708972
2023-10-23,11.86552217453505
2023-10-24,10.170447578172901
2023-10-25,13.5605967708972
2023-10-26,13.5605967708972
2023-10-27,13.5605967708972
2023-10-28,13.5605967708972
2023-10-29,18.64582055998365
2023-10-30,13.5605967708972
2023-10-31,10.170447578172901
2023-11-01,10.170447578172901
2023-11-02,11.86552217453505
2023-11-03,11.86552217453505
2023-11-04,16.9507459636215
2023-11-05,16.9507459636215
2023-11-06,15.255671367259351
2023-11-07,23.7310443490701
2023-11-08,15.255671367259351
2023-11-09,13.5605967708972
2023-11-10,13.5605967708972
2023-11-11,15.255671367259351
2023-11-12,15.255671367259351
2023-11-13,13.5605967708972
2023-11-14,11.86552217453505
2023-11-15,11.86552217453505
2023-11-16,11.86552217453505
2023-11-17,13.5605967708972
2023-11-18,16.9507459636215
2023-11-19,15.255671367259351
2023-11-20,11.86552217453505
2023-11-21,11.86552217453505
2023-11-22,13.5605967708972
2023-11-23,15.255671367259351
2023-11-24,15.255671367259351
2023-11-25,15.255671367259351
2023-11-26,15.255671367259351
2023-11-27,10.170447578172901
2023-11-28,11.86552217453505
2023-11-29,13.5605967708972
2023-11-30,11.86552217453505
2023-12-01,10.170447578172901
2023-12-02,13.5605967708972
2023-12-03,13.5605967708972
2023-12-04,11.86552217453505
2023-12-05,10.170447578172901
2023-12-06,11.86552217453505
2023-12-07,11.86552217453505
2023-12-08,11.86552217453505
2023-12-09,15.255671367259351
2023-12-10,15.255671367259351
2023-12-11,10.170447578172901
2023-12-12,11.86552217453505
2023-12-13,11.86552217453505
2023-12-14,11.86552217453505
2023-12-15,10.170447578172901
2023-12-16,13.5605967708972
2023-12-17,13.5605967708972
2023-12-18,11.86552217453505
2023-12-19,11.86552217453505
2023-12-20,11.86552217453505
2023-12-21,11.86552217453505
2023-12-22,12.065694300236107
2023-12-23,17.29146447545309
2023-12-24,18.522310099444702
2023-12-25,22.13392632485953
2023-12-26,15.294002199840403
2023-12-27,14.063156575848792
2023-12-28,11.682385974425571
2023-12-29,15.294002199840403
2023-12-30,15.294002199840403
2023-12-31,13.679848250038255
2024-01-01,15.677310525650942
2024-01-02,10.45154035043396
2024-01-03,11.682385974425571
2024-01-04,10.45154035043396
2024-01-05,11.682385974425571
2024-01-06,12.065694300236107
2024-01-07,11.682385974425571
2024-01-08,13.29653992422772
2024-01-09,10.068232024623423
2024-01-10,10.068232024623423
2024-01-11,10.068232024623423
2024-01-12,8.454078074821275
2024-01-13,10.45154035043396
2024-01-14,11.682385974425571
2024-01-15,9.684923698812888
2024-01-16,10.068232024623423
2024-01-17,16.90815614964255
2024-01-18,25.362234224463826
2024-01-19,15.294002199840403
2024-01-20,15.294002199840403
2024-01-21,13.79909972917931
2024-01-22,10.73263312269502
2024-01-23,9.966016471073948
2024-01-24,11.499249774316093
2024-01-25,14.565716380800383
2024-01-26,12.265866425937165
2024-01-27,16.8655663356636
2024-01-28,19.932032942147895
2024-01-29,16.09894968404253
2024-01-30,11.499249774316093
2024-01-31,11.499249774316093
2024-02-01,16.09894968404253
2024-02-02,19.16541629052682
2024-02-03,25.298349503495405
2024-02-04,18.39879963890575
2024-02-05,12.265866425937165
2024-02-06,19.932032942147895
2024-02-07,16.8655663356636
2024-02-08,13.79909972917931
2024-02-09,13.032483077558238
2024-02-10,17.632182987284676
2024-02-11,16.8655663356636
2024-02-12,76.66166516210728
2024-02-13,18.39879963890575
2024-02-14,15.332333032421456
2024-02-15,14.565716380800383
2024-02-16,13.79909972917931
2024-02-17,15.332333032421456
2024-02-18,17.632182987284676
2024-02-19,15.332333032421456
2024-02-20,11.499249774316093
2024-02-21,12.265866425937165
2024-02-22,11.499249774316093
2024-02-23,13.032483077558238
2024-02-24,14.565716380800383
2024-02-25,18.39879963890575
2024-02-26,13.032483077558238
2024-02-27,15.332333032421456
2024-02-28,13.79909972917931
2024-02-29,13.032483077558238
2024-03-01,14.565716380800383
2024-03-02,17.632182987284676
2024-03-03,17.632182987284676
2024-03-04,14.565716380800383
2024-03-05,13.032483077558238
2024-03-06,15.332333032421456
2024-03-07,13.032483077558238
2024-03-08,16.09894968404253
2024-03-09,16.09894968404253
2024-03-10,16.09894968404253
2024-03-11,47.53023240050651
2024-03-12,16.8655663356636
2024-03-13,15.332333032421456
2024-03-14,13.032483077558238
2024-03-15,12.265866425937165
2024-03-16,15.332333032421456
2024-03-17,15.332333032421456
2024-03-18,13.032483077558238
2024-03-19,12.265866425937165
2024-03-20,10.73263312269502
2024-03-21,9.966016471073948
2024-03-22,9.966016471073948
2024-03-23,13.032483077558238
2024-03-24,14.565716380800383
2024-03-25,22.23188289701111
2024-03-26,22.998499548632186
2024-03-27,15.332333032421456
2024-03-28,16.8655663356636
2024-03-29,18.39879963890575
2024-03-30,17.632182987284676
2024-03-31,21.46526624539004
2024-04-01,11.499249774316093
2024-04-02,9.966016471073948
2024-04-03,15.332333032421456
2024-04-04,16.8655663356636
2024-04-05,13.79909972917931
2024-04-06,13.79909972917931
2024-04-07,16.09894968404253
2024-04-08,11.499249774316093
2024-04-09,11.499249774316093
2024-04-10,11.499249774316093
2024-04-11,10.73263312269502
2024-04-12,10.73263312269502
2024-04-13,11.499249774316093
2024-04-14,13.79909972917931
2024-04-15,10.73263312269502
2024-04-16,12.265866425937165
2024-04-17,11.499249774316093
2024-04-18,10.73263312269502
2024-04-19,10.73263312269502
2024-04-20,10.73263312269502
2024-04-21,11.499249774316093
2024-04-22,13.032483077558238
2024-04-23,13.79909972917931
2024-04-24,19.932032942147895
2024-04-25,15.332333032421456
2024-04-26,11.499249774316093
2024-04-27,13.032483077558238
2024-04-28,13.79909972917931
2024-04-29,11.499249774316093
2024-04-30,12.265866425937165
2024-05-01,9.966016471073948
2024-05-02,9.199399819452875
2024-05-03,9.966016471073948
2024-05-04,16.09894968404253
2024-05-05,16.09894968404253
2024-05-06,9.966016471073948
2024-05-07,8.4327831678318
2024-05-08,9.199399819452875
2024-05-09,10.73263312269502
2024-05-10,9.966016471073948
2024-05-11,10.73263312269502
2024-05-12,13.032483077558238
2024-05-13,12.265866425937165
2024-05-14,10.73263312269502
2024-05-15,9.199399819452875
2024-05-16,9.966016471073948
2024-05-17,9.966016471073948
2024-05-18,11.499249774316093
2024-05-19,14.565716380800383
2024-05-20,11.499249774316093
2024-05-21,9.199399819452875
2024-05-22,9.966016471073948
2024-05-23,9.966016471073948
2024-05-24,9.966016471073948
2024-05-25,13.032483077558238
2024-05-26,11.499249774316093
2024-05-27,12.265866425937165
2024-05-28,9.199399819452875
2024-05-29,9.199399819452875
2024-05-30,9.966016471073948
2024-05-31,9.966016471073948
2024-06-01,8.4327831678318
2024-06-02,10.73263312269502
2024-06-03,9.199399819452875
2024-06-04,8.4327831678318
2024-06-05,9.199399819452875
2024-06-06,9.966016471073948
2024-06-07,10.73263312269502
2024-06-08,11.499249774316093
2024-06-09,13.032483077558238
2024-06-10,9.199399819452875
2024-06-11,10.73263312269502
2024-06-12,10.73263312269502
2024-06-13,9.966016471073948
2024-06-14,10.73263312269502
2024-06-15,10.73263312269502
2024-06-16,12.265866425937165
2024-06-17,12.265866425937165
2024-06-18,9.966016471073948
2024-06-19,9.966016471073948
2024-06-20,10.73263312269502
2024-06-21,11.499249774316093
2024-06-22,11.499249774316093
2024-06-23,12.265866425937165
2024-06-24,10.73263312269502
2024-06-25,9.966016471073948
2024-06-26,8.4327831678318
2024-06-27,12.265866425937165
2024-06-28,12.265866425937165
2024-06-29,13.79909972917931
2024-06-30,13.032483077558238
2024-07-01,10.73263312269502
2024-07-02,9.966016471073948
2024-07-03,9.966016471073948
2024-07-04,12.265866425937165
2024-07-05,11.499249774316093
2024-07-06,11.499249774316093
2024-07-07,12.265866425937165
2024-07-08,9.966016471073948
2024-07-09,9.199399819452875
2024-07-10,9.199399819452875
2024-07-11,9.966016471073948
2024-07-12,10.73263312269502
2024-07-13,15.332333032421456
2024-07-14,18.39879963890575
2024-07-15,16.09894968404253
2024-07-16,11.499249774316093
2024-07-17,10.73263312269502
2024-07-18,10.73263312269502
2024-07-19,11.499249774316093
2024-07-20,12.265866425937165
2024-07-21,14.565716380800383
2024-07-22,10.73263312269502
2024-07-23,9.199399819452875
2024-07-24,9.966016471073948
2024-07-25,9.966016471073948
2024-07-26,9.199399819452875
2024-07-27,13.032483077558238
2024-07-28,10.73263312269502
2024-07-29,9.199399819452875
2024-07-30,13.79909972917931
2024-07-31,12.265866425937165
2024-08-01,10.73263312269502
2024-08-02,9.966016471073948
2024-08-03,10.73263312269502
2024-08-04,11.499249774316093
2024-08-05,9.199399819452875
2024-08-06,8.4327831678318
2024-08-07,9.199399819452875
2024-08-08,8.4327831678318
2024-08-09,8.4327831678318
2024-08-10,9.966016471073948
2024-08-11,10.73263312269502
2024-08-12,12.265866425937165
2024-08-13,14.565716380800383
2024-08-14,9.966016471073948
2024-08-15,9.199399819452875
2024-08-16,9.199399819452875
2024-08-17,9.966016471073948
2024-08-18,12.185169936292844
2024-08-19,9.824797614196381
2024-08-20,10.308976552062322
2024-08-21,10.066887083129352
2024-08-22,9.824797614196381
2024-08-23,10.066887083129352
2024-08-24,10.69228487787286
2024-08-25,13.052657199969321
2024-08-26,10.93437434680583
2024-08-27,8.574002024709369
2024-08-28,8.957310350519904
2024-08-29,9.441489288385846
2024-08-30,9.824797614196381
2024-08-31,10.93437434680583
2024-09-01,12.185169936292844
2024-09-02,12.427259405225815
2024-09-03,9.199399819452875
2024-09-04,9.824797614196381
2024-09-05,8.331912555776398
2024-09-06,8.574002024709369
2024-09-07,9.199399819452875
2024-09-08,11.317682672616368
2024-09-09,10.066887083129352
2024-09-10,9.199399819452875
2024-09-11,8.574002024709369
2024-09-12,9.199399819452875
2024-09-13,9.824797614196381
2024-09-14,11.559772141549336
2024-09-15,9.824797614196381
2024-09-16,8.574002024709369
2024-09-17,7.262684067989113
2024-09-18,9.683578757318816
2024-09-19,9.199399819452877
2024-09-20,9.199399819452877
2024-09-21,10.651936633050699
2024-09-22,11.13611557091664
2024-09-23,8.231041943720994
2024-09-24,8.715220881586935
2024-09-25,8.231041943720994
2024-09-26,8.715220881586935
2024-09-27,7.746863005855054
