Time,quizlet live
2025-06-25,2.0
2025-06-26,1.0
2025-06-27,0.0
2025-06-28,0.0
2025-06-29,0.0
2025-06-30,1.0
2025-07-01,0.0
2025-07-02,0.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,2.0
2025-07-09,1.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,1.0
2025-07-16,2.0
2025-07-17,2.0
2025-07-18,0.0
2025-07-19,1.0
2025-07-20,0.0
2025-07-21,2.0
2025-07-22,1.0
2025-07-23,2.0
2025-07-24,1.0
2025-07-25,1.0
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,1.0
2025-07-29,2.0
2025-07-30,2.0
2025-07-31,2.0
2025-08-01,2.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,2.0
2025-08-05,6.0
2025-08-06,8.0
2025-08-07,10.0
2025-08-08,11.0
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,15.0
2025-08-12,16.0
2025-08-13,21.0
2025-08-14,27.0
2025-08-15,30.0
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,34.0
2025-08-19,39.0
2025-08-20,42.0
2025-08-21,56.0
2025-08-22,52.0
2025-08-23,0.0
2025-08-24,1.0
2025-08-25,51.0
2025-08-26,61.0
2025-08-27,69.0
2025-08-28,78.0
2025-08-29,63.0
2025-08-30,1.0
2025-08-31,1.0
2025-09-01,1.0
2025-09-02,74.0
2025-09-03,79.0
2025-09-04,93.0
2025-09-05,83.0
2025-09-06,2.0
2025-09-07,2.0
2025-09-08,88.0
2025-09-09,93.0
2025-09-10,92.0
2025-09-11,100.0
2025-09-12,91.0
2025-09-13,0.0
2025-09-14,2.0
2025-09-15,89.0
2025-09-16,85.0
2025-09-17,83.0
2025-09-18,91.0
2025-09-19,75.0
2025-09-20,1.0
2025-09-21,1.0
2025-09-22,76.0
2025-09-23,68.0
2025-09-24,78.0
2025-09-25,85.0
2025-09-26,76.0
2025-09-27,2.0
2025-09-28,1.0
2025-09-29,76.0
2025-09-30,80.0
2025-10-01,76.0
2025-10-02,63.0
2025-10-03,63.0
2025-10-04,0.0
2025-10-05,0.0
2025-10-06,63.0
2025-10-07,74.0
2025-10-08,63.0
2025-10-09,71.0
2025-10-10,48.0
2025-10-11,2.0
2025-10-12,0.0
2025-10-13,41.0
2025-10-14,63.0
2025-10-15,64.0
2025-10-16,60.0
2025-10-17,49.0
2025-10-18,0.0
2025-10-19,0.0
2025-10-20,61.0
2025-10-21,70.0
2025-10-22,62.0
2025-10-23,72.0
2025-10-24,54.0
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,58.0
2025-10-28,67.0
2025-10-29,61.0
2025-10-30,58.0
2025-10-31,41.0
2025-11-01,0.0
2025-11-02,1.0
2025-11-03,57.0
2025-11-04,49.0
2025-11-05,58.0
2025-11-06,62.0
2025-11-07,54.0
2025-11-08,0.0
2025-11-09,0.0
2025-11-10,57.0
2025-11-11,38.0
2025-11-12,59.0
2025-11-13,69.0
2025-11-14,56.0
2025-11-15,0.0
2025-11-16,0.0
2025-11-17,62.0
2025-11-18,46.0
2025-11-19,65.0
2025-11-20,60.0
2025-11-21,44.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,33.0
2025-11-25,23.0
2025-11-26,4.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,49.0
2025-12-02,52.0
2025-12-03,57.0
2025-12-04,57.0
2025-12-05,51.0
2025-12-06,1.0
2025-12-07,1.0
2025-12-08,53.0
2025-12-09,54.0
2025-12-10,52.0
2025-12-11,75.0
2025-12-12,68.5
2025-12-13,1.5
2025-12-14,2.5
2025-12-15,74.0
2025-12-16,71.0
2025-12-17,51.5
2025-12-18,37.0
2025-12-19,22.0
2025-12-20,0.0
2025-12-21,0.0
2025-12-22,7.0
2025-12-23,2.5
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,0.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,0.0
2025-12-31,1.5
2026-01-01,0.0
2026-01-02,0.0
2026-01-03,0.0
2026-01-04,0.0
2026-01-05,42.0
2026-01-06,57.5
2026-01-07,71.0
2026-01-08,80.5
2026-01-09,75.0
2026-01-10,0.0
2026-01-11,0.0
2026-01-12,100.0
2026-01-13,99.0
2026-01-14,92.0
2026-01-15,89.0
2026-01-16,76.0
2026-01-17,0.0
2026-01-18,0.0
2026-01-19,5.0
2026-01-20,82.0
2026-01-21,86.0
2026-01-22,89.0
2026-01-23,64.0
2026-01-24,0.0
2026-01-25,0.0
2026-01-26,34.0
2026-01-27,54.0
2026-01-28,67.0
2026-01-29,79.0
2026-01-30,70.0
2026-01-31,0.0
2026-02-01,0.0
2026-02-02,77.0
2026-02-03,78.0
2026-02-04,80.0
2026-02-05,86.0
2026-02-06,80.0
2026-02-07,0.0
2026-02-08,0.0
2026-02-09,71.0
2026-02-10,80.0
2026-02-11,87.0
2026-02-12,87.0
2026-02-13,52.0
2026-02-14,0.0
2026-02-15,0.0
2026-02-16,18.0
2026-02-17,57.0
2026-02-18,71.0
2026-02-19,75.0
2026-02-20,59.0
2026-02-21,0.0
2026-02-22,0.0
2026-02-23,67.0
2026-02-24,78.0
2026-02-25,75.0
2026-02-26,85.0
2026-02-27,69.0
2026-02-28,2.0
2026-03-01,2.0
2026-03-02,81.0
2026-03-03,79.0
2026-03-04,80.0
2026-03-05,82.0
2026-03-06,66.0
2026-03-07,3.0
2026-03-08,2.0
2026-03-09,81.0
2026-03-10,78.0
2026-03-11,70.0
2026-03-12,69.0
2026-03-13,50.0
2026-03-14,0.0
2026-03-15,2.0
2026-03-16,49.0
2026-03-17,57.0
2026-03-18,63.0
2026-03-19,59.0
2026-03-20,41.0
2026-03-21,0.0
2026-03-22,0.0
2026-03-23,75.0
2026-03-24,75.0
2026-03-25,75.0
2026-03-26,76.0
2026-03-27,57.0
2026-03-28,0.0
2026-03-29,2.0
2026-03-30,61.0
2026-03-31,58.0
2026-04-01,52.0
2026-04-02,46.0
2026-04-03,14.0
2026-04-04,2.0
2026-04-05,2.0
2026-04-06,41.0
2026-04-07,62.0
2026-04-08,62.0
2026-04-09,66.0
2026-04-10,54.0
2026-04-11,4.0
2026-04-12,0.0
2026-04-13,79.0
2026-04-14,75.0
2026-04-15,80.0
2026-04-16,88.0
2026-04-17,65.0
2026-04-18,3.0
2026-04-19,2.0
2026-04-20,79.0
2026-04-21,77.0
2026-04-22,67.0
2026-04-23,76.0
2026-04-24,62.0
2026-04-25,0.0
2026-04-26,2.0
2026-04-27,78.0
2026-04-28,76.0
2026-04-29,69.0
2026-04-30,73.0
2026-05-01,59.0
2026-05-02,2.0
2026-05-03,3.0
2026-05-04,76.0
2026-05-05,60.0
2026-05-06,61.0
2026-05-07,63.0
2026-05-08,53.0
2026-05-09,2.0
2026-05-10,0.0
2026-05-11,66.0
2026-05-12,59.0
2026-05-13,56.0
2026-05-14,55.0
2026-05-15,45.0
2026-05-16,2.0
2026-05-17,0.0
2026-05-18,52.0
2026-05-19,48.0
2026-05-20,39.0
2026-05-21,37.0
2026-05-22,29.0
2026-05-23,0.0
2026-05-24,2.0
2026-05-25,0.0
2026-05-26,32.0
2026-05-27,28.0
2026-05-28,32.0
2026-05-29,21.0
2026-05-30,0.0
2026-05-31,3.0
