Time,tesla_stock_price
2023-08-02,44.39465747522618
2023-08-03,47.56570443774234
2023-08-04,46.7729426971133
2023-08-05,14.269711331322704
2023-08-06,9.513140887548468
2023-08-07,45.98018095648426
2023-08-08,42.80913399396811
2023-08-09,45.18741921585522
2023-08-10,41.22361051271003
2023-08-11,39.63808703145195
2023-08-12,9.513140887548468
2023-08-13,6.342093925032312
2023-08-14,40.43084877208099
2023-08-15,40.43084877208099
2023-08-16,42.80913399396811
2023-08-17,41.22361051271003
2023-08-18,42.01637225333907
2023-08-19,14.269711331322704
2023-08-20,8.720379146919429
2023-08-21,51.52951314088754
2023-08-22,45.98018095648426
2023-08-23,44.39465747522618
2023-08-24,41.22361051271003
2023-08-25,39.63808703145195
2023-08-26,11.891426109435585
2023-08-27,7.134855665661352
2023-08-28,37.259801809564834
2023-08-29,45.18741921585522
2023-08-30,47.56570443774234
2023-08-31,42.80913399396811
2023-09-01,42.01637225333907
2023-09-02,11.891426109435585
2023-09-03,7.92761740629039
2023-09-04,10.305902628177508
2023-09-05,42.01637225333907
2023-09-06,38.052563550193874
2023-09-07,35.674278328306755
2023-09-08,34.881516587677716
2023-09-09,11.098664368806546
2023-09-10,7.134855665661352
2023-09-11,51.52951314088754
2023-09-12,49.94398965962946
2023-09-13,47.56570443774234
2023-09-14,47.56570443774234
2023-09-15,39.63808703145195
2023-09-16,11.098664368806546
2023-09-17,7.92761740629039
2023-09-18,38.052563550193874
2023-09-19,38.84532529082291
2023-09-20,38.052563550193874
2023-09-21,38.84532529082291
2023-09-22,39.63808703145195
2023-09-23,12.684187850064625
2023-09-24,7.134855665661352
2023-09-25,37.259801809564834
2023-09-26,34.881516587677716
2023-09-27,34.881516587677716
2023-09-28,37.259801809564834
2023-09-29,38.052563550193874
2023-09-30,11.098664368806546
2023-10-01,7.134855665661352
2023-10-02,41.22361051271003
2023-10-03,37.259801809564834
2023-10-04,42.01637225333907
2023-10-05,38.052563550193874
2023-10-06,38.84532529082291
2023-10-07,11.891426109435585
2023-10-08,7.134855665661352
2023-10-09,34.088754847048676
2023-10-10,38.052563550193874
2023-10-11,36.467040068935795
2023-10-12,35.674278328306755
2023-10-13,30.917707884532522
2023-10-14,9.513140887548468
2023-10-15,6.342093925032312
2023-10-16,35.674278328306755
2023-10-17,38.84532529082291
2023-10-18,42.01637225333907
2023-10-19,52.32227488151658
2023-10-20,49.15122791900042
2023-10-21,15.062473071951741
2023-10-22,10.305902628177508
2023-10-23,46.7729426971133
2023-10-24,49.15122791900042
2023-10-25,40.43084877208099
2023-10-26,42.80913399396811
2023-10-27,42.01637225333907
2023-10-28,12.684187850064625
2023-10-29,6.342093925032312
2023-10-30,44.39465747522618
2023-10-31,45.98018095648426
2023-11-01,43.60189573459715
2023-11-02,45.98018095648426
2023-11-03,41.22361051271003
2023-11-04,12.684187850064625
2023-11-05,8.720379146919429
2023-11-06,38.052563550193874
2023-11-07,38.052563550193874
2023-11-08,38.052563550193874
2023-11-09,40.43084877208099
2023-11-10,42.80913399396811
2023-11-11,11.891426109435585
2023-11-12,9.513140887548468
2023-11-13,39.63808703145195
2023-11-14,48.35846617837138
2023-11-15,50.7367514002585
2023-11-16,44.39465747522618
2023-11-17,43.60189573459715
2023-11-18,15.062473071951741
2023-11-19,7.92761740629039
2023-11-20,44.39465747522618
2023-11-21,40.43084877208099
2023-11-22,42.01637225333907
2023-11-23,13.476949590693664
2023-11-24,26.953899181387328
2023-11-25,10.305902628177508
2023-11-26,7.134855665661352
2023-11-27,36.467040068935795
2023-11-28,41.22361051271003
2023-11-29,47.56570443774234
2023-11-30,49.15122791900042
2023-12-01,42.80913399396811
2023-12-02,14.269711331322704
2023-12-03,8.720379146919429
2023-12-04,35.674278328306755
2023-12-05,40.43084877208099
2023-12-06,38.84532529082291
2023-12-07,34.088754847048676
2023-12-08,42.01637225333907
2023-12-09,11.891426109435585
2023-12-10,8.720379146919429
2023-12-11,36.467040068935795
2023-12-12,34.881516587677716
2023-12-13,48.35846617837138
2023-12-14,45.98018095648426
2023-12-15,42.01637225333907
2023-12-16,12.684187850064625
2023-12-17,9.513140887548468
2023-12-18,38.84532529082291
2023-12-19,42.01637225333907
2023-12-20,40.43084877208099
2023-12-21,42.80913399396811
2023-12-22,37.07204244994217
2023-12-23,12.093093569771042
2023-12-24,8.699516995850244
2023-12-25,7.1835340181561165
2023-12-26,38.588025427636296
2023-12-27,41.22361051271003
2023-12-28,39.7076275350159
2023-12-29,38.19164455732178
2023-12-30,11.335102080923978
2023-12-31,6.425542529309054
2024-01-01,9.061127614382787
2024-01-02,37.43365306847471
2024-01-03,41.22361051271003
2024-01-04,37.07204244994217
2024-01-05,34.040076494553915
2024-01-06,11.731482951238497
2024-01-07,7.94152550700318
2024-01-08,35.55605947224804
2024-01-09,31.008110539165656
2024-01-10,35.55605947224804
2024-01-11,37.83003393878923
2024-01-12,36.67566157962764
2024-01-13,12.489474440085562
2024-01-14,7.94152550700318
2024-01-15,17.399033991700488
2024-01-16,37.43365306847471
2024-01-17,39.34601691648336
2024-01-18,36.314050961095106
2024-01-19,41.22361051271003
2024-01-20,12.851085058618107
2024-01-21,10.125097318911235
2024-01-22,41.22361051271003
2024-01-23,37.60750432738459
2024-01-24,51.34870783162126
2024-01-25,72.32212370650882
2024-01-26,54.241592779881614
2024-01-27,16.63408845249703
2024-01-28,10.125097318911235
2024-01-29,37.60750432738459
2024-01-30,40.50038927564494
2024-01-31,42.670052986840204
2024-02-01,39.05394680151476
2024-02-02,37.60750432738459
2024-02-03,13.017982267171588
2024-02-04,10.125097318911235
2024-02-05,36.16106185325441
2024-02-06,40.50038927564494
2024-02-07,33.26817690499406
2024-02-08,36.8842830903195
2024-02-09,34.71461937912424
2024-02-10,12.2947610301065
2024-02-11,9.401876081846147
2024-02-12,28.92884948260353
2024-02-13,32.54495566792897
2024-02-14,32.54495566792897
2024-02-15,38.33072556444968
2024-02-16,36.8842830903195
2024-02-17,10.848318555976324
2024-02-18,7.95543360771597
2024-02-19,13.017982267171588
2024-02-20,32.54495566792897
2024-02-21,30.375291956733705
2024-02-22,35.43784061618933
2024-02-23,29.652070719668618
2024-02-24,10.125097318911235
2024-02-25,7.232212370650882
2024-02-26,29.652070719668618
2024-02-27,33.26817690499406
2024-02-28,33.26817690499406
2024-02-29,34.71461937912424
2024-03-01,35.43784061618933
2024-03-02,10.848318555976324
2024-03-03,9.401876081846147
2024-03-04,36.8842830903195
2024-03-05,40.50038927564494
2024-03-06,41.946831749775114
2024-03-07,38.33072556444968
2024-03-08,33.99139814205915
2024-03-09,12.2947610301065
2024-03-10,7.95543360771597
2024-03-11,36.16106185325441
2024-03-12,34.71461937912424
2024-03-13,39.05394680151476
2024-03-14,44.116495460970384
2024-03-15,41.946831749775114
2024-03-16,14.464424741301764
2024-03-17,8.67865484478106
2024-03-18,39.05394680151476
2024-03-19,40.50038927564494
2024-03-20,38.33072556444968
2024-03-21,40.50038927564494
2024-03-22,31.82173443086388
2024-03-23,10.848318555976324
2024-03-24,7.95543360771597
2024-03-25,31.82173443086388
2024-03-26,35.43784061618933
2024-03-27,35.43784061618933
2024-03-28,32.54495566792897
2024-03-29,17.35730968956212
2024-03-30,7.95543360771597
2024-03-31,7.95543360771597
2024-04-01,31.098513193798794
2024-04-02,40.50038927564494
2024-04-03,40.50038927564494
2024-04-04,36.16106185325441
2024-04-05,37.60750432738459
2024-04-06,13.017982267171588
2024-04-07,9.401876081846147
2024-04-08,36.16106185325441
2024-04-09,33.26817690499406
2024-04-10,34.71461937912424
2024-04-11,31.82173443086388
2024-04-12,33.26817690499406
2024-04-13,8.67865484478106
2024-04-14,7.95543360771597
2024-04-15,36.8842830903195
2024-04-16,39.77716803857985
2024-04-17,37.60750432738459
2024-04-18,39.05394680151476
2024-04-19,41.946831749775114
2024-04-20,15.187645978366852
2024-04-21,11.571539793041412
2024-04-22,50.62548659455618
2024-04-23,63.64346886172776
2024-04-24,66.53635380998811
2024-04-25,50.62548659455618
2024-04-26,41.22361051271003
2024-04-27,12.2947610301065
2024-04-28,9.401876081846147
2024-04-29,57.85769896520706
2024-04-30,52.79515030575144
2024-05-01,51.34870783162126
2024-05-02,41.22361051271003
2024-05-03,37.60750432738459
2024-05-04,10.125097318911235
2024-05-05,7.95543360771597
2024-05-06,34.71461937912424
2024-05-07,34.71461937912424
2024-05-08,33.26817690499406
2024-05-09,32.54495566792897
2024-05-10,33.26817690499406
2024-05-11,11.571539793041412
2024-05-12,7.95543360771597
2024-05-13,29.652070719668618
2024-05-14,33.26817690499406
2024-05-15,30.375291956733705
2024-05-16,30.375291956733705
2024-05-17,30.375291956733705
2024-05-18,9.401876081846147
2024-05-19,6.508991133585794
2024-05-20,28.92884948260353
2024-05-21,32.54495566792897
2024-05-22,33.26817690499406
2024-05-23,33.26817690499406
2024-05-24,28.92884948260353
2024-05-25,9.401876081846147
2024-05-26,6.508991133585794
2024-05-27,8.67865484478106
2024-05-28,28.92884948260353
2024-05-29,27.482407008473352
2024-05-30,31.82173443086388
2024-05-31,26.759185771408266
2024-06-01,9.401876081846147
2024-06-02,6.508991133585794
2024-06-03,28.92884948260353
2024-06-04,29.652070719668618
2024-06-05,29.652070719668618
2024-06-06,29.652070719668618
2024-06-07,28.205628245538442
2024-06-08,7.95543360771597
2024-06-09,7.232212370650882
2024-06-10,28.92884948260353
2024-06-11,29.652070719668618
2024-06-12,33.99139814205915
2024-06-13,41.946831749775114
2024-06-14,38.33072556444968
2024-06-15,9.401876081846147
2024-06-16,7.95543360771597
2024-06-17,37.60750432738459
2024-06-18,38.33072556444968
2024-06-19,20.973415874887557
2024-06-20,31.098513193798794
2024-06-21,28.205628245538442
2024-06-22,10.125097318911235
2024-06-23,5.785769896520706
2024-06-24,29.652070719668618
2024-06-25,31.098513193798794
2024-06-26,34.71461937912424
2024-06-27,35.43784061618933
2024-06-28,35.43784061618933
2024-06-29,9.401876081846147
2024-06-30,7.95543360771597
2024-07-01,38.33072556444968
2024-07-02,53.51837154281653
2024-07-03,56.411256491076884
2024-07-04,18.803752163692295
2024-07-05,52.07192906868635
2024-07-06,16.63408845249703
2024-07-07,11.571539793041412
2024-07-08,52.79515030575144
2024-07-09,49.179044120426
2024-07-10,48.45582288336091
2024-07-11,57.13447772814197
2024-07-12,50.62548659455618
2024-07-13,11.571539793041412
2024-07-14,7.95543360771597
2024-07-15,52.07192906868635
2024-07-16,45.56293793510056
2024-07-17,45.56293793510056
2024-07-18,43.393274223905294
2024-07-19,38.33072556444968
2024-07-20,10.125097318911235
2024-07-21,8.67865484478106
2024-07-22,42.670052986840204
2024-07-23,52.79515030575144
2024-07-24,67.9827962841183
2024-07-25,57.85769896520706
2024-07-26,41.946831749775114
2024-07-27,10.848318555976324
2024-07-28,7.95543360771597
2024-07-29,36.8842830903195
2024-07-30,39.05394680151476
2024-07-31,39.05394680151476
2024-08-01,36.16106185325441
2024-08-02,43.393274223905294
2024-08-03,11.571539793041412
2024-08-04,6.508991133585794
2024-08-05,65.81313257292302
2024-08-06,45.56293793510056
2024-08-07,39.05394680151476
2024-08-08,38.33072556444968
2024-08-09,33.26817690499406
2024-08-10,9.401876081846147
2024-08-11,7.232212370650882
2024-08-12,34.71461937912424
2024-08-13,34.71461937912424
2024-08-14,36.16106185325441
2024-08-15,36.16106185325441
2024-08-16,31.098513193798794
2024-08-17,8.67865484478106
2024-08-18,7.3174279877231
2024-08-19,34.268534148885315
2024-08-20,34.991755385950405
2024-08-21,31.58831774062259
2024-08-22,29.2697119508924
2024-08-23,32.67314959622022
2024-08-24,9.274423158920742
2024-08-25,6.955817369190557
2024-08-26,32.311538977687675
2024-08-27,31.58831774062259
2024-08-28,30.354543806490035
2024-08-29,30.354543806490035
2024-08-30,29.2697119508924
2024-08-31,8.04064922478819
2024-09-01,5.360432816525459
2024-09-02,6.955817369190557
2024-09-03,27.674327398227305
2024-09-04,29.2697119508924
2024-09-05,29.99293318795749
2024-09-06,29.99293318795749
2024-09-07,7.3174279877231
2024-09-08,5.360432816525459
2024-09-09,29.99293318795749
2024-09-10,26.951106161162215
2024-09-11,29.99293318795749
2024-09-12,31.58831774062259
2024-09-13,29.2697119508924
2024-09-14,7.3174279877231
2024-09-15,4.998822197992915
2024-09-16,25.35572160849712
2024-09-17,27.14302655091617
2024-09-18,34.545670155711484
2024-09-19,34.545670155711484
2024-09-20,34.545670155711484
2024-09-21,9.870191473060425
2024-09-22,4.935095736530212
