Time,sp500
2023-11-18,11.89391996760915
2023-11-19,6.938119981105338
2023-11-20,34.19501990687631
2023-11-21,35.18617990417707
2023-11-22,31.22153991497402
2023-11-23,11.89391996760915
2023-11-24,19.82319994601525
2023-11-25,10.902759970308388
2023-11-26,8.424859977056482
2023-11-27,30.72595991632364
2023-11-28,31.22153991497402
2023-11-29,34.19501990687631
2023-11-30,32.708279910925164
2023-12-01,33.699439908225926
2023-12-02,13.380659963560294
2023-12-03,8.424859977056482
2023-12-04,31.7171199136244
2023-12-05,32.708279910925164
2023-12-06,29.734799919022876
2023-12-07,29.239219920372495
2023-12-08,33.699439908225926
2023-12-09,9.911599973007625
2023-12-10,8.424859977056482
2023-12-11,31.22153991497402
2023-12-12,35.18617990417707
2023-12-13,42.61987988393279
2023-12-14,49.55799986503813
2023-12-15,41.13313988798164
2023-12-16,12.885079964909913
2023-12-17,11.39833996895877
2023-12-18,35.18617990417707
2023-12-19,39.6463998920305
2023-12-20,47.5756798704366
2023-12-21,42.61987988393279
2023-12-22,36.42512990080303
2023-12-23,15.18598710150097
2023-12-24,11.72872663472569
2023-12-25,8.767046166600792
2023-12-26,36.177339901477836
2023-12-27,41.239335601978155
2023-12-28,36.177339901477836
2023-12-29,38.27765513385326
2023-12-30,15.43377710082616
2023-12-31,10.371781400325837
2024-01-01,10.123991401000646
2024-01-02,41.239335601978155
2024-01-03,39.88239036757831
2024-01-04,40.99154560265296
2024-01-05,36.177339901477836
2024-01-06,15.18598710150097
2024-01-07,10.123991401000646
2024-01-08,34.57260466775279
2024-01-09,34.82039466707798
2024-01-10,34.57260466775279
2024-01-11,37.78207513520288
2024-01-12,32.96786943402775
2024-01-13,11.72872663472569
2024-01-14,8.519256167275604
2024-01-15,15.18598710150097
2024-01-16,34.077024669102414
2024-01-17,32.96786943402775
2024-01-18,31.11534420097751
2024-01-19,37.53428513587769
2024-01-20,14.076831866426307
2024-01-21,10.336382828993667
2024-01-22,36.177339901477836
2024-01-23,37.900070372976785
2024-01-24,37.900070372976785
2024-01-25,37.900070372976785
2024-01-26,34.454609429978895
2024-01-27,13.781843771991557
2024-01-28,10.336382828993667
2024-01-29,34.454609429978895
2024-01-30,41.34553131597467
2024-01-31,43.06826178747362
2024-02-01,41.34553131597467
2024-02-02,41.34553131597467
2024-02-03,13.781843771991557
2024-02-04,12.059113300492612
2024-02-05,34.454609429978895
2024-02-06,34.454609429978895
2024-02-07,36.177339901477836
2024-02-08,39.62280084447573
2024-02-09,41.34553131597467
2024-02-10,17.227304714989447
2024-02-11,10.336382828993667
2024-02-12,32.731878958479946
2024-02-13,43.06826178747362
2024-02-14,41.34553131597467
2024-02-15,37.900070372976785
2024-02-16,41.34553131597467
2024-02-17,13.781843771991557
2024-02-18,10.336382828993667
2024-02-19,18.950035186488392
2024-02-20,34.454609429978895
2024-02-21,34.454609429978895
2024-02-22,46.51372273047151
2024-02-23,41.34553131597467
2024-02-24,15.504574243490502
2024-02-25,8.613652357494724
2024-02-26,36.177339901477836
2024-02-27,34.454609429978895
2024-02-28,36.177339901477836
2024-02-29,34.454609429978895
2024-03-01,39.62280084447573
2024-03-02,20.672765657987334
2024-03-03,12.059113300492612
2024-03-04,37.900070372976785
2024-03-05,34.454609429978895
2024-03-06,37.900070372976785
2024-03-07,36.177339901477836
2024-03-08,39.62280084447573
2024-03-09,13.781843771991557
2024-03-10,10.336382828993667
2024-03-11,31.009148486981005
2024-03-12,39.62280084447573
2024-03-13,39.62280084447573
2024-03-14,36.177339901477836
2024-03-15,31.009148486981005
2024-03-16,12.059113300492612
2024-03-17,10.336382828993667
2024-03-18,36.177339901477836
2024-03-19,34.454609429978895
2024-03-20,41.34553131597467
2024-03-21,39.62280084447573
2024-03-22,36.177339901477836
2024-03-23,13.781843771991557
2024-03-24,8.613652357494724
2024-03-25,34.454609429978895
2024-03-26,34.454609429978895
2024-03-27,39.62280084447573
2024-03-28,36.177339901477836
2024-03-29,24.118226600985224
2024-03-30,10.336382828993667
2024-03-31,8.613652357494724
2024-04-01,36.177339901477836
2024-04-02,37.900070372976785
2024-04-03,34.454609429978895
2024-04-04,39.62280084447573
2024-04-05,41.34553131597467
2024-04-06,12.059113300492612
2024-04-07,8.613652357494724
2024-04-08,29.28641801548206
2024-04-09,32.731878958479946
2024-04-10,39.62280084447573
2024-04-11,37.900070372976785
2024-04-12,39.62280084447573
2024-04-13,15.504574243490502
2024-04-14,12.059113300492612
2024-04-15,43.06826178747362
2024-04-16,48.23645320197045
2024-04-17,41.34553131597467
2024-04-18,41.34553131597467
2024-04-19,51.68191414496834
2024-04-20,18.950035186488392
2024-04-21,10.336382828993667
2024-04-22,41.34553131597467
2024-04-23,39.62280084447573
2024-04-24,39.62280084447573
2024-04-25,41.34553131597467
2024-04-26,36.177339901477836
2024-04-27,12.059113300492612
2024-04-28,8.613652357494724
2024-04-29,34.454609429978895
2024-04-30,37.900070372976785
2024-05-01,44.79099225897256
2024-05-02,37.900070372976785
2024-05-03,36.177339901477836
2024-05-04,12.059113300492612
2024-05-05,10.336382828993667
2024-05-06,34.454609429978895
2024-05-07,37.900070372976785
2024-05-08,36.177339901477836
2024-05-09,34.454609429978895
2024-05-10,34.454609429978895
2024-05-11,10.336382828993667
2024-05-12,10.336382828993667
2024-05-13,37.900070372976785
2024-05-14,34.454609429978895
2024-05-15,41.34553131597467
2024-05-16,41.34553131597467
2024-05-17,34.454609429978895
2024-05-18,12.059113300492612
2024-05-19,10.336382828993667
2024-05-20,37.900070372976785
2024-05-21,37.900070372976785
2024-05-22,36.177339901477836
2024-05-23,37.900070372976785
2024-05-24,37.900070372976785
2024-05-25,12.059113300492612
2024-05-26,8.613652357494724
2024-05-27,10.336382828993667
2024-05-28,34.454609429978895
2024-05-29,34.454609429978895
2024-05-30,37.900070372976785
2024-05-31,36.177339901477836
2024-06-01,12.059113300492612
2024-06-02,10.336382828993667
2024-06-03,32.731878958479946
2024-06-04,36.177339901477836
2024-06-05,36.177339901477836
2024-06-06,39.62280084447573
2024-06-07,39.62280084447573
2024-06-08,12.059113300492612
2024-06-09,10.336382828993667
2024-06-10,36.177339901477836
2024-06-11,36.177339901477836
2024-06-12,49.9591836734694
2024-06-13,41.34553131597467
2024-06-14,39.62280084447573
2024-06-15,15.504574243490502
2024-06-16,8.613652357494724
2024-06-17,43.06826178747362
2024-06-18,41.34553131597467
2024-06-19,22.39549612948628
2024-06-20,41.34553131597467
2024-06-21,34.454609429978895
2024-06-22,10.336382828993667
2024-06-23,8.613652357494724
2024-06-24,39.62280084447573
2024-06-25,36.177339901477836
2024-06-26,34.454609429978895
2024-06-27,36.177339901477836
2024-06-28,37.900070372976785
2024-06-29,12.059113300492612
2024-06-30,10.336382828993667
2024-07-01,32.731878958479946
2024-07-02,34.454609429978895
2024-07-03,34.454609429978895
2024-07-04,12.059113300492612
2024-07-05,34.454609429978895
2024-07-06,12.059113300492612
2024-07-07,10.336382828993667
2024-07-08,36.177339901477836
2024-07-09,39.62280084447573
2024-07-10,39.62280084447573
2024-07-11,44.79099225897256
2024-07-12,44.79099225897256
2024-07-13,10.336382828993667
2024-07-14,10.336382828993667
2024-07-15,44.79099225897256
2024-07-16,43.06826178747362
2024-07-17,53.40464461646729
2024-07-18,44.79099225897256
2024-07-19,41.34553131597467
2024-07-20,13.781843771991557
2024-07-21,12.059113300492612
2024-07-22,43.06826178747362
2024-07-23,44.79099225897256
2024-07-24,48.23645320197045
2024-07-25,55.12737508796623
2024-07-26,43.06826178747362
2024-07-27,13.781843771991557
2024-07-28,8.613652357494724
2024-07-29,39.62280084447573
2024-07-30,37.900070372976785
2024-07-31,43.06826178747362
2024-08-01,46.51372273047151
2024-08-02,68.90921885995779
2024-08-03,24.118226600985224
2024-08-04,17.227304714989447
2024-08-05,172.27304714989447
2024-08-06,115.42294159042929
2024-08-07,77.5228712174525
2024-08-08,65.46375791695989
2024-08-09,60.29556650246306
2024-08-10,17.227304714989447
2024-08-11,13.781843771991557
2024-08-12,49.9591836734694
2024-08-13,48.23645320197045
2024-08-14,46.51372273047151
2024-08-15,51.68191414496834
2024-08-16,43.06826178747362
2024-08-17,15.504574243490502
2024-08-18,12.430527668201101
2024-08-19,50.58347590855388
2024-08-20,47.588453666819476
2024-08-21,42.87070095358612
2024-08-22,46.72708843107
2024-08-23,51.44484114430335
2024-08-24,16.28691514568498
2024-08-25,11.569162432451629
2024-08-26,45.86572319532053
2024-08-27,45.86572319532053
2024-08-28,39.014313476102245
2024-08-29,42.87070095358612
2024-08-30,38.15294824035278
2024-08-31,12.430527668201101
2024-09-01,8.574140190717225
2024-09-02,11.569162432451629
2024-09-03,46.72708843107
2024-09-04,47.588453666819476
2024-09-05,43.7320661893356
2024-09-06,51.44484114430335
2024-09-07,17.14828038143445
2024-09-08,12.430527668201101
2024-09-09,47.588453666819476
2024-09-10,42.00933571783665
2024-09-11,46.72708843107
2024-09-12,39.014313476102245
2024-09-13,42.87070095358612
2024-09-14,13.291892903950574
2024-09-15,9.435505426466698
2024-09-16,39.014313476102245
2024-09-17,46.940454131668496
2024-09-18,72.54433820348767
2024-09-19,68.27702419151781
2024-09-20,51.20776814363836
2024-09-21,12.80194203590959
2024-09-22,12.80194203590959
2024-09-23,42.67314011969863
2024-09-24,42.67314011969863
2024-09-25,42.67314011969863
