Time,zillow
2022-11-26,58.50284114304539
2022-11-27,63.98748250020589
2022-11-28,57.588734250185304
2022-11-29,60.33105492876555
2022-11-30,59.41694803590547
2022-12-01,63.07337560734581
2022-12-02,59.41694803590547
2022-12-03,59.41694803590547
2022-12-04,61.245161821625636
2022-12-05,59.41694803590547
2022-12-06,61.245161821625636
2022-12-07,60.33105492876555
2022-12-08,62.15926871448573
2022-12-09,58.50284114304539
2022-12-10,60.33105492876555
2022-12-11,63.07337560734581
2022-12-12,63.98748250020589
2022-12-13,62.15926871448573
2022-12-14,57.588734250185304
2022-12-15,62.15926871448573
2022-12-16,58.50284114304539
2022-12-17,57.588734250185304
2022-12-18,56.67462735732522
2022-12-19,63.07337560734581
2022-12-20,59.41694803590547
2022-12-21,61.245161821625636
2022-12-22,56.67462735732522
2022-12-23,55.76052046446514
2022-12-24,50.27587910730463
2022-12-25,51.189986000164716
2022-12-26,63.98748250020589
2022-12-27,75.87087210738699
2022-12-28,75.87087210738699
2022-12-29,77.69908589310715
2022-12-30,70.38623075022649
2022-12-31,64.90158939306598
2023-01-01,63.07337560734581
2023-01-02,74.9567652145269
2023-01-03,70.38623075022649
2023-01-04,75.87087210738699
2023-01-05,73.12855142880673
2023-01-06,72.21444453594665
2023-01-07,75.87087210738699
2023-01-08,74.04265832166682
2023-01-09,73.12855142880673
2023-01-10,79.52729967882732
2023-01-11,74.04265832166682
2023-01-12,75.87087210738699
2023-01-13,72.21444453594665
2023-01-14,78.61319278596724
2023-01-15,75.87087210738699
2023-01-16,76.78497900024708
2023-01-17,74.9567652145269
2023-01-18,74.04265832166682
2023-01-19,75.87087210738699
2023-01-20,77.69908589310715
2023-01-21,74.9567652145269
2023-01-22,81.35551346454749
2023-01-23,74.9567652145269
2023-01-24,76.78497900024708
2023-01-25,75.87087210738699
2023-01-26,71.30033764308656
2023-01-27,65.81569628592607
2023-01-28,79.52729967882732
2023-01-29,80.44140657168741
2023-01-30,75.87087210738699
2023-01-31,74.04265832166682
2023-02-01,71.30033764308656
2023-02-02,74.9567652145269
2023-02-03,75.87087210738699
2023-02-04,77.69908589310715
2023-02-05,83.18372725026767
2023-02-06,74.04265832166682
2023-02-07,79.52729967882732
2023-02-08,73.12855142880673
2023-02-09,74.9567652145269
2023-02-10,74.04265832166682
2023-02-11,85.92604792884791
2023-02-12,73.12855142880673
2023-02-13,67.64391007164623
2023-02-14,70.38623075022649
2023-02-15,74.04265832166682
2023-02-16,78.61319278596724
2023-02-17,78.61319278596724
2023-02-18,79.52729967882732
2023-02-19,85.01194103598783
2023-02-20,84.09783414312774
2023-02-21,77.69908589310715
2023-02-22,75.87087210738699
2023-02-23,76.78497900024708
2023-02-24,75.87087210738699
2023-02-25,81.35551346454749
2023-02-26,81.35551346454749
2023-02-27,80.44140657168741
2023-02-28,73.12855142880673
2023-03-01,76.78497900024708
2023-03-02,76.78497900024708
2023-03-03,73.12855142880673
2023-03-04,82.26962035740758
2023-03-05,81.35551346454749
2023-03-06,81.35551346454749
2023-03-07,79.52729967882732
2023-03-08,82.26962035740758
2023-03-09,80.44140657168741
2023-03-10,79.52729967882732
2023-03-11,80.44140657168741
2023-03-12,81.35551346454749
2023-03-13,70.38623075022649
2023-03-14,78.61319278596724
2023-03-15,74.9567652145269
2023-03-16,76.78497900024708
2023-03-17,73.12855142880673
2023-03-18,79.52729967882732
2023-03-19,88.66836860742816
2023-03-20,77.69908589310715
2023-03-21,77.69908589310715
2023-03-22,77.69908589310715
2023-03-23,80.44140657168741
2023-03-24,74.9567652145269
2023-03-25,79.52729967882732
2023-03-26,81.35551346454749
2023-03-27,79.52729967882732
2023-03-28,80.44140657168741
2023-03-29,81.35551346454749
2023-03-30,76.78497900024708
2023-03-31,74.9567652145269
2023-04-01,79.52729967882732
2023-04-02,80.44140657168741
2023-04-03,77.69908589310715
2023-04-04,76.78497900024708
2023-04-05,74.9567652145269
2023-04-06,78.61319278596724
2023-04-07,76.78497900024708
2023-04-08,78.61319278596724
2023-04-09,79.52729967882732
2023-04-10,86.840154821708
2023-04-11,78.61319278596724
2023-04-12,80.44140657168741
2023-04-13,81.35551346454749
2023-04-14,79.52729967882732
2023-04-15,82.26962035740758
2023-04-16,84.09783414312774
2023-04-17,79.52729967882732
2023-04-18,88.66836860742816
2023-04-19,79.52729967882732
2023-04-20,79.52729967882732
2023-04-21,82.26962035740758
2023-04-22,84.09783414312774
2023-04-23,89.58247550028825
2023-04-24,85.01194103598783
2023-04-25,81.35551346454749
2023-04-26,80.44140657168741
2023-04-27,78.61319278596724
2023-04-28,75.87087210738699
2023-04-29,82.26962035740758
2023-04-30,91.41068928600842
2023-05-01,79.52729967882732
2023-05-02,81.35551346454749
2023-05-03,81.35551346454749
2023-05-04,80.44140657168741
2023-05-05,74.04265832166682
2023-05-06,75.87087210738699
2023-05-07,84.09783414312774
2023-05-08,83.18372725026767
2023-05-09,78.61319278596724
2023-05-10,78.61319278596724
2023-05-11,77.69908589310715
2023-05-12,76.78497900024708
2023-05-13,77.69908589310715
2023-05-14,75.87087210738699
2023-05-15,84.09783414312774
2023-05-16,81.35551346454749
2023-05-17,79.52729967882732
2023-05-18,82.26962035740758
2023-05-19,80.44140657168741
2023-05-20,84.09783414312774
2023-05-21,84.09783414312774
2023-05-22,81.35551346454749
2023-05-23,79.52729967882732
2023-05-24,74.9567652145269
2023-05-25,77.69908589310715
2023-05-26,76.78497900024708
2023-05-27,81.35551346454749
2023-05-28,77.69908589310715
2023-05-29,84.09783414312774
2023-05-30,78.61319278596724
2023-05-31,84.09783414312774
2023-06-01,82.26962035740758
2023-06-02,80.44140657168741
2023-06-03,82.26962035740758
2023-06-04,89.58247550028825
2023-06-05,85.01194103598783
2023-06-06,83.18372725026767
2023-06-07,86.840154821708
2023-06-08,83.18372725026767
2023-06-09,82.26962035740758
2023-06-10,84.09783414312774
2023-06-11,86.840154821708
2023-06-12,84.09783414312774
2023-06-13,85.01194103598783
2023-06-14,84.09783414312774
2023-06-15,86.840154821708
2023-06-16,80.44140657168741
2023-06-17,81.35551346454749
2023-06-18,82.26962035740758
2023-06-19,89.58247550028825
2023-06-20,84.09783414312774
2023-06-21,84.09783414312774
2023-06-22,78.61319278596724
2023-06-23,81.35551346454749
2023-06-24,85.01194103598783
2023-06-25,88.66836860742816
2023-06-26,85.92604792884791
2023-06-27,84.09783414312774
2023-06-28,82.26962035740758
2023-06-29,85.92604792884791
2023-06-30,79.52729967882732
2023-07-01,84.09783414312774
2023-07-02,88.66836860742816
2023-07-03,86.840154821708
2023-07-04,84.09783414312774
2023-07-05,87.75426171456809
2023-07-06,86.840154821708
2023-07-07,87.75426171456809
2023-07-08,86.840154821708
2023-07-09,86.840154821708
2023-07-10,87.75426171456809
2023-07-11,85.92604792884791
2023-07-12,85.01194103598783
2023-07-13,84.09783414312774
2023-07-14,85.01194103598783
2023-07-15,86.840154821708
2023-07-16,86.840154821708
2023-07-17,85.01194103598783
2023-07-18,84.09783414312774
2023-07-19,87.75426171456809
2023-07-20,84.09783414312774
2023-07-21,81.35551346454749
2023-07-22,82.26962035740758
2023-07-23,87.75426171456809
2023-07-24,85.92604792884791
2023-07-25,85.01194103598783
2023-07-26,82.26962035740758
2023-07-27,83.18372725026767
2023-07-28,81.35551346454749
2023-07-29,84.09783414312774
2023-07-30,88.66836860742816
2023-07-31,84.09783414312774
2023-08-01,85.01194103598783
2023-08-02,87.75426171456809
2023-08-03,82.26962035740758
2023-08-04,77.69908589310715
2023-08-05,84.09783414312774
2023-08-06,83.18372725026767
2023-08-07,85.01194103598783
2023-08-08,84.09783414312774
2023-08-09,74.9567652145269
2023-08-10,78.61319278596724
2023-08-11,79.52729967882732
2023-08-12,79.52729967882732
2023-08-13,81.35551346454749
2023-08-14,78.61319278596724
2023-08-15,83.18372725026767
2023-08-16,80.44140657168741
2023-08-17,82.26962035740758
2023-08-18,76.78497900024708
2023-08-19,75.87087210738699
2023-08-20,82.26962035740758
2023-08-21,79.52729967882732
2023-08-22,74.04265832166682
2023-08-23,82.26962035740758
2023-08-24,76.78497900024708
2023-08-25,78.61319278596724
2023-08-26,80.44140657168741
2023-08-27,80.44140657168741
2023-08-28,79.52729967882732
2023-08-29,81.35551346454749
2023-08-30,76.78497900024708
2023-08-31,74.9567652145269
2023-09-01,73.12855142880673
2023-09-02,71.30033764308656
2023-09-03,75.87087210738699
2023-09-04,78.61319278596724
2023-09-05,74.04265832166682
2023-09-06,73.12855142880673
2023-09-07,68.55801696450631
2023-09-08,68.55801696450631
2023-09-09,69.4721238573664
2023-09-10,69.4721238573664
2023-09-11,71.30033764308656
2023-09-12,71.30033764308656
2023-09-13,69.4721238573664
2023-09-14,72.21444453594665
2023-09-15,70.38623075022649
2023-09-16,73.12855142880673
2023-09-17,70.38623075022649
2023-09-18,71.30033764308656
2023-09-19,74.04265832166682
2023-09-20,73.12855142880673
2023-09-21,71.30033764308656
2023-09-22,66.72980317878614
2023-09-23,72.21444453594665
2023-09-24,70.38623075022649
2023-09-25,73.12855142880673
2023-09-26,74.04265832166682
2023-09-27,71.30033764308656
2023-09-28,69.4721238573664
2023-09-29,73.12855142880673
2023-09-30,70.38623075022649
2023-10-01,71.30033764308656
2023-10-02,73.12855142880673
2023-10-03,74.04265832166682
2023-10-04,71.30033764308656
2023-10-05,74.04265832166682
2023-10-06,68.55801696450631
2023-10-07,66.72980317878614
2023-10-08,67.64391007164623
2023-10-09,64.90158939306598
2023-10-10,68.55801696450631
2023-10-11,66.72980317878614
2023-10-12,65.81569628592607
2023-10-13,64.90158939306598
2023-10-14,65.81569628592607
2023-10-15,71.30033764308656
2023-10-16,67.64391007164623
2023-10-17,68.55801696450631
2023-10-18,68.55801696450631
2023-10-19,72.21444453594665
2023-10-20,66.72980317878614
2023-10-21,66.72980317878614
2023-10-22,72.21444453594665
2023-10-23,71.30033764308656
2023-10-24,69.4721238573664
2023-10-25,63.98748250020589
2023-10-26,64.90158939306598
2023-10-27,65.81569628592607
2023-10-28,65.81569628592607
2023-10-29,63.07337560734581
2023-10-30,69.4721238573664
2023-10-31,67.64391007164623
2023-11-01,69.4721238573664
2023-11-02,65.81569628592607
2023-11-03,67.64391007164623
2023-11-04,65.81569628592607
2023-11-05,67.64391007164623
2023-11-06,69.4721238573664
2023-11-07,70.38623075022649
2023-11-08,63.98748250020589
2023-11-09,63.98748250020589
2023-11-10,62.15926871448573
2023-11-11,63.98748250020589
2023-11-12,66.72980317878614
2023-11-13,64.90158939306598
2023-11-14,66.72980317878614
2023-11-15,63.98748250020589
2023-11-16,63.98748250020589
2023-11-17,58.50284114304539
2023-11-18,61.245161821625636
2023-11-19,63.07337560734581
2023-11-20,63.98748250020589
2023-11-21,63.07337560734581
2023-11-22,58.50284114304539
2023-11-23,53.01819978588488
2023-11-24,55.76052046446514
2023-11-25,58.50284114304539
2023-11-26,63.07337560734581
2023-11-27,62.15926871448573
2023-11-28,65.81569628592607
2023-11-29,65.81569628592607
2023-11-30,59.41694803590547
2023-12-01,60.33105492876555
2023-12-02,63.07337560734581
2023-12-03,61.245161821625636
2023-12-04,62.15926871448573
2023-12-05,63.98748250020589
2023-12-06,60.33105492876555
2023-12-07,59.41694803590547
2023-12-08,64.90158939306598
2023-12-09,63.07337560734581
2023-12-10,63.98748250020589
2023-12-11,63.07337560734581
2023-12-12,62.15926871448573
2023-12-13,62.15926871448573
2023-12-14,62.15926871448573
2023-12-15,57.588734250185304
2023-12-16,59.41694803590547
2023-12-17,60.33105492876555
2023-12-18,60.33105492876555
2023-12-19,62.15926871448573
2023-12-20,62.15926871448573
2023-12-21,63.07337560734581
2023-12-22,58.505594217922706
2023-12-23,56.74354026284813
2023-12-24,55.438539754203596
2023-12-25,52.79545882159172
2023-12-26,69.50189147947742
2023-12-27,73.90702636716387
2023-12-28,71.263945434552
2023-12-29,77.43113427731302
2023-12-30,67.73983752440284
2023-12-31,64.21572961425369
2024-01-01,63.3347026367164
2024-01-02,75.21202687580839
2024-01-03,74.78805334470115
2024-01-04,77.43113427731302
2024-01-05,73.02599938962658
2024-01-06,68.62086450194013
2024-01-07,69.50189147947742
2024-01-08,67.73983752440284
2024-01-09,70.38291845701471
2024-01-10,70.38291845701471
2024-01-11,69.50189147947742
2024-01-12,69.50189147947742
2024-01-13,65.09675659179098
2024-01-14,67.3158639932956
2024-01-15,70.38291845701471
2024-01-16,66.85881054686556
2024-01-17,71.263945434552
2024-01-18,72.14497241208929
2024-01-19,68.62086450194013
2024-01-20,73.02599938962658
2024-01-21,75.46728853708989
2024-01-22,69.53165910158843
2024-01-23,66.98781791494496
2024-01-24,71.22755322601742
2024-01-25,69.53165910158843
2024-01-26,67.83576497715944
2024-01-27,68.68371203937394
2024-01-28,66.13987085273047
2024-01-29,71.22755322601742
2024-01-30,72.07550028823192
2024-01-31,69.53165910158843
2024-02-01,66.13987085273047
2024-02-02,68.68371203937394
2024-02-03,71.22755322601742
2024-02-04,78.01112972373336
2024-02-05,66.98781791494496
2024-02-06,64.44397672830148
2024-02-07,67.83576497715944
2024-02-08,66.98781791494496
2024-02-09,72.92344735044641
2024-02-10,71.22755322601742
2024-02-11,65.29192379051597
2024-02-12,61.0521884794435
2024-02-13,67.83576497715944
2024-02-14,62.74808260387249
2024-02-15,66.98781791494496
2024-02-16,69.53165910158843
2024-02-17,72.92344735044641
2024-02-18,81.40291797259134
2024-02-19,74.6193414748754
2024-02-20,74.6193414748754
2024-02-21,73.7713944126609
2024-02-22,71.22755322601742
2024-02-23,72.07550028823192
2024-02-24,73.7713944126609
2024-02-25,78.01112972373336
2024-02-26,72.92344735044641
2024-02-27,73.7713944126609
2024-02-28,72.92344735044641
2024-02-29,66.98781791494496
2024-03-01,71.22755322601742
2024-03-02,76.31523559930439
2024-03-03,78.85907678594786
2024-03-04,72.92344735044641
2024-03-05,73.7713944126609
2024-03-06,73.7713944126609
2024-03-07,72.07550028823192
2024-03-08,72.07550028823192
2024-03-09,75.46728853708989
2024-03-10,78.01112972373336
2024-03-11,72.07550028823192
2024-03-12,74.6193414748754
2024-03-13,77.16318266151887
2024-03-14,72.92344735044641
2024-03-15,72.07550028823192
2024-03-16,76.31523559930439
2024-03-17,73.7713944126609
2024-03-18,78.85907678594786
2024-03-19,79.70702384816235
2024-03-20,76.31523559930439
2024-03-21,73.7713944126609
2024-03-22,72.92344735044641
2024-03-23,77.16318266151887
2024-03-24,78.85907678594786
2024-03-25,78.01112972373336
2024-03-26,74.6193414748754
2024-03-27,72.92344735044641
2024-03-28,74.6193414748754
2024-03-29,71.22755322601742
2024-03-30,72.92344735044641
2024-03-31,71.22755322601742
2024-04-01,76.31523559930439
2024-04-02,75.46728853708989
2024-04-03,75.46728853708989
2024-04-04,73.7713944126609
2024-04-05,75.46728853708989
2024-04-06,74.6193414748754
2024-04-07,78.01112972373336
2024-04-08,67.83576497715944
2024-04-09,74.6193414748754
2024-04-10,77.16318266151887
2024-04-11,74.6193414748754
2024-04-12,73.7713944126609
2024-04-13,72.92344735044641
2024-04-14,77.16318266151887
2024-04-15,77.16318266151887
2024-04-16,77.16318266151887
2024-04-17,74.6193414748754
2024-04-18,70.37960616380293
2024-04-19,72.92344735044641
2024-04-20,76.31523559930439
2024-04-21,77.16318266151887
2024-04-22,78.85907678594786
2024-04-23,77.16318266151887
2024-04-24,77.16318266151887
2024-04-25,73.7713944126609
2024-04-26,74.6193414748754
2024-04-27,76.31523559930439
2024-04-28,80.55497091037685
2024-04-29,76.31523559930439
2024-04-30,75.46728853708989
2024-05-01,74.6193414748754
2024-05-02,75.46728853708989
2024-05-03,80.55497091037685
2024-05-04,72.92344735044641
2024-05-05,77.16318266151887
2024-05-06,79.70702384816235
2024-05-07,75.46728853708989
2024-05-08,76.31523559930439
2024-05-09,77.16318266151887
2024-05-10,72.07550028823192
2024-05-11,73.7713944126609
2024-05-12,71.22755322601742
2024-05-13,84.79470622144932
2024-05-14,77.16318266151887
2024-05-15,77.16318266151887
2024-05-16,74.6193414748754
2024-05-17,78.85907678594786
2024-05-18,75.46728853708989
2024-05-19,75.46728853708989
2024-05-20,78.01112972373336
2024-05-21,78.85907678594786
2024-05-22,78.85907678594786
2024-05-23,77.16318266151887
2024-05-24,77.16318266151887
2024-05-25,78.01112972373336
2024-05-26,76.31523559930439
2024-05-27,77.16318266151887
2024-05-28,81.40291797259134
2024-05-29,80.55497091037685
2024-05-30,78.01112972373336
2024-05-31,75.46728853708989
2024-06-01,78.85907678594786
2024-06-02,83.94675915923482
2024-06-03,80.55497091037685
2024-06-04,81.40291797259134
2024-06-05,78.85907678594786
2024-06-06,79.70702384816235
2024-06-07,77.16318266151887
2024-06-08,78.01112972373336
2024-06-09,79.70702384816235
2024-06-10,80.55497091037685
2024-06-11,80.55497091037685
2024-06-12,79.70702384816235
2024-06-13,78.01112972373336
2024-06-14,77.16318266151887
2024-06-15,77.16318266151887
2024-06-16,76.31523559930439
2024-06-17,78.01112972373336
2024-06-18,81.40291797259134
2024-06-19,81.40291797259134
2024-06-20,77.16318266151887
2024-06-21,82.25086503480583
2024-06-22,80.55497091037685
2024-06-23,81.40291797259134
2024-06-24,81.40291797259134
2024-06-25,80.55497091037685
2024-06-26,78.01112972373336
2024-06-27,77.16318266151887
2024-06-28,72.92344735044641
2024-06-29,77.16318266151887
2024-06-30,79.70702384816235
2024-07-01,76.31523559930439
2024-07-02,83.09881209702033
2024-07-03,75.46728853708989
2024-07-04,72.92344735044641
2024-07-05,77.16318266151887
2024-07-06,78.01112972373336
2024-07-07,81.40291797259134
2024-07-08,83.94675915923482
2024-07-09,83.09881209702033
2024-07-10,78.85907678594786
2024-07-11,80.55497091037685
2024-07-12,77.16318266151887
2024-07-13,78.01112972373336
2024-07-14,72.07550028823192
2024-07-15,76.31523559930439
2024-07-16,77.16318266151887
2024-07-17,81.40291797259134
2024-07-18,78.85907678594786
2024-07-19,78.85907678594786
2024-07-20,78.01112972373336
2024-07-21,78.01112972373336
2024-07-22,75.46728853708989
2024-07-23,80.55497091037685
2024-07-24,70.37960616380293
2024-07-25,80.55497091037685
2024-07-26,75.46728853708989
2024-07-27,72.92344735044641
2024-07-28,78.01112972373336
2024-07-29,76.31523559930439
2024-07-30,79.70702384816235
2024-07-31,76.31523559930439
2024-08-01,73.7713944126609
2024-08-02,74.6193414748754
2024-08-03,74.6193414748754
2024-08-04,74.6193414748754
2024-08-05,74.6193414748754
2024-08-06,72.92344735044641
2024-08-07,77.16318266151887
2024-08-08,66.98781791494496
2024-08-09,72.92344735044641
2024-08-10,71.22755322601742
2024-08-11,74.6193414748754
2024-08-12,77.16318266151887
2024-08-13,78.01112972373336
2024-08-14,77.16318266151887
2024-08-15,76.31523559930439
2024-08-16,75.46728853708989
2024-08-17,76.31523559930439
2024-08-18,81.54768942223771
2024-08-19,72.81486876321162
2024-08-20,73.22333106757105
2024-08-21,73.64730459867829
2024-08-22,72.81486876321162
2024-08-23,72.39089523210438
2024-08-24,75.72063857397104
2024-08-25,78.21794608037104
2024-08-26,77.38551024490438
2024-08-27,74.0557669030377
2024-08-28,70.72602356117105
2024-08-29,69.48512542134495
2024-08-30,67.39628021930437
2024-08-31,67.82025375041161
2024-09-01,70.31756125681162
2024-09-02,76.97704794054496
2024-09-03,71.55845939663772
2024-09-04,71.98243292774495
2024-09-05,68.65268958587829
2024-09-06,66.98781791494496
2024-09-07,68.65268958587829
2024-09-08,69.06115189023771
2024-09-09,69.06115189023771
2024-09-10,66.98781791494496
2024-09-11,63.65807457307828
2024-09-12,68.65268958587829
2024-09-13,66.15538207947829
2024-09-14,69.48512542134495
2024-09-15,67.82025375041161
2024-09-16,69.48512542134495
2024-09-17,69.43859174110148
2024-09-18,75.15706400213335
2024-09-19,71.07244095853916
2024-09-20,71.07244095853916
2024-09-21,68.62166713238264
2024-09-22,69.43859174110148
2024-09-23,67.80474252366379
