Time,piety_definition
2023-11-06,0.7720279720279719
2023-11-07,0.49860139860139857
2023-11-08,0.6916083916083916
2023-11-09,0.9489510489510489
2023-11-10,0.6272727272727272
2023-11-11,0.0
2023-11-12,0.0
2023-11-13,0.788111888111888
2023-11-14,0.5629370629370629
2023-11-15,0.5951048951048951
2023-11-16,0.7398601398601398
2023-11-17,0.788111888111888
2023-11-18,0.0
2023-11-19,0.6594405594405593
2023-11-20,0.6594405594405593
2023-11-21,0.4342657342657342
2023-11-22,0.8524475524475523
2023-11-23,0.0
2023-11-24,0.0
2023-11-25,0.5146853146853146
2023-11-26,0.4503496503496503
2023-11-27,0.7720279720279719
2023-11-28,0.7720279720279719
2023-11-29,0.7237762237762237
2023-11-30,0.9972027972027971
2023-12-01,0.788111888111888
2023-12-02,0.0
2023-12-03,0.0
2023-12-04,0.5951048951048951
2023-12-05,0.9328671328671327
2023-12-06,0.9489510489510489
2023-12-07,0.7237762237762237
2023-12-08,0.6272727272727272
2023-12-09,0.0
2023-12-10,0.7076923076923076
2023-12-11,1.0132867132867132
2023-12-12,0.7398601398601398
2023-12-13,0.7398601398601398
2023-12-14,0.7237762237762237
2023-12-15,0.5468531468531468
2023-12-16,0.0
2023-12-17,0.0
2023-12-18,0.5951048951048951
2023-12-19,0.0
2023-12-20,0.0
2023-12-21,0.4825174825174825
2023-12-22,0.0
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.0
2023-12-27,0.0
2023-12-28,0.0
2023-12-29,0.0
2023-12-30,0.0
2023-12-31,0.4628358483621641
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,0.4547938903202061
2024-01-04,0.0
2024-01-05,0.8380566801619433
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,0.7227180714022818
2024-01-09,0.0
2024-01-10,0.6577475156422524
2024-01-11,0.6789105631210894
2024-01-12,0.0
2024-01-13,0.0
2024-01-14,0.0
2024-01-15,0.0
2024-01-16,0.6789105631210894
2024-01-17,0.7227180714022818
2024-01-18,0.4986013986013986
2024-01-19,0.3832627898417372
2024-01-20,0.5343669488406331
2024-01-21,0.8922340817077659
2024-01-22,0.5379646669120354
2024-01-23,0.6560544718439455
2024-01-24,0.4854803091645197
2024-01-25,0.5642068457857932
2024-01-26,0.8528708133971292
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,0.6954177401545822
2024-01-30,0.43299595141700403
2024-01-31,0.6822966507177033
2024-02-01,0.4854803091645197
2024-02-02,1.023444976076555
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.5773279352226721
2024-02-06,0.8266286345233713
2024-02-07,0.9447184394552816
2024-02-08,0.8135075450864925
2024-02-09,0.4592381302907619
2024-02-10,0.0
2024-02-11,0.5248435774751564
2024-02-12,0.5773279352226721
2024-02-13,0.6691755612808244
2024-02-14,0.0
2024-02-15,0.7610231873389768
2024-02-16,0.4592381302907619
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.8266286345233713
2024-02-20,0.43299595141700403
2024-02-21,0.4592381302907619
2024-02-22,0.6822966507177033
2024-02-23,0.6429333824070667
2024-02-24,0.0
2024-02-25,0.0
2024-02-26,0.9972027972027973
2024-02-27,0.0
2024-02-28,0.4986013986013986
2024-02-29,0.9315973500184026
2024-03-01,0.6560544718439455
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.0
2024-03-05,0.43299595141700403
2024-03-06,0.9709606183290393
2024-03-07,0.0
2024-03-08,0.43299595141700403
2024-03-09,0.0
2024-03-10,0.6035701140964299
2024-03-11,0.5642068457857932
2024-03-12,0.6035701140964299
2024-03-13,0.0
2024-03-14,0.5773279352226721
2024-03-15,0.4986013986013986
2024-03-16,0.0
2024-03-17,0.6298122929701877
2024-03-18,0.6954177401545822
2024-03-19,0.7872653662127347
2024-03-20,0.5510857563489142
2024-03-21,0.8135075450864925
2024-03-22,0.9315973500184026
2024-03-23,0.0
2024-03-24,0.0
2024-03-25,0.0
2024-03-26,0.0
2024-03-27,0.590449024659551
2024-03-28,0.0
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.5510857563489142
2024-04-01,0.0
2024-04-02,0.6822966507177033
2024-04-03,0.6822966507177033
2024-04-04,0.8659919028340081
2024-04-05,0.590449024659551
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.4854803091645197
2024-04-09,0.5642068457857932
2024-04-10,0.5510857563489142
2024-04-11,0.4986013986013986
2024-04-12,0.0
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.6035701140964299
2024-04-16,0.4854803091645197
2024-04-17,0.7085388295914612
2024-04-18,0.4592381302907619
2024-04-19,0.0
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.6035701140964299
2024-04-23,0.0
2024-04-24,0.0
2024-04-25,0.0
2024-04-26,0.4723592197276408
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,0.0
2024-04-30,0.0
2024-05-01,0.5510857563489142
2024-05-02,0.4723592197276408
2024-05-03,0.0
2024-05-04,0.0
2024-05-05,0.6560544718439455
2024-05-06,0.5773279352226721
2024-05-07,0.0
2024-05-08,0.8135075450864925
2024-05-09,0.0
2024-05-10,0.0
2024-05-11,0.0
2024-05-12,0.6298122929701877
2024-05-13,0.0
2024-05-14,0.0
2024-05-15,0.0
2024-05-16,0.5379646669120354
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.5379646669120354
2024-05-20,0.6298122929701877
2024-05-21,0.5248435774751564
2024-05-22,0.0
2024-05-23,0.5117224880382775
2024-05-24,0.0
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.0
2024-05-30,0.0
2024-05-31,0.0
2024-06-01,0.0
2024-06-02,0.6166912035333088
2024-06-03,0.0
2024-06-04,0.0
2024-06-05,0.0
2024-06-06,0.6429333824070667
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.5379646669120354
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.0
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,0.0
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,0.0
2024-07-02,0.0
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,0.4986013986013986
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,0.0
2024-07-13,0.0
2024-07-14,0.5117224880382775
2024-07-15,0.0
2024-07-16,0.0
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,0.0
2024-07-25,0.0
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.0
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.6035701140964299
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.4854803091645197
2024-08-13,0.6166912035333088
2024-08-14,0.0
2024-08-15,0.5379646669120354
2024-08-16,0.4854803091645197
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,0.4986013986013986
2024-08-20,0.734781008465219
2024-08-21,0.9709606183290393
2024-08-22,0.7085388295914612
2024-08-23,0.9709606183290393
2024-08-24,0.5117224880382775
2024-08-25,0.6166912035333088
2024-08-26,0.9840817077659183
2024-08-27,0.6429333824070667
2024-08-28,0.7610231873389768
2024-08-29,0.7610231873389768
2024-08-30,0.9184762605815238
2024-08-31,0.0
2024-09-01,0.4986013986013986
2024-09-02,0.4723592197276408
2024-09-03,1.2727456753772544
2024-09-04,1.2071402281928598
2024-09-05,1.2333824070666175
2024-09-06,0.7479020979020979
2024-09-07,0.9315973500184026
2024-09-08,0.8922340817077659
2024-09-09,0.9840817077659183
2024-09-10,1.1546558704453442
2024-09-11,1.312108943687891
2024-09-12,0.879112992270887
2024-09-13,0.7741442767758557
2024-09-14,0.8266286345233713
2024-09-15,0.0
2024-09-16,1.1021715126978284
2024-09-17,0.5117224880382775
2024-09-18,0.6166912035333088
2024-09-19,1.2202613176297388
2024-09-20,1.1415347810084653
2024-09-21,0.0
2024-09-22,0.6035701140964299
2024-09-23,0.8397497239602503
2024-09-24,0.9184762605815238
2024-09-25,0.7085388295914612
2024-09-26,0.8922340817077659
2024-09-27,0.5642068457857932
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.5642068457857932
2024-10-01,0.7741442767758557
2024-10-02,0.4986013986013986
2024-10-03,0.5379646669120354
2024-10-04,0.8135075450864925
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.44611704085388293
2024-10-08,0.5773279352226721
2024-10-09,0.7610231873389768
2024-10-10,0.7479020979020979
2024-10-11,0.4854803091645197
2024-10-12,0.0
2024-10-13,0.5510857563489142
2024-10-14,0.7479020979020979
2024-10-15,0.7872653662127347
2024-10-16,0.5642068457857932
2024-10-17,0.8922340817077659
2024-10-18,0.5117224880382775
2024-10-19,0.0
2024-10-20,0.7085388295914612
2024-10-21,0.590449024659551
2024-10-22,0.5773279352226721
2024-10-23,0.4723592197276408
2024-10-24,0.6822966507177033
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,1.2858667648141333
2024-10-29,0.7479020979020979
2024-10-30,0.72165991902834
2024-10-31,0.6166912035333088
2024-11-01,0.4854803091645197
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,0.5773279352226721
2024-11-05,0.0
2024-11-06,0.34114832535885165
2024-11-07,0.6691755612808244
2024-11-08,0.0
2024-11-09,0.5773279352226721
2024-11-10,0.0
2024-11-11,1.2202613176297388
2024-11-12,0.590449024659551
