Time,nba_games
2025-01-28,38.739431206764024
2025-01-29,27.440430438124515
2025-01-30,27.440430438124515
2025-01-31,25.826287471176016
2025-02-01,33.89700230591852
2025-02-02,50.03843197540353
2025-02-03,24.212144504227517
2025-02-04,32.28285933897002
2025-02-05,38.739431206764024
2025-02-06,37.125288239815525
2025-02-07,37.125288239815525
2025-02-08,53.26671790930053
2025-02-09,48.424289008455034
2025-02-10,19.369715603382012
2025-02-11,50.03843197540353
2025-02-12,37.125288239815525
2025-02-13,48.424289008455034
2025-02-14,40.35357417371252
2025-02-15,24.212144504227517
2025-02-16,19.369715603382012
2025-02-17,20.98385857033051
2025-02-18,12.913143735588008
2025-02-19,16.14142966948501
2025-02-20,25.826287471176016
2025-02-21,35.511145272867026
2025-02-22,40.35357417371252
2025-02-23,54.88086087624903
2025-02-24,30.66871637202152
2025-02-25,35.511145272867026
2025-02-26,48.424289008455034
2025-02-27,32.28285933897002
2025-02-28,43.58186010760953
2025-03-01,53.26671790930053
2025-03-02,51.65257494235203
2025-03-03,37.125288239815525
2025-03-04,35.511145272867026
2025-03-05,41.96771714066102
2025-03-06,37.125288239815525
2025-03-07,41.96771714066102
2025-03-08,45.19600307455803
2025-03-09,64.56571867794004
2025-03-10,30.66871637202152
2025-03-11,38.739431206764024
2025-03-12,29.054573405073018
2025-03-13,33.89700230591852
2025-03-14,33.89700230591852
2025-03-15,46.81014604150653
2025-03-16,71.02229054573405
2025-03-17,25.826287471176016
2025-03-18,41.96771714066102
2025-03-19,35.511145272867026
2025-03-20,38.739431206764024
2025-03-21,32.28285933897002
2025-03-22,40.35357417371252
2025-03-23,46.81014604150653
2025-03-24,25.826287471176016
2025-03-25,35.511145272867026
2025-03-26,32.28285933897002
2025-03-27,32.28285933897002
2025-03-28,30.66871637202152
2025-03-29,33.89700230591852
2025-03-30,43.58186010760953
2025-03-31,27.440430438124515
2025-04-01,32.28285933897002
2025-04-02,33.89700230591852
2025-04-03,35.511145272867026
2025-04-04,38.739431206764024
2025-04-05,53.26671790930053
2025-04-06,58.109146810146036
2025-04-07,35.511145272867026
2025-04-08,27.440430438124515
2025-04-09,48.424289008455034
2025-04-10,48.424289008455034
2025-04-11,41.96771714066102
2025-04-12,64.56571867794004
2025-04-13,74.25057647963105
2025-04-14,25.826287471176016
2025-04-15,37.125288239815525
2025-04-16,66.17986164488855
2025-04-17,61.33743274404304
2025-04-18,46.81014604150653
2025-04-19,132.3597232897771
2025-04-20,150.1152959262106
2025-04-21,88.77786318216755
2025-04-22,106.53343581860106
2025-04-23,96.84857801691007
2025-04-24,85.54957724827055
2025-04-25,80.70714834742505
2025-04-26,125.90315142198308
2025-04-27,143.6587240584166
2025-04-28,79.09300538047655
2025-04-29,100.07686395080707
2025-04-30,101.69100691775556
2025-05-01,104.91929285165257
2025-05-02,90.39200614911606
2025-05-03,111.37586471944657
2025-05-04,121.06072252113758
2025-05-05,90.39200614911606
2025-05-06,96.84857801691007
2025-05-07,95.23443504996156
2025-05-08,98.46272098385856
2025-05-09,100.07686395080707
2025-05-10,161.4142966948501
2025-05-11,156.5718677940046
2025-05-12,92.00614911606456
2025-05-13,108.14757878554957
2025-05-14,103.30514988470406
2025-05-15,108.14757878554957
2025-05-16,90.39200614911606
2025-05-17,114.60415065334357
2025-05-18,109.76172175249806
2025-05-19,50.03843197540353
2025-05-20,53.26671790930053
2025-05-21,79.09300538047655
2025-05-22,77.47886241352805
2025-05-23,77.47886241352805
2025-05-24,90.39200614911606
2025-05-25,101.69100691775556
2025-05-26,96.84857801691007
2025-05-27,80.70714834742505
2025-05-28,71.02229054573405
2025-05-29,69.40814757878555
2025-05-30,61.33743274404304
2025-05-31,46.81014604150653
2025-06-01,71.02229054573405
2025-06-02,17.755572636433513
2025-06-03,17.755572636433513
2025-06-04,16.14142966948501
2025-06-05,24.212144504227517
2025-06-06,56.49500384319754
2025-06-07,25.826287471176016
2025-06-08,37.125288239815525
2025-06-09,45.19600307455803
2025-06-10,20.98385857033051
2025-06-11,25.826287471176016
2025-06-12,46.81014604150653
2025-06-13,22.598001537279014
2025-06-14,53.26671790930053
2025-06-15,27.440430438124515
2025-06-16,22.598001537279014
2025-06-17,46.81014604150653
2025-06-18,19.369715603382012
2025-06-19,24.212144504227517
2025-06-20,53.26671790930053
2025-06-21,14.527286702536509
2025-06-22,27.440430438124515
2025-06-23,45.19600307455803
2025-06-24,4.842428900845503
2025-06-25,4.842428900845503
2025-06-26,4.842428900845503
2025-06-27,3.228285933897002
2025-06-28,3.228285933897002
2025-06-29,3.228285933897002
2025-06-30,3.228285933897002
2025-07-01,3.228285933897002
2025-07-02,3.228285933897002
2025-07-03,3.228285933897002
2025-07-04,3.228285933897002
2025-07-05,4.842428900845503
2025-07-06,4.842428900845503
2025-07-07,3.228285933897002
2025-07-08,3.228285933897002
2025-07-09,3.228285933897002
2025-07-10,3.228285933897002
2025-07-11,4.842428900845503
2025-07-12,4.842428900845503
2025-07-13,3.228285933897002
2025-07-14,3.228285933897002
2025-07-15,3.228285933897002
2025-07-16,3.228285933897002
2025-07-17,3.228285933897002
2025-07-18,3.228285933897002
2025-07-19,3.228285933897002
2025-07-20,3.228285933897002
2025-07-21,3.228285933897002
2025-07-22,3.228285933897002
2025-07-23,1.614142966948501
2025-07-24,1.614142966948501
2025-07-25,1.614142966948501
2025-07-26,3.228285933897002
2025-07-27,3.228285933897002
2025-07-28,1.614142966948501
2025-07-29,3.228285933897002
2025-07-30,3.228285933897002
2025-07-31,3.228285933897002
2025-08-01,3.228285933897002
2025-08-02,1.614142966948501
2025-08-03,1.614142966948501
2025-08-04,1.614142966948501
2025-08-05,1.614142966948501
2025-08-06,1.614142966948501
2025-08-07,1.614142966948501
2025-08-08,3.228285933897002
2025-08-09,3.228285933897002
2025-08-10,3.228285933897002
2025-08-11,1.614142966948501
2025-08-12,1.614142966948501
2025-08-13,1.614142966948501
2025-08-14,3.228285933897002
2025-08-15,3.228285933897002
2025-08-16,3.228285933897002
2025-08-17,1.614142966948501
2025-08-18,1.614142966948501
2025-08-19,1.614142966948501
2025-08-20,1.614142966948501
2025-08-21,1.614142966948501
2025-08-22,1.614142966948501
2025-08-23,1.614142966948501
2025-08-24,1.614142966948501
2025-08-25,1.614142966948501
2025-08-26,1.614142966948501
2025-08-27,1.614142966948501
2025-08-28,1.614142966948501
2025-08-29,1.614142966948501
2025-08-30,1.614142966948501
2025-08-31,1.614142966948501
2025-09-01,1.614142966948501
2025-09-02,1.614142966948501
2025-09-03,1.614142966948501
2025-09-04,1.614142966948501
2025-09-05,1.614142966948501
2025-09-06,3.228285933897002
2025-09-07,3.228285933897002
2025-09-08,1.614142966948501
2025-09-09,1.614142966948501
2025-09-10,1.614142966948501
2025-09-11,1.614142966948501
2025-09-12,1.614142966948501
2025-09-13,1.614142966948501
2025-09-14,1.614142966948501
2025-09-15,1.614142966948501
2025-09-16,1.614142966948501
2025-09-17,1.614142966948501
2025-09-18,1.614142966948501
2025-09-19,1.614142966948501
2025-09-20,1.614142966948501
2025-09-21,3.228285933897002
2025-09-22,1.614142966948501
2025-09-23,1.614142966948501
2025-09-24,1.614142966948501
2025-09-25,1.614142966948501
2025-09-26,1.614142966948501
2025-09-27,1.614142966948501
2025-09-28,3.228285933897002
2025-09-29,1.614142966948501
2025-09-30,3.228285933897002
2025-10-01,3.228285933897002
2025-10-02,4.842428900845503
2025-10-03,4.842428900845503
2025-10-04,6.456571867794004
2025-10-05,6.456571867794004
2025-10-06,8.070714834742505
2025-10-07,8.070714834742505
2025-10-08,6.456571867794004
2025-10-09,8.070714834742505
2025-10-10,8.070714834742505
2025-10-11,8.070714834742505
2025-10-12,8.070714834742505
2025-10-13,8.070714834742505
2025-10-14,8.070714834742505
2025-10-15,11.299000768639507
2025-10-16,9.684857801691006
2025-10-17,8.070714834742505
2025-10-18,9.684857801691006
2025-10-19,8.070714834742505
2025-10-20,8.070714834742505
2025-10-21,30.66871637202152
2025-10-22,66.17986164488855
2025-10-23,54.88086087624903
2025-10-24,48.424289008455034
2025-10-25,53.26671790930053
2025-10-26,43.58186010760953
2025-10-27,29.054573405073018
2025-10-28,38.739431206764024
2025-10-29,37.125288239815525
2025-10-30,33.89700230591852
2025-10-31,29.054573405073018
2025-11-01,37.125288239815525
2025-11-02,29.054573405073018
2025-11-03,22.598001537279014
2025-11-04,29.054573405073018
2025-11-05,29.054573405073018
2025-11-06,35.511145272867026
2025-11-07,24.212144504227517
2025-11-08,35.511145272867026
2025-11-09,27.440430438124515
2025-11-10,20.98385857033051
2025-11-11,27.440430438124515
2025-11-12,27.440430438124515
2025-11-13,29.054573405073018
2025-11-14,20.98385857033051
2025-11-15,33.89700230591852
2025-11-16,27.440430438124515
2025-11-17,20.98385857033051
2025-11-18,24.212144504227517
2025-11-19,29.054573405073018
2025-11-20,27.440430438124515
2025-11-21,22.598001537279014
2025-11-22,33.89700230591852
2025-11-23,27.440430438124515
2025-11-24,22.598001537279014
2025-11-25,24.212144504227517
2025-11-26,30.66871637202152
2025-11-27,32.28285933897002
2025-11-28,22.598001537279014
2025-11-29,35.511145272867026
2025-11-30,27.440430438124515
2025-12-01,20.98385857033051
2025-12-02,24.212144504227517
2025-12-03,22.598001537279014
2025-12-04,24.212144504227517
2025-12-05,22.598001537279014
2025-12-06,27.440430438124515
2025-12-07,24.212144504227517
2025-12-08,19.369715603382012
2025-12-09,20.98385857033051
2025-12-10,20.98385857033051
2025-12-11,24.212144504227517
2025-12-12,22.920830130668712
2025-12-13,30.83013066871637
2025-12-14,27.763259031514217
2025-12-15,19.369715603382012
2025-12-16,22.436587240584164
2025-12-17,24.696387394312065
2025-12-18,21.145272867025362
2025-12-19,25.987701767870867
2025-12-20,25.987701767870867
2025-12-21,27.279016141429665
2025-12-22,19.853958493466564
2025-12-23,25.503458877786315
2025-12-24,38.739431206764024
2025-12-25,69.08531898539584
2025-12-26,42.290545734050724
2025-12-27,32.60568793235972
2025-12-28,25.987701767870867
2025-12-29,20.66102997694081
2025-12-30,24.212144504227517
2025-12-31,29.054573405073018
2026-01-01,29.054573405073018
2026-01-02,24.696387394312065
2026-01-03,29.054573405073018
2026-01-04,25.503458877786315
2026-01-05,19.369715603382012
2026-01-06,22.436587240584164
2026-01-07,20.66102997694081
2026-01-08,24.212144504227517
2026-01-09,21.145272867025362
2026-01-10,24.212144504227513
2026-01-11,24.212144504227513
2026-01-12,19.369715603382012
2026-01-13,20.338201383551112
2026-01-14,22.275172943889313
2026-01-15,22.275172943889313
2026-01-16,23.243658724058413
2026-01-17,23.243658724058413
2026-01-18,25.180630284396614
2026-01-19,24.212144504227513
2026-01-20,19.369715603382012
2026-01-21,23.243658724058413
2026-01-22,22.275172943889313
2026-01-23,21.306687163720213
2026-01-24,28.086087624903918
2026-01-25,27.117601844734818
2026-01-26,20.338201383551112
2026-01-27,21.306687163720213
2026-01-28,20.338201383551112
2026-01-29,22.275172943889313
2026-01-30,22.275172943889313
2026-01-31,29.054573405073018
2026-02-01,30.02305918524212
2026-02-02,22.275172943889313
2026-02-03,21.306687163720213
2026-02-04,22.275172943889313
2026-02-05,22.275172943889313
2026-02-06,23.243658724058413
2026-02-07,26.149116064565717
2026-02-08,26.149116064565717
2026-02-09,13.558800922367409
2026-02-10,23.243658724058413
2026-02-11,22.275172943889313
2026-02-12,21.306687163720213
2026-02-13,19.369715603382012
2026-02-14,13.558800922367409
2026-02-15,13.558800922367409
2026-02-16,10.653343581860106
2026-02-17,8.716372021521906
2026-02-18,9.684857801691006
2026-02-19,12.590315142198307
2026-02-20,21.306687163720213
2026-02-21,24.212144504227513
2026-02-22,26.149116064565717
2026-02-23,18.401229823212912
2026-02-24,18.401229823212912
2026-02-25,18.401229823212912
2026-02-26,20.338201383551112
2026-02-27,20.338201383551112
2026-02-28,25.180630284396614
2026-03-01,26.149116064565717
2026-03-02,19.369715603382012
2026-03-03,19.369715603382012
2026-03-04,20.338201383551112
2026-03-05,19.369715603382012
2026-03-06,24.212144504227513
2026-03-07,29.054573405073018
2026-03-08,30.99154496541122
2026-03-09,20.338201383551112
2026-03-10,23.243658724058413
2026-03-11,29.054573405073018
2026-03-12,24.212144504227513
2026-03-13,24.212144504227513
2026-03-14,29.054573405073018
2026-03-15,31.96003074558032
2026-03-16,20.338201383551112
2026-03-17,24.212144504227513
2026-03-18,23.243658724058413
2026-03-19,22.275172943889313
2026-03-20,22.275172943889313
2026-03-21,24.212144504227513
2026-03-22,26.149116064565717
2026-03-23,20.338201383551112
2026-03-24,20.338201383551112
2026-03-25,26.149116064565717
2026-03-26,26.149116064565717
2026-03-27,21.306687163720213
2026-03-28,27.117601844734818
2026-03-29,33.89700230591852
2026-03-30,20.338201383551112
2026-03-31,19.369715603382012
2026-04-01,21.306687163720213
2026-04-02,23.243658724058413
2026-04-03,25.180630284396614
2026-04-04,25.180630284396614
2026-04-05,28.086087624903918
2026-04-06,22.275172943889313
2026-04-07,19.369715603382012
2026-04-08,24.212144504227513
2026-04-09,22.275172943889313
2026-04-10,24.212144504227513
2026-04-11,30.99154496541122
2026-04-12,29.054573405073018
2026-04-13,26.149116064565717
2026-04-14,21.306687163720213
2026-04-15,42.613374327440425
2026-04-16,42.613374327440425
2026-04-17,31.96003074558032
2026-04-18,85.22674865488085
2026-04-19,91.03766333589546
2026-04-20,51.32974634896233
2026-04-21,60.04611837048424
2026-04-22,58.109146810146036
2026-04-23,54.235203689469635
2026-04-24,56.172175249807836
2026-04-25,83.28977709454266
2026-04-26,96.84857801691005
2026-04-27,55.20368946963873
2026-04-28,65.85703305149885
2026-04-29,57.14066102997693
2026-04-30,62.95157571099154
2026-05-01,72.63643351268254
2026-05-02,87.16372021521906
2026-05-03,88.13220599538815
2026-05-04,54.235203689469635
2026-05-05,64.88854727132974
2026-05-06,56.172175249807836
2026-05-07,60.04611837048424
2026-05-08,62.95157571099154
2026-05-09,86.19523443504995
2026-05-10,88.13220599538815
2026-05-11,51.32974634896233
2026-05-12,66.82551883166794
2026-05-13,51.32974634896233
2026-05-14,54.235203689469635
2026-05-15,50.36126056879323
2026-05-16,67.79400461183704
2026-05-17,52.298232129131435
2026-05-18,54.235203689469635
2026-05-19,56.172175249807836
2026-05-20,50.36126056879323
2026-05-21,49.39277478862413
2026-05-22,48.42428900845503
2026-05-23,56.172175249807836
2026-05-24,60.04611837048424
2026-05-25,56.172175249807836
2026-05-26,48.42428900845503
2026-05-27,43.58186010760953
2026-05-28,24.212144504227513
2026-05-29,40.676402767102225
2026-05-30,30.99154496541122
2026-05-31,45.51883166794773
