Time,nintendo_switch_2
2024-09-23,65.70759868934311
2024-09-24,65.70759868934311
2024-09-25,65.70759868934311
2024-09-26,65.70759868934311
2024-09-27,65.70759868934311
2024-09-28,131.41519737868623
2024-09-29,65.70759868934311
2024-09-30,65.70759868934311
2024-10-01,65.70759868934311
2024-10-02,65.70759868934311
2024-10-03,65.70759868934311
2024-10-04,65.70759868934311
2024-10-05,65.70759868934311
2024-10-06,65.70759868934311
2024-10-07,65.70759868934311
2024-10-08,65.70759868934311
2024-10-09,65.70759868934311
2024-10-10,65.70759868934311
2024-10-11,65.70759868934311
2024-10-12,65.70759868934311
2024-10-13,131.41519737868623
2024-10-14,65.70759868934311
2024-10-15,65.70759868934311
2024-10-16,65.70759868934311
2024-10-17,65.70759868934311
2024-10-18,65.70759868934311
2024-10-19,65.70759868934311
2024-10-20,131.41519737868623
2024-10-21,65.70759868934311
2024-10-22,65.70759868934311
2024-10-23,65.70759868934311
2024-10-24,65.70759868934311
2024-10-25,65.70759868934311
2024-10-26,65.70759868934311
2024-10-27,65.70759868934311
2024-10-28,131.41519737868623
2024-10-29,131.41519737868623
2024-10-30,65.70759868934311
2024-10-31,65.70759868934311
2024-11-01,65.70759868934311
2024-11-02,131.41519737868623
2024-11-03,131.41519737868623
2024-11-04,65.70759868934311
2024-11-05,65.70759868934311
2024-11-06,131.41519737868623
2024-11-07,131.41519737868623
2024-11-08,131.41519737868623
2024-11-09,131.41519737868623
2024-11-10,131.41519737868623
2024-11-11,131.41519737868623
2024-11-12,131.41519737868623
2024-11-13,65.70759868934311
2024-11-14,65.70759868934311
2024-11-15,65.70759868934311
2024-11-16,131.41519737868623
2024-11-17,131.41519737868623
2024-11-18,65.70759868934311
2024-11-19,65.70759868934311
2024-11-20,65.70759868934311
2024-11-21,65.70759868934311
2024-11-22,65.70759868934311
2024-11-23,131.41519737868623
2024-11-24,131.41519737868623
2024-11-25,131.41519737868623
2024-11-26,131.41519737868623
2024-11-27,131.41519737868623
2024-11-28,131.41519737868623
2024-11-29,197.12279606802934
2024-11-30,131.41519737868623
2024-12-01,131.41519737868623
2024-12-02,131.41519737868623
2024-12-03,131.41519737868623
2024-12-04,65.70759868934311
2024-12-05,65.70759868934311
2024-12-06,131.41519737868623
2024-12-07,131.41519737868623
2024-12-08,131.41519737868623
2024-12-09,131.41519737868623
2024-12-10,65.70759868934311
2024-12-11,131.41519737868623
2024-12-12,131.41519737868623
2024-12-13,131.41519737868623
2024-12-14,131.41519737868623
2024-12-15,131.41519737868623
2024-12-16,131.41519737868623
2024-12-17,131.41519737868623
2024-12-18,131.41519737868623
2024-12-19,131.41519737868623
2024-12-20,131.41519737868623
2024-12-21,131.41519737868623
2024-12-22,131.41519737868623
2024-12-23,131.41519737868623
2024-12-24,131.41519737868623
2024-12-25,197.12279606802934
2024-12-26,197.12279606802934
2024-12-27,197.12279606802934
2024-12-28,197.12279606802934
2024-12-29,197.12279606802934
2024-12-30,197.12279606802934
2024-12-31,197.12279606802934
2025-01-01,197.12279606802934
2025-01-02,197.12279606802934
2025-01-03,197.12279606802934
2025-01-04,197.12279606802934
2025-01-05,262.83039475737246
2025-01-06,197.12279606802934
2025-01-07,197.12279606802934
2025-01-08,197.12279606802934
2025-01-09,262.83039475737246
2025-01-10,197.12279606802934
2025-01-11,262.83039475737246
2025-01-12,197.12279606802934
2025-01-13,197.12279606802934
2025-01-14,262.83039475737246
2025-01-15,394.2455921360587
2025-01-16,3679.6255266032144
2025-01-17,2365.473552816352
2025-01-18,1379.8595724762054
2025-01-19,788.4911842721174
2025-01-20,591.368388204088
2025-01-21,459.9531908254018
2025-01-22,328.5379934467156
2025-01-23,328.5379934467156
2025-01-24,262.83039475737246
2025-01-25,394.2455921360587
2025-01-26,328.5379934467156
2025-01-27,262.83039475737246
2025-01-28,262.83039475737246
2025-01-29,197.12279606802934
2025-01-30,197.12279606802934
2025-01-31,197.12279606802934
2025-02-01,197.12279606802934
2025-02-02,262.83039475737246
2025-02-03,197.12279606802934
2025-02-04,197.12279606802934
2025-02-05,197.12279606802934
2025-02-06,197.12279606802934
2025-02-07,197.12279606802934
2025-02-08,197.12279606802934
2025-02-09,197.12279606802934
2025-02-10,197.12279606802934
2025-02-11,131.41519737868623
2025-02-12,131.41519737868623
2025-02-13,131.41519737868623
2025-02-14,131.41519737868623
2025-02-15,197.12279606802934
2025-02-16,197.12279606802934
2025-02-17,197.12279606802934
2025-02-18,197.12279606802934
2025-02-19,131.41519737868623
2025-02-20,197.12279606802934
2025-02-21,197.12279606802934
2025-02-22,197.12279606802934
2025-02-23,197.12279606802934
2025-02-24,131.41519737868623
2025-02-25,131.41519737868623
2025-02-26,131.41519737868623
2025-02-27,197.12279606802934
2025-02-28,131.41519737868623
2025-03-01,197.12279606802934
2025-03-02,197.12279606802934
2025-03-03,197.12279606802934
2025-03-04,131.41519737868623
2025-03-05,131.41519737868623
2025-03-06,131.41519737868623
2025-03-07,131.41519737868623
2025-03-08,197.12279606802934
2025-03-09,197.12279606802934
2025-03-10,197.12279606802934
2025-03-11,197.12279606802934
2025-03-12,131.41519737868623
2025-03-13,131.41519737868623
2025-03-14,197.12279606802934
2025-03-15,197.12279606802934
2025-03-16,197.12279606802934
2025-03-17,197.12279606802934
2025-03-18,197.12279606802934
2025-03-19,197.12279606802934
2025-03-20,131.41519737868623
2025-03-21,131.41519737868623
2025-03-22,197.12279606802934
2025-03-23,197.12279606802934
2025-03-24,197.12279606802934
2025-03-25,197.12279606802934
2025-03-26,197.12279606802934
2025-03-27,328.5379934467156
2025-03-28,262.83039475737246
2025-03-29,328.5379934467156
2025-03-30,328.5379934467156
2025-03-31,328.5379934467156
2025-04-01,525.6607895147449
2025-04-02,6570.759868934311
2025-04-03,3811.0407239819006
2025-04-04,2365.473552816352
2025-04-05,1642.6899672335778
2025-04-06,1314.1519737868623
2025-04-07,985.6139803401468
2025-04-08,919.9063816508036
2025-04-09,1117.029177718833
2025-04-10,1117.029177718833
2025-04-11,854.1987829614604
2025-04-12,722.7835855827743
2025-04-13,657.0759868934311
2025-04-14,525.6607895147449
2025-04-15,534.6209166087463
2025-04-16,462.93989985673556
2025-04-17,534.6209166087463
2025-04-18,710.836749457439
2025-04-19,606.3019333607568
2025-04-20,567.4747159534177
2025-04-21,534.6209166087463
2025-04-22,462.93989985673556
2025-04-23,854.1987829614604
2025-04-24,3664.6919814465455
2025-04-25,1102.095632562164
2025-04-26,854.1987829614604
2025-04-27,710.836749457439
2025-04-28,567.4747159534177
2025-04-29,462.93989985673556
2025-04-30,462.93989985673556
2025-05-01,462.93989985673556
2025-05-02,391.2588831047249
2025-05-03,462.93989985673556
2025-05-04,462.93989985673556
2025-05-05,391.2588831047249
2025-05-06,391.2588831047249
2025-05-07,391.2588831047249
2025-05-08,639.1557327054284
2025-05-09,495.7936992014071
2025-05-10,462.93989985673556
2025-05-11,462.93989985673556
2025-05-12,391.2588831047249
2025-05-13,424.1126824493964
2025-05-14,391.2588831047249
2025-05-15,388.27217407339106
2025-05-16,465.92660888806927
2025-05-17,465.92660888806927
2025-05-18,465.92660888806927
2025-05-19,388.27217407339106
2025-05-20,388.27217407339106
2025-05-21,388.27217407339106
2025-05-22,310.61773925871285
2025-05-23,388.27217407339106
2025-05-24,388.27217407339106
2025-05-25,465.92660888806927
2025-05-26,465.92660888806927
2025-05-27,465.92660888806927
2025-05-28,543.5810437027475
2025-05-29,543.5810437027475
2025-05-30,543.5810437027475
2025-05-31,621.2354785174257
2025-06-01,776.5443481467821
2025-06-02,854.1987829614603
2025-06-03,1009.5076525908167
2025-06-04,1941.3608703669552
2025-06-05,7765.443481467821
2025-06-06,5435.810437027475
2025-06-07,3805.0673059192322
2025-06-08,2795.5596533284156
2025-06-09,1941.3608703669552
2025-06-10,1475.4342614788861
2025-06-11,1630.7431311082423
2025-06-12,1475.4342614788861
2025-06-13,1397.7798266642078
2025-06-14,1553.0886962935642
2025-06-15,1397.7798266642078
2025-06-16,1087.162087405495
2025-06-17,1009.5076525908167
2025-06-18,1009.5076525908167
2025-06-19,1009.5076525908167
2025-06-20,931.8532177761385
2025-06-21,1009.5076525908167
2025-06-22,931.8532177761385
2025-06-23,776.5443481467821
2025-06-24,776.5443481467821
2025-06-25,776.5443481467821
2025-06-26,854.1987829614603
2025-06-27,854.1987829614603
2025-06-28,854.1987829614603
2025-06-29,776.5443481467821
2025-06-30,621.2354785174257
2025-07-01,776.5443481467821
2025-07-02,698.8899133321039
2025-07-03,698.8899133321039
2025-07-04,776.5443481467821
2025-07-05,776.5443481467821
2025-07-06,776.5443481467821
2025-07-07,621.2354785174257
2025-07-08,621.2354785174257
2025-07-09,621.2354785174257
2025-07-10,543.5810437027475
2025-07-11,621.2354785174257
2025-07-12,698.8899133321039
2025-07-13,776.5443481467821
2025-07-14,543.5810437027475
2025-07-15,543.5810437027475
2025-07-16,543.5810437027475
2025-07-17,698.8899133321039
2025-07-18,698.8899133321039
2025-07-19,854.1987829614603
2025-07-20,854.1987829614603
2025-07-21,621.2354785174257
2025-07-22,621.2354785174257
2025-07-23,621.2354785174257
2025-07-24,621.2354785174257
2025-07-25,543.5810437027475
2025-07-26,698.8899133321039
2025-07-27,698.8899133321039
2025-07-28,543.5810437027475
2025-07-29,621.2354785174257
2025-07-30,698.8899133321039
2025-07-31,698.8899133321039
2025-08-01,621.2354785174257
2025-08-02,621.2354785174257
2025-08-03,621.2354785174257
2025-08-04,465.92660888806927
2025-08-05,465.92660888806927
2025-08-06,388.27217407339106
2025-08-07,388.27217407339106
2025-08-08,388.27217407339106
2025-08-09,543.5810437027475
2025-08-10,543.5810437027475
2025-08-11,388.27217407339106
2025-08-12,388.27217407339106
2025-08-13,310.61773925871285
2025-08-14,388.27217407339106
2025-08-15,388.27217407339106
2025-08-16,388.27217407339106
2025-08-17,465.92660888806927
2025-08-18,310.61773925871285
2025-08-19,310.61773925871285
2025-08-20,310.61773925871285
2025-08-21,310.61773925871285
2025-08-22,310.61773925871285
2025-08-23,388.27217407339106
2025-08-24,388.27217407339106
2025-08-25,310.61773925871285
2025-08-26,310.61773925871285
2025-08-27,232.96330444403463
2025-08-28,232.96330444403463
2025-08-29,310.61773925871285
2025-08-30,388.27217407339106
2025-08-31,388.27217407339106
2025-09-01,388.27217407339106
2025-09-02,232.96330444403463
2025-09-03,232.96330444403463
2025-09-04,310.61773925871285
2025-09-05,310.61773925871285
2025-09-06,388.27217407339106
2025-09-07,388.27217407339106
2025-09-08,232.96330444403463
2025-09-09,232.96330444403463
2025-09-10,232.96330444403463
2025-09-11,232.96330444403463
2025-09-12,465.92660888806927
2025-09-13,465.92660888806927
2025-09-14,388.27217407339106
2025-09-15,310.61773925871285
2025-09-16,310.61773925871285
2025-09-17,232.96330444403463
2025-09-18,232.96330444403463
2025-09-19,310.61773925871285
2025-09-20,388.27217407339106
2025-09-21,388.27217407339106
2025-09-22,232.96330444403463
2025-09-23,310.61773925871285
2025-09-24,232.96330444403463
2025-09-25,310.61773925871285
2025-09-26,310.61773925871285
2025-09-27,388.27217407339106
2025-09-28,388.27217407339106
2025-09-29,232.96330444403463
2025-09-30,232.96330444403463
2025-10-01,232.96330444403463
2025-10-02,310.61773925871285
2025-10-03,232.96330444403463
2025-10-04,388.27217407339106
2025-10-05,388.27217407339106
2025-10-06,232.96330444403463
2025-10-07,232.96330444403463
2025-10-08,232.96330444403463
2025-10-09,232.96330444403463
2025-10-10,232.96330444403463
2025-10-11,310.61773925871285
2025-10-12,388.27217407339106
2025-10-13,310.61773925871285
2025-10-14,232.96330444403463
2025-10-15,310.61773925871285
2025-10-16,388.27217407339106
2025-10-17,388.27217407339106
2025-10-18,465.92660888806927
2025-10-19,388.27217407339106
2025-10-20,310.61773925871285
2025-10-21,310.61773925871285
2025-10-22,310.61773925871285
2025-10-23,310.61773925871285
2025-10-24,310.61773925871285
2025-10-25,388.27217407339106
2025-10-26,388.27217407339106
2025-10-27,310.61773925871285
2025-10-28,232.96330444403463
2025-10-29,232.96330444403463
2025-10-30,310.61773925871285
2025-10-31,310.61773925871285
2025-11-01,465.92660888806927
2025-11-02,465.92660888806927
2025-11-03,388.27217407339106
2025-11-04,310.61773925871285
2025-11-05,310.61773925871285
2025-11-06,310.61773925871285
2025-11-07,388.27217407339106
2025-11-08,465.92660888806927
2025-11-09,543.5810437027475
2025-11-10,388.27217407339106
2025-11-11,465.92660888806927
2025-11-12,388.27217407339106
2025-11-13,388.27217407339106
2025-11-14,465.92660888806927
2025-11-15,543.5810437027475
2025-11-16,621.2354785174257
2025-11-17,465.92660888806927
2025-11-18,465.92660888806927
2025-11-19,465.92660888806927
2025-11-20,543.5810437027475
2025-11-21,543.5810437027475
2025-11-22,698.8899133321039
2025-11-23,776.5443481467821
2025-11-24,698.8899133321039
2025-11-25,776.5443481467821
2025-11-26,776.5443481467821
2025-11-27,1087.162087405495
2025-11-28,1786.052000737599
2025-11-29,1320.1253918495295
2025-11-30,931.8532177761385
2025-12-01,931.8532177761385
2025-12-02,776.5443481467821
2025-12-03,543.5810437027475
2025-12-04,621.2354785174257
2025-12-05,543.5810437027475
2025-12-06,698.8899133321039
2025-12-07,698.8899133321039
2025-12-08,621.2354785174257
2025-12-09,543.5810437027475
2025-12-10,543.5810437027475
2025-12-11,556.5234495051939
2025-12-12,629.86374905239
2025-12-13,785.1726186817464
2025-12-14,711.8323191345503
2025-12-15,603.9789374474972
2025-12-16,556.5234495051939
2025-12-17,621.2354785174257
2025-12-18,612.6072079824614
2025-12-19,677.3192369946933
2025-12-20,841.2563771590139
2025-12-21,793.8008892167106
2025-12-22,776.5443481467821
2025-12-23,776.5443481467821
2025-12-24,923.2249472411743
2025-12-25,1717.025836457885
2025-12-26,1535.8321552236357
2025-12-27,1095.7903579404592
2025-12-28,914.59667670621
2025-12-29,694.5757780646218
2025-12-30,621.2354785174257
2025-12-31,621.2354785174257
2026-01-01,694.5757780646218
2026-01-02,621.2354785174257
2026-01-03,621.2354785174257
2026-01-04,565.1517200401581
2026-01-05,392.5863093408732
2026-01-06,375.32976827094467
2026-01-07,327.87428032864136
2026-01-08,375.32976827094467
2026-01-09,375.32976827094467
2026-01-10,483.1831499579978
2026-01-11,500.43969102792624
2026-01-12,327.87428032864136
2026-01-13,327.87428032864136
2026-01-14,310.61773925871285
2026-01-15,310.61773925871285
2026-01-16,345.1308213985698
2026-01-17,465.92660888806927
2026-01-18,483.1831499579978
2026-01-19,414.15698567828383
2026-01-20,327.87428032864136
2026-01-21,293.3611981887844
2026-01-22,293.3611981887844
2026-01-23,327.87428032864136
2026-01-24,465.92660888806927
2026-01-25,465.92660888806927
2026-01-26,362.38736246849834
2026-01-27,327.87428032864136
2026-01-28,310.61773925871285
2026-01-29,310.61773925871285
2026-01-30,345.1308213985698
2026-01-31,448.6700678181408
2026-02-01,483.1831499579978
2026-02-02,293.3611981887844
2026-02-03,310.61773925871285
2026-02-04,293.3611981887844
2026-02-05,327.87428032864136
2026-02-06,310.61773925871285
2026-02-07,414.15698567828383
2026-02-08,431.4135267482123
2026-02-09,276.10465711885587
2026-02-10,258.84811604892735
2026-02-11,293.3611981887844
2026-02-12,293.3611981887844
2026-02-13,327.87428032864136
2026-02-14,414.15698567828383
2026-02-15,448.6700678181408
2026-02-16,379.6439035384268
2026-02-17,310.61773925871285
2026-02-18,293.3611981887844
2026-02-19,293.3611981887844
2026-02-20,345.1308213985698
2026-02-21,483.1831499579978
2026-02-22,448.6700678181408
2026-02-23,345.1308213985698
2026-02-24,345.1308213985698
2026-02-25,310.61773925871285
2026-02-26,345.1308213985698
2026-02-27,500.43969102792624
2026-02-28,552.2093142377117
2026-03-01,552.2093142377117
2026-03-02,448.6700678181408
2026-03-03,431.4135267482123
2026-03-04,414.15698567828383
2026-03-05,483.1831499579978
2026-03-06,552.2093142377117
2026-03-07,638.4920195873542
2026-03-08,673.0051017272111
2026-03-09,534.9527731677832
2026-03-10,483.1831499579978
2026-03-11,500.43969102792624
2026-03-12,465.92660888806927
2026-03-13,483.1831499579978
2026-03-14,655.7485606572827
2026-03-15,638.4920195873542
2026-03-16,483.1831499579978
2026-03-17,465.92660888806927
2026-03-18,448.6700678181408
2026-03-19,414.15698567828383
2026-03-20,465.92660888806927
2026-03-21,569.4658553076403
2026-03-22,569.4658553076403
2026-03-23,396.9004446083553
2026-03-24,362.38736246849834
2026-03-25,414.15698567828383
2026-03-26,448.6700678181408
2026-03-27,500.43969102792624
2026-03-28,655.7485606572827
2026-03-29,690.2616427971396
2026-03-30,500.43969102792624
2026-03-31,500.43969102792624
2026-04-01,534.9527731677832
2026-04-02,569.4658553076403
2026-04-03,621.2354785174257
2026-04-04,707.5181838670682
2026-04-05,742.0312660069252
2026-04-06,621.2354785174257
2026-04-07,552.2093142377117
2026-04-08,586.7223963775688
2026-04-09,569.4658553076403
2026-04-10,569.4658553076403
2026-04-11,759.2878070768536
2026-04-12,776.5443481467821
2026-04-13,534.9527731677832
2026-04-14,500.43969102792624
2026-04-15,483.1831499579978
2026-04-16,517.6962320978547
2026-04-17,638.4920195873542
2026-04-18,776.5443481467821
2026-04-19,828.3139713565677
2026-04-20,569.4658553076403
2026-04-21,586.7223963775688
2026-04-22,569.4658553076403
2026-04-23,517.6962320978547
2026-04-24,517.6962320978547
2026-04-25,655.7485606572827
2026-04-26,724.7747249369967
2026-04-27,569.4658553076403
2026-04-28,431.4135267482123
2026-04-29,431.4135267482123
2026-04-30,448.6700678181408
2026-05-01,431.4135267482123
2026-05-02,534.9527731677832
2026-05-03,534.9527731677832
2026-05-04,414.15698567828383
2026-05-05,431.4135267482123
2026-05-06,465.92660888806927
2026-05-07,517.6962320978547
2026-05-08,638.4920195873542
2026-05-09,707.5181838670682
2026-05-10,724.7747249369967
2026-05-11,500.43969102792624
2026-05-12,483.1831499579978
2026-05-13,569.4658553076403
2026-05-14,552.2093142377117
2026-05-15,603.9789374474972
2026-05-16,811.0574302866391
2026-05-17,845.5705124264961
2026-05-18,586.7223963775688
2026-05-19,569.4658553076403
2026-05-20,517.6962320978547
2026-05-21,534.9527731677832
2026-05-22,569.4658553076403
2026-05-23,655.7485606572827
2026-05-24,690.2616427971396
2026-05-25,655.7485606572827
2026-05-26,465.92660888806927
2026-05-27,448.6700678181408
2026-05-28,500.43969102792624
2026-05-29,500.43969102792624
2026-05-30,638.4920195873542
2026-05-31,759.2878070768536
