Time,cheesecake_factory
2024-09-22,40.9754416482732
2024-09-23,21.194193956003378
2024-09-24,21.194193956003378
2024-09-25,21.900667087870158
2024-09-26,22.607140219736937
2024-09-27,29.67187153840473
2024-09-28,48.04017296694099
2024-09-29,42.388387912006756
2024-09-30,22.607140219736937
2024-10-01,20.4877208241366
2024-10-02,20.4877208241366
2024-10-03,24.726559615337276
2024-10-04,28.25892527467117
2024-10-05,42.388387912006756
2024-10-06,37.443075988939306
2024-10-07,21.900667087870158
2024-10-08,19.78124769226982
2024-10-09,19.07477456040304
2024-10-10,22.607140219736937
2024-10-11,31.08481780213829
2024-10-12,43.801334175740315
2024-10-13,41.68191478013998
2024-10-14,28.96539840653795
2024-10-15,24.020086483470497
2024-10-16,23.313613351603717
2024-10-17,24.020086483470497
2024-10-18,28.96539840653795
2024-10-19,42.388387912006756
2024-10-20,38.14954912080608
2024-10-21,20.4877208241366
2024-10-22,19.78124769226982
2024-10-23,19.78124769226982
2024-10-24,20.4877208241366
2024-10-25,25.433032747204056
2024-10-26,38.85602225267286
2024-10-27,35.32365659333897
2024-10-28,20.4877208241366
2024-10-29,19.07477456040304
2024-10-30,18.368301428536263
2024-10-31,18.368301428536263
2024-11-01,26.84597901093761
2024-11-02,43.094861043873536
2024-11-03,39.56249538453964
2024-11-04,21.900667087870158
2024-11-05,17.661828296669484
2024-11-06,14.129462637335585
2024-11-07,18.368301428536263
2024-11-08,28.96539840653795
2024-11-09,43.801334175740315
2024-11-10,42.388387912006756
2024-11-11,28.96539840653795
2024-11-12,21.900667087870158
2024-11-13,20.4877208241366
2024-11-14,22.607140219736937
2024-11-15,27.55245214280439
2024-11-16,42.388387912006756
2024-11-17,43.801334175740315
2024-11-18,21.900667087870158
2024-11-19,20.4877208241366
2024-11-20,22.607140219736937
2024-11-21,22.607140219736937
2024-11-22,29.67187153840473
2024-11-23,42.388387912006756
2024-11-24,41.68191478013998
2024-11-25,26.139505879070835
2024-11-26,26.139505879070835
2024-11-27,33.91071032960541
2024-11-28,28.96539840653795
2024-11-29,31.79129093400507
2024-11-30,36.736602857072526
2024-12-01,33.20423719773863
2024-12-02,20.4877208241366
2024-12-03,19.07477456040304
2024-12-04,21.194193956003378
2024-12-05,20.4877208241366
2024-12-06,26.139505879070835
2024-12-07,40.9754416482732
2024-12-08,38.85602225267286
2024-12-09,22.607140219736937
2024-12-10,22.607140219736937
2024-12-11,22.607140219736937
2024-12-12,25.433032747204056
2024-12-13,29.67187153840473
2024-12-14,47.33369983507421
2024-12-15,45.214280439473875
2024-12-16,26.139505879070835
2024-12-17,26.139505879070835
2024-12-18,27.55245214280439
2024-12-19,29.67187153840473
2024-12-20,36.736602857072526
2024-12-21,44.507807307607095
2024-12-22,48.04017296694099
2024-12-23,43.094861043873536
2024-12-24,45.214280439473875
2024-12-25,33.91071032960541
2024-12-26,33.91071032960541
2024-12-27,44.507807307607095
2024-12-28,56.51785054934234
2024-12-29,48.74664609880777
2024-12-30,41.68191478013998
2024-12-31,48.74664609880777
2025-01-01,48.04017296694099
2025-01-02,31.79129093400507
2025-01-03,36.03012972520575
2025-01-04,46.627226703207434
2025-01-05,39.56249538453964
2025-01-06,21.900667087870158
2025-01-07,21.900667087870158
2025-01-08,22.607140219736937
2025-01-09,22.607140219736937
2025-01-10,25.433032747204056
2025-01-11,43.094861043873536
2025-01-12,42.388387912006756
2025-01-13,24.020086483470497
2025-01-14,21.194193956003378
2025-01-15,21.900667087870158
2025-01-16,23.313613351603717
2025-01-17,30.37834467027151
2025-01-18,48.74664609880777
2025-01-19,40.26896851640642
2025-01-20,30.37834467027151
2025-01-21,19.07477456040304
2025-01-22,20.4877208241366
2025-01-23,21.900667087870158
2025-01-24,28.96539840653795
2025-01-25,47.33369983507421
2025-01-26,43.094861043873536
2025-01-27,21.900667087870158
2025-01-28,19.78124769226982
2025-01-29,23.313613351603717
2025-01-30,21.900667087870158
2025-01-31,28.96539840653795
2025-02-01,45.920753571340654
2025-02-02,43.801334175740315
2025-02-03,21.194193956003378
2025-02-04,18.368301428536263
2025-02-05,20.4877208241366
2025-02-06,22.607140219736937
2025-02-07,28.25892527467117
2025-02-08,43.094861043873536
2025-02-09,34.61718346147219
2025-02-10,20.4877208241366
2025-02-11,23.313613351603717
2025-02-12,26.84597901093761
2025-02-13,33.91071032960541
2025-02-14,58.63726994494268
2025-02-15,67.82142065921082
2025-02-16,48.74664609880777
2025-02-17,32.49776406587185
2025-02-18,22.607140219736937
2025-02-19,21.900667087870158
2025-02-20,21.900667087870158
2025-02-21,31.08481780213829
2025-02-22,49.45311923067455
2025-02-23,48.04017296694099
2025-02-24,24.020086483470497
2025-02-25,21.900667087870158
2025-02-26,21.900667087870158
2025-02-27,24.020086483470497
2025-02-28,29.67187153840473
2025-03-01,48.74664609880777
2025-03-02,43.094861043873536
2025-03-03,24.020086483470497
2025-03-04,19.07477456040304
2025-03-05,20.4877208241366
2025-03-06,22.607140219736937
2025-03-07,28.96539840653795
2025-03-08,49.45311923067455
2025-03-09,45.214280439473875
2025-03-10,22.607140219736937
2025-03-11,21.194193956003378
2025-03-12,21.900667087870158
2025-03-13,24.726559615337276
2025-03-14,29.67187153840473
2025-03-15,45.920753571340654
2025-03-16,42.388387912006756
2025-03-17,23.313613351603717
2025-03-18,23.313613351603717
2025-03-19,24.726559615337276
2025-03-20,27.55245214280439
2025-03-21,34.61718346147219
2025-03-22,50.15959236254133
2025-03-23,44.507807307607095
2025-03-24,22.607140219736937
2025-03-25,19.07477456040304
2025-03-26,23.313613351603717
2025-03-27,23.313613351603717
2025-03-28,31.79129093400507
2025-03-29,46.627226703207434
2025-03-30,44.507807307607095
2025-03-31,22.607140219736937
2025-04-01,21.900667087870158
2025-04-02,20.4877208241366
2025-04-03,23.313613351603717
2025-04-04,28.96539840653795
2025-04-05,45.920753571340654
2025-04-06,40.9754416482732
2025-04-07,20.4877208241366
2025-04-08,19.78124769226982
2025-04-09,21.900667087870158
2025-04-10,23.313613351603717
2025-04-11,30.37834467027151
2025-04-12,46.627226703207434
2025-04-13,43.094861043873536
2025-04-14,22.607140219736937
2025-04-15,23.313613351603717
2025-04-16,24.020086483470497
2025-04-17,26.84597901093761
2025-04-18,35.32365659333897
2025-04-19,45.214280439473875
2025-04-20,48.04017296694099
2025-04-21,25.433032747204056
2025-04-22,21.194193956003378
2025-04-23,21.900667087870158
2025-04-24,21.194193956003378
2025-04-25,27.55245214280439
2025-04-26,43.094861043873536
2025-04-27,39.56249538453964
2025-04-28,21.900667087870158
2025-04-29,20.4877208241366
2025-04-30,19.78124769226982
2025-05-01,21.194193956003378
2025-05-02,26.139505879070835
2025-05-03,41.68191478013998
2025-05-04,40.26896851640642
2025-05-05,21.900667087870158
2025-05-06,20.4877208241366
2025-05-07,22.607140219736937
2025-05-08,26.139505879070835
2025-05-09,31.79129093400507
2025-05-10,60.05021620867624
2025-05-11,70.64731318667793
2025-05-12,25.433032747204056
2025-05-13,21.900667087870158
2025-05-14,20.4877208241366
2025-05-15,21.900667087870158
2025-05-16,26.84597901093761
2025-05-17,41.68191478013998
2025-05-18,40.26896851640642
2025-05-19,21.900667087870158
2025-05-20,21.900667087870158
2025-05-21,23.313613351603717
2025-05-22,26.139505879070835
2025-05-23,29.67187153840473
2025-05-24,40.9754416482732
2025-05-25,40.26896851640642
2025-05-26,33.91071032960541
2025-05-27,22.607140219736937
2025-05-28,21.900667087870158
2025-05-29,24.726559615337276
2025-05-30,28.25892527467117
2025-05-31,39.56249538453964
2025-06-01,36.736602857072526
2025-06-02,21.900667087870158
2025-06-03,21.900667087870158
2025-06-04,22.607140219736937
2025-06-05,24.020086483470497
2025-06-06,28.25892527467117
2025-06-07,40.26896851640642
2025-06-08,34.61718346147219
2025-06-09,23.313613351603717
2025-06-10,22.607140219736937
2025-06-11,23.313613351603717
2025-06-12,24.020086483470497
2025-06-13,29.67187153840473
2025-06-14,40.9754416482732
2025-06-15,50.15959236254133
2025-06-16,23.313613351603717
2025-06-17,22.607140219736937
2025-06-18,22.607140219736937
2025-06-19,25.433032747204056
2025-06-20,28.25892527467117
2025-06-21,35.32365659333897
2025-06-22,34.61718346147219
2025-06-23,21.900667087870158
2025-06-24,22.607140219736937
2025-06-25,22.607140219736937
2025-06-26,24.020086483470497
2025-06-27,29.67187153840473
2025-06-28,36.736602857072526
2025-06-29,36.736602857072526
2025-06-30,22.607140219736937
2025-07-01,22.607140219736937
2025-07-02,23.313613351603717
2025-07-03,26.139505879070835
2025-07-04,31.79129093400507
2025-07-05,35.32365659333897
2025-07-06,36.736602857072526
2025-07-07,24.020086483470497
2025-07-08,20.4877208241366
2025-07-09,22.607140219736937
2025-07-10,24.020086483470497
2025-07-11,28.96539840653795
2025-07-12,37.443075988939306
2025-07-13,37.443075988939306
2025-07-14,22.607140219736937
2025-07-15,22.607140219736937
2025-07-16,25.433032747204056
2025-07-17,24.020086483470497
2025-07-18,31.08481780213829
2025-07-19,41.68191478013998
2025-07-20,41.68191478013998
2025-07-21,24.020086483470497
2025-07-22,25.433032747204056
2025-07-23,24.726559615337276
2025-07-24,26.84597901093761
2025-07-25,32.49776406587185
2025-07-26,43.094861043873536
2025-07-27,39.56249538453964
2025-07-28,26.139505879070835
2025-07-29,25.433032747204056
2025-07-30,43.801334175740315
2025-07-31,33.91071032960541
2025-08-01,32.49776406587185
2025-08-02,43.094861043873536
2025-08-03,41.68191478013998
2025-08-04,25.433032747204056
2025-08-05,24.020086483470497
2025-08-06,23.313613351603717
2025-08-07,24.020086483470497
2025-08-08,31.08481780213829
2025-08-09,41.68191478013998
2025-08-10,41.68191478013998
2025-08-11,23.313613351603717
2025-08-12,23.313613351603717
2025-08-13,22.607140219736937
2025-08-14,24.020086483470497
2025-08-15,28.96539840653795
2025-08-16,40.9754416482732
2025-08-17,38.85602225267286
2025-08-18,24.020086483470497
2025-08-19,21.194193956003378
2025-08-20,22.607140219736937
2025-08-21,24.020086483470497
2025-08-22,26.139505879070835
2025-08-23,40.26896851640642
2025-08-24,36.03012972520575
2025-08-25,20.4877208241366
2025-08-26,19.07477456040304
2025-08-27,19.07477456040304
2025-08-28,19.07477456040304
2025-08-29,25.433032747204056
2025-08-30,36.03012972520575
2025-08-31,42.388387912006756
2025-09-01,33.91071032960541
2025-09-02,17.661828296669484
2025-09-03,17.661828296669484
2025-09-04,19.78124769226982
2025-09-05,23.313613351603717
2025-09-06,34.61718346147219
2025-09-07,31.79129093400507
2025-09-08,17.661828296669484
2025-09-09,17.661828296669484
2025-09-10,17.661828296669484
2025-09-11,18.368301428536263
2025-09-12,24.020086483470497
2025-09-13,37.443075988939306
2025-09-14,33.91071032960541
2025-09-15,17.661828296669484
2025-09-16,17.661828296669484
2025-09-17,19.07477456040304
2025-09-18,20.4877208241366
2025-09-19,25.433032747204056
2025-09-20,38.85602225267286
2025-09-21,33.20423719773863
2025-09-22,18.368301428536263
2025-09-23,19.07477456040304
2025-09-24,18.368301428536263
2025-09-25,20.4877208241366
2025-09-26,26.139505879070835
2025-09-27,41.68191478013998
2025-09-28,36.03012972520575
2025-09-29,19.07477456040304
2025-09-30,18.368301428536263
2025-10-01,17.661828296669484
2025-10-02,19.07477456040304
2025-10-03,25.433032747204056
2025-10-04,39.56249538453964
2025-10-05,34.61718346147219
2025-10-06,19.07477456040304
2025-10-07,18.368301428536263
2025-10-08,20.4877208241366
2025-10-09,20.4877208241366
2025-10-10,26.139505879070835
2025-10-11,41.68191478013998
2025-10-12,36.736602857072526
2025-10-13,26.84597901093761
2025-10-14,24.726559615337276
2025-10-15,21.900667087870158
2025-10-16,25.433032747204056
2025-10-17,27.55245214280439
2025-10-18,40.26896851640642
2025-10-19,37.443075988939306
2025-10-20,21.900667087870158
2025-10-21,19.07477456040304
2025-10-22,20.4877208241366
2025-10-23,21.194193956003378
2025-10-24,26.139505879070835
2025-10-25,40.9754416482732
2025-10-26,37.443075988939306
2025-10-27,18.368301428536263
2025-10-28,18.368301428536263
2025-10-29,17.661828296669484
2025-10-30,18.368301428536263
2025-10-31,19.78124769226982
2025-11-01,38.14954912080608
2025-11-02,33.91071032960541
2025-11-03,21.194193956003378
2025-11-04,18.368301428536263
2025-11-05,17.661828296669484
2025-11-06,21.900667087870158
2025-11-07,26.139505879070835
2025-11-08,43.094861043873536
2025-11-09,39.56249538453964
2025-11-10,21.900667087870158
2025-11-11,25.433032747204056
2025-11-12,21.900667087870158
2025-11-13,22.607140219736937
2025-11-14,28.96539840653795
2025-11-15,43.094861043873536
2025-11-16,38.14954912080608
2025-11-17,22.607140219736937
2025-11-18,21.900667087870158
2025-11-19,24.020086483470497
2025-11-20,24.020086483470497
2025-11-21,32.49776406587185
2025-11-22,47.33369983507421
2025-11-23,42.388387912006756
2025-11-24,28.96539840653795
2025-11-25,28.96539840653795
2025-11-26,33.20423719773863
2025-11-27,23.313613351603717
2025-11-28,28.96539840653795
2025-11-29,35.32365659333897
2025-11-30,33.20423719773863
2025-12-01,20.4877208241366
2025-12-02,18.368301428536263
2025-12-03,19.78124769226982
2025-12-04,23.313613351603717
2025-12-05,27.55245214280439
2025-12-06,43.801334175740315
2025-12-07,39.56249538453964
2025-12-08,24.020086483470497
2025-12-09,22.607140219736937
2025-12-10,23.313613351603717
2025-12-11,24.616173188483092
2025-12-12,31.824406862061323
2025-12-13,45.832444429857304
2025-12-14,39.385877101572945
2025-12-15,26.139505879070835
2025-12-16,24.616173188483092
2025-12-17,27.662838569658575
2025-12-18,28.01607513559197
2025-12-19,32.5860732073552
2025-12-20,49.99401272226005
2025-12-21,47.355777120445055
2025-12-22,37.8625444109852
2025-12-23,38.62421075627907
2025-12-24,46.59411077515118
2025-12-25,32.17764342799472
2025-12-26,37.509307845051815
2025-12-27,48.87910981103279
2025-12-28,47.355777120445055
2025-12-29,38.27097419034568
2025-12-30,40.90920979216069
2025-12-31,48.470680031672316
2026-01-01,48.87910981103279
2026-01-02,42.43254248274843
2026-01-03,47.355777120445055
2026-01-04,42.78577904868182
2026-01-05,23.50127027725583
2026-01-06,22.73960393196196
2026-01-07,23.85450684318922
2026-01-08,23.50127027725583
2026-01-09,30.30107417147358
2026-01-10,49.82843308197878
2026-01-11,42.476697053490106
2026-01-12,23.688927202907944
2026-01-13,22.055208085466017
2026-01-14,21.238348526745053
2026-01-15,23.688927202907944
2026-01-16,30.223803672675654
2026-01-17,49.011573523257816
2026-01-18,44.110416170932034
2026-01-19,34.30810146628047
2026-01-20,21.238348526745053
2026-01-21,22.055208085466017
2026-01-22,21.238348526745053
2026-01-23,26.139505879070835
2026-01-24,39.20925881860625
2026-01-25,28.590084555233727
2026-01-26,22.87206764418698
2026-01-27,21.238348526745053
2026-01-28,22.87206764418698
2026-01-29,24.505786761628908
2026-01-30,31.040663231396618
2026-01-31,51.46215219942071
2026-02-01,44.927275729653
2026-02-02,23.688927202907944
2026-02-03,21.238348526745053
2026-02-04,22.055208085466017
2026-02-05,23.688927202907944
2026-02-06,30.223803672675654
2026-02-07,45.74413528837396
2026-02-08,37.575539701164324
2026-02-09,20.42148896802409
2026-02-10,24.505786761628908
2026-02-11,27.773224996512763
2026-02-12,30.223803672675654
2026-02-13,44.110416170932034
2026-02-14,81.68595587209636
2026-02-15,62.8981860215142
2026-02-16,34.30810146628047
2026-02-17,26.139505879070835
2026-02-18,23.688927202907944
2026-02-19,25.32264632034987
2026-02-20,31.85752279011758
2026-02-21,49.82843308197878
2026-02-22,40.84297793604818
2026-02-23,22.87206764418698
2026-02-24,22.87206764418698
2026-02-25,23.688927202907944
2026-02-26,25.32264632034987
2026-02-27,31.85752279011758
2026-02-28,49.011573523257816
2026-03-01,44.927275729653
2026-03-02,23.688927202907944
2026-03-03,21.238348526745053
2026-03-04,21.238348526745053
2026-03-05,22.87206764418698
2026-03-06,31.040663231396618
2026-03-07,51.46215219942071
2026-03-08,44.110416170932034
2026-03-09,22.87206764418698
2026-03-10,22.87206764418698
2026-03-11,22.87206764418698
2026-03-12,25.32264632034987
2026-03-13,33.491241907559505
2026-03-14,54.72959043430456
2026-03-15,44.927275729653
2026-03-16,23.688927202907944
2026-03-17,22.87206764418698
2026-03-18,24.505786761628908
2026-03-19,26.139505879070835
2026-03-20,33.491241907559505
2026-03-21,49.011573523257816
2026-03-22,43.29355661221107
2026-03-23,23.688927202907944
2026-03-24,24.505786761628908
2026-03-25,28.590084555233727
2026-03-26,23.688927202907944
2026-03-27,31.040663231396618
2026-03-28,45.74413528837396
2026-03-29,46.560994847094925
2026-03-30,25.32264632034987
2026-03-31,24.505786761628908
2026-04-01,29.40694411395469
2026-04-02,29.40694411395469
2026-04-03,37.575539701164324
2026-04-04,46.560994847094925
2026-04-05,49.011573523257816
2026-04-06,25.32264632034987
2026-04-07,22.87206764418698
2026-04-08,26.139505879070835
2026-04-09,24.505786761628908
2026-04-10,29.40694411395469
2026-04-11,44.110416170932034
2026-04-12,40.026118377327215
2026-04-13,22.055208085466017
2026-04-14,21.238348526745053
2026-04-15,22.055208085466017
2026-04-16,24.505786761628908
2026-04-17,29.40694411395469
2026-04-18,44.110416170932034
2026-04-19,42.476697053490106
2026-04-20,23.688927202907944
2026-04-21,21.238348526745053
2026-04-22,22.87206764418698
2026-04-23,22.87206764418698
2026-04-24,27.773224996512763
2026-04-25,43.29355661221107
2026-04-26,47.37785440581589
2026-04-27,22.87206764418698
2026-04-28,21.238348526745053
2026-04-29,23.688927202907944
2026-04-30,25.32264632034987
2026-05-01,30.223803672675654
2026-05-02,46.560994847094925
2026-05-03,45.74413528837396
2026-05-04,27.773224996512763
2026-05-05,24.505786761628908
2026-05-06,27.773224996512763
2026-05-07,30.223803672675654
2026-05-08,39.20925881860625
2026-05-09,60.44760734535131
2026-05-10,70.24992205000287
2026-05-11,31.040663231396618
2026-05-12,25.32264632034987
2026-05-13,24.505786761628908
2026-05-14,25.32264632034987
2026-05-15,31.040663231396618
2026-05-16,46.560994847094925
2026-05-17,40.84297793604818
2026-05-18,23.688927202907944
2026-05-19,23.688927202907944
2026-05-20,24.505786761628908
2026-05-21,25.32264632034987
2026-05-22,31.040663231396618
2026-05-23,46.560994847094925
2026-05-24,49.011573523257816
2026-05-25,34.30810146628047
2026-05-26,22.87206764418698
2026-05-27,22.87206764418698
2026-05-28,25.32264632034987
2026-05-29,31.85752279011758
2026-05-30,40.84297793604818
2026-05-31,36.75868014244336
