Time,austin_butler
2024-09-20,4.561591228575574
2024-09-21,5.511922734528819
2024-09-22,6.6523205416727125
2024-09-23,4.751657529766224
2024-09-24,4.561591228575574
2024-09-25,4.371524927384925
2024-09-26,4.181458626194276
2024-09-27,3.991392325003628
2024-09-28,5.511922734528819
2024-09-29,5.131790132147521
2024-09-30,3.8013260238129787
2024-10-01,3.8013260238129787
2024-10-02,3.8013260238129787
2024-10-03,4.941723830956873
2024-10-04,4.371524927384925
2024-10-05,6.272187939291415
2024-10-06,5.701989035719468
2024-10-07,3.6112597226223295
2024-10-08,3.231127120241032
2024-10-09,4.181458626194276
2024-10-10,3.421193421431681
2024-10-11,3.6112597226223295
2024-10-12,5.131790132147521
2024-10-13,4.181458626194276
2024-10-14,3.421193421431681
2024-10-15,3.6112597226223295
2024-10-16,3.8013260238129787
2024-10-17,3.041060819050383
2024-10-18,3.6112597226223295
2024-10-19,3.231127120241032
2024-10-20,3.8013260238129787
2024-10-21,3.041060819050383
2024-10-22,3.421193421431681
2024-10-23,3.041060819050383
2024-10-24,3.231127120241032
2024-10-25,3.421193421431681
2024-10-26,3.231127120241032
2024-10-27,3.991392325003628
2024-10-28,3.6112597226223295
2024-10-29,3.8013260238129787
2024-10-30,3.991392325003628
2024-10-31,2.660928216669085
2024-11-01,3.991392325003628
2024-11-02,4.561591228575574
2024-11-03,5.131790132147521
2024-11-04,3.6112597226223295
2024-11-05,3.231127120241032
2024-11-06,1.9006630119064893
2024-11-07,2.850994517859734
2024-11-08,3.6112597226223295
2024-11-09,6.6523205416727125
2024-11-10,4.751657529766224
2024-11-11,3.421193421431681
2024-11-12,2.850994517859734
2024-11-13,3.421193421431681
2024-11-14,3.8013260238129787
2024-11-15,3.8013260238129787
2024-11-16,3.231127120241032
2024-11-17,5.32185643333817
2024-11-18,5.701989035719468
2024-11-19,3.991392325003628
2024-11-20,3.041060819050383
2024-11-21,3.6112597226223295
2024-11-22,3.8013260238129787
2024-11-23,4.181458626194276
2024-11-24,4.371524927384925
2024-11-25,3.8013260238129787
2024-11-26,5.131790132147521
2024-11-27,4.181458626194276
2024-11-28,4.371524927384925
2024-11-29,3.6112597226223295
2024-11-30,4.371524927384925
2024-12-01,3.991392325003628
2024-12-02,3.231127120241032
2024-12-03,2.4708619154784364
2024-12-04,3.991392325003628
2024-12-05,3.6112597226223295
2024-12-06,3.231127120241032
2024-12-07,3.421193421431681
2024-12-08,3.6112597226223295
2024-12-09,3.231127120241032
2024-12-10,4.181458626194276
2024-12-11,9.693381360723096
2024-12-12,14.25497258929867
2024-12-13,8.552983553579201
2024-12-14,8.552983553579201
2024-12-15,8.172850951197905
2024-12-16,5.32185643333817
2024-12-17,4.941723830956873
2024-12-18,5.32185643333817
2024-12-19,5.32185643333817
2024-12-20,5.32185643333817
2024-12-21,6.842386842863362
2024-12-22,6.462254240482064
2024-12-23,5.892055336910117
2024-12-24,6.082121638100766
2024-12-25,6.462254240482064
2024-12-26,6.6523205416727125
2024-12-27,5.701989035719468
2024-12-28,5.511922734528819
2024-12-29,6.462254240482064
2024-12-30,4.371524927384925
2024-12-31,4.941723830956873
2025-01-01,5.892055336910117
2025-01-02,5.892055336910117
2025-01-03,5.511922734528819
2025-01-04,7.7927183488166065
2025-01-05,7.412585746435308
2025-01-06,6.842386842863362
2025-01-07,6.6523205416727125
2025-01-08,19.006630119064894
2025-01-09,8.74304985476985
2025-01-10,5.511922734528819
2025-01-11,6.082121638100766
2025-01-12,6.842386842863362
2025-01-13,5.511922734528819
2025-01-14,4.561591228575574
2025-01-15,4.561591228575574
2025-01-16,3.991392325003628
2025-01-17,6.082121638100766
2025-01-18,6.6523205416727125
2025-01-19,7.222519445244659
2025-01-20,5.32185643333817
2025-01-21,5.32185643333817
2025-01-22,4.751657529766224
2025-01-23,3.991392325003628
2025-01-24,4.181458626194276
2025-01-25,6.082121638100766
2025-01-26,6.272187939291415
2025-01-27,3.991392325003628
2025-01-28,4.181458626194276
2025-01-29,4.181458626194276
2025-01-30,4.371524927384925
2025-01-31,5.701989035719468
2025-02-01,5.32185643333817
2025-02-02,5.892055336910117
2025-02-03,3.6112597226223295
2025-02-04,3.6112597226223295
2025-02-05,3.231127120241032
2025-02-06,3.8013260238129787
2025-02-07,3.6112597226223295
2025-02-08,4.941723830956873
2025-02-09,6.272187939291415
2025-02-10,3.991392325003628
2025-02-11,4.181458626194276
2025-02-12,4.371524927384925
2025-02-13,3.421193421431681
2025-02-14,3.6112597226223295
2025-02-15,3.421193421431681
2025-02-16,3.8013260238129787
2025-02-17,3.421193421431681
2025-02-18,3.6112597226223295
2025-02-19,2.280795614287787
2025-02-20,2.660928216669085
2025-02-21,3.421193421431681
2025-02-22,4.181458626194276
2025-02-23,4.371524927384925
2025-02-24,2.660928216669085
2025-02-25,3.231127120241032
2025-02-26,3.6112597226223295
2025-02-27,4.561591228575574
2025-02-28,3.421193421431681
2025-03-01,3.8013260238129787
2025-03-02,4.941723830956873
2025-03-03,5.892055336910117
2025-03-04,4.181458626194276
2025-03-05,3.6112597226223295
2025-03-06,3.8013260238129787
2025-03-07,3.231127120241032
2025-03-08,3.991392325003628
2025-03-09,5.32185643333817
2025-03-10,4.941723830956873
2025-03-11,3.8013260238129787
2025-03-12,5.511922734528819
2025-03-13,5.32185643333817
2025-03-14,3.421193421431681
2025-03-15,4.371524927384925
2025-03-16,4.751657529766224
2025-03-17,4.371524927384925
2025-03-18,3.991392325003628
2025-03-19,3.041060819050383
2025-03-20,3.6112597226223295
2025-03-21,2.850994517859734
2025-03-22,4.181458626194276
2025-03-23,3.421193421431681
2025-03-24,3.041060819050383
2025-03-25,3.041060819050383
2025-03-26,3.041060819050383
2025-03-27,3.421193421431681
2025-03-28,3.421193421431681
2025-03-29,3.231127120241032
2025-03-30,3.041060819050383
2025-03-31,2.660928216669085
2025-04-01,3.6112597226223295
2025-04-02,3.041060819050383
2025-04-03,4.941723830956873
2025-04-04,9.693381360723096
2025-04-05,5.32185643333817
2025-04-06,4.941723830956873
2025-04-07,3.421193421431681
2025-04-08,4.941723830956873
2025-04-09,3.8013260238129787
2025-04-10,3.991392325003628
2025-04-11,3.6112597226223295
2025-04-12,4.941723830956873
2025-04-13,5.32185643333817
2025-04-14,7.032453144054011
2025-04-15,8.770202183511373
2025-04-16,4.697352872283181
2025-04-17,3.855630681296021
2025-04-18,3.9506638318913456
2025-04-19,5.131790132147521
2025-04-20,4.602319721687856
2025-04-21,2.7695375316351702
2025-04-22,2.891723010972016
2025-04-23,3.6384120513638507
2025-04-24,3.203974791499511
2025-04-25,2.9867561615673406
2025-04-26,3.421193421431681
2025-04-27,3.421193421431681
2025-04-28,2.9867561615673406
2025-04-29,4.385101091755686
2025-04-30,6.095697802471527
2025-05-01,5.131790132147521
2025-05-02,3.9506638318913456
2025-05-03,3.9506638318913456
2025-05-04,4.167882461823515
2025-05-05,2.9867561615673406
2025-05-06,4.385101091755686
2025-05-07,2.9867561615673406
2025-05-08,2.9867561615673406
2025-05-09,2.6745043810398457
2025-05-10,3.3261602708363567
2025-05-11,3.855630681296021
2025-05-12,2.6745043810398457
2025-05-13,3.421193421431681
2025-05-14,2.3622526005123508
2025-05-15,2.6880805454106063
2025-05-16,2.9324515040842978
2025-05-17,6.353644925515979
2025-05-18,6.109273966842287
2025-05-19,5.620532049494904
2025-05-20,3.909935338779064
2025-05-21,5.3761610908212125
2025-05-22,8.797354512252893
2025-05-23,4.8874191734738295
2025-05-24,4.154306297452755
2025-05-25,6.109273966842287
2025-05-26,7.575499718884436
2025-05-27,7.819870677558128
2025-05-28,8.552983553579201
2025-05-29,5.3761610908212125
2025-05-30,4.643048214800138
2025-05-31,4.3986772561264464
2025-06-01,4.154306297452755
2025-06-02,4.154306297452755
2025-06-03,3.6655643801053723
2025-06-04,3.421193421431681
2025-06-05,3.421193421431681
2025-06-06,3.6655643801053723
2025-06-07,3.909935338779064
2025-06-08,4.3986772561264464
2025-06-09,3.421193421431681
2025-06-10,4.643048214800138
2025-06-11,4.154306297452755
2025-06-12,4.154306297452755
2025-06-13,2.6880805454106063
2025-06-14,4.643048214800138
2025-06-15,4.3986772561264464
2025-06-16,3.6655643801053723
2025-06-17,3.6655643801053723
2025-06-18,2.9324515040842978
2025-06-19,2.9324515040842978
2025-06-20,3.421193421431681
2025-06-21,3.421193421431681
2025-06-22,3.6655643801053723
2025-06-23,3.1768224627579893
2025-06-24,4.154306297452755
2025-06-25,3.1768224627579893
2025-06-26,2.4437095867369147
2025-06-27,3.1768224627579893
2025-06-28,3.909935338779064
2025-06-29,3.909935338779064
2025-06-30,2.9324515040842978
2025-07-01,2.9324515040842978
2025-07-02,2.6880805454106063
2025-07-03,2.9324515040842978
2025-07-04,3.909935338779064
2025-07-05,3.6655643801053723
2025-07-06,4.154306297452755
2025-07-07,3.909935338779064
2025-07-08,2.4437095867369147
2025-07-09,2.9324515040842978
2025-07-10,2.6880805454106063
2025-07-11,3.421193421431681
2025-07-12,4.8874191734738295
2025-07-13,5.3761610908212125
2025-07-14,4.154306297452755
2025-07-15,7.575499718884436
2025-07-16,4.643048214800138
2025-07-17,5.620532049494904
2025-07-18,4.643048214800138
2025-07-19,6.109273966842287
2025-07-20,7.086757801537053
2025-07-21,4.8874191734738295
2025-07-22,3.909935338779064
2025-07-23,4.3986772561264464
2025-07-24,3.909935338779064
2025-07-25,4.8874191734738295
2025-07-26,5.8649030081685956
2025-07-27,7.575499718884436
2025-07-28,4.8874191734738295
2025-07-29,7.086757801537053
2025-07-30,8.30861259490551
2025-07-31,8.064241636231818
2025-08-01,6.842386842863362
2025-08-02,7.086757801537053
2025-08-03,8.30861259490551
2025-08-04,6.353644925515979
2025-08-05,6.109273966842287
2025-08-06,6.353644925515979
2025-08-07,5.131790132147521
2025-08-08,5.131790132147521
2025-08-09,9.286096429600276
2025-08-10,9.041725470926584
2025-08-11,6.59801588418967
2025-08-12,6.59801588418967
2025-08-13,15.395370396442564
2025-08-14,14.90662847909518
2025-08-15,14.417886561747798
2025-08-16,11.974176975010883
2025-08-17,13.440402727053032
2025-08-18,11.4854350576635
2025-08-19,15.639741355116255
2025-08-20,18.32782190052686
2025-08-21,18.572192859200552
2025-08-22,20.527160528590084
2025-08-23,20.282789569916392
2025-08-24,19.549676693895318
2025-08-25,17.839079983179477
2025-08-26,17.594709024505786
2025-08-27,16.86159614848471
2025-08-28,19.549676693895318
2025-08-29,21.993386280632233
2025-08-30,24.43709586736915
2025-08-31,22.970870115327
2025-09-01,21.015902445937467
2025-09-02,17.594709024505786
2025-09-03,12.951660809705649
2025-09-04,12.218547933684574
2025-09-05,11.974176975010883
2025-09-06,14.66225752042149
2025-09-07,15.884112313789947
2025-09-08,10.752322181642425
2025-09-09,9.774838346947659
2025-09-10,7.331128760210745
2025-09-11,7.086757801537053
2025-09-12,6.842386842863362
2025-09-13,7.819870677558128
2025-09-14,7.331128760210745
2025-09-15,6.109273966842287
2025-09-16,4.3986772561264464
2025-09-17,5.620532049494904
2025-09-18,4.8874191734738295
2025-09-19,6.109273966842287
2025-09-20,6.353644925515979
2025-09-21,7.331128760210745
2025-09-22,4.643048214800138
2025-09-23,4.3986772561264464
2025-09-24,3.6655643801053723
2025-09-25,3.6655643801053723
2025-09-26,4.8874191734738295
2025-09-27,6.353644925515979
2025-09-28,6.59801588418967
2025-09-29,4.643048214800138
2025-09-30,4.643048214800138
2025-10-01,4.8874191734738295
2025-10-02,5.131790132147521
2025-10-03,5.3761610908212125
2025-10-04,7.331128760210745
2025-10-05,7.086757801537053
2025-10-06,4.3986772561264464
2025-10-07,4.8874191734738295
2025-10-08,6.353644925515979
2025-10-09,5.620532049494904
2025-10-10,5.8649030081685956
2025-10-11,6.842386842863362
2025-10-12,5.620532049494904
2025-10-13,4.3986772561264464
2025-10-14,3.909935338779064
2025-10-15,4.643048214800138
2025-10-16,4.3986772561264464
2025-10-17,3.909935338779064
2025-10-18,4.643048214800138
2025-10-19,5.131790132147521
2025-10-20,3.909935338779064
2025-10-21,6.109273966842287
2025-10-22,5.8649030081685956
2025-10-23,3.421193421431681
2025-10-24,4.643048214800138
2025-10-25,5.8649030081685956
2025-10-26,5.620532049494904
2025-10-27,5.131790132147521
2025-10-28,4.154306297452755
2025-10-29,5.8649030081685956
2025-10-30,6.842386842863362
2025-10-31,4.643048214800138
2025-11-01,6.109273966842287
2025-11-02,7.086757801537053
2025-11-03,5.620532049494904
2025-11-04,4.8874191734738295
2025-11-05,4.3986772561264464
2025-11-06,4.8874191734738295
2025-11-07,4.154306297452755
2025-11-08,6.109273966842287
2025-11-09,8.064241636231818
2025-11-10,4.154306297452755
2025-11-11,4.643048214800138
2025-11-12,4.643048214800138
2025-11-13,4.154306297452755
2025-11-14,4.8874191734738295
2025-11-15,5.3761610908212125
2025-11-16,5.8649030081685956
2025-11-17,5.3761610908212125
2025-11-18,6.109273966842287
2025-11-19,5.8649030081685956
2025-11-20,5.8649030081685956
2025-11-21,5.3761610908212125
2025-11-22,5.620532049494904
2025-11-23,5.8649030081685956
2025-11-24,4.8874191734738295
2025-11-25,3.909935338779064
2025-11-26,4.643048214800138
2025-11-27,5.620532049494904
2025-11-28,5.131790132147521
2025-11-29,8.064241636231818
2025-11-30,13.19603176837934
2025-12-01,7.819870677558128
2025-12-02,13.440402727053032
2025-12-03,14.90662847909518
2025-12-04,14.90662847909518
2025-12-05,9.774838346947659
2025-12-06,11.241064098989808
2025-12-07,12.707289851031957
2025-12-08,6.59801588418967
2025-12-09,6.59801588418967
2025-12-10,6.109273966842287
2025-12-11,6.150002459954569
2025-12-12,5.349008762079691
2025-12-13,7.358281088952266
2025-12-14,5.403313419562734
2025-12-15,4.833114515990787
2025-12-16,4.371524927384925
2025-12-17,3.855630681296021
2025-12-18,4.602319721687856
2025-12-19,4.833114515990787
2025-12-20,4.656624379170898
2025-12-21,6.3807972542575
2025-12-22,5.403313419562734
2025-12-23,4.833114515990787
2025-12-24,5.172518625259803
2025-12-25,6.842386842863362
2025-12-26,5.172518625259803
2025-12-27,6.326492596774457
2025-12-28,7.01887697968325
2025-12-29,5.579803556382622
2025-12-30,5.403313419562734
2025-12-31,5.8649030081685956
2026-01-01,6.61159204856043
2026-01-02,5.919207665651638
2026-01-03,6.041393144988484
2026-01-04,6.095697802471527
2026-01-05,4.8874191734738295
2026-01-06,3.9099353387790634
2026-01-07,4.425829584867968
2026-01-08,4.371524927384925
2026-01-09,4.140730133081995
2026-01-10,5.2132471183720845
2026-01-11,5.8649030081685956
2026-01-12,4.2357632836773185
2026-01-13,4.127153968711234
2026-01-14,4.452981913609489
2026-01-15,3.6927167088468935
2026-01-16,3.8013260238129787
2026-01-17,4.996028488439914
2026-01-18,4.8874191734738295
2026-01-19,3.6927167088468935
2026-01-20,3.1496701340164677
2026-01-21,3.258279448982553
2026-01-22,3.8013260238129787
2026-01-23,3.258279448982553
2026-01-24,4.561591228575574
2026-01-25,4.561591228575574
2026-01-26,4.670200543541659
2026-01-27,3.5841073938808083
2026-01-28,3.475498078914723
2026-01-29,3.366888763948638
2026-01-30,3.5841073938808083
2026-01-31,4.018544653745149
2026-02-01,4.996028488439914
2026-02-02,3.041060819050383
2026-02-03,3.5841073938808083
2026-02-04,3.475498078914723
2026-02-05,3.6927167088468935
2026-02-06,4.344372598643404
2026-02-07,5.5390750632703405
2026-02-08,4.778809858507745
2026-02-09,4.778809858507745
2026-02-10,3.1496701340164677
2026-02-11,3.5841073938808083
2026-02-12,2.9324515040842978
2026-02-13,3.5841073938808083
2026-02-14,4.778809858507745
2026-02-15,5.2132471183720845
2026-02-16,3.9099353387790634
2026-02-17,3.6927167088468935
2026-02-18,3.366888763948638
2026-02-19,2.7152328741521274
2026-02-20,3.6927167088468935
2026-02-21,4.8874191734738295
2026-02-22,10.86093149660851
2026-02-23,5.2132471183720845
2026-02-24,3.8013260238129787
2026-02-25,3.041060819050383
2026-02-26,3.475498078914723
2026-02-27,4.018544653745149
2026-02-28,3.258279448982553
2026-03-01,3.366888763948638
2026-03-02,3.1496701340164677
2026-03-03,2.8238421891182126
2026-03-04,3.1496701340164677
2026-03-05,2.9324515040842978
2026-03-06,2.9324515040842978
2026-03-07,4.018544653745149
2026-03-08,3.6927167088468935
2026-03-09,3.1496701340164677
2026-03-10,3.258279448982553
2026-03-11,2.9324515040842978
2026-03-12,2.8238421891182126
2026-03-13,3.5841073938808083
2026-03-14,3.8013260238129787
2026-03-15,4.561591228575574
2026-03-16,3.8013260238129787
2026-03-17,3.6927167088468935
2026-03-18,4.127153968711234
2026-03-19,4.127153968711234
2026-03-20,3.475498078914723
2026-03-21,4.778809858507745
2026-03-22,5.430465748304255
2026-03-23,3.1496701340164677
2026-03-24,2.9324515040842978
2026-03-25,3.258279448982553
2026-03-26,3.366888763948638
2026-03-27,3.5841073938808083
2026-03-28,4.452981913609489
2026-03-29,4.2357632836773185
2026-03-30,3.366888763948638
2026-03-31,2.9324515040842978
2026-04-01,2.498014244219957
2026-04-02,2.498014244219957
2026-04-03,3.6927167088468935
2026-04-04,4.344372598643404
2026-04-05,3.9099353387790634
2026-04-06,2.8238421891182126
2026-04-07,3.6927167088468935
2026-04-08,3.475498078914723
2026-04-09,2.8238421891182126
2026-04-10,3.8013260238129787
2026-04-11,3.5841073938808083
2026-04-12,3.5841073938808083
2026-04-13,3.475498078914723
2026-04-14,2.8238421891182126
2026-04-15,2.3894049292538724
2026-04-16,3.366888763948638
2026-04-17,3.041060819050383
2026-04-18,3.5841073938808083
2026-04-19,3.8013260238129787
2026-04-20,3.041060819050383
2026-04-21,3.1496701340164677
2026-04-22,3.9099353387790634
2026-04-23,5.430465748304255
2026-04-24,4.018544653745149
2026-04-25,4.561591228575574
2026-04-26,5.97351232313468
2026-04-27,4.8874191734738295
2026-04-28,3.6927167088468935
2026-04-29,3.5841073938808083
2026-04-30,3.1496701340164677
2026-05-01,3.366888763948638
2026-05-02,3.8013260238129787
2026-05-03,3.8013260238129787
2026-05-04,2.8238421891182126
2026-05-05,3.475498078914723
2026-05-06,3.9099353387790634
2026-05-07,3.258279448982553
2026-05-08,2.9324515040842978
2026-05-09,3.8013260238129787
2026-05-10,3.5841073938808083
2026-05-11,2.8238421891182126
2026-05-12,2.7152328741521274
2026-05-13,3.041060819050383
2026-05-14,2.8238421891182126
2026-05-15,3.366888763948638
2026-05-16,3.8013260238129787
2026-05-17,3.6927167088468935
2026-05-18,2.9324515040842978
2026-05-19,3.366888763948638
2026-05-20,2.9324515040842978
2026-05-21,2.8238421891182126
2026-05-22,2.9324515040842978
2026-05-23,4.018544653745149
2026-05-24,4.2357632836773185
2026-05-25,3.1496701340164677
2026-05-26,3.6927167088468935
2026-05-27,4.018544653745149
2026-05-28,3.1496701340164677
2026-05-29,3.1496701340164677
2026-05-30,3.6927167088468935
2026-05-31,4.344372598643404
