Time,snake game
2025-06-25,7.0
2025-06-26,7.0
2025-06-27,5.0
2025-06-28,4.0
2025-06-29,4.0
2025-06-30,5.0
2025-07-01,6.0
2025-07-02,6.0
2025-07-03,6.0
2025-07-04,5.0
2025-07-05,4.0
2025-07-06,4.0
2025-07-07,6.0
2025-07-08,6.0
2025-07-09,6.0
2025-07-10,6.0
2025-07-11,6.0
2025-07-12,5.0
2025-07-13,5.0
2025-07-14,6.0
2025-07-15,6.0
2025-07-16,7.0
2025-07-17,7.0
2025-07-18,7.0
2025-07-19,6.0
2025-07-20,7.0
2025-07-21,9.0
2025-07-22,9.0
2025-07-23,8.0
2025-07-24,7.0
2025-07-25,8.0
2025-07-26,6.0
2025-07-27,6.0
2025-07-28,7.0
2025-07-29,8.0
2025-07-30,8.0
2025-07-31,8.0
2025-08-01,8.0
2025-08-02,5.0
2025-08-03,5.0
2025-08-04,8.0
2025-08-05,9.0
2025-08-06,11.0
2025-08-07,12.0
2025-08-08,15.0
2025-08-09,7.0
2025-08-10,7.0
2025-08-11,15.0
2025-08-12,21.0
2025-08-13,27.0
2025-08-14,35.0
2025-08-15,41.0
2025-08-16,8.0
2025-08-17,8.0
2025-08-18,39.0
2025-08-19,45.0
2025-08-20,46.0
2025-08-21,48.0
2025-08-22,55.0
2025-08-23,9.0
2025-08-24,9.0
2025-08-25,51.0
2025-08-26,53.0
2025-08-27,56.0
2025-08-28,55.0
2025-08-29,55.0
2025-08-30,11.0
2025-08-31,10.0
2025-09-01,11.0
2025-09-02,54.0
2025-09-03,55.0
2025-09-04,64.0
2025-09-05,69.0
2025-09-06,10.0
2025-09-07,10.0
2025-09-08,63.0
2025-09-09,67.0
2025-09-10,68.0
2025-09-11,88.0
2025-09-12,80.0
2025-09-13,13.0
2025-09-14,12.0
2025-09-15,62.0
2025-09-16,68.0
2025-09-17,64.0
2025-09-18,70.0
2025-09-19,76.0
2025-09-20,11.0
2025-09-21,11.0
2025-09-22,64.0
2025-09-23,56.0
2025-09-24,66.0
2025-09-25,62.0
2025-09-26,97.0
2025-09-27,12.0
2025-09-28,12.0
2025-09-29,64.0
2025-09-30,65.0
2025-10-01,61.0
2025-10-02,55.0
2025-10-03,67.0
2025-10-04,10.0
2025-10-05,10.0
2025-10-06,56.0
2025-10-07,58.0
2025-10-08,59.0
2025-10-09,61.0
2025-10-10,55.0
2025-10-11,11.0
2025-10-12,10.0
2025-10-13,39.0
2025-10-14,61.0
2025-10-15,56.0
2025-10-16,56.0
2025-10-17,56.0
2025-10-18,11.0
2025-10-19,12.0
2025-10-20,50.0
2025-10-21,59.0
2025-10-22,63.0
2025-10-23,62.0
2025-10-24,67.0
2025-10-25,11.0
2025-10-26,11.0
2025-10-27,57.0
2025-10-28,66.0
2025-10-29,65.0
2025-10-30,77.0
2025-10-31,74.0
2025-11-01,13.0
2025-11-02,13.0
2025-11-03,57.0
2025-11-04,52.0
2025-11-05,66.0
2025-11-06,65.0
2025-11-07,77.0
2025-11-08,16.0
2025-11-09,14.0
2025-11-10,63.0
2025-11-11,53.0
2025-11-12,66.0
2025-11-13,79.0
2025-11-14,88.0
2025-11-15,16.0
2025-11-16,15.0
2025-11-17,70.0
2025-11-18,80.0
2025-11-19,77.0
2025-11-20,84.0
2025-11-21,89.0
2025-11-22,17.0
2025-11-23,15.0
2025-11-24,59.0
2025-11-25,52.0
2025-11-26,25.0
2025-11-27,16.0
2025-11-28,14.0
2025-11-29,13.0
2025-11-30,13.0
2025-12-01,63.0
2025-12-02,71.0
2025-12-03,78.0
2025-12-04,87.0
2025-12-05,94.0
2025-12-06,15.0
2025-12-07,14.0
2025-12-08,71.0
2025-12-09,80.0
2025-12-10,82.0
2025-12-11,94.0
2025-12-12,98.0
2025-12-13,17.0
2025-12-14,16.0
2025-12-15,84.0
2025-12-16,93.0
2025-12-17,100.0
2025-12-18,99.0
2025-12-19,86.0
2025-12-20,20.0
2025-12-21,17.0
2025-12-22,28.0
2025-12-23,24.0
2025-12-24,16.0
2025-12-25,14.0
2025-12-26,12.0
2025-12-27,11.0
2025-12-28,10.0
2025-12-29,10.0
2025-12-30,10.0
2025-12-31,10.0
2026-01-01,11.0
2026-01-02,11.0
2026-01-03,10.0
2026-01-04,9.0
2026-01-05,38.0
2026-01-06,52.0
2026-01-07,58.0
2026-01-08,64.0
2026-01-09,73.0
2026-01-10,14.0
2026-01-11,12.0
2026-01-12,63.0
2026-01-13,71.0
2026-01-14,71.0
2026-01-15,74.0
2026-01-16,76.0
2026-01-17,13.0
2026-01-18,12.0
2026-01-19,14.0
2026-01-20,56.0
2026-01-21,65.0
2026-01-22,73.0
2026-01-23,93.0
2026-01-24,17.0
2026-01-25,13.0
2026-01-26,36.0
2026-01-27,51.0
2026-01-28,63.0
2026-01-29,67.0
2026-01-30,67.0
2026-01-31,13.0
2026-02-01,12.0
2026-02-02,52.0
2026-02-03,61.0
2026-02-04,66.0
2026-02-05,66.0
2026-02-06,71.0
2026-02-07,13.0
2026-02-08,12.0
2026-02-09,52.0
2026-02-10,67.0
2026-02-11,96.0
2026-02-12,89.0
2026-02-13,69.0
2026-02-14,15.0
2026-02-15,13.0
2026-02-16,20.0
2026-02-17,49.0
2026-02-18,62.0
2026-02-19,72.0
2026-02-20,65.0
2026-02-21,18.0
2026-02-22,21.0
2026-02-23,58.0
2026-02-24,67.0
2026-02-25,77.0
2026-02-26,70.0
2026-02-27,80.0
2026-02-28,12.0
2026-03-01,12.0
2026-03-02,58.0
2026-03-03,87.0
2026-03-04,81.0
2026-03-05,97.0
2026-03-06,87.0
2026-03-07,17.0
2026-03-08,13.0
2026-03-09,82.0
2026-03-10,76.0
2026-03-11,77.0
2026-03-12,79.0
2026-03-13,68.0
2026-03-14,13.0
2026-03-15,12.0
2026-03-16,49.0
2026-03-17,61.0
2026-03-18,56.0
2026-03-19,54.0
2026-03-20,50.0
2026-03-21,11.0
2026-03-22,11.0
2026-03-23,52.0
2026-03-24,57.0
2026-03-25,54.0
2026-03-26,59.0
2026-03-27,55.0
2026-03-28,12.0
2026-03-29,10.0
2026-03-30,46.0
2026-03-31,48.0
2026-04-01,47.0
2026-04-02,52.0
2026-04-03,23.0
2026-04-04,10.0
2026-04-05,9.0
2026-04-06,33.0
2026-04-07,46.0
2026-04-08,43.0
2026-04-09,49.0
2026-04-10,49.0
2026-04-11,10.0
2026-04-12,10.0
2026-04-13,50.0
2026-04-14,48.0
2026-04-15,51.0
2026-04-16,90.0
2026-04-17,93.0
2026-04-18,13.0
2026-04-19,11.0
2026-04-20,79.0
2026-04-21,63.0
2026-04-22,59.0
2026-04-23,71.0
2026-04-24,62.0
2026-04-25,12.0
2026-04-26,12.0
2026-04-27,57.0
2026-04-28,63.0
2026-04-29,89.0
2026-04-30,85.0
2026-05-01,93.0
2026-05-02,13.0
2026-05-03,12.0
2026-05-04,63.0
2026-05-05,58.0
2026-05-06,57.0
2026-05-07,62.0
2026-05-08,64.0
2026-05-09,11.0
2026-05-10,10.0
2026-05-11,56.0
2026-05-12,57.0
2026-05-13,54.0
2026-05-14,64.0
2026-05-15,53.0
2026-05-16,10.0
2026-05-17,9.0
2026-05-18,47.0
2026-05-19,48.0
2026-05-20,55.0
2026-05-21,47.0
2026-05-22,39.0
2026-05-23,10.0
2026-05-24,9.0
2026-05-25,8.0
2026-05-26,35.0
2026-05-27,37.0
2026-05-28,43.0
2026-05-29,40.0
2026-05-30,10.0
2026-05-31,8.0
