Time,2020_election_results
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,2.5
2025-04-16,2.5
2025-04-17,2.5
2025-04-18,2.5
2025-04-19,0.0
2025-04-20,0.0
2025-04-21,0.0
2025-04-22,2.0
2025-04-23,0.0
2025-04-24,0.0
2025-04-25,2.5
2025-04-26,0.0
2025-04-27,2.5
2025-04-28,0.0
2025-04-29,4.5
2025-04-30,0.0
2025-05-01,0.0
2025-05-02,2.5
2025-05-03,3.0
2025-05-04,2.5
2025-05-05,3.5
2025-05-06,0.0
2025-05-07,4.0
2025-05-08,2.0
2025-05-09,3.0
2025-05-10,0.0
2025-05-11,0.0
2025-05-12,2.0
2025-05-13,0.0
2025-05-14,3.5
2025-05-15,0.0
2025-05-16,0.0
2025-05-17,0.0
2025-05-18,0.0
2025-05-19,4.0
2025-05-20,5.0
2025-05-21,5.0
2025-05-22,5.0
2025-05-23,0.0
2025-05-24,6.0
2025-05-25,0.0
2025-05-26,0.0
2025-05-27,0.0
2025-05-28,4.0
2025-05-29,0.0
2025-05-30,0.0
2025-05-31,7.0
2025-06-01,6.0
2025-06-02,7.0
2025-06-03,0.0
2025-06-04,4.0
2025-06-05,6.0
2025-06-06,7.0
2025-06-07,0.0
2025-06-08,8.0
2025-06-09,7.0
2025-06-10,7.0
2025-06-11,7.0
2025-06-12,0.0
2025-06-13,7.0
2025-06-14,6.0
2025-06-15,8.0
2025-06-16,7.0
2025-06-17,8.0
2025-06-18,9.0
2025-06-19,7.0
2025-06-20,4.0
2025-06-21,6.0
2025-06-22,0.0
2025-06-23,6.0
2025-06-24,6.0
2025-06-25,7.0
2025-06-26,5.0
2025-06-27,8.0
2025-06-28,6.0
2025-06-29,0.0
2025-06-30,5.0
2025-07-01,5.0
2025-07-02,5.0
2025-07-03,6.0
2025-07-04,8.0
2025-07-05,8.0
2025-07-06,7.0
2025-07-07,5.0
2025-07-08,4.0
2025-07-09,0.0
2025-07-10,4.0
2025-07-11,5.0
2025-07-12,0.0
2025-07-13,6.0
2025-07-14,6.0
2025-07-15,0.0
2025-07-16,7.0
2025-07-17,10.0
2025-07-18,5.0
2025-07-19,19.0
2025-07-20,22.0
2025-07-21,21.0
2025-07-22,18.0
2025-07-23,13.0
2025-07-24,14.0
2025-07-25,17.0
2025-07-26,26.0
2025-07-27,36.0
2025-07-28,23.0
2025-07-29,63.0
2025-07-30,33.0
2025-07-31,41.0
2025-08-01,30.0
2025-08-02,6.0
2025-08-03,5.0
2025-08-04,5.0
2025-08-05,7.0
2025-08-06,20.0
2025-08-07,9.0
2025-08-08,7.0
2025-08-09,16.0
2025-08-10,18.0
2025-08-11,11.0
2025-08-12,5.0
2025-08-13,10.0
2025-08-14,8.0
2025-08-15,7.0
2025-08-16,0.0
2025-08-17,5.0
2025-08-18,0.0
2025-08-19,0.0
2025-08-20,6.0
2025-08-21,4.0
2025-08-22,0.0
2025-08-23,5.0
2025-08-24,7.0
2025-08-25,0.0
2025-08-26,5.0
2025-08-27,0.0
2025-08-28,0.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,7.0
2025-09-01,5.0
2025-09-02,5.0
2025-09-03,5.0
2025-09-04,9.0
2025-09-05,0.0
2025-09-06,0.0
2025-09-07,0.0
2025-09-08,0.0
2025-09-09,0.0
2025-09-10,0.0
2025-09-11,0.0
2025-09-12,6.0
2025-09-13,5.0
2025-09-14,0.0
2025-09-15,5.0
2025-09-16,0.0
2025-09-17,0.0
2025-09-18,0.0
2025-09-19,4.0
2025-09-20,6.0
2025-09-21,0.0
2025-09-22,0.0
2025-09-23,4.0
2025-09-24,6.0
2025-09-25,0.0
2025-09-26,6.0
2025-09-27,5.0
2025-09-28,4.0
2025-09-29,5.0
2025-09-30,7.0
2025-10-01,5.0
2025-10-02,0.0
2025-10-03,0.0
2025-10-04,5.0
2025-10-05,0.0
2025-10-06,0.0
2025-10-07,8.0
2025-10-08,6.0
2025-10-09,4.0
2025-10-10,8.0
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,4.0
2025-10-14,8.0
2025-10-15,7.0
2025-10-16,9.0
2025-10-17,7.0
2025-10-18,12.0
2025-10-19,8.0
2025-10-20,6.0
2025-10-21,0.0
2025-10-22,0.0
2025-10-23,5.0
2025-10-24,6.0
2025-10-25,0.0
2025-10-26,5.0
2025-10-27,4.0
2025-10-28,5.0
2025-10-29,10.0
2025-10-30,10.0
2025-10-31,11.0
2025-11-01,14.0
2025-11-02,13.0
2025-11-03,10.0
2025-11-04,29.0
2025-11-05,100.0
2025-11-06,32.0
2025-11-07,17.0
2025-11-08,24.0
2025-11-09,18.0
2025-11-10,17.0
2025-11-11,13.0
2025-11-12,20.0
2025-11-13,13.0
2025-11-14,24.0
2025-11-15,11.0
2025-11-16,17.0
2025-11-17,9.0
2025-11-18,12.0
2025-11-19,14.0
2025-11-20,11.0
2025-11-21,12.0
2025-11-22,13.0
2025-11-23,13.0
2025-11-24,12.0
2025-11-25,7.0
2025-11-26,12.0
2025-11-27,11.0
2025-11-28,6.0
2025-11-29,15.0
2025-11-30,11.0
2025-12-01,18.0
2025-12-02,11.0
2025-12-03,18.0
2025-12-04,8.0
2025-12-05,15.0
2025-12-06,12.0
2025-12-07,13.0
2025-12-08,10.0
2025-12-09,14.0
2025-12-10,18.0
2025-12-11,15.954545454545453
2025-12-12,18.96969696969697
2025-12-13,25.0
2025-12-14,13.318181818181818
2025-12-15,15.954545454545453
2025-12-16,14.196969696969697
2025-12-17,15.075757575757576
2025-12-18,21.984848484848484
2025-12-19,25.0
2025-12-20,31.03030303030303
2025-12-21,25.0
2025-12-22,22.863636363636363
2025-12-23,17.21212121212121
2025-12-24,21.106060606060606
2025-12-25,18.09090909090909
2025-12-26,11.181818181818182
2025-12-27,10.803030303030303
2025-12-28,12.93939393939394
2025-12-29,12.06060606060606
2025-12-30,12.06060606060606
2025-12-31,9.045454545454545
2026-01-01,9.045454545454545
2026-01-02,4.7727272727272725
2026-01-03,10.803030303030303
2026-01-04,7.787878787878788
2026-01-05,9.045454545454545
2026-01-06,12.06060606060606
2026-01-07,12.93939393939394
2026-01-08,12.93939393939394
2026-01-09,14.696969696969697
2026-01-10,8.333333333333334
2026-01-11,12.878787878787879
2026-01-12,9.09090909090909
2026-01-13,18.939393939393938
2026-01-14,28.78787878787879
2026-01-15,15.151515151515152
2026-01-16,19.696969696969695
2026-01-17,16.666666666666668
2026-01-18,20.454545454545453
2026-01-19,21.96969696969697
2026-01-20,17.424242424242426
2026-01-21,43.18181818181818
2026-01-22,33.333333333333336
2026-01-23,31.818181818181817
2026-01-24,28.78787878787879
2026-01-25,37.12121212121212
2026-01-26,32.57575757575758
2026-01-27,21.96969696969697
2026-01-28,32.57575757575758
2026-01-29,50.0
2026-01-30,61.36363636363636
2026-01-31,62.12121212121212
2026-02-01,68.18181818181819
2026-02-02,38.63636363636363
2026-02-03,40.90909090909091
2026-02-04,59.09090909090909
2026-02-05,75.75757575757575
2026-02-06,56.81818181818182
2026-02-07,50.0
2026-02-08,34.09090909090909
2026-02-09,30.303030303030305
2026-02-10,35.60606060606061
2026-02-11,26.515151515151516
2026-02-12,21.96969696969697
2026-02-13,37.878787878787875
2026-02-14,23.484848484848484
2026-02-15,38.63636363636363
2026-02-16,65.15151515151516
2026-02-17,51.515151515151516
2026-02-18,26.515151515151516
2026-02-19,22.727272727272727
2026-02-20,21.96969696969697
2026-02-21,20.454545454545453
2026-02-22,24.242424242424242
2026-02-23,23.484848484848484
2026-02-24,17.424242424242426
2026-02-25,18.939393939393938
2026-02-26,21.21212121212121
2026-02-27,21.21212121212121
2026-02-28,13.636363636363637
2026-03-01,6.0606060606060606
2026-03-02,21.96969696969697
2026-03-03,21.96969696969697
2026-03-04,30.303030303030305
2026-03-05,14.393939393939394
2026-03-06,17.424242424242426
2026-03-07,17.424242424242426
2026-03-08,25.0
2026-03-09,17.424242424242426
2026-03-10,12.878787878787879
2026-03-11,13.636363636363637
2026-03-12,15.151515151515152
2026-03-13,9.848484848484848
2026-03-14,12.121212121212121
2026-03-15,38.63636363636363
2026-03-16,18.18181818181818
2026-03-17,18.939393939393938
2026-03-18,20.454545454545453
2026-03-19,21.21212121212121
2026-03-20,27.272727272727273
2026-03-21,18.939393939393938
2026-03-22,20.454545454545453
2026-03-23,21.21212121212121
2026-03-24,9.848484848484848
2026-03-25,19.696969696969695
2026-03-26,16.666666666666668
2026-03-27,20.454545454545453
2026-03-28,18.939393939393938
2026-03-29,15.151515151515152
2026-03-30,11.363636363636363
2026-03-31,13.636363636363637
2026-04-01,20.454545454545453
2026-04-02,16.666666666666668
2026-04-03,12.878787878787879
2026-04-04,12.878787878787879
2026-04-05,18.18181818181818
2026-04-06,12.121212121212121
2026-04-07,16.666666666666668
2026-04-08,22.727272727272727
2026-04-09,21.96969696969697
2026-04-10,15.909090909090908
2026-04-11,12.121212121212121
2026-04-12,31.06060606060606
2026-04-13,17.424242424242426
2026-04-14,23.484848484848484
2026-04-15,18.939393939393938
2026-04-16,19.696969696969695
2026-04-17,16.666666666666668
2026-04-18,12.121212121212121
2026-04-19,10.606060606060606
2026-04-20,9.848484848484848
2026-04-21,14.393939393939394
2026-04-22,27.272727272727273
2026-04-23,12.878787878787879
2026-04-24,12.878787878787879
2026-04-25,13.636363636363637
2026-04-26,18.18181818181818
2026-04-27,13.636363636363637
2026-04-28,15.151515151515152
2026-04-29,16.666666666666668
2026-04-30,15.909090909090908
2026-05-01,17.424242424242426
2026-05-02,12.878787878787879
2026-05-03,13.636363636363637
2026-05-04,16.666666666666668
2026-05-05,25.0
2026-05-06,39.39393939393939
2026-05-07,31.818181818181817
2026-05-08,26.515151515151516
2026-05-09,24.242424242424242
2026-05-10,27.272727272727273
2026-05-11,24.242424242424242
2026-05-12,34.84848484848485
2026-05-13,29.545454545454547
2026-05-14,15.151515151515152
2026-05-15,14.393939393939394
2026-05-16,12.878787878787879
2026-05-17,12.878787878787879
2026-05-18,10.606060606060606
2026-05-19,15.151515151515152
2026-05-20,16.666666666666668
2026-05-21,12.121212121212121
2026-05-22,10.606060606060606
2026-05-23,15.151515151515152
2026-05-24,9.848484848484848
2026-05-25,9.848484848484848
2026-05-26,9.848484848484848
2026-05-27,17.424242424242426
2026-05-28,12.878787878787879
2026-05-29,17.424242424242426
2026-05-30,15.909090909090908
2026-05-31,14.393939393939394
