Time,bank_of_america
2024-09-23,48.98824837814214
2024-09-24,45.31412974978148
2024-09-25,45.31412974978148
2024-09-26,44.08942354032793
2024-09-27,47.76354216868859
2024-09-28,42.86471733087437
2024-09-29,28.16824281743173
2024-09-30,50.21295458759569
2024-10-01,53.88707321595635
2024-10-02,122.47062094535535
2024-10-03,77.15649119557386
2024-10-04,57.561191844317015
2024-10-05,47.76354216868859
2024-10-06,26.943536607978174
2024-10-07,52.6623670065028
2024-10-08,46.53883595923503
2024-10-09,44.08942354032793
2024-10-10,48.98824837814214
2024-10-11,50.21295458759569
2024-10-12,39.19059870251371
2024-10-13,28.16824281743173
2024-10-14,48.98824837814214
2024-10-15,52.6623670065028
2024-10-16,48.98824837814214
2024-10-17,46.53883595923503
2024-10-18,50.21295458759569
2024-10-19,40.41530491196726
2024-10-20,24.49412418907107
2024-10-21,47.76354216868859
2024-10-22,45.31412974978148
2024-10-23,41.64001112142082
2024-10-24,44.08942354032793
2024-10-25,48.98824837814214
2024-10-26,40.41530491196726
2024-10-27,26.943536607978174
2024-10-28,44.08942354032793
2024-10-29,42.86471733087437
2024-10-30,41.64001112142082
2024-10-31,45.31412974978148
2024-11-01,57.561191844317015
2024-11-02,42.86471733087437
2024-11-03,29.392949026885283
2024-11-04,48.98824837814214
2024-11-05,44.08942354032793
2024-11-06,31.842361445792392
2024-11-07,42.86471733087437
2024-11-08,48.98824837814214
2024-11-09,39.19059870251371
2024-11-10,24.49412418907107
2024-11-11,40.41530491196726
2024-11-12,45.31412974978148
2024-11-13,46.53883595923503
2024-11-14,44.08942354032793
2024-11-15,46.53883595923503
2024-11-16,37.96589249306016
2024-11-17,25.718830398524624
2024-11-18,45.31412974978148
2024-11-19,41.64001112142082
2024-11-20,44.08942354032793
2024-11-21,41.64001112142082
2024-11-22,45.31412974978148
2024-11-23,37.96589249306016
2024-11-24,24.49412418907107
2024-11-25,45.31412974978148
2024-11-26,45.31412974978148
2024-11-27,47.76354216868859
2024-11-28,25.718830398524624
2024-11-29,44.08942354032793
2024-11-30,37.96589249306016
2024-12-01,30.617655236338837
2024-12-02,51.43766079704925
2024-12-03,51.43766079704925
2024-12-04,45.31412974978148
2024-12-05,44.08942354032793
2024-12-06,47.76354216868859
2024-12-07,41.64001112142082
2024-12-08,25.718830398524624
2024-12-09,41.64001112142082
2024-12-10,45.31412974978148
2024-12-11,41.64001112142082
2024-12-12,45.31412974978148
2024-12-13,48.98824837814214
2024-12-14,39.19059870251371
2024-12-15,25.718830398524624
2024-12-16,45.31412974978148
2024-12-17,46.53883595923503
2024-12-18,46.53883595923503
2024-12-19,46.53883595923503
2024-12-20,53.88707321595635
2024-12-21,41.64001112142082
2024-12-22,24.49412418907107
2024-12-23,51.43766079704925
2024-12-24,46.53883595923503
2024-12-25,23.269417979617515
2024-12-26,45.31412974978148
2024-12-27,51.43766079704925
2024-12-28,39.19059870251371
2024-12-29,26.943536607978174
2024-12-30,53.88707321595635
2024-12-31,52.6623670065028
2025-01-01,31.842361445792392
2025-01-02,52.6623670065028
2025-01-03,60.01060426322412
2025-01-04,46.53883595923503
2025-01-05,28.16824281743173
2025-01-06,48.98824837814214
2025-01-07,48.98824837814214
2025-01-08,46.53883595923503
2025-01-09,42.86471733087437
2025-01-10,48.98824837814214
2025-01-11,37.96589249306016
2025-01-12,26.943536607978174
2025-01-13,47.76354216868859
2025-01-14,45.31412974978148
2025-01-15,48.98824837814214
2025-01-16,48.98824837814214
2025-01-17,48.98824837814214
2025-01-18,41.64001112142082
2025-01-19,23.269417979617515
2025-01-20,36.7411862836066
2025-01-21,46.53883595923503
2025-01-22,46.53883595923503
2025-01-23,46.53883595923503
2025-01-24,50.21295458759569
2025-01-25,39.19059870251371
2025-01-26,26.943536607978174
2025-01-27,42.86471733087437
2025-01-28,46.53883595923503
2025-01-29,44.08942354032793
2025-01-30,44.08942354032793
2025-01-31,53.88707321595635
2025-02-01,47.76354216868859
2025-02-02,31.842361445792392
2025-02-03,48.98824837814214
2025-02-04,48.98824837814214
2025-02-05,46.53883595923503
2025-02-06,45.31412974978148
2025-02-07,47.76354216868859
2025-02-08,40.41530491196726
2025-02-09,25.718830398524624
2025-02-10,42.86471733087437
2025-02-11,45.31412974978148
2025-02-12,44.08942354032793
2025-02-13,44.08942354032793
2025-02-14,46.53883595923503
2025-02-15,40.41530491196726
2025-02-16,25.718830398524624
2025-02-17,39.19059870251371
2025-02-18,46.53883595923503
2025-02-19,47.76354216868859
2025-02-20,45.31412974978148
2025-02-21,48.98824837814214
2025-02-22,41.64001112142082
2025-02-23,26.943536607978174
2025-02-24,47.76354216868859
2025-02-25,46.53883595923503
2025-02-26,46.53883595923503
2025-02-27,46.53883595923503
2025-02-28,53.88707321595635
2025-03-01,48.98824837814214
2025-03-02,33.06706765524594
2025-03-03,52.6623670065028
2025-03-04,50.21295458759569
2025-03-05,48.98824837814214
2025-03-06,45.31412974978148
2025-03-07,46.53883595923503
2025-03-08,42.86471733087437
2025-03-09,26.943536607978174
2025-03-10,47.76354216868859
2025-03-11,48.98824837814214
2025-03-12,47.76354216868859
2025-03-13,45.31412974978148
2025-03-14,48.98824837814214
2025-03-15,40.41530491196726
2025-03-16,26.943536607978174
2025-03-17,46.53883595923503
2025-03-18,44.08942354032793
2025-03-19,45.31412974978148
2025-03-20,41.64001112142082
2025-03-21,48.98824837814214
2025-03-22,48.98824837814214
2025-03-23,26.943536607978174
2025-03-24,41.64001112142082
2025-03-25,44.08942354032793
2025-03-26,44.08942354032793
2025-03-27,42.86471733087437
2025-03-28,55.11177942540991
2025-03-29,44.08942354032793
2025-03-30,26.943536607978174
2025-03-31,48.98824837814214
2025-04-01,53.88707321595635
2025-04-02,46.53883595923503
2025-04-03,47.76354216868859
2025-04-04,47.76354216868859
2025-04-05,40.41530491196726
2025-04-06,26.943536607978174
2025-04-07,46.53883595923503
2025-04-08,46.53883595923503
2025-04-09,46.53883595923503
2025-04-10,44.08942354032793
2025-04-11,48.98824837814214
2025-04-12,42.86471733087437
2025-04-13,28.16824281743173
2025-04-14,48.98824837814214
2025-04-15,53.72214462724013
2025-04-16,46.73831040099316
2025-04-17,44.009188010682195
2025-04-18,47.350663505719936
2025-04-19,33.08211181705452
2025-04-20,23.0682719643251
2025-04-21,44.009188010682195
2025-04-22,43.095951669783936
2025-04-23,40.36682927947297
2025-04-24,40.36682927947297
2025-04-25,42.79506843361246
2025-04-26,31.867992239984776
2025-04-27,24.583274777566324
2025-04-28,44.009188010682195
2025-04-29,42.79506843361246
2025-04-30,44.31007124685368
2025-05-01,49.16654955513265
2025-05-02,54.02302786341161
2025-05-03,43.095951669783936
2025-05-04,27.31239716787729
2025-05-05,44.31007124685368
2025-05-06,43.095951669783936
2025-05-07,42.79506843361246
2025-05-08,39.453592938574715
2025-05-09,45.52419082392342
2025-05-10,36.72447054826374
2025-05-11,23.0682719643251
2025-05-12,45.22330758775194
2025-05-13,45.52419082392342
2025-05-14,42.79506843361246
2025-05-15,44.530718953379434
2025-05-16,45.1324854257224
2025-05-17,35.50422186823496
2025-05-18,25.274191838404544
2025-05-19,45.73425189806537
2025-05-20,46.93778484275129
2025-05-21,44.530718953379434
2025-05-22,42.12365306400757
2025-05-23,45.1324854257224
2025-05-24,36.105988340577916
2025-05-25,23.468892421375646
2025-05-26,25.87595831074751
2025-05-27,47.53955131509426
2025-05-28,48.74308425978019
2025-05-29,46.33601837040833
2025-05-30,52.955449566180945
2025-05-31,44.530718953379434
2025-06-01,31.291856561834198
2025-06-02,52.35368309383798
2025-06-03,51.75191662149502
2025-06-04,46.93778484275129
2025-06-05,45.1324854257224
2025-06-06,51.75191662149502
2025-06-07,39.71658717463571
2025-06-08,25.87595831074751
2025-06-09,46.93778484275129
2025-06-10,46.33601837040833
2025-06-11,44.530718953379434
2025-06-12,43.92895248103647
2025-06-13,46.33601837040833
2025-06-14,36.70775481292088
2025-06-15,25.274191838404544
2025-06-16,49.94661720446612
2025-06-17,43.3271860086935
2025-06-18,45.73425189806537
2025-06-19,40.31835364697868
2025-06-20,49.344850732123156
2025-06-21,33.69892245120606
2025-06-22,25.87595831074751
2025-06-23,46.33601837040833
2025-06-24,48.74308425978019
2025-06-25,43.92895248103647
2025-06-26,46.33601837040833
2025-06-27,49.94661720446612
2025-06-28,39.71658717463571
2025-06-29,27.07949125543344
2025-06-30,49.344850732123156
2025-07-01,55.964281927895776
2025-07-02,52.35368309383798
2025-07-03,52.955449566180945
2025-07-04,30.690090089491232
2025-07-05,34.300688923549025
2025-07-06,26.477724783090473
2025-07-07,53.55721603852391
2025-07-08,46.33601837040833
2025-07-09,46.33601837040833
2025-07-10,46.93778484275129
2025-07-11,50.54838367680909
2025-07-12,37.911287757606814
2025-07-13,24.672425366061578
2025-07-14,50.54838367680909
2025-07-15,52.955449566180945
2025-07-16,49.94661720446612
2025-07-17,48.74308425978019
2025-07-18,49.94661720446612
2025-07-19,40.920120119321645
2025-07-20,28.884790672462337
2025-07-21,51.150150149152054
2025-07-22,45.73425189806537
2025-07-23,46.93778484275129
2025-07-24,46.93778484275129
2025-07-25,49.344850732123156
2025-07-26,36.105988340577916
2025-07-27,24.672425366061578
2025-07-28,47.53955131509426
2025-07-29,46.93778484275129
2025-07-30,47.53955131509426
2025-07-31,50.54838367680909
2025-08-01,60.17664723429653
2025-08-02,43.92895248103647
2025-08-03,29.4865571448053
2025-08-04,51.150150149152054
2025-08-05,49.344850732123156
2025-08-06,46.93778484275129
2025-08-07,47.53955131509426
2025-08-08,51.150150149152054
2025-08-09,36.105988340577916
2025-08-10,27.681257727776405
2025-08-11,48.74308425978019
2025-08-12,45.1324854257224
2025-08-13,46.33601837040833
2025-08-14,46.93778484275129
2025-08-15,51.150150149152054
2025-08-16,36.105988340577916
2025-08-17,28.28302420011937
2025-08-18,50.54838367680909
2025-08-19,43.92895248103647
2025-08-20,45.73425189806537
2025-08-21,44.530718953379434
2025-08-22,48.74308425978019
2025-08-23,37.30952128526385
2025-08-24,24.070658893718612
2025-08-25,45.73425189806537
2025-08-26,42.725419536350536
2025-08-27,44.530718953379434
2025-08-28,42.725419536350536
2025-08-29,49.94661720446612
2025-08-30,39.11482070229275
2025-08-31,24.070658893718612
2025-09-01,34.300688923549025
2025-09-02,49.94661720446612
2025-09-03,49.344850732123156
2025-09-04,45.1324854257224
2025-09-05,48.74308425978019
2025-09-06,39.11482070229275
2025-09-07,25.274191838404544
2025-09-08,47.53955131509426
2025-09-09,45.73425189806537
2025-09-10,42.12365306400757
2025-09-11,39.11482070229275
2025-09-12,44.530718953379434
2025-09-13,37.30952128526385
2025-09-14,22.867125949032683
2025-09-15,46.33601837040833
2025-09-16,43.92895248103647
2025-09-17,42.725419536350536
2025-09-18,40.920120119321645
2025-09-19,45.73425189806537
2025-09-20,35.50422186823496
2025-09-21,23.468892421375646
2025-09-22,42.12365306400757
2025-09-23,43.3271860086935
2025-09-24,42.725419536350536
2025-09-25,40.920120119321645
2025-09-26,44.530718953379434
2025-09-27,38.51305422994978
2025-09-28,24.672425366061578
2025-09-29,45.1324854257224
2025-09-30,50.54838367680909
2025-10-01,52.955449566180945
2025-10-02,49.94661720446612
2025-10-03,49.344850732123156
2025-10-04,38.51305422994978
2025-10-05,27.07949125543344
2025-10-06,46.33601837040833
2025-10-07,45.1324854257224
2025-10-08,46.93778484275129
2025-10-09,45.1324854257224
2025-10-10,46.33601837040833
2025-10-11,35.50422186823496
2025-10-12,27.07949125543344
2025-10-13,43.92895248103647
2025-10-14,46.93778484275129
2025-10-15,48.141317787437224
2025-10-16,45.73425189806537
2025-10-17,47.53955131509426
2025-10-18,33.69892245120606
2025-10-19,22.867125949032683
2025-10-20,43.3271860086935
2025-10-21,44.530718953379434
2025-10-22,43.3271860086935
2025-10-23,41.521886591664604
2025-10-24,45.73425189806537
2025-10-25,39.71658717463571
2025-10-26,24.672425366061578
2025-10-27,40.31835364697868
2025-10-28,40.920120119321645
2025-10-29,40.920120119321645
2025-10-30,41.521886591664604
2025-10-31,49.94661720446612
2025-11-01,43.3271860086935
2025-11-02,28.28302420011937
2025-11-03,51.150150149152054
2025-11-04,50.54838367680909
2025-11-05,45.73425189806537
2025-11-06,45.1324854257224
2025-11-07,49.344850732123156
2025-11-08,52.955449566180945
2025-11-09,26.477724783090473
2025-11-10,43.92895248103647
2025-11-11,48.141317787437224
2025-11-12,44.530718953379434
2025-11-13,43.92895248103647
2025-11-14,48.74308425978019
2025-11-15,36.70775481292088
2025-11-16,25.274191838404544
2025-11-17,44.530718953379434
2025-11-18,42.12365306400757
2025-11-19,44.530718953379434
2025-11-20,40.920120119321645
2025-11-21,43.92895248103647
2025-11-22,31.291856561834198
2025-11-23,22.265359476689717
2025-11-24,41.521886591664604
2025-11-25,41.521886591664604
2025-11-26,43.3271860086935
2025-11-27,24.070658893718612
2025-11-28,39.11482070229275
2025-11-29,33.69892245120606
2025-11-30,25.87595831074751
2025-12-01,48.74308425978019
2025-12-02,49.344850732123156
2025-12-03,45.73425189806537
2025-12-04,45.1324854257224
2025-12-05,46.93778484275129
2025-12-06,41.521886591664604
2025-12-07,24.672425366061578
2025-12-08,42.725419536350536
2025-12-09,45.1324854257224
2025-12-10,43.3271860086935
2025-12-11,45.4211706928599
2025-12-12,46.91745489436133
2025-12-13,39.147348619716695
2025-12-14,23.60713607042741
2025-12-15,43.92895248103647
2025-12-16,44.526652963701444
2025-12-17,43.92895248103647
2025-12-18,43.62806924486499
2025-12-19,48.11285585969128
2025-12-20,36.756546689056805
2025-12-21,27.193338966417244
2025-12-22,46.91745489436133
2025-12-23,44.526652963701444
2025-12-24,46.91745489436133
2025-12-25,20.020933174437577
2025-12-26,42.13585103304155
2025-12-27,34.96344524106189
2025-12-28,25.40023751842233
2025-12-29,46.91745489436133
2025-12-30,49.30825682502122
2025-12-31,50.20277455417968
2026-01-01,30.48272461591359
2026-01-02,51.10135827301614
2026-01-03,45.12435344636641
2026-01-04,26.59563848375227
2026-01-05,47.5151553770263
2026-01-06,46.616571658189855
2026-01-07,44.526652963701444
2026-01-08,42.13585103304155
2026-01-09,45.12435344636641
2026-01-10,40.367145523114594
2026-01-11,23.151745226492196
2026-01-12,41.55441450908855
2026-01-13,43.92895248103647
2026-01-14,44.522586974023454
2026-01-15,45.11622146701043
2026-01-16,46.30349045298439
2026-01-17,37.3989730581797
2026-01-18,26.11991769142709
2026-01-19,36.21170407220574
2026-01-20,42.74168349506251
2026-01-21,45.11622146701043
2026-01-22,42.14804900207553
2026-01-23,44.522586974023454
2026-01-24,33.837166100257825
2026-01-25,21.370841747531255
2026-01-26,39.179876537140636
2026-01-27,42.14804900207553
2026-01-28,42.74168349506251
2026-01-29,42.74168349506251
2026-01-30,49.865297410906265
2026-01-31,42.14804900207553
2026-02-01,32.05626262129689
2026-02-02,47.49075943895835
2026-02-03,46.89712494597137
2026-02-04,43.33531798804949
2026-02-05,41.55441450908855
2026-02-06,46.30349045298439
2026-02-07,37.99260755116668
2026-02-08,24.339014212466154
2026-02-09,37.3989730581797
2026-02-10,43.33531798804949
2026-02-11,42.14804900207553
2026-02-12,41.55441450908855
2026-02-13,45.11622146701043
2026-02-14,37.3989730581797
2026-02-15,26.71355218441407
2026-02-16,41.55441450908855
2026-02-17,42.74168349506251
2026-02-18,42.14804900207553
2026-02-19,43.33531798804949
2026-02-20,45.70985595999741
2026-02-21,40.367145523114594
2026-02-22,25.52628319844011
2026-02-23,40.96078001610157
2026-02-24,45.11622146701043
2026-02-25,43.33531798804949
2026-02-26,43.92895248103647
2026-02-27,51.05256639688022
2026-02-28,42.74168349506251
2026-03-01,32.05626262129689
2026-03-02,53.42710436882814
2026-03-03,49.865297410906265
2026-03-04,48.08439393194533
2026-03-05,45.70985595999741
2026-03-06,45.70985595999741
2026-03-07,42.14804900207553
2026-03-08,27.900821170388028
2026-03-09,45.70985595999741
2026-03-10,49.271662917919286
2026-03-11,42.74168349506251
2026-03-12,42.74168349506251
2026-03-13,46.89712494597137
2026-03-14,38.58624204415366
2026-03-15,27.30718667740105
2026-03-16,45.11622146701043
2026-03-17,45.11622146701043
2026-03-18,45.11622146701043
2026-03-19,43.33531798804949
2026-03-20,45.11622146701043
2026-03-21,39.773511030127615
2026-03-22,26.11991769142709
2026-03-23,42.74168349506251
2026-03-24,43.92895248103647
2026-03-25,41.55441450908855
2026-03-26,40.96078001610157
2026-03-27,44.522586974023454
2026-03-28,39.773511030127615
2026-03-29,27.900821170388028
2026-03-30,42.14804900207553
2026-03-31,48.67802842493231
2026-04-01,48.08439393194533
2026-04-02,49.271662917919286
2026-04-03,51.6462008898672
2026-04-04,40.367145523114594
2026-04-05,24.932648705453133
2026-04-06,47.49075943895835
2026-04-07,43.92895248103647
2026-04-08,45.11622146701043
2026-04-09,45.70985595999741
2026-04-10,49.865297410906265
2026-04-11,41.55441450908855
2026-04-12,30.275359142335947
2026-04-13,48.08439393194533
2026-04-14,50.458931903893244
2026-04-15,46.89712494597137
2026-04-16,45.70985595999741
2026-04-17,46.30349045298439
2026-04-18,38.58624204415366
2026-04-19,26.71355218441407
2026-04-20,43.33531798804949
2026-04-21,42.14804900207553
2026-04-22,43.92895248103647
2026-04-23,40.367145523114594
2026-04-24,43.92895248103647
2026-04-25,35.02443508623178
2026-04-26,24.339014212466154
2026-04-27,40.96078001610157
2026-04-28,43.33531798804949
2026-04-29,41.55441450908855
2026-04-30,42.74168349506251
2026-05-01,52.83346987584116
2026-05-02,42.74168349506251
2026-05-03,26.11991769142709
2026-05-04,44.522586974023454
2026-05-05,45.70985595999741
2026-05-06,44.522586974023454
2026-05-07,40.96078001610157
2026-05-08,41.55441450908855
2026-05-09,36.21170407220574
2026-05-10,24.339014212466154
2026-05-11,43.33531798804949
2026-05-12,42.74168349506251
2026-05-13,43.33531798804949
2026-05-14,41.55441450908855
2026-05-15,47.49075943895835
2026-05-16,59.36344929869794
2026-05-17,36.21170407220574
2026-05-18,43.92895248103647
2026-05-19,49.865297410906265
2026-05-20,45.70985595999741
2026-05-21,42.74168349506251
2026-05-22,45.11622146701043
2026-05-23,45.70985595999741
2026-05-24,26.11991769142709
2026-05-25,26.71355218441407
2026-05-26,43.92895248103647
2026-05-27,45.11622146701043
2026-05-28,45.11622146701043
2026-05-29,49.271662917919286
2026-05-30,49.271662917919286
2026-05-31,30.275359142335947
