Time,texas
2022-09-09,20.285714285714285
2022-09-10,40.35714285714286
2022-09-11,21.214285714285715
2022-09-12,21.214285714285715
2022-09-13,19.857142857142854
2022-09-14,19.357142857142854
2022-09-15,19.142857142857142
2022-09-16,20.285714285714285
2022-09-17,24.0
2022-09-18,26.07142857142857
2022-09-19,21.0
2022-09-20,21.0
2022-09-21,19.857142857142854
2022-09-22,20.07142857142857
2022-09-23,21.0
2022-09-24,27.928571428571427
2022-09-25,22.857142857142854
2022-09-26,21.0
2022-09-27,20.07142857142857
2022-09-28,18.857142857142858
2022-09-29,19.285714285714285
2022-09-30,20.57142857142857
2022-10-01,25.285714285714285
2022-10-02,21.428571428571427
2022-10-03,20.142857142857142
2022-10-04,20.57142857142857
2022-10-05,20.57142857142857
2022-10-06,21.0
2022-10-07,21.857142857142858
2022-10-08,31.71428571428571
2022-10-09,25.71428571428571
2022-10-10,21.0
2022-10-11,21.0
2022-10-12,19.71428571428571
2022-10-13,20.57142857142857
2022-10-14,21.0
2022-10-15,24.0
2022-10-16,18.0
2022-10-17,20.57142857142857
2022-10-18,20.142857142857142
2022-10-19,20.142857142857142
2022-10-20,19.285714285714285
2022-10-21,20.57142857142857
2022-10-22,25.71428571428571
2022-10-23,23.142857142857142
2022-10-24,21.857142857142858
2022-10-25,20.57142857142857
2022-10-26,19.71428571428571
2022-10-27,20.57142857142857
2022-10-28,20.142857142857142
2022-10-29,21.857142857142858
2022-10-30,21.428571428571427
2022-10-31,20.142857142857142
2022-11-01,21.0
2022-11-02,20.142857142857142
2022-11-03,21.428571428571427
2022-11-04,23.142857142857142
2022-11-05,27.0
2022-11-06,24.0
2022-11-07,21.857142857142858
2022-11-08,27.428571428571427
2022-11-09,42.857142857142854
2022-11-10,20.142857142857142
2022-11-11,21.428571428571427
2022-11-12,21.428571428571427
2022-11-13,27.428571428571427
2022-11-14,19.285714285714285
2022-11-15,18.428571428571427
2022-11-16,18.0
2022-11-17,19.285714285714285
2022-11-18,18.428571428571427
2022-11-19,22.71428571428571
2022-11-20,18.0
2022-11-21,16.71428571428571
2022-11-22,17.142857142857142
2022-11-23,17.142857142857142
2022-11-24,14.571428571428571
2022-11-25,18.857142857142858
2022-11-26,18.428571428571427
2022-11-27,21.0
2022-11-28,17.142857142857142
2022-11-29,17.57142857142857
2022-11-30,18.0
2022-12-01,19.285714285714285
2022-12-02,18.857142857142858
2022-12-03,20.142857142857142
2022-12-04,17.142857142857142
2022-12-05,18.857142857142858
2022-12-06,18.428571428571427
2022-12-07,17.57142857142857
2022-12-08,18.428571428571427
2022-12-09,18.428571428571427
2022-12-10,17.57142857142857
2022-12-11,16.71428571428571
2022-12-12,18.0
2022-12-13,20.142857142857142
2022-12-14,19.285714285714285
2022-12-15,18.0
2022-12-16,19.285714285714285
2022-12-17,19.285714285714285
2022-12-18,18.0
2022-12-19,18.857142857142858
2022-12-20,18.428571428571427
2022-12-21,18.0
2022-12-22,18.857142857142858
2022-12-23,19.285714285714285
2022-12-24,16.71428571428571
2022-12-25,14.571428571428571
2022-12-26,18.428571428571427
2022-12-27,20.142857142857142
2022-12-28,21.0
2022-12-29,23.142857142857142
2022-12-30,23.142857142857142
2022-12-31,19.71428571428571
2023-01-01,18.0
2023-01-02,18.857142857142858
2023-01-03,18.428571428571427
2023-01-04,19.71428571428571
2023-01-05,19.285714285714285
2023-01-06,19.285714285714285
2023-01-07,19.285714285714285
2023-01-08,18.0
2023-01-09,18.428571428571427
2023-01-10,20.142857142857142
2023-01-11,20.57142857142857
2023-01-12,19.71428571428571
2023-01-13,19.285714285714285
2023-01-14,18.857142857142858
2023-01-15,16.71428571428571
2023-01-16,18.0
2023-01-17,18.428571428571427
2023-01-18,19.285714285714285
2023-01-19,18.857142857142858
2023-01-20,18.857142857142858
2023-01-21,19.285714285714285
2023-01-22,16.71428571428571
2023-01-23,18.857142857142858
2023-01-24,19.71428571428571
2023-01-25,19.285714285714285
2023-01-26,19.285714285714285
2023-01-27,18.857142857142858
2023-01-28,18.428571428571427
2023-01-29,16.71428571428571
2023-01-30,20.142857142857142
2023-01-31,20.57142857142857
2023-02-01,20.57142857142857
2023-02-02,21.0
2023-02-03,19.71428571428571
2023-02-04,19.285714285714285
2023-02-05,18.0
2023-02-06,18.857142857142858
2023-02-07,19.71428571428571
2023-02-08,18.428571428571427
2023-02-09,18.0
2023-02-10,19.285714285714285
2023-02-11,19.285714285714285
2023-02-12,17.57142857142857
2023-02-13,17.142857142857142
2023-02-14,20.142857142857142
2023-02-15,19.285714285714285
2023-02-16,20.142857142857142
2023-02-17,19.71428571428571
2023-02-18,21.0
2023-02-19,18.428571428571427
2023-02-20,18.857142857142858
2023-02-21,20.142857142857142
2023-02-22,21.0
2023-02-23,20.142857142857142
2023-02-24,19.71428571428571
2023-02-25,20.142857142857142
2023-02-26,18.857142857142858
2023-02-27,20.142857142857142
2023-02-28,19.71428571428571
2023-03-01,21.0
2023-03-02,21.0
2023-03-03,20.57142857142857
2023-03-04,21.0
2023-03-05,19.71428571428571
2023-03-06,19.71428571428571
2023-03-07,19.71428571428571
2023-03-08,20.142857142857142
2023-03-09,20.57142857142857
2023-03-10,20.142857142857142
2023-03-11,21.0
2023-03-12,22.285714285714285
2023-03-13,19.285714285714285
2023-03-14,21.428571428571427
2023-03-15,21.428571428571427
2023-03-16,22.285714285714285
2023-03-17,21.857142857142858
2023-03-18,20.142857142857142
2023-03-19,21.428571428571427
2023-03-20,20.57142857142857
2023-03-21,20.57142857142857
2023-03-22,20.57142857142857
2023-03-23,21.428571428571427
2023-03-24,21.428571428571427
2023-03-25,24.0
2023-03-26,25.71428571428571
2023-03-27,22.285714285714285
2023-03-28,21.428571428571427
2023-03-29,21.0
2023-03-30,21.0
2023-03-31,21.428571428571427
2023-04-01,21.857142857142858
2023-04-02,21.428571428571427
2023-04-03,21.428571428571427
2023-04-04,21.0
2023-04-05,20.57142857142857
2023-04-06,20.57142857142857
2023-04-07,20.142857142857142
2023-04-08,19.71428571428571
2023-04-09,18.0
2023-04-10,20.142857142857142
2023-04-11,21.0
2023-04-12,20.57142857142857
2023-04-13,21.428571428571427
2023-04-14,21.857142857142858
2023-04-15,21.0
2023-04-16,19.285714285714285
2023-04-17,20.57142857142857
2023-04-18,21.0
2023-04-19,20.57142857142857
2023-04-20,21.0
2023-04-21,21.428571428571427
2023-04-22,20.57142857142857
2023-04-23,19.71428571428571
2023-04-24,20.57142857142857
2023-04-25,19.71428571428571
2023-04-26,20.519465378690093
2023-04-27,19.55227547154099
2023-04-28,19.82158471082983
2023-04-29,21.700941000124914
2023-04-30,21.003060332264646
2023-05-01,21.97025023941375
2023-05-02,20.519465378690093
2023-05-03,21.700941000124914
2023-05-04,19.82158471082983
2023-05-05,20.035870425115544
2023-05-06,21.003060332264646
2023-05-07,37.2251946537869
2023-05-08,27.449056918016403
2023-05-09,24.60251072157222
2023-05-10,21.700941000124914
2023-05-11,20.519465378690093
2023-05-12,20.78877461797893
2023-05-13,21.4866552858392
2023-05-14,21.003060332264646
2023-05-15,20.035870425115544
2023-05-16,20.519465378690093
2023-05-17,20.30517966440438
2023-05-18,19.82158471082983
2023-05-19,20.519465378690093
2023-05-20,18.854394803680727
2023-05-21,18.64010908939501
2023-05-22,19.82158471082983
2023-05-23,19.55227547154099
2023-05-24,20.035870425115544
2023-05-25,20.78877461797893
2023-05-26,19.928883707373945
2023-05-27,21.544739143106966
2023-05-28,21.006120664529295
2023-05-29,19.928883707373945
2023-05-30,21.006120664529295
2023-05-31,20.46750218595162
2023-06-01,20.46750218595162
2023-06-02,20.46750218595162
2023-06-03,20.46750218595162
2023-06-04,21.006120664529295
2023-06-05,21.006120664529295
2023-06-06,20.46750218595162
2023-06-07,20.46750218595162
2023-06-08,20.46750218595162
2023-06-09,19.928883707373945
2023-06-10,20.46750218595162
2023-06-11,19.39026522879627
2023-06-12,22.08335762168464
2023-06-13,21.544739143106966
2023-06-14,21.006120664529295
2023-06-15,22.08335762168464
2023-06-16,25.315068493150687
2023-06-17,21.544739143106966
2023-06-18,22.08335762168464
2023-06-19,22.08335762168464
2023-06-20,21.544739143106966
2023-06-21,20.46750218595162
2023-06-22,20.46750218595162
2023-06-23,21.006120664529295
2023-06-24,20.46750218595162
2023-06-25,20.46750218595162
2023-06-26,21.006120664529295
2023-06-27,21.544739143106966
2023-06-28,21.006120664529295
2023-06-29,21.006120664529295
2023-06-30,20.46750218595162
2023-07-01,21.006120664529295
2023-07-02,19.928883707373945
2023-07-03,21.544739143106966
2023-07-04,20.46750218595162
2023-07-05,21.006120664529295
2023-07-06,21.006120664529295
2023-07-07,19.928883707373945
2023-07-08,19.39026522879627
2023-07-09,18.851646750218595
2023-07-10,19.928883707373945
2023-07-11,19.928883707373945
2023-07-12,21.006120664529295
2023-07-13,19.928883707373945
2023-07-14,20.46750218595162
2023-07-15,21.006120664529295
2023-07-16,20.46750218595162
2023-07-17,20.46750218595162
2023-07-18,21.544739143106966
2023-07-19,21.006120664529295
2023-07-20,20.46750218595162
2023-07-21,19.928883707373945
2023-07-22,20.46750218595162
2023-07-23,19.39026522879627
2023-07-24,21.006120664529295
2023-07-25,20.46750218595162
2023-07-26,20.46750218595162
2023-07-27,19.928883707373945
2023-07-28,18.851646750218595
2023-07-29,20.46750218595162
2023-07-30,19.39026522879627
2023-07-31,19.39026522879627
2023-08-01,19.928883707373945
2023-08-02,20.46750218595162
2023-08-03,21.006120664529295
2023-08-04,20.46750218595162
2023-08-05,19.928883707373945
2023-08-06,19.39026522879627
2023-08-07,21.006120664529295
2023-08-08,21.006120664529295
2023-08-09,21.006120664529295
2023-08-10,19.928883707373945
2023-08-11,21.006120664529295
2023-08-12,20.46750218595162
2023-08-13,21.006120664529295
2023-08-14,19.39026522879627
2023-08-15,19.928883707373945
2023-08-16,20.46750218595162
2023-08-17,21.544739143106966
2023-08-18,22.08335762168464
2023-08-19,20.46750218595162
2023-08-20,20.46750218595162
2023-08-21,22.08335762168464
2023-08-22,22.621976100262316
2023-08-23,21.544739143106966
2023-08-24,20.46750218595162
2023-08-25,21.006120664529295
2023-08-26,20.46750218595162
2023-08-27,20.46750218595162
2023-08-28,21.544739143106966
2023-08-29,21.544739143106966
2023-08-30,20.46750218595162
2023-08-31,21.006120664529295
2023-09-01,21.544739143106966
2023-09-02,25.85368697172836
2023-09-03,25.85368697172836
2023-09-04,21.006120664529295
2023-09-05,21.006120664529295
2023-09-06,20.46750218595162
2023-09-07,20.46750218595162
2023-09-08,20.46750218595162
2023-09-09,30.162634800349757
2023-09-10,36.62605654328185
2023-09-11,20.46750218595162
2023-09-12,20.46750218595162
2023-09-13,19.928883707373945
2023-09-14,20.46750218595162
2023-09-15,19.928883707373945
2023-09-16,24.23783153599534
2023-09-17,26.392305450306036
2023-09-18,19.39026522879627
2023-09-19,18.851646750218595
2023-09-20,19.39026522879627
2023-09-21,19.928883707373945
2023-09-22,19.928883707373945
2023-09-23,25.315068493150687
2023-09-24,23.699213057417666
2023-09-25,21.006120664529295
2023-09-26,19.928883707373945
2023-09-27,19.39026522879627
2023-09-28,19.928883707373945
2023-09-29,20.46750218595162
2023-09-30,28.008160886039057
2023-10-01,22.621976100262316
2023-10-02,21.006120664529295
2023-10-03,23.16059457883999
2023-10-04,22.08335762168464
2023-10-05,20.46750218595162
2023-10-06,20.46750218595162
2023-10-07,42.550859807636265
2023-10-08,23.699213057417666
2023-10-09,20.46750218595162
2023-10-10,20.46750218595162
2023-10-11,22.08335762168464
2023-10-12,21.006120664529295
2023-10-13,20.46750218595162
2023-10-14,29.624016321772082
2023-10-15,25.315068493150687
2023-10-16,23.699213057417666
2023-10-17,21.006120664529295
2023-10-18,19.39026522879627
2023-10-19,22.621976100262316
2023-10-20,24.77645001457301
2023-10-21,25.315068493150687
2023-10-22,19.928883707373945
2023-10-23,24.77645001457301
2023-10-24,28.008160886039057
2023-10-25,21.006120664529295
2023-10-26,19.39026522879627
2023-10-27,21.006120664529295
2023-10-28,30.701253278927428
2023-10-29,22.621976100262316
2023-10-30,18.851646750218595
2023-10-31,22.08335762168464
2023-11-01,24.77645001457301
2023-11-02,30.701253278927428
2023-11-03,21.544739143106966
2023-11-04,25.85368697172836
2023-11-05,19.39026522879627
2023-11-06,19.39026522879627
2023-11-07,21.006120664529295
2023-11-08,22.08335762168464
2023-11-09,19.39026522879627
2023-11-10,19.39026522879627
2023-11-11,23.16059457883999
2023-11-12,23.16059457883999
2023-11-13,20.46750218595162
2023-11-14,18.851646750218595
2023-11-15,18.313028271640924
2023-11-16,17.77440979306325
2023-11-17,18.313028271640924
2023-11-18,22.621976100262316
2023-11-19,21.544739143106966
2023-11-20,17.77440979306325
2023-11-21,17.77440979306325
2023-11-22,17.235791314485574
2023-11-23,15.619935878752552
2023-11-24,17.235791314485574
2023-11-25,25.85368697172836
2023-11-26,18.851646750218595
2023-11-27,17.77440979306325
2023-11-28,17.77440979306325
2023-11-29,18.313028271640924
2023-11-30,18.313028271640924
2023-12-01,17.77440979306325
2023-12-02,28.008160886039057
2023-12-03,22.08335762168464
2023-12-04,18.851646750218595
2023-12-05,18.851646750218595
2023-12-06,18.313028271640924
2023-12-07,18.851646750218595
2023-12-08,19.928883707373945
2023-12-09,18.851646750218595
2023-12-10,18.313028271640924
2023-12-11,17.77440979306325
2023-12-12,18.851646750218595
2023-12-13,18.313028271640924
2023-12-14,18.313028271640924
2023-12-15,18.851646750218595
2023-12-16,17.77440979306325
2023-12-17,19.39026522879627
2023-12-18,17.77440979306325
2023-12-19,17.77440979306325
2023-12-20,17.77440979306325
2023-12-21,17.77440979306325
2023-12-22,16.6971728359079
2023-12-23,17.235791314485574
2023-12-24,15.619935878752552
2023-12-25,14.004080443019529
2023-12-26,17.77440979306325
2023-12-27,20.46750218595162
2023-12-28,21.544739143106966
2023-12-29,19.928883707373945
2023-12-30,18.851646750218595
2023-12-31,18.851646750218595
2024-01-01,22.08335762168464
2024-01-02,53.86184785776742
2024-01-03,21.544739143106966
2024-01-04,19.39026522879627
2024-01-05,18.851646750218595
2024-01-06,18.313028271640924
2024-01-07,17.235791314485574
2024-01-08,19.928883707373945
2024-01-09,20.46750218595162
2024-01-10,19.39026522879627
2024-01-11,19.39026522879627
2024-01-12,19.928883707373945
2024-01-13,20.46750218595162
2024-01-14,17.77440979306325
2024-01-15,19.39026522879627
2024-01-16,19.928883707373945
2024-01-17,19.928883707373945
2024-01-18,19.928883707373945
2024-01-19,19.928883707373945
2024-01-20,19.928883707373945
2024-01-21,16.6971728359079
2024-01-22,19.39026522879627
2024-01-23,19.928883707373945
2024-01-24,19.928883707373945
2024-01-25,21.544739143106966
2024-01-26,22.621976100262316
2024-01-27,24.23783153599534
2024-01-28,21.006120664529295
2024-01-29,21.006120664529295
2024-01-30,21.544739143106966
2024-01-31,20.46750218595162
2024-02-01,19.39026522879627
2024-02-02,20.46750218595162
2024-02-03,19.39026522879627
2024-02-04,18.851646750218595
2024-02-05,18.851646750218595
2024-02-06,18.313028271640924
2024-02-07,18.313028271640924
2024-02-08,17.77440979306325
2024-02-09,17.235791314485574
2024-02-10,19.39026522879627
2024-02-11,16.6971728359079
2024-02-12,17.235791314485574
2024-02-13,19.928883707373945
2024-02-14,19.928883707373945
2024-02-15,19.39026522879627
2024-02-16,19.39026522879627
2024-02-17,22.08335762168464
2024-02-18,19.39026522879627
2024-02-19,19.928883707373945
2024-02-20,21.006120664529295
2024-02-21,20.46750218595162
2024-02-22,20.46750218595162
2024-02-23,19.928883707373945
2024-02-24,21.006120664529295
2024-02-25,19.39026522879627
2024-02-26,20.46750218595162
2024-02-27,21.544739143106966
2024-02-28,25.85368697172836
2024-02-29,24.23783153599534
2024-03-01,22.621976100262316
2024-03-02,22.621976100262316
2024-03-03,21.006120664529295
2024-03-04,21.006120664529295
2024-03-05,22.08335762168464
2024-03-06,21.544739143106966
2024-03-07,19.39026522879627
2024-03-08,19.39026522879627
2024-03-09,19.928883707373945
2024-03-10,20.46750218595162
2024-03-11,19.39026522879627
2024-03-12,18.851646750218595
2024-03-13,19.39026522879627
2024-03-14,20.46750218595162
2024-03-15,20.46750218595162
2024-03-16,22.08335762168464
2024-03-17,19.39026522879627
2024-03-18,20.46750218595162
2024-03-19,21.544739143106966
2024-03-20,21.006120664529295
2024-03-21,21.006120664529295
2024-03-22,22.08335762168464
2024-03-23,21.544739143106966
2024-03-24,22.08335762168464
2024-03-25,23.699213057417666
2024-03-26,19.928883707373945
2024-03-27,19.39026522879627
2024-03-28,21.006120664529295
2024-03-29,21.544739143106966
2024-03-30,19.928883707373945
2024-03-31,21.544739143106966
2024-04-01,21.006120664529295
2024-04-02,19.928883707373945
2024-04-03,21.544739143106966
2024-04-04,20.46750218595162
2024-04-05,22.08335762168464
2024-04-06,22.08335762168464
2024-04-07,24.23783153599534
2024-04-08,32.31710871466045
2024-04-09,21.006120664529295
2024-04-10,19.39026522879627
2024-04-11,19.39026522879627
2024-04-12,18.851646750218595
2024-04-13,18.851646750218595
2024-04-14,18.851646750218595
2024-04-15,18.851646750218595
2024-04-16,19.39026522879627
2024-04-17,18.851646750218595
2024-04-18,19.39026522879627
2024-04-19,18.851646750218595
2024-04-20,18.851646750218595
2024-04-21,18.313028271640924
2024-04-22,18.313028271640924
2024-04-23,19.39026522879627
2024-04-24,19.39026522879627
2024-04-25,19.928883707373945
2024-04-26,19.39026522879627
2024-04-27,19.928883707373945
2024-04-28,18.851646750218595
2024-04-29,19.928883707373945
2024-04-30,19.39026522879627
2024-05-01,18.851646750218595
2024-05-02,19.39026522879627
2024-05-03,20.46750218595162
2024-05-04,19.928883707373945
2024-05-05,18.851646750218595
2024-05-06,19.39026522879627
2024-05-07,19.39026522879627
2024-05-08,18.851646750218595
2024-05-09,18.851646750218595
2024-05-10,19.39026522879627
2024-05-11,21.006120664529295
2024-05-12,20.46750218595162
2024-05-13,20.46750218595162
2024-05-14,18.851646750218595
2024-05-15,19.928883707373945
2024-05-16,18.313028271640924
2024-05-17,19.928883707373945
2024-05-18,19.39026522879627
2024-05-19,18.851646750218595
2024-05-20,18.851646750218595
2024-05-21,18.313028271640924
2024-05-22,18.851646750218595
2024-05-23,19.928883707373945
2024-05-24,19.39026522879627
2024-05-25,19.39026522879627
2024-05-26,21.544739143106966
2024-05-27,19.39026522879627
2024-05-28,20.46750218595162
2024-05-29,21.544739143106966
2024-05-30,19.928883707373945
2024-05-31,19.928883707373945
2024-06-01,18.313028271640924
2024-06-02,19.39026522879627
2024-06-03,19.39026522879627
2024-06-04,20.46750218595162
2024-06-05,19.39026522879627
2024-06-06,20.46750218595162
2024-06-07,19.39026522879627
2024-06-08,20.46750218595162
2024-06-09,17.77440979306325
2024-06-10,19.928883707373945
2024-06-11,19.39026522879627
2024-06-12,19.39026522879627
2024-06-13,19.39026522879627
2024-06-14,18.851646750218595
2024-06-15,18.313028271640924
2024-06-16,22.08335762168464
2024-06-17,19.39026522879627
2024-06-18,20.46750218595162
2024-06-19,19.39026522879627
2024-06-20,21.006120664529295
2024-06-21,19.928883707373945
2024-06-22,18.851646750218595
2024-06-23,21.006120664529295
2024-06-24,20.46750218595162
2024-06-25,22.08335762168464
2024-06-26,19.928883707373945
2024-06-27,19.39026522879627
2024-06-28,18.851646750218595
2024-06-29,17.77440979306325
2024-06-30,18.313028271640924
2024-07-01,19.928883707373945
2024-07-02,20.46750218595162
2024-07-03,19.39026522879627
2024-07-04,19.39026522879627
2024-07-05,21.006120664529295
2024-07-06,19.39026522879627
2024-07-07,20.46750218595162
2024-07-08,22.621976100262316
2024-07-09,21.544739143106966
2024-07-10,21.006120664529295
2024-07-11,19.928883707373945
2024-07-12,19.928883707373945
2024-07-13,18.313028271640924
2024-07-14,16.158554357330225
2024-07-15,18.851646750218595
2024-07-16,18.851646750218595
2024-07-17,19.928883707373945
2024-07-18,18.851646750218595
2024-07-19,17.77440979306325
2024-07-20,17.235791314485574
2024-07-21,17.235791314485574
2024-07-22,19.928883707373945
2024-07-23,18.851646750218595
2024-07-24,18.851646750218595
2024-07-25,19.928883707373945
2024-07-26,19.928883707373945
2024-07-27,18.851646750218595
2024-07-28,17.235791314485574
2024-07-29,18.851646750218595
2024-07-30,19.928883707373945
2024-07-31,18.313028271640924
2024-08-01,18.313028271640924
2024-08-02,18.313028271640924
2024-08-03,18.313028271640924
2024-08-04,16.6971728359079
2024-08-05,17.77440979306325
2024-08-06,18.851646750218595
2024-08-07,18.851646750218595
2024-08-08,18.313028271640924
2024-08-09,19.39026522879627
2024-08-10,17.235791314485574
2024-08-11,17.235791314485574
2024-08-12,19.39026522879627
2024-08-13,19.928883707373945
2024-08-14,19.928883707373945
2024-08-15,19.928883707373945
2024-08-16,19.928883707373945
2024-08-17,18.851646750218595
2024-08-18,17.77440979306325
2024-08-19,19.120955989507433
2024-08-20,20.46750218595162
2024-08-21,19.928883707373945
2024-08-22,19.39026522879627
2024-08-23,19.659574468085108
2024-08-24,19.120955989507433
2024-08-25,18.043719032352087
2024-08-26,19.39026522879627
2024-08-27,19.659574468085108
2024-08-28,19.39026522879627
2024-08-29,18.851646750218595
2024-08-30,19.928883707373945
2024-08-31,25.584377732439524
2024-09-01,29.624016321772082
2024-09-02,19.39026522879627
2024-09-03,20.198192946662783
2024-09-04,19.928883707373945
2024-09-05,19.39026522879627
2024-09-06,19.39026522879627
2024-09-07,34.47158262897115
2024-09-08,20.46750218595162
2024-09-09,19.39026522879627
2024-09-10,18.313028271640924
2024-09-11,19.120955989507433
2024-09-12,19.928883707373945
2024-09-13,21.544739143106966
2024-09-14,25.85368697172836
2024-09-15,24.23783153599534
2024-09-16,20.46750218595162
2024-09-17,19.39026522879627
2024-09-18,18.851646750218595
2024-09-19,18.851646750218595
2024-09-20,19.928883707373945
2024-09-21,25.85368697172836
2024-09-22,28.008160886039057
2024-09-23,20.46750218595162
2024-09-24,18.313028271640924
2024-09-25,18.851646750218595
2024-09-26,17.77440979306325
2024-09-27,18.851646750218595
2024-09-28,28.008160886039057
2024-09-29,21.544739143106966
2024-09-30,18.313028271640924
2024-10-01,18.851646750218595
2024-10-02,19.39026522879627
2024-10-03,19.39026522879627
2024-10-04,22.08335762168464
2024-10-05,26.392305450306036
