Time,filipino adobo
2025-06-24,62.0
2025-06-25,0.0
2025-06-26,0.0
2025-06-27,42.0
2025-06-28,45.0
2025-06-29,0.0
2025-06-30,52.0
2025-07-01,0.0
2025-07-02,56.0
2025-07-03,83.0
2025-07-04,0.0
2025-07-05,53.0
2025-07-06,0.0
2025-07-07,0.0
2025-07-08,64.0
2025-07-09,0.0
2025-07-10,0.0
2025-07-11,0.0
2025-07-12,0.0
2025-07-13,0.0
2025-07-14,0.0
2025-07-15,0.0
2025-07-16,46.0
2025-07-17,0.0
2025-07-18,0.0
2025-07-19,48.0
2025-07-20,0.0
2025-07-21,43.0
2025-07-22,68.0
2025-07-23,0.0
2025-07-24,0.0
2025-07-25,43.0
2025-07-26,0.0
2025-07-27,0.0
2025-07-28,0.0
2025-07-29,56.0
2025-07-30,56.0
2025-07-31,70.0
2025-08-01,0.0
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,76.0
2025-08-05,0.0
2025-08-06,44.0
2025-08-07,0.0
2025-08-08,69.0
2025-08-09,0.0
2025-08-10,58.0
2025-08-11,64.0
2025-08-12,0.0
2025-08-13,0.0
2025-08-14,53.0
2025-08-15,44.0
2025-08-16,0.0
2025-08-17,64.0
2025-08-18,44.0
2025-08-19,48.0
2025-08-20,49.0
2025-08-21,0.0
2025-08-22,44.0
2025-08-23,0.0
2025-08-24,0.0
2025-08-25,0.0
2025-08-26,44.0
2025-08-27,0.0
2025-08-28,41.0
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,56.0
2025-09-01,0.0
2025-09-02,42.0
2025-09-03,0.0
2025-09-04,0.0
2025-09-05,0.0
2025-09-06,52.0
2025-09-07,49.0
2025-09-08,71.0
2025-09-09,42.0
2025-09-10,0.0
2025-09-11,44.0
2025-09-12,45.0
2025-09-13,0.0
2025-09-14,53.0
2025-09-15,0.0
2025-09-16,59.0
2025-09-17,69.0
2025-09-18,0.0
2025-09-19,0.0
2025-09-20,61.0
2025-09-21,43.0
2025-09-22,59.0
2025-09-23,44.0
2025-09-24,40.0
2025-09-25,0.0
2025-09-26,60.0
2025-09-27,55.0
2025-09-28,47.0
2025-09-29,41.0
2025-09-30,0.0
2025-10-01,0.0
2025-10-02,61.0
2025-10-03,52.0
2025-10-04,49.0
2025-10-05,57.0
2025-10-06,42.0
2025-10-07,0.0
2025-10-08,0.0
2025-10-09,0.0
2025-10-10,0.0
2025-10-11,0.0
2025-10-12,0.0
2025-10-13,58.0
2025-10-14,0.0
2025-10-15,55.0
2025-10-16,42.0
2025-10-17,0.0
2025-10-18,51.0
2025-10-19,50.0
2025-10-20,43.0
2025-10-21,0.0
2025-10-22,58.0
2025-10-23,59.0
2025-10-24,0.0
2025-10-25,51.0
2025-10-26,51.0
2025-10-27,60.0
2025-10-28,0.0
2025-10-29,64.0
2025-10-30,0.0
2025-10-31,0.0
2025-11-01,62.0
2025-11-02,62.0
2025-11-03,0.0
2025-11-04,47.0
2025-11-05,59.0
2025-11-06,48.0
2025-11-07,0.0
2025-11-08,52.0
2025-11-09,46.0
2025-11-10,41.0
2025-11-11,0.0
2025-11-12,59.0
2025-11-13,0.0
2025-11-14,39.0
2025-11-15,69.0
2025-11-16,70.0
2025-11-17,58.0
2025-11-18,77.0
2025-11-19,0.0
2025-11-20,0.0
2025-11-21,0.0
2025-11-22,0.0
2025-11-23,0.0
2025-11-24,45.0
2025-11-25,45.0
2025-11-26,51.0
2025-11-27,0.0
2025-11-28,0.0
2025-11-29,0.0
2025-11-30,0.0
2025-12-01,44.0
2025-12-02,0.0
2025-12-03,53.0
2025-12-04,54.0
2025-12-05,0.0
2025-12-06,52.0
2025-12-07,61.0
2025-12-08,70.0
2025-12-09,48.0
2025-12-10,60.0
2025-12-11,52.0
2025-12-12,44.0
2025-12-13,0.0
2025-12-14,60.0
2025-12-15,58.0
2025-12-16,0.0
2025-12-17,68.0
2025-12-18,57.0
2025-12-19,0.0
2025-12-20,0.0
2025-12-21,51.0
2025-12-22,82.0
2025-12-23,57.0
2025-12-24,0.0
2025-12-25,0.0
2025-12-26,0.0
2025-12-27,56.0
2025-12-28,0.0
2025-12-29,0.0
2025-12-30,64.0
2025-12-31,0.0
2026-01-01,0.0
2026-01-02,75.0
2026-01-03,0.0
2026-01-04,53.0
2026-01-05,73.0
2026-01-06,43.0
2026-01-07,0.0
2026-01-08,0.0
2026-01-09,100.0
2026-01-10,55.0
2026-01-11,55.0
2026-01-12,54.0
2026-01-13,60.0
2026-01-14,0.0
2026-01-15,60.0
2026-01-16,41.0
2026-01-17,0.0
2026-01-18,52.0
2026-01-19,68.0
2026-01-20,55.0
2026-01-21,60.0
2026-01-22,100.0
2026-01-23,56.0
2026-01-24,60.0
2026-01-25,58.0
2026-01-26,0.0
2026-01-27,42.0
2026-01-28,56.0
2026-01-29,65.0
2026-01-30,41.0
2026-01-31,0.0
2026-02-01,69.0
2026-02-02,42.0
2026-02-03,71.0
2026-02-04,43.0
2026-02-05,37.0
2026-02-06,56.0
2026-02-07,0.0
2026-02-08,54.0
2026-02-09,0.0
2026-02-10,48.0
2026-02-11,49.0
2026-02-12,36.0
2026-02-13,0.0
2026-02-14,41.0
2026-02-15,63.0
2026-02-16,47.0
2026-02-17,36.0
2026-02-18,58.0
2026-02-19,0.0
2026-02-20,59.0
2026-02-21,57.0
2026-02-22,0.0
2026-02-23,71.0
2026-02-24,48.0
2026-02-25,41.0
2026-02-26,66.0
2026-02-27,75.0
2026-02-28,0.0
2026-03-01,0.0
2026-03-02,0.0
2026-03-03,39.0
2026-03-04,40.0
2026-03-05,47.0
2026-03-06,49.0
2026-03-07,0.0
2026-03-08,0.0
2026-03-09,70.0
2026-03-10,47.0
2026-03-11,0.0
2026-03-12,42.0
2026-03-13,63.0
2026-03-14,47.0
2026-03-15,59.0
2026-03-16,63.0
2026-03-17,49.0
2026-03-18,0.0
2026-03-19,0.0
2026-03-20,64.0
2026-03-21,0.0
2026-03-22,62.0
2026-03-23,58.0
2026-03-24,40.0
2026-03-25,63.0
2026-03-26,48.0
2026-03-27,50.0
2026-03-28,0.0
2026-03-29,44.0
2026-03-30,44.0
2026-03-31,62.0
2026-04-01,91.0
2026-04-02,0.0
2026-04-03,56.0
2026-04-04,55.0
2026-04-05,62.0
2026-04-06,0.0
2026-04-07,0.0
2026-04-08,59.0
2026-04-09,46.0
2026-04-10,50.0
2026-04-11,0.0
2026-04-12,46.0
2026-04-13,49.0
2026-04-14,68.0
2026-04-15,0.0
2026-04-16,53.0
2026-04-17,63.0
2026-04-18,48.0
2026-04-19,73.0
2026-04-20,47.0
2026-04-21,57.0
2026-04-22,62.0
2026-04-23,0.0
2026-04-24,50.0
2026-04-25,0.0
2026-04-26,55.0
2026-04-27,83.0
2026-04-28,58.0
2026-04-29,48.0
2026-04-30,0.0
2026-05-01,0.0
2026-05-02,0.0
2026-05-03,51.0
2026-05-04,50.0
2026-05-05,0.0
2026-05-06,55.0
2026-05-07,43.0
2026-05-08,0.0
2026-05-09,0.0
2026-05-10,0.0
2026-05-11,39.0
2026-05-12,48.0
2026-05-13,0.0
2026-05-14,0.0
2026-05-15,53.0
2026-05-16,0.0
2026-05-17,0.0
2026-05-18,59.0
2026-05-19,0.0
2026-05-20,46.0
2026-05-21,0.0
2026-05-22,0.0
2026-05-23,44.0
2026-05-24,52.0
2026-05-25,0.0
2026-05-26,55.0
2026-05-27,49.0
2026-05-28,0.0
2026-05-29,55.0
2026-05-30,61.0
2026-05-31,37.0
