Time,gas_station_near_me
2024-09-22,41.134297115233274
2024-09-23,26.368139176431587
2024-09-24,24.25868804231706
2024-09-25,24.25868804231706
2024-09-26,27.42286474348885
2024-09-27,36.91539484700422
2024-09-28,55.900455054034964
2024-09-29,45.35319938346233
2024-09-30,27.42286474348885
2024-10-01,26.368139176431587
2024-10-02,24.25868804231706
2024-10-03,28.477590310546116
2024-10-04,31.641767011717906
2024-10-05,45.35319938346233
2024-10-06,41.134297115233274
2024-10-07,31.641767011717906
2024-10-08,32.69649257877517
2024-10-09,30.587041444660642
2024-10-10,35.86066927994696
2024-10-11,43.2437482493478
2024-10-12,56.95518062109223
2024-10-13,44.298473816405064
2024-10-14,28.477590310546116
2024-10-15,25.313413609374322
2024-10-16,24.25868804231706
2024-10-17,26.368139176431587
2024-10-18,31.641767011717906
2024-10-19,43.2437482493478
2024-10-20,40.07957154817601
2024-10-21,24.25868804231706
2024-10-22,23.203962475259797
2024-10-23,25.313413609374322
2024-10-24,26.368139176431587
2024-10-25,28.477590310546116
2024-10-26,43.2437482493478
2024-10-27,40.07957154817601
2024-10-28,25.313413609374322
2024-10-29,24.25868804231706
2024-10-30,24.25868804231706
2024-10-31,24.25868804231706
2024-11-01,29.532315877603377
2024-11-02,39.02484598111875
2024-11-03,37.97012041406148
2024-11-04,24.25868804231706
2024-11-05,21.09451134114527
2024-11-06,16.875609072916216
2024-11-07,22.149236908202532
2024-11-08,26.368139176431587
2024-11-09,41.134297115233274
2024-11-10,35.86066927994696
2024-11-11,25.313413609374322
2024-11-12,22.149236908202532
2024-11-13,22.149236908202532
2024-11-14,24.25868804231706
2024-11-15,24.25868804231706
2024-11-16,35.86066927994696
2024-11-17,32.69649257877517
2024-11-18,23.203962475259797
2024-11-19,21.09451134114527
2024-11-20,22.149236908202532
2024-11-21,23.203962475259797
2024-11-22,26.368139176431587
2024-11-23,37.97012041406148
2024-11-24,33.75121814583243
2024-11-25,25.313413609374322
2024-11-26,25.313413609374322
2024-11-27,28.477590310546116
2024-11-28,55.900455054034964
2024-11-29,42.18902268229054
2024-11-30,40.07957154817601
2024-12-01,35.86066927994696
2024-12-02,23.203962475259797
2024-12-03,22.149236908202532
2024-12-04,21.09451134114527
2024-12-05,23.203962475259797
2024-12-06,23.203962475259797
2024-12-07,37.97012041406148
2024-12-08,31.641767011717906
2024-12-09,21.09451134114527
2024-12-10,21.09451134114527
2024-12-11,21.09451134114527
2024-12-12,24.25868804231706
2024-12-13,25.313413609374322
2024-12-14,41.134297115233274
2024-12-15,32.69649257877517
2024-12-16,24.25868804231706
2024-12-17,23.203962475259797
2024-12-18,22.149236908202532
2024-12-19,24.25868804231706
2024-12-20,27.42286474348885
2024-12-21,37.97012041406148
2024-12-22,33.75121814583243
2024-12-23,29.532315877603377
2024-12-24,33.75121814583243
2024-12-25,105.47255670572635
2024-12-26,45.35319938346233
2024-12-27,30.587041444660642
2024-12-28,36.91539484700422
2024-12-29,32.69649257877517
2024-12-30,30.587041444660642
2024-12-31,29.532315877603377
2025-01-01,41.134297115233274
2025-01-02,26.368139176431587
2025-01-03,26.368139176431587
2025-01-04,34.80594371288969
2025-01-05,30.587041444660642
2025-01-06,24.25868804231706
2025-01-07,22.149236908202532
2025-01-08,22.149236908202532
2025-01-09,22.149236908202532
2025-01-10,25.313413609374322
2025-01-11,30.587041444660642
2025-01-12,27.42286474348885
2025-01-13,22.149236908202532
2025-01-14,21.09451134114527
2025-01-15,21.09451134114527
2025-01-16,21.09451134114527
2025-01-17,24.25868804231706
2025-01-18,28.477590310546116
2025-01-19,30.587041444660642
2025-01-20,24.25868804231706
2025-01-21,25.313413609374322
2025-01-22,26.368139176431587
2025-01-23,21.09451134114527
2025-01-24,22.149236908202532
2025-01-25,34.80594371288969
2025-01-26,27.42286474348885
2025-01-27,20.039785774088006
2025-01-28,21.09451134114527
2025-01-29,18.98506020703074
2025-01-30,18.98506020703074
2025-01-31,22.149236908202532
2025-02-01,34.80594371288969
2025-02-02,28.477590310546116
2025-02-03,21.09451134114527
2025-02-04,18.98506020703074
2025-02-05,17.93033463997348
2025-02-06,18.98506020703074
2025-02-07,22.149236908202532
2025-02-08,35.86066927994696
2025-02-09,28.477590310546116
2025-02-10,21.09451134114527
2025-02-11,17.93033463997348
2025-02-12,17.93033463997348
2025-02-13,22.149236908202532
2025-02-14,23.203962475259797
2025-02-15,40.07957154817601
2025-02-16,29.532315877603377
2025-02-17,24.25868804231706
2025-02-18,22.149236908202532
2025-02-19,20.039785774088006
2025-02-20,21.09451134114527
2025-02-21,23.203962475259797
2025-02-22,37.97012041406148
2025-02-23,29.532315877603377
2025-02-24,22.149236908202532
2025-02-25,20.039785774088006
2025-02-26,18.98506020703074
2025-02-27,21.09451134114527
2025-02-28,25.313413609374322
2025-03-01,39.02484598111875
2025-03-02,32.69649257877517
2025-03-03,21.09451134114527
2025-03-04,18.98506020703074
2025-03-05,21.09451134114527
2025-03-06,21.09451134114527
2025-03-07,22.149236908202532
2025-03-08,39.02484598111875
2025-03-09,32.69649257877517
2025-03-10,22.149236908202532
2025-03-11,22.149236908202532
2025-03-12,23.203962475259797
2025-03-13,25.313413609374322
2025-03-14,26.368139176431587
2025-03-15,41.134297115233274
2025-03-16,39.02484598111875
2025-03-17,24.25868804231706
2025-03-18,22.149236908202532
2025-03-19,22.149236908202532
2025-03-20,23.203962475259797
2025-03-21,26.368139176431587
2025-03-22,40.07957154817601
2025-03-23,36.91539484700422
2025-03-24,23.203962475259797
2025-03-25,24.25868804231706
2025-03-26,22.149236908202532
2025-03-27,23.203962475259797
2025-03-28,26.368139176431587
2025-03-29,44.298473816405064
2025-03-30,33.75121814583243
2025-03-31,23.203962475259797
2025-04-01,23.203962475259797
2025-04-02,23.203962475259797
2025-04-03,23.203962475259797
2025-04-04,27.42286474348885
2025-04-05,41.134297115233274
2025-04-06,33.75121814583243
2025-04-07,24.25868804231706
2025-04-08,23.203962475259797
2025-04-09,23.203962475259797
2025-04-10,25.313413609374322
2025-04-11,29.532315877603377
2025-04-12,46.40792495051959
2025-04-13,35.86066927994696
2025-04-14,24.25868804231706
2025-04-15,22.33758075946276
2025-04-16,25.652432541642728
2025-04-17,25.652432541642728
2025-04-18,30.45520074877848
2025-04-19,44.241970661027
2025-04-20,43.28141701959984
2025-04-21,25.219241683744208
2025-04-22,24.25868804231706
2025-04-23,24.25868804231706
2025-04-24,25.219241683744208
2025-04-25,27.573539824497033
2025-04-26,41.36030973674555
2025-04-27,39.00601159599273
2025-04-28,27.573539824497033
2025-04-29,25.219241683744208
2025-04-30,23.298134400889907
2025-05-01,25.219241683744208
2025-05-02,27.573539824497033
2025-05-03,44.241970661027
2025-05-04,39.00601159599273
2025-05-05,24.25868804231706
2025-05-06,21.904389901564237
2025-05-07,21.904389901564237
2025-05-08,24.25868804231706
2025-05-09,25.219241683744208
2025-05-10,39.43920245389124
2025-05-11,44.241970661027
2025-05-12,25.219241683744208
2025-05-13,23.298134400889907
2025-05-14,23.298134400889907
2025-05-15,24.258688042317058
2025-05-16,28.590596621302247
2025-05-17,45.918230937243
2025-05-18,42.45270407405485
2025-05-19,25.991451473911134
2025-05-20,24.258688042317058
2025-05-21,24.258688042317058
2025-05-22,26.857833189708174
2025-05-23,33.78888691608447
2025-05-24,47.65099436883708
2025-05-25,44.18546750564893
2025-05-26,42.45270407405485
2025-05-27,26.857833189708174
2025-05-28,25.125069758114098
2025-05-29,27.72421490550521
2025-05-30,29.456978337099287
2025-05-31,44.18546750564893
2025-06-01,40.71994064246078
2025-06-02,26.857833189708174
2025-06-03,25.991451473911134
2025-06-04,26.857833189708174
2025-06-05,28.590596621302247
2025-06-06,30.323360052896323
2025-06-07,45.05184922144597
2025-06-08,40.71994064246078
2025-06-09,26.857833189708174
2025-06-10,25.991451473911134
2025-06-11,26.857833189708174
2025-06-12,27.72421490550521
2025-06-13,32.0561234844904
2025-06-14,46.78461265304004
2025-06-15,39.85355892666374
2025-06-16,28.590596621302247
2025-06-17,29.456978337099287
2025-06-18,28.590596621302247
2025-06-19,29.456978337099287
2025-06-20,33.78888691608447
2025-06-21,51.98290294782227
2025-06-22,42.45270407405485
2025-06-23,32.92250520028744
2025-06-24,28.590596621302247
2025-06-25,27.72421490550521
2025-06-26,30.323360052896323
2025-06-27,34.65526863188151
2025-06-28,45.05184922144597
2025-06-29,45.05184922144597
2025-06-30,29.456978337099287
2025-07-01,32.92250520028744
2025-07-02,30.323360052896323
2025-07-03,39.85355892666374
2025-07-04,52.84928466361931
2025-07-05,61.513101821589686
2025-07-06,46.78461265304004
2025-07-07,32.0561234844904
2025-07-08,29.456978337099287
2025-07-09,28.590596621302247
2025-07-10,30.323360052896323
2025-07-11,36.38803206347559
2025-07-12,51.11652123202523
2025-07-13,42.45270407405485
2025-07-14,32.92250520028744
2025-07-15,30.323360052896323
2025-07-16,27.72421490550521
2025-07-17,29.456978337099287
2025-07-18,36.38803206347559
2025-07-19,51.98290294782227
2025-07-20,43.31908578985189
2025-07-21,30.323360052896323
2025-07-22,30.323360052896323
2025-07-23,27.72421490550521
2025-07-24,31.189741768693363
2025-07-25,33.78888691608447
2025-07-26,47.65099436883708
2025-07-27,41.58632235825782
2025-07-28,32.0561234844904
2025-07-29,26.857833189708174
2025-07-30,27.72421490550521
2025-07-31,30.323360052896323
2025-08-01,34.65526863188151
2025-08-02,48.517376084634115
2025-08-03,42.45270407405485
2025-08-04,32.0561234844904
2025-08-05,26.857833189708174
2025-08-06,30.323360052896323
2025-08-07,30.323360052896323
2025-08-08,32.92250520028744
2025-08-09,49.383757800431155
2025-08-10,43.31908578985189
2025-08-11,30.323360052896323
2025-08-12,30.323360052896323
2025-08-13,25.991451473911134
2025-08-14,27.72421490550521
2025-08-15,32.0561234844904
2025-08-16,50.250139516228195
2025-08-17,43.31908578985189
2025-08-18,30.323360052896323
2025-08-19,25.125069758114098
2025-08-20,25.125069758114098
2025-08-21,26.857833189708174
2025-08-22,29.456978337099287
2025-08-23,51.11652123202523
2025-08-24,39.85355892666374
2025-08-25,26.857833189708174
2025-08-26,25.125069758114098
2025-08-27,25.991451473911134
2025-08-28,26.857833189708174
2025-08-29,32.92250520028744
2025-08-30,48.517376084634115
2025-08-31,42.45270407405485
2025-09-01,40.71994064246078
2025-09-02,25.991451473911134
2025-09-03,24.258688042317058
2025-09-04,25.991451473911134
2025-09-05,26.857833189708174
2025-09-06,39.85355892666374
2025-09-07,35.52165034767855
2025-09-08,24.258688042317058
2025-09-09,31.189741768693363
2025-09-10,22.525924610722985
2025-09-11,24.258688042317058
2025-09-12,26.857833189708174
2025-09-13,41.58632235825782
2025-09-14,38.120795495069665
2025-09-15,25.991451473911134
2025-09-16,21.659542894925945
2025-09-17,27.72421490550521
2025-09-18,22.525924610722985
2025-09-19,26.857833189708174
2025-09-20,41.58632235825782
2025-09-21,38.987177210866705
2025-09-22,25.991451473911134
2025-09-23,23.39230632652002
2025-09-24,22.525924610722985
2025-09-25,22.525924610722985
2025-09-26,26.857833189708174
2025-09-27,33.78888691608447
2025-09-28,39.85355892666374
2025-09-29,24.258688042317058
2025-09-30,22.525924610722985
2025-10-01,22.525924610722985
2025-10-02,24.258688042317058
2025-10-03,28.590596621302247
2025-10-04,49.383757800431155
2025-10-05,36.38803206347559
2025-10-06,24.258688042317058
2025-10-07,21.659542894925945
2025-10-08,22.525924610722985
2025-10-09,24.258688042317058
2025-10-10,27.72421490550521
2025-10-11,45.05184922144597
2025-10-12,37.254413779272625
2025-10-13,26.857833189708174
2025-10-14,21.659542894925945
2025-10-15,22.525924610722985
2025-10-16,24.258688042317058
2025-10-17,28.590596621302247
2025-10-18,46.78461265304004
2025-10-19,50.250139516228195
2025-10-20,24.258688042317058
2025-10-21,22.525924610722985
2025-10-22,21.659542894925945
2025-10-23,22.525924610722985
2025-10-24,25.991451473911134
2025-10-25,43.31908578985189
2025-10-26,36.38803206347559
2025-10-27,23.39230632652002
2025-10-28,20.79316117912891
2025-10-29,19.060397747534832
2025-10-30,21.659542894925945
2025-10-31,25.991451473911134
2025-11-01,45.05184922144597
2025-11-02,32.92250520028744
2025-11-03,23.39230632652002
2025-11-04,22.525924610722985
2025-11-05,20.79316117912891
2025-11-06,21.659542894925945
2025-11-07,23.39230632652002
2025-11-08,40.71994064246078
2025-11-09,30.323360052896323
2025-11-10,22.525924610722985
2025-11-11,22.525924610722985
2025-11-12,19.060397747534832
2025-11-13,21.659542894925945
2025-11-14,24.258688042317058
2025-11-15,39.85355892666374
2025-11-16,28.590596621302247
2025-11-17,21.659542894925945
2025-11-18,19.92677946333187
2025-11-19,20.79316117912891
2025-11-20,22.525924610722985
2025-11-21,25.125069758114098
2025-11-22,39.85355892666374
2025-11-23,32.0561234844904
2025-11-24,26.857833189708174
2025-11-25,23.39230632652002
2025-11-26,27.72421490550521
2025-11-27,47.65099436883708
2025-11-28,36.38803206347559
2025-11-29,43.31908578985189
2025-11-30,31.189741768693363
2025-12-01,23.39230632652002
2025-12-02,23.39230632652002
2025-12-03,21.659542894925945
2025-12-04,19.92677946333187
2025-12-05,22.525924610722985
2025-12-06,32.92250520028744
2025-12-07,37.254413779272625
2025-12-08,22.525924610722985
2025-12-09,19.92677946333187
2025-12-10,19.060397747534832
2025-12-11,21.659542894925945
2025-12-12,25.125069758114098
2025-12-13,39.85355892666374
2025-12-14,29.456978337099287
2025-12-15,22.525924610722985
2025-12-16,21.659542894925945
2025-12-17,22.525924610722985
2025-12-18,22.525924610722985
2025-12-19,25.125069758114098
2025-12-20,37.254413779272625
2025-12-21,31.189741768693363
2025-12-22,25.991451473911134
2025-12-23,25.125069758114098
2025-12-24,31.189741768693363
2025-12-25,86.63817157970378
2025-12-26,42.45270407405485
2025-12-27,32.92250520028744
2025-12-28,30.323360052896323
2025-12-29,26.857833189708174
2025-12-30,25.991451473911134
2025-12-31,27.72421490550521
2026-01-01,35.52165034767855
2026-01-02,24.258688042317058
2026-01-03,32.0561234844904
2026-01-04,25.991451473911134
2026-01-05,21.659542894925945
2026-01-06,18.194016031737796
2026-01-07,19.060397747534832
2026-01-08,19.060397747534832
2026-01-09,21.659542894925945
2026-01-10,31.189741768693363
2026-01-11,25.991451473911134
2026-01-12,20.79316117912891
2026-01-13,18.194016031737796
2026-01-14,18.194016031737796
2026-01-15,20.79316117912891
2026-01-16,21.659542894925945
2026-01-17,32.0561234844904
2026-01-18,27.72421490550521
2026-01-19,24.258688042317058
2026-01-20,19.92677946333187
2026-01-21,20.79316117912891
2026-01-22,20.79316117912891
2026-01-23,25.125069758114098
2026-01-24,32.0561234844904
2026-01-25,36.38803206347559
2026-01-26,25.125069758114098
2026-01-27,19.92677946333187
2026-01-28,18.194016031737796
2026-01-29,19.060397747534832
2026-01-30,21.659542894925945
2026-01-31,33.78888691608447
2026-02-01,27.72421490550521
2026-02-02,20.79316117912891
2026-02-03,18.194016031737796
2026-02-04,18.194016031737796
2026-02-05,20.79316117912891
2026-02-06,22.525924610722985
2026-02-07,32.92250520028744
2026-02-08,29.456978337099287
2026-02-09,19.92677946333187
2026-02-10,19.92677946333187
2026-02-11,21.659542894925945
2026-02-12,22.525924610722985
2026-02-13,25.125069758114098
2026-02-14,33.78888691608447
2026-02-15,29.456978337099287
2026-02-16,23.39230632652002
2026-02-17,19.92677946333187
2026-02-18,19.92677946333187
2026-02-19,21.659542894925945
2026-02-20,23.39230632652002
2026-02-21,30.323360052896323
2026-02-22,26.857833189708174
2026-02-23,22.525924610722985
2026-02-24,20.79316117912891
2026-02-25,18.194016031737796
2026-02-26,21.659542894925945
2026-02-27,22.525924610722985
2026-02-28,32.0561234844904
2026-03-01,29.456978337099287
2026-03-02,23.39230632652002
2026-03-03,23.39230632652002
2026-03-04,24.258688042317058
2026-03-05,23.39230632652002
2026-03-06,27.72421490550521
2026-03-07,39.85355892666374
2026-03-08,38.120795495069665
2026-03-09,29.456978337099287
2026-03-10,25.125069758114098
2026-03-11,25.991451473911134
2026-03-12,27.72421490550521
2026-03-13,28.590596621302247
2026-03-14,41.58632235825782
2026-03-15,37.254413779272625
2026-03-16,25.125069758114098
2026-03-17,25.991451473911134
2026-03-18,28.590596621302247
2026-03-19,28.590596621302247
2026-03-20,32.92250520028744
2026-03-21,42.45270407405485
2026-03-22,40.71994064246078
2026-03-23,28.590596621302247
2026-03-24,25.125069758114098
2026-03-25,26.857833189708174
2026-03-26,26.857833189708174
2026-03-27,27.72421490550521
2026-03-28,40.71994064246078
2026-03-29,38.987177210866705
2026-03-30,28.590596621302247
2026-03-31,25.991451473911134
2026-04-01,25.991451473911134
2026-04-02,26.857833189708174
2026-04-03,38.987177210866705
2026-04-04,39.85355892666374
2026-04-05,38.987177210866705
2026-04-06,29.456978337099287
2026-04-07,25.991451473911134
2026-04-08,27.72421490550521
2026-04-09,30.323360052896323
2026-04-10,27.72421490550521
2026-04-11,38.987177210866705
2026-04-12,38.120795495069665
2026-04-13,25.125069758114098
2026-04-14,24.258688042317058
2026-04-15,27.72421490550521
2026-04-16,24.258688042317058
2026-04-17,26.857833189708174
2026-04-18,37.254413779272625
2026-04-19,36.38803206347559
2026-04-20,30.323360052896323
2026-04-21,21.659542894925945
2026-04-22,20.79316117912891
2026-04-23,26.857833189708174
2026-04-24,27.72421490550521
2026-04-25,37.254413779272625
2026-04-26,35.52165034767855
2026-04-27,25.125069758114098
2026-04-28,25.125069758114098
2026-04-29,24.258688042317058
2026-04-30,34.65526863188151
2026-05-01,34.65526863188151
2026-05-02,40.71994064246078
2026-05-03,40.71994064246078
2026-05-04,32.0561234844904
2026-05-05,26.857833189708174
2026-05-06,28.590596621302247
2026-05-07,33.78888691608447
2026-05-08,31.189741768693363
2026-05-09,39.85355892666374
2026-05-10,37.254413779272625
2026-05-11,28.590596621302247
2026-05-12,25.125069758114098
2026-05-13,25.991451473911134
2026-05-14,32.92250520028744
2026-05-15,32.92250520028744
2026-05-16,41.58632235825782
2026-05-17,41.58632235825782
2026-05-18,28.590596621302247
2026-05-19,27.72421490550521
2026-05-20,27.72421490550521
2026-05-21,32.92250520028744
2026-05-22,33.78888691608447
2026-05-23,44.18546750564893
2026-05-24,42.45270407405485
2026-05-25,39.85355892666374
2026-05-26,27.72421490550521
2026-05-27,28.590596621302247
2026-05-28,32.92250520028744
2026-05-29,31.189741768693363
2026-05-30,47.65099436883708
2026-05-31,38.120795495069665
