Time,partner
2022-07-06,49.83864184392941
2022-07-07,47.59757107050451
2022-07-08,49.07520881501493
2022-07-09,40.88785205297674
2022-07-10,40.879696760107706
2022-07-11,49.04584976068641
2022-07-12,49.036063409243575
2022-07-13,47.54063229847344
2022-07-14,46.045794299911954
2022-07-15,42.32397194288118
2022-07-16,43.80027518492213
2022-07-17,41.56483897747947
2022-07-18,48.977345300586535
2022-07-19,50.451424371845015
2022-07-20,51.92491033089484
2022-07-21,51.17289471199701
2022-07-22,45.972248386038494
2022-07-23,40.77367795281028
2022-07-24,41.50671398103109
2022-07-25,48.908840840486654
2022-07-26,51.12173878400035
2022-07-27,48.148521650667625
2022-07-28,46.65768715951459
2022-07-29,50.350595296373335
2022-07-30,40.71659090272704
2022-07-31,45.88950923293085
2022-08-01,49.5803414770593
2022-08-02,48.09069321032357
2022-08-03,48.8207636775011
2022-08-04,46.592296538510155
2022-08-05,44.3647190678322
2022-08-06,40.659503852643816
2022-08-07,44.34692570157249
2022-08-08,49.510799070594274
2022-08-09,52.45613993012012
2022-08-10,50.22960040580731
2022-08-11,47.26542823365661
2022-08-12,49.471060552614254
2022-08-13,45.76999712288647
2022-08-14,42.07041647368033
2022-08-15,50.17918586807148
2022-08-16,50.169102960524306
2022-08-17,50.89665270081503
2022-08-18,47.93648403607276
2022-08-19,45.71483768748138
2022-08-20,40.54532975247735
2022-08-21,46.43349074464225
2022-08-22,46.424149227355905
2022-08-23,49.36177962816922
2022-08-24,47.87865559572871
2022-08-25,50.07835679259979
2022-08-26,55.958659047999994
2022-08-27,58.89198938530053
2022-08-28,73.60015892640924
2022-08-29,68.81222856198032
2022-08-30,70.23994674694232
2022-08-31,67.34320291694578
2022-09-01,62.6538208594053
2022-09-02,56.87833796208413
2022-09-03,54.35357939843219
2022-09-04,55.41526548046826
2022-09-05,64.04313102134186
2022-09-06,56.83245592372661
2022-09-07,57.540615328107876
2022-09-08,53.931576338329165
2022-09-09,52.12977993730663
2022-09-10,50.31382701486454
2022-09-11,47.794431508058764
2022-09-12,51.012404451064036
2022-09-13,52.806427249966795
2022-09-14,52.42901380465852
2022-09-15,50.62967801779893
2022-09-16,48.097881281110034
2022-09-17,41.99107734632437
2022-09-18,41.982583418444314
2022-09-19,50.58872923031206
2022-09-20,46.27204379806227
2022-09-21,52.35482167900366
2022-09-22,48.756968665254774
2022-09-23,48.029790596925984
2022-09-24,44.08310069986134
2022-09-25,46.942230996665984
2022-09-26,47.649589899941304
2022-09-27,48.43080216862447
2022-09-28,46.315725510349274
2022-09-29,44.20150245275276
2022-09-30,41.38666411257101
2022-10-01,41.378270372564046
2022-10-02,42.772245331965784
2022-10-03,46.96981955594672
2022-10-04,49.7638869462807
2022-10-05,49.05302845555136
2022-10-06,50.444300346137304
2022-10-07,48.332638090576815
2022-10-08,45.521498686669325
2022-10-09,44.111874381491866
2022-10-10,51.803419944493136
2022-10-11,50.39308430541679
2022-10-12,51.78236446108582
2022-10-13,46.87450081349465
2022-10-14,43.36758319751441
2022-10-15,41.96009289403364
2022-10-16,40.553171657671996
2022-10-17,53.82687679659052
2022-10-18,51.02028992963596
2022-10-19,50.31113864026397
2022-10-20,46.8077776937782
2022-10-21,48.1952083813101
2022-10-22,44.69369690296148
2022-10-23,43.98639508172661
2022-10-24,50.25992259954346
2022-10-25,50.24967939139935
2022-10-26,46.75058644830696
2022-10-27,47.43868225427164
2022-10-28,46.03403728638646
2022-10-29,38.35387306576752
2022-10-30,41.83205279223237
2022-10-31,45.308809850899415
2022-11-01,48.08722789545769
2022-11-02,47.38063740812173
2022-11-03,43.88780420333963
2022-11-04,44.57533094218518
2022-11-05,38.995447634744394
2022-11-06,40.37989071990093
2022-11-07,47.3322667029968
2022-11-08,48.01851304082433
2022-11-09,45.225583784728585
2022-11-10,47.998880225214805
2022-11-11,45.20708910335728
2022-11-12,41.02573329227118
2022-11-13,41.712548697217834
2022-11-14,48.6546814721696
2022-11-15,46.55994896340284
2022-11-16,46.55041708915762
2022-11-17,48.62480544841596
2022-11-18,49.30934458488615
2022-11-19,43.05004374504723
2022-11-20,40.958583372215394
2022-11-21,46.502757717931594
2022-11-22,48.57501207549324
2022-11-23,43.01476158366199
2022-11-24,36.763143149931146
2022-11-25,38.83610884139169
2022-11-26,39.52150157854056
2022-11-27,41.5930446022033
2022-11-28,45.74295945495821
2022-11-29,45.73356984749278
2022-11-30,45.72418024002736
2022-12-01,47.79273566131474
2022-12-02,44.32038887282085
2022-12-03,42.92655618019889
2022-12-04,62.99216037462233
2022-12-05,53.98218351228208
2022-12-06,51.203338667384465
2022-12-07,48.425631956725084
2022-12-08,51.873935659436285
2022-12-09,47.71420439887662
2022-12-10,47.01302004917226
2022-12-11,45.620894557907654
2022-12-12,49.75800540048243
2022-12-13,49.74776219233833
2022-12-14,46.97432348507232
2022-12-15,44.89267952004525
2022-12-16,47.64548954424326
2022-12-17,44.18381276423281
2022-12-18,58.669533651215474
2022-12-19,58.65744097493423
2022-12-20,51.745895557635
2022-12-21,48.97601351986348
2022-12-22,44.13828739470347
2022-12-23,47.57677468960991
2022-12-24,38.60506759103026
2022-12-25,37.90786671115972
2022-12-26,44.10186709907999
2022-12-27,44.78171143181747
2022-12-28,45.461271230995386
2022-12-29,46.140546496613744
2022-12-30,42.6884015908485
2022-12-31,39.926059692405275
2023-01-01,51.61785545583372
2023-01-02,44.04892518932685
2023-01-03,45.42719540185296
2023-01-04,49.55884003877738
2023-01-05,48.87239603307014
2023-01-06,43.367309334616806
2023-01-07,41.30378236662866
2023-01-08,47.50117017199894
2023-01-09,48.19143976182965
2023-01-10,52.32413973230537
2023-01-11,53.70314867831738
2023-01-12,47.50845197350291
2023-01-13,46.82171775106906
2023-01-14,43.38060653736315
2023-01-15,39.93923149026943
2023-01-16,48.20436759783305
2023-01-17,50.960855256207694
2023-01-18,49.5854344442701
2023-01-19,44.7663432347647
2023-01-20,45.45679750796687
2023-01-21,44.081007329286315
2023-01-22,43.39390374010951
2023-01-23,50.283750952429436
2023-01-24,48.90798715708767
2023-01-25,47.53211782839076
2023-01-26,45.46724531012472
2023-01-27,46.846834689589954
2023-01-28,43.40387664216927
2023-01-29,46.161446017433995
2023-01-30,48.230223269839854
2023-01-31,50.98818839518631
2023-02-01,48.23391693726939
2023-02-02,48.23576377098417
2023-02-03,46.17028443592612
2023-02-04,44.10464680083539
2023-02-05,48.24130427212848
2023-02-06,50.3107147246651
2023-02-07,51.00185496467562
2023-02-08,47.55760413365461
2023-02-09,48.24869160698756
2023-02-10,42.73619119033635
2023-02-11,44.11646653660993
2023-02-12,43.42880889731869
2023-02-13,48.94545149815874
2023-02-14,48.257925775561425
2023-02-15,53.08574987020381
2023-02-16,51.70887797463317
2023-02-17,46.19503200770405
2023-02-18,44.128286272384464
2023-02-19,46.888098231445696
2023-02-20,45.51077781911576
2023-02-21,47.581269988542466
2023-02-22,48.962310451640725
2023-02-23,48.27454727899436
2023-02-24,46.207405793593026
2023-02-25,42.071038539026546
2023-02-26,44.14179454184107
2023-02-27,51.04090230607365
2023-02-28,49.663318060355884
2023-03-01,48.9754229710156
2023-03-02,47.59765404192636
2023-03-03,44.15023721025146
2023-03-04,43.46205190418457
2023-03-05,43.46371405452787
2023-03-06,49.6747156627099
2023-03-07,47.606756293806306
2023-03-08,47.6085767441823
2023-03-09,46.23038568167254
2023-03-10,47.61221764493427
2023-03-11,41.403511387226324
2023-03-12,45.54560382630859
2023-03-13,53.13856931444627
2023-03-14,52.45046315839574
2023-03-15,50.381976122716495
2023-03-16,47.62314034719021
2023-03-17,45.5543103281068
2023-03-18,45.55605162846644
2023-03-19,42.10644497967259
2023-03-20,47.630422148694166
2023-03-21,49.70320966859495
2023-03-22,50.395458008834325
2023-03-23,51.778134238937106
2023-03-24,46.2569009371489
2023-03-25,40.04481761207679
2023-03-26,45.56998203134358
2023-03-27,48.33364595786705
2023-03-28,47.64498575170207
2023-03-29,48.33733962529659
2023-03-30,49.02974626556867
2023-03-31,44.19751615334961
2023-04-01,43.508592113796816
2023-04-02,43.51025426414011
2023-04-03,50.418569813607746
2023-04-04,49.03911235083644
2023-04-05,48.35026746129999
2023-04-06,49.04285878494354
2023-04-07,42.82779414258902
2023-04-08,40.75703813977449
2023-04-09,40.06777111681752
2023-04-10,48.359501629873854
2023-04-11,48.36134846358863
2023-04-12,46.290486927418954
2023-04-13,46.98318378441765
2023-04-14,48.36688896473294
2023-04-15,40.767934458691634
2023-04-16,43.53352436894623
2023-04-17,44.22622122594492
2023-04-18,48.37427629959202
2023-04-19,46.993948186640885
2023-04-20,45.61351454033462
2023-04-21,41.46841440063115
2023-04-22,40.778830777608796
2023-04-23,44.92754543472546
2023-04-24,47.00291852182692
2023-04-25,49.76969568232673
2023-04-26,46.4000131599248
2023-04-27,44.84962320638849
2023-04-28,42.95345231503611
2023-04-29,42.178951892106376
2023-04-30,42.956730818228955
2023-05-01,44.08027101911327
2023-05-02,47.53258243625884
2023-05-03,48.310654317001685
2023-05-04,47.53620989644201
2023-05-05,45.639634045729245
2023-05-06,40.29175730952615
2023-05-07,44.86674001967217
2023-05-08,49.442071686808504
2023-05-09,47.545278546899915
2023-05-10,47.20127151526781
2023-05-11,45.650081847887094
2023-05-12,45.651823148246734
2023-05-13,42.2014867480185
2023-05-14,42.20309638058365
2023-05-15,46.77954734842286
2023-05-16,49.45716096539668
2023-05-17,44.10718401586674
2023-05-18,47.21567582264534
2023-05-19,43.33381608530927
2023-05-20,46.011706229541474
2023-05-21,45.66749485148351
2023-05-22,48.34567795033596
2023-05-23,49.47036408416134
2023-05-24,47.22647905317848
2023-05-25,48.259806848370495
2023-05-26,42.22894087378876
2023-05-27,45.67794265364136
2023-05-28,43.094041466038675
2023-05-29,43.09568420222702
2023-05-30,49.13095270979351
2023-05-31,48.27084603555615
2023-06-01,43.962624659007886
2023-06-02,47.41248066167842
2023-06-03,39.655586052515226
2023-06-04,43.96765143174421
2023-06-05,48.28004535821086
2023-06-06,48.2818852227418
2023-06-07,48.28372508727275
2023-06-08,46.56108048923926
2023-06-09,43.976029386304745
2023-06-10,43.11539703648712
2023-06-11,44.84172136358247
2023-06-12,49.15529806010473
2023-06-13,49.15717077935944
2023-06-14,50.88392221786376
2023-06-15,48.29844400352028
2023-06-16,45.71276866083419
2023-06-17,46.57704788498994
2023-06-18,43.12853892599384
2023-06-19,47.44319982840041
2023-06-20,49.1702798141424
2023-06-21,50.89749121877946
2023-06-22,50.03672745006677
2023-06-23,48.31316291976782
2023-06-24,44.00116324998636
2023-06-25,47.454041887243456
2023-06-26,50.907183362290674
2023-06-27,51.771988262026696
2023-06-28,48.322362242422535
2023-06-29,50.912998648397405
2023-06-30,47.46307693627933
2023-07-01,42.28689660651344
2023-07-02,47.46669095589368
2023-07-03,47.468497965700855
2023-07-04,44.881015613207595
2023-07-05,47.47211198531521
2023-07-06,50.9265676493131
2023-07-07,50.065311059743905
2023-07-08,46.61430514174152
2023-07-09,45.75281856910595
2023-07-10,50.93432136412208
2023-07-11,52.66291266715734
2023-07-12,50.07483892963628
2023-07-13,51.803528796842855
2023-07-14,49.215225076255415
2023-07-15,44.89980851520222
2023-07-16,46.628498382408786
2023-07-17,55.26550819258335
2023-07-18,53.54049805443866
2023-07-19,51.81535649739891
2023-07-20,50.09008352146409
2023-07-21,47.501024142230015
2023-07-22,44.048079795525396
2023-07-23,48.36835885569609
2023-07-24,50.961459365953466
2023-07-25,55.28232981115196
2023-07-26,49.23769770731192
2023-07-27,58.74194366678124
2023-07-28,46.64978824340969
2023-07-29,44.923726754104464
2023-07-30,49.245188584330755
2023-07-31,54.43096249343657
2023-08-01,52.70499956830264
2023-08-02,46.658659018826725
2023-08-03,51.84492574878905
2023-08-04,48.39043723006739
2023-08-05,44.935685873555585
2023-08-06,45.80157497917592
2023-08-07,53.581237911909525
2023-08-08,86.42463694319848
2023-08-09,63.092383363369876
2023-08-10,50.994412653891594
2023-08-11,50.99635108259383
2023-08-12,44.083267204679665
2023-08-13,46.678174724744224
2023-08-14,49.27327937315139
2023-08-15,55.326486559894576
2023-08-16,56.19309846943777
2023-08-17,55.33069196453672
2023-08-18,52.739069916848834
2023-08-19,45.82421188385126
2023-08-20,48.41987506256246
2023-08-21,53.60975581213912
2023-08-22,55.34120547614211
2023-08-23,50.15487303673226
2023-08-24,52.751094745747494
2023-08-25,47.56426948548115
2023-08-26,44.106725477449174
2023-08-27,44.108401068361275
2023-08-28,50.16440090662464
2023-08-29,51.0312427992342
2023-08-30,52.76311957464615
2023-08-31,46.71010951624557
2023-09-01,44.98181390572421
2023-09-02,43.25338687630777
2023-09-03,43.255029612496116
2023-09-04,44.12180579565814
2023-09-05,50.179645498452444
2023-09-06,50.18155107243093
2023-09-07,49.31822463526441
2023-09-08,44.99377302517533
2023-09-09,44.130183750218684
2023-09-10,46.72785106707966
2023-09-11,51.05644237236335
2023-09-12,49.32758823153795
2023-09-13,51.92574836925544
2023-09-14,49.331333670047364
2023-09-15,46.736721842496706
2023-09-16,43.27638518294455
2023-09-17,45.874709594280866
2023-09-18,50.204417960172634
2023-09-19,51.93757606981149
2023-09-20,46.74559261791374
2023-09-21,49.344442704830335
2023-09-22,45.883416096079074
2023-09-23,45.885157396438714
2023-09-24,46.752689238247385
2023-09-25,49.35193358184917
2023-09-26,50.219662552000436
2023-09-27,51.08745723159924
2023-09-28,52.82123958098966
2023-09-29,45.89560519859656
2023-09-30,42.4333958197897
2023-10-01,44.16704675028506
2023-10-02,51.09124006678543
2023-10-03,53.684926942442125
2023-10-04,49.35166107677583
2023-10-05,47.616322178566804
2023-10-06,45.8812524925356
2023-10-07,44.146452018682204
2023-10-08,43.27747016021085
2023-10-09,49.3324797091065
2023-10-10,50.19405823268795
2023-10-11,51.92084964425134
2023-10-12,51.05153127055771
2023-10-13,45.85628306304326
2023-10-14,47.583007171562194
2023-10-15,46.71422722222419
2023-10-16,50.17063677321804
2023-10-17,62.275944657897575
2023-10-18,50.1628296200614
2023-10-19,49.294116973767856
2023-10-20,45.831313633550906
2023-10-21,44.96307210856853
2023-10-22,44.95957235025694
2023-10-23,50.14331173716981
2023-10-24,53.597298378563316
2023-10-25,57.05074659560119
2023-10-26,50.99593895583889
2023-10-27,48.39915614013734
2023-10-28,40.61755708881165
2023-10-29,44.07093800280507
2023-10-30,50.9800554373478
2023-10-31,51.840085990906815
2023-11-01,50.10817954796494
2023-11-02,50.10427597138662
2023-11-03,45.7813747745662
2023-11-04,44.91407549220619
2023-11-05,44.04691081593508
2023-11-06,53.54305212473357
2023-11-07,50.94828840036563
2023-11-08,54.39816955604745
2023-11-09,50.07695093533839
2023-11-10,49.209718956022826
2023-11-11,42.299793884946645
2023-11-12,44.88607742571342
2023-11-13,52.65071610983675
2023-11-14,52.646610624125074
2023-11-15,55.231480800958316
2023-11-16,49.186701314819636
2023-11-17,48.320007759859706
2023-11-18,44.00228889746223
2023-11-19,46.58702446820656
2023-11-20,50.03401159297688
2023-11-21,60.38116484737757
2023-11-22,46.57612137500505
2023-11-23,42.26021969480783
2023-11-24,38.80737720517004
2023-11-25,39.66666742524006
2023-11-26,43.97482925532509
2023-11-27,44.833581051039474
2023-11-28,47.41643213653911
2023-11-29,53.447077983342496
2023-11-30,49.13299348534553
2023-12-01,44.819582017793095
2023-12-02,43.954234523722235
2023-12-03,43.08902163574029
2023-12-04,49.11764839121007
2023-12-05,52.560395424179795
2023-12-06,54.279446985631004
2023-12-07,49.10613957060848
2023-12-08,51.68663504955222
2023-12-09,43.06883072240416
2023-12-10,43.06546557018147
2023-12-11,46.50706845139548
2023-12-12,52.531657024198026
2023-12-13,49.94422933167555
2023-12-14,53.384486152000484
2023-12-15,44.77058540143074
2023-12-16,42.18436916370843
2023-12-17,45.624424074900006
2023-12-18,54.22856588402394
2023-12-19,46.47799353619145
2023-12-20,48.195631733709135
2023-12-21,47.331293785305085
2023-12-22,47.327592117860135
2023-12-23,43.02171859128652
2023-12-24,38.28633456076681
2023-12-25,35.70244027807815
2023-12-26,44.73208806000319
2023-12-27,49.459496679755134
2023-12-28,49.0255778263973
2023-12-29,50.31178738320195
2023-12-30,44.28810740149953
2023-12-31,44.714589268445216
2024-01-01,64.48714833192349
2024-01-02,49.866157800109185
2024-01-03,51.15179528103597
2024-01-04,52.4372308528294
2024-01-05,48.9948876381264
2024-01-06,45.9828289123807
2024-01-07,45.54951578642297
2024-01-08,52.85048767153991
2024-01-09,48.549897433955934
2024-01-10,50.6941521045082
2024-01-11,48.54229218993266
2024-01-12,48.53848956792101
2024-01-13,45.528113418286665
2024-01-14,45.095069504506746
2024-01-15,45.950422496476214
2024-01-16,50.670326826771564
2024-01-17,51.09573184500598
2024-01-18,51.52106956019595
2024-01-19,49.370488403465025
2024-01-20,44.6445941022133
2024-01-21,50.6504724286577
2024-01-22,52.363332110019165
2024-01-23,50.64253066941216
2024-01-24,50.63855978978938
2024-01-25,50.63458891016661
2024-01-26,50.63061803054384
2024-01-27,51.48472591619092
2024-01-28,46.33261896017132
2024-01-29,60.914035301846816
2024-01-30,53.188365080462205
2024-01-31,53.184192291706076
2024-02-01,48.03356600266446
2024-02-02,47.17212208517193
2024-02-03,47.16842041772697
2024-02-04,47.16471875028201
2024-02-05,60.880585688753285
2024-02-06,54.01656129399458
2024-02-07,52.297644338632274
2024-02-08,51.4362677241842
2024-02-09,51.432229541516975
2024-02-10,45.42823570031727
2024-02-11,45.42466863896122
2024-02-12,48.84910924383953
2024-02-13,49.7022075838198
2024-02-14,58.26697711193828
2024-02-15,61.68960053461634
2024-02-16,53.9741603759887
2024-02-17,44.54660086948861
2024-02-18,52.2524839958038
2024-02-19,48.822255329102475
2024-02-20,52.24427302438044
2024-02-21,53.95295991698577
2024-02-22,52.23606205295708
2024-02-23,49.663171818036616
2024-02-24,46.23449112135772
2024-02-25,45.374729779976526
2024-02-26,53.0756997840466
2024-02-27,53.07152699529046
2024-02-28,51.35550407083968
2024-02-29,48.783892593763824
2024-03-01,47.924265858471536
2024-03-02,47.06477372926817
2024-03-03,45.34976035048418
2024-03-04,51.33531315750355
2024-03-05,51.33127497483632
2024-03-06,51.327236792169096
2024-03-07,53.88935853997695
2024-03-08,50.4638410863874
2024-03-09,45.32835798234788
2024-03-10,45.32479092099183
2024-03-11,53.01728074146073
2024-03-12,53.013107952704594
2024-03-13,53.00893516394846
2024-03-14,52.1498468530118
2024-03-15,49.58119670989193
2024-03-16,43.593826720672304
2024-03-17,46.15453510454663
2024-03-18,49.56948598015696
2024-03-19,47.001845382703884
2024-03-20,49.56167882700033
2024-03-21,49.557775250422004
2024-03-22,62.369528141217046
2024-03-23,45.27841912336318
2024-03-24,47.83757953721508
2024-03-25,46.97963537803414
2024-03-26,47.830041596236256
2024-03-27,54.658597286567826
2024-03-28,54.65428989172278
2024-03-29,47.81873468476802
2024-03-30,48.668804387747876
2024-03-31,44.396111262089974
2024-04-01,47.807427773299786
2024-04-02,49.51093233148219
2024-04-03,52.0677371387782
2024-04-04,55.477640286054495
2024-04-05,48.64578674654469
2024-04-06,48.64195047301082
2024-04-07,54.61121594327237
2024-04-08,51.19397676415063
2024-04-09,52.896269867532844
2024-04-10,52.03899873879644
2024-04-11,45.210644957598234
2024-04-12,49.471896565699
2024-04-13,44.35061440403923
2024-04-14,50.31691854034481
2024-04-15,54.57675678451204
2024-04-16,51.16167130281282
2024-04-17,48.59975146413831
2024-04-18,49.44847510622909
2024-04-19,47.73958630449039
2024-04-20,44.326116095858055
2024-04-21,47.732048363511566
2024-04-22,51.13744220680946
2024-04-23,51.985627424544596
2024-04-24,52.83367803619084
2024-04-25,46.864883687240464
2024-04-26,47.71320351106451
2024-04-27,49.413342917024224
2024-04-28,76.66981966620915
2024-04-29,79.21922113861525
2024-04-30,85.17522790911941
2024-05-01,66.43142813164575
2024-05-02,47.69058968812805
2024-05-03,46.83527034768081
2024-05-04,42.574153345668954
2024-05-05,45.12503548505303
2024-05-06,51.932256110292755
2024-05-07,51.92815062458107
2024-05-08,48.51918971992714
2024-05-09,48.51535344639328
2024-05-10,46.8093586755661
2024-05-11,44.25262117131453
2024-05-12,45.10006605556068
2024-05-13,46.79825367323123
2024-05-14,52.75022226106816
2024-05-15,49.34307853861448
2024-05-16,53.59255211393582
2024-05-17,49.335271385457844
2024-05-18,45.07866368742439
2024-05-19,43.374149583575196
2024-05-20,48.47315443752076
2024-05-21,51.0203349094599
2024-05-22,52.71683995101909
2024-05-23,51.012258544125444
2024-05-24,46.7575353313367
2024-05-25,42.50348514899249
2024-05-26,44.200124796640594
2024-05-27,48.44630052278371
2024-05-28,53.54167101232877
2024-05-29,53.53743092052819
2024-05-30,48.43479170218212
2024-05-31,46.731623659221995
2024-06-01,45.02872482843969
2024-06-02,48.42328288158052
2024-06-03,51.817302510365714
2024-06-04,54.36138704225998
2024-06-05,50.11043279996064
2024-06-06,51.80498605323068
2024-06-07,45.85651722370534
2024-06-08,45.85288285930484
2024-06-09,48.396428966843466
2024-06-10,50.09057840184678
2024-06-11,55.18016082956883
2024-06-12,52.62921138714029
2024-06-13,51.776247653248916
2024-06-14,54.318313093809564
2024-06-15,46.67609864754764
2024-06-16,50.91534216011202
2024-06-17,54.30539090927444
2024-06-18,50.0588113648646
2024-06-19,47.50967910463631
2024-06-20,50.89918942944311
2024-06-21,49.19864620521668
2024-06-22,49.194742628638366
2024-06-23,44.95024947860659
2024-06-24,51.731087310420435
2024-06-25,53.42294844191232
2024-06-26,55.96245636678372
2024-06-27,52.56661955579827
2024-06-28,48.32353976970003
2024-06-29,44.08113301404632
2024-06-30,47.46822042925278
2024-07-01,51.70234891043867
2024-07-02,50.00321905014578
2024-07-03,49.99924817052301
2024-07-04,45.75838938489174
2024-07-05,45.75475502049124
2024-07-06,46.59836363120353
2024-07-07,48.289013307895246
2024-07-08,55.90915235557633
2024-07-09,52.51654609072467
2024-07-10,49.9714520131636
2024-07-11,54.202013432993446
2024-07-12,51.65718856761019
2024-07-13,46.57245195908883
2024-07-14,47.415454842401026
2024-07-15,50.798234862762456
2024-07-16,49.10105679075872
2024-07-17,51.636661139051796
2024-07-18,51.63255565334011
2024-07-19,52.47481820316333
2024-07-20,45.70023955448369
2024-07-21,51.62023919620508
2024-07-22,54.15463208969799
2024-07-23,55.842522341567104
2024-07-24,53.299985779695284
2024-07-25,51.60381725335836
2024-07-26,71.90123770901586
2024-07-27,48.21228783721795
2024-07-28,51.591500796223315
2024-07-29,57.50726034614412
2024-07-30,54.12017293093766
2024-07-31,56.65254673309697
2024-08-01,57.49353052507555
2024-08-02,56.64352812514016
2024-08-03,51.566867881953236
2024-08-04,49.87218002259429
2024-08-05,51.558656910529876
2024-08-06,50.70939484408348
2024-08-07,50.70535666141625
2024-08-08,49.856296504103206
2024-08-09,49.85232562448043
2024-08-10,46.46880527063002
2024-08-11,49.84438386523488
2024-08-12,52.37467127301612
2024-08-13,52.37049848425998
2024-08-14,50.67708938274566
2024-08-15,54.051254613416994
2024-08-16,49.82452946712102
2024-08-17,44.75406110402385
2024-08-18,46.91497585994568
2024-08-19,51.50118011056635
2024-08-20,53.89571536330094
2024-08-21,51.412574183422244
2024-08-22,51.40847510752432
2024-08-23,50.5871576480118
2024-08-24,46.9461221244072
2024-08-25,48.94491372762597
2024-08-26,52.20910168822762
2024-08-27,52.204937445889826
2024-08-28,55.75626455438402
2024-08-29,53.803482505428136
2024-08-30,52.50709901618113
2024-08-31,45.68148101230116
2024-09-01,48.54943497263456
2024-09-02,48.57247790224378
2024-09-03,50.65243864453449
2024-09-04,52.68072419706766
2024-09-05,53.10137071279522
2024-09-06,47.8460797525264
2024-09-07,49.50665001494389
2024-09-08,48.23390351808018
2024-09-09,51.95895607896432
2024-09-10,53.67754286403611
2024-09-11,49.57347022263689
2024-09-12,53.59370685712761
2024-09-13,48.374917636759214
2024-09-14,47.522197023866596
