Time,buffalo_bills
2024-12-11,4.806000288475408
2024-12-12,4.806000288475408
2024-12-13,6.408000384633877
2024-12-14,6.408000384633877
2024-12-15,38.448002307803264
2024-12-16,30.438001827010915
2024-12-17,8.010000480792346
2024-12-18,6.408000384633877
2024-12-19,6.408000384633877
2024-12-20,6.408000384633877
2024-12-21,8.010000480792346
2024-12-22,35.244002115486325
2024-12-23,22.42800134621857
2024-12-24,6.408000384633877
2024-12-25,8.010000480792346
2024-12-26,8.010000480792346
2024-12-27,6.408000384633877
2024-12-28,8.010000480792346
2024-12-29,38.448002307803264
2024-12-30,11.214000673109284
2024-12-31,6.408000384633877
2025-01-01,4.806000288475408
2025-01-02,4.806000288475408
2025-01-03,4.806000288475408
2025-01-04,6.408000384633877
2025-01-05,35.244002115486325
2025-01-06,11.214000673109284
2025-01-07,4.806000288475408
2025-01-08,4.806000288475408
2025-01-09,4.806000288475408
2025-01-10,6.408000384633877
2025-01-11,8.010000480792346
2025-01-12,84.90600509639887
2025-01-13,16.020000961584692
2025-01-14,8.010000480792346
2025-01-15,6.408000384633877
2025-01-16,6.408000384633877
2025-01-17,8.010000480792346
2025-01-18,11.214000673109284
2025-01-19,56.07000336554643
2025-01-20,128.16000769267754
2025-01-21,11.214000673109284
2025-01-22,9.612000576950816
2025-01-23,9.612000576950816
2025-01-24,11.214000673109284
2025-01-25,14.418000865426224
2025-01-26,64.08000384633877
2025-01-27,160.20000961584694
2025-01-28,8.010000480792346
2025-01-29,4.806000288475408
2025-01-30,4.806000288475408
2025-01-31,3.2040001923169386
2025-02-01,3.2040001923169386
2025-02-02,3.2040001923169386
2025-02-03,3.2040001923169386
2025-02-04,3.2040001923169386
2025-02-05,3.2040001923169386
2025-02-06,1.6020000961584693
2025-02-07,4.806000288475408
2025-02-08,3.2040001923169386
2025-02-09,4.806000288475408
2025-02-10,4.806000288475408
2025-02-11,3.2040001923169386
2025-02-12,3.2040001923169386
2025-02-13,3.2040001923169386
2025-02-14,3.2040001923169386
2025-02-15,3.2040001923169386
2025-02-16,1.6020000961584693
2025-02-17,1.6020000961584693
2025-02-18,1.6020000961584693
2025-02-19,1.6020000961584693
2025-02-20,1.6020000961584693
2025-02-21,1.6020000961584693
2025-02-22,1.6020000961584693
2025-02-23,1.6020000961584693
2025-02-24,1.6020000961584693
2025-02-25,1.6020000961584693
2025-02-26,1.6020000961584693
2025-02-27,1.6020000961584693
2025-02-28,1.6020000961584693
2025-03-01,1.6020000961584693
2025-03-02,3.2040001923169386
2025-03-03,3.2040001923169386
2025-03-04,3.2040001923169386
2025-03-05,3.2040001923169386
2025-03-06,3.2040001923169386
2025-03-07,3.2040001923169386
2025-03-08,3.2040001923169386
2025-03-09,3.2040001923169386
2025-03-10,6.408000384633877
2025-03-11,4.806000288475408
2025-03-12,6.408000384633877
2025-03-13,4.806000288475408
2025-03-14,4.806000288475408
2025-03-15,3.2040001923169386
2025-03-16,3.2040001923169386
2025-03-17,3.2040001923169386
2025-03-18,3.2040001923169386
2025-03-19,3.2040001923169386
2025-03-20,3.2040001923169386
2025-03-21,3.2040001923169386
2025-03-22,3.2040001923169386
2025-03-23,3.2040001923169386
2025-03-24,3.2040001923169386
2025-03-25,3.2040001923169386
2025-03-26,3.2040001923169386
2025-03-27,3.2040001923169386
2025-03-28,1.6020000961584693
2025-03-29,3.2040001923169386
2025-03-30,3.2040001923169386
2025-03-31,1.6020000961584693
2025-04-01,1.6020000961584693
2025-04-02,1.6020000961584693
2025-04-03,1.6020000961584693
2025-04-04,1.6020000961584693
2025-04-05,1.6020000961584693
2025-04-06,1.6020000961584693
2025-04-07,1.6020000961584693
2025-04-08,3.2040001923169386
2025-04-09,1.6020000961584693
2025-04-10,1.6020000961584693
2025-04-11,1.6020000961584693
2025-04-12,1.6020000961584693
2025-04-13,1.6020000961584693
2025-04-14,1.6020000961584693
2025-04-15,3.2040001923169386
2025-04-16,1.8690001121848807
2025-04-17,3.2040001923169386
2025-04-18,3.2040001923169386
2025-04-19,1.8690001121848807
2025-04-20,1.8690001121848807
2025-04-21,1.8690001121848807
2025-04-22,1.8690001121848807
2025-04-23,1.8690001121848807
2025-04-24,3.2040001923169386
2025-04-25,8.811000528871581
2025-04-26,12.549000753241343
2025-04-27,6.408000384633877
2025-04-28,3.7380002243697614
2025-04-29,3.2040001923169386
2025-04-30,3.2040001923169386
2025-05-01,3.2040001923169386
2025-05-02,1.8690001121848807
2025-05-03,3.2040001923169386
2025-05-04,3.2040001923169386
2025-05-05,3.2040001923169386
2025-05-06,2.403000144237704
2025-05-07,1.8690001121848807
2025-05-08,3.2040001923169386
2025-05-09,1.8690001121848807
2025-05-10,3.2040001923169386
2025-05-11,3.2040001923169386
2025-05-12,3.2040001923169386
2025-05-13,3.2040001923169386
2025-05-14,5.07300030450182
2025-05-15,8.54400051284517
2025-05-16,3.2040001923169386
2025-05-17,3.2040001923169386
2025-05-18,3.2040001923169386
2025-05-19,3.2040001923169386
2025-05-20,3.2040001923169386
2025-05-21,3.2040001923169386
2025-05-22,2.1360001282112924
2025-05-23,2.1360001282112924
2025-05-24,3.2040001923169386
2025-05-25,3.2040001923169386
2025-05-26,2.1360001282112924
2025-05-27,2.1360001282112924
2025-05-28,3.2040001923169386
2025-05-29,2.1360001282112924
2025-05-30,2.1360001282112924
2025-05-31,3.2040001923169386
2025-06-01,3.2040001923169386
2025-06-02,3.2040001923169386
2025-06-03,2.1360001282112924
2025-06-04,2.1360001282112924
2025-06-05,2.1360001282112924
2025-06-06,3.2040001923169386
2025-06-07,2.1360001282112924
2025-06-08,3.2040001923169386
2025-06-09,2.1360001282112924
2025-06-10,3.2040001923169386
2025-06-11,3.2040001923169386
2025-06-12,2.1360001282112924
2025-06-13,2.1360001282112924
2025-06-14,2.1360001282112924
2025-06-15,2.1360001282112924
2025-06-16,2.1360001282112924
2025-06-17,2.1360001282112924
2025-06-18,2.1360001282112924
2025-06-19,2.1360001282112924
2025-06-20,2.1360001282112924
2025-06-21,2.1360001282112924
2025-06-22,2.1360001282112924
2025-06-23,2.1360001282112924
2025-06-24,2.1360001282112924
2025-06-25,2.1360001282112924
2025-06-26,2.1360001282112924
2025-06-27,2.1360001282112924
2025-06-28,2.1360001282112924
2025-06-29,2.1360001282112924
2025-06-30,2.1360001282112924
2025-07-01,3.2040001923169386
2025-07-02,3.2040001923169386
2025-07-03,2.1360001282112924
2025-07-04,3.2040001923169386
2025-07-05,2.1360001282112924
2025-07-06,3.2040001923169386
2025-07-07,2.1360001282112924
2025-07-08,2.1360001282112924
2025-07-09,3.2040001923169386
2025-07-10,3.2040001923169386
2025-07-11,3.2040001923169386
2025-07-12,2.1360001282112924
2025-07-13,3.2040001923169386
2025-07-14,2.1360001282112924
2025-07-15,3.2040001923169386
2025-07-16,3.2040001923169386
2025-07-17,3.2040001923169386
2025-07-18,3.2040001923169386
2025-07-19,3.2040001923169386
2025-07-20,3.2040001923169386
2025-07-21,3.2040001923169386
2025-07-22,5.340000320528231
2025-07-23,4.272000256422585
2025-07-24,4.272000256422585
2025-07-25,4.272000256422585
2025-07-26,4.272000256422585
2025-07-27,4.272000256422585
2025-07-28,4.272000256422585
2025-07-29,4.272000256422585
2025-07-30,4.272000256422585
2025-07-31,4.272000256422585
2025-08-01,6.408000384633877
2025-08-02,5.340000320528231
2025-08-03,5.340000320528231
2025-08-04,5.340000320528231
2025-08-05,5.340000320528231
2025-08-06,7.476000448739523
2025-08-07,6.408000384633877
2025-08-08,6.408000384633877
2025-08-09,20.29200121800728
2025-08-10,8.54400051284517
2025-08-11,5.340000320528231
2025-08-12,5.340000320528231
2025-08-13,7.476000448739523
2025-08-14,5.340000320528231
2025-08-15,5.340000320528231
2025-08-16,6.408000384633877
2025-08-17,11.748000705162108
2025-08-18,14.952000897479046
2025-08-19,5.340000320528231
2025-08-20,5.340000320528231
2025-08-21,6.408000384633877
2025-08-22,7.476000448739523
2025-08-23,11.748000705162108
2025-08-24,17.08800102569034
2025-08-25,9.612000576950816
2025-08-26,10.680000641056463
2025-08-27,10.680000641056463
2025-08-28,10.680000641056463
2025-08-29,8.54400051284517
2025-08-30,7.476000448739523
2025-08-31,9.612000576950816
2025-09-01,8.54400051284517
2025-09-02,7.476000448739523
2025-09-03,8.54400051284517
2025-09-04,8.54400051284517
2025-09-05,8.54400051284517
2025-09-06,9.612000576950816
2025-09-07,26.700001602641155
2025-09-08,106.80000641056462
2025-09-09,13.8840008333734
2025-09-10,9.612000576950816
2025-09-11,8.54400051284517
2025-09-12,8.54400051284517
2025-09-13,9.612000576950816
2025-09-14,50.19600301296537
2025-09-15,12.816000769267754
2025-09-16,8.54400051284517
2025-09-17,8.54400051284517
2025-09-18,23.496001410324215
2025-09-19,77.96400467971218
2025-09-20,9.612000576950816
2025-09-21,11.748000705162108
2025-09-22,8.54400051284517
2025-09-23,7.476000448739523
2025-09-24,6.408000384633877
2025-09-25,6.408000384633877
2025-09-26,7.476000448739523
2025-09-27,7.476000448739523
2025-09-28,51.26400307707102
2025-09-29,12.816000769267754
2025-09-30,8.54400051284517
2025-10-01,7.476000448739523
2025-10-02,7.476000448739523
2025-10-03,7.476000448739523
2025-10-04,7.476000448739523
2025-10-05,26.700001602641155
2025-10-06,72.62400435918394
2025-10-07,8.54400051284517
2025-10-08,6.408000384633877
2025-10-09,6.408000384633877
2025-10-10,6.408000384633877
2025-10-11,7.476000448739523
2025-10-12,16.020000961584692
2025-10-13,29.90400179495809
2025-10-14,55.5360033334936
2025-10-15,6.408000384633877
2025-10-16,5.340000320528231
2025-10-17,5.340000320528231
2025-10-18,6.408000384633877
2025-10-19,14.952000897479046
2025-10-20,8.54400051284517
2025-10-21,6.408000384633877
2025-10-22,5.340000320528231
2025-10-23,5.340000320528231
2025-10-24,6.408000384633877
2025-10-25,7.476000448739523
2025-10-26,44.85600269243714
2025-10-27,10.680000641056463
2025-10-28,6.408000384633877
2025-10-29,6.408000384633877
2025-10-30,6.408000384633877
2025-10-31,6.408000384633877
2025-11-01,8.54400051284517
2025-11-02,46.99200282064843
2025-11-03,32.040001923169385
2025-11-04,13.8840008333734
2025-11-05,7.476000448739523
2025-11-06,6.408000384633877
2025-11-07,6.408000384633877
2025-11-08,7.476000448739523
2025-11-09,52.33200314117666
2025-11-10,11.748000705162108
2025-11-11,6.408000384633877
2025-11-12,5.340000320528231
2025-11-13,5.340000320528231
2025-11-14,6.408000384633877
2025-11-15,7.476000448739523
2025-11-16,51.26400307707102
2025-11-17,13.8840008333734
2025-11-18,7.476000448739523
2025-11-19,6.408000384633877
2025-11-20,17.08800102569034
2025-11-21,66.21600397455006
2025-11-22,9.612000576950816
2025-11-23,13.8840008333734
2025-11-24,8.54400051284517
2025-11-25,6.408000384633877
2025-11-26,6.408000384633877
2025-11-27,8.54400051284517
2025-11-28,9.612000576950816
2025-11-29,7.476000448739523
2025-11-30,35.244002115486325
2025-12-01,17.08800102569034
2025-12-02,7.476000448739523
2025-12-03,6.408000384633877
2025-12-04,6.408000384633877
2025-12-05,7.476000448739523
2025-12-06,8.54400051284517
2025-12-07,58.74000352581054
2025-12-08,14.952000897479046
2025-12-09,8.54400051284517
2025-12-10,7.476000448739523
2025-12-11,7.476000448739523
2025-12-12,7.476000448739523
2025-12-13,9.167000550240129
2025-12-14,60.965003659363965
2025-12-15,14.952000897479046
2025-12-16,8.633000518187306
2025-12-17,7.476000448739523
2025-12-18,6.31900037929174
2025-12-19,7.476000448739523
2025-12-20,8.633000518187306
2025-12-21,46.01300276188492
2025-12-22,13.795000828031263
2025-12-23,8.633000518187306
2025-12-24,6.31900037929174
2025-12-25,8.633000518187306
2025-12-26,8.633000518187306
2025-12-27,9.79000058763509
2025-12-28,63.813003830312354
2025-12-29,38.5370023131454
2025-12-30,7.476000448739523
2025-12-31,6.31900037929174
2026-01-01,7.476000448739523
2026-01-02,6.9420004166866995
2026-01-03,8.633000518187306
2026-01-04,43.16500259093654
2026-01-05,24.742001485114137
2026-01-06,8.633000518187306
2026-01-07,7.476000448739523
2026-01-08,7.476000448739523
2026-01-09,7.476000448739523
2026-01-10,11.214000673109284
2026-01-11,103.4180062075634
2026-01-12,26.166001570588328
2026-01-13,13.706000822689125
2026-01-14,9.968000598319364
2026-01-15,8.722000523529443
2026-01-16,11.214000673109284
2026-01-17,90.9580054596642
2026-01-18,124.60000747899204
2026-01-19,37.38000224369762
2026-01-20,14.952000897479046
2026-01-21,12.460000747899205
2026-01-22,8.722000523529443
2026-01-23,8.722000523529443
2026-01-24,7.476000448739523
2026-01-25,8.722000523529443
2026-01-26,8.722000523529443
2026-01-27,11.214000673109284
2026-01-28,6.230000373949602
2026-01-29,6.230000373949602
2026-01-30,4.984000299159682
2026-01-31,4.984000299159682
2026-02-01,4.984000299159682
2026-02-02,3.7380002243697614
2026-02-03,3.7380002243697614
2026-02-04,3.7380002243697614
2026-02-05,3.7380002243697614
2026-02-06,3.7380002243697614
2026-02-07,3.7380002243697614
2026-02-08,4.984000299159682
2026-02-09,4.984000299159682
2026-02-10,2.492000149579841
2026-02-11,3.7380002243697614
2026-02-12,2.492000149579841
2026-02-13,3.7380002243697614
2026-02-14,2.492000149579841
2026-02-15,2.492000149579841
2026-02-16,2.492000149579841
2026-02-17,2.492000149579841
2026-02-18,2.492000149579841
2026-02-19,2.492000149579841
2026-02-20,2.492000149579841
2026-02-21,2.492000149579841
2026-02-22,2.492000149579841
2026-02-23,2.492000149579841
2026-02-24,2.492000149579841
2026-02-25,2.492000149579841
2026-02-26,2.492000149579841
2026-02-27,2.492000149579841
2026-02-28,2.492000149579841
2026-03-01,2.492000149579841
2026-03-02,2.492000149579841
2026-03-03,3.7380002243697614
2026-03-04,2.492000149579841
2026-03-05,6.230000373949602
2026-03-06,4.984000299159682
2026-03-07,4.984000299159682
2026-03-08,3.7380002243697614
2026-03-09,6.230000373949602
2026-03-10,6.230000373949602
2026-03-11,6.230000373949602
2026-03-12,4.984000299159682
2026-03-13,4.984000299159682
2026-03-14,3.7380002243697614
2026-03-15,3.7380002243697614
2026-03-16,3.7380002243697614
2026-03-17,3.7380002243697614
2026-03-18,3.7380002243697614
2026-03-19,3.7380002243697614
2026-03-20,3.7380002243697614
2026-03-21,3.7380002243697614
2026-03-22,2.492000149579841
2026-03-23,2.492000149579841
2026-03-24,2.492000149579841
2026-03-25,2.492000149579841
2026-03-26,2.492000149579841
2026-03-27,2.492000149579841
2026-03-28,2.492000149579841
2026-03-29,2.492000149579841
2026-03-30,2.492000149579841
2026-03-31,2.492000149579841
2026-04-01,2.492000149579841
2026-04-02,2.492000149579841
2026-04-03,2.492000149579841
2026-04-04,2.492000149579841
2026-04-05,2.492000149579841
2026-04-06,2.492000149579841
2026-04-07,2.492000149579841
2026-04-08,2.492000149579841
2026-04-09,2.492000149579841
2026-04-10,2.492000149579841
2026-04-11,2.492000149579841
2026-04-12,2.492000149579841
2026-04-13,2.492000149579841
2026-04-14,2.492000149579841
2026-04-15,2.492000149579841
2026-04-16,2.492000149579841
2026-04-17,2.492000149579841
2026-04-18,2.492000149579841
2026-04-19,2.492000149579841
2026-04-20,2.492000149579841
2026-04-21,2.492000149579841
2026-04-22,2.492000149579841
2026-04-23,3.7380002243697614
2026-04-24,12.460000747899205
2026-04-25,13.706000822689125
2026-04-26,6.230000373949602
2026-04-27,3.7380002243697614
2026-04-28,3.7380002243697614
2026-04-29,2.492000149579841
2026-04-30,2.492000149579841
2026-05-01,2.492000149579841
2026-05-02,2.492000149579841
2026-05-03,2.492000149579841
2026-05-04,2.492000149579841
2026-05-05,2.492000149579841
2026-05-06,2.492000149579841
2026-05-07,2.492000149579841
2026-05-08,2.492000149579841
2026-05-09,2.492000149579841
2026-05-10,2.492000149579841
2026-05-11,3.7380002243697614
2026-05-12,4.984000299159682
2026-05-13,3.7380002243697614
2026-05-14,6.230000373949602
2026-05-15,7.476000448739523
2026-05-16,3.7380002243697614
2026-05-17,3.7380002243697614
2026-05-18,2.492000149579841
2026-05-19,3.7380002243697614
2026-05-20,2.492000149579841
2026-05-21,2.492000149579841
2026-05-22,2.492000149579841
2026-05-23,2.492000149579841
2026-05-24,2.492000149579841
2026-05-25,2.492000149579841
2026-05-26,2.492000149579841
2026-05-27,2.492000149579841
2026-05-28,2.492000149579841
2026-05-29,2.492000149579841
2026-05-30,2.492000149579841
2026-05-31,2.492000149579841
