Time,stranger_things
2024-08-26,1.4114097642641064
2024-08-27,1.3392670528641006
2024-08-28,1.2807889377373867
2024-08-29,1.3100279953007437
2024-08-30,1.4854623406808853
2024-08-31,1.717464936170968
2024-09-01,2.0235201080778293
2024-09-02,2.0235201080778293
2024-09-03,1.4406488218274633
2024-09-04,1.2671243414640947
2024-09-05,1.25154988017403
2024-09-06,1.2223108226106727
2024-09-07,1.717464936170968
2024-09-08,1.8344211664243957
2024-09-09,1.3392670528641006
2024-09-10,1.1501681112106668
2024-09-11,1.062450938520596
2024-09-12,1.1638327074839587
2024-09-13,1.2223108226106727
2024-09-14,1.5576050520808913
2024-09-15,1.703800339897676
2024-09-16,1.3392670528641006
2024-09-17,1.214807980625072
2024-09-18,1.2459569032052022
2024-09-19,1.121361212884682
2024-09-20,1.2459569032052022
2024-09-21,1.5885950515866327
2024-09-22,1.775488587067413
2024-09-23,1.3394036709455923
2024-09-24,1.214807980625072
2024-09-25,1.183659058044942
2024-09-26,1.152510135464812
2024-09-27,1.2459569032052022
2024-09-28,1.5574461290065027
2024-09-29,1.5574461290065027
2024-09-30,1.152510135464812
2024-10-01,1.183659058044942
2024-10-02,1.3394036709455923
2024-10-03,1.5262972064263727
2024-10-04,1.3394036709455923
2024-10-05,1.744339664487283
2024-10-06,1.5885950515866327
2024-10-07,1.2771058257853323
2024-10-08,1.090212290304552
2024-10-09,1.121361212884682
2024-10-10,1.214807980625072
2024-10-11,1.2771058257853323
2024-10-12,1.5574461290065027
2024-10-13,1.682041819327023
2024-10-14,1.4017015161058524
2024-10-15,1.3082547483654623
2024-10-16,1.4951482838462427
2024-10-17,1.5574461290065027
2024-10-18,1.5574461290065027
2024-10-19,1.713190741907153
2024-10-20,1.775488587067413
2024-10-21,1.2459569032052022
2024-10-22,1.183659058044942
2024-10-23,1.2459569032052022
2024-10-24,1.2771058257853323
2024-10-25,1.3082547483654623
2024-10-26,1.6508928967468928
2024-10-27,1.8689353548078032
2024-10-28,1.3394036709455923
2024-10-29,1.3082547483654623
2024-10-30,1.3394036709455923
2024-10-31,1.6197439741667627
2024-11-01,1.682041819327023
2024-11-02,2.149275658028974
2024-11-03,2.0558288902885837
2024-11-04,1.8689353548078032
2024-11-05,1.713190741907153
2024-11-06,2.0869778128687138
2024-11-07,3.1148922580130054
2024-11-08,2.242722425769364
2024-11-09,2.149275658028974
2024-11-10,2.180424580609104
2024-11-11,1.8689353548078032
2024-11-12,1.4639993612661126
2024-11-13,1.3082547483654623
2024-11-14,1.2459569032052022
2024-11-15,1.2459569032052022
2024-11-16,1.4017015161058524
2024-11-17,1.5885950515866327
2024-11-18,1.3082547483654623
2024-11-19,1.121361212884682
2024-11-20,1.152510135464812
2024-11-21,1.152510135464812
2024-11-22,1.0279144451442919
2024-11-23,1.4328504386859824
2024-11-24,1.5574461290065027
2024-11-25,1.3082547483654623
2024-11-26,1.214807980625072
2024-11-27,1.3082547483654623
2024-11-28,1.4951482838462427
2024-11-29,1.4328504386859824
2024-11-30,1.3705525935257223
2024-12-01,1.5262972064263727
2024-12-02,1.152510135464812
2024-12-03,1.0279144451442919
2024-12-04,1.121361212884682
2024-12-05,1.0279144451442919
2024-12-06,0.9967655225641617
2024-12-07,1.8689353548078032
2024-12-08,1.713190741907153
2024-12-09,1.3082547483654623
2024-12-10,1.152510135464812
2024-12-11,1.0279144451442919
2024-12-12,1.0279144451442919
2024-12-13,0.9344676774039016
2024-12-14,1.4951482838462427
2024-12-15,1.3705525935257223
2024-12-16,1.152510135464812
2024-12-17,1.0279144451442919
2024-12-18,1.059063367724422
2024-12-19,1.059063367724422
2024-12-20,1.4017015161058524
2024-12-21,2.149275658028974
2024-12-22,1.9623821225481934
2024-12-23,1.6197439741667627
2024-12-24,1.5574461290065027
2024-12-25,2.211573503189234
2024-12-26,1.6197439741667627
2024-12-27,1.713190741907153
2024-12-28,2.0869778128687138
2024-12-29,1.713190741907153
2024-12-30,1.5885950515866327
2024-12-31,1.5262972064263727
2025-01-01,1.9935310451283235
2025-01-02,1.8689353548078032
2025-01-03,1.744339664487283
2025-01-04,2.0869778128687138
2025-01-05,1.9935310451283235
2025-01-06,1.713190741907153
2025-01-07,1.5574461290065027
2025-01-08,1.3394036709455923
2025-01-09,1.2459569032052022
2025-01-10,1.3082547483654623
2025-01-11,1.6508928967468928
2025-01-12,1.6197439741667627
2025-01-13,1.3705525935257223
2025-01-14,1.4328504386859824
2025-01-15,1.183659058044942
2025-01-16,1.2459569032052022
2025-01-17,1.183659058044942
2025-01-18,1.4639993612661126
2025-01-19,1.4017015161058524
2025-01-20,1.4017015161058524
2025-01-21,1.214807980625072
2025-01-22,1.183659058044942
2025-01-23,2.4607648838302745
2025-01-24,1.183659058044942
2025-01-25,1.775488587067413
2025-01-26,1.9312331999680634
2025-01-27,1.2459569032052022
2025-01-28,1.090212290304552
2025-01-29,1.183659058044942
2025-01-30,1.5262972064263727
2025-01-31,2.0246799677084537
2025-02-01,2.149275658028974
2025-02-02,2.242722425769364
2025-02-03,1.8377864322276731
2025-02-04,1.4639993612661126
2025-02-05,1.6508928967468928
2025-02-06,1.3082547483654623
2025-02-07,1.4017015161058524
2025-02-08,1.682041819327023
2025-02-09,1.8377864322276731
2025-02-10,1.2771058257853323
2025-02-11,1.214807980625072
2025-02-12,1.214807980625072
2025-02-13,1.3082547483654623
2025-02-14,1.3394036709455923
2025-02-15,1.744339664487283
2025-02-16,2.0246799677084537
2025-02-17,1.9935310451283235
2025-02-18,1.4328504386859824
2025-02-19,1.4017015161058524
2025-02-20,1.2771058257853323
2025-02-21,1.3394036709455923
2025-02-22,1.682041819327023
2025-02-23,1.806637509647543
2025-02-24,1.5262972064263727
2025-02-25,1.4017015161058524
2025-02-26,1.2771058257853323
2025-02-27,1.214807980625072
2025-02-28,1.2459569032052022
2025-03-01,1.4951482838462427
2025-03-02,1.5574461290065027
2025-03-03,1.214807980625072
2025-03-04,1.3394036709455923
2025-03-05,1.183659058044942
2025-03-06,1.214807980625072
2025-03-07,1.152510135464812
2025-03-08,1.4951482838462427
2025-03-09,1.775488587067413
2025-03-10,1.2771058257853323
2025-03-11,1.3394036709455923
2025-03-12,1.4328504386859824
2025-03-13,1.3705525935257223
2025-03-14,1.4328504386859824
2025-03-15,1.806637509647543
2025-03-16,2.0869778128687138
2025-03-17,1.5885950515866327
2025-03-18,1.3082547483654623
2025-03-19,1.4017015161058524
2025-03-20,1.3705525935257223
2025-03-21,1.4017015161058524
2025-03-22,1.775488587067413
2025-03-23,1.8689353548078032
2025-03-24,1.4017015161058524
2025-03-25,1.3705525935257223
2025-03-26,1.9312331999680634
2025-03-27,1.4951482838462427
2025-03-28,1.4017015161058524
2025-03-29,1.713190741907153
2025-03-30,2.5230627289905345
2025-03-31,2.149275658028974
2025-04-01,1.2771058257853323
2025-04-02,1.3082547483654623
2025-04-03,1.2459569032052022
2025-04-04,1.3394036709455923
2025-04-05,1.744339664487283
2025-04-06,1.806637509647543
2025-04-07,1.4017015161058524
2025-04-08,1.4328504386859824
2025-04-09,1.3082547483654623
2025-04-10,1.214807980625072
2025-04-11,1.4017015161058524
2025-04-12,1.744339664487283
2025-04-13,1.806637509647543
2025-04-14,1.4639993612661126
2025-04-15,1.6197439741667625
2025-04-16,1.6664673580369578
2025-04-17,1.6041695128766977
2025-04-18,1.6353184354568278
2025-04-19,1.7131907419071528
2025-04-20,1.6508928967468928
2025-04-21,1.5107227451363074
2025-04-22,1.4951482838462424
2025-04-23,1.6197439741667625
2025-04-24,1.6353184354568278
2025-04-25,1.5885950515866325
2025-04-26,1.6820418193270228
2025-04-27,1.7443396644872828
2025-04-28,1.5574461290065025
2025-04-29,1.4795738225561774
2025-04-30,1.4795738225561774
2025-05-01,1.4795738225561774
2025-05-02,1.5107227451363074
2025-05-03,1.6664673580369578
2025-05-04,1.775488587067413
2025-05-05,1.5574461290065025
2025-05-06,1.4951482838462424
2025-05-07,1.4951482838462424
2025-05-08,1.4795738225561774
2025-05-09,1.5107227451363074
2025-05-10,1.7287652031972178
2025-05-11,1.8533608935177381
2025-05-12,1.7599141257773478
2025-05-13,1.8689353548078032
2025-05-14,1.8222119709376081
2025-05-15,1.6197439741667625
2025-05-16,1.6197439741667625
2025-05-17,1.6197439741667625
2025-05-18,1.6197439741667625
2025-05-19,1.6197439741667625
2025-05-20,1.6197439741667625
2025-05-21,1.6197439741667625
2025-05-22,3.239487948333525
2025-05-23,1.6197439741667625
2025-05-24,1.6197439741667625
2025-05-25,3.239487948333525
2025-05-26,3.239487948333525
2025-05-27,3.239487948333525
2025-05-28,3.239487948333525
2025-05-29,1.6197439741667625
2025-05-30,3.239487948333525
2025-05-31,8.098719870833813
2025-06-01,14.577695767500863
2025-06-02,6.47897589666705
2025-06-03,4.859231922500287
2025-06-04,3.239487948333525
2025-06-05,3.239487948333525
2025-06-06,3.239487948333525
2025-06-07,3.239487948333525
2025-06-08,3.239487948333525
2025-06-09,3.239487948333525
2025-06-10,3.239487948333525
2025-06-11,3.239487948333525
2025-06-12,3.239487948333525
2025-06-13,3.239487948333525
2025-06-14,3.239487948333525
2025-06-15,3.239487948333525
2025-06-16,3.239487948333525
2025-06-17,1.6197439741667625
2025-06-18,1.6197439741667625
2025-06-19,1.6197439741667625
2025-06-20,1.6197439741667625
2025-06-21,1.6197439741667625
2025-06-22,1.6197439741667625
2025-06-23,1.6197439741667625
2025-06-24,1.6197439741667625
2025-06-25,1.6197439741667625
2025-06-26,1.6197439741667625
2025-06-27,1.6197439741667625
2025-06-28,1.6197439741667625
2025-06-29,3.239487948333525
2025-06-30,1.6197439741667625
2025-07-01,1.6197439741667625
2025-07-02,1.6197439741667625
2025-07-03,1.6197439741667625
2025-07-04,1.6197439741667625
2025-07-05,1.6197439741667625
2025-07-06,1.6197439741667625
2025-07-07,1.6197439741667625
2025-07-08,1.6197439741667625
2025-07-09,1.6197439741667625
2025-07-10,1.6197439741667625
2025-07-11,1.6197439741667625
2025-07-12,1.6197439741667625
2025-07-13,1.6197439741667625
2025-07-14,1.6197439741667625
2025-07-15,3.239487948333525
2025-07-16,6.47897589666705
2025-07-17,4.859231922500287
2025-07-18,3.239487948333525
2025-07-19,4.859231922500287
2025-07-20,4.859231922500287
2025-07-21,3.239487948333525
2025-07-22,3.239487948333525
2025-07-23,3.239487948333525
2025-07-24,3.239487948333525
2025-07-25,3.239487948333525
2025-07-26,3.239487948333525
2025-07-27,3.239487948333525
2025-07-28,3.239487948333525
2025-07-29,3.239487948333525
2025-07-30,3.239487948333525
2025-07-31,3.239487948333525
2025-08-01,1.6197439741667625
2025-08-02,3.239487948333525
2025-08-03,3.239487948333525
2025-08-04,1.6197439741667625
2025-08-05,1.6197439741667625
2025-08-06,1.6197439741667625
2025-08-07,1.6197439741667625
2025-08-08,1.6197439741667625
2025-08-09,1.6197439741667625
2025-08-10,3.239487948333525
2025-08-11,1.6197439741667625
2025-08-12,1.6197439741667625
2025-08-13,1.6197439741667625
2025-08-14,1.6197439741667625
2025-08-15,1.6197439741667625
2025-08-16,1.6197439741667625
2025-08-17,1.6197439741667625
2025-08-18,1.6197439741667625
2025-08-19,1.6197439741667625
2025-08-20,1.6197439741667625
2025-08-21,1.6197439741667625
2025-08-22,1.6197439741667625
2025-08-23,1.6197439741667625
2025-08-24,1.6197439741667625
2025-08-25,1.6197439741667625
2025-08-26,1.6197439741667625
2025-08-27,1.6197439741667625
2025-08-28,1.6197439741667625
2025-08-29,1.6197439741667625
2025-08-30,1.6197439741667625
2025-08-31,1.6197439741667625
2025-09-01,3.239487948333525
2025-09-02,1.6197439741667625
2025-09-03,1.6197439741667625
2025-09-04,1.6197439741667625
2025-09-05,1.6197439741667625
2025-09-06,1.6197439741667625
2025-09-07,1.6197439741667625
2025-09-08,1.6197439741667625
2025-09-09,1.6197439741667625
2025-09-10,1.6197439741667625
2025-09-11,1.6197439741667625
2025-09-12,1.6197439741667625
2025-09-13,1.6197439741667625
2025-09-14,1.6197439741667625
2025-09-15,1.6197439741667625
2025-09-16,1.6197439741667625
2025-09-17,1.6197439741667625
2025-09-18,1.6197439741667625
2025-09-19,1.6197439741667625
2025-09-20,1.6197439741667625
2025-09-21,1.6197439741667625
2025-09-22,1.6197439741667625
2025-09-23,1.6197439741667625
2025-09-24,1.6197439741667625
2025-09-25,1.6197439741667625
2025-09-26,1.6197439741667625
2025-09-27,3.239487948333525
2025-09-28,3.239487948333525
2025-09-29,1.6197439741667625
2025-09-30,1.6197439741667625
2025-10-01,1.6197439741667625
2025-10-02,1.6197439741667625
2025-10-03,1.6197439741667625
2025-10-04,3.239487948333525
2025-10-05,3.239487948333525
2025-10-06,3.239487948333525
2025-10-07,1.6197439741667625
2025-10-08,3.239487948333525
2025-10-09,3.239487948333525
2025-10-10,3.239487948333525
2025-10-11,3.239487948333525
2025-10-12,3.239487948333525
2025-10-13,3.239487948333525
2025-10-14,3.239487948333525
2025-10-15,3.239487948333525
2025-10-16,3.239487948333525
2025-10-17,3.239487948333525
2025-10-18,3.239487948333525
2025-10-19,4.859231922500287
2025-10-20,3.239487948333525
2025-10-21,3.239487948333525
2025-10-22,3.239487948333525
2025-10-23,3.239487948333525
2025-10-24,3.239487948333525
2025-10-25,4.859231922500287
2025-10-26,4.859231922500287
2025-10-27,3.239487948333525
2025-10-28,3.239487948333525
2025-10-29,3.239487948333525
2025-10-30,8.098719870833813
2025-10-31,8.098719870833813
2025-11-01,8.098719870833813
2025-11-02,8.098719870833813
2025-11-03,6.47897589666705
2025-11-04,6.47897589666705
2025-11-05,6.47897589666705
2025-11-06,9.718463845000574
2025-11-07,16.197439741667626
2025-11-08,16.197439741667626
2025-11-09,12.9579517933341
2025-11-10,9.718463845000574
2025-11-11,11.338207819167337
2025-11-12,9.718463845000574
2025-11-13,9.718463845000574
2025-11-14,9.718463845000574
2025-11-15,11.338207819167337
2025-11-16,12.9579517933341
2025-11-17,9.718463845000574
2025-11-18,9.718463845000574
2025-11-19,9.718463845000574
2025-11-20,11.338207819167337
2025-11-21,11.338207819167337
2025-11-22,16.197439741667626
2025-11-23,17.81718371583439
2025-11-24,19.43692769000115
2025-11-25,27.535647560834963
2025-11-26,64.7897589666705
2025-11-27,123.10054203667396
2025-11-28,77.7477107600046
2025-11-29,71.26873486333756
2025-11-30,64.7897589666705
2025-12-01,50.21206319916964
2025-12-02,48.592319225002875
2025-12-03,38.8738553800023
2025-12-04,34.01462345750201
2025-12-05,27.535647560834963
2025-12-06,30.77513550916849
2025-12-07,29.155391535001726
2025-12-08,22.676415638334674
2025-12-09,19.43692769000115
2025-12-10,17.81718371583439
2025-12-11,16.197439741667626
2025-12-12,16.197439741667626
2025-12-13,17.81718371583439
2025-12-14,17.81718371583439
2025-12-15,16.197439741667626
2025-12-16,14.577695767500863
2025-12-17,14.577695767500863
2025-12-18,14.577695767500863
2025-12-19,16.197439741667626
2025-12-20,17.81718371583439
2025-12-21,17.81718371583439
2025-12-22,19.43692769000115
2025-12-23,19.43692769000115
2025-12-24,30.77513550916849
2025-12-25,72.88847883750431
2025-12-26,113.38207819167337
2025-12-27,71.26873486333756
2025-12-28,56.691039095836686
2025-12-29,53.45155114750316
2025-12-30,55.07129512166993
2025-12-31,89.08591857917195
2026-01-01,161.97439741667625
2026-01-02,84.22668665667165
2026-01-03,55.07129512166993
2026-01-04,45.35283127666935
2026-01-05,38.8738553800023
2026-01-06,40.49359935416906
2026-01-07,59.93052704417021
2026-01-08,42.11334332833582
2026-01-09,21.05667166416791
2026-01-10,22.676415638334674
2026-01-11,21.05667166416791
2026-01-12,17.81718371583439
2026-01-13,16.197439741667626
2026-01-14,14.577695767500863
2026-01-15,11.338207819167337
2026-01-16,12.9579517933341
2026-01-17,12.9579517933341
2026-01-18,14.577695767500863
2026-01-19,12.9579517933341
2026-01-20,9.718463845000574
2026-01-21,9.718463845000574
2026-01-22,8.098719870833813
2026-01-23,8.098719870833813
2026-01-24,9.718463845000574
2026-01-25,9.718463845000574
2026-01-26,8.098719870833813
2026-01-27,9.718463845000574
2026-01-28,8.098719870833813
2026-01-29,6.47897589666705
2026-01-30,6.47897589666705
2026-01-31,6.47897589666705
2026-02-01,8.098719870833813
2026-02-02,6.47897589666705
2026-02-03,6.47897589666705
2026-02-04,4.859231922500287
2026-02-05,4.859231922500287
2026-02-06,4.859231922500287
2026-02-07,4.859231922500287
2026-02-08,4.859231922500287
2026-02-09,3.239487948333525
2026-02-10,3.239487948333525
2026-02-11,3.239487948333525
2026-02-12,3.239487948333525
2026-02-13,3.239487948333525
2026-02-14,4.859231922500287
2026-02-15,4.859231922500287
2026-02-16,4.859231922500287
2026-02-17,3.239487948333525
2026-02-18,3.239487948333525
2026-02-19,3.239487948333525
2026-02-20,3.239487948333525
2026-02-21,3.239487948333525
2026-02-22,3.239487948333525
2026-02-23,3.239487948333525
2026-02-24,3.239487948333525
2026-02-25,3.239487948333525
2026-02-26,3.239487948333525
2026-02-27,3.239487948333525
2026-02-28,3.239487948333525
2026-03-01,3.239487948333525
2026-03-02,3.239487948333525
2026-03-03,3.239487948333525
2026-03-04,3.239487948333525
2026-03-05,3.239487948333525
2026-03-06,3.239487948333525
2026-03-07,3.239487948333525
2026-03-08,3.239487948333525
2026-03-09,3.239487948333525
2026-03-10,3.239487948333525
2026-03-11,3.239487948333525
2026-03-12,3.239487948333525
2026-03-13,3.239487948333525
2026-03-14,3.239487948333525
2026-03-15,3.239487948333525
2026-03-16,3.239487948333525
2026-03-17,3.239487948333525
2026-03-18,3.239487948333525
2026-03-19,3.239487948333525
2026-03-20,1.6197439741667625
2026-03-21,3.239487948333525
2026-03-22,3.239487948333525
2026-03-23,3.239487948333525
2026-03-24,1.6197439741667625
2026-03-25,1.6197439741667625
2026-03-26,1.6197439741667625
2026-03-27,1.6197439741667625
2026-03-28,3.239487948333525
2026-03-29,3.239487948333525
2026-03-30,1.6197439741667625
2026-03-31,1.6197439741667625
2026-04-01,1.6197439741667625
2026-04-02,1.6197439741667625
2026-04-03,1.6197439741667625
2026-04-04,3.239487948333525
2026-04-05,3.239487948333525
2026-04-06,1.6197439741667625
2026-04-07,1.6197439741667625
2026-04-08,1.6197439741667625
2026-04-09,1.6197439741667625
2026-04-10,1.6197439741667625
2026-04-11,1.6197439741667625
2026-04-12,1.6197439741667625
2026-04-13,1.6197439741667625
2026-04-14,1.6197439741667625
2026-04-15,1.6197439741667625
2026-04-16,1.6197439741667625
2026-04-17,1.6197439741667625
2026-04-18,1.6197439741667625
2026-04-19,1.6197439741667625
2026-04-20,1.6197439741667625
2026-04-21,1.6197439741667625
2026-04-22,1.6197439741667625
2026-04-23,3.239487948333525
2026-04-24,3.239487948333525
2026-04-25,3.239487948333525
2026-04-26,3.239487948333525
2026-04-27,3.239487948333525
2026-04-28,3.239487948333525
2026-04-29,1.6197439741667625
2026-04-30,1.6197439741667625
2026-05-01,1.6197439741667625
2026-05-02,1.6197439741667625
2026-05-03,3.239487948333525
2026-05-04,1.6197439741667625
2026-05-05,1.6197439741667625
2026-05-06,1.6197439741667625
2026-05-07,1.6197439741667625
2026-05-08,1.6197439741667625
2026-05-09,1.6197439741667625
2026-05-10,3.239487948333525
2026-05-11,1.6197439741667625
2026-05-12,1.6197439741667625
2026-05-13,1.6197439741667625
2026-05-14,1.6197439741667625
2026-05-15,1.6197439741667625
2026-05-16,1.6197439741667625
2026-05-17,1.6197439741667625
2026-05-18,1.6197439741667625
2026-05-19,1.6197439741667625
2026-05-20,1.6197439741667625
2026-05-21,1.6197439741667625
2026-05-22,1.6197439741667625
2026-05-23,1.6197439741667625
2026-05-24,3.239487948333525
2026-05-25,3.239487948333525
2026-05-26,1.6197439741667625
2026-05-27,1.6197439741667625
2026-05-28,1.6197439741667625
2026-05-29,1.6197439741667625
2026-05-30,1.6197439741667625
2026-05-31,1.6197439741667625
