Time,silicon_valley_bank
2023-12-19,0.24742268041237114
2023-12-20,0.2268041237113402
2023-12-21,0.28865979381443296
2023-12-22,0.2659139257077401
2023-12-23,0.0
2023-12-24,0.0
2023-12-25,0.0
2023-12-26,0.2889870724922271
2023-12-27,0.16756668303060054
2023-12-28,0.3099329078710522
2023-12-29,0.14874815905743738
2023-12-30,0.0
2023-12-31,0.14662084765177547
2024-01-01,0.0
2024-01-02,0.247095401734577
2024-01-03,0.25135002454590083
2024-01-04,0.26804123711340205
2024-01-05,0.26804123711340205
2024-01-06,0.14662084765177547
2024-01-07,0.18213058419243985
2024-01-08,0.2868597610865652
2024-01-09,0.1863852070037637
2024-01-10,0.1842578955981018
2024-01-11,0.0
2024-01-12,0.26378661430207817
2024-01-13,0.1842578955981018
2024-01-14,0.0
2024-01-15,0.14449353624611355
2024-01-16,0.18851251840942562
2024-01-17,0.2115856651939126
2024-01-18,0.24284077892325315
2024-01-19,0.20733104238258876
2024-01-20,0.1842578955981018
2024-01-21,0.0
2024-01-22,0.19571264932089671
2024-01-23,0.3148420880379643
2024-01-24,0.28931435117002124
2024-01-25,0.34887907052855505
2024-01-26,0.3148420880379643
2024-01-27,0.0
2024-01-28,0.15742104401898216
2024-01-29,0.19996727213222057
2024-01-30,0.3148420880379643
2024-01-31,0.17018491245295367
2024-02-01,0.323351333660612
2024-02-02,0.2127311405661921
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,0.25953199149075434
2024-02-06,0.2552773686794305
2024-02-07,0.3446244477172312
2024-02-08,0.2552773686794305
2024-02-09,0.1829487808869252
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,0.3276059564719358
2024-02-13,0.2510227458681067
2024-02-14,0.14465717558501062
2024-02-15,0.12763868433971526
2024-02-16,0.3148420880379643
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,0.1829487808869252
2024-02-20,0.22974963181148747
2024-02-21,0.23825887743413515
2024-02-22,0.14465717558501062
2024-02-23,0.0
2024-02-24,0.0
2024-02-25,0.15742104401898216
2024-02-26,0.19996727213222057
2024-02-27,0.20422189494354442
2024-02-28,0.2722958599247259
2024-02-29,0.1829487808869252
2024-03-01,0.26378661430207817
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,0.39993454426444114
2024-03-05,0.20422189494354442
2024-03-06,0.29782359679266895
2024-03-07,0.3829160530191458
2024-03-08,0.24676812305678283
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,0.3020782196039928
2024-03-12,0.4254622811323842
2024-03-13,0.31909671084928815
2024-03-14,0.3063328424153166
2024-03-15,0.21698576337751593
2024-03-16,0.0
2024-03-17,0.0
2024-03-18,0.19571264932089671
2024-03-19,0.31058746522664044
2024-03-20,0.2212403861888398
2024-03-21,0.16593028964162984
2024-03-22,0.21698576337751593
2024-03-23,0.0
2024-03-24,0.2340042546228113
2024-03-25,0.29782359679266895
2024-03-26,0.14891179839633448
2024-03-27,0.20422189494354442
2024-03-28,0.2127311405661921
2024-03-29,0.18720340369824903
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,0.24676812305678283
2024-04-02,0.26804123711340205
2024-04-03,0.24676812305678283
2024-04-04,0.22549500900016362
2024-04-05,0.2552773686794305
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,0.17018491245295367
2024-04-09,0.24251350024545898
2024-04-10,0.14891179839633448
2024-04-11,0.2552773686794305
2024-04-12,0.2127311405661921
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,0.26804123711340205
2024-04-16,0.20847651775486825
2024-04-17,0.2722958599247259
2024-04-18,0.1531664212076583
2024-04-19,0.20422189494354442
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,0.22974963181148747
2024-04-23,0.23825887743413515
2024-04-24,0.2850597283586974
2024-04-25,0.17443953526427752
2024-04-26,0.161675666830306
2024-04-27,0.15742104401898216
2024-04-28,0.0
2024-04-29,0.2510227458681067
2024-04-30,0.31909671084928815
2024-05-01,0.2127311405661921
2024-05-02,0.2212403861888398
2024-05-03,0.20847651775486825
2024-05-04,0.0
2024-05-05,0.0
2024-05-06,0.22974963181148747
2024-05-07,0.20847651775486825
2024-05-08,0.14465717558501062
2024-05-09,0.0
2024-05-10,0.161675666830306
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,0.22974963181148747
2024-05-14,0.1531664212076583
2024-05-15,0.2552773686794305
2024-05-16,0.18720340369824903
2024-05-17,0.0
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,0.0
2024-05-21,0.21698576337751593
2024-05-22,0.13614792996236294
2024-05-23,0.17869415807560135
2024-05-24,0.13189330715103909
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,0.0
2024-05-29,0.14465717558501062
2024-05-30,0.25953199149075434
2024-05-31,0.17018491245295367
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,0.26378661430207817
2024-06-04,0.24251350024545898
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.161675666830306
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.2127311405661921
2024-06-11,0.26378661430207817
2024-06-12,0.18720340369824903
2024-06-13,0.40418916707576497
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.13614792996236294
2024-06-18,0.19996727213222057
2024-06-19,0.15742104401898216
2024-06-20,0.15742104401898216
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.20847651775486825
2024-06-25,0.2127311405661921
2024-06-26,0.20847651775486825
2024-06-27,0.1531664212076583
2024-06-28,0.1829487808869252
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,0.24251350024545898
2024-07-02,0.1829487808869252
2024-07-03,0.17869415807560135
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,0.0
2024-07-08,0.1531664212076583
2024-07-09,0.0
2024-07-10,0.24251350024545898
2024-07-11,0.25953199149075434
2024-07-12,0.0
2024-07-13,0.0
2024-07-14,0.0
2024-07-15,0.14465717558501062
2024-07-16,0.18720340369824903
2024-07-17,0.19996727213222057
2024-07-18,0.14891179839633448
2024-07-19,0.21698576337751593
2024-07-20,0.0
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,0.17018491245295367
2024-07-24,0.22549500900016362
2024-07-25,0.25953199149075434
2024-07-26,0.14465717558501062
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.17443953526427752
2024-07-30,0.20422189494354442
2024-07-31,0.20847651775486825
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,0.2340042546228113
2024-08-06,0.17018491245295367
2024-08-07,0.26804123711340205
2024-08-08,0.17443953526427752
2024-08-09,0.0
2024-08-10,0.0
2024-08-11,0.0
2024-08-12,0.23825887743413515
2024-08-13,0.13614792996236294
2024-08-14,0.24251350024545898
2024-08-15,0.14891179839633448
2024-08-16,0.14891179839633448
2024-08-17,0.16593028964162984
2024-08-18,0.0
2024-08-19,0.21252359799002996
2024-08-20,0.13350176211629566
2024-08-21,0.13189330715103909
2024-08-22,0.1393648398928761
2024-08-23,0.0
2024-08-24,0.0
2024-08-25,0.14844482759996966
2024-08-26,0.19223631117018092
2024-08-27,0.0
2024-08-28,0.23441933977513557
2024-08-29,0.18315632346308736
2024-08-30,0.15218059397088815
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,0.0
2024-09-03,0.24723509385314762
2024-09-04,0.24189087251697255
2024-09-05,0.14097329485813268
2024-09-06,0.14097329485813268
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,0.1612605816779817
2024-09-10,0.21625936436094845
2024-09-11,0.0
2024-09-12,0.1997078439120179
2024-09-13,0.14097329485813268
2024-09-14,0.0
2024-09-15,0.0
2024-09-16,0.3225211633559634
2024-09-17,0.1640624064561706
2024-09-18,0.2509189745800256
2024-09-19,0.2509189745800256
2024-09-20,0.0
2024-09-21,0.14476094687309168
2024-09-22,0.0
2024-09-23,0.14154403694257855
2024-09-24,0.15762858659514428
2024-09-25,0.24770206464951244
2024-09-26,0.1640624064561706
2024-09-27,0.14797785680360484
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.0
2024-10-01,0.2863049838156702
2024-10-02,0.15762858659514428
2024-10-03,0.17049622631719688
2024-10-04,0.15762858659514428
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.23483442492745984
2024-10-08,0.20909914548335468
2024-10-09,0.18979768590027576
2024-10-10,0.19623150576130208
2024-10-11,0.20588223555284152
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.30560644339874915
2024-10-15,0.21874987527489412
2024-10-16,0.22196678520540727
2024-10-17,0.14476094687309168
2024-10-18,0.13189330715103909
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,0.18014695610873632
2024-10-22,0.1640624064561706
2024-10-23,0.24770206464951244
2024-10-24,0.22840060506643356
2024-10-25,0.1640624064561706
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,0.19944841569181523
2024-10-29,0.14476094687309168
2024-10-30,0.16727931638668372
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,0.1383271270120654
2024-11-05,0.18979768590027576
2024-11-06,0.0
2024-11-07,0.12867639722052596
2024-11-08,0.15441167666463113
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.15762858659514428
2024-11-12,0.2251836951359204
2024-11-13,0.18336386603924948
2024-11-14,0.12867639722052596
2024-11-15,0.1640624064561706
2024-11-16,0.14154403694257855
2024-11-17,0.21553296534438096
2024-11-18,0.15441167666463113
2024-11-19,0.27987116395464395
2024-11-20,0.13511021708155224
2024-11-21,0.0
2024-11-22,0.15441167666463113
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.16727931638668372
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.14154403694257855
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.16084549652565744
2024-12-03,0.19301459583078892
2024-12-04,0.21553296534438096
2024-12-05,0.20588223555284152
2024-12-06,0.12867639722052596
2024-12-07,0.0
