Time,nets
2023-07-16,4.1698841698841695
2023-07-17,2.9189189189189184
2023-07-18,2.71042471042471
2023-07-19,2.9189189189189184
2023-07-20,3.127413127413127
2023-07-21,2.71042471042471
2023-07-22,2.71042471042471
2023-07-23,3.127413127413127
2023-07-24,2.5019305019305014
2023-07-25,3.127413127413127
2023-07-26,3.3359073359073355
2023-07-27,2.9189189189189184
2023-07-28,2.9189189189189184
2023-07-29,2.71042471042471
2023-07-30,2.5019305019305014
2023-07-31,2.5019305019305014
2023-08-01,2.9189189189189184
2023-08-02,3.127413127413127
2023-08-03,2.5019305019305014
2023-08-04,2.9189189189189184
2023-08-05,2.5019305019305014
2023-08-06,2.9189189189189184
2023-08-07,2.5019305019305014
2023-08-08,3.127413127413127
2023-08-09,2.71042471042471
2023-08-10,2.5019305019305014
2023-08-11,2.2934362934362933
2023-08-12,3.3359073359073355
2023-08-13,2.71042471042471
2023-08-14,2.5019305019305014
2023-08-15,2.0849420849420848
2023-08-16,2.71042471042471
2023-08-17,3.127413127413127
2023-08-18,2.9189189189189184
2023-08-19,3.3359073359073355
2023-08-20,3.3359073359073355
2023-08-21,2.2934362934362933
2023-08-22,2.5019305019305014
2023-08-23,3.127413127413127
2023-08-24,2.5019305019305014
2023-08-25,2.5019305019305014
2023-08-26,2.2934362934362933
2023-08-27,2.71042471042471
2023-08-28,2.5019305019305014
2023-08-29,2.2934362934362933
2023-08-30,2.2934362934362933
2023-08-31,2.71042471042471
2023-09-01,2.2934362934362933
2023-09-02,2.5019305019305014
2023-09-03,2.71042471042471
2023-09-04,2.5019305019305014
2023-09-05,2.2934362934362933
2023-09-06,2.2934362934362933
2023-09-07,2.2934362934362933
2023-09-08,2.5019305019305014
2023-09-09,2.2934362934362933
2023-09-10,2.5019305019305014
2023-09-11,2.71042471042471
2023-09-12,2.9189189189189184
2023-09-13,2.2934362934362933
2023-09-14,2.5019305019305014
2023-09-15,2.2934362934362933
2023-09-16,2.2934362934362933
2023-09-17,2.5019305019305014
2023-09-18,2.5019305019305014
2023-09-19,2.5019305019305014
2023-09-20,2.5019305019305014
2023-09-21,2.9189189189189184
2023-09-22,2.2934362934362933
2023-09-23,2.0849420849420848
2023-09-24,2.5019305019305014
2023-09-25,2.5019305019305014
2023-09-26,2.9189189189189184
2023-09-27,3.3359073359073355
2023-09-28,3.3359073359073355
2023-09-29,2.9189189189189184
2023-09-30,2.5019305019305014
2023-10-01,2.9189189189189184
2023-10-02,3.127413127413127
2023-10-03,3.127413127413127
2023-10-04,3.127413127413127
2023-10-05,2.71042471042471
2023-10-06,2.71042471042471
2023-10-07,3.127413127413127
2023-10-08,2.9189189189189184
2023-10-09,3.7528957528957525
2023-10-10,8.548262548262548
2023-10-11,3.961389961389961
2023-10-12,3.961389961389961
2023-10-13,7.088803088803088
2023-10-14,3.7528957528957525
2023-10-15,3.544401544401544
2023-10-16,3.961389961389961
2023-10-17,5.003861003861003
2023-10-18,4.1698841698841695
2023-10-19,4.795366795366795
2023-10-20,3.544401544401544
2023-10-21,3.3359073359073355
2023-10-22,2.9189189189189184
2023-10-23,4.1698841698841695
2023-10-24,3.961389961389961
2023-10-25,8.339768339768339
2023-10-26,14.594594594594593
2023-10-27,7.505791505791505
2023-10-28,13.55212355212355
2023-10-29,5.003861003861003
2023-10-30,8.548262548262548
2023-10-31,9.59073359073359
2023-11-01,7.505791505791505
2023-11-02,10.424710424710423
2023-11-03,8.548262548262548
2023-11-04,15.428571428571427
2023-11-05,14.594594594594593
2023-11-06,6.671814671814671
2023-11-07,12.926640926640925
2023-11-08,7.2972972972972965
2023-11-09,11.675675675675674
2023-11-10,7.2972972972972965
2023-11-11,13.760617760617759
2023-11-12,9.59073359073359
2023-11-13,5.42084942084942
2023-11-14,6.046332046332045
2023-11-15,9.173745173745173
2023-11-16,8.756756756756756
2023-11-17,12.926640926640925
2023-11-18,3.7528957528957525
2023-11-19,11.675675675675674
2023-11-20,5.003861003861003
2023-11-21,3.544401544401544
2023-11-22,5.42084942084942
2023-11-23,8.13127413127413
2023-11-24,3.961389961389961
2023-11-25,8.339768339768339
2023-11-26,10.84169884169884
2023-11-27,8.13127413127413
2023-11-28,6.463320463320462
2023-11-29,11.467181467181465
2023-11-30,5.212355212355211
2023-12-01,8.548262548262548
2023-12-02,5.837837837837837
2023-12-03,9.799227799227799
2023-12-04,3.544401544401544
2023-12-05,3.544401544401544
2023-12-06,5.003861003861003
2023-12-07,9.799227799227799
2023-12-08,5.629343629343628
2023-12-09,8.756756756756756
2023-12-10,3.544401544401544
2023-12-11,4.1698841698841695
2023-12-12,8.548262548262548
2023-12-13,5.212355212355211
2023-12-14,13.760617760617759
2023-12-15,9.799227799227799
2023-12-16,5.003861003861003
2023-12-17,12.926640926640925
2023-12-18,4.378378378378378
2023-12-19,7.2972972972972965
2023-12-20,6.463320463320462
2023-12-21,10.84169884169884
2023-12-22,7.922779922779922
2023-12-23,14.594594594594593
2023-12-24,9.59073359073359
2023-12-25,3.961389961389961
2023-12-26,8.548262548262548
2023-12-27,20.849420849420845
2023-12-28,12.718146718146716
2023-12-29,6.880308880308879
2023-12-30,10.216216216216214
2023-12-31,5.212355212355211
2024-01-01,7.7142857142857135
2024-01-02,5.629343629343628
2024-01-03,10.007722007722005
2024-01-04,7.7142857142857135
2024-01-05,6.254826254826254
2024-01-06,9.382239382239382
2024-01-07,10.216216216216214
2024-01-08,5.003861003861003
2024-01-09,3.7528957528957525
2024-01-10,3.544401544401544
2024-01-11,15.637065637065636
2024-01-12,5.003861003861003
2024-01-13,3.544401544401544
2024-01-14,3.127413127413127
2024-01-15,4.1698841698841695
2024-01-16,7.505791505791505
2024-01-17,4.1698841698841695
2024-01-18,10.216216216216214
2024-01-19,5.629343629343628
2024-01-20,17.096525096525095
2024-01-21,12.09266409266409
2024-01-22,5.42084942084942
2024-01-23,7.505791505791505
2024-01-24,13.55212355212355
2024-01-25,6.463320463320462
2024-01-26,9.382239382239382
2024-01-27,7.505791505791505
2024-01-28,8.756756756756756
2024-01-29,6.254826254826254
2024-01-30,10.84169884169884
2024-01-31,7.505791505791505
2024-02-01,13.55212355212355
2024-02-02,4.1698841698841695
2024-02-03,9.382239382239382
2024-02-04,12.509652509652508
2024-02-05,7.505791505791505
2024-02-06,16.888030888030887
2024-02-07,11.050193050193048
2024-02-08,8.756756756756756
2024-02-09,10.633204633204631
2024-02-10,8.965250965250965
2024-02-11,9.382239382239382
2024-02-12,3.7528957528957525
2024-02-13,8.548262548262548
2024-02-14,13.969111969111967
2024-02-15,11.467181467181465
2024-02-16,3.544401544401544
2024-02-17,3.127413127413127
2024-02-18,3.3359073359073355
2024-02-19,5.837837837837837
2024-02-20,5.212355212355211
2024-02-21,3.544401544401544
2024-02-22,5.42084942084942
2024-02-23,7.7142857142857135
2024-02-24,6.046332046332045
2024-02-25,11.258687258687257
2024-02-26,6.254826254826254
2024-02-27,11.467181467181465
2024-02-28,6.463320463320462
2024-02-29,6.254826254826254
2024-03-01,7.922779922779922
2024-03-02,12.3011583011583
2024-03-03,5.212355212355211
2024-03-04,7.088803088803088
2024-03-05,10.84169884169884
2024-03-06,8.548262548262548
2024-03-07,6.254826254826254
2024-03-08,7.922779922779922
2024-03-09,5.837837837837837
2024-03-10,11.675675675675674
2024-03-11,6.254826254826254
2024-03-12,3.3359073359073355
2024-03-13,6.671814671814671
2024-03-14,6.880308880308879
2024-03-15,3.127413127413127
2024-03-16,5.629343629343628
2024-03-17,11.467181467181465
2024-03-18,10.84169884169884
2024-03-19,7.2972972972972965
2024-03-20,8.756756756756756
2024-03-21,5.003861003861003
2024-03-22,7.7142857142857135
2024-03-23,11.467181467181465
2024-03-24,5.003861003861003
2024-03-25,5.42084942084942
2024-03-26,5.42084942084942
2024-03-27,6.671814671814671
2024-03-28,6.254826254826254
2024-03-29,5.629343629343628
2024-03-30,6.880308880308879
2024-03-31,12.09266409266409
2024-04-01,15.01158301158301
2024-04-02,8.13127413127413
2024-04-03,5.42084942084942
2024-04-04,6.463320463320462
2024-04-05,3.544401544401544
2024-04-06,6.880308880308879
2024-04-07,9.382239382239382
2024-04-08,5.212355212355211
2024-04-09,2.9189189189189184
2024-04-10,5.629343629343628
2024-04-11,6.254826254826254
2024-04-12,5.42084942084942
2024-04-13,9.382239382239382
2024-04-14,8.339768339768339
2024-04-15,3.3359073359073355
2024-04-16,3.3359073359073355
2024-04-17,3.3359073359073355
2024-04-18,2.9189189189189184
2024-04-19,2.5019305019305014
2024-04-20,3.3359073359073355
2024-04-21,3.7528957528957525
2024-04-22,2.9189189189189184
2024-04-23,2.9189189189189184
2024-04-24,2.9189189189189184
2024-04-25,2.9189189189189184
2024-04-26,2.9189189189189184
2024-04-27,2.9189189189189184
2024-04-28,2.9189189189189184
2024-04-29,3.544401544401544
2024-04-30,3.3359073359073355
2024-05-01,2.9189189189189184
2024-05-02,2.9189189189189184
2024-05-03,3.3359073359073355
2024-05-04,2.9189189189189184
2024-05-05,2.9189189189189184
2024-05-06,2.71042471042471
2024-05-07,2.9189189189189184
2024-05-08,2.71042471042471
2024-05-09,3.127413127413127
2024-05-10,2.9189189189189184
2024-05-11,2.9189189189189184
2024-05-12,2.9189189189189184
2024-05-13,2.71042471042471
2024-05-14,2.71042471042471
2024-05-15,3.544401544401544
2024-05-16,2.9189189189189184
2024-05-17,2.71042471042471
2024-05-18,2.9189189189189184
2024-05-19,3.544401544401544
2024-05-20,3.127413127413127
2024-05-21,3.3359073359073355
2024-05-22,2.71042471042471
2024-05-23,2.71042471042471
2024-05-24,2.71042471042471
2024-05-25,3.127413127413127
2024-05-26,2.71042471042471
2024-05-27,3.127413127413127
2024-05-28,2.71042471042471
2024-05-29,2.71042471042471
2024-05-30,2.71042471042471
2024-05-31,3.127413127413127
2024-06-01,2.9189189189189184
2024-06-02,2.9189189189189184
2024-06-03,2.71042471042471
2024-06-04,2.71042471042471
2024-06-05,2.71042471042471
2024-06-06,2.71042471042471
2024-06-07,2.9189189189189184
2024-06-08,2.71042471042471
2024-06-09,2.9189189189189184
2024-06-10,3.127413127413127
2024-06-11,2.2934362934362933
2024-06-12,2.71042471042471
2024-06-13,3.127413127413127
2024-06-14,2.5019305019305014
2024-06-15,2.71042471042471
2024-06-16,2.71042471042471
2024-06-17,2.71042471042471
2024-06-18,3.127413127413127
2024-06-19,2.9189189189189184
2024-06-20,2.71042471042471
2024-06-21,2.71042471042471
2024-06-22,2.9189189189189184
2024-06-23,2.9189189189189184
2024-06-24,2.71042471042471
2024-06-25,3.127413127413127
2024-06-26,12.09266409266409
2024-06-27,5.42084942084942
2024-06-28,3.7528957528957525
2024-06-29,3.127413127413127
2024-06-30,3.3359073359073355
2024-07-01,3.544401544401544
2024-07-02,3.3359073359073355
2024-07-03,3.3359073359073355
2024-07-04,3.3359073359073355
2024-07-05,2.71042471042471
2024-07-06,2.9189189189189184
2024-07-07,3.544401544401544
2024-07-08,2.9189189189189184
2024-07-09,3.3359073359073355
2024-07-10,2.71042471042471
2024-07-11,2.9189189189189184
2024-07-12,2.71042471042471
2024-07-13,3.127413127413127
2024-07-14,2.9189189189189184
2024-07-15,2.5019305019305014
2024-07-16,3.127413127413127
2024-07-17,2.71042471042471
2024-07-18,2.71042471042471
2024-07-19,2.9189189189189184
2024-07-20,2.9189189189189184
2024-07-21,2.9189189189189184
2024-07-22,2.71042471042471
2024-07-23,2.5019305019305014
2024-07-24,2.2934362934362933
2024-07-25,2.5019305019305014
2024-07-26,2.2934362934362933
2024-07-27,2.5019305019305014
2024-07-28,2.2934362934362933
2024-07-29,2.0849420849420848
2024-07-30,2.2934362934362933
2024-07-31,2.0849420849420848
2024-08-01,2.0849420849420848
2024-08-02,2.0849420849420848
2024-08-03,2.5019305019305014
2024-08-04,2.5019305019305014
2024-08-05,2.0849420849420848
2024-08-06,2.0849420849420848
2024-08-07,1.8764478764478763
2024-08-08,2.2934362934362933
2024-08-09,2.0849420849420848
2024-08-10,2.0849420849420848
2024-08-11,2.2934362934362933
2024-08-12,1.8764478764478763
2024-08-13,1.8764478764478763
2024-08-14,2.2934362934362933
2024-08-15,2.71042471042471
2024-08-16,2.71042471042471
2024-08-17,2.2934362934362933
2024-08-18,2.2934362934362933
2024-08-19,2.2934362934362933
2024-08-20,2.525096525096525
2024-08-21,2.2934362934362933
2024-08-22,2.2934362934362933
2024-08-23,2.2934362934362933
2024-08-24,2.0617760617760617
2024-08-25,2.2934362934362933
2024-08-26,2.0617760617760617
2024-08-27,2.0617760617760617
2024-08-28,2.2934362934362933
2024-08-29,2.189189189189189
2024-08-30,2.2934362934362933
2024-08-31,2.0617760617760617
2024-09-01,2.2934362934362933
2024-09-02,2.2934362934362933
2024-09-03,2.189189189189189
2024-09-04,2.525096525096525
2024-09-05,2.525096525096525
2024-09-06,2.2934362934362933
2024-09-07,2.2934362934362933
2024-09-08,2.2934362934362933
2024-09-09,2.2934362934362933
2024-09-10,2.2934362934362933
2024-09-11,2.2934362934362933
2024-09-12,2.756756756756756
2024-09-13,2.189189189189189
2024-09-14,2.2934362934362933
2024-09-15,1.9575289575289574
2024-09-16,2.0617760617760617
2024-09-17,2.2934362934362933
2024-09-18,2.2934362934362933
