Time,walmart_near_me
2024-09-22,25.1184145530183
2024-09-23,19.137839659442516
2024-09-24,16.745609702012203
2024-09-25,17.941724680727358
2024-09-26,20.333954638157675
2024-09-27,21.53006961687283
2024-09-28,29.90287446787893
2024-09-29,26.31452953173346
2024-09-30,17.941724680727358
2024-10-01,19.137839659442516
2024-10-02,17.941724680727358
2024-10-03,20.333954638157675
2024-10-04,21.53006961687283
2024-10-05,27.510644510448618
2024-10-06,26.31452953173346
2024-10-07,19.137839659442516
2024-10-08,21.53006961687283
2024-10-09,21.53006961687283
2024-10-10,22.726184595587988
2024-10-11,22.726184595587988
2024-10-12,28.706759489163773
2024-10-13,26.31452953173346
2024-10-14,19.137839659442516
2024-10-15,17.941724680727358
2024-10-16,16.745609702012203
2024-10-17,22.726184595587988
2024-10-18,21.53006961687283
2024-10-19,28.706759489163773
2024-10-20,23.922299574303146
2024-10-21,20.333954638157675
2024-10-22,17.941724680727358
2024-10-23,19.137839659442516
2024-10-24,19.137839659442516
2024-10-25,21.53006961687283
2024-10-26,28.706759489163773
2024-10-27,26.31452953173346
2024-10-28,19.137839659442516
2024-10-29,17.941724680727358
2024-10-30,20.333954638157675
2024-10-31,22.726184595587988
2024-11-01,22.726184595587988
2024-11-02,26.31452953173346
2024-11-03,25.1184145530183
2024-11-04,16.745609702012203
2024-11-05,16.745609702012203
2024-11-06,11.961149787151573
2024-11-07,19.137839659442516
2024-11-08,19.137839659442516
2024-11-09,25.1184145530183
2024-11-10,27.510644510448618
2024-11-11,19.137839659442516
2024-11-12,17.941724680727358
2024-11-13,17.941724680727358
2024-11-14,19.137839659442516
2024-11-15,19.137839659442516
2024-11-16,25.1184145530183
2024-11-17,25.1184145530183
2024-11-18,19.137839659442516
2024-11-19,17.941724680727358
2024-11-20,19.137839659442516
2024-11-21,19.137839659442516
2024-11-22,23.922299574303146
2024-11-23,25.1184145530183
2024-11-24,26.31452953173346
2024-11-25,21.53006961687283
2024-11-26,21.53006961687283
2024-11-27,32.29510442530925
2024-11-28,119.61149787151572
2024-11-29,43.06013923374566
2024-11-30,26.31452953173346
2024-12-01,26.31452953173346
2024-12-02,19.137839659442516
2024-12-03,17.941724680727358
2024-12-04,17.941724680727358
2024-12-05,17.941724680727358
2024-12-06,20.333954638157675
2024-12-07,26.31452953173346
2024-12-08,25.1184145530183
2024-12-09,19.137839659442516
2024-12-10,17.941724680727358
2024-12-11,19.137839659442516
2024-12-12,19.137839659442516
2024-12-13,20.333954638157675
2024-12-14,28.706759489163773
2024-12-15,27.510644510448618
2024-12-16,20.333954638157675
2024-12-17,19.137839659442516
2024-12-18,20.333954638157675
2024-12-19,23.922299574303146
2024-12-20,26.31452953173346
2024-12-21,37.079564340169874
2024-12-22,34.68733438273956
2024-12-23,35.883449361454716
2024-12-24,80.13970357391554
2024-12-25,108.84646306307931
2024-12-26,28.706759489163773
2024-12-27,26.31452953173346
2024-12-28,25.1184145530183
2024-12-29,23.922299574303146
2024-12-30,25.1184145530183
2024-12-31,33.491219404024406
2025-01-01,49.04071412732145
2025-01-02,20.333954638157675
2025-01-03,20.333954638157675
2025-01-04,25.1184145530183
2025-01-05,22.726184595587988
2025-01-06,19.137839659442516
2025-01-07,17.941724680727358
2025-01-08,16.745609702012203
2025-01-09,17.941724680727358
2025-01-10,19.137839659442516
2025-01-11,21.53006961687283
2025-01-12,21.53006961687283
2025-01-13,15.549494723297045
2025-01-14,15.549494723297045
2025-01-15,15.549494723297045
2025-01-16,15.549494723297045
2025-01-17,17.941724680727358
2025-01-18,22.726184595587988
2025-01-19,20.333954638157675
2025-01-20,19.137839659442516
2025-01-21,16.745609702012203
2025-01-22,17.941724680727358
2025-01-23,16.745609702012203
2025-01-24,16.745609702012203
2025-01-25,21.53006961687283
2025-01-26,19.137839659442516
2025-01-27,14.353379744581886
2025-01-28,16.745609702012203
2025-01-29,14.353379744581886
2025-01-30,15.549494723297045
2025-01-31,17.941724680727358
2025-02-01,20.333954638157675
2025-02-02,20.333954638157675
2025-02-03,15.549494723297045
2025-02-04,16.745609702012203
2025-02-05,16.745609702012203
2025-02-06,15.549494723297045
2025-02-07,17.941724680727358
2025-02-08,22.726184595587988
2025-02-09,20.333954638157675
2025-02-10,14.353379744581886
2025-02-11,15.549494723297045
2025-02-12,16.745609702012203
2025-02-13,17.941724680727358
2025-02-14,23.922299574303146
2025-02-15,23.922299574303146
2025-02-16,22.726184595587988
2025-02-17,19.137839659442516
2025-02-18,17.941724680727358
2025-02-19,15.549494723297045
2025-02-20,15.549494723297045
2025-02-21,16.745609702012203
2025-02-22,21.53006961687283
2025-02-23,21.53006961687283
2025-02-24,17.941724680727358
2025-02-25,16.745609702012203
2025-02-26,16.745609702012203
2025-02-27,16.745609702012203
2025-02-28,17.941724680727358
2025-03-01,23.922299574303146
2025-03-02,21.53006961687283
2025-03-03,16.745609702012203
2025-03-04,15.549494723297045
2025-03-05,16.745609702012203
2025-03-06,16.745609702012203
2025-03-07,17.941724680727358
2025-03-08,22.726184595587988
2025-03-09,23.922299574303146
2025-03-10,16.745609702012203
2025-03-11,16.745609702012203
2025-03-12,15.549494723297045
2025-03-13,17.941724680727358
2025-03-14,20.333954638157675
2025-03-15,23.922299574303146
2025-03-16,22.726184595587988
2025-03-17,17.941724680727358
2025-03-18,15.549494723297045
2025-03-19,16.745609702012203
2025-03-20,16.745609702012203
2025-03-21,19.137839659442516
2025-03-22,23.922299574303146
2025-03-23,22.726184595587988
2025-03-24,15.549494723297045
2025-03-25,16.745609702012203
2025-03-26,16.745609702012203
2025-03-27,16.745609702012203
2025-03-28,19.137839659442516
2025-03-29,25.1184145530183
2025-03-30,23.922299574303146
2025-03-31,16.745609702012203
2025-04-01,17.941724680727358
2025-04-02,15.549494723297045
2025-04-03,16.745609702012203
2025-04-04,17.941724680727358
2025-04-05,23.922299574303146
2025-04-06,23.922299574303146
2025-04-07,16.745609702012203
2025-04-08,15.549494723297045
2025-04-09,15.549494723297045
2025-04-10,17.941724680727358
2025-04-11,20.333954638157675
2025-04-12,23.922299574303146
2025-04-13,21.53006961687283
2025-04-14,20.333954638157675
2025-04-15,20.310952427028536
2025-04-16,18.1487445808896
2025-04-17,20.310952427028536
2025-04-18,21.875102783809893
2025-04-19,27.76366883286913
2025-04-20,64.6592154840059
2025-04-21,19.22984850395907
2025-04-22,16.584594224108237
2025-04-23,16.584594224108237
2025-04-24,17.665698147177707
2025-04-25,18.1487445808896
2025-04-26,25.1184145530183
2025-04-27,21.875102783809893
2025-04-28,16.584594224108237
2025-04-29,17.067640657820128
2025-04-30,19.22984850395907
2025-05-01,18.1487445808896
2025-05-02,20.310952427028536
2025-05-03,25.1184145530183
2025-05-04,22.473160273167473
2025-05-05,18.1487445808896
2025-05-06,15.50349030103877
2025-05-07,15.50349030103877
2025-05-08,16.584594224108237
2025-05-09,21.392056350098002
2025-05-10,25.1184145530183
2025-05-11,26.682564909799662
2025-05-12,17.665698147177707
2025-05-13,17.665698147177707
2025-05-14,15.98653673475066
2025-05-15,18.355764481051835
2025-05-16,19.321857348475618
2025-05-17,26.084507420442083
2025-05-18,24.152321685594522
2025-05-19,18.355764481051835
2025-05-20,17.389671613628057
2025-05-21,16.423578746204274
2025-05-22,17.389671613628057
2025-05-23,20.287950215899397
2025-05-24,28.016693155289644
2025-05-25,27.050600287865866
2025-05-26,28.982786022713427
2025-05-27,17.389671613628057
2025-05-28,17.389671613628057
2025-05-29,20.287950215899397
2025-05-30,20.287950215899397
2025-05-31,26.084507420442083
2025-06-01,26.084507420442083
2025-06-02,20.287950215899397
2025-06-03,19.321857348475618
2025-06-04,17.389671613628057
2025-06-05,20.287950215899397
2025-06-06,22.22013595074696
2025-06-07,27.050600287865866
2025-06-08,24.152321685594522
2025-06-09,19.321857348475618
2025-06-10,19.321857348475618
2025-06-11,18.355764481051835
2025-06-12,19.321857348475618
2025-06-13,21.25404308332318
2025-06-14,28.016693155289644
2025-06-15,24.152321685594522
2025-06-16,19.321857348475618
2025-06-17,18.355764481051835
2025-06-18,19.321857348475618
2025-06-19,22.22013595074696
2025-06-20,22.22013595074696
2025-06-21,28.016693155289644
2025-06-22,25.1184145530183
2025-06-23,19.321857348475618
2025-06-24,19.321857348475618
2025-06-25,19.321857348475618
2025-06-26,18.355764481051835
2025-06-27,21.25404308332318
2025-06-28,27.050600287865866
2025-06-29,23.18622881817074
2025-06-30,20.287950215899397
2025-07-01,19.321857348475618
2025-07-02,20.287950215899397
2025-07-03,27.050600287865866
2025-07-04,54.10120057573173
2025-07-05,30.914971757560988
2025-07-06,28.016693155289644
2025-07-07,20.287950215899397
2025-07-08,20.287950215899397
2025-07-09,20.287950215899397
2025-07-10,20.287950215899397
2025-07-11,23.18622881817074
2025-07-12,27.050600287865866
2025-07-13,27.050600287865866
2025-07-14,20.287950215899397
2025-07-15,20.287950215899397
2025-07-16,19.321857348475618
2025-07-17,20.287950215899397
2025-07-18,23.18622881817074
2025-07-19,27.050600287865866
2025-07-20,25.1184145530183
2025-07-21,22.22013595074696
2025-07-22,19.321857348475618
2025-07-23,20.287950215899397
2025-07-24,22.22013595074696
2025-07-25,23.18622881817074
2025-07-26,26.084507420442083
2025-07-27,24.152321685594522
2025-07-28,20.287950215899397
2025-07-29,18.355764481051835
2025-07-30,19.321857348475618
2025-07-31,20.287950215899397
2025-08-01,23.18622881817074
2025-08-02,28.982786022713427
2025-08-03,27.050600287865866
2025-08-04,21.25404308332318
2025-08-05,19.321857348475618
2025-08-06,19.321857348475618
2025-08-07,19.321857348475618
2025-08-08,22.22013595074696
2025-08-09,28.982786022713427
2025-08-10,27.050600287865866
2025-08-11,21.25404308332318
2025-08-12,20.287950215899397
2025-08-13,20.287950215899397
2025-08-14,21.25404308332318
2025-08-15,25.1184145530183
2025-08-16,29.948878890137205
2025-08-17,25.1184145530183
2025-08-18,20.287950215899397
2025-08-19,20.287950215899397
2025-08-20,18.355764481051835
2025-08-21,19.321857348475618
2025-08-22,21.25404308332318
2025-08-23,28.016693155289644
2025-08-24,24.152321685594522
2025-08-25,21.25404308332318
2025-08-26,16.423578746204274
2025-08-27,17.389671613628057
2025-08-28,18.355764481051835
2025-08-29,22.22013595074696
2025-08-30,27.050600287865866
2025-08-31,28.016693155289644
2025-09-01,26.084507420442083
2025-09-02,18.355764481051835
2025-09-03,16.423578746204274
2025-09-04,16.423578746204274
2025-09-05,18.355764481051835
2025-09-06,23.18622881817074
2025-09-07,21.25404308332318
2025-09-08,17.389671613628057
2025-09-09,17.389671613628057
2025-09-10,15.457485878780494
2025-09-11,16.423578746204274
2025-09-12,18.355764481051835
2025-09-13,23.18622881817074
2025-09-14,20.287950215899397
2025-09-15,18.355764481051835
2025-09-16,15.457485878780494
2025-09-17,15.457485878780494
2025-09-18,15.457485878780494
2025-09-19,19.321857348475618
2025-09-20,25.1184145530183
2025-09-21,20.287950215899397
2025-09-22,15.457485878780494
2025-09-23,15.457485878780494
2025-09-24,15.457485878780494
2025-09-25,15.457485878780494
2025-09-26,19.321857348475618
2025-09-27,24.152321685594522
2025-09-28,21.25404308332318
2025-09-29,16.423578746204274
2025-09-30,15.457485878780494
2025-10-01,16.423578746204274
2025-10-02,17.389671613628057
2025-10-03,20.287950215899397
2025-10-04,23.18622881817074
2025-10-05,23.18622881817074
2025-10-06,16.423578746204274
2025-10-07,15.457485878780494
2025-10-08,16.423578746204274
2025-10-09,17.389671613628057
2025-10-10,19.321857348475618
2025-10-11,25.1184145530183
2025-10-12,23.18622881817074
2025-10-13,18.355764481051835
2025-10-14,16.423578746204274
2025-10-15,16.423578746204274
2025-10-16,18.355764481051835
2025-10-17,20.287950215899397
2025-10-18,24.152321685594522
2025-10-19,22.22013595074696
2025-10-20,17.389671613628057
2025-10-21,19.321857348475618
2025-10-22,17.389671613628057
2025-10-23,18.355764481051835
2025-10-24,21.25404308332318
2025-10-25,27.050600287865866
2025-10-26,23.18622881817074
2025-10-27,16.423578746204274
2025-10-28,16.423578746204274
2025-10-29,17.389671613628057
2025-10-30,20.287950215899397
2025-10-31,25.1184145530183
2025-11-01,24.152321685594522
2025-11-02,21.25404308332318
2025-11-03,17.389671613628057
2025-11-04,15.457485878780494
2025-11-05,16.423578746204274
2025-11-06,16.423578746204274
2025-11-07,19.321857348475618
2025-11-08,23.18622881817074
2025-11-09,21.25404308332318
2025-11-10,16.423578746204274
2025-11-11,16.423578746204274
2025-11-12,14.491393011356713
2025-11-13,16.423578746204274
2025-11-14,19.321857348475618
2025-11-15,25.1184145530183
2025-11-16,23.18622881817074
2025-11-17,18.355764481051835
2025-11-18,16.423578746204274
2025-11-19,17.389671613628057
2025-11-20,17.389671613628057
2025-11-21,19.321857348475618
2025-11-22,25.1184145530183
2025-11-23,24.152321685594522
2025-11-24,20.287950215899397
2025-11-25,20.287950215899397
2025-11-26,28.016693155289644
2025-11-27,96.60928674237809
2025-11-28,32.84715749240855
2025-11-29,24.152321685594522
2025-11-30,21.25404308332318
2025-12-01,17.389671613628057
2025-12-02,19.321857348475618
2025-12-03,18.355764481051835
2025-12-04,18.355764481051835
2025-12-05,20.287950215899397
2025-12-06,25.1184145530183
2025-12-07,24.152321685594522
2025-12-08,18.355764481051835
2025-12-09,16.423578746204274
2025-12-10,18.355764481051835
2025-12-11,18.331548432923796
2025-12-12,21.088354332973452
2025-12-13,24.281049099327767
2025-12-14,23.362113799311217
2025-12-15,18.331548432923796
2025-12-16,18.331548432923796
2025-12-17,19.25048373294035
2025-12-18,20.60530789926156
2025-12-19,22.926224933006555
2025-12-20,27.956790299393973
2025-12-21,27.956790299393973
2025-12-22,24.281049099327767
2025-12-23,28.875725599410522
2025-12-24,73.32619373169518
2025-12-25,87.06306566453623
2025-12-26,30.71359619944363
2025-12-27,24.281049099327767
2025-12-28,25.199984399344316
2025-12-29,20.60530789926156
2025-12-30,21.088354332973452
2025-12-31,31.63253149946018
2026-01-01,47.643162898638984
2026-01-02,24.281049099327767
2026-01-03,22.007289632990002
2026-01-04,20.60530789926156
2026-01-05,17.412613132907246
2026-01-06,17.412613132907246
2026-01-07,16.493677832890697
2026-01-08,16.493677832890697
2026-01-09,16.976724266602588
2026-01-10,21.794443315233046
2026-01-11,20.050887850014405
2026-01-12,15.691999186967795
2026-01-13,15.691999186967795
2026-01-14,14.820221454358473
2026-01-15,14.820221454358473
2026-01-16,16.563776919577116
2026-01-17,20.922665582623726
2026-01-18,20.050887850014405
2026-01-19,18.30733238479576
2026-01-20,14.820221454358473
2026-01-21,17.43555465218644
2026-01-22,19.17911011740508
2026-01-23,20.922665582623726
2026-01-24,23.53799878045169
2026-01-25,22.66622104784237
2026-01-26,18.30733238479576
2026-01-27,16.563776919577116
2026-01-28,15.691999186967795
2026-01-29,16.563776919577116
2026-01-30,18.30733238479576
2026-01-31,22.66622104784237
2026-02-01,21.794443315233046
2026-02-02,15.691999186967795
2026-02-03,15.691999186967795
2026-02-04,15.691999186967795
2026-02-05,16.563776919577116
2026-02-06,17.43555465218644
2026-02-07,20.922665582623726
2026-02-08,18.30733238479576
2026-02-09,16.563776919577116
2026-02-10,23.53799878045169
2026-02-11,27.8968874434983
2026-02-12,26.153331978279656
2026-02-13,39.229997967419486
2026-02-14,50.56310849134067
2026-02-15,49.69133075873135
2026-02-16,49.69133075873135
2026-02-17,40.97355343263813
2026-02-18,36.61466476959152
2026-02-19,40.97355343263813
2026-02-20,35.7428870369822
2026-02-21,47.947775293512706
2026-02-22,41.84533116524745
2026-02-23,37.486442502200845
2026-02-24,33.999331571763555
2026-02-25,32.25577610654491
2026-02-26,40.97355343263813
2026-02-27,41.84533116524745
2026-02-28,27.8968874434983
2026-03-01,21.794443315233046
2026-03-02,27.8968874434983
2026-03-03,37.486442502200845
2026-03-04,32.25577610654491
2026-03-05,30.512220641326266
2026-03-06,33.12755383915423
2026-03-07,39.229997967419486
2026-03-08,36.61466476959152
2026-03-09,30.512220641326266
2026-03-10,25.281554245670335
2026-03-11,24.40977651306101
2026-03-12,27.02510971088898
2026-03-13,29.640442908716945
2026-03-14,48.81955302612202
2026-03-15,37.486442502200845
2026-03-16,28.76866517610762
2026-03-17,40.97355343263813
2026-03-18,50.56310849134067
2026-03-19,61.896219015261856
2026-03-20,63.6397744804805
2026-03-21,55.7937748869966
2026-03-22,50.56310849134067
2026-03-23,39.229997967419486
2026-03-24,20.922665582623726
2026-03-25,29.640442908716945
2026-03-26,28.76866517610762
2026-03-27,37.486442502200845
2026-03-28,36.61466476959152
2026-03-29,37.486442502200845
2026-03-30,34.87110930437288
2026-03-31,32.25577610654491
2026-04-01,30.512220641326266
2026-04-02,33.999331571763555
2026-04-03,34.87110930437288
2026-04-04,33.999331571763555
2026-04-05,66.25510767830846
2026-04-06,29.640442908716945
2026-04-07,33.12755383915423
2026-04-08,40.10177570002881
2026-04-09,42.717108897856775
2026-04-10,41.84533116524745
2026-04-11,46.20421982829406
2026-04-12,33.999331571763555
2026-04-13,27.8968874434983
2026-04-14,30.512220641326266
2026-04-15,32.25577610654491
2026-04-16,33.999331571763555
2026-04-17,33.999331571763555
2026-04-18,42.717108897856775
2026-04-19,41.84533116524745
2026-04-20,33.999331571763555
2026-04-21,32.25577610654491
2026-04-22,33.999331571763555
2026-04-23,34.87110930437288
2026-04-24,36.61466476959152
2026-04-25,42.717108897856775
2026-04-26,42.717108897856775
2026-04-27,31.38399837393559
2026-04-28,32.25577610654491
2026-04-29,34.87110930437288
2026-04-30,35.7428870369822
2026-05-01,36.61466476959152
2026-05-02,45.33244209568474
2026-05-03,45.33244209568474
2026-05-04,33.999331571763555
2026-05-05,33.12755383915423
2026-05-06,30.512220641326266
2026-05-07,30.512220641326266
2026-05-08,36.61466476959152
2026-05-09,47.947775293512706
2026-05-10,44.460664363075416
2026-05-11,33.999331571763555
2026-05-12,33.12755383915423
2026-05-13,31.38399837393559
2026-05-14,33.999331571763555
2026-05-15,33.12755383915423
2026-05-16,45.33244209568474
2026-05-17,45.33244209568474
2026-05-18,32.25577610654491
2026-05-19,32.25577610654491
2026-05-20,32.25577610654491
2026-05-21,29.640442908716945
2026-05-22,36.61466476959152
2026-05-23,47.07599756090338
2026-05-24,44.460664363075416
2026-05-25,43.58888663046609
2026-05-26,33.999331571763555
2026-05-27,33.12755383915423
2026-05-28,34.87110930437288
2026-05-29,36.61466476959152
2026-05-30,51.434886223949995
2026-05-31,40.97355343263813
