Time,super_bowl_2023
2025-06-24,20.0
2025-06-25,12.0
2025-06-26,13.0
2025-06-27,13.0
2025-06-28,12.0
2025-06-29,0.0
2025-06-30,13.0
2025-07-01,0.0
2025-07-02,22.0
2025-07-03,0.0
2025-07-04,0.0
2025-07-05,0.0
2025-07-06,19.0
2025-07-07,0.0
2025-07-08,19.0
2025-07-09,29.0
2025-07-10,14.0
2025-07-11,18.0
2025-07-12,13.0
2025-07-13,24.0
2025-07-14,18.0
2025-07-15,0.0
2025-07-16,25.0
2025-07-17,28.0
2025-07-18,19.0
2025-07-19,39.0
2025-07-20,50.0
2025-07-21,38.0
2025-07-22,24.0
2025-07-23,22.0
2025-07-24,36.0
2025-07-25,34.0
2025-07-26,25.0
2025-07-27,40.0
2025-07-28,22.0
2025-07-29,35.0
2025-07-30,53.0
2025-07-31,66.0
2025-08-01,47.0
2025-08-02,15.0
2025-08-03,14.0
2025-08-04,14.0
2025-08-05,18.0
2025-08-06,31.0
2025-08-07,28.0
2025-08-08,24.0
2025-08-09,37.0
2025-08-10,35.0
2025-08-11,25.0
2025-08-12,20.0
2025-08-13,17.0
2025-08-14,26.0
2025-08-15,29.0
2025-08-16,36.0
2025-08-17,20.0
2025-08-18,22.0
2025-08-19,23.0
2025-08-20,22.0
2025-08-21,27.0
2025-08-22,24.0
2025-08-23,18.0
2025-08-24,23.0
2025-08-25,27.0
2025-08-26,19.0
2025-08-27,23.0
2025-08-28,26.0
2025-08-29,30.0
2025-08-30,35.0
2025-08-31,26.0
2025-09-01,23.0
2025-09-02,25.0
2025-09-03,33.0
2025-09-04,34.0
2025-09-05,93.0
2025-09-06,81.0
2025-09-07,60.0
2025-09-08,62.0
2025-09-09,42.0
2025-09-10,37.0
2025-09-11,22.0
2025-09-12,21.0
2025-09-13,30.0
2025-09-14,97.0
2025-09-15,38.0
2025-09-16,30.0
2025-09-17,26.0
2025-09-18,27.0
2025-09-19,36.0
2025-09-20,22.0
2025-09-21,43.0
2025-09-22,53.0
2025-09-23,29.0
2025-09-24,27.0
2025-09-25,24.0
2025-09-26,30.0
2025-09-27,21.0
2025-09-28,55.0
2025-09-29,100.0
2025-09-30,54.0
2025-10-01,39.0
2025-10-02,44.0
2025-10-03,50.0
2025-10-04,39.0
2025-10-05,48.0
2025-10-06,51.0
2025-10-07,55.0
2025-10-08,32.0
2025-10-09,31.0
2025-10-10,47.0
2025-10-11,27.0
2025-10-12,39.0
2025-10-13,49.0
2025-10-14,39.0
2025-10-15,35.0
2025-10-16,15.0
2025-10-17,30.0
2025-10-18,13.0
2025-10-19,34.0
2025-10-20,33.0
2025-10-21,25.0
2025-10-22,38.0
2025-10-23,31.0
2025-10-24,27.0
2025-10-25,23.0
2025-10-26,24.0
2025-10-27,27.0
2025-10-28,25.0
2025-10-29,20.0
2025-10-30,27.0
2025-10-31,22.0
2025-11-01,33.0
2025-11-02,72.0
2025-11-03,51.0
2025-11-04,39.0
2025-11-05,26.0
2025-11-06,37.0
2025-11-07,40.0
2025-11-08,31.0
2025-11-09,27.0
2025-11-10,44.0
2025-11-11,42.0
2025-11-12,30.0
2025-11-13,23.0
2025-11-14,35.0
2025-11-15,31.0
2025-11-16,39.0
2025-11-17,69.0
2025-11-18,35.0
2025-11-19,38.0
2025-11-20,17.0
2025-11-21,32.0
2025-11-22,33.0
2025-11-23,44.0
2025-11-24,58.0
2025-11-25,40.0
2025-11-26,34.0
2025-11-27,71.0
2025-11-28,97.0
2025-11-29,58.0
2025-11-30,63.0
2025-12-01,51.0
2025-12-02,48.0
2025-12-03,32.0
2025-12-04,30.0
2025-12-05,32.0
2025-12-06,39.0
2025-12-07,53.0
2025-12-08,68.0
2025-12-09,62.0
2025-12-10,40.0
2025-12-11,49.0
2025-12-12,28.75
2025-12-13,43.0
2025-12-14,52.5
2025-12-15,68.25
2025-12-16,49.5
2025-12-17,30.75
2025-12-18,45.5
2025-12-19,54.0
2025-12-20,43.0
2025-12-21,54.0
2025-12-22,51.5
2025-12-23,49.0
2025-12-24,28.25
2025-12-25,44.5
2025-12-26,53.0
2025-12-27,43.5
2025-12-28,77.25
2025-12-29,92.5
2025-12-30,30.75
2025-12-31,48.5
2026-01-01,45.0
2026-01-02,30.25
2026-01-03,47.0
2026-01-04,92.5
2026-01-05,78.75
2026-01-06,69.75
2026-01-07,70.75
2026-01-08,69.75
2026-01-09,73.25
2026-01-10,73.50000000000001
2026-01-11,171.50000000000003
2026-01-12,171.50000000000003
2026-01-13,98.00000000000001
2026-01-14,73.50000000000001
2026-01-15,73.50000000000001
2026-01-16,73.50000000000001
2026-01-17,98.00000000000001
2026-01-18,245.00000000000003
2026-01-19,196.00000000000003
2026-01-20,122.50000000000001
2026-01-21,98.00000000000001
2026-01-22,98.00000000000001
2026-01-23,73.50000000000001
2026-01-24,98.00000000000001
2026-01-25,220.50000000000003
2026-01-26,392.00000000000006
2026-01-27,147.00000000000003
2026-01-28,147.00000000000003
2026-01-29,122.50000000000001
2026-01-30,147.00000000000003
2026-01-31,171.50000000000003
2026-02-01,171.50000000000003
2026-02-02,196.00000000000003
2026-02-03,269.50000000000006
2026-02-04,269.50000000000006
2026-02-05,318.50000000000006
2026-02-06,392.00000000000006
2026-02-07,588.0000000000001
2026-02-08,1984.5000000000002
2026-02-09,2450.0000000000005
2026-02-10,588.0000000000001
2026-02-11,343.00000000000006
2026-02-12,171.50000000000003
2026-02-13,147.00000000000003
2026-02-14,147.00000000000003
2026-02-15,122.50000000000001
2026-02-16,147.00000000000003
2026-02-17,98.00000000000001
2026-02-18,73.50000000000001
2026-02-19,49.00000000000001
2026-02-20,73.50000000000001
2026-02-21,98.00000000000001
2026-02-22,122.50000000000001
2026-02-23,196.00000000000003
2026-02-24,73.50000000000001
2026-02-25,49.00000000000001
2026-02-26,49.00000000000001
2026-02-27,49.00000000000001
2026-02-28,49.00000000000001
2026-03-01,24.500000000000004
2026-03-02,49.00000000000001
2026-03-03,73.50000000000001
2026-03-04,49.00000000000001
2026-03-05,49.00000000000001
2026-03-06,24.500000000000004
2026-03-07,24.500000000000004
2026-03-08,24.500000000000004
2026-03-09,49.00000000000001
2026-03-10,24.500000000000004
2026-03-11,24.500000000000004
2026-03-12,24.500000000000004
2026-03-13,24.500000000000004
2026-03-14,24.500000000000004
2026-03-15,24.500000000000004
2026-03-16,24.500000000000004
2026-03-17,24.500000000000004
2026-03-18,49.00000000000001
2026-03-19,49.00000000000001
2026-03-20,49.00000000000001
2026-03-21,73.50000000000001
2026-03-22,49.00000000000001
2026-03-23,24.500000000000004
2026-03-24,24.500000000000004
2026-03-25,24.500000000000004
2026-03-26,24.500000000000004
2026-03-27,49.00000000000001
2026-03-28,24.500000000000004
2026-03-29,24.500000000000004
2026-03-30,24.500000000000004
2026-03-31,24.500000000000004
2026-04-01,24.500000000000004
2026-04-02,24.500000000000004
2026-04-03,24.500000000000004
2026-04-04,24.500000000000004
2026-04-05,49.00000000000001
2026-04-06,49.00000000000001
2026-04-07,24.500000000000004
2026-04-08,49.00000000000001
2026-04-09,24.500000000000004
2026-04-10,49.00000000000001
2026-04-11,24.500000000000004
2026-04-12,24.500000000000004
2026-04-13,24.500000000000004
2026-04-14,49.00000000000001
2026-04-15,49.00000000000001
2026-04-16,49.00000000000001
2026-04-17,49.00000000000001
2026-04-18,24.500000000000004
2026-04-19,24.500000000000004
2026-04-20,49.00000000000001
2026-04-21,24.500000000000004
2026-04-22,49.00000000000001
2026-04-23,49.00000000000001
2026-04-24,49.00000000000001
2026-04-25,49.00000000000001
2026-04-26,49.00000000000001
2026-04-27,24.500000000000004
2026-04-28,24.500000000000004
2026-04-29,49.00000000000001
2026-04-30,49.00000000000001
2026-05-01,49.00000000000001
2026-05-02,49.00000000000001
2026-05-03,49.00000000000001
2026-05-04,49.00000000000001
2026-05-05,49.00000000000001
2026-05-06,49.00000000000001
2026-05-07,49.00000000000001
2026-05-08,49.00000000000001
2026-05-09,24.500000000000004
2026-05-10,49.00000000000001
2026-05-11,24.500000000000004
2026-05-12,24.500000000000004
2026-05-13,49.00000000000001
2026-05-14,49.00000000000001
2026-05-15,49.00000000000001
2026-05-16,24.500000000000004
2026-05-17,49.00000000000001
2026-05-18,24.500000000000004
2026-05-19,24.500000000000004
2026-05-20,49.00000000000001
2026-05-21,24.500000000000004
2026-05-22,49.00000000000001
2026-05-23,73.50000000000001
2026-05-24,49.00000000000001
2026-05-25,49.00000000000001
2026-05-26,24.500000000000004
2026-05-27,49.00000000000001
2026-05-28,24.500000000000004
2026-05-29,24.500000000000004
2026-05-30,24.500000000000004
2026-05-31,49.00000000000001
