Time,lakers
2022-08-19,13.0
2022-08-20,12.0
2022-08-21,13.0
2022-08-22,12.0
2022-08-23,13.0
2022-08-24,12.0
2022-08-25,28.0
2022-08-26,17.0
2022-08-27,16.0
2022-08-28,15.0
2022-08-29,13.0
2022-08-30,13.0
2022-08-31,12.5
2022-09-01,13.0
2022-09-02,13.0
2022-09-03,12.5
2022-09-04,12.5
2022-09-05,13.5
2022-09-06,12.5
2022-09-07,12.0
2022-09-08,11.5
2022-09-09,11.0
2022-09-10,12.0
2022-09-11,11.0
2022-09-12,11.0
2022-09-13,11.0
2022-09-14,12.0
2022-09-15,11.5
2022-09-16,12.5
2022-09-17,17.0
2022-09-18,12.0
2022-09-19,12.0
2022-09-20,12.0
2022-09-21,12.0
2022-09-22,12.5
2022-09-23,12.0
2022-09-24,12.0
2022-09-25,12.0
2022-09-26,12.5
2022-09-27,12.5
2022-09-28,12.0
2022-09-29,12.0
2022-09-30,12.0
2022-10-01,12.0
2022-10-02,12.0
2022-10-03,12.0
2022-10-04,30.0
2022-10-05,18.0
2022-10-06,30.0
2022-10-07,24.0
2022-10-08,12.0
2022-10-09,12.0
2022-10-10,30.0
2022-10-11,12.0
2022-10-12,12.0
2022-10-13,30.0
2022-10-14,12.0
2022-10-15,30.0
2022-10-16,12.0
2022-10-17,12.0
2022-10-18,30.0
2022-10-19,132.0
2022-10-20,30.0
2022-10-21,90.0
2022-10-22,24.0
2022-10-23,66.0
2022-10-24,36.0
2022-10-25,24.0
2022-10-26,30.0
2022-10-27,78.0
2022-10-28,30.0
2022-10-29,84.0
2022-10-30,36.0
2022-10-31,84.0
2022-11-01,24.0
2022-11-02,24.0
2022-11-03,96.0
2022-11-04,30.0
2022-11-05,72.0
2022-11-06,54.0
2022-11-07,30.0
2022-11-08,42.0
2022-11-09,18.0
2022-11-10,48.0
2022-11-11,18.0
2022-11-12,48.0
2022-11-13,24.0
2022-11-14,54.0
2022-11-15,18.0
2022-11-16,18.0
2022-11-17,18.0
2022-11-18,18.0
2022-11-19,54.0
2022-11-20,18.0
2022-11-21,42.0
2022-11-22,18.0
2022-11-23,54.0
2022-11-24,18.0
2022-11-25,18.0
2022-11-26,48.0
2022-11-27,60.0
2022-11-28,18.0
2022-11-29,48.0
2022-11-30,18.0
2022-12-01,48.0
2022-12-02,24.0
2022-12-03,72.0
2022-12-04,30.0
2022-12-05,54.0
2022-12-06,30.0
2022-12-07,60.0
2022-12-08,36.0
2022-12-09,18.0
2022-12-10,54.0
2022-12-11,24.0
2022-12-12,36.0
2022-12-13,18.0
2022-12-14,60.0
2022-12-15,18.0
2022-12-16,18.0
2022-12-17,60.0
2022-12-18,24.0
2022-12-19,48.0
2022-12-20,42.0
2022-12-21,18.0
2022-12-22,48.0
2022-12-23,18.0
2022-12-24,48.0
2022-12-25,60.0
2022-12-26,24.0
2022-12-27,18.0
2022-12-28,42.0
2022-12-29,36.0
2022-12-30,18.0
2022-12-31,48.0
2023-01-01,18.0
2023-01-02,18.0
2023-01-03,36.0
2023-01-04,18.0
2023-01-05,48.0
2023-01-06,18.0
2023-01-07,60.0
2023-01-08,60.0
2023-01-09,30.0
2023-01-10,42.0
2023-01-11,18.0
2023-01-12,24.0
2023-01-13,66.0
2023-01-14,18.0
2023-01-15,18.0
2023-01-16,48.0
2023-01-17,48.0
2023-01-18,18.0
2023-01-19,48.0
2023-01-20,18.0
2023-01-21,84.0
2023-01-22,24.0
2023-01-23,66.0
2023-01-24,36.0
2023-01-25,72.0
2023-01-26,66.0
2023-01-27,24.0
2023-01-28,30.0
2023-01-29,108.0
2023-01-30,30.0
2023-01-31,60.0
2023-02-01,72.0
2023-02-02,36.0
2023-02-03,84.0
2023-02-04,60.0
2023-02-05,96.0
2023-02-06,42.0
2023-02-07,60.0
2023-02-08,228.0
2023-02-09,102.0
2023-02-10,84.0
2023-02-11,42.0
2023-02-12,90.0
2023-02-13,30.0
2023-02-14,54.0
2023-02-15,24.0
2023-02-16,72.0
2023-02-17,24.0
2023-02-18,18.0
2023-02-19,18.0
2023-02-20,18.0
2023-02-21,18.0
2023-02-22,18.0
2023-02-23,24.0
2023-02-24,78.0
2023-02-25,30.0
2023-02-26,78.0
2023-02-27,54.0
2023-02-28,30.0
2023-03-01,60.0
2023-03-02,54.0
2023-03-03,24.0
2023-03-04,60.0
2023-03-05,60.0
2023-03-06,42.0
2023-03-07,24.0
2023-03-08,72.0
2023-03-09,30.0
2023-03-10,30.0
2023-03-11,90.0
2023-03-12,42.0
2023-03-13,72.0
2023-03-14,24.0
2023-03-15,66.0
2023-03-16,54.0
2023-03-17,24.0
2023-03-18,66.0
2023-03-19,30.0
2023-03-20,60.0
2023-03-21,30.0
2023-03-22,30.0
2023-03-23,72.0
2023-03-24,30.0
2023-03-25,78.0
2023-03-26,96.0
2023-03-27,36.0
2023-03-28,24.0
2023-03-29,30.0
2023-03-30,72.0
2023-03-31,30.0
2023-04-01,78.0
2023-04-02,48.0
2023-04-03,66.0
2023-04-04,30.0
2023-04-05,102.0
2023-04-06,114.0
2023-04-07,36.0
2023-04-08,102.0
2023-04-09,90.0
2023-04-10,42.0
2023-04-11,42.0
2023-04-12,198.0
2023-04-13,30.0
2023-04-14,24.0
2023-04-15,30.0
2023-04-16,180.0
2023-04-17,60.0
2023-04-18,42.0
2023-04-19,66.0
2023-04-20,120.0
2023-04-21,42.0
2023-04-22,66.0
2023-04-23,228.0
2023-04-24,54.0
2023-04-25,198.0
2023-04-26,72.0
2023-04-27,156.0
2023-04-28,54.0
2023-04-29,288.0
2023-04-30,72.0
2023-05-01,60.0
2023-05-02,78.0
2023-05-03,282.0
2023-05-04,84.0
2023-05-05,270.0
2023-05-06,102.0
2023-05-07,330.0
2023-05-08,90.0
2023-05-09,324.0
2023-05-10,102.0
2023-05-11,348.0
2023-05-12,120.0
2023-05-13,600.0
2023-05-14,84.0
2023-05-15,60.0
2023-05-16,96.0
2023-05-17,294.0
2023-05-18,96.0
2023-05-19,330.0
2023-05-20,126.0
2023-05-21,414.0
2023-05-22,114.0
2023-05-23,456.0
2023-05-24,36.0
2023-05-25,18.0
2023-05-26,18.0
2023-05-27,18.0
2023-05-28,18.0
2023-05-29,12.0
2023-05-30,18.0
2023-05-31,12.0
2023-06-01,12.0
2023-06-02,12.0
2023-06-03,12.0
2023-06-04,12.0
2023-06-05,12.0
2023-06-06,12.0
2023-06-07,12.0
2023-06-08,12.0
2023-06-09,12.0
2023-06-10,12.0
2023-06-11,12.0
2023-06-12,12.0
2023-06-13,12.0
2023-06-14,12.0
2023-06-15,12.0
2023-06-16,12.0
2023-06-17,12.0
2023-06-18,12.0
2023-06-19,12.0
2023-06-20,12.0
2023-06-21,12.0
2023-06-22,18.0
2023-06-23,36.0
2023-06-24,18.0
2023-06-25,12.0
2023-06-26,12.0
2023-06-27,12.0
2023-06-28,12.0
2023-06-29,18.0
2023-06-30,24.0
2023-07-01,54.0
2023-07-02,30.0
2023-07-03,24.0
2023-07-04,18.0
2023-07-05,18.0
2023-07-06,18.0
2023-07-07,12.0
2023-07-08,18.0
2023-07-09,18.0
2023-07-10,12.0
2023-07-11,12.0
2023-07-12,12.0
2023-07-13,12.0
2023-07-14,12.0
2023-07-15,12.0
2023-07-16,12.0
2023-07-17,12.0
2023-07-18,12.0
2023-07-19,12.0
2023-07-20,12.0
2023-07-21,12.0
2023-07-22,12.0
2023-07-23,12.0
2023-07-24,12.0
2023-07-25,12.0
2023-07-26,12.0
2023-07-27,12.0
2023-07-28,12.0
2023-07-29,12.0
2023-07-30,12.0
2023-07-31,6.0
2023-08-01,6.0
2023-08-02,6.0
2023-08-03,6.0
2023-08-04,12.0
2023-08-05,12.0
2023-08-06,12.0
2023-08-07,12.0
2023-08-08,12.0
2023-08-09,6.0
2023-08-10,12.0
2023-08-11,12.0
2023-08-12,12.0
2023-08-13,12.0
2023-08-14,12.0
2023-08-15,12.0
2023-08-16,12.0
2023-08-17,12.0
2023-08-18,12.0
2023-08-19,12.0
2023-08-20,12.0
2023-08-21,12.0
2023-08-22,12.0
2023-08-23,12.0
2023-08-24,12.0
2023-08-25,6.0
2023-08-26,6.0
2023-08-27,6.0
2023-08-28,12.0
2023-08-29,12.0
2023-08-30,6.0
2023-08-31,6.0
2023-09-01,6.0
2023-09-02,6.0
2023-09-03,6.0
2023-09-04,12.0
2023-09-05,12.0
2023-09-06,12.0
2023-09-07,12.0
2023-09-08,6.0
2023-09-09,6.0
2023-09-10,6.0
2023-09-11,12.0
2023-09-12,12.0
2023-09-13,6.0
2023-09-14,6.0
2023-09-15,6.0
2023-09-16,12.0
2023-09-17,6.0
2023-09-18,12.0
2023-09-19,12.0
2023-09-20,6.0
2023-09-21,6.0
2023-09-22,6.0
2023-09-23,6.0
2023-09-24,6.0
2023-09-25,6.0
2023-09-26,6.0
2023-09-27,12.0
2023-09-28,12.0
2023-09-29,6.0
2023-09-30,6.0
2023-10-01,6.0
2023-10-02,12.0
2023-10-03,12.0
2023-10-04,12.0
2023-10-05,12.0
2023-10-06,12.0
2023-10-07,12.0
2023-10-08,30.0
2023-10-09,12.0
2023-10-10,18.0
2023-10-11,12.0
2023-10-12,18.0
2023-10-13,12.0
2023-10-14,30.0
2023-10-15,18.0
2023-10-16,18.0
2023-10-17,12.0
2023-10-18,12.0
2023-10-19,12.0
2023-10-20,24.0
2023-10-21,12.0
2023-10-22,12.0
2023-10-23,12.0
2023-10-24,42.0
2023-10-25,90.0
2023-10-26,30.0
2023-10-27,84.0
2023-10-28,18.0
2023-10-29,18.0
2023-10-30,60.0
2023-10-31,54.0
2023-11-01,24.0
2023-11-02,84.0
2023-11-03,24.0
2023-11-04,36.0
2023-11-05,48.0
2023-11-06,18.0
2023-11-07,48.0
2023-11-08,18.0
2023-11-09,54.0
2023-11-10,18.0
2023-11-11,72.0
2023-11-12,24.0
2023-11-13,48.0
2023-11-14,18.0
2023-11-15,66.0
2023-11-16,54.0
2023-11-17,18.0
2023-11-18,48.0
2023-11-19,18.0
2023-11-20,54.0
2023-11-21,18.0
2023-11-22,60.0
2023-11-23,60.0
2023-11-24,18.0
2023-11-25,24.0
2023-11-26,48.0
2023-11-27,18.0
2023-11-28,42.0
2023-11-29,24.0
2023-11-30,42.0
2023-12-01,36.0
2023-12-02,18.0
2023-12-03,42.0
2023-12-04,12.0
2023-12-05,24.0
2023-12-06,78.0
2023-12-07,24.0
2023-12-08,78.0
2023-12-09,48.0
2023-12-10,156.0
2023-12-11,18.0
2023-12-12,24.0
2023-12-13,48.0
2023-12-14,48.0
2023-12-15,18.0
2023-12-16,54.0
2023-12-17,18.0
2023-12-18,18.0
2023-12-19,42.0
2023-12-20,18.0
2023-12-21,48.0
2023-12-22,41.12422360248448
2023-12-23,23.180124223602483
2023-12-24,43.36024844720497
2023-12-25,56.068322981366464
2023-12-26,47.47826086956522
2023-12-27,16.826086956521742
2023-12-28,17.944099378881987
2023-12-29,43.36024844720497
2023-12-30,23.180124223602483
2023-12-31,60.186335403726716
2024-01-01,34.77018633540373
2024-01-02,12.708074534161492
2024-01-03,17.944099378881987
2024-01-04,43.36024844720497
2024-01-05,17.944099378881987
2024-01-06,53.83229813664597
2024-01-07,19.06211180124224
2024-01-08,47.47826086956522
2024-01-09,19.06211180124224
2024-01-10,52.714285714285715
2024-01-11,19.06211180124224
2024-01-12,47.47826086956522
2024-01-13,19.06211180124224
2024-01-14,37.006211180124225
2024-01-15,17.944099378881987
2024-01-16,37.006211180124225
2024-01-17,19.06211180124224
2024-01-18,42.24223602484472
2024-01-19,17.944099378881987
2024-01-20,48.59627329192547
2024-01-21,20.124223602484474
2024-01-22,42.484472049689444
2024-01-23,24.596273291925467
2024-01-24,49.192546583850934
2024-01-25,20.124223602484474
2024-01-26,44.72049689440994
2024-01-27,22.36024844720497
2024-01-28,98.38509316770187
2024-01-29,20.124223602484474
2024-01-30,49.192546583850934
2024-01-31,38.01242236024845
2024-02-01,26.832298136645967
2024-02-02,58.13664596273293
2024-02-03,24.596273291925467
2024-02-04,62.60869565217392
2024-02-05,22.36024844720497
2024-02-06,42.484472049689444
2024-02-07,22.36024844720497
2024-02-08,38.01242236024845
2024-02-09,71.55279503105591
2024-02-10,64.84472049689441
2024-02-11,22.36024844720497
2024-02-12,15.65217391304348
2024-02-13,17.888198757763977
2024-02-14,51.42857142857143
2024-02-15,44.72049689440994
2024-02-16,15.65217391304348
2024-02-17,13.416149068322984
2024-02-18,13.416149068322984
2024-02-19,11.180124223602485
2024-02-20,11.180124223602485
2024-02-21,13.416149068322984
2024-02-22,15.65217391304348
2024-02-23,51.42857142857143
2024-02-24,46.95652173913044
2024-02-25,49.192546583850934
2024-02-26,22.36024844720497
2024-02-27,13.416149068322984
2024-02-28,17.888198757763977
2024-02-29,69.3167701863354
2024-03-01,53.664596273291934
2024-03-02,29.068322981366464
2024-03-03,71.55279503105591
2024-03-04,17.888198757763977
2024-03-05,51.42857142857143
2024-03-06,17.888198757763977
2024-03-07,46.95652173913044
2024-03-08,15.65217391304348
2024-03-09,60.372670807453424
2024-03-10,26.832298136645967
2024-03-11,55.90062111801243
2024-03-12,17.888198757763977
2024-03-13,20.124223602484474
2024-03-14,46.95652173913044
2024-03-15,15.65217391304348
2024-03-16,24.596273291925467
2024-03-17,73.78881987577641
2024-03-18,17.888198757763977
2024-03-19,42.484472049689444
2024-03-20,15.65217391304348
2024-03-21,15.65217391304348
2024-03-22,15.65217391304348
2024-03-23,49.192546583850934
2024-03-24,22.36024844720497
2024-03-25,51.42857142857143
2024-03-26,26.832298136645967
2024-03-27,78.2608695652174
2024-03-28,49.192546583850934
2024-03-29,26.832298136645967
2024-03-30,40.24844720496895
2024-03-31,35.776397515527954
2024-04-01,38.01242236024845
2024-04-02,26.832298136645967
2024-04-03,44.72049689440994
2024-04-04,38.01242236024845
2024-04-05,22.36024844720497
2024-04-06,55.90062111801243
2024-04-07,38.01242236024845
2024-04-08,51.42857142857143
2024-04-09,24.596273291925467
2024-04-10,69.3167701863354
2024-04-11,20.124223602484474
2024-04-12,29.068322981366464
2024-04-13,64.84472049689441
2024-04-14,76.0248447204969
2024-04-15,33.54037267080746
2024-04-16,46.95652173913044
2024-04-17,125.21739130434784
2024-04-18,22.36024844720497
2024-04-19,20.124223602484474
2024-04-20,46.95652173913044
2024-04-21,160.9937888198758
2024-04-22,42.484472049689444
2024-04-23,169.93788819875778
2024-04-24,38.01242236024845
2024-04-25,49.192546583850934
2024-04-26,174.40993788819878
2024-04-27,64.84472049689441
2024-04-28,207.95031055900623
2024-04-29,64.84472049689441
2024-04-30,223.60248447204972
2024-05-01,22.36024844720497
2024-05-02,15.65217391304348
2024-05-03,22.36024844720497
2024-05-04,22.36024844720497
2024-05-05,15.65217391304348
2024-05-06,13.416149068322984
2024-05-07,11.180124223602485
2024-05-08,8.944099378881988
2024-05-09,8.944099378881988
2024-05-10,11.180124223602485
2024-05-11,11.180124223602485
2024-05-12,11.180124223602485
2024-05-13,11.180124223602485
2024-05-14,8.944099378881988
2024-05-15,8.944099378881988
2024-05-16,8.944099378881988
2024-05-17,11.180124223602485
2024-05-18,8.944099378881988
2024-05-19,11.180124223602485
2024-05-20,8.944099378881988
2024-05-21,8.944099378881988
2024-05-22,8.944099378881988
2024-05-23,8.944099378881988
2024-05-24,6.708074534161492
2024-05-25,8.944099378881988
2024-05-26,8.944099378881988
2024-05-27,8.944099378881988
2024-05-28,8.944099378881988
2024-05-29,11.180124223602485
2024-05-30,8.944099378881988
2024-05-31,8.944099378881988
2024-06-01,8.944099378881988
2024-06-02,8.944099378881988
2024-06-03,6.708074534161492
2024-06-04,11.180124223602485
2024-06-05,13.416149068322984
2024-06-06,15.65217391304348
2024-06-07,17.888198757763977
2024-06-08,15.65217391304348
2024-06-09,13.416149068322984
2024-06-10,20.124223602484474
2024-06-11,13.416149068322984
2024-06-12,13.416149068322984
2024-06-13,13.416149068322984
2024-06-14,11.180124223602485
2024-06-15,11.180124223602485
2024-06-16,8.944099378881988
2024-06-17,8.944099378881988
2024-06-18,17.888198757763977
2024-06-19,13.416149068322984
2024-06-20,20.124223602484474
2024-06-21,17.888198757763977
2024-06-22,13.416149068322984
2024-06-23,11.180124223602485
2024-06-24,11.180124223602485
2024-06-25,13.416149068322984
2024-06-26,15.65217391304348
2024-06-27,44.72049689440994
2024-06-28,33.54037267080746
2024-06-29,22.36024844720497
2024-06-30,22.36024844720497
2024-07-01,38.01242236024845
2024-07-02,33.54037267080746
2024-07-03,26.832298136645967
2024-07-04,20.124223602484474
2024-07-05,20.124223602484474
2024-07-06,51.42857142857143
2024-07-07,35.776397515527954
2024-07-08,17.888198757763977
2024-07-09,13.416149068322984
2024-07-10,15.65217391304348
2024-07-11,20.124223602484474
2024-07-12,15.65217391304348
2024-07-13,22.36024844720497
2024-07-14,11.180124223602485
2024-07-15,11.180124223602485
2024-07-16,15.65217391304348
2024-07-17,11.180124223602485
2024-07-18,17.888198757763977
2024-07-19,20.124223602484474
2024-07-20,11.180124223602485
2024-07-21,11.180124223602485
2024-07-22,8.944099378881988
2024-07-23,8.944099378881988
2024-07-24,8.944099378881988
2024-07-25,6.708074534161492
2024-07-26,6.708074534161492
2024-07-27,6.708074534161492
2024-07-28,8.944099378881988
2024-07-29,6.708074534161492
2024-07-30,6.708074534161492
2024-07-31,6.708074534161492
2024-08-01,6.708074534161492
2024-08-02,6.708074534161492
2024-08-03,6.708074534161492
2024-08-04,6.708074534161492
2024-08-05,4.472049689440994
2024-08-06,6.708074534161492
2024-08-07,6.708074534161492
2024-08-08,6.708074534161492
2024-08-09,4.472049689440994
2024-08-10,6.708074534161492
2024-08-11,6.708074534161492
2024-08-12,6.708074534161492
2024-08-13,6.708074534161492
2024-08-14,6.708074534161492
2024-08-15,6.708074534161492
2024-08-16,6.708074534161492
2024-08-17,6.708074534161492
2024-08-18,6.708074534161492
2024-08-19,6.708074534161492
2024-08-20,6.708074534161492
2024-08-21,6.708074534161492
2024-08-22,6.708074534161492
2024-08-23,6.708074534161492
2024-08-24,6.708074534161492
2024-08-25,6.708074534161492
2024-08-26,6.708074534161492
2024-08-27,6.708074534161492
2024-08-28,6.708074534161492
2024-08-29,6.708074534161492
2024-08-30,5.5900621118012435
2024-08-31,6.708074534161492
2024-09-01,6.708074534161492
2024-09-02,5.5900621118012435
2024-09-03,3.91304347826087
2024-09-04,6.708074534161492
2024-09-05,6.708074534161492
2024-09-06,6.708074534161492
2024-09-07,6.708074534161492
2024-09-08,5.5900621118012435
2024-09-09,3.91304347826087
2024-09-10,5.5900621118012435
2024-09-11,3.91304347826087
2024-09-12,3.91304347826087
2024-09-13,6.708074534161492
2024-09-14,6.708074534161492
2024-09-15,6.708074534161492
2024-09-16,3.91304347826087
2024-09-17,6.708074534161492
2024-09-18,6.708074534161492
2024-09-19,6.708074534161492
2024-09-20,6.708074534161492
2024-09-21,6.708074534161492
2024-09-22,3.354037267080746
2024-09-23,3.354037267080746
2024-09-24,3.354037267080746
2024-09-25,6.708074534161492
2024-09-26,6.708074534161492
2024-09-27,3.354037267080746
2024-09-28,6.708074534161492
2024-09-29,6.708074534161492
2024-09-30,6.708074534161492
2024-10-01,6.708074534161492
2024-10-02,6.708074534161492
2024-10-03,6.708074534161492
2024-10-04,10.062111801242239
2024-10-05,40.248447204968954
2024-10-06,13.416149068322984
2024-10-07,33.54037267080746
2024-10-08,10.062111801242239
2024-10-09,10.062111801242239
2024-10-10,10.062111801242239
2024-10-11,20.124223602484477
2024-10-12,13.416149068322984
2024-10-13,10.062111801242239
2024-10-14,10.062111801242239
2024-10-15,10.062111801242239
2024-10-16,23.478260869565222
2024-10-17,13.416149068322984
2024-10-18,30.186335403726712
2024-10-19,26.832298136645967
2024-10-20,10.062111801242239
2024-10-21,13.416149068322984
2024-10-22,33.54037267080746
2024-10-23,144.22360248447208
2024-10-24,26.832298136645967
2024-10-25,26.832298136645967
2024-10-26,93.91304347826089
2024-10-27,80.49689440993791
2024-10-28,26.832298136645967
2024-10-29,67.08074534161491
2024-10-30,30.186335403726712
2024-10-31,46.956521739130444
2024-11-01,23.478260869565222
2024-11-02,50.310559006211186
2024-11-03,16.77018633540373
2024-11-04,16.77018633540373
2024-11-05,40.248447204968954
2024-11-06,13.416149068322984
2024-11-07,43.602484472049696
2024-11-08,20.124223602484477
2024-11-09,50.310559006211186
2024-11-10,30.186335403726712
2024-11-11,40.248447204968954
2024-11-12,16.77018633540373
2024-11-13,16.77018633540373
2024-11-14,53.664596273291934
2024-11-15,20.124223602484477
2024-11-16,50.310559006211186
2024-11-17,50.310559006211186
2024-11-18,16.77018633540373
2024-11-19,16.77018633540373
2024-11-20,53.664596273291934
2024-11-21,23.478260869565222
2024-11-22,57.01863354037268
2024-11-23,20.124223602484477
2024-11-24,50.310559006211186
2024-11-25,13.416149068322984
2024-11-26,20.124223602484477
2024-11-27,53.664596273291934
2024-11-28,43.602484472049696
2024-11-29,16.77018633540373
2024-11-30,46.956521739130444
2024-12-01,16.77018633540373
2024-12-02,36.894409937888206
2024-12-03,36.894409937888206
2024-12-04,16.77018633540373
2024-12-05,40.248447204968954
2024-12-06,16.77018633540373
2024-12-07,46.956521739130444
2024-12-08,16.77018633540373
2024-12-09,30.186335403726712
2024-12-10,13.416149068322984
2024-12-11,10.062111801242239
2024-12-12,13.416149068322984
2024-12-13,20.124223602484477
2024-12-14,36.894409937888206
2024-12-15,20.124223602484477
2024-12-16,36.894409937888206
2024-12-17,13.416149068322984
2024-12-18,13.416149068322984
2024-12-19,13.416149068322984
2024-12-20,36.894409937888206
2024-12-21,20.124223602484477
2024-12-22,30.186335403726712
2024-12-23,13.416149068322984
2024-12-24,40.248447204968954
2024-12-25,26.832298136645967
2024-12-26,80.49689440993791
2024-12-27,13.416149068322984
2024-12-28,16.77018633540373
2024-12-29,57.01863354037268
2024-12-30,23.478260869565222
2024-12-31,23.478260869565222
2025-01-01,50.310559006211186
2025-01-02,16.77018633540373
2025-01-03,40.248447204968954
2025-01-04,46.956521739130444
2025-01-05,20.124223602484477
2025-01-06,30.186335403726712
2025-01-07,16.77018633540373
2025-01-08,40.248447204968954
2025-01-09,16.77018633540373
2025-01-10,20.124223602484477
2025-01-11,16.77018633540373
2025-01-12,13.416149068322984
2025-01-13,16.77018633540373
2025-01-14,36.894409937888206
2025-01-15,13.416149068322984
2025-01-16,33.54037267080746
2025-01-17,13.416149068322984
2025-01-18,40.248447204968954
2025-01-19,16.77018633540373
2025-01-20,30.186335403726712
2025-01-21,13.416149068322984
2025-01-22,33.54037267080746
2025-01-23,20.124223602484477
2025-01-24,50.310559006211186
2025-01-25,23.478260869565222
2025-01-26,57.01863354037268
2025-01-27,23.478260869565222
2025-01-28,46.956521739130444
