Time,arizona_basketball
2024-01-19,3.246703853955375
2024-01-20,12.9868154158215
2024-01-21,5.946247464503042
2024-01-22,2.1622718052738334
2024-01-23,2.702839756592292
2024-01-24,2.702839756592292
2024-01-25,3.24340770791075
2024-01-26,10.811359026369168
2024-01-27,9.189655172413792
2024-01-28,8.108519269776876
2024-01-29,2.1622718052738334
2024-01-30,1.621703853955375
2024-01-31,2.1622718052738334
2024-02-01,3.7839756592292084
2024-02-02,8.649087221095334
2024-02-03,5.405679513184584
2024-02-04,6.4868154158215
2024-02-05,9.189655172413792
2024-02-06,2.702839756592292
2024-02-07,2.1622718052738334
2024-02-08,4.324543610547667
2024-02-09,11.892494929006084
2024-02-10,7.027383367139959
2024-02-11,15.135902636916834
2024-02-12,2.1622718052738334
2024-02-13,3.24340770791075
2024-02-14,2.702839756592292
2024-02-15,3.7839756592292084
2024-02-16,3.24340770791075
2024-02-17,8.649087221095334
2024-02-18,16.21703853955375
2024-02-19,3.24340770791075
2024-02-20,3.24340770791075
2024-02-21,3.24340770791075
2024-02-22,4.865111561866125
2024-02-23,16.75760649087221
2024-02-24,14.054766734279918
2024-02-25,8.108519269776876
2024-02-26,2.702839756592292
2024-02-27,3.24340770791075
2024-02-28,3.7839756592292084
2024-02-29,11.351926977687626
2024-03-01,5.405679513184584
2024-03-02,10.811359026369168
2024-03-03,5.946247464503042
2024-03-04,3.24340770791075
2024-03-05,3.24340770791075
2024-03-06,2.702839756592292
2024-03-07,5.946247464503042
2024-03-08,12.973630831643
2024-03-09,7.027383367139959
2024-03-10,22.163286004056793
2024-03-11,3.7839756592292084
2024-03-12,2.702839756592292
2024-03-13,3.7839756592292084
2024-03-14,15.135902636916834
2024-03-15,9.189655172413792
2024-03-16,21.082150101419877
2024-03-17,9.189655172413792
2024-03-18,10.811359026369168
2024-03-19,9.189655172413792
2024-03-20,11.351926977687626
2024-03-21,37.299188640973625
2024-03-22,15.135902636916834
2024-03-23,54.05679513184584
2024-03-24,14.054766734279918
2024-03-25,11.351926977687626
2024-03-26,6.4868154158215
2024-03-27,5.405679513184584
2024-03-28,22.70385395537525
2024-03-29,46.48884381338742
2024-03-30,6.4868154158215
2024-03-31,4.865111561866125
2024-04-01,2.702839756592292
2024-04-02,2.702839756592292
2024-04-03,2.1622718052738334
2024-04-04,1.621703853955375
2024-04-05,2.1622718052738334
2024-04-06,3.24340770791075
2024-04-07,4.324543610547667
2024-04-08,2.702839756592292
2024-04-09,4.324543610547667
2024-04-10,1.621703853955375
2024-04-11,2.1622718052738334
2024-04-12,1.621703853955375
2024-04-13,1.621703853955375
2024-04-14,1.621703853955375
2024-04-15,1.621703853955375
2024-04-16,1.621703853955375
2024-04-17,1.621703853955375
2024-04-18,1.0811359026369167
2024-04-19,1.0811359026369167
2024-04-20,1.0811359026369167
2024-04-21,1.0811359026369167
2024-04-22,1.0811359026369167
2024-04-23,1.0811359026369167
2024-04-24,1.621703853955375
2024-04-25,1.0811359026369167
2024-04-26,1.0811359026369167
2024-04-27,1.0811359026369167
2024-04-28,1.0811359026369167
2024-04-29,1.621703853955375
2024-04-30,1.0811359026369167
2024-05-01,1.0811359026369167
2024-05-02,1.0811359026369167
2024-05-03,1.0811359026369167
2024-05-04,1.0811359026369167
2024-05-05,1.0811359026369167
2024-05-06,1.0811359026369167
2024-05-07,1.0811359026369167
2024-05-08,1.0811359026369167
2024-05-09,0.5405679513184584
2024-05-10,1.0811359026369167
2024-05-11,1.0811359026369167
2024-05-12,1.0811359026369167
2024-05-13,1.0811359026369167
2024-05-14,1.0811359026369167
2024-05-15,1.0811359026369167
2024-05-16,1.0811359026369167
2024-05-17,1.0811359026369167
2024-05-18,0.5405679513184584
2024-05-19,1.0811359026369167
2024-05-20,1.0811359026369167
2024-05-21,1.0811359026369167
2024-05-22,1.0811359026369167
2024-05-23,1.0811359026369167
2024-05-24,0.5405679513184584
2024-05-25,1.0811359026369167
2024-05-26,1.0811359026369167
2024-05-27,0.5405679513184584
2024-05-28,1.0811359026369167
2024-05-29,1.0811359026369167
2024-05-30,1.621703853955375
2024-05-31,1.0811359026369167
2024-06-01,1.0811359026369167
2024-06-02,1.0811359026369167
2024-06-03,1.0811359026369167
2024-06-04,1.0811359026369167
2024-06-05,1.0811359026369167
2024-06-06,0.5405679513184584
2024-06-07,0.5405679513184584
2024-06-08,1.0811359026369167
2024-06-09,1.0811359026369167
2024-06-10,1.0811359026369167
2024-06-11,1.0811359026369167
2024-06-12,0.5405679513184584
2024-06-13,1.0811359026369167
2024-06-14,0.5405679513184584
2024-06-15,0.5405679513184584
2024-06-16,0.5405679513184584
2024-06-17,0.5405679513184584
2024-06-18,0.5405679513184584
2024-06-19,1.0811359026369167
2024-06-20,1.0811359026369167
2024-06-21,0.5405679513184584
2024-06-22,1.0811359026369167
2024-06-23,1.0811359026369167
2024-06-24,0.5405679513184584
2024-06-25,0.5405679513184584
2024-06-26,1.0811359026369167
2024-06-27,1.621703853955375
2024-06-28,1.0811359026369167
2024-06-29,0.5405679513184584
2024-06-30,0.5405679513184584
2024-07-01,0.5405679513184584
2024-07-02,1.0811359026369167
2024-07-03,0.5405679513184584
2024-07-04,0.5405679513184584
2024-07-05,0.5405679513184584
2024-07-06,1.0811359026369167
2024-07-07,0.5405679513184584
2024-07-08,0.5405679513184584
2024-07-09,0.5405679513184584
2024-07-10,1.0811359026369167
2024-07-11,1.0811359026369167
2024-07-12,0.5405679513184584
2024-07-13,0.5405679513184584
2024-07-14,0.5405679513184584
2024-07-15,0.5405679513184584
2024-07-16,0.5405679513184584
2024-07-17,0.5405679513184584
2024-07-18,0.5405679513184584
2024-07-19,0.5405679513184584
2024-07-20,0.5405679513184584
2024-07-21,0.5405679513184584
2024-07-22,0.5405679513184584
2024-07-23,0.5405679513184584
2024-07-24,0.5405679513184584
2024-07-25,0.5405679513184584
2024-07-26,0.5405679513184584
2024-07-27,0.5405679513184584
2024-07-28,1.0811359026369167
2024-07-29,1.0811359026369167
2024-07-30,0.5405679513184584
2024-07-31,1.0811359026369167
2024-08-01,0.5405679513184584
2024-08-02,0.5405679513184584
2024-08-03,0.5405679513184584
2024-08-04,0.5405679513184584
2024-08-05,0.5405679513184584
2024-08-06,1.0811359026369167
2024-08-07,0.5405679513184584
2024-08-08,1.0811359026369167
2024-08-09,1.0811359026369167
2024-08-10,1.0811359026369167
2024-08-11,1.0811359026369167
2024-08-12,1.0811359026369167
2024-08-13,0.5405679513184584
2024-08-14,0.5405679513184584
2024-08-15,0.5405679513184584
2024-08-16,0.5405679513184584
2024-08-17,0.5405679513184584
2024-08-18,0.5405679513184584
2024-08-19,0.5405679513184584
2024-08-20,0.8108519269776875
2024-08-21,0.5405679513184584
2024-08-22,0.8108519269776875
2024-08-23,0.5405679513184584
2024-08-24,0.5405679513184584
2024-08-25,0.5405679513184584
2024-08-26,0.5405679513184584
2024-08-27,0.5405679513184584
2024-08-28,0.5405679513184584
2024-08-29,0.5405679513184584
2024-08-30,1.8919878296146042
2024-08-31,1.621703853955375
2024-09-01,1.0811359026369167
2024-09-02,0.5405679513184584
2024-09-03,0.5405679513184584
2024-09-04,0.5405679513184584
2024-09-05,0.5405679513184584
2024-09-06,0.5405679513184584
2024-09-07,0.8108519269776875
2024-09-08,1.0811359026369167
2024-09-09,0.5405679513184584
2024-09-10,0.5405679513184584
2024-09-11,0.5405679513184584
2024-09-12,0.5405679513184584
2024-09-13,0.5405679513184584
2024-09-14,1.0811359026369167
2024-09-15,0.5405679513184584
2024-09-16,0.5405679513184584
2024-09-17,0.5405679513184584
2024-09-18,0.5405679513184584
2024-09-19,0.5405679513184584
2024-09-20,0.5405679513184584
2024-09-21,1.0811359026369167
2024-09-22,1.0811359026369167
2024-09-23,0.5405679513184584
2024-09-24,0.5405679513184584
2024-09-25,1.0811359026369167
2024-09-26,1.0811359026369167
2024-09-27,0.5405679513184584
2024-09-28,1.0811359026369167
2024-09-29,1.0811359026369167
2024-09-30,1.0811359026369167
2024-10-01,1.0811359026369167
2024-10-02,1.0811359026369167
2024-10-03,0.5405679513184584
2024-10-04,1.0811359026369167
2024-10-05,1.621703853955375
2024-10-06,1.0811359026369167
2024-10-07,0.5405679513184584
2024-10-08,0.5405679513184584
2024-10-09,1.0811359026369167
2024-10-10,1.0811359026369167
2024-10-11,0.5405679513184584
2024-10-12,1.621703853955375
2024-10-13,1.0811359026369167
2024-10-14,1.0811359026369167
2024-10-15,1.0811359026369167
2024-10-16,1.0811359026369167
2024-10-17,1.0811359026369167
2024-10-18,1.0811359026369167
2024-10-19,1.621703853955375
2024-10-20,1.0811359026369167
2024-10-21,1.621703853955375
2024-10-22,3.7839756592292084
2024-10-23,1.621703853955375
2024-10-24,1.621703853955375
2024-10-25,1.0811359026369167
2024-10-26,1.621703853955375
2024-10-27,2.702839756592292
2024-10-28,4.865111561866125
2024-10-29,2.702839756592292
2024-10-30,2.1622718052738334
2024-10-31,1.621703853955375
2024-11-01,1.0811359026369167
2024-11-02,1.621703853955375
2024-11-03,1.621703853955375
2024-11-04,2.702839756592292
2024-11-05,5.946247464503042
2024-11-06,2.702839756592292
2024-11-07,2.702839756592292
2024-11-08,2.702839756592292
2024-11-09,7.567951318458417
2024-11-10,5.405679513184584
2024-11-11,3.24340770791075
2024-11-12,2.702839756592292
2024-11-13,3.24340770791075
2024-11-14,3.7839756592292084
2024-11-15,7.027383367139959
2024-11-16,14.595334685598376
2024-11-17,3.7839756592292084
2024-11-18,2.702839756592292
2024-11-19,2.1622718052738334
2024-11-20,2.1622718052738334
2024-11-21,3.24340770791075
2024-11-22,4.324543610547667
2024-11-23,15.676470588235292
2024-11-24,3.24340770791075
2024-11-25,2.702839756592292
2024-11-26,3.24340770791075
2024-11-27,4.865111561866125
2024-11-28,13.51419878296146
2024-11-29,15.676470588235292
2024-11-30,6.4868154158215
2024-12-01,2.702839756592292
2024-12-02,1.621703853955375
2024-12-03,2.1622718052738334
2024-12-04,2.702839756592292
2024-12-05,2.1622718052738334
2024-12-06,2.1622718052738334
2024-12-07,8.108519269776876
2024-12-08,3.24340770791075
2024-12-09,1.621703853955375
2024-12-10,1.621703853955375
2024-12-11,2.1622718052738334
2024-12-12,1.621703853955375
2024-12-13,1.621703853955375
2024-12-14,10.27079107505071
2024-12-15,3.7839756592292084
2024-12-16,1.621703853955375
2024-12-17,2.1622718052738334
2024-12-18,2.702839756592292
2024-12-19,4.865111561866125
2024-12-20,2.1622718052738334
2024-12-21,5.405679513184584
2024-12-22,3.24340770791075
2024-12-23,1.621703853955375
2024-12-24,1.621703853955375
2024-12-25,1.0811359026369167
2024-12-26,1.0811359026369167
2024-12-27,1.621703853955375
2024-12-28,2.702839756592292
2024-12-29,2.1622718052738334
2024-12-30,2.702839756592292
2024-12-31,7.567951318458417
2025-01-01,7.567951318458417
2025-01-02,4.324543610547667
2025-01-03,3.24340770791075
2025-01-04,9.73022312373225
2025-01-05,4.324543610547667
2025-01-06,2.702839756592292
2025-01-07,4.865111561866125
2025-01-08,8.108519269776876
2025-01-09,5.405679513184584
2025-01-10,2.1622718052738334
2025-01-11,3.7839756592292084
2025-01-12,9.189655172413792
2025-01-13,2.1622718052738334
