Time,amazon_prime_video
2024-11-29,49.678773668044684
2024-11-30,33.11918244536312
2024-12-01,36.43110068989943
2024-12-02,31.132031498641332
2024-12-03,29.144880551919545
2024-12-04,26.495345956290496
2024-12-05,27.82011325410502
2024-12-06,53.65307556148826
2024-12-07,31.794415147548598
2024-12-08,33.78156609427038
2024-12-09,27.15772960519776
2024-12-10,29.807264200826808
2024-12-11,31.794415147548598
2024-12-12,34.44394974317765
2024-12-13,48.35400637023016
2024-12-14,37.0934843388067
2024-12-15,37.755867987713955
2024-12-16,35.76871704099217
2024-12-17,37.755867987713955
2024-12-18,40.405402583343005
2024-12-19,50.34115731695194
2024-12-20,66.23836489072625
2024-12-21,37.755867987713955
2024-12-22,35.106333392084906
2024-12-23,37.0934843388067
2024-12-24,39.08063528552848
2024-12-25,41.73016988115753
2024-12-26,41.73016988115753
2024-12-27,48.35400637023016
2024-12-28,37.0934843388067
2024-12-29,38.41825163662122
2024-12-30,33.78156609427038
2024-12-31,35.106333392084906
2025-01-01,37.0934843388067
2025-01-02,33.78156609427038
2025-01-03,35.106333392084906
2025-01-04,37.755867987713955
2025-01-05,37.755867987713955
2025-01-06,31.132031498641332
2025-01-07,30.46964784973407
2025-01-08,28.482496903012283
2025-01-09,29.807264200826808
2025-01-10,32.45679879645586
2025-01-11,37.0934843388067
2025-01-12,62.264062997282664
2025-01-13,29.807264200826808
2025-01-14,27.15772960519776
2025-01-15,27.15772960519776
2025-01-16,27.82011325410502
2025-01-17,30.46964784973407
2025-01-18,32.45679879645586
2025-01-19,32.45679879645586
2025-01-20,31.794415147548598
2025-01-21,29.144880551919545
2025-01-22,29.144880551919545
2025-01-23,28.482496903012283
2025-01-24,30.46964784973407
2025-01-25,33.78156609427038
2025-01-26,35.106333392084906
2025-01-27,29.807264200826808
2025-01-28,27.15772960519776
2025-01-29,26.495345956290496
2025-01-30,30.46964784973407
2025-01-31,29.807264200826808
2025-02-01,32.45679879645586
2025-02-02,33.78156609427038
2025-02-03,29.807264200826808
2025-02-04,25.832962307383234
2025-02-05,25.832962307383234
2025-02-06,32.45679879645586
2025-02-07,35.106333392084906
2025-02-08,36.43110068989943
2025-02-09,39.08063528552848
2025-02-10,27.15772960519776
2025-02-11,28.482496903012283
2025-02-12,28.482496903012283
2025-02-13,33.78156609427038
2025-02-14,37.755867987713955
2025-02-15,43.05493717897206
2025-02-16,39.08063528552848
2025-02-17,34.44394974317765
2025-02-18,30.46964784973407
2025-02-19,31.794415147548598
2025-02-20,32.45679879645586
2025-02-21,34.44394974317765
2025-02-22,35.76871704099217
2025-02-23,37.0934843388067
2025-02-24,33.11918244536312
2025-02-25,29.144880551919545
2025-02-26,27.82011325410502
2025-02-27,31.794415147548598
2025-02-28,34.44394974317765
2025-03-01,34.44394974317765
2025-03-02,35.76871704099217
2025-03-03,32.45679879645586
2025-03-04,29.144880551919545
2025-03-05,29.807264200826808
2025-03-06,35.76871704099217
2025-03-07,35.76871704099217
2025-03-08,35.76871704099217
2025-03-09,36.43110068989943
2025-03-10,29.144880551919545
2025-03-11,29.807264200826808
2025-03-12,29.144880551919545
2025-03-13,41.06778623225027
2025-03-14,35.106333392084906
2025-03-15,35.76871704099217
2025-03-16,37.755867987713955
2025-03-17,31.794415147548598
2025-03-18,29.807264200826808
2025-03-19,29.144880551919545
2025-03-20,30.46964784973407
2025-03-21,31.132031498641332
2025-03-22,33.11918244536312
2025-03-23,34.44394974317765
2025-03-24,27.82011325410502
2025-03-25,29.144880551919545
2025-03-26,28.482496903012283
2025-03-27,31.132031498641332
2025-03-28,32.45679879645586
2025-03-29,33.11918244536312
2025-03-30,35.106333392084906
2025-03-31,29.807264200826808
2025-04-01,29.144880551919545
2025-04-02,27.15772960519776
2025-04-03,29.144880551919545
2025-04-04,30.46964784973407
2025-04-05,32.45679879645586
2025-04-06,33.11918244536312
2025-04-07,27.15772960519776
2025-04-08,28.482496903012283
2025-04-09,28.482496903012283
2025-04-10,27.15772960519776
2025-04-11,31.132031498641332
2025-04-12,31.132031498641332
2025-04-13,31.132031498641332
2025-04-14,26.495345956290496
2025-04-15,28.15130507855865
2025-04-16,28.482496903012283
2025-04-17,30.469647849734066
2025-04-18,30.469647849734066
2025-04-19,30.469647849734066
2025-04-20,33.11918244536312
2025-04-21,29.14488055191954
2025-04-22,28.15130507855865
2025-04-23,27.488921429651388
2025-04-24,28.482496903012283
2025-04-25,31.132031498641332
2025-04-26,32.45679879645586
2025-04-27,32.78799062090948
2025-04-28,28.482496903012283
2025-04-29,28.482496903012283
2025-04-30,28.482496903012283
2025-05-01,28.482496903012283
2025-05-02,29.807264200826808
2025-05-03,31.46322332309496
2025-05-04,33.781566094270374
2025-05-05,28.15130507855865
2025-05-06,30.138456025280437
2025-05-07,29.476072376373175
2025-05-08,26.826537780744125
2025-05-09,30.8008396741877
2025-05-10,28.482496903012283
2025-05-11,28.15130507855865
2025-05-12,29.14488055191954
2025-05-13,28.482496903012283
2025-05-14,29.14488055191954
2025-05-15,29.807264200826804
2025-05-16,31.13203149864133
2025-05-17,28.48249690301228
2025-05-18,30.469647849734066
2025-05-19,32.45679879645586
2025-05-20,31.79441514754859
2025-05-21,31.13203149864133
2025-05-22,35.768717040992165
2025-05-23,33.781566094270374
2025-05-24,31.13203149864133
2025-05-25,37.755867987713955
2025-05-26,36.431100689899424
2025-05-27,31.13203149864133
2025-05-28,29.14488055191954
2025-05-29,33.119182445363116
2025-05-30,30.469647849734066
2025-05-31,29.14488055191954
2025-06-01,35.768717040992165
2025-06-02,37.755867987713955
2025-06-03,31.13203149864133
2025-06-04,30.469647849734066
2025-06-05,29.14488055191954
2025-06-06,29.807264200826804
2025-06-07,30.469647849734066
2025-06-08,34.44394974317764
2025-06-09,31.13203149864133
2025-06-10,27.157729605197755
2025-06-11,27.820113254105017
2025-06-12,27.157729605197755
2025-06-13,27.820113254105017
2025-06-14,29.807264200826804
2025-06-15,34.44394974317764
2025-06-16,28.48249690301228
2025-06-17,31.13203149864133
2025-06-18,29.14488055191954
2025-06-19,30.469647849734066
2025-06-20,29.14488055191954
2025-06-21,32.45679879645586
2025-06-22,33.119182445363116
2025-06-23,28.48249690301228
2025-06-24,27.820113254105017
2025-06-25,27.157729605197755
2025-06-26,29.807264200826804
2025-06-27,27.157729605197755
2025-06-28,31.79441514754859
2025-06-29,31.79441514754859
2025-06-30,27.820113254105017
2025-07-01,27.157729605197755
2025-07-02,25.83296230738323
2025-07-03,28.48249690301228
2025-07-04,30.469647849734066
2025-07-05,31.13203149864133
2025-07-06,35.768717040992165
2025-07-07,30.469647849734066
2025-07-08,26.495345956290492
2025-07-09,27.157729605197755
2025-07-10,28.48249690301228
2025-07-11,29.14488055191954
2025-07-12,33.119182445363116
2025-07-13,35.106333392084906
2025-07-14,31.79441514754859
2025-07-15,33.119182445363116
2025-07-16,44.37970447678657
2025-07-17,51.66592461476646
2025-07-18,39.08063528552847
2025-07-19,50.341157316951936
2025-07-20,52.990691912580985
2025-07-21,44.37970447678657
2025-07-22,37.09348433880669
2025-07-23,42.39255353006479
2025-07-24,41.73016988115752
2025-07-25,40.405402583343005
2025-07-26,42.39255353006479
2025-07-27,43.71732082787931
2025-07-28,37.09348433880669
2025-07-29,43.71732082787931
2025-07-30,62.26406299728266
2025-07-31,57.62737745493182
2025-08-01,43.054937178972054
2025-08-02,34.44394974317764
2025-08-03,37.09348433880669
2025-08-04,32.45679879645586
2025-08-05,34.44394974317764
2025-08-06,43.71732082787931
2025-08-07,41.73016988115752
2025-08-08,37.755867987713955
2025-08-09,40.405402583343005
2025-08-10,41.73016988115752
2025-08-11,33.781566094270374
2025-08-12,31.13203149864133
2025-08-13,40.405402583343005
2025-08-14,41.73016988115752
2025-08-15,35.106333392084906
2025-08-16,33.781566094270374
2025-08-17,36.431100689899424
2025-08-18,31.13203149864133
2025-08-19,31.13203149864133
2025-08-20,43.71732082787931
2025-08-21,43.71732082787931
2025-08-22,39.74301893443574
2025-08-23,38.418251636621214
2025-08-24,39.74301893443574
2025-08-25,33.781566094270374
2025-08-26,31.13203149864133
2025-08-27,47.69162272132289
2025-08-28,43.71732082787931
2025-08-29,38.418251636621214
2025-08-30,35.768717040992165
2025-08-31,37.09348433880669
2025-09-01,40.405402583343005
2025-09-02,34.44394974317764
2025-09-03,43.71732082787931
2025-09-04,42.39255353006479
2025-09-05,37.09348433880669
2025-09-06,34.44394974317764
2025-09-07,35.106333392084906
2025-09-08,33.119182445363116
2025-09-09,29.14488055191954
2025-09-10,39.74301893443574
2025-09-11,49.01639001913741
2025-09-12,66.23836489072623
2025-09-13,35.106333392084906
2025-09-14,35.106333392084906
2025-09-15,31.13203149864133
2025-09-16,33.119182445363116
2025-09-17,49.67877366804467
2025-09-18,49.67877366804467
2025-09-19,59.61452840165361
2025-09-20,41.06778623225026
2025-09-21,43.054937178972054
2025-09-22,35.106333392084906
2025-09-23,31.79441514754859
2025-09-24,30.469647849734066
2025-09-25,35.106333392084906
2025-09-26,51.0035409658592
2025-09-27,35.768717040992165
2025-09-28,33.119182445363116
2025-09-29,30.469647849734066
2025-09-30,29.14488055191954
2025-10-01,29.807264200826804
2025-10-02,31.79441514754859
2025-10-03,47.02923907241562
2025-10-04,29.807264200826804
2025-10-05,32.45679879645586
2025-10-06,29.14488055191954
2025-10-07,29.14488055191954
2025-10-08,29.14488055191954
2025-10-09,31.79441514754859
2025-10-10,47.02923907241562
2025-10-11,28.48249690301228
2025-10-12,33.119182445363116
2025-10-13,29.807264200826804
2025-10-14,29.14488055191954
2025-10-15,31.79441514754859
2025-10-16,32.45679879645586
2025-10-17,48.35400637023015
2025-10-18,29.807264200826804
2025-10-19,31.13203149864133
2025-10-20,31.79441514754859
2025-10-21,27.157729605197755
2025-10-22,28.48249690301228
2025-10-23,31.79441514754859
2025-10-24,45.04208812569384
2025-10-25,35.106333392084906
2025-10-26,34.44394974317764
2025-10-27,28.48249690301228
2025-10-28,27.157729605197755
2025-10-29,29.14488055191954
2025-10-30,37.09348433880669
2025-10-31,52.32830826367372
2025-11-01,37.09348433880669
2025-11-02,35.106333392084906
2025-11-03,30.469647849734066
2025-11-04,28.48249690301228
2025-11-05,29.807264200826804
2025-11-06,30.469647849734066
2025-11-07,44.37970447678657
2025-11-08,35.768717040992165
2025-11-09,33.119182445363116
2025-11-10,30.469647849734066
2025-11-11,29.14488055191954
2025-11-12,30.469647849734066
2025-11-13,31.79441514754859
2025-11-14,45.04208812569384
2025-11-15,36.431100689899424
2025-11-16,35.768717040992165
2025-11-17,29.807264200826804
2025-11-18,29.14488055191954
2025-11-19,31.79441514754859
2025-11-20,33.119182445363116
2025-11-21,46.36685542350836
2025-11-22,36.431100689899424
2025-11-23,35.768717040992165
2025-11-24,30.469647849734066
2025-11-25,31.79441514754859
2025-11-26,33.119182445363116
2025-11-27,32.45679879645586
2025-11-28,50.341157316951936
2025-11-29,37.755867987713955
2025-11-30,38.418251636621214
2025-12-01,32.45679879645586
2025-12-02,30.469647849734066
2025-12-03,27.820113254105017
2025-12-04,31.13203149864133
2025-12-05,46.36685542350836
2025-12-06,37.09348433880669
2025-12-07,37.755867987713955
2025-12-08,30.469647849734066
2025-12-09,30.469647849734066
2025-12-10,31.13203149864133
2025-12-11,33.131680250059475
2025-12-12,41.66143195532752
2025-12-13,34.44394974317764
2025-12-14,39.0368929690912
2025-12-15,29.851006517264075
2025-12-16,30.838333088276784
2025-12-17,41.98637487743297
2025-12-18,42.97370144844569
2025-12-19,58.389743541409985
2025-12-20,35.7562192362958
2025-12-21,35.100084489736716
2025-12-22,32.4755455035004
2025-12-23,33.78781499661856
2025-12-24,36.41235398285488
2025-12-25,41.00529720876844
2025-12-26,45.59824043468201
2025-12-27,36.41235398285488
2025-12-28,37.06848872941396
2025-12-29,32.4755455035004
2025-12-30,31.163276010382233
2025-12-31,32.15060258139495
2026-01-01,35.100084489736716
2026-01-02,32.4755455035004
2026-01-03,34.44394974317764
2026-01-04,34.44394974317764
2026-01-05,27.882602277586834
2026-01-06,27.22646753102775
2026-01-07,28.538737024145913
2026-01-08,27.22646753102775
2026-01-09,30.182198341717704
2026-01-10,35.09383558738853
2026-01-11,64.98858442108988
2026-01-12,27.29520545685775
2026-01-13,27.29520545685775
2026-01-14,28.594977145279547
2026-01-15,29.244862989490446
2026-01-16,29.894748833701343
2026-01-17,33.14417805475584
2026-01-18,37.69337896423213
2026-01-19,30.544634677912242
2026-01-20,27.29520545685775
2026-01-21,29.244862989490446
2026-01-22,28.594977145279547
2026-01-23,30.544634677912242
2026-01-24,38.993150652653924
2026-01-25,42.89246571791932
2026-01-26,33.79406389896674
2026-01-27,29.894748833701343
2026-01-28,29.894748833701343
2026-01-29,27.945091301068647
2026-01-30,29.244862989490446
2026-01-31,35.09383558738853
2026-02-01,39.64303649686482
2026-02-02,28.594977145279547
2026-02-03,26.64531961264685
2026-02-04,29.894748833701343
2026-02-05,25.99543376843595
2026-02-06,25.99543376843595
2026-02-07,32.49429221054494
2026-02-08,33.14417805475584
2026-02-09,23.395890391592356
2026-02-10,24.695662080014152
2026-02-11,25.99543376843595
2026-02-12,23.395890391592356
2026-02-13,27.29520545685775
2026-02-14,27.29520545685775
2026-02-15,34.44394974317763
2026-02-16,27.945091301068647
2026-02-17,25.345547924225052
2026-02-18,25.345547924225052
2026-02-19,24.045776235803256
2026-02-20,26.64531961264685
2026-02-21,30.544634677912242
2026-02-22,31.194520522123142
2026-02-23,27.945091301068647
2026-02-24,25.99543376843595
2026-02-25,24.045776235803256
2026-02-26,24.695662080014152
2026-02-27,26.64531961264685
2026-02-28,27.29520545685775
2026-03-01,29.894748833701343
2026-03-02,25.99543376843595
2026-03-03,26.64531961264685
2026-03-04,24.695662080014152
2026-03-05,27.945091301068647
2026-03-06,27.945091301068647
2026-03-07,29.244862989490446
2026-03-08,31.84440636633404
2026-03-09,24.695662080014152
2026-03-10,24.045776235803256
2026-03-11,24.045776235803256
2026-03-12,24.695662080014152
2026-03-13,29.244862989490446
2026-03-14,33.14417805475584
2026-03-15,33.14417805475584
2026-03-16,25.99543376843595
2026-03-17,27.29520545685775
2026-03-18,35.74372143159943
2026-03-19,34.44394974317763
2026-03-20,30.544634677912242
2026-03-21,31.194520522123142
2026-03-22,33.14417805475584
2026-03-23,29.244862989490446
2026-03-24,27.945091301068647
2026-03-25,30.544634677912242
2026-03-26,28.594977145279547
2026-03-27,27.945091301068647
2026-03-28,30.544634677912242
2026-03-29,30.544634677912242
2026-03-30,23.395890391592356
2026-03-31,27.29520545685775
2026-04-01,28.594977145279547
2026-04-02,31.84440636633404
2026-04-03,31.194520522123142
2026-04-04,31.194520522123142
2026-04-05,30.544634677912242
2026-04-06,31.84440636633404
2026-04-07,30.544634677912242
2026-04-08,34.44394974317763
2026-04-09,36.39360727581033
2026-04-10,35.74372143159943
2026-04-11,36.39360727581033
2026-04-12,32.49429221054494
2026-04-13,27.29520545685775
2026-04-14,27.945091301068647
2026-04-15,37.69337896423213
2026-04-16,36.39360727581033
2026-04-17,33.14417805475584
2026-04-18,44.842123250552014
2026-04-19,37.69337896423213
2026-04-20,28.594977145279547
2026-04-21,28.594977145279547
2026-04-22,35.74372143159943
2026-04-23,35.09383558738853
2026-04-24,35.09383558738853
2026-04-25,37.69337896423213
2026-04-26,31.84440636633404
2026-04-27,29.244862989490446
2026-04-28,27.29520545685775
2026-04-29,30.544634677912242
2026-04-30,28.594977145279547
2026-05-01,29.244862989490446
2026-05-02,35.74372143159943
2026-05-03,31.84440636633404
2026-05-04,25.99543376843595
2026-05-05,25.99543376843595
2026-05-06,30.544634677912242
2026-05-07,31.84440636633404
2026-05-08,34.44394974317763
2026-05-09,35.74372143159943
2026-05-10,29.894748833701343
2026-05-11,25.99543376843595
2026-05-12,31.84440636633404
2026-05-13,35.74372143159943
2026-05-14,37.04349312002123
2026-05-15,37.69337896423213
2026-05-16,40.29292234107572
2026-05-17,38.993150652653924
2026-05-18,38.993150652653924
2026-05-19,34.44394974317763
2026-05-20,42.24257987370842
2026-05-21,39.64303649686482
2026-05-22,35.74372143159943
2026-05-23,37.69337896423213
2026-05-24,44.842123250552014
2026-05-25,39.64303649686482
2026-05-26,33.14417805475584
2026-05-27,33.14417805475584
2026-05-28,33.14417805475584
2026-05-29,34.44394974317763
2026-05-30,35.09383558738853
2026-05-31,35.74372143159943
