Time,spider_man_no_way_home
2024-08-21,1.8403571696293584
2024-08-22,1.7444626042107803
2024-08-23,2.1494230301699737
2024-08-24,3.080292697127093
2024-08-25,3.545727530605652
2024-08-26,1.8794494128638446
2024-08-27,1.5703835523232297
2024-08-28,1.5490013880383495
2024-08-29,1.414014579385285
2024-08-30,1.6662781177418078
2024-08-31,1.9576338993328168
2024-09-01,2.4407788117609828
2024-09-02,3.2934639922491296
2024-09-03,1.762172683160386
2024-09-04,1.161751041028762
2024-09-05,1.3181200139667066
2024-09-06,1.0267642323756976
2024-09-07,1.509909144803863
2024-09-08,1.8794494128638446
2024-09-09,1.2790277707322204
2024-09-10,1.3181200139667066
2024-09-11,1.2008432842632482
2024-09-12,1.0267642323756976
2024-09-13,1.2399355274977344
2024-09-14,1.705370360976294
2024-09-15,1.6271858745073216
2024-09-16,0.9699619101916055
2024-09-17,0.95634426327872
2024-09-18,1.3105458422708385
2024-09-19,1.0271845790771437
2024-09-20,1.2397055264724148
2024-09-21,1.452226473867686
2024-09-22,1.664747421262957
2024-09-23,1.2751256843716265
2024-09-24,0.9209241053795081
2024-09-25,1.0626047369763556
2024-09-26,0.9917644211779318
2024-09-27,1.1688652106739912
2024-09-28,2.3377304213479824
2024-09-29,2.125209473952711
2024-09-30,1.1334450527747792
2024-10-01,0.9209241053795081
2024-10-02,0.9917644211779318
2024-10-03,0.9917644211779318
2024-10-04,1.2397055264724148
2024-10-05,1.5584869475653216
2024-10-06,1.3105458422708385
2024-10-07,1.0980248948755673
2024-10-08,0.8146636316818726
2024-10-09,1.0271845790771437
2024-10-10,1.0626047369763556
2024-10-11,1.2397055264724148
2024-10-12,1.2397055264724148
2024-10-13,1.7710078949605925
2024-10-14,1.2751256843716265
2024-10-15,1.4876466317668977
2024-10-16,0.8500837895810844
2024-10-17,1.0271845790771437
2024-10-18,0.95634426327872
2024-10-19,1.2751256843716265
2024-10-20,1.1334450527747792
2024-10-21,0.95634426327872
2024-10-22,1.0271845790771437
2024-10-23,1.8418482107590162
2024-10-24,1.2397055264724148
2024-10-25,1.0980248948755673
2024-10-26,1.3459660001700504
2024-10-27,1.5939071054645333
2024-10-28,0.9917644211779318
2024-10-29,1.0626047369763556
2024-10-30,0.9917644211779318
2024-10-31,0.9917644211779318
2024-11-01,1.2397055264724148
2024-11-02,1.2397055264724148
2024-11-03,1.664747421262957
2024-11-04,0.8855039474802963
2024-11-05,1.0980248948755673
2024-11-06,0.6021426842866014
2024-11-07,1.0271845790771437
2024-11-08,0.8146636316818726
2024-11-09,1.452226473867686
2024-11-10,1.6293272633637452
2024-11-11,1.1334450527747792
2024-11-12,1.1334450527747792
2024-11-13,0.9917644211779318
2024-11-14,1.0626047369763556
2024-11-15,1.204285368573203
2024-11-16,1.5584869475653216
2024-11-17,1.4876466317668977
2024-11-18,0.9917644211779318
2024-11-19,2.0189490002550756
2024-11-20,1.664747421262957
2024-11-21,1.4876466317668977
2024-11-22,1.5230667896661096
2024-11-23,1.5584869475653216
2024-11-24,1.7355877370613808
2024-11-25,1.3105458422708385
2024-11-26,1.0626047369763556
2024-11-27,1.3813861580692621
2024-11-28,1.8064280528598045
2024-11-29,1.7355877370613808
2024-11-30,1.8418482107590162
2024-12-01,1.7001675791621689
2024-12-02,1.0271845790771437
2024-12-03,0.8855039474802963
2024-12-04,1.3459660001700504
2024-12-05,1.204285368573203
2024-12-06,1.3459660001700504
2024-12-07,1.7001675791621689
2024-12-08,1.5939071054645333
2024-12-09,0.9209241053795081
2024-12-10,1.2397055264724148
2024-12-11,1.3105458422708385
2024-12-12,1.1688652106739912
2024-12-13,1.1688652106739912
2024-12-14,2.1960497897511346
2024-12-15,2.125209473952711
2024-12-16,1.452226473867686
2024-12-17,1.4876466317668977
2024-12-18,1.5939071054645333
2024-12-19,1.452226473867686
2024-12-20,1.5230667896661096
2024-12-21,1.6293272633637452
2024-12-22,1.664747421262957
2024-12-23,1.7710078949605925
2024-12-24,1.7355877370613808
2024-12-25,2.160629631851923
2024-12-26,1.8064280528598045
2024-12-27,1.2751256843716265
2024-12-28,1.8064280528598045
2024-12-29,2.550251368743253
2024-12-30,1.9835288423558637
2024-12-31,2.443990895045618
2025-01-01,1.8418482107590162
2025-01-02,2.4794110529448297
2025-01-03,3.0107134214330076
2025-01-04,2.7981924740377364
2025-01-05,2.125209473952711
2025-01-06,2.0189490002550756
2025-01-07,1.7710078949605925
2025-01-08,1.664747421262957
2025-01-09,1.8064280528598045
2025-01-10,1.8418482107590162
2025-01-11,3.4357553162235495
2025-01-12,2.4794110529448297
2025-01-13,1.416806315968474
2025-01-14,1.416806315968474
2025-01-15,2.1960497897511346
2025-01-16,1.5230667896661096
2025-01-17,1.5230667896661096
2025-01-18,2.373150579247194
2025-01-19,2.160629631851923
2025-01-20,2.4794110529448297
2025-01-21,1.7001675791621689
2025-01-22,1.5584869475653216
2025-01-23,1.3105458422708385
2025-01-24,1.3459660001700504
2025-01-25,2.231469947650347
2025-01-26,2.089789316053499
2025-01-27,1.416806315968474
2025-01-28,1.0271845790771437
2025-01-29,1.2751256843716265
2025-01-30,1.3459660001700504
2025-01-31,1.4876466317668977
2025-02-01,2.0189490002550756
2025-02-02,2.6565118424408887
2025-02-03,1.416806315968474
2025-02-04,1.4876466317668977
2025-02-05,1.3459660001700504
2025-02-06,1.3813861580692621
2025-02-07,1.4876466317668977
2025-02-08,2.089789316053499
2025-02-09,1.91268852655744
2025-02-10,1.1334450527747792
2025-02-11,1.3105458422708385
2025-02-12,1.3813861580692621
2025-02-13,1.3813861580692621
2025-02-14,1.7710078949605925
2025-02-15,2.3377304213479824
2025-02-16,2.231469947650347
2025-02-17,1.8418482107590162
2025-02-18,1.6293272633637452
2025-02-19,1.5584869475653216
2025-02-20,1.664747421262957
2025-02-21,1.3459660001700504
2025-02-22,1.9835288423558637
2025-02-23,2.160629631851923
2025-02-24,1.7001675791621689
2025-02-25,1.4876466317668977
2025-02-26,1.5230667896661096
2025-02-27,1.1688652106739912
2025-02-28,1.204285368573203
2025-03-01,1.91268852655744
2025-03-02,2.4794110529448297
2025-03-03,1.4876466317668977
2025-03-04,1.1688652106739912
2025-03-05,1.452226473867686
2025-03-06,1.452226473867686
2025-03-07,1.3105458422708385
2025-03-08,1.8064280528598045
2025-03-09,1.9835288423558637
2025-03-10,1.416806315968474
2025-03-11,1.2397055264724148
2025-03-12,1.416806315968474
2025-03-13,1.452226473867686
2025-03-14,1.5939071054645333
2025-03-15,1.8418482107590162
2025-03-16,1.8418482107590162
2025-03-17,1.204285368573203
2025-03-18,1.3459660001700504
2025-03-19,1.204285368573203
2025-03-20,0.9917644211779318
2025-03-21,0.8855039474802963
2025-03-22,1.2751256843716265
2025-03-23,1.91268852655744
2025-03-24,1.0980248948755673
2025-03-25,1.0271845790771437
2025-03-26,1.4876466317668977
2025-03-27,1.452226473867686
2025-03-28,1.2751256843716265
2025-03-29,1.6293272633637452
2025-03-30,1.877268368658228
2025-03-31,1.5584869475653216
2025-04-01,2.2668901055495585
2025-04-02,1.3459660001700504
2025-04-03,1.2751256843716265
2025-04-04,1.1334450527747792
2025-04-05,1.877268368658228
2025-04-06,1.2751256843716265
2025-04-07,1.2751256843716265
2025-04-08,1.3459660001700504
2025-04-09,1.1334450527747792
2025-04-10,0.8855039474802963
2025-04-11,1.1688652106739912
2025-04-12,1.4876466317668977
2025-04-13,1.7001675791621689
2025-04-14,1.2751256843716265
2025-04-15,1.0201005474973013
2025-04-16,0.9209241053795081
2025-04-17,1.2007433527832818
2025-04-18,1.0023904685476954
2025-04-19,1.2999197949010748
2025-04-20,1.2237664554177694
2025-04-21,1.2237664554177694
2025-04-22,0.8801909237954144
2025-04-23,0.8801909237954144
2025-04-24,0.9209241053795081
2025-04-25,0.7225712211439217
2025-04-26,1.2414765343673753
2025-04-27,1.1830332738336757
2025-04-28,0.9209241053795081
2025-04-29,0.9032140264299022
2025-04-30,0.8394577422113209
2025-05-01,0.8217476632617149
2025-05-02,1.2237664554177694
2025-05-03,1.4805626001870553
2025-05-04,1.7426717686412232
2025-05-05,1.0023904685476954
2025-05-06,1.2007433527832818
2025-05-07,1.060833729081395
2025-05-08,1.1423000922495823
2025-05-09,1.0431236501317889
2025-05-10,1.3813861580692621
2025-05-11,1.521295781771149
2025-05-12,1.2999197949010748
2025-05-13,1.1015669106654884
2025-05-14,0.9209241053795081
2025-05-15,1.013016515917459
2025-05-16,0.9669703106484835
2025-05-17,1.4274323633382375
2025-05-18,1.7497558002210654
2025-05-19,1.013016515917459
2025-05-20,1.0590627211864343
2025-05-21,0.9669703106484835
2025-05-22,0.9669703106484835
2025-05-23,1.0590627211864343
2025-05-24,1.5195247738761883
2025-05-25,1.6576633896831146
2025-05-26,1.7497558002210654
2025-05-27,1.1051089264554097
2025-05-28,1.1051089264554097
2025-05-29,1.151155131724385
2025-05-30,1.0590627211864343
2025-05-31,1.4274323633382375
2025-06-01,1.5195247738761883
2025-06-02,0.9209241053795081
2025-06-03,1.0590627211864343
2025-06-04,1.013016515917459
2025-06-05,1.1051089264554097
2025-06-06,1.0590627211864343
2025-06-07,1.151155131724385
2025-06-08,1.473478568607213
2025-06-09,1.0590627211864343
2025-06-10,0.9669703106484835
2025-06-11,1.013016515917459
2025-06-12,0.7367392843036065
2025-06-13,1.0590627211864343
2025-06-14,1.243247542262336
2025-06-15,1.4274323633382375
2025-06-16,1.013016515917459
2025-06-17,1.1051089264554097
2025-06-18,0.8288316948415573
2025-06-19,1.151155131724385
2025-06-20,1.013016515917459
2025-06-21,1.3353399528002867
2025-06-22,1.5195247738761883
2025-06-23,1.0590627211864343
2025-06-24,0.9669703106484835
2025-06-25,0.9669703106484835
2025-06-26,1.243247542262336
2025-06-27,1.3353399528002867
2025-06-28,1.2892937475313113
2025-06-29,1.5195247738761883
2025-06-30,0.9669703106484835
2025-07-01,1.013016515917459
2025-07-02,0.8748779001105327
2025-07-03,1.0590627211864343
2025-07-04,1.3353399528002867
2025-07-05,1.6116171844141391
2025-07-06,1.6116171844141391
2025-07-07,1.1972013369933605
2025-07-08,1.2892937475313113
2025-07-09,0.6906930790346311
2025-07-10,1.013016515917459
2025-07-11,0.8748779001105327
2025-07-12,1.2892937475313113
2025-07-13,1.70370959495209
2025-07-14,1.2892937475313113
2025-07-15,1.2892937475313113
2025-07-16,1.1051089264554097
2025-07-17,1.2892937475313113
2025-07-18,1.2892937475313113
2025-07-19,1.5655709791451637
2025-07-20,1.5655709791451637
2025-07-21,1.3813861580692621
2025-07-22,1.2892937475313113
2025-07-23,1.473478568607213
2025-07-24,1.3813861580692621
2025-07-25,1.6576633896831146
2025-07-26,2.256264058179795
2025-07-27,2.2102178529108194
2025-07-28,1.7958020054900408
2025-07-29,1.70370959495209
2025-07-30,1.8418482107590162
2025-07-31,1.8878944160279916
2025-08-01,2.0720792371038934
2025-08-02,4.144158474207787
2025-08-03,4.60462052689754
2025-08-04,3.2692805740972535
2025-08-05,3.5455578057111063
2025-08-06,2.5785874950626226
2025-08-07,2.6246337003315983
2025-08-08,2.6706799056005734
2025-08-09,2.7627723161385243
2025-08-10,3.2692805740972535
2025-08-11,2.6246337003315983
2025-08-12,2.3483564687177454
2025-08-13,2.4404488792556966
2025-08-14,2.0720792371038934
2025-08-15,1.70370959495209
2025-08-16,2.7167261108695486
2025-08-17,2.6246337003315983
2025-08-18,1.7497558002210654
2025-08-19,1.473478568607213
2025-08-20,1.7497558002210654
2025-08-21,1.3353399528002867
2025-08-22,1.4274323633382375
2025-08-23,1.8418482107590162
2025-08-24,2.1641716476418438
2025-08-25,1.9799868265659424
2025-08-26,1.5655709791451637
2025-08-27,1.1972013369933605
2025-08-28,1.3353399528002867
2025-08-29,1.1051089264554097
2025-08-30,2.026033031834918
2025-08-31,2.0720792371038934
2025-09-01,1.933940621296967
2025-09-02,1.4274323633382375
2025-09-03,0.9669703106484835
2025-09-04,1.0590627211864343
2025-09-05,1.0590627211864343
2025-09-06,1.3813861580692621
2025-09-07,2.026033031834918
2025-09-08,1.2892937475313113
2025-09-09,1.1051089264554097
2025-09-10,1.1051089264554097
2025-09-11,1.151155131724385
2025-09-12,1.0590627211864343
2025-09-13,1.3813861580692621
2025-09-14,1.5655709791451637
2025-09-15,1.1972013369933605
2025-09-16,1.013016515917459
2025-09-17,1.1972013369933605
2025-09-18,0.9669703106484835
2025-09-19,1.1051089264554097
2025-09-20,1.243247542262336
2025-09-21,1.70370959495209
2025-09-22,1.1051089264554097
2025-09-23,0.8288316948415573
2025-09-24,1.1051089264554097
2025-09-25,1.1051089264554097
2025-09-26,0.9669703106484835
2025-09-27,1.4274323633382375
2025-09-28,1.70370959495209
2025-09-29,1.3353399528002867
2025-09-30,1.1051089264554097
2025-10-01,1.013016515917459
2025-10-02,1.151155131724385
2025-10-03,0.9209241053795081
2025-10-04,1.151155131724385
2025-10-05,1.5655709791451637
2025-10-06,1.1051089264554097
2025-10-07,0.8288316948415573
2025-10-08,0.9669703106484835
2025-10-09,0.9669703106484835
2025-10-10,1.1051089264554097
2025-10-11,1.1972013369933605
2025-10-12,1.3813861580692621
2025-10-13,0.9669703106484835
2025-10-14,0.9669703106484835
2025-10-15,0.7827854895725819
2025-10-16,0.7827854895725819
2025-10-17,0.9669703106484835
2025-10-18,1.3353399528002867
2025-10-19,1.243247542262336
2025-10-20,0.9669703106484835
2025-10-21,0.9209241053795081
2025-10-22,0.8748779001105327
2025-10-23,0.8288316948415573
2025-10-24,1.013016515917459
2025-10-25,1.0590627211864343
2025-10-26,1.2892937475313113
2025-10-27,0.9209241053795081
2025-10-28,0.6906930790346311
2025-10-29,0.8288316948415573
2025-10-30,0.8748779001105327
2025-10-31,0.9209241053795081
2025-11-01,0.8748779001105327
2025-11-02,1.151155131724385
2025-11-03,0.9209241053795081
2025-11-04,0.9669703106484835
2025-11-05,0.7367392843036065
2025-11-06,0.9209241053795081
2025-11-07,0.7367392843036065
2025-11-08,1.473478568607213
2025-11-09,1.4274323633382375
2025-11-10,1.0590627211864343
2025-11-11,1.1972013369933605
2025-11-12,1.1051089264554097
2025-11-13,0.9669703106484835
2025-11-14,0.8748779001105327
2025-11-15,1.151155131724385
2025-11-16,1.2892937475313113
2025-11-17,1.013016515917459
2025-11-18,1.1051089264554097
2025-11-19,1.1972013369933605
2025-11-20,1.2892937475313113
2025-11-21,0.8288316948415573
2025-11-22,1.243247542262336
2025-11-23,1.6116171844141391
2025-11-24,1.2892937475313113
2025-11-25,1.243247542262336
2025-11-26,1.243247542262336
2025-11-27,1.243247542262336
2025-11-28,1.013016515917459
2025-11-29,1.1972013369933605
2025-11-30,1.6116171844141391
2025-12-01,0.8748779001105327
2025-12-02,0.9209241053795081
2025-12-03,0.7827854895725819
2025-12-04,0.8288316948415573
2025-12-05,0.8748779001105327
2025-12-06,1.0590627211864343
2025-12-07,1.1972013369933605
2025-12-08,0.9209241053795081
2025-12-09,0.8748779001105327
2025-12-10,0.8288316948415573
2025-12-11,0.9602467497021288
2025-12-12,0.8612270339467214
2025-12-13,1.3793487153582455
2025-12-14,1.57738814686906
2025-12-15,1.1582861812129432
2025-12-16,1.2803289996028382
2025-12-17,1.0822895680920237
2025-12-18,1.1582861812129432
2025-12-19,1.2573058969683504
2025-12-20,1.5013915337481405
2025-12-21,1.356325612723758
2025-12-22,1.2803289996028382
2025-12-23,1.356325612723758
2025-12-24,1.57738814686906
2025-12-25,1.455345328479165
2025-12-26,1.2573058969683504
2025-12-27,1.82147378364885
2025-12-28,1.455345328479165
2025-12-29,1.5013915337481405
2025-12-30,1.356325612723758
2025-12-31,1.4023718179927331
2026-01-01,1.699430965258955
2026-01-02,1.478368431113653
2026-01-03,1.699430965258955
2026-01-04,1.7984506810143623
2026-01-05,1.5013915337481405
2026-01-06,1.356325612723758
2026-01-07,1.1582861812129432
2026-01-08,1.181309283847431
2026-01-09,1.3793487153582455
2026-01-10,1.6951523355658202
2026-01-11,2.0129933984844115
2026-01-12,1.377311272647229
2026-01-13,1.1654172307015014
2026-01-14,1.1654172307015014
2026-01-15,1.377311272647229
2026-01-16,1.1654172307015014
2026-01-17,1.801099356538684
2026-01-18,1.9070463775115478
2026-01-19,1.6951523355658202
2026-01-20,1.271364251674365
2026-01-21,1.271364251674365
2026-01-22,1.271364251674365
2026-01-23,1.271364251674365
2026-01-24,1.9070463775115478
2026-01-25,2.224887440430139
2026-01-26,1.5892053145929566
2026-01-27,1.5892053145929566
2026-01-28,1.377311272647229
2026-01-29,1.4832582936200926
2026-01-30,1.377311272647229
2026-01-31,1.9070463775115478
2026-02-01,2.3308344614030028
2026-02-02,1.377311272647229
2026-02-03,1.377311272647229
2026-02-04,1.4832582936200926
2026-02-05,1.1654172307015014
2026-02-06,1.377311272647229
2026-02-07,1.5892053145929566
2026-02-08,1.4832582936200926
2026-02-09,1.0594702097286377
2026-02-10,0.9535231887557739
2026-02-11,1.0594702097286377
2026-02-12,1.0594702097286377
2026-02-13,1.1654172307015014
2026-02-14,1.377311272647229
2026-02-15,2.1189404194572754
2026-02-16,1.6951523355658202
2026-02-17,1.271364251674365
2026-02-18,1.0594702097286377
2026-02-19,1.377311272647229
2026-02-20,1.271364251674365
2026-02-21,1.801099356538684
2026-02-22,1.9070463775115478
2026-02-23,1.5892053145929566
2026-02-24,1.271364251674365
2026-02-25,1.271364251674365
2026-02-26,0.9535231887557739
2026-02-27,1.0594702097286377
2026-02-28,1.4832582936200926
2026-03-01,2.0129933984844115
2026-03-02,1.1654172307015014
2026-03-03,1.0594702097286377
2026-03-04,1.1654172307015014
2026-03-05,1.271364251674365
2026-03-06,1.271364251674365
2026-03-07,1.5892053145929566
2026-03-08,2.1189404194572754
2026-03-09,1.0594702097286377
2026-03-10,0.9535231887557739
2026-03-11,1.271364251674365
2026-03-12,0.9535231887557739
2026-03-13,1.1654172307015014
2026-03-14,1.801099356538684
2026-03-15,1.801099356538684
2026-03-16,1.4832582936200926
2026-03-17,1.6951523355658202
2026-03-18,7.204397426154736
2026-03-19,9.747125929503467
2026-03-20,9.323337845612011
2026-03-21,10.276861034367785
2026-03-22,10.594702097286376
2026-03-23,7.098450405181873
2026-03-24,5.827086153507507
2026-03-25,5.191404027670324
2026-03-26,3.920039775995959
2026-03-27,4.237880838914551
2026-03-28,4.873562964751733
2026-03-29,5.721139132534644
2026-03-30,3.602198713077368
2026-03-31,2.754622545294458
2026-04-01,2.9665165872401853
2026-04-02,2.754622545294458
2026-04-03,2.754622545294458
2026-04-04,3.7081457340502317
2026-04-05,3.7081457340502317
2026-04-06,3.178410629185913
2026-04-07,2.0129933984844115
2026-04-08,1.9070463775115478
2026-04-09,1.9070463775115478
2026-04-10,1.9070463775115478
2026-04-11,2.860569566267322
2026-04-12,3.072463608213049
2026-04-13,2.3308344614030028
2026-04-14,2.0129933984844115
2026-04-15,2.1189404194572754
2026-04-16,1.801099356538684
2026-04-17,1.6951523355658202
2026-04-18,3.072463608213049
2026-04-19,2.860569566267322
2026-04-20,1.801099356538684
2026-04-21,1.5892053145929566
2026-04-22,1.271364251674365
2026-04-23,1.1654172307015014
2026-04-24,1.1654172307015014
2026-04-25,2.224887440430139
2026-04-26,1.6951523355658202
2026-04-27,1.1654172307015014
2026-04-28,1.271364251674365
2026-04-29,0.9535231887557739
2026-04-30,1.0594702097286377
2026-05-01,0.8475761677829101
2026-05-02,1.377311272647229
2026-05-03,1.4832582936200926
2026-05-04,0.8475761677829101
2026-05-05,0.7416291468100463
2026-05-06,0.8475761677829101
2026-05-07,0.6356821258371825
2026-05-08,0.8475761677829101
2026-05-09,0.9535231887557739
2026-05-10,1.0594702097286377
2026-05-11,1.0594702097286377
2026-05-12,0.6356821258371825
2026-05-13,0.9535231887557739
2026-05-14,0.8475761677829101
2026-05-15,0.8475761677829101
2026-05-16,1.377311272647229
2026-05-17,1.1654172307015014
2026-05-18,0.9535231887557739
2026-05-19,0.8475761677829101
2026-05-20,0.8475761677829101
2026-05-21,0.7416291468100463
2026-05-22,0.8475761677829101
2026-05-23,0.7416291468100463
2026-05-24,1.1654172307015014
2026-05-25,1.0594702097286377
2026-05-26,0.8475761677829101
2026-05-27,0.8475761677829101
2026-05-28,0.8475761677829101
2026-05-29,0.8475761677829101
2026-05-30,1.271364251674365
2026-05-31,1.1654172307015014
