Time,who_won_the_presidential_election
2023-12-30,0.0
2023-12-31,0.0
2024-01-01,0.0
2024-01-02,0.0
2024-01-03,19.136409775484893
2024-01-04,0.0
2024-01-05,20.072175534677307
2024-01-06,0.0
2024-01-07,0.0
2024-01-08,0.0
2024-01-09,15.954806194230681
2024-01-10,19.604292655081103
2024-01-11,21.42903588550631
2024-01-12,18.247432304252097
2024-01-13,0.0
2024-01-14,0.0
2024-01-15,24.610639466760524
2024-01-16,26.43538269718573
2024-01-17,17.77954942465589
2024-01-18,20.961153005910102
2024-01-19,26.90326557678194
2024-01-20,0.0
2024-01-21,0.0
2024-01-22,32.003188964380605
2024-01-23,33.7811439068462
2024-01-24,33.7811439068462
2024-01-25,24.891369194518248
2024-01-26,28.447279079449427
2024-01-27,0.0
2024-01-28,0.0
2024-01-29,24.891369194518248
2024-01-30,30.225234021915014
2024-01-31,33.7811439068462
2024-02-01,33.7811439068462
2024-02-02,21.33545930958707
2024-02-03,0.0
2024-02-04,0.0
2024-02-05,24.891369194518248
2024-02-06,26.66932413698384
2024-02-07,33.7811439068462
2024-02-08,30.225234021915014
2024-02-09,0.0
2024-02-10,0.0
2024-02-11,0.0
2024-02-12,32.003188964380605
2024-02-13,32.003188964380605
2024-02-14,30.225234021915014
2024-02-15,16.001594482190303
2024-02-16,23.11341425205266
2024-02-17,0.0
2024-02-18,0.0
2024-02-19,16.001594482190303
2024-02-20,17.77954942465589
2024-02-21,19.55750436712148
2024-02-22,33.7811439068462
2024-02-23,28.447279079449427
2024-02-24,0.0
2024-02-25,35.55909884931178
2024-02-26,30.225234021915014
2024-02-27,33.7811439068462
2024-02-28,42.67091861917414
2024-02-29,21.33545930958707
2024-03-01,24.891369194518248
2024-03-02,0.0
2024-03-03,0.0
2024-03-04,30.225234021915014
2024-03-05,35.55909884931178
2024-03-06,81.78592735341711
2024-03-07,51.56069333150209
2024-03-08,28.447279079449427
2024-03-09,0.0
2024-03-10,0.0
2024-03-11,28.447279079449427
2024-03-12,16.001594482190303
2024-03-13,23.11341425205266
2024-03-14,19.55750436712148
2024-03-15,23.11341425205266
2024-03-16,0.0
2024-03-17,21.33545930958707
2024-03-18,23.11341425205266
2024-03-19,32.003188964380605
2024-03-20,39.11500873424296
2024-03-21,26.66932413698384
2024-03-22,30.225234021915014
2024-03-23,0.0
2024-03-24,23.11341425205266
2024-03-25,24.891369194518248
2024-03-26,14.223639539724713
2024-03-27,35.55909884931178
2024-03-28,28.447279079449427
2024-03-29,0.0
2024-03-30,0.0
2024-03-31,0.0
2024-04-01,24.891369194518248
2024-04-02,23.11341425205266
2024-04-03,30.225234021915014
2024-04-04,28.447279079449427
2024-04-05,24.891369194518248
2024-04-06,0.0
2024-04-07,0.0
2024-04-08,19.55750436712148
2024-04-09,40.892963676708554
2024-04-10,33.7811439068462
2024-04-11,28.447279079449427
2024-04-12,24.891369194518248
2024-04-13,0.0
2024-04-14,0.0
2024-04-15,33.7811439068462
2024-04-16,37.33705379177737
2024-04-17,30.225234021915014
2024-04-18,44.44887356163973
2024-04-19,44.44887356163973
2024-04-20,0.0
2024-04-21,0.0
2024-04-22,32.003188964380605
2024-04-23,40.892963676708554
2024-04-24,26.66932413698384
2024-04-25,32.003188964380605
2024-04-26,24.891369194518248
2024-04-27,0.0
2024-04-28,0.0
2024-04-29,26.66932413698384
2024-04-30,35.55909884931178
2024-05-01,33.7811439068462
2024-05-02,40.892963676708554
2024-05-03,37.33705379177737
2024-05-04,17.77954942465589
2024-05-05,0.0
2024-05-06,26.66932413698384
2024-05-07,37.33705379177737
2024-05-08,24.891369194518248
2024-05-09,26.66932413698384
2024-05-10,26.66932413698384
2024-05-11,0.0
2024-05-12,0.0
2024-05-13,32.003188964380605
2024-05-14,19.55750436712148
2024-05-15,21.33545930958707
2024-05-16,32.003188964380605
2024-05-17,23.11341425205266
2024-05-18,0.0
2024-05-19,0.0
2024-05-20,24.891369194518248
2024-05-21,16.001594482190303
2024-05-22,16.001594482190303
2024-05-23,26.66932413698384
2024-05-24,17.77954942465589
2024-05-25,0.0
2024-05-26,0.0
2024-05-27,0.0
2024-05-28,24.891369194518248
2024-05-29,17.77954942465589
2024-05-30,0.0
2024-05-31,16.001594482190303
2024-06-01,0.0
2024-06-02,0.0
2024-06-03,49.782738389036496
2024-06-04,16.001594482190303
2024-06-05,0.0
2024-06-06,0.0
2024-06-07,0.0
2024-06-08,0.0
2024-06-09,0.0
2024-06-10,0.0
2024-06-11,0.0
2024-06-12,0.0
2024-06-13,0.0
2024-06-14,0.0
2024-06-15,0.0
2024-06-16,0.0
2024-06-17,0.0
2024-06-18,0.0
2024-06-19,0.0
2024-06-20,0.0
2024-06-21,0.0
2024-06-22,0.0
2024-06-23,0.0
2024-06-24,0.0
2024-06-25,0.0
2024-06-26,0.0
2024-06-27,0.0
2024-06-28,101.34343172053858
2024-06-29,0.0
2024-06-30,0.0
2024-07-01,17.77954942465589
2024-07-02,24.891369194518248
2024-07-03,19.55750436712148
2024-07-04,0.0
2024-07-05,0.0
2024-07-06,0.0
2024-07-07,21.33545930958707
2024-07-08,0.0
2024-07-09,0.0
2024-07-10,0.0
2024-07-11,0.0
2024-07-12,17.77954942465589
2024-07-13,0.0
2024-07-14,21.33545930958707
2024-07-15,17.77954942465589
2024-07-16,17.77954942465589
2024-07-17,0.0
2024-07-18,32.003188964380605
2024-07-19,0.0
2024-07-20,0.0
2024-07-21,42.67091861917414
2024-07-22,32.003188964380605
2024-07-23,23.11341425205266
2024-07-24,19.55750436712148
2024-07-25,16.001594482190303
2024-07-26,0.0
2024-07-27,17.77954942465589
2024-07-28,0.0
2024-07-29,24.891369194518248
2024-07-30,0.0
2024-07-31,0.0
2024-08-01,16.001594482190303
2024-08-02,0.0
2024-08-03,0.0
2024-08-04,0.0
2024-08-05,0.0
2024-08-06,0.0
2024-08-07,0.0
2024-08-08,0.0
2024-08-09,16.001594482190303
2024-08-10,0.0
2024-08-11,23.11341425205266
2024-08-12,26.66932413698384
2024-08-13,0.0
2024-08-14,19.55750436712148
2024-08-15,0.0
2024-08-16,0.0
2024-08-17,0.0
2024-08-18,0.0
2024-08-19,0.0
2024-08-20,13.33466206849192
2024-08-21,16.001594482190303
2024-08-22,14.223639539724713
2024-08-23,17.77954942465589
2024-08-24,0.0
2024-08-25,0.0
2024-08-26,0.0
2024-08-27,8.000797241095151
2024-08-28,0.0
2024-08-29,0.0
2024-08-30,8.000797241095151
2024-08-31,0.0
2024-09-01,0.0
2024-09-02,0.0
2024-09-03,8.889774712327945
2024-09-04,8.889774712327945
2024-09-05,0.0
2024-09-06,8.889774712327945
2024-09-07,0.0
2024-09-08,0.0
2024-09-09,13.33466206849192
2024-09-10,8.889774712327945
2024-09-11,89.89774712327946
2024-09-12,24.002391723285452
2024-09-13,17.77954942465589
2024-09-14,11.55670712602633
2024-09-15,10.667729654793535
2024-09-16,11.55670712602633
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.0
2024-10-01,0.0
2024-10-02,1.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.0
2024-10-08,0.0
2024-10-09,0.0
2024-10-10,0.0
2024-10-11,0.0
2024-10-12,0.0
2024-10-13,0.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,1.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,1.0
2024-10-29,1.0
2024-10-30,1.0
2024-10-31,1.0
2024-11-01,1.0
2024-11-02,1.0
2024-11-03,1.0
2024-11-04,2.0
2024-11-05,9.0
2024-11-06,100.0
2024-11-07,7.0
2024-11-08,3.0
2024-11-09,2.0
2024-11-10,1.0
2024-11-11,1.0
2024-11-12,1.0
2024-11-13,1.0
2024-11-14,1.0
2024-11-15,0.0
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,0.0
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
