Time,mlb_standings
2024-11-18,2.3194323170956674
2024-11-19,2.3194323170956674
2024-11-20,2.3194323170956674
2024-11-21,2.3194323170956674
2024-11-22,2.3194323170956674
2024-11-23,2.3194323170956674
2024-11-24,2.3194323170956674
2024-11-25,2.3194323170956674
2024-11-26,2.3194323170956674
2024-11-27,2.3194323170956674
2024-11-28,2.3194323170956674
2024-11-29,2.3194323170956674
2024-11-30,2.3194323170956674
2024-12-01,2.3194323170956674
2024-12-02,2.3194323170956674
2024-12-03,2.3194323170956674
2024-12-04,2.3194323170956674
2024-12-05,2.3194323170956674
2024-12-06,2.3194323170956674
2024-12-07,2.3194323170956674
2024-12-08,2.3194323170956674
2024-12-09,2.3194323170956674
2024-12-10,2.3194323170956674
2024-12-11,2.3194323170956674
2024-12-12,2.3194323170956674
2024-12-13,2.3194323170956674
2024-12-14,2.3194323170956674
2024-12-15,2.3194323170956674
2024-12-16,2.3194323170956674
2024-12-17,2.3194323170956674
2024-12-18,2.3194323170956674
2024-12-19,2.3194323170956674
2024-12-20,2.3194323170956674
2024-12-21,2.3194323170956674
2024-12-22,2.3194323170956674
2024-12-23,2.3194323170956674
2024-12-24,2.3194323170956674
2024-12-25,2.3194323170956674
2024-12-26,2.3194323170956674
2024-12-27,2.3194323170956674
2024-12-28,2.3194323170956674
2024-12-29,2.3194323170956674
2024-12-30,2.3194323170956674
2024-12-31,2.3194323170956674
2025-01-01,2.3194323170956674
2025-01-02,2.3194323170956674
2025-01-03,2.3194323170956674
2025-01-04,0.0
2025-01-05,2.3194323170956674
2025-01-06,2.3194323170956674
2025-01-07,2.3194323170956674
2025-01-08,2.3194323170956674
2025-01-09,2.3194323170956674
2025-01-10,2.3194323170956674
2025-01-11,2.3194323170956674
2025-01-12,2.3194323170956674
2025-01-13,0.0
2025-01-14,2.3194323170956674
2025-01-15,2.3194323170956674
2025-01-16,2.3194323170956674
2025-01-17,2.3194323170956674
2025-01-18,2.3194323170956674
2025-01-19,2.3194323170956674
2025-01-20,2.3194323170956674
2025-01-21,0.0
2025-01-22,2.3194323170956674
2025-01-23,2.3194323170956674
2025-01-24,2.3194323170956674
2025-01-25,2.3194323170956674
2025-01-26,2.3194323170956674
2025-01-27,2.3194323170956674
2025-01-28,2.3194323170956674
2025-01-29,2.3194323170956674
2025-01-30,2.3194323170956674
2025-01-31,2.3194323170956674
2025-02-01,2.3194323170956674
2025-02-02,2.3194323170956674
2025-02-03,2.3194323170956674
2025-02-04,2.3194323170956674
2025-02-05,2.3194323170956674
2025-02-06,2.3194323170956674
2025-02-07,2.3194323170956674
2025-02-08,2.3194323170956674
2025-02-09,2.3194323170956674
2025-02-10,2.3194323170956674
2025-02-11,2.3194323170956674
2025-02-12,2.3194323170956674
2025-02-13,2.3194323170956674
2025-02-14,2.3194323170956674
2025-02-15,2.3194323170956674
2025-02-16,2.3194323170956674
2025-02-17,2.3194323170956674
2025-02-18,2.3194323170956674
2025-02-19,2.3194323170956674
2025-02-20,2.3194323170956674
2025-02-21,2.3194323170956674
2025-02-22,2.3194323170956674
2025-02-23,4.638864634191335
2025-02-24,4.638864634191335
2025-02-25,4.638864634191335
2025-02-26,4.638864634191335
2025-02-27,4.638864634191335
2025-02-28,4.638864634191335
2025-03-01,4.638864634191335
2025-03-02,4.638864634191335
2025-03-03,4.638864634191335
2025-03-04,4.638864634191335
2025-03-05,4.638864634191335
2025-03-06,4.638864634191335
2025-03-07,4.638864634191335
2025-03-08,4.638864634191335
2025-03-09,4.638864634191335
2025-03-10,4.638864634191335
2025-03-11,4.638864634191335
2025-03-12,4.638864634191335
2025-03-13,4.638864634191335
2025-03-14,2.3194323170956674
2025-03-15,4.638864634191335
2025-03-16,4.638864634191335
2025-03-17,4.638864634191335
2025-03-18,6.958296951287002
2025-03-19,9.27772926838267
2025-03-20,6.958296951287002
2025-03-21,6.958296951287002
2025-03-22,6.958296951287002
2025-03-23,9.27772926838267
2025-03-24,6.958296951287002
2025-03-25,6.958296951287002
2025-03-26,6.958296951287002
2025-03-27,18.55545853676534
2025-03-28,30.152620122243675
2025-03-29,48.70807865900902
2025-03-30,71.9024018299657
2025-03-31,55.666375610296015
2025-04-01,57.98580792739168
2025-04-02,67.26353719577436
2025-04-03,76.54126646415702
2025-04-04,67.26353719577436
2025-04-05,88.13842804963537
2025-04-06,106.69388658640071
2025-04-07,78.8606987812527
2025-04-08,74.22183414706136
2025-04-09,76.54126646415702
2025-04-10,67.26353719577436
2025-04-11,55.666375610296015
2025-04-12,95.09672500092236
2025-04-13,97.41615731801804
2025-04-14,76.54126646415702
2025-04-15,74.94665674615376
2025-04-16,74.94665674615376
2025-04-17,73.54533305457514
2025-04-18,72.3856168960273
2025-04-19,92.63232816400823
2025-04-20,104.03620372306193
2025-04-21,67.26353719577438
2025-04-22,64.70249734564788
2025-04-23,81.22845260495453
2025-04-24,74.94665674615376
2025-04-25,50.737581936467734
2025-04-26,72.3856168960273
2025-04-27,95.19336801413469
2025-04-28,69.82457704590084
2025-04-29,67.26353719577438
2025-04-30,74.94665674615376
2025-05-01,70.98429320444868
2025-05-02,55.85966163672066
2025-05-03,83.78949245508099
2025-05-04,95.19336801413469
2025-05-05,60.9817413369736
2025-05-06,59.58041764539496
2025-05-07,64.70249734564788
2025-05-08,73.54533305457514
2025-05-09,67.26353719577438
2025-05-10,87.51024846375529
2025-05-11,109.15828342331486
2025-05-12,67.26353719577438
2025-05-13,67.26353719577438
2025-05-14,70.98429320444868
2025-05-15,70.06618457893164
2025-05-16,53.25030027998804
2025-05-17,95.29001102734702
2025-05-18,106.50060055997608
2025-05-19,81.2767741115607
2025-05-20,78.47412672840343
2025-05-21,78.47412672840343
2025-05-22,72.8688319620889
2025-05-23,64.4608898126171
2025-05-24,95.29001102734702
2025-05-25,100.89530579366155
2025-05-26,92.48736364418976
2025-05-27,67.26353719577438
2025-05-28,89.68471626103249
2025-05-29,72.8688319620889
2025-05-30,58.855595046302575
2025-05-31,103.69795317681881
2025-06-01,103.69795317681881
2025-06-02,72.8688319620889
2025-06-03,70.06618457893164
2025-06-04,78.47412672840343
2025-06-05,78.47412672840343
2025-06-06,67.26353719577438
2025-06-07,95.29001102734702
2025-06-08,103.69795317681881
2025-06-09,72.8688319620889
2025-06-10,61.65824242945984
2025-06-11,81.2767741115607
2025-06-12,78.47412672840343
2025-06-13,64.4608898126171
2025-06-14,84.07942149471796
2025-06-15,98.09265841050428
2025-06-16,70.06618457893164
2025-06-17,67.26353719577438
2025-06-18,75.67147934524617
2025-06-19,84.07942149471796
2025-06-20,72.8688319620889
2025-06-21,92.48736364418976
2025-06-22,89.68471626103249
2025-06-23,61.65824242945984
2025-06-24,64.4608898126171
2025-06-25,78.47412672840343
2025-06-26,78.47412672840343
2025-06-27,61.65824242945984
2025-06-28,86.88206887787523
2025-06-29,98.09265841050428
2025-06-30,70.06618457893164
2025-07-01,64.4608898126171
2025-07-02,72.8688319620889
2025-07-03,84.07942149471796
2025-07-04,98.09265841050428
2025-07-05,100.89530579366155
2025-07-06,123.31648485891968
2025-07-07,86.88206887787523
2025-07-08,70.06618457893164
2025-07-09,100.89530579366155
2025-07-10,78.47412672840343
2025-07-11,75.67147934524617
2025-07-12,106.50060055997608
2025-07-13,120.51383747576241
2025-07-14,72.8688319620889
2025-07-15,36.43441598104445
2025-07-16,36.43441598104445
2025-07-17,25.223826448415387
2025-07-18,33.63176859788719
2025-07-19,84.07942149471796
2025-07-20,123.31648485891968
2025-07-21,78.47412672840343
2025-07-22,84.07942149471796
2025-07-23,89.68471626103249
2025-07-24,81.2767741115607
2025-07-25,67.26353719577438
2025-07-26,106.50060055997608
2025-07-27,126.11913224207694
2025-07-28,78.47412672840343
2025-07-29,78.47412672840343
2025-07-30,98.09265841050428
2025-07-31,95.29001102734702
2025-08-01,70.06618457893164
2025-08-02,128.9217796252342
2025-08-03,128.9217796252342
2025-08-04,81.2767741115607
2025-08-05,106.50060055997608
2025-08-06,126.11913224207694
2025-08-07,86.88206887787523
2025-08-08,61.65824242945984
2025-08-09,112.10589532629061
2025-08-10,137.329721774706
2025-08-11,86.88206887787523
2025-08-12,92.48736364418976
2025-08-13,114.90854270944789
2025-08-14,100.89530579366155
2025-08-15,84.07942149471796
2025-08-16,114.90854270944789
2025-08-17,142.93501654102053
2025-08-18,86.88206887787523
2025-08-19,81.2767741115607
2025-08-20,103.69795317681881
2025-08-21,98.09265841050428
2025-08-22,81.2767741115607
2025-08-23,109.30324794313334
2025-08-24,148.54031130733506
2025-08-25,86.88206887787523
2025-08-26,92.48736364418976
2025-08-27,100.89530579366155
2025-08-28,103.69795317681881
2025-08-29,84.07942149471796
2025-08-30,109.30324794313334
2025-08-31,137.329721774706
2025-09-01,117.71119009260515
2025-09-02,84.07942149471796
2025-09-03,106.50060055997608
2025-09-04,95.29001102734702
2025-09-05,84.07942149471796
2025-09-06,112.10589532629061
2025-09-07,137.329721774706
2025-09-08,86.88206887787523
2025-09-09,89.68471626103249
2025-09-10,120.51383747576241
2025-09-11,109.30324794313334
2025-09-12,106.50060055997608
2025-09-13,151.34295869049234
2025-09-14,187.7773746715368
2025-09-15,103.69795317681881
2025-09-16,112.10589532629061
2025-09-17,151.34295869049234
2025-09-18,168.15884298943593
2025-09-19,117.71119009260515
2025-09-20,187.7773746715368
2025-09-21,235.4223801852103
2025-09-22,151.34295869049234
2025-09-23,120.51383747576241
2025-09-24,229.81708541889577
2025-09-25,243.83032233468208
2025-09-26,207.39590635363763
2025-09-27,266.2515013999402
2025-09-28,280.26473831572656
2025-09-29,103.69795317681881
2025-09-30,64.4608898126171
2025-10-01,58.855595046302575
2025-10-02,58.855595046302575
2025-10-03,47.64500551367351
2025-10-04,36.43441598104445
2025-10-05,39.23706336420172
2025-10-06,33.63176859788719
2025-10-07,33.63176859788719
2025-10-08,33.63176859788719
2025-10-09,36.43441598104445
2025-10-10,39.23706336420172
2025-10-11,42.03971074735898
2025-10-12,33.63176859788719
2025-10-13,28.026473831572652
2025-10-14,25.223826448415387
2025-10-15,19.61853168210086
2025-10-16,19.61853168210086
2025-10-17,22.421179065258123
2025-10-18,33.63176859788719
2025-10-19,22.421179065258123
2025-10-20,25.223826448415387
2025-10-21,22.421179065258123
2025-10-22,8.407942149471797
2025-10-23,5.605294766314531
2025-10-24,11.210589532629061
2025-10-25,16.815884298943594
2025-10-26,14.013236915786326
2025-10-27,11.210589532629061
2025-10-28,19.61853168210086
2025-10-29,14.013236915786326
2025-10-30,14.013236915786326
2025-10-31,8.407942149471797
2025-11-01,16.815884298943594
2025-11-02,22.421179065258123
2025-11-03,5.605294766314531
2025-11-04,2.8026473831572654
2025-11-05,2.8026473831572654
2025-11-06,2.8026473831572654
2025-11-07,2.8026473831572654
2025-11-08,2.8026473831572654
2025-11-09,2.8026473831572654
2025-11-10,2.8026473831572654
2025-11-11,2.8026473831572654
2025-11-12,2.8026473831572654
2025-11-13,2.8026473831572654
2025-11-14,2.8026473831572654
2025-11-15,2.8026473831572654
2025-11-16,2.8026473831572654
2025-11-17,2.8026473831572654
2025-11-18,2.8026473831572654
2025-11-19,2.8026473831572654
2025-11-20,2.8026473831572654
2025-11-21,2.8026473831572654
2025-11-22,0.0
2025-11-23,2.8026473831572654
2025-11-24,2.8026473831572654
2025-11-25,2.8026473831572654
2025-11-26,2.8026473831572654
2025-11-27,2.8026473831572654
2025-11-28,2.8026473831572654
2025-11-29,2.8026473831572654
2025-11-30,2.8026473831572654
2025-12-01,2.8026473831572654
2025-12-02,2.8026473831572654
2025-12-03,0.0
2025-12-04,2.8026473831572654
2025-12-05,2.8026473831572654
2025-12-06,2.8026473831572654
2025-12-07,2.8026473831572654
2025-12-08,2.8026473831572654
2025-12-09,2.8026473831572654
2025-12-10,2.8026473831572654
2025-12-11,2.8026473831572654
2025-12-12,2.8026473831572654
2025-12-13,2.1019855373679492
2025-12-14,2.8026473831572654
2025-12-15,2.8026473831572654
2025-12-16,0.7006618457893163
2025-12-17,2.8026473831572654
2025-12-18,2.1019855373679492
2025-12-19,3.503309228946582
2025-12-20,0.7006618457893163
2025-12-21,2.8026473831572654
2025-12-22,3.503309228946582
2025-12-23,2.1019855373679492
2025-12-24,0.7006618457893163
2025-12-25,2.8026473831572654
2025-12-26,2.1019855373679492
2025-12-27,2.8026473831572654
2025-12-28,3.503309228946582
2025-12-29,2.8026473831572654
2025-12-30,0.7006618457893163
2025-12-31,2.8026473831572654
2026-01-01,2.8026473831572654
2026-01-02,0.7006618457893163
2026-01-03,2.8026473831572654
2026-01-04,2.8026473831572654
2026-01-05,2.8026473831572654
2026-01-06,0.7006618457893163
2026-01-07,0.7006618457893163
2026-01-08,0.7006618457893163
2026-01-09,2.8026473831572654
2026-01-10,2.8026473831572654
2026-01-11,2.8026473831572654
2026-01-12,2.8026473831572654
2026-01-13,2.8026473831572654
2026-01-14,2.8026473831572654
2026-01-15,1.4013236915786327
2026-01-16,2.8026473831572654
2026-01-17,2.8026473831572654
2026-01-18,2.8026473831572654
2026-01-19,2.8026473831572654
2026-01-20,2.8026473831572654
2026-01-21,2.8026473831572654
2026-01-22,2.8026473831572654
2026-01-23,2.8026473831572654
2026-01-24,1.4013236915786327
2026-01-25,1.4013236915786327
2026-01-26,1.4013236915786327
2026-01-27,1.4013236915786327
2026-01-28,2.8026473831572654
2026-01-29,2.8026473831572654
2026-01-30,2.8026473831572654
2026-01-31,2.8026473831572654
2026-02-01,2.8026473831572654
2026-02-02,2.8026473831572654
2026-02-03,2.8026473831572654
2026-02-04,2.8026473831572654
2026-02-05,2.8026473831572654
2026-02-06,2.8026473831572654
2026-02-07,2.8026473831572654
2026-02-08,2.8026473831572654
2026-02-09,2.8026473831572654
2026-02-10,2.8026473831572654
2026-02-11,2.8026473831572654
2026-02-12,2.8026473831572654
2026-02-13,2.8026473831572654
2026-02-14,2.8026473831572654
2026-02-15,2.8026473831572654
2026-02-16,2.8026473831572654
2026-02-17,2.8026473831572654
2026-02-18,2.8026473831572654
2026-02-19,4.2039710747358985
2026-02-20,2.8026473831572654
2026-02-21,4.2039710747358985
2026-02-22,5.605294766314531
2026-02-23,5.605294766314531
2026-02-24,5.605294766314531
2026-02-25,5.605294766314531
2026-02-26,7.006618457893163
2026-02-27,5.605294766314531
2026-02-28,8.407942149471797
2026-03-01,9.80926584105043
2026-03-02,9.80926584105043
2026-03-03,7.006618457893163
2026-03-04,5.605294766314531
2026-03-05,7.006618457893163
2026-03-06,5.605294766314531
2026-03-07,8.407942149471797
2026-03-08,11.210589532629061
2026-03-09,7.006618457893163
2026-03-10,8.407942149471797
2026-03-11,7.006618457893163
2026-03-12,5.605294766314531
2026-03-13,5.605294766314531
2026-03-14,8.407942149471797
2026-03-15,8.407942149471797
2026-03-16,8.407942149471797
2026-03-17,5.605294766314531
2026-03-18,7.006618457893163
2026-03-19,5.605294766314531
2026-03-20,7.006618457893163
2026-03-21,8.407942149471797
2026-03-22,8.407942149471797
2026-03-23,7.006618457893163
2026-03-24,8.407942149471797
2026-03-25,26.62515013999402
2026-03-26,35.03309228946582
2026-03-27,43.44103443893761
2026-03-28,60.25691873788121
2026-03-29,110.70457163471198
2026-03-30,67.26353719577438
2026-03-31,77.0728030368248
2026-04-01,92.48736364418976
2026-04-02,81.2767741115607
2026-04-03,81.2767741115607
2026-04-04,98.09265841050428
2026-04-05,120.51383747576241
2026-04-06,95.29001102734702
2026-04-07,86.88206887787523
2026-04-08,110.70457163471198
2026-04-09,85.48074518629659
2026-04-10,71.46750827051027
2026-04-11,109.30324794313334
2026-04-12,138.73104546628463
2026-04-13,93.8886873357684
2026-04-14,96.69133471892566
2026-04-15,109.30324794313334
2026-04-16,120.51383747576241
2026-04-17,91.08603995261113
2026-04-18,127.52045593365557
2026-04-19,138.73104546628463
2026-04-20,105.09927686839745
2026-04-21,98.09265841050428
2026-04-22,116.30986640102651
2026-04-23,126.11913224207694
2026-04-24,85.48074518629659
2026-04-25,121.91516116734104
2026-04-26,137.329721774706
2026-04-27,88.28339256945385
2026-04-28,92.48736364418976
2026-04-29,103.69795317681881
2026-04-30,98.09265841050428
2026-05-01,84.07942149471796
2026-05-02,124.7178085504983
2026-05-03,140.13236915786328
2026-05-04,91.08603995261113
2026-05-05,103.69795317681881
2026-05-06,110.70457163471198
2026-05-07,110.70457163471198
2026-05-08,98.09265841050428
2026-05-09,112.10589532629061
2026-05-10,131.72442700839147
2026-05-11,86.88206887787523
2026-05-12,84.07942149471796
2026-05-13,112.10589532629061
2026-05-14,103.69795317681881
2026-05-15,98.09265841050428
2026-05-16,123.31648485891968
2026-05-17,130.32310331681285
2026-05-18,89.68471626103249
2026-05-19,98.09265841050428
2026-05-20,102.29662948524019
2026-05-21,103.69795317681881
2026-05-22,84.07942149471796
2026-05-23,110.70457163471198
2026-05-24,117.71119009260515
2026-05-25,113.50721901786925
2026-05-26,92.48736364418976
2026-05-27,114.90854270944789
2026-05-28,107.90192425155472
2026-05-29,82.67809780313932
2026-05-30,131.72442700839147
2026-05-31,137.329721774706
