Time,yahoo_finance
2022-09-22,53.19117647058823
2022-09-23,51.88235294117647
2022-09-24,13.875
2022-09-25,11.661764705882353
2022-09-26,50.07352941176471
2022-09-27,53.19117647058823
2022-09-28,49.338235294117645
2022-09-29,52.57352941176471
2022-09-30,47.720588235294116
2022-10-01,12.941176470588236
2022-10-02,12.132352941176471
2022-10-03,55.80882352941177
2022-10-04,57.4264705882353
2022-10-05,54.19117647058824
2022-10-06,52.57352941176471
2022-10-07,52.57352941176471
2022-10-08,13.75
2022-10-09,10.514705882352942
2022-10-10,48.529411764705884
2022-10-11,49.338235294117645
2022-10-12,49.338235294117645
2022-10-13,59.044117647058826
2022-10-14,50.955882352941174
2022-10-15,12.941176470588236
2022-10-16,11.323529411764707
2022-10-17,48.529411764705884
2022-10-18,51.76470588235294
2022-10-19,50.955882352941174
2022-10-20,50.955882352941174
2022-10-21,46.10294117647059
2022-10-22,12.941176470588236
2022-10-23,11.323529411764707
2022-10-24,49.338235294117645
2022-10-25,53.38235294117647
2022-10-26,52.57352941176471
2022-10-27,59.85294117647059
2022-10-28,55.80882352941177
2022-10-29,14.558823529411764
2022-10-30,12.132352941176471
2022-10-31,51.76470588235294
2022-11-01,55.80882352941177
2022-11-02,58.23529411764706
2022-11-03,53.38235294117647
2022-11-04,50.955882352941174
2022-11-05,13.75
2022-11-06,9.705882352941178
2022-11-07,47.720588235294116
2022-11-08,47.720588235294116
2022-11-09,54.19117647058824
2022-11-10,62.279411764705884
2022-11-11,54.19117647058824
2022-11-12,16.985294117647058
2022-11-13,13.75
2022-11-14,55.0
2022-11-15,55.80882352941177
2022-11-16,55.80882352941177
2022-11-17,54.19117647058824
2022-11-18,49.338235294117645
2022-11-19,13.75
2022-11-20,11.323529411764707
2022-11-21,47.720588235294116
2022-11-22,46.911764705882355
2022-11-23,42.05882352941177
2022-11-24,14.558823529411764
2022-11-25,31.544117647058822
2022-11-26,11.323529411764707
2022-11-27,11.323529411764707
2022-11-28,42.86764705882353
2022-11-29,42.86764705882353
2022-11-30,44.48529411764706
2022-12-01,48.529411764705884
2022-12-02,50.955882352941174
2022-12-03,14.558823529411764
2022-12-04,10.514705882352942
2022-12-05,45.294117647058826
2022-12-06,47.720588235294116
2022-12-07,46.10294117647059
2022-12-08,46.911764705882355
2022-12-09,42.86764705882353
2022-12-10,12.941176470588236
2022-12-11,10.514705882352942
2022-12-12,45.294117647058826
2022-12-13,47.720588235294116
2022-12-14,52.57352941176471
2022-12-15,46.10294117647059
2022-12-16,42.05882352941177
2022-12-17,13.75
2022-12-18,9.705882352941178
2022-12-19,45.294117647058826
2022-12-20,46.10294117647059
2022-12-21,42.86764705882353
2022-12-22,47.720588235294116
2022-12-23,41.25
2022-12-24,12.132352941176471
2022-12-25,8.088235294117647
2022-12-26,20.22058823529412
2022-12-27,42.86764705882353
2022-12-28,46.911764705882355
2022-12-29,44.48529411764706
2022-12-30,42.86764705882353
2022-12-31,13.75
2023-01-01,9.705882352941178
2023-01-02,20.22058823529412
2023-01-03,43.6764705882353
2023-01-04,46.10294117647059
2023-01-05,45.294117647058826
2023-01-06,45.294117647058826
2023-01-07,13.75
2023-01-08,10.514705882352942
2023-01-09,50.955882352941174
2023-01-10,46.911764705882355
2023-01-11,46.911764705882355
2023-01-12,52.57352941176471
2023-01-13,46.10294117647059
2023-01-14,14.558823529411764
2023-01-15,10.514705882352942
2023-01-16,21.83823529411765
2023-01-17,47.720588235294116
2023-01-18,45.294117647058826
2023-01-19,48.529411764705884
2023-01-20,44.48529411764706
2023-01-21,13.75
2023-01-22,10.514705882352942
2023-01-23,50.14705882352941
2023-01-24,53.38235294117647
2023-01-25,50.955882352941174
2023-01-26,51.76470588235294
2023-01-27,50.955882352941174
2023-01-28,15.367647058823529
2023-01-29,12.132352941176471
2023-01-30,47.720588235294116
2023-01-31,52.57352941176471
2023-02-01,58.23529411764706
2023-02-02,66.32352941176471
2023-02-03,57.4264705882353
2023-02-04,16.176470588235293
2023-02-05,14.558823529411764
2023-02-06,51.76470588235294
2023-02-07,54.19117647058824
2023-02-08,51.76470588235294
2023-02-09,57.4264705882353
2023-02-10,49.338235294117645
2023-02-11,14.558823529411764
2023-02-12,11.323529411764707
2023-02-13,43.6764705882353
2023-02-14,54.19117647058824
2023-02-15,53.38235294117647
2023-02-16,53.38235294117647
2023-02-17,46.911764705882355
2023-02-18,13.75
2023-02-19,9.705882352941178
2023-02-20,24.264705882352942
2023-02-21,48.529411764705884
2023-02-22,50.14705882352941
2023-02-23,49.338235294117645
2023-02-24,46.911764705882355
2023-02-25,15.367647058823529
2023-02-26,12.132352941176471
2023-02-27,48.529411764705884
2023-02-28,46.10294117647059
2023-03-01,49.338235294117645
2023-03-02,47.720588235294116
2023-03-03,44.48529411764706
2023-03-04,14.558823529411764
2023-03-05,10.514705882352942
2023-03-06,46.911764705882355
2023-03-07,48.529411764705884
2023-03-08,44.48529411764706
2023-03-09,47.720588235294116
2023-03-10,60.661764705882355
2023-03-11,18.602941176470587
2023-03-12,16.985294117647058
2023-03-13,80.88235294117648
2023-03-14,66.32352941176471
2023-03-15,66.32352941176471
2023-03-16,57.4264705882353
2023-03-17,50.955882352941174
2023-03-18,16.176470588235293
2023-03-19,15.367647058823529
2023-03-20,57.4264705882353
2023-03-21,56.61764705882353
2023-03-22,59.85294117647059
2023-03-23,55.0
2023-03-24,50.14705882352941
2023-03-25,13.75
2023-03-26,12.941176470588236
2023-03-27,47.720588235294116
2023-03-28,48.529411764705884
2023-03-29,48.529411764705884
2023-03-30,57.4264705882353
2023-03-31,42.86764705882353
2023-04-01,13.75
2023-04-02,12.941176470588236
2023-04-03,50.14705882352941
2023-04-04,46.911764705882355
2023-04-05,47.720588235294116
2023-04-06,46.911764705882355
2023-04-07,30.735294117647058
2023-04-08,10.514705882352942
2023-04-09,9.705882352941178
2023-04-10,47.720588235294116
2023-04-11,47.720588235294116
2023-04-12,48.529411764705884
2023-04-13,43.6764705882353
2023-04-14,46.911764705882355
2023-04-15,12.941176470588236
2023-04-16,12.132352941176471
2023-04-17,41.25
2023-04-18,48.529411764705884
2023-04-19,50.14705882352941
2023-04-20,50.14705882352941
2023-04-21,42.05882352941177
2023-04-22,13.75
2023-04-23,11.323529411764707
2023-04-24,45.294117647058826
2023-04-25,46.10294117647059
2023-04-26,49.35964892764973
2023-04-27,47.04905668772804
2023-04-28,46.77471745127703
2023-04-29,14.412231912432144
2023-04-30,14.00782014772626
2023-05-01,48.00214692533594
2023-05-02,52.62333140517932
2023-05-03,49.08530969119872
2023-05-04,54.255172643944114
2023-05-05,47.72780768888494
2023-05-06,13.733480911275251
2023-05-07,10.744137670196672
2023-05-08,46.09596645012014
2023-05-09,46.09596645012014
2023-05-10,46.77471745127703
2023-05-11,46.37030568657114
2023-05-12,42.832283972590545
2023-05-13,11.148549434902554
2023-05-14,9.791047432588769
2023-05-15,46.77471745127703
2023-05-16,46.37030568657114
2023-05-17,44.46412521135534
2023-05-18,47.72780768888494
2023-05-19,47.04905668772804
2023-05-20,13.05472991011836
2023-05-21,10.469798433745662
2023-05-22,42.832283972590545
2023-05-23,50.03839992880662
2023-05-24,47.72780768888494
2023-05-25,50.71715092996351
2023-05-26,46.637670196671706
2023-05-27,14.265640295452522
2023-05-28,10.973569458040402
2023-05-29,15.362997241256563
2023-05-30,52.67313339859393
2023-05-31,43.894277832161606
2023-06-01,49.38106256118181
2023-06-02,49.929741034083825
2023-06-03,14.265640295452522
2023-06-04,12.070926403844442
2023-06-05,48.83238408827979
2023-06-06,52.12445492569191
2023-06-07,45.54031325086767
2023-06-08,45.54031325086767
2023-06-09,46.637670196671706
2023-06-10,13.716961822550502
2023-06-11,10.973569458040402
2023-06-12,44.442956305063625
2023-06-13,46.08899172376969
2023-06-14,53.22181187149595
2023-06-15,53.22181187149595
2023-06-16,44.442956305063625
2023-06-17,14.265640295452522
2023-06-18,9.876212512236362
2023-06-19,26.336566699296966
2023-06-20,46.08899172376969
2023-06-21,44.99163477796565
2023-06-22,44.442956305063625
2023-06-23,42.79692088635757
2023-06-24,11.522247930942422
2023-06-25,9.876212512236362
2023-06-26,42.79692088635757
2023-06-27,46.08899172376969
2023-06-28,44.442956305063625
2023-06-29,43.34559935925959
2023-06-30,43.894277832161606
2023-07-01,12.619604876746463
2023-07-02,11.522247930942422
2023-07-03,38.407493103141405
2023-07-04,15.362997241256563
2023-07-05,49.38106256118181
2023-07-06,46.637670196671706
2023-07-07,44.99163477796565
2023-07-08,13.168283349648483
2023-07-09,10.973569458040402
2023-07-10,48.28370561537777
2023-07-11,47.73502714247575
2023-07-12,50.47841950698585
2023-07-13,51.02709797988787
2023-07-14,48.28370561537777
2023-07-15,13.716961822550502
2023-07-16,11.522247930942422
2023-07-17,48.83238408827979
2023-07-18,47.186348669573725
2023-07-19,54.86784729020201
2023-07-20,50.47841950698585
2023-07-21,47.186348669573725
2023-07-22,13.168283349648483
2023-07-23,10.973569458040402
2023-07-24,47.73502714247575
2023-07-25,48.28370561537777
2023-07-26,49.38106256118181
2023-07-27,48.28370561537777
2023-07-28,49.38106256118181
2023-07-29,14.814318768354543
2023-07-30,12.070926403844442
2023-07-31,48.28370561537777
2023-08-01,49.38106256118181
2023-08-02,49.38106256118181
2023-08-03,52.12445492569191
2023-08-04,47.73502714247575
2023-08-05,12.070926403844442
2023-08-06,10.424890985138381
2023-08-07,46.08899172376969
2023-08-08,47.73502714247575
2023-08-09,46.08899172376969
2023-08-10,46.08899172376969
2023-08-11,46.08899172376969
2023-08-12,11.522247930942422
2023-08-13,10.424890985138381
2023-08-14,45.54031325086767
2023-08-15,46.637670196671706
2023-08-16,46.08899172376969
2023-08-17,45.54031325086767
2023-08-18,43.894277832161606
2023-08-19,10.973569458040402
2023-08-20,9.327534039334342
2023-08-21,43.894277832161606
2023-08-22,46.637670196671706
2023-08-23,47.186348669573725
2023-08-24,44.442956305063625
2023-08-25,42.79692088635757
2023-08-26,10.973569458040402
2023-08-27,9.876212512236362
2023-08-28,42.79692088635757
2023-08-29,41.150885467651506
2023-08-30,45.54031325086767
2023-08-31,45.54031325086767
2023-09-01,43.34559935925959
2023-09-02,11.522247930942422
2023-09-03,9.327534039334342
2023-09-04,12.070926403844442
2023-09-05,43.34559935925959
2023-09-06,40.60220699474949
2023-09-07,40.05352852184747
2023-09-08,36.76145768443535
2023-09-09,10.424890985138381
2023-09-10,9.327534039334342
2023-09-11,42.79692088635757
2023-09-12,42.79692088635757
2023-09-13,42.79692088635757
2023-09-14,44.442956305063625
2023-09-15,43.34559935925959
2023-09-16,10.424890985138381
2023-09-17,8.778855566432322
2023-09-18,41.150885467651506
2023-09-19,42.24824241345555
2023-09-20,44.99163477796565
2023-09-21,42.24824241345555
2023-09-22,40.05352852184747
2023-09-23,12.070926403844442
2023-09-24,9.327534039334342
2023-09-25,37.31013615733737
2023-09-26,42.24824241345555
2023-09-27,41.699563940553524
2023-09-28,43.894277832161606
2023-09-29,41.150885467651506
2023-09-30,10.424890985138381
2023-10-01,9.876212512236362
2023-10-02,40.60220699474949
2023-10-03,41.699563940553524
2023-10-04,44.99163477796565
2023-10-05,41.699563940553524
2023-10-06,42.24824241345555
2023-10-07,11.522247930942422
2023-10-08,9.876212512236362
2023-10-09,44.442956305063625
2023-10-10,43.894277832161606
2023-10-11,43.34559935925959
2023-10-12,41.699563940553524
2023-10-13,39.50485004894545
2023-10-14,10.973569458040402
2023-10-15,10.424890985138381
2023-10-16,42.79692088635757
2023-10-17,45.54031325086767
2023-10-18,43.894277832161606
2023-10-19,41.699563940553524
2023-10-20,40.05352852184747
2023-10-21,10.973569458040402
2023-10-22,9.876212512236362
2023-10-23,43.34559935925959
2023-10-24,44.99163477796565
2023-10-25,43.34559935925959
2023-10-26,46.08899172376969
2023-10-27,40.60220699474949
2023-10-28,10.424890985138381
2023-10-29,9.327534039334342
2023-10-30,41.699563940553524
2023-10-31,48.83238408827979
2023-11-01,47.73502714247575
2023-11-02,48.28370561537777
2023-11-03,47.186348669573725
2023-11-04,12.619604876746463
2023-11-05,9.876212512236362
2023-11-06,43.894277832161606
2023-11-07,44.99163477796565
2023-11-08,44.442956305063625
2023-11-09,43.894277832161606
2023-11-10,41.699563940553524
2023-11-11,12.619604876746463
2023-11-12,10.424890985138381
2023-11-13,41.699563940553524
2023-11-14,47.186348669573725
2023-11-15,52.67313339859393
2023-11-16,48.83238408827979
2023-11-17,41.150885467651506
2023-11-18,12.619604876746463
2023-11-19,9.327534039334342
2023-11-20,43.34559935925959
2023-11-21,43.894277832161606
2023-11-22,39.50485004894545
2023-11-23,11.522247930942422
2023-11-24,27.982602118003026
2023-11-25,10.424890985138381
2023-11-26,9.327534039334342
2023-11-27,38.407493103141405
2023-11-28,42.24824241345555
2023-11-29,44.99163477796565
2023-11-30,43.894277832161606
2023-12-01,43.894277832161606
2023-12-02,14.265640295452522
2023-12-03,10.973569458040402
2023-12-04,43.894277832161606
2023-12-05,44.99163477796565
2023-12-06,46.08899172376969
2023-12-07,43.894277832161606
2023-12-08,42.79692088635757
2023-12-09,14.265640295452522
2023-12-10,12.619604876746463
2023-12-11,41.150885467651506
2023-12-12,43.34559935925959
2023-12-13,48.28370561537777
2023-12-14,51.57577645278989
2023-12-15,47.186348669573725
2023-12-16,14.814318768354543
2023-12-17,10.973569458040402
2023-12-18,45.54031325086767
2023-12-19,48.28370561537777
2023-12-20,48.83238408827979
2023-12-21,47.186348669573725
2023-12-22,45.677711104730825
2023-12-23,14.344457668986426
2023-12-24,8.631567501604493
2023-12-25,10.303013154635188
2023-12-26,42.60915903512044
2023-12-27,44.280604688151136
2023-12-28,44.97915789644098
2023-12-29,44.00626545170013
2023-12-30,13.645904460696581
2023-12-31,9.330120709894334
2024-01-01,11.974458807665885
2024-01-02,46.650603549471676
2024-01-03,45.253497132891994
2024-01-04,45.95205034118183
2024-01-05,44.280604688151136
2024-01-06,13.645904460696581
2024-01-07,11.001566362925033
2024-01-08,40.663374145638734
2024-01-09,45.677711104730825
2024-01-10,46.650603549471676
2024-01-11,47.34915675776152
2024-01-12,50.96638730027392
2024-01-13,12.673012015955727
2024-01-14,9.604459946345346
2024-01-15,19.358794628078513
2024-01-16,40.663374145638734
2024-01-17,43.03337300695927
2024-01-18,43.30771224341028
2024-01-19,43.30771224341028
2024-01-20,14.344457668986426
2024-01-21,11.029563267809662
2024-01-22,47.51196484594931
2024-01-23,42.421397183883315
2024-01-24,46.663536902271645
2024-01-25,45.81510895859398
2024-01-26,40.72454129652798
2024-01-27,11.029563267809662
2024-01-28,9.332707380454329
2024-01-29,42.421397183883315
2024-01-30,48.36039278962698
2024-01-31,49.20882073330464
2024-02-01,45.81510895859398
2024-02-02,44.11825307123865
2024-02-03,13.57484709884266
2024-02-04,11.029563267809662
2024-02-05,44.96668101491631
2024-02-06,42.421397183883315
2024-02-07,47.51196484594931
2024-02-08,45.81510895859398
2024-02-09,45.81510895859398
2024-02-10,11.877991211487327
2024-02-11,10.181135324131995
2024-02-12,39.87611335285032
2024-02-13,45.81510895859398
2024-02-14,47.51196484594931
2024-02-15,46.663536902271645
2024-02-16,44.11825307123865
2024-02-17,13.57484709884266
2024-02-18,11.029563267809662
2024-02-19,22.90755447929699
2024-02-20,44.11825307123865
2024-02-21,48.36039278962698
2024-02-22,50.05724867698231
2024-02-23,44.11825307123865
2024-02-24,14.423275042520327
2024-02-25,11.029563267809662
2024-02-26,43.26982512756098
2024-02-27,45.81510895859398
2024-02-28,42.421397183883315
2024-02-29,47.51196484594931
2024-03-01,42.421397183883315
2024-03-02,14.423275042520327
2024-03-03,11.877991211487327
2024-03-04,46.663536902271645
2024-03-05,45.81510895859398
2024-03-06,44.96668101491631
2024-03-07,47.51196484594931
2024-03-08,46.663536902271645
2024-03-09,13.57484709884266
2024-03-10,11.877991211487327
2024-03-11,41.572969240205644
2024-03-12,46.663536902271645
2024-03-13,45.81510895859398
2024-03-14,42.421397183883315
2024-03-15,39.87611335285032
2024-03-16,12.726419155164994
2024-03-17,10.181135324131995
2024-03-18,41.572969240205644
2024-03-19,39.87611335285032
2024-03-20,43.26982512756098
2024-03-21,44.96668101491631
2024-03-22,43.26982512756098
2024-03-23,12.726419155164994
2024-03-24,11.029563267809662
2024-03-25,42.421397183883315
2024-03-26,44.96668101491631
2024-03-27,46.663536902271645
2024-03-28,43.26982512756098
2024-03-29,25.452838310329987
2024-03-30,9.332707380454329
2024-03-31,10.181135324131995
2024-04-01,44.11825307123865
2024-04-02,43.26982512756098
2024-04-03,41.572969240205644
2024-04-04,44.11825307123865
2024-04-05,42.421397183883315
2024-04-06,11.877991211487327
2024-04-07,9.332707380454329
2024-04-08,38.179257465494985
2024-04-09,42.421397183883315
2024-04-10,42.421397183883315
2024-04-11,41.572969240205644
2024-04-12,39.87611335285032
2024-04-13,11.877991211487327
2024-04-14,11.029563267809662
2024-04-15,46.663536902271645
2024-04-16,42.421397183883315
2024-04-17,41.572969240205644
2024-04-18,39.87611335285032
2024-04-19,39.87611335285032
2024-04-20,11.029563267809662
2024-04-21,11.029563267809662
2024-04-22,44.11825307123865
2024-04-23,39.87611335285032
2024-04-24,40.72454129652798
2024-04-25,46.663536902271645
2024-04-26,38.179257465494985
2024-04-27,11.029563267809662
2024-04-28,9.332707380454329
2024-04-29,40.72454129652798
2024-04-30,39.87611335285032
2024-05-01,41.572969240205644
2024-05-02,41.572969240205644
2024-05-03,37.330829521817314
2024-05-04,11.029563267809662
2024-05-05,11.029563267809662
2024-05-06,39.87611335285032
2024-05-07,39.02768540917265
2024-05-08,39.87611335285032
2024-05-09,41.572969240205644
2024-05-10,35.63397363446198
2024-05-11,10.181135324131995
2024-05-12,9.332707380454329
2024-05-13,40.72454129652798
2024-05-14,43.26982512756098
2024-05-15,41.572969240205644
2024-05-16,42.421397183883315
2024-05-17,38.179257465494985
2024-05-18,11.029563267809662
2024-05-19,10.181135324131995
2024-05-20,39.87611335285032
2024-05-21,43.26982512756098
2024-05-22,41.572969240205644
2024-05-23,43.26982512756098
2024-05-24,35.63397363446198
2024-05-25,10.181135324131995
2024-05-26,8.484279436776664
2024-05-27,11.029563267809662
2024-05-28,39.02768540917265
2024-05-29,40.72454129652798
2024-05-30,41.572969240205644
2024-05-31,39.02768540917265
2024-06-01,11.877991211487327
2024-06-02,9.332707380454329
2024-06-03,39.87611335285032
2024-06-04,39.87611335285032
2024-06-05,41.572969240205644
2024-06-06,45.81510895859398
2024-06-07,43.26982512756098
2024-06-08,11.029563267809662
2024-06-09,9.332707380454329
2024-06-10,43.26982512756098
2024-06-11,44.11825307123865
2024-06-12,47.51196484594931
2024-06-13,40.72454129652798
2024-06-14,39.02768540917265
2024-06-15,11.029563267809662
2024-06-16,8.484279436776664
2024-06-17,41.572969240205644
2024-06-18,43.26982512756098
2024-06-19,23.755982422974654
2024-06-20,43.26982512756098
2024-06-21,35.63397363446198
2024-06-22,11.029563267809662
2024-06-23,9.332707380454329
2024-06-24,39.02768540917265
2024-06-25,38.179257465494985
2024-06-26,40.72454129652798
2024-06-27,39.87611335285032
2024-06-28,38.179257465494985
2024-06-29,11.029563267809662
2024-06-30,9.332707380454329
2024-07-01,39.02768540917265
2024-07-02,44.11825307123865
2024-07-03,35.63397363446198
2024-07-04,11.029563267809662
2024-07-05,33.937117747106655
2024-07-06,10.181135324131995
2024-07-07,9.332707380454329
2024-07-08,36.48240157813965
2024-07-09,39.02768540917265
2024-07-10,39.02768540917265
2024-07-11,42.421397183883315
2024-07-12,40.72454129652798
2024-07-13,10.181135324131995
2024-07-14,9.332707380454329
2024-07-15,41.572969240205644
2024-07-16,42.421397183883315
2024-07-17,43.26982512756098
2024-07-18,43.26982512756098
2024-07-19,39.87611335285032
2024-07-20,10.181135324131995
2024-07-21,9.332707380454329
2024-07-22,41.572969240205644
2024-07-23,39.87611335285032
2024-07-24,42.421397183883315
2024-07-25,44.11825307123865
2024-07-26,38.179257465494985
2024-07-27,10.181135324131995
2024-07-28,9.332707380454329
2024-07-29,39.02768540917265
2024-07-30,41.572969240205644
2024-07-31,45.81510895859398
2024-08-01,47.51196484594931
2024-08-02,50.905676620659975
2024-08-03,12.726419155164994
2024-08-04,11.877991211487327
2024-08-05,84.84279436776663
2024-08-06,54.29938839537064
2024-08-07,50.05724867698231
2024-08-08,44.96668101491631
2024-08-09,41.572969240205644
2024-08-10,11.029563267809662
2024-08-11,10.181135324131995
2024-08-12,41.572969240205644
2024-08-13,41.572969240205644
2024-08-14,47.51196484594931
2024-08-15,41.572969240205644
2024-08-16,39.87611335285032
2024-08-17,10.181135324131995
2024-08-18,10.594472014641628
2024-08-19,41.801392148118865
2024-08-20,44.07474394592184
2024-08-21,43.15017503293977
2024-08-22,39.95225432215472
2024-08-23,42.2256061199577
2024-08-24,11.01868598648046
2024-08-25,10.094117073498388
2024-08-26,40.8768232351368
2024-08-27,39.02768540917265
2024-08-28,46.848450684868055
2024-08-29,43.15017503293977
2024-08-30,34.40484084426229
2024-08-31,10.094117073498388
2024-09-01,8.745334188677484
2024-09-02,11.01868598648046
2024-09-03,42.72596106110094
2024-09-04,39.02768540917265
2024-09-05,39.02768540917265
2024-09-06,36.754333611369674
2024-09-07,10.094117073498388
2024-09-08,8.745334188677484
2024-09-09,39.02768540917265
2024-09-10,39.02768540917265
2024-09-11,39.95225432215472
2024-09-12,40.8768232351368
2024-09-13,38.603471437333816
2024-09-14,10.094117073498388
2024-09-15,9.169548160516317
2024-09-16,39.02768540917265
2024-09-17,38.02697552688617
2024-09-18,49.03478423203743
2024-09-19,46.032654585177994
2024-09-20,44.031234820605036
2024-09-21,12.008518587437738
2024-09-22,9.006388940578304
2024-09-23,40.02839529145913
2024-09-24,41.029105173745606
2024-09-25,42.029815056032085
2024-09-26,41.029105173745606
2024-09-27,38.02697552688617
