Time,wordle game
2025-06-25,43.0
2025-06-26,48.0
2025-06-27,46.0
2025-06-28,50.0
2025-06-29,47.0
2025-06-30,38.0
2025-07-01,43.0
2025-07-02,43.0
2025-07-03,44.0
2025-07-04,50.0
2025-07-05,50.0
2025-07-06,53.0
2025-07-07,46.0
2025-07-08,44.0
2025-07-09,38.0
2025-07-10,64.0
2025-07-11,42.0
2025-07-12,44.0
2025-07-13,50.0
2025-07-14,45.0
2025-07-15,40.0
2025-07-16,50.0
2025-07-17,48.0
2025-07-18,41.0
2025-07-19,48.0
2025-07-20,48.0
2025-07-21,40.0
2025-07-22,40.0
2025-07-23,43.0
2025-07-24,44.0
2025-07-25,41.0
2025-07-26,39.0
2025-07-27,49.0
2025-07-28,44.0
2025-07-29,44.0
2025-07-30,48.0
2025-07-31,46.0
2025-08-01,46.0
2025-08-02,46.0
2025-08-03,46.0
2025-08-04,45.0
2025-08-05,42.0
2025-08-06,41.0
2025-08-07,48.0
2025-08-08,48.0
2025-08-09,45.0
2025-08-10,54.0
2025-08-11,46.0
2025-08-12,46.0
2025-08-13,49.0
2025-08-14,49.0
2025-08-15,52.0
2025-08-16,45.0
2025-08-17,41.0
2025-08-18,59.0
2025-08-19,58.0
2025-08-20,59.0
2025-08-21,55.0
2025-08-22,65.0
2025-08-23,54.0
2025-08-24,52.0
2025-08-25,56.0
2025-08-26,55.0
2025-08-27,59.0
2025-08-28,64.0
2025-08-29,64.0
2025-08-30,52.0
2025-08-31,54.0
2025-09-01,42.0
2025-09-02,63.0
2025-09-03,66.0
2025-09-04,66.0
2025-09-05,74.0
2025-09-06,49.0
2025-09-07,52.0
2025-09-08,62.0
2025-09-09,59.0
2025-09-10,58.0
2025-09-11,63.0
2025-09-12,64.0
2025-09-13,50.0
2025-09-14,56.0
2025-09-15,63.0
2025-09-16,60.0
2025-09-17,56.0
2025-09-18,62.0
2025-09-19,64.0
2025-09-20,48.0
2025-09-21,56.0
2025-09-22,65.0
2025-09-23,57.0
2025-09-24,63.0
2025-09-25,67.0
2025-09-26,64.0
2025-09-27,53.0
2025-09-28,56.0
2025-09-29,64.0
2025-09-30,67.0
2025-10-01,66.0
2025-10-02,68.0
2025-10-03,69.0
2025-10-04,47.0
2025-10-05,53.0
2025-10-06,63.0
2025-10-07,66.0
2025-10-08,63.0
2025-10-09,68.0
2025-10-10,68.0
2025-10-11,50.0
2025-10-12,53.0
2025-10-13,61.0
2025-10-14,66.0
2025-10-15,60.0
2025-10-16,62.0
2025-10-17,64.0
2025-10-18,54.0
2025-10-19,56.0
2025-10-20,70.0
2025-10-21,65.0
2025-10-22,63.0
2025-10-23,68.0
2025-10-24,67.0
2025-10-25,55.0
2025-10-26,56.0
2025-10-27,63.0
2025-10-28,71.0
2025-10-29,72.0
2025-10-30,71.0
2025-10-31,73.0
2025-11-01,58.0
2025-11-02,63.0
2025-11-03,69.0
2025-11-04,60.0
2025-11-05,65.0
2025-11-06,68.0
2025-11-07,69.0
2025-11-08,53.0
2025-11-09,64.0
2025-11-10,64.0
2025-11-11,57.0
2025-11-12,65.0
2025-11-13,66.0
2025-11-14,66.0
2025-11-15,51.0
2025-11-16,54.0
2025-11-17,100.0
2025-11-18,75.0
2025-11-19,69.0
2025-11-20,72.0
2025-11-21,68.0
2025-11-22,54.0
2025-11-23,59.0
2025-11-24,63.0
2025-11-25,67.0
2025-11-26,54.0
2025-11-27,57.0
2025-11-28,54.0
2025-11-29,61.0
2025-11-30,58.0
2025-12-01,62.0
2025-12-02,61.0
2025-12-03,66.0
2025-12-04,69.0
2025-12-05,95.0
2025-12-06,53.0
2025-12-07,60.0
2025-12-08,67.0
2025-12-09,64.0
2025-12-10,68.0
2025-12-11,62.5
2025-12-12,68.0
2025-12-13,53.5
2025-12-14,52.0
2025-12-15,64.0
2025-12-16,64.5
2025-12-17,66.0
2025-12-18,68.0
2025-12-19,69.0
2025-12-20,55.5
2025-12-21,56.5
2025-12-22,52.5
2025-12-23,44.0
2025-12-24,43.0
2025-12-25,41.0
2025-12-26,42.5
2025-12-27,47.0
2025-12-28,50.5
2025-12-29,43.5
2025-12-30,39.0
2025-12-31,45.0
2026-01-01,41.0
2026-01-02,38.5
2026-01-03,42.0
2026-01-04,45.0
2026-01-05,52.5
2026-01-06,60.0
2026-01-07,54.0
2026-01-08,56.5
2026-01-09,69.0
2026-01-10,42.0
2026-01-11,51.0
2026-01-12,58.0
2026-01-13,63.0
2026-01-14,61.0
2026-01-15,58.0
2026-01-16,63.0
2026-01-17,48.0
2026-01-18,50.0
2026-01-19,46.0
2026-01-20,58.0
2026-01-21,52.0
2026-01-22,54.0
2026-01-23,63.0
2026-01-24,39.0
2026-01-25,47.0
2026-01-26,48.0
2026-01-27,47.0
2026-01-28,50.0
2026-01-29,58.0
2026-01-30,58.0
2026-01-31,42.0
2026-02-01,38.0
2026-02-02,52.0
2026-02-03,52.0
2026-02-04,70.0
2026-02-05,58.0
2026-02-06,57.0
2026-02-07,44.0
2026-02-08,35.0
2026-02-09,51.0
2026-02-10,54.0
2026-02-11,61.0
2026-02-12,60.0
2026-02-13,58.0
2026-02-14,37.0
2026-02-15,42.0
2026-02-16,37.0
2026-02-17,51.0
2026-02-18,54.0
2026-02-19,55.0
2026-02-20,58.0
2026-02-21,40.0
2026-02-22,41.0
2026-02-23,54.0
2026-02-24,55.0
2026-02-25,60.0
2026-02-26,58.0
2026-02-27,59.0
2026-02-28,45.0
2026-03-01,36.0
2026-03-02,52.0
2026-03-03,64.0
2026-03-04,63.0
2026-03-05,61.0
2026-03-06,65.0
2026-03-07,45.0
2026-03-08,42.0
2026-03-09,67.0
2026-03-10,58.0
2026-03-11,61.0
2026-03-12,64.0
2026-03-13,61.0
2026-03-14,43.0
2026-03-15,44.0
2026-03-16,53.0
2026-03-17,52.0
2026-03-18,55.0
2026-03-19,63.0
2026-03-20,54.0
2026-03-21,41.0
2026-03-22,36.0
2026-03-23,57.0
2026-03-24,56.0
2026-03-25,61.0
2026-03-26,60.0
2026-03-27,60.0
2026-03-28,45.0
2026-03-29,40.0
2026-03-30,47.0
2026-03-31,53.0
2026-04-01,51.0
2026-04-02,56.0
2026-04-03,45.0
2026-04-04,42.0
2026-04-05,44.0
2026-04-06,54.0
2026-04-07,57.0
2026-04-08,59.0
2026-04-09,58.0
2026-04-10,66.0
2026-04-11,43.0
2026-04-12,40.0
2026-04-13,51.0
2026-04-14,53.0
2026-04-15,55.0
2026-04-16,63.0
2026-04-17,66.0
2026-04-18,42.0
2026-04-19,40.0
2026-04-20,58.0
2026-04-21,61.0
2026-04-22,59.0
2026-04-23,67.0
2026-04-24,62.0
2026-04-25,39.0
2026-04-26,39.0
2026-04-27,59.0
2026-04-28,63.0
2026-04-29,64.0
2026-04-30,59.0
2026-05-01,67.0
2026-05-02,38.0
2026-05-03,38.0
2026-05-04,58.0
2026-05-05,57.0
2026-05-06,62.0
2026-05-07,63.0
2026-05-08,65.0
2026-05-09,43.0
2026-05-10,40.0
2026-05-11,92.0
2026-05-12,72.0
2026-05-13,66.0
2026-05-14,67.0
2026-05-15,66.0
2026-05-16,44.0
2026-05-17,49.0
2026-05-18,60.0
2026-05-19,63.0
2026-05-20,67.0
2026-05-21,61.0
2026-05-22,61.0
2026-05-23,48.0
2026-05-24,45.0
2026-05-25,39.0
2026-05-26,46.0
2026-05-27,100.0
2026-05-28,64.0
2026-05-29,58.0
2026-05-30,42.0
2026-05-31,45.0
