Time,frontier_airlines
2024-09-23,27.141058555071126
2024-09-24,31.42648885324025
2024-09-25,31.42648885324025
2024-09-26,28.5695353211275
2024-09-27,26.188740711033542
2024-09-28,20.47483364680804
2024-09-29,24.284105022958375
2024-09-30,23.33178717892079
2024-10-01,22.855628256902
2024-10-02,25.71258178901475
2024-10-03,27.617217477089916
2024-10-04,26.188740711033542
2024-10-05,25.71258178901475
2024-10-06,32.85496561929663
2024-10-07,34.283442385353
2024-10-08,25.23642286699596
2024-10-09,21.903310412864418
2024-10-10,23.807946100939585
2024-10-11,25.71258178901475
2024-10-12,22.855628256902
2024-10-13,24.284105022958375
2024-10-14,29.521853165165084
2024-10-15,28.5695353211275
2024-10-16,29.045694243146293
2024-10-17,26.664899633052332
2024-10-18,27.617217477089916
2024-10-19,25.23642286699596
2024-10-20,28.09337639910871
2024-10-21,26.188740711033542
2024-10-22,26.664899633052332
2024-10-23,27.617217477089916
2024-10-24,28.09337639910871
2024-10-25,25.23642286699596
2024-10-26,20.47483364680804
2024-10-27,22.855628256902
2024-10-28,22.379469334883208
2024-10-29,21.903310412864418
2024-10-30,21.427151490845624
2024-10-31,21.903310412864418
2024-11-01,25.71258178901475
2024-11-02,24.284105022958375
2024-11-03,25.71258178901475
2024-11-04,26.188740711033542
2024-11-05,21.427151490845624
2024-11-06,16.189403348638916
2024-11-07,23.33178717892079
2024-11-08,27.617217477089916
2024-11-09,24.76026394497717
2024-11-10,22.855628256902
2024-11-11,23.807946100939585
2024-11-12,22.855628256902
2024-11-13,24.76026394497717
2024-11-14,23.807946100939585
2024-11-15,24.76026394497717
2024-11-16,19.046356880751667
2024-11-17,23.807946100939585
2024-11-18,24.76026394497717
2024-11-19,25.23642286699596
2024-11-20,25.23642286699596
2024-11-21,22.855628256902
2024-11-22,22.855628256902
2024-11-23,20.950992568826834
2024-11-24,23.807946100939585
2024-11-25,21.427151490845624
2024-11-26,22.379469334883208
2024-11-27,23.33178717892079
2024-11-28,18.570197958732876
2024-11-29,23.807946100939585
2024-11-30,23.33178717892079
2024-12-01,24.76026394497717
2024-12-02,25.23642286699596
2024-12-03,30.950329931221457
2024-12-04,24.76026394497717
2024-12-05,21.903310412864418
2024-12-06,20.950992568826834
2024-12-07,18.094039036714083
2024-12-08,19.52251580277046
2024-12-09,20.47483364680804
2024-12-10,19.046356880751667
2024-12-11,23.807946100939585
2024-12-12,23.33178717892079
2024-12-13,23.33178717892079
2024-12-14,21.903310412864418
2024-12-15,21.427151490845624
2024-12-16,25.23642286699596
2024-12-17,36.188078073428166
2024-12-18,46.18741543582279
2024-12-19,47.61589220187917
2024-12-20,34.283442385353
2024-12-21,29.045694243146293
2024-12-22,27.141058555071126
2024-12-23,25.23642286699596
2024-12-24,22.379469334883208
2024-12-25,21.903310412864418
2024-12-26,30.950329931221457
2024-12-27,28.09337639910871
2024-12-28,28.5695353211275
2024-12-29,28.09337639910871
2024-12-30,28.09337639910871
2024-12-31,26.188740711033542
2025-01-01,25.23642286699596
2025-01-02,27.617217477089916
2025-01-03,27.617217477089916
2025-01-04,26.188740711033542
2025-01-05,28.09337639910871
2025-01-06,26.664899633052332
2025-01-07,25.23642286699596
2025-01-08,25.23642286699596
2025-01-09,26.664899633052332
2025-01-10,26.664899633052332
2025-01-11,25.23642286699596
2025-01-12,26.188740711033542
2025-01-13,29.998012087183877
2025-01-14,26.188740711033542
2025-01-15,25.71258178901475
2025-01-16,27.617217477089916
2025-01-17,30.950329931221457
2025-01-18,27.141058555071126
2025-01-19,25.71258178901475
2025-01-20,29.045694243146293
2025-01-21,24.284105022958375
2025-01-22,26.188740711033542
2025-01-23,26.188740711033542
2025-01-24,23.807946100939585
2025-01-25,24.284105022958375
2025-01-26,25.23642286699596
2025-01-27,23.807946100939585
2025-01-28,23.807946100939585
2025-01-29,23.807946100939585
2025-01-30,23.33178717892079
2025-01-31,29.045694243146293
2025-02-01,26.188740711033542
2025-02-02,26.188740711033542
2025-02-03,23.807946100939585
2025-02-04,25.71258178901475
2025-02-05,26.188740711033542
2025-02-06,26.664899633052332
2025-02-07,23.807946100939585
2025-02-08,22.379469334883208
2025-02-09,22.379469334883208
2025-02-10,20.950992568826834
2025-02-11,23.33178717892079
2025-02-12,23.807946100939585
2025-02-13,24.76026394497717
2025-02-14,23.807946100939585
2025-02-15,23.807946100939585
2025-02-16,27.617217477089916
2025-02-17,27.617217477089916
2025-02-18,31.42648885324025
2025-02-19,31.42648885324025
2025-02-20,28.5695353211275
2025-02-21,29.998012087183877
2025-02-22,28.09337639910871
2025-02-23,28.09337639910871
2025-02-24,28.09337639910871
2025-02-25,25.23642286699596
2025-02-26,25.23642286699596
2025-02-27,28.09337639910871
2025-02-28,26.664899633052332
2025-03-01,27.617217477089916
2025-03-02,27.617217477089916
2025-03-03,25.23642286699596
2025-03-04,29.045694243146293
2025-03-05,25.71258178901475
2025-03-06,25.71258178901475
2025-03-07,24.76026394497717
2025-03-08,26.188740711033542
2025-03-09,25.23642286699596
2025-03-10,24.284105022958375
2025-03-11,28.09337639910871
2025-03-12,24.76026394497717
2025-03-13,26.664899633052332
2025-03-14,25.23642286699596
2025-03-15,24.284105022958375
2025-03-16,29.521853165165084
2025-03-17,29.045694243146293
2025-03-18,29.521853165165084
2025-03-19,32.85496561929663
2025-03-20,30.474171009202667
2025-03-21,24.284105022958375
2025-03-22,25.23642286699596
2025-03-23,26.188740711033542
2025-03-24,23.807946100939585
2025-03-25,23.807946100939585
2025-03-26,23.33178717892079
2025-03-27,23.807946100939585
2025-03-28,22.855628256902
2025-03-29,19.046356880751667
2025-03-30,24.76026394497717
2025-03-31,25.23642286699596
2025-04-01,23.33178717892079
2025-04-02,23.33178717892079
2025-04-03,24.284105022958375
2025-04-04,22.855628256902
2025-04-05,22.855628256902
2025-04-06,24.284105022958375
2025-04-07,22.855628256902
2025-04-08,21.427151490845624
2025-04-09,23.33178717892079
2025-04-10,23.807946100939585
2025-04-11,24.284105022958375
2025-04-12,20.47483364680804
2025-04-13,21.903310412864418
2025-04-14,22.855628256902
2025-04-15,21.802307005163463
2025-04-16,22.379469334883208
2025-04-17,26.318602235220485
2025-04-18,24.926198114771594
2025-04-19,20.40990288471457
2025-04-20,19.59466109398543
2025-04-21,22.379469334883208
2025-04-22,21.225144675443715
2025-04-23,20.40990288471457
2025-04-24,22.379469334883208
2025-04-25,19.59466109398543
2025-04-26,18.202256973536535
2025-04-27,19.59466109398543
2025-04-28,20.987065214434317
2025-04-29,22.379469334883208
2025-04-30,22.379469334883208
2025-05-01,23.19471112561235
2025-05-02,22.379469334883208
2025-05-03,18.202256973536535
2025-05-04,20.40990288471457
2025-05-05,21.802307005163463
2025-05-06,20.987065214434317
2025-05-07,25.741439905500737
2025-05-08,30.495814596567158
2025-05-09,29.91865226684741
2025-05-10,24.349035785051846
2025-05-11,21.802307005163463
2025-05-12,23.7718734553321
2025-05-13,21.564227544154065
2025-05-14,21.225144675443715
2025-05-15,23.735800809724616
2025-05-16,24.413966547145318
2025-05-17,25.770298021986726
2025-05-18,27.804795234248836
2025-05-19,25.770298021986726
2025-05-20,26.448463759407428
2025-05-21,25.770298021986726
2025-05-22,30.517458183931648
2025-05-23,29.16112670909024
2025-05-24,23.735800809724616
2025-05-25,26.448463759407428
2025-05-26,27.804795234248836
2025-05-27,27.12662949682813
2025-05-28,25.092132284566024
2025-05-29,26.448463759407428
2025-05-30,25.092132284566024
2025-05-31,21.023137860041803
2025-06-01,21.701303597462505
2025-06-02,22.379469334883208
2025-06-03,23.735800809724616
2025-06-04,23.057635072303913
2025-06-05,23.735800809724616
2025-06-06,23.735800809724616
2025-06-07,19.666806385200395
2025-06-08,22.379469334883208
2025-06-09,23.735800809724616
2025-06-10,22.379469334883208
2025-06-11,21.701303597462505
2025-06-12,23.735800809724616
2025-06-13,22.379469334883208
2025-06-14,19.666806385200395
2025-06-15,22.379469334883208
2025-06-16,25.092132284566024
2025-06-17,25.092132284566024
2025-06-18,21.701303597462505
2025-06-19,23.735800809724616
2025-06-20,23.735800809724616
2025-06-21,21.023137860041803
2025-06-22,19.666806385200395
2025-06-23,21.023137860041803
2025-06-24,21.701303597462505
2025-06-25,20.344972122621098
2025-06-26,25.092132284566024
2025-06-27,25.092132284566024
2025-06-28,25.092132284566024
2025-06-29,25.092132284566024
2025-06-30,25.092132284566024
2025-07-01,24.413966547145318
2025-07-02,25.092132284566024
2025-07-03,27.12662949682813
2025-07-04,21.701303597462505
2025-07-05,18.310474910358987
2025-07-06,23.057635072303913
2025-07-07,25.092132284566024
2025-07-08,23.735800809724616
2025-07-09,24.413966547145318
2025-07-10,26.448463759407428
2025-07-11,26.448463759407428
2025-07-12,21.701303597462505
2025-07-13,26.448463759407428
2025-07-14,26.448463759407428
2025-07-15,25.770298021986726
2025-07-16,21.701303597462505
2025-07-17,27.12662949682813
2025-07-18,25.092132284566024
2025-07-19,23.735800809724616
2025-07-20,23.735800809724616
2025-07-21,25.092132284566024
2025-07-22,25.092132284566024
2025-07-23,23.735800809724616
2025-07-24,25.092132284566024
2025-07-25,24.413966547145318
2025-07-26,21.023137860041803
2025-07-27,25.092132284566024
2025-07-28,25.770298021986726
2025-07-29,23.735800809724616
2025-07-30,22.379469334883208
2025-07-31,29.839292446510946
2025-08-01,25.092132284566024
2025-08-02,18.988640647779693
2025-08-03,21.701303597462505
2025-08-04,22.379469334883208
2025-08-05,23.735800809724616
2025-08-06,22.379469334883208
2025-08-07,23.057635072303913
2025-08-08,22.379469334883208
2025-08-09,67.81657374207033
2025-08-10,27.804795234248836
2025-08-11,25.092132284566024
2025-08-12,23.057635072303913
2025-08-13,23.057635072303913
2025-08-14,23.735800809724616
2025-08-15,21.701303597462505
2025-08-16,19.666806385200395
2025-08-17,21.701303597462505
2025-08-18,22.379469334883208
2025-08-19,21.701303597462505
2025-08-20,23.057635072303913
2025-08-21,23.057635072303913
2025-08-22,22.379469334883208
2025-08-23,19.666806385200395
2025-08-24,21.023137860041803
2025-08-25,23.057635072303913
2025-08-26,21.701303597462505
2025-08-27,22.379469334883208
2025-08-28,23.057635072303913
2025-08-29,24.413966547145318
2025-08-30,19.666806385200395
2025-08-31,16.954143435517583
2025-09-01,22.379469334883208
2025-09-02,23.735800809724616
2025-09-03,35.26461834587657
2025-09-04,41.3681099826629
2025-09-05,39.33361277040079
2025-09-06,28.482960971669538
2025-09-07,25.770298021986726
2025-09-08,25.770298021986726
2025-09-09,23.735800809724616
2025-09-10,23.057635072303913
2025-09-11,23.735800809724616
2025-09-12,27.12662949682813
2025-09-13,19.666806385200395
2025-09-14,18.988640647779693
2025-09-15,22.379469334883208
2025-09-16,22.379469334883208
2025-09-17,21.701303597462505
2025-09-18,30.517458183931648
2025-09-19,30.517458183931648
2025-09-20,18.988640647779693
2025-09-21,20.344972122621098
2025-09-22,21.701303597462505
2025-09-23,21.023137860041803
2025-09-24,20.344972122621098
2025-09-25,23.057635072303913
2025-09-26,25.092132284566024
2025-09-27,21.701303597462505
2025-09-28,25.770298021986726
2025-09-29,24.413966547145318
2025-09-30,23.057635072303913
2025-10-01,21.701303597462505
2025-10-02,23.735800809724616
2025-10-03,24.413966547145318
2025-10-04,17.632309172938285
2025-10-05,20.344972122621098
2025-10-06,21.023137860041803
2025-10-07,20.344972122621098
2025-10-08,20.344972122621098
2025-10-09,25.092132284566024
2025-10-10,25.770298021986726
2025-10-11,18.988640647779693
2025-10-12,20.344972122621098
2025-10-13,22.379469334883208
2025-10-14,21.701303597462505
2025-10-15,29.839292446510946
2025-10-16,23.735800809724616
2025-10-17,22.379469334883208
2025-10-18,19.666806385200395
2025-10-19,20.344972122621098
2025-10-20,23.057635072303913
2025-10-21,20.344972122621098
2025-10-22,23.057635072303913
2025-10-23,23.057635072303913
2025-10-24,21.701303597462505
2025-10-25,18.310474910358987
2025-10-26,19.666806385200395
2025-10-27,22.379469334883208
2025-10-28,21.023137860041803
2025-10-29,18.988640647779693
2025-10-30,22.379469334883208
2025-10-31,21.023137860041803
2025-11-01,18.988640647779693
2025-11-02,20.344972122621098
2025-11-03,22.379469334883208
2025-11-04,20.344972122621098
2025-11-05,21.701303597462505
2025-11-06,26.448463759407428
2025-11-07,27.804795234248836
2025-11-08,21.023137860041803
2025-11-09,21.023137860041803
2025-11-10,23.735800809724616
2025-11-11,21.023137860041803
2025-11-12,23.057635072303913
2025-11-13,23.735800809724616
2025-11-14,21.701303597462505
2025-11-15,18.988640647779693
2025-11-16,20.344972122621098
2025-11-17,21.023137860041803
2025-11-18,23.057635072303913
2025-11-19,23.735800809724616
2025-11-20,25.092132284566024
2025-11-21,23.057635072303913
2025-11-22,21.701303597462505
2025-11-23,21.701303597462505
2025-11-24,22.379469334883208
2025-11-25,25.092132284566024
2025-11-26,25.092132284566024
2025-11-27,18.988640647779693
2025-11-28,21.023137860041803
2025-11-29,27.804795234248836
2025-11-30,27.804795234248836
2025-12-01,29.16112670909024
2025-12-02,29.839292446510946
2025-12-03,24.413966547145318
2025-12-04,23.735800809724616
2025-12-05,24.413966547145318
2025-12-06,23.057635072303913
2025-12-07,25.092132284566024
2025-12-08,23.057635072303913
2025-12-09,23.057635072303913
2025-12-10,21.701303597462505
2025-12-11,22.891292532936568
2025-12-12,22.146406985769623
2025-12-13,23.297095211393163
2025-12-14,27.36060581593824
2025-12-15,24.381063627270457
2025-12-16,22.146406985769623
2025-12-17,23.636178080103512
2025-12-18,24.381063627270457
2025-12-19,27.36060581593824
2025-12-20,27.36060581593824
2025-12-21,28.444574231815537
2025-12-22,26.615720268771295
2025-12-23,27.36060581593824
2025-12-24,23.636178080103512
2025-12-25,21.40152143860268
2025-12-26,30.67923087331637
2025-12-27,31.01831374202672
2025-12-28,33.9978559306945
2025-12-29,31.01831374202672
2025-12-30,30.67923087331637
2025-12-31,25.125949174437405
2026-01-01,23.636178080103512
2026-01-02,29.934345326149426
2026-01-03,29.934345326149426
2026-01-04,32.50808483636062
2026-01-05,31.01831374202672
2026-01-06,29.528542647692834
2026-01-07,25.87083472160435
2026-01-08,27.36060581593824
2026-01-09,27.36060581593824
2026-01-10,25.971371421221974
2026-01-11,26.78297677813516
2026-01-12,27.59458213504835
2026-01-13,24.3481607073956
2026-01-14,25.971371421221974
2026-01-15,25.971371421221974
2026-01-16,25.159766064308787
2026-01-17,24.3481607073956
2026-01-18,29.217792848874723
2026-01-19,29.217792848874723
2026-01-20,26.78297677813516
2026-01-21,26.78297677813516
2026-01-22,27.59458213504835
2026-01-23,26.78297677813516
2026-01-24,24.3481607073956
2026-01-25,27.59458213504835
2026-01-26,27.59458213504835
2026-01-27,26.78297677813516
2026-01-28,24.3481607073956
2026-01-29,24.3481607073956
2026-01-30,25.159766064308787
2026-01-31,25.971371421221974
2026-02-01,26.78297677813516
2026-02-02,24.3481607073956
2026-02-03,25.971371421221974
2026-02-04,24.3481607073956
2026-02-05,27.59458213504835
2026-02-06,25.971371421221974
2026-02-07,23.536555350482413
2026-02-08,25.159766064308787
2026-02-09,21.913344636656042
2026-02-10,27.59458213504835
2026-02-11,29.217792848874723
2026-02-12,26.78297677813516
2026-02-13,26.78297677813516
2026-02-14,23.536555350482413
2026-02-15,26.78297677813516
2026-02-16,30.029398205787906
2026-02-17,28.406187491961536
2026-02-18,26.78297677813516
2026-02-19,29.217792848874723
2026-02-20,29.217792848874723
2026-02-21,29.217792848874723
2026-02-22,33.275819633440655
2026-02-23,32.46421427652747
2026-02-24,30.841003562701093
2026-02-25,30.841003562701093
2026-02-26,30.029398205787906
2026-02-27,30.029398205787906
2026-02-28,27.59458213504835
2026-03-01,30.029398205787906
2026-03-02,29.217792848874723
2026-03-03,30.029398205787906
2026-03-04,31.65260891961428
2026-03-05,32.46421427652747
2026-03-06,30.841003562701093
2026-03-07,32.46421427652747
2026-03-08,34.89903034726703
2026-03-09,33.275819633440655
2026-03-10,31.65260891961428
2026-03-11,31.65260891961428
2026-03-12,31.65260891961428
2026-03-13,34.08742499035384
2026-03-14,34.08742499035384
2026-03-15,36.5222410610934
2026-03-16,43.01508391639889
2026-03-17,37.33384641800659
2026-03-18,31.65260891961428
2026-03-19,30.841003562701093
2026-03-20,30.029398205787906
2026-03-21,27.59458213504835
2026-03-22,30.841003562701093
2026-03-23,29.217792848874723
2026-03-24,26.78297677813516
2026-03-25,29.217792848874723
2026-03-26,28.406187491961536
2026-03-27,25.971371421221974
2026-03-28,23.536555350482413
2026-03-29,30.029398205787906
2026-03-30,36.5222410610934
2026-03-31,25.971371421221974
2026-04-01,25.971371421221974
2026-04-02,29.217792848874723
2026-04-03,25.971371421221974
2026-04-04,21.913344636656042
2026-04-05,24.3481607073956
2026-04-06,25.971371421221974
2026-04-07,25.971371421221974
2026-04-08,26.78297677813516
2026-04-09,25.971371421221974
2026-04-10,24.3481607073956
2026-04-11,23.536555350482413
2026-04-12,25.971371421221974
2026-04-13,24.3481607073956
2026-04-14,23.536555350482413
2026-04-15,23.536555350482413
2026-04-16,25.971371421221974
2026-04-17,25.971371421221974
2026-04-18,22.724949993569226
2026-04-19,25.971371421221974
2026-04-20,23.536555350482413
2026-04-21,25.971371421221974
2026-04-22,28.406187491961536
2026-04-23,33.275819633440655
2026-04-24,28.406187491961536
2026-04-25,23.536555350482413
2026-04-26,25.159766064308787
2026-04-27,27.59458213504835
2026-04-28,26.78297677813516
2026-04-29,25.971371421221974
2026-04-30,25.971371421221974
2026-05-01,30.029398205787906
2026-05-02,81.16053569131867
2026-05-03,60.05879641157581
2026-05-04,47.073110700964826
2026-05-05,40.580267845659336
2026-05-06,35.71063570418021
2026-05-07,34.08742499035384
2026-05-08,30.029398205787906
2026-05-09,74.66769283601317
2026-05-10,59.24719105466263
2026-05-11,45.44989998713845
2026-05-12,38.95705713183296
2026-05-13,34.89903034726703
2026-05-14,32.46421427652747
2026-05-15,30.029398205787906
2026-05-16,27.59458213504835
2026-05-17,26.78297677813516
2026-05-18,25.971371421221974
2026-05-19,29.217792848874723
2026-05-20,31.65260891961428
2026-05-21,30.029398205787906
2026-05-22,28.406187491961536
2026-05-23,25.971371421221974
2026-05-24,25.159766064308787
2026-05-25,27.59458213504835
2026-05-26,26.78297677813516
2026-05-27,28.406187491961536
2026-05-28,29.217792848874723
2026-05-29,25.971371421221974
2026-05-30,25.971371421221974
2026-05-31,27.59458213504835
