Time,fashion_nova
2024-09-26,67.98173341887659
2024-09-27,60.69797626685409
2024-09-28,63.125895317528254
2024-09-29,70.40965246955075
2024-09-30,64.33985484286534
2024-10-01,69.19569294421366
2024-10-02,74.05153104556199
2024-10-03,78.90736914691033
2024-10-04,72.83757152022491
2024-10-05,78.90736914691033
2024-10-06,82.54924772292156
2024-10-07,75.26549057089908
2024-10-08,77.69340962157324
2024-10-09,71.62361199488782
2024-10-10,74.05153104556199
2024-10-11,77.69340962157324
2024-10-12,72.83757152022491
2024-10-13,86.19112629893282
2024-10-14,83.76320724825865
2024-10-15,81.33528819758449
2024-10-16,80.1213286722474
2024-10-17,82.54924772292156
2024-10-18,71.62361199488782
2024-10-19,77.69340962157324
2024-10-20,81.33528819758449
2024-10-21,82.54924772292156
2024-10-22,80.1213286722474
2024-10-23,81.33528819758449
2024-10-24,72.83757152022491
2024-10-25,65.55381436820242
2024-10-26,60.69797626685409
2024-10-27,65.55381436820242
2024-10-28,60.69797626685409
2024-10-29,61.91193579219117
2024-10-30,54.628178640168684
2024-10-31,50.98630006415744
2024-11-01,48.55838101348327
2024-11-02,53.4142191148316
2024-11-03,58.27005721617993
2024-11-04,53.4142191148316
2024-11-05,49.77234053882036
2024-11-06,32.77690718410121
2024-11-07,53.4142191148316
2024-11-08,50.98630006415744
2024-11-09,55.842138165505766
2024-11-10,59.48401674151701
2024-11-11,58.27005721617993
2024-11-12,49.77234053882036
2024-11-13,59.48401674151701
2024-11-14,58.27005721617993
2024-11-15,57.05609769084285
2024-11-16,59.48401674151701
2024-11-17,64.33985484286534
2024-11-18,59.48401674151701
2024-11-19,64.33985484286534
2024-11-20,66.7677738935395
2024-11-21,63.125895317528254
2024-11-22,59.48401674151701
2024-11-23,63.125895317528254
2024-11-24,77.69340962157324
2024-11-25,83.76320724825865
2024-11-26,78.90736914691033
2024-11-27,106.8284382296632
2024-11-28,88.61904534960698
2024-11-29,117.75407395769695
2024-11-30,121.39595253370818
2024-12-01,98.33072155230363
2024-12-02,98.33072155230363
2024-12-03,93.4748834509553
2024-12-04,71.62361199488782
2024-12-05,65.55381436820242
2024-12-06,60.69797626685409
2024-12-07,65.55381436820242
2024-12-08,64.33985484286534
2024-12-09,59.48401674151701
2024-12-10,61.91193579219117
2024-12-11,57.05609769084285
2024-12-12,63.125895317528254
2024-12-13,59.48401674151701
2024-12-14,64.33985484286534
2024-12-15,61.91193579219117
2024-12-16,61.91193579219117
2024-12-17,61.91193579219117
2024-12-18,61.91193579219117
2024-12-19,63.125895317528254
2024-12-20,58.27005721617993
2024-12-21,54.628178640168684
2024-12-22,55.842138165505766
2024-12-23,58.27005721617993
2024-12-24,47.34442148814619
2024-12-25,48.55838101348327
2024-12-26,65.55381436820242
2024-12-27,65.55381436820242
2024-12-28,57.05609769084285
2024-12-29,59.48401674151701
2024-12-30,58.27005721617993
2024-12-31,46.13046196280911
2025-01-01,43.702542912134945
2025-01-02,53.4142191148316
2025-01-03,54.628178640168684
2025-01-04,52.20025958949452
2025-01-05,57.05609769084285
2025-01-06,52.20025958949452
2025-01-07,53.4142191148316
2025-01-08,48.55838101348327
2025-01-09,50.98630006415744
2025-01-10,48.55838101348327
2025-01-11,54.628178640168684
2025-01-12,59.48401674151701
2025-01-13,47.34442148814619
2025-01-14,50.98630006415744
2025-01-15,55.842138165505766
2025-01-16,50.98630006415744
2025-01-17,52.20025958949452
2025-01-18,50.98630006415744
2025-01-19,57.05609769084285
2025-01-20,52.20025958949452
2025-01-21,47.34442148814619
2025-01-22,49.77234053882036
2025-01-23,48.55838101348327
2025-01-24,44.916502437472026
2025-01-25,50.98630006415744
2025-01-26,52.20025958949452
2025-01-27,48.55838101348327
2025-01-28,48.55838101348327
2025-01-29,53.4142191148316
2025-01-30,49.77234053882036
2025-01-31,52.20025958949452
2025-02-01,55.842138165505766
2025-02-02,57.05609769084285
2025-02-03,54.628178640168684
2025-02-04,58.27005721617993
2025-02-05,63.125895317528254
2025-02-06,58.27005721617993
2025-02-07,59.48401674151701
2025-02-08,59.48401674151701
2025-02-09,72.83757152022491
2025-02-10,70.40965246955075
2025-02-11,66.7677738935395
2025-02-12,59.48401674151701
2025-02-13,53.4142191148316
2025-02-14,40.0606643361237
2025-02-15,49.77234053882036
2025-02-16,60.69797626685409
2025-02-17,61.91193579219117
2025-02-18,60.69797626685409
2025-02-19,55.842138165505766
2025-02-20,59.48401674151701
2025-02-21,53.4142191148316
2025-02-22,59.48401674151701
2025-02-23,66.7677738935395
2025-02-24,60.69797626685409
2025-02-25,60.69797626685409
2025-02-26,60.69797626685409
2025-02-27,58.27005721617993
2025-02-28,52.20025958949452
2025-03-01,55.842138165505766
2025-03-02,61.91193579219117
2025-03-03,58.27005721617993
2025-03-04,60.69797626685409
2025-03-05,59.48401674151701
2025-03-06,58.27005721617993
2025-03-07,54.628178640168684
2025-03-08,60.69797626685409
2025-03-09,64.33985484286534
2025-03-10,61.91193579219117
2025-03-11,65.55381436820242
2025-03-12,63.125895317528254
2025-03-13,63.125895317528254
2025-03-14,57.05609769084285
2025-03-15,58.27005721617993
2025-03-16,69.19569294421366
2025-03-17,60.69797626685409
2025-03-18,57.05609769084285
2025-03-19,58.27005721617993
2025-03-20,55.842138165505766
2025-03-21,50.98630006415744
2025-03-22,58.27005721617993
2025-03-23,63.125895317528254
2025-03-24,57.05609769084285
2025-03-25,60.69797626685409
2025-03-26,60.69797626685409
2025-03-27,60.69797626685409
2025-03-28,53.4142191148316
2025-03-29,59.48401674151701
2025-03-30,60.69797626685409
2025-03-31,58.27005721617993
2025-04-01,65.55381436820242
2025-04-02,59.48401674151701
2025-04-03,63.125895317528254
2025-04-04,58.27005721617993
2025-04-05,61.91193579219117
2025-04-06,69.19569294421366
2025-04-07,61.91193579219117
2025-04-08,61.91193579219117
2025-04-09,65.55381436820242
2025-04-10,60.69797626685409
2025-04-11,55.842138165505766
2025-04-12,65.55381436820242
2025-04-13,66.7677738935395
2025-04-14,61.91193579219117
2025-04-15,64.4294430936718
2025-04-16,66.90848166497904
2025-04-17,65.66896237932542
2025-04-18,56.992327379750066
2025-04-19,52.03425023713558
2025-04-20,51.427270474467036
2025-04-21,59.47136595105731
2025-04-22,61.95040452236455
2025-04-23,58.23184666540368
2025-04-24,59.47136595105731
2025-04-25,54.51328880844282
2025-04-26,56.992327379750066
2025-04-27,67.51546142764758
2025-04-28,60.71088523671092
2025-04-29,65.03642285634034
2025-04-30,63.18992380801817
2025-05-01,65.66896237932542
2025-05-02,66.90848166497904
2025-05-03,64.4294430936718
2025-05-04,73.10607809324715
2025-05-05,72.47353857026206
2025-05-06,73.71305785591568
2025-05-07,75.58511666455439
2025-05-08,73.71305785591568
2025-05-09,61.95040452236455
2025-05-10,64.4294430936718
2025-05-11,59.47136595105731
2025-05-12,68.14800095063266
2025-05-13,74.95257714156931
2025-05-14,71.23401928460845
2025-05-15,73.37458466626939
2025-05-16,67.04918943641857
2025-05-17,64.51903134447825
2025-05-18,67.04918943641857
2025-05-19,68.31426848238874
2025-05-20,67.04918943641857
2025-05-21,65.7841103904484
2025-05-22,68.31426848238874
2025-05-23,60.72379420656776
2025-05-24,59.4587151605976
2025-05-25,63.25395229850809
2025-05-26,73.37458466626939
2025-05-27,67.04918943641857
2025-05-28,63.25395229850809
2025-05-29,68.31426848238874
2025-05-30,61.98887325253793
2025-05-31,61.98887325253793
2025-06-01,64.51903134447825
2025-06-02,61.98887325253793
2025-06-03,65.7841103904484
2025-06-04,63.25395229850809
2025-06-05,60.72379420656776
2025-06-06,55.663478022687116
2025-06-07,55.663478022687116
2025-06-08,59.4587151605976
2025-06-09,60.72379420656776
2025-06-10,60.72379420656776
2025-06-11,63.25395229850809
2025-06-12,64.51903134447825
2025-06-13,54.398398976716955
2025-06-14,56.92855706865728
2025-06-15,51.86824088477663
2025-06-16,58.19363611462744
2025-06-17,60.72379420656776
2025-06-18,64.51903134447825
2025-06-19,58.19363611462744
2025-06-20,53.133319930746794
2025-06-21,54.398398976716955
2025-06-22,58.19363611462744
2025-06-23,60.72379420656776
2025-06-24,63.25395229850809
2025-06-25,59.4587151605976
2025-06-26,61.98887325253793
2025-06-27,56.92855706865728
2025-06-28,54.398398976716955
2025-06-29,60.72379420656776
2025-06-30,58.19363611462744
2025-07-01,65.7841103904484
2025-07-02,67.04918943641857
2025-07-03,60.72379420656776
2025-07-04,55.663478022687116
2025-07-05,53.133319930746794
2025-07-06,63.25395229850809
2025-07-07,61.98887325253793
2025-07-08,63.25395229850809
2025-07-09,68.31426848238874
2025-07-10,64.51903134447825
2025-07-11,58.19363611462744
2025-07-12,59.4587151605976
2025-07-13,63.25395229850809
2025-07-14,65.7841103904484
2025-07-15,67.04918943641857
2025-07-16,67.04918943641857
2025-07-17,68.31426848238874
2025-07-18,63.25395229850809
2025-07-19,61.98887325253793
2025-07-20,68.31426848238874
2025-07-21,68.31426848238874
2025-07-22,65.7841103904484
2025-07-23,65.7841103904484
2025-07-24,60.72379420656776
2025-07-25,58.19363611462744
2025-07-26,54.398398976716955
2025-07-27,58.19363611462744
2025-07-28,61.98887325253793
2025-07-29,61.98887325253793
2025-07-30,64.51903134447825
2025-07-31,68.31426848238874
2025-08-01,64.51903134447825
2025-08-02,67.04918943641857
2025-08-03,64.51903134447825
2025-08-04,64.51903134447825
2025-08-05,68.31426848238874
2025-08-06,68.31426848238874
2025-08-07,64.51903134447825
2025-08-08,63.25395229850809
2025-08-09,61.98887325253793
2025-08-10,59.4587151605976
2025-08-11,64.51903134447825
2025-08-12,60.72379420656776
2025-08-13,67.04918943641857
2025-08-14,65.7841103904484
2025-08-15,56.92855706865728
2025-08-16,56.92855706865728
2025-08-17,60.72379420656776
2025-08-18,61.98887325253793
2025-08-19,61.98887325253793
2025-08-20,60.72379420656776
2025-08-21,60.72379420656776
2025-08-22,54.398398976716955
2025-08-23,54.398398976716955
2025-08-24,61.98887325253793
2025-08-25,59.4587151605976
2025-08-26,60.72379420656776
2025-08-27,64.51903134447825
2025-08-28,59.4587151605976
2025-08-29,55.663478022687116
2025-08-30,54.398398976716955
2025-08-31,58.19363611462744
2025-09-01,69.5793475283589
2025-09-02,64.51903134447825
2025-09-03,60.72379420656776
2025-09-04,60.72379420656776
2025-09-05,61.98887325253793
2025-09-06,65.7841103904484
2025-09-07,78.43490085015003
2025-09-08,72.10950562029922
2025-09-09,64.51903134447825
2025-09-10,65.7841103904484
2025-09-11,60.72379420656776
2025-09-12,56.92855706865728
2025-09-13,63.25395229850809
2025-09-14,65.7841103904484
2025-09-15,67.04918943641857
2025-09-16,68.31426848238874
2025-09-17,70.84442657432906
2025-09-18,60.72379420656776
2025-09-19,59.4587151605976
2025-09-20,64.51903134447825
2025-09-21,68.31426848238874
2025-09-22,63.25395229850809
2025-09-23,67.04918943641857
2025-09-24,65.7841103904484
2025-09-25,63.25395229850809
2025-09-26,64.51903134447825
2025-09-27,63.25395229850809
2025-09-28,69.5793475283589
2025-09-29,65.7841103904484
2025-09-30,70.84442657432906
2025-10-01,74.63966371223954
2025-10-02,77.16982180417986
2025-10-03,68.31426848238874
2025-10-04,74.63966371223954
2025-10-05,79.69997989612018
2025-10-06,82.23013798806052
2025-10-07,78.43490085015003
2025-10-08,79.69997989612018
2025-10-09,79.69997989612018
2025-10-10,75.90474275820971
2025-10-11,78.43490085015003
2025-10-12,91.08569130985164
2025-10-13,89.82061226388149
2025-10-14,84.76029608000084
2025-10-15,84.76029608000084
2025-10-16,82.23013798806052
2025-10-17,78.43490085015003
2025-10-18,77.16982180417986
2025-10-19,88.55553321791132
2025-10-20,80.96505894209035
2025-10-21,99.94124463164277
2025-10-22,88.55553321791132
2025-10-23,84.76029608000084
2025-10-24,80.96505894209035
2025-10-25,78.43490085015003
2025-10-26,82.23013798806052
2025-10-27,84.76029608000084
2025-10-28,74.63966371223954
2025-10-29,74.63966371223954
2025-10-30,69.5793475283589
2025-10-31,58.19363611462744
2025-11-01,58.19363611462744
2025-11-02,64.51903134447825
2025-11-03,63.25395229850809
2025-11-04,63.25395229850809
2025-11-05,63.25395229850809
2025-11-06,63.25395229850809
2025-11-07,59.4587151605976
2025-11-08,63.25395229850809
2025-11-09,69.5793475283589
2025-11-10,68.31426848238874
2025-11-11,64.51903134447825
2025-11-12,69.5793475283589
2025-11-13,69.5793475283589
2025-11-14,68.31426848238874
2025-11-15,65.7841103904484
2025-11-16,73.37458466626939
2025-11-17,67.04918943641857
2025-11-18,70.84442657432906
2025-11-19,75.90474275820971
2025-11-20,75.90474275820971
2025-11-21,65.7841103904484
2025-11-22,67.04918943641857
2025-11-23,86.025375125971
2025-11-24,88.55553321791132
2025-11-25,87.29045417194116
2025-11-26,97.41108653970245
2025-11-27,84.76029608000084
2025-11-28,126.50790459701618
2025-11-29,125.24282555104601
2025-11-30,101.20632367761294
2025-12-01,105.00156081552342
2025-12-02,96.1460074937323
2025-12-03,78.43490085015003
2025-12-04,72.10950562029922
2025-12-05,64.51903134447825
2025-12-06,70.84442657432906
2025-12-07,73.37458466626939
2025-12-08,69.5793475283589
2025-12-09,74.63966371223954
2025-12-10,78.43490085015003
2025-12-11,73.3979971055375
2025-12-12,65.03693064759878
2025-12-13,70.82182146055295
2025-12-14,70.82182146055295
2025-12-15,65.66947017058385
2025-12-16,65.66947017058385
2025-12-17,68.2456458155684
2025-12-18,67.61310629258332
2025-12-19,59.884579357629676
2025-12-20,60.51711888061476
2025-12-21,60.51711888061476
2025-12-22,57.94094323563021
2025-12-23,59.884579357629676
2025-12-24,52.156052422676034
2025-12-25,57.94094323563021
2025-12-26,73.3979971055375
2025-12-27,73.3979971055375
2025-12-28,70.82182146055295
2025-12-29,70.82182146055295
2025-12-30,68.2456458155684
2025-12-31,56.67586418966005
2026-01-01,46.37116160972185
2026-01-02,62.46075500261423
2026-01-03,65.66947017058385
2026-01-04,67.61310629258332
2026-01-05,55.36476759064566
2026-01-06,57.94094323563021
2026-01-07,59.884579357629676
2026-01-08,57.30840371264513
2026-01-09,57.30840371264513
2026-01-10,62.93263675269053
2026-01-11,62.93263675269053
2026-01-12,60.31044355466175
2026-01-13,60.31044355466175
2026-01-14,60.31044355466175
2026-01-15,57.68825035663298
2026-01-16,60.31044355466175
2026-01-17,57.68825035663298
2026-01-18,68.17702314874806
2026-01-19,62.93263675269053
2026-01-20,57.68825035663298
2026-01-21,60.31044355466175
2026-01-22,60.31044355466175
2026-01-23,52.443863960575435
2026-01-24,62.93263675269053
2026-01-25,65.5548299507193
2026-01-26,60.31044355466175
2026-01-27,62.93263675269053
2026-01-28,60.31044355466175
2026-01-29,65.5548299507193
2026-01-30,60.31044355466175
2026-01-31,65.5548299507193
2026-02-01,70.79921634677684
2026-02-02,65.5548299507193
2026-02-03,62.93263675269053
2026-02-04,62.93263675269053
2026-02-05,62.93263675269053
2026-02-06,60.31044355466175
2026-02-07,65.5548299507193
2026-02-08,73.42140954480561
2026-02-09,70.79921634677684
2026-02-10,70.79921634677684
2026-02-11,70.79921634677684
2026-02-12,57.68825035663298
2026-02-13,55.06605715860421
2026-02-14,47.19947756451789
2026-02-15,57.68825035663298
2026-02-16,60.31044355466175
2026-02-17,57.68825035663298
2026-02-18,55.06605715860421
2026-02-19,57.68825035663298
2026-02-20,60.31044355466175
2026-02-21,60.31044355466175
2026-02-22,65.5548299507193
2026-02-23,60.31044355466175
2026-02-24,62.93263675269053
2026-02-25,68.17702314874806
2026-02-26,65.5548299507193
2026-02-27,60.31044355466175
2026-02-28,60.31044355466175
2026-03-01,68.17702314874806
2026-03-02,62.93263675269053
2026-03-03,70.79921634677684
2026-03-04,68.17702314874806
2026-03-05,65.5548299507193
2026-03-06,65.5548299507193
2026-03-07,68.17702314874806
2026-03-08,76.04360274283438
2026-03-09,70.79921634677684
2026-03-10,70.79921634677684
2026-03-11,73.42140954480561
2026-03-12,70.79921634677684
2026-03-13,68.17702314874806
2026-03-14,70.79921634677684
2026-03-15,70.79921634677684
2026-03-16,70.79921634677684
2026-03-17,73.42140954480561
2026-03-18,65.5548299507193
2026-03-19,73.42140954480561
2026-03-20,78.66579594086315
2026-03-21,89.15456873297825
2026-03-22,94.39895512903578
2026-03-23,97.02114832706455
2026-03-24,104.88772792115087
2026-03-25,94.39895512903578
2026-03-26,104.88772792115087
2026-03-27,115.37650071326595
2026-03-28,131.1096599014386
2026-03-29,152.08720548566876
2026-03-30,125.86527350538105
2026-03-31,152.08720548566876
2026-04-01,196.66448985215789
2026-04-02,183.55352386201403
2026-04-03,154.70939868369754
2026-04-04,180.93133066398525
2026-04-05,194.0422966541291
2026-04-06,178.3091374659565
2026-04-07,194.0422966541291
2026-04-08,196.66448985215789
2026-04-09,215.0198422383593
2026-04-10,225.50861503047437
2026-04-11,256.9749334068196
2026-04-12,262.2193198028772
2026-04-13,217.64203543638806
2026-04-14,233.3751946245607
2026-04-15,230.7530014265319
2026-04-16,251.7305470107621
2026-04-17,228.13080822850316
2026-04-18,249.10835381273333
2026-04-19,199.28668305018667
2026-04-20,191.42010345610035
2026-04-21,199.28668305018667
2026-04-22,204.5310694462442
2026-04-23,173.06475106989893
2026-04-24,144.22062589158244
2026-04-25,144.22062589158244
2026-04-26,149.46501228764
2026-04-27,133.73185309946737
2026-04-28,133.73185309946737
2026-04-29,128.4874667034098
2026-04-30,128.4874667034098
2026-05-01,115.37650071326595
2026-05-02,136.35404629749613
2026-05-03,136.35404629749613
2026-05-04,125.86527350538105
2026-05-05,115.37650071326595
2026-05-06,141.5984326935537
2026-05-07,186.17571706004279
2026-05-08,154.70939868369754
2026-05-09,162.57597827778386
2026-05-10,165.19817147581261
2026-05-11,131.1096599014386
2026-05-12,131.1096599014386
2026-05-13,220.26422863441684
2026-05-14,217.64203543638806
2026-05-15,149.46501228764
2026-05-16,125.86527350538105
2026-05-17,152.08720548566876
2026-05-18,144.22062589158244
2026-05-19,154.70939868369754
2026-05-20,117.99869391129474
2026-05-21,107.50992111917965
2026-05-22,102.2655347231221
2026-05-23,86.53237553494947
2026-05-24,94.39895512903578
2026-05-25,97.02114832706455
2026-05-26,97.02114832706455
2026-05-27,89.15456873297825
2026-05-28,83.9101823369207
2026-05-29,83.9101823369207
2026-05-30,86.53237553494947
2026-05-31,91.77676193100702
