Time,weather_channel
2024-09-23,23.46440220077093
2024-09-24,41.34204197278687
2024-09-25,60.33703423055382
2024-09-26,97.2096662603367
2024-09-27,80.44937897407176
2024-09-28,16.76028728626495
2024-09-29,14.525582314762957
2024-09-30,17.877639772015947
2024-10-01,14.525582314762957
2024-10-02,12.290877343260963
2024-10-03,11.173524857509967
2024-10-04,12.290877343260963
2024-10-05,15.642934800513952
2024-10-06,26.81645965802392
2024-10-07,60.33703423055382
2024-10-08,75.97996903106777
2024-10-09,111.73524857509966
2024-10-10,69.27585411656179
2024-10-11,13.40822982901196
2024-10-12,8.938819886007973
2024-10-13,10.05617237175897
2024-10-14,12.290877343260963
2024-10-15,11.173524857509967
2024-10-16,11.173524857509967
2024-10-17,8.938819886007973
2024-10-18,7.821467400256976
2024-10-19,6.70411491450598
2024-10-20,5.586762428754984
2024-10-21,7.821467400256976
2024-10-22,7.821467400256976
2024-10-23,7.821467400256976
2024-10-24,7.821467400256976
2024-10-25,7.821467400256976
2024-10-26,6.70411491450598
2024-10-27,6.70411491450598
2024-10-28,10.05617237175897
2024-10-29,11.173524857509967
2024-10-30,13.40822982901196
2024-10-31,15.642934800513952
2024-11-01,11.173524857509967
2024-11-02,8.938819886007973
2024-11-03,12.290877343260963
2024-11-04,18.994992257766942
2024-11-05,13.40822982901196
2024-11-06,10.05617237175897
2024-11-07,12.290877343260963
2024-11-08,12.290877343260963
2024-11-09,7.821467400256976
2024-11-10,7.821467400256976
2024-11-11,8.938819886007973
2024-11-12,8.938819886007973
2024-11-13,12.290877343260963
2024-11-14,11.173524857509967
2024-11-15,8.938819886007973
2024-11-16,5.586762428754984
2024-11-17,6.70411491450598
2024-11-18,14.525582314762957
2024-11-19,13.40822982901196
2024-11-20,15.642934800513952
2024-11-21,15.642934800513952
2024-11-22,13.40822982901196
2024-11-23,7.821467400256976
2024-11-24,6.70411491450598
2024-11-25,11.173524857509967
2024-11-26,11.173524857509967
2024-11-27,10.05617237175897
2024-11-28,8.938819886007973
2024-11-29,8.938819886007973
2024-11-30,8.938819886007973
2024-12-01,7.821467400256976
2024-12-02,11.173524857509967
2024-12-03,11.173524857509967
2024-12-04,15.642934800513952
2024-12-05,14.525582314762957
2024-12-06,10.05617237175897
2024-12-07,6.70411491450598
2024-12-08,6.70411491450598
2024-12-09,12.290877343260963
2024-12-10,12.290877343260963
2024-12-11,15.642934800513952
2024-12-12,12.290877343260963
2024-12-13,11.173524857509967
2024-12-14,10.05617237175897
2024-12-15,8.938819886007973
2024-12-16,12.290877343260963
2024-12-17,10.05617237175897
2024-12-18,13.40822982901196
2024-12-19,13.40822982901196
2024-12-20,13.40822982901196
2024-12-21,6.70411491450598
2024-12-22,7.821467400256976
2024-12-23,12.290877343260963
2024-12-24,10.05617237175897
2024-12-25,6.70411491450598
2024-12-26,12.290877343260963
2024-12-27,11.173524857509967
2024-12-28,12.290877343260963
2024-12-29,14.525582314762957
2024-12-30,13.40822982901196
2024-12-31,13.40822982901196
2025-01-01,11.173524857509967
2025-01-02,21.229697229268936
2025-01-03,26.81645965802392
2025-01-04,24.581754686521926
2025-01-05,35.75527954403189
2025-01-06,41.34204197278687
2025-01-07,30.16851711527691
2025-01-08,34.637927058280894
2025-01-09,43.57674694428887
2025-01-10,39.10733700128488
2025-01-11,14.525582314762957
2025-01-12,11.173524857509967
2025-01-13,15.642934800513952
2025-01-14,15.642934800513952
2025-01-15,18.994992257766942
2025-01-16,21.229697229268936
2025-01-17,23.46440220077093
2025-01-18,20.11234474351794
2025-01-19,23.46440220077093
2025-01-20,26.81645965802392
2025-01-21,39.10733700128488
2025-01-22,18.994992257766942
2025-01-23,13.40822982901196
2025-01-24,11.173524857509967
2025-01-25,7.821467400256976
2025-01-26,8.938819886007973
2025-01-27,13.40822982901196
2025-01-28,11.173524857509967
2025-01-29,11.173524857509967
2025-01-30,12.290877343260963
2025-01-31,11.173524857509967
2025-02-01,7.821467400256976
2025-02-02,8.938819886007973
2025-02-03,12.290877343260963
2025-02-04,14.525582314762957
2025-02-05,22.347049715019935
2025-02-06,21.229697229268936
2025-02-07,18.994992257766942
2025-02-08,15.642934800513952
2025-02-09,12.290877343260963
2025-02-10,21.229697229268936
2025-02-11,32.403222086778904
2025-02-12,31.285869601027905
2025-02-13,20.11234474351794
2025-02-14,20.11234474351794
2025-02-15,20.11234474351794
2025-02-16,25.699107172272925
2025-02-17,25.699107172272925
2025-02-18,35.75527954403189
2025-02-19,26.81645965802392
2025-02-20,16.76028728626495
2025-02-21,10.05617237175897
2025-02-22,6.70411491450598
2025-02-23,6.70411491450598
2025-02-24,10.05617237175897
2025-02-25,8.938819886007973
2025-02-26,8.938819886007973
2025-02-27,10.05617237175897
2025-02-28,7.821467400256976
2025-03-01,6.70411491450598
2025-03-02,7.821467400256976
2025-03-03,12.290877343260963
2025-03-04,18.994992257766942
2025-03-05,20.11234474351794
2025-03-06,12.290877343260963
2025-03-07,11.173524857509967
2025-03-08,7.821467400256976
2025-03-09,7.821467400256976
2025-03-10,12.290877343260963
2025-03-11,11.173524857509967
2025-03-12,11.173524857509967
2025-03-13,14.525582314762957
2025-03-14,20.11234474351794
2025-03-15,34.637927058280894
2025-03-16,21.229697229268936
2025-03-17,11.173524857509967
2025-03-18,10.05617237175897
2025-03-19,15.642934800513952
2025-03-20,12.290877343260963
2025-03-21,7.821467400256976
2025-03-22,6.70411491450598
2025-03-23,8.938819886007973
2025-03-24,12.290877343260963
2025-03-25,8.938819886007973
2025-03-26,11.173524857509967
2025-03-27,12.290877343260963
2025-03-28,13.40822982901196
2025-03-29,11.173524857509967
2025-03-30,18.994992257766942
2025-03-31,21.229697229268936
2025-04-01,14.525582314762957
2025-04-02,31.285869601027905
2025-04-03,29.051164629525914
2025-04-04,17.877639772015947
2025-04-05,16.76028728626495
2025-04-06,13.40822982901196
2025-04-07,13.40822982901196
2025-04-08,8.938819886007973
2025-04-09,10.05617237175897
2025-04-10,11.173524857509967
2025-04-11,11.173524857509967
2025-04-12,6.70411491450598
2025-04-13,6.70411491450598
2025-04-14,10.05617237175897
2025-04-15,9.876360018091756
2025-04-16,9.144531138351535
2025-04-17,10.222665291821205
2025-04-18,11.300799445290874
2025-04-19,9.876360018091756
2025-04-20,11.127646808426151
2025-04-21,12.20578096189582
2025-04-22,10.222665291821205
2025-04-23,12.032628325031098
2025-04-24,13.283915115365492
2025-04-25,14.362049268835161
2025-04-26,10.04951265495648
2025-04-27,7.89324434801714
2025-04-28,16.691470212639224
2025-04-29,16.864622849503952
2025-04-30,14.535201905699886
2025-05-01,14.70835454256461
2025-05-02,17.596451729244173
2025-05-03,13.457067752230216
2025-05-04,11.127646808426151
2025-05-05,14.70835454256461
2025-05-06,15.78648869603428
2025-05-07,12.032628325031098
2025-05-08,12.378933598760545
2025-05-09,12.20578096189582
2025-05-10,8.798225864622086
2025-05-11,8.798225864622086
2025-05-12,14.535201905699886
2025-05-13,13.457067752230216
2025-05-14,12.552086235625268
2025-05-15,16.96895841274295
2025-05-16,21.124621697496327
2025-05-17,17.3152636864724
2025-05-18,10.389158211883439
2025-05-19,20.43201115003743
2025-05-20,20.085705876307983
2025-05-21,16.276347865284055
2025-05-22,13.85221094917792
2025-05-23,11.081768759342335
2025-05-24,10.389158211883439
2025-05-25,11.774379306801231
2025-05-26,11.774379306801231
2025-05-27,18.007874233931293
2025-05-28,15.930042591554606
2025-05-29,15.23743204409571
2025-05-30,16.6226531390135
2025-05-31,11.081768759342335
2025-06-01,9.003937116965647
2025-06-02,11.774379306801231
2025-06-03,16.96895841274295
2025-06-04,15.58373731782516
2025-06-05,15.930042591554606
2025-06-06,15.23743204409571
2025-06-07,13.85221094917792
2025-06-08,13.85221094917792
2025-06-09,16.6226531390135
2025-06-10,14.544821496636814
2025-06-11,13.85221094917792
2025-06-12,14.891126770366263
2025-06-13,15.930042591554606
2025-06-14,13.50590567544847
2025-06-15,11.081768759342335
2025-06-16,15.23743204409571
2025-06-17,15.58373731782516
2025-06-18,20.43201115003743
2025-06-19,16.276347865284055
2025-06-20,12.120684580530678
2025-06-21,8.31132656950675
2025-06-22,9.003937116965647
2025-06-23,12.120684580530678
2025-06-24,14.198516222907367
2025-06-25,15.23743204409571
2025-06-26,18.007874233931293
2025-06-27,14.891126770366263
2025-06-28,11.428074033071782
2025-06-29,12.120684580530678
2025-06-30,16.6226531390135
2025-07-01,15.930042591554606
2025-07-02,12.120684580530678
2025-07-03,12.813295127989575
2025-07-04,11.081768759342335
2025-07-05,12.120684580530678
2025-07-06,13.50590567544847
2025-07-07,15.930042591554606
2025-07-08,15.930042591554606
2025-07-09,15.23743204409571
2025-07-10,14.891126770366263
2025-07-11,14.198516222907367
2025-07-12,12.813295127989575
2025-07-13,11.428074033071782
2025-07-14,16.6226531390135
2025-07-15,15.58373731782516
2025-07-16,18.354179507660742
2025-07-17,15.930042591554606
2025-07-18,13.50590567544847
2025-07-19,13.50590567544847
2025-07-20,11.774379306801231
2025-07-21,11.774379306801231
2025-07-22,10.389158211883439
2025-07-23,12.120684580530678
2025-07-24,12.466989854260127
2025-07-25,14.891126770366263
2025-07-26,11.774379306801231
2025-07-27,11.774379306801231
2025-07-28,12.813295127989575
2025-07-29,12.466989854260127
2025-07-30,22.16353751868467
2025-07-31,17.661568960201848
2025-08-01,11.081768759342335
2025-08-02,7.965021295777303
2025-08-03,7.272410748318407
2025-08-04,10.389158211883439
2025-08-05,10.389158211883439
2025-08-06,10.735463485612888
2025-08-07,10.042852938153992
2025-08-08,9.350242390695096
2025-08-09,9.350242390695096
2025-08-10,9.696547664424543
2025-08-11,13.159600401719024
2025-08-12,15.23743204409571
2025-08-13,17.661568960201848
2025-08-14,13.159600401719024
2025-08-15,13.50590567544847
2025-08-16,13.85221094917792
2025-08-17,14.891126770366263
2025-08-18,16.96895841274295
2025-08-19,20.43201115003743
2025-08-20,16.6226531390135
2025-08-21,15.58373731782516
2025-08-22,12.813295127989575
2025-08-23,9.350242390695096
2025-08-24,9.003937116965647
2025-08-25,10.735463485612888
2025-08-26,10.042852938153992
2025-08-27,9.696547664424543
2025-08-28,11.428074033071782
2025-08-29,10.389158211883439
2025-08-30,6.92610547458896
2025-08-31,7.272410748318407
2025-09-01,6.579800200859512
2025-09-02,9.696547664424543
2025-09-03,10.389158211883439
2025-09-04,12.466989854260127
2025-09-05,11.774379306801231
2025-09-06,13.159600401719024
2025-09-07,7.618716022047855
2025-09-08,8.31132656950675
2025-09-09,7.965021295777303
2025-09-10,8.31132656950675
2025-09-11,6.579800200859512
2025-09-12,6.579800200859512
2025-09-13,6.92610547458896
2025-09-14,5.5408843796711675
2025-09-15,8.31132656950675
2025-09-16,8.31132656950675
2025-09-17,10.389158211883439
2025-09-18,10.042852938153992
2025-09-19,9.350242390695096
2025-09-20,8.31132656950675
2025-09-21,9.003937116965647
2025-09-22,14.198516222907367
2025-09-23,15.23743204409571
2025-09-24,14.891126770366263
2025-09-25,14.891126770366263
2025-09-26,14.544821496636814
2025-09-27,12.466989854260127
2025-09-28,9.696547664424543
2025-09-29,12.813295127989575
2025-09-30,9.003937116965647
2025-10-01,7.272410748318407
2025-10-02,7.618716022047855
2025-10-03,7.272410748318407
2025-10-04,5.887189653400616
2025-10-05,6.579800200859512
2025-10-06,11.774379306801231
2025-10-07,12.120684580530678
2025-10-08,10.735463485612888
2025-10-09,11.081768759342335
2025-10-10,12.813295127989575
2025-10-11,10.389158211883439
2025-10-12,10.735463485612888
2025-10-13,12.466989854260127
2025-10-14,10.042852938153992
2025-10-15,8.31132656950675
2025-10-16,7.965021295777303
2025-10-17,8.6576318432362
2025-10-18,10.735463485612888
2025-10-19,10.042852938153992
2025-10-20,9.350242390695096
2025-10-21,10.042852938153992
2025-10-22,10.389158211883439
2025-10-23,9.696547664424543
2025-10-24,11.774379306801231
2025-10-25,11.081768759342335
2025-10-26,9.696547664424543
2025-10-27,18.007874233931293
2025-10-28,34.6305273729448
2025-10-29,16.6226531390135
2025-10-30,11.774379306801231
2025-10-31,7.965021295777303
2025-11-01,6.579800200859512
2025-11-02,5.5408843796711675
2025-11-03,7.965021295777303
2025-11-04,7.272410748318407
2025-11-05,8.6576318432362
2025-11-06,9.003937116965647
2025-11-07,11.081768759342335
2025-11-08,8.31132656950675
2025-11-09,11.081768759342335
2025-11-10,14.544821496636814
2025-11-11,10.389158211883439
2025-11-12,9.003937116965647
2025-11-13,8.6576318432362
2025-11-14,8.6576318432362
2025-11-15,7.272410748318407
2025-11-16,6.92610547458896
2025-11-17,10.389158211883439
2025-11-18,10.389158211883439
2025-11-19,9.350242390695096
2025-11-20,11.428074033071782
2025-11-21,10.042852938153992
2025-11-22,6.92610547458896
2025-11-23,6.233494927130064
2025-11-24,11.428074033071782
2025-11-25,13.85221094917792
2025-11-26,12.466989854260127
2025-11-27,9.003937116965647
2025-11-28,12.120684580530678
2025-11-29,14.198516222907367
2025-11-30,14.198516222907367
2025-12-01,23.89506388733191
2025-12-02,19.393095328849085
2025-12-03,12.466989854260127
2025-12-04,15.930042591554606
2025-12-05,12.813295127989575
2025-12-06,8.31132656950675
2025-12-07,9.696547664424543
2025-12-08,15.58373731782516
2025-12-09,15.23743204409571
2025-12-10,14.544821496636814
2025-12-11,13.584180155127045
2025-12-12,14.082629330915713
2025-12-13,13.584180155127045
2025-12-14,13.584180155127045
2025-12-15,11.742527354031596
2025-12-16,8.557670927629363
2025-12-17,10.399323728724813
2025-12-18,13.584180155127045
2025-12-19,12.240976529820262
2025-12-20,6.54286548966919
2025-12-21,6.54286548966919
2025-12-22,11.070925541378205
2025-12-23,11.742527354031596
2025-12-24,9.72772191607142
2025-12-25,9.554569279206698
2025-12-26,16.942189218394002
2025-12-27,11.070925541378205
2025-12-28,12.414129166684987
2025-12-29,14.927383780433829
2025-12-30,11.070925541378205
2025-12-31,10.399323728724813
2026-01-01,8.384518290764639
2026-01-02,8.384518290764639
2026-01-03,7.21446730232258
2026-01-04,7.041314665457857
2026-01-05,8.557670927629363
2026-01-06,9.229272740282754
2026-01-07,9.229272740282754
2026-01-08,11.070925541378205
2026-01-09,11.569374717166871
2026-01-10,9.108303089870413
2026-01-11,7.8071169341746405
2026-01-12,9.7588961677183
2026-01-13,10.409489245566187
2026-01-14,13.66245463480562
2026-01-15,15.614233868349281
2026-01-16,13.66245463480562
2026-01-17,13.011861556957733
2026-01-18,14.963640790501394
2026-01-19,18.216606179740825
2026-01-20,35.13202620378588
2026-01-21,61.80634239554924
2026-01-22,64.40871470694078
2026-01-23,65.05930778478867
2026-01-24,60.50515623985346
2026-01-25,57.902783928461915
2026-01-26,27.975502347459127
2026-01-27,20.818978491132373
2026-01-28,21.46957156898026
2026-01-29,23.42135080252392
2026-01-30,25.37313003606758
2026-01-31,20.818978491132373
2026-02-01,14.313047712653507
2026-02-02,13.66245463480562
2026-02-03,13.011861556957733
2026-02-04,11.71067540126196
2026-02-05,11.71067540126196
2026-02-06,13.011861556957733
2026-02-07,9.7588961677183
2026-02-08,7.8071169341746405
2026-02-09,9.108303089870413
2026-02-10,10.409489245566187
2026-02-11,11.060082323414074
2026-02-12,8.457710012022527
2026-02-13,7.8071169341746405
2026-02-14,7.8071169341746405
2026-02-15,9.108303089870413
2026-02-16,11.060082323414074
2026-02-17,11.060082323414074
2026-02-18,15.614233868349281
2026-02-19,14.963640790501394
2026-02-20,15.614233868349281
2026-02-21,16.915420024045055
2026-02-22,18.216606179740825
2026-02-23,18.867199257588712
2026-02-24,13.66245463480562
2026-02-25,11.71067540126196
2026-02-26,11.060082323414074
2026-02-27,9.7588961677183
2026-02-28,7.8071169341746405
2026-03-01,8.457710012022527
2026-03-02,12.361268479109846
2026-03-03,12.361268479109846
2026-03-04,11.71067540126196
2026-03-05,13.011861556957733
2026-03-06,14.963640790501394
2026-03-07,14.963640790501394
2026-03-08,9.108303089870413
2026-03-09,11.71067540126196
2026-03-10,16.264826946197168
2026-03-11,22.120164646828147
2026-03-12,16.264826946197168
2026-03-13,13.66245463480562
2026-03-14,11.060082323414074
2026-03-15,18.867199257588712
2026-03-16,36.43321235948165
2026-03-17,12.361268479109846
2026-03-18,9.108303089870413
2026-03-19,7.8071169341746405
2026-03-20,8.457710012022527
2026-03-21,6.5059307784788665
2026-03-22,8.457710012022527
2026-03-23,9.7588961677183
2026-03-24,7.8071169341746405
2026-03-25,9.108303089870413
2026-03-26,13.011861556957733
2026-03-27,11.060082323414074
2026-03-28,7.1565238563267535
2026-03-29,7.1565238563267535
2026-03-30,11.060082323414074
2026-03-31,13.66245463480562
2026-04-01,13.011861556957733
2026-04-02,14.963640790501394
2026-04-03,13.66245463480562
2026-04-04,13.66245463480562
2026-04-05,8.457710012022527
2026-04-06,10.409489245566187
2026-04-07,9.7588961677183
2026-04-08,9.7588961677183
2026-04-09,10.409489245566187
2026-04-10,11.060082323414074
2026-04-11,7.8071169341746405
2026-04-12,8.457710012022527
2026-04-13,12.361268479109846
2026-04-14,13.66245463480562
2026-04-15,15.614233868349281
2026-04-16,12.361268479109846
2026-04-17,16.915420024045055
2026-04-18,13.011861556957733
2026-04-19,8.457710012022527
2026-04-20,9.7588961677183
2026-04-21,11.060082323414074
2026-04-22,11.060082323414074
2026-04-23,11.060082323414074
2026-04-24,13.66245463480562
2026-04-25,11.060082323414074
2026-04-26,11.060082323414074
2026-04-27,19.5177923354366
2026-04-28,18.216606179740825
2026-04-29,13.66245463480562
2026-04-30,11.71067540126196
2026-05-01,11.71067540126196
2026-05-02,7.8071169341746405
2026-05-03,6.5059307784788665
2026-05-04,11.060082323414074
2026-05-05,12.361268479109846
2026-05-06,13.66245463480562
2026-05-07,11.71067540126196
2026-05-08,11.060082323414074
2026-05-09,9.108303089870413
2026-05-10,7.8071169341746405
2026-05-11,10.409489245566187
2026-05-12,9.7588961677183
2026-05-13,10.409489245566187
2026-05-14,9.7588961677183
2026-05-15,9.108303089870413
2026-05-16,9.108303089870413
2026-05-17,10.409489245566187
2026-05-18,17.56601310189294
2026-05-19,18.216606179740825
2026-05-20,16.915420024045055
2026-05-21,15.614233868349281
2026-05-22,14.963640790501394
2026-05-23,13.66245463480562
2026-05-24,12.361268479109846
2026-05-25,10.409489245566187
2026-05-26,12.361268479109846
2026-05-27,13.66245463480562
2026-05-28,11.71067540126196
2026-05-29,10.409489245566187
2026-05-30,9.108303089870413
2026-05-31,7.1565238563267535
