query,left_file,right_file,left_start,left_end,right_start,right_end,overlap_start,overlap_end,overlap_days,valid_ratio_days,overlap_corr,median_ratio_right_over_left,mean_ratio_right_over_left,ratio_std,ratio_cv,mean_abs_pct_diff,median_abs_pct_diff,abnormal_flag,flag_reason
2024_united_states_elections_results,gt_2024_united_states_elections_results_2022-08-29_2023-05-25.csv,gt_2024_united_states_elections_results_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,,,0,0,,,,,,,,1,short_overlap
2024_united_states_elections_results,gt_2024_united_states_elections_results_2023-04-26_2024-01-20.csv,gt_2024_united_states_elections_results_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,1,0.999999999999999,0.05,0.05,,,180.95238095238096,180.95238095238096,1,large_scale_shift;large_average_difference
2024_united_states_elections_results,gt_2024_united_states_elections_results_2025-04-15_2026-01-09.csv,gt_2024_united_states_elections_results_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,,,0,0,,,,,,,,1,short_overlap
2024_us_election_results,gt_2024_us_election_results_2023-04-26_2024-01-20.csv,gt_2024_us_election_results_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,1,1.0,0.32,0.32,,,103.03030303030303,103.03030303030303,1,large_scale_shift;large_average_difference
2024_us_election_results,gt_2024_us_election_results_2025-04-15_2026-01-09.csv,gt_2024_us_election_results_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,24,0.9986297905937821,3.5,3.4555583305583304,0.1121595694272837,0.032457727145112775,110.16940539102961,111.11111111111111,1,large_scale_shift;large_average_difference
49ers,gt_49ers_2022-08-29_2023-05-25.csv,gt_49ers_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.8977854892691178,1.0,1.3833333333333333,0.552163976977188,0.3991546821521841,24.666666666666668,0.0,1,unstable_ratio
49ers,gt_49ers_2023-04-26_2024-01-20.csv,gt_49ers_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,30,0.9990981415879648,0.4,0.3946052882696644,0.06494831664190814,0.1645905885516768,87.44248520594807,85.71428571428571,1,large_scale_shift;large_average_difference
49ers,gt_49ers_2023-12-22_2024-09-16.csv,gt_49ers_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.9987368238943453,3.0,3.1878443420378906,0.6089702579921726,0.19102885607108305,102.68765844226878,100.0,1,large_scale_shift;large_average_difference
49ers,gt_49ers_2024-08-18_2025-05-14.csv,gt_49ers_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.93948625320921,0.6666666666666666,0.7138888888888889,0.23127513152590443,0.32396516478336806,37.39682539682539,40.0,1,unstable_ratio;large_scale_shift;large_average_difference
49ers,gt_49ers_2025-04-15_2026-01-09.csv,gt_49ers_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9997621838944297,0.5714285714285714,0.5677397100254243,0.06941351056741352,0.12226291263703408,55.65518807871749,54.54545454545454,1,large_scale_shift;large_average_difference
80_for_brady,gt_80_for_brady_2022-08-29_2023-05-25.csv,gt_80_for_brady_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.9947764215021773,7.633333333333333,7.647600732600733,0.4756378735836585,0.062194391445682534,153.6082563193128,153.66726296958856,1,large_scale_shift;large_average_difference
80_for_brady,gt_80_for_brady_2023-04-26_2024-01-20.csv,gt_80_for_brady_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,28,0.994010107938661,8.145833333333332,8.072330150008721,0.4685982566743821,0.058049937002870956,155.7962564399301,156.2640099626401,1,large_scale_shift;large_average_difference
80_for_brady,gt_80_for_brady_2023-12-22_2024-09-16.csv,gt_80_for_brady_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,3,0.999111898640758,0.36,0.3694824016563147,0.01895227736457705,0.05129412735117514,92.11816305469556,94.11764705882352,1,large_scale_shift;large_average_difference
80_for_brady,gt_80_for_brady_2024-08-18_2025-05-14.csv,gt_80_for_brady_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,2,0.9999916824874324,2.625874125874126,2.625874125874126,0.014834407996920469,0.0056493218203984745,89.68085106382978,89.68085106382978,1,large_scale_shift;large_average_difference
all_quiet_on_the_western_front,gt_all_quiet_on_the_western_front_2022-01-01_2022-09-27.csv,gt_all_quiet_on_the_western_front_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,23,0.9842692872466583,0.038461538461538464,0.03881236298680952,0.006661531462609905,0.17163426676375884,185.0702185305394,185.1851851851852,1,large_scale_shift;large_average_difference
all_quiet_on_the_western_front,gt_all_quiet_on_the_western_front_2022-08-29_2023-05-25.csv,gt_all_quiet_on_the_western_front_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.5286903185879693,36.5,38.56666666666667,6.134601318205881,0.15906485699755957,189.69736793332805,189.33333333333334,1,low_overlap_correlation;large_scale_shift;large_average_difference
amanda_aldridge,gt_amanda_aldridge_2022-08-29_2023-05-25.csv,gt_amanda_aldridge_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,,,0,0,,,,,,,,1,short_overlap
amanda_aldridge,gt_amanda_aldridge_2023-04-26_2024-01-20.csv,gt_amanda_aldridge_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,,,0,0,,,,,,,,1,short_overlap
amanda_aldridge,gt_amanda_aldridge_2023-12-22_2024-09-16.csv,gt_amanda_aldridge_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,,,0,0,,,,,,,,1,short_overlap
amanda_aldridge,gt_amanda_aldridge_2024-08-18_2025-05-14.csv,gt_amanda_aldridge_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,,,0,0,,,,,,,,1,short_overlap
amber_rose,gt_amber_rose_2022-01-01_2022-09-27.csv,gt_amber_rose_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9996169504914948,1.5278637770897832,1.5224485998750703,0.03511613853337934,0.023065565915500144,41.394293961448476,41.76356589147287,1,large_scale_shift;large_average_difference
amber_rose,gt_amber_rose_2022-08-29_2023-05-25.csv,gt_amber_rose_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.9992879290124688,0.7423963133640553,0.7423600029475929,0.017739805734878645,0.023896499898218508,29.59674447646862,29.56891317547055,1,large_scale_shift;large_average_difference
amber_rose,gt_amber_rose_2023-04-26_2024-01-20.csv,gt_amber_rose_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,18,0.7398709229636001,0.039351851851851846,0.037525153196204,0.009186850873587605,0.2448184775036957,185.56148749319078,184.85714285714286,1,low_overlap_correlation;large_scale_shift;large_average_difference
amber_rose,gt_amber_rose_2023-12-22_2024-09-16.csv,gt_amber_rose_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,25,0.5793560845808486,21.0,22.08,4.94907398745799,0.22414284363487277,181.98825503582535,181.8181818181818,1,low_overlap_correlation;large_scale_shift;large_average_difference
amber_rose,gt_amber_rose_2024-08-18_2025-05-14.csv,gt_amber_rose_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.9956300103814119,2.1818181818181817,2.1816828322749378,0.052389098220495506,0.024013159679066212,74.24773992713942,74.28571428571429,1,large_scale_shift;large_average_difference
amber_rose,gt_amber_rose_2025-04-15_2026-01-09.csv,gt_amber_rose_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9933625021869913,0.48148148148148145,0.49123572786223807,0.01725283725887081,0.035121299775877024,68.26836915435501,70.0,1,large_scale_shift;large_average_difference
amc,gt_amc_2023-04-26_2024-01-20.csv,gt_amc_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,30,0.9993604278135615,1.3333333333333333,1.3382207109064639,0.020975930228809184,0.015674492300003954,28.916478002648667,28.57142857142857,1,large_scale_shift;large_average_difference
amc,gt_amc_2024-08-18_2025-05-14.csv,gt_amc_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.9992989820252249,1.3688586545729402,1.3666799293280036,0.01684992337477477,0.012329092579167292,30.978556791955423,31.142241379310345,1,large_scale_shift;large_average_difference
arizona_election_results,gt_arizona_election_results_2025-04-15_2026-01-09.csv,gt_arizona_election_results_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,3,0.9984762806989921,9.0,9.148148148148147,0.5701779377163211,0.06232714298923349,160.50242919777224,160.0,1,large_scale_shift;large_average_difference
artistic_swimming_olympics,gt_artistic_swimming_olympics_2022-08-29_2023-05-25.csv,gt_artistic_swimming_olympics_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,,,0,0,,,,,,,,1,short_overlap
artistic_swimming_olympics,gt_artistic_swimming_olympics_2023-04-26_2024-01-20.csv,gt_artistic_swimming_olympics_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,,,0,0,,,,,,,,1,short_overlap
atlanta_braves,gt_atlanta_braves_2023-04-26_2024-01-20.csv,gt_atlanta_braves_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,30,0.9154903633375853,1.9285714285714286,1.9346031746031747,0.12249480901860839,0.06331779593183728,63.471988795518214,63.33333333333333,1,large_scale_shift;large_average_difference
atlanta_braves,gt_atlanta_braves_2023-12-22_2024-09-16.csv,gt_atlanta_braves_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.999088005364481,0.5,0.49968124400323094,0.0076905098536188725,0.015390831546939444,66.7301213732453,66.66666666666666,1,large_scale_shift;large_average_difference
atlanta_braves,gt_atlanta_braves_2024-08-18_2025-05-14.csv,gt_atlanta_braves_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.9987341915030277,2.16025641025641,2.171928649904737,0.04234171702529536,0.01949498526443422,73.87211823957084,73.42747111681643,1,large_scale_shift;large_average_difference
australian_open,gt_australian_open_2022-01-01_2022-09-27.csv,gt_australian_open_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,8,0.6030226891555276,1.0,1.0,0.0,0.0,0.0,0.0,1,low_overlap_correlation
australian_open,gt_australian_open_2025-04-15_2026-01-09.csv,gt_australian_open_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,29,0.8878517630531799,0.037037037037037035,0.041102065703686255,0.01085392880612845,0.26407258662804894,184.24853091815282,185.71428571428572,1,unstable_ratio;large_scale_shift;large_average_difference
batman,gt_batman_2022-01-01_2022-09-27.csv,gt_batman_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9383402211130427,7.45,7.380079365079365,0.4290143138239598,0.058131395693919646,152.14682005169888,152.6610644257703,1,large_scale_shift;large_average_difference
batman,gt_batman_2022-08-29_2023-05-25.csv,gt_batman_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,30,0.9924969007332577,1.323055028462998,1.3210539385918894,0.01713671833264107,0.012972005027218713,27.655410490017903,27.81293952180028,1,large_average_difference
batman,gt_batman_2023-12-22_2024-09-16.csv,gt_batman_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.9989636644527223,0.7313432835820896,0.7311402715554131,0.004621995644753852,0.006321626402716283,31.063167207526288,31.03448275862069,1,large_scale_shift;large_average_difference
batman,gt_batman_2025-04-15_2026-01-09.csv,gt_batman_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9965801702049563,0.6582156611039796,0.6552913554981097,0.007414658543379888,0.011315056243560162,41.653996587245075,41.22315592903828,1,large_scale_shift;large_average_difference
bengals,gt_bengals_2022-01-01_2022-09-27.csv,gt_bengals_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9979326882770341,1.0,1.1299033816425124,0.30454349468752706,0.269530563086571,9.36739847454133,0.0,1,unstable_ratio
bengals,gt_bengals_2022-08-29_2023-05-25.csv,gt_bengals_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,24,0.7884627866534448,2.0,2.6597222222222223,0.849096090376367,0.31924239429294216,85.7834757834758,66.66666666666666,1,low_overlap_correlation;unstable_ratio;large_scale_shift;large_average_difference
bengals,gt_bengals_2023-12-22_2024-09-16.csv,gt_bengals_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.9997131111518957,0.5,0.523505757858699,0.05001149275066415,0.09553188670784954,62.830639497306166,66.66666666666666,1,large_scale_shift;large_average_difference
bengals,gt_bengals_2025-04-15_2026-01-09.csv,gt_bengals_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9995758985919926,3.0,2.9529783549783546,0.4065033549981521,0.13765876553508696,97.85204052080348,100.0,1,large_scale_shift;large_average_difference
biden,gt_biden_2022-01-01_2022-09-27.csv,gt_biden_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9995603467403663,1.6449579831932772,1.6481972222250858,0.029539028859540614,0.017922023202819486,48.93565439790596,48.768768768768766,1,large_scale_shift;large_average_difference
biden,gt_biden_2023-04-26_2024-01-20.csv,gt_biden_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,30,0.9078161080796493,0.06666666666666667,0.07110753642647911,0.013286111917996115,0.18684534137577877,173.50045295770894,175.0,1,large_scale_shift;large_average_difference
biden,gt_biden_2023-12-22_2024-09-16.csv,gt_biden_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.9888931289049608,7.0,7.008888888888889,1.1055739423565845,0.15773883134447145,149.09481736546664,150.0,1,large_scale_shift;large_average_difference
biden,gt_biden_2024-08-18_2025-05-14.csv,gt_biden_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.9599460491263181,1.4,1.4021825396825396,0.11096982327878971,0.07914078241475876,33.13861748846269,33.33333333333333,1,large_scale_shift;large_average_difference
biden,gt_biden_2025-04-15_2026-01-09.csv,gt_biden_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.964902064860987,7.333333333333333,7.481878306878306,0.4657458868107247,0.06224986129252478,152.7075191357335,152.0,1,large_scale_shift;large_average_difference
boebert_election,gt_boebert_election_2023-12-22_2024-09-16.csv,gt_boebert_election_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,2,0.9994455664695977,0.20714285714285713,0.20714285714285713,0.010101525445522092,0.048765984909417,131.37254901960785,131.37254901960785,1,large_scale_shift;large_average_difference
canelo,gt_canelo_2024-08-18_2025-05-14.csv,gt_canelo_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,9,0.9985135520625262,0.42857142857142855,0.489083820662768,0.2017582041354454,0.4125227529752232,72.18762718762717,80.0,1,unstable_ratio;large_scale_shift;large_average_difference
canelo,gt_canelo_2025-04-15_2026-01-09.csv,gt_canelo_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,1,0.8639910473065525,50.0,50.0,,,192.15686274509804,192.15686274509804,1,large_scale_shift;large_average_difference
carhartt,gt_carhartt_2022-01-01_2022-09-27.csv,gt_carhartt_2022-08-29_2023-05-25.csv,2022-01-01,2022-09-27,2022-08-29,2023-05-25,2022-08-29,2022-09-27,30,30,0.9749064725318313,2.6666666666666665,2.6725132275132273,0.13508943903163273,0.050547715775885384,90.94073540787582,90.9090909090909,1,large_scale_shift;large_average_difference
carhartt,gt_carhartt_2023-04-26_2024-01-20.csv,gt_carhartt_2023-12-22_2024-09-16.csv,2023-04-26,2024-01-20,2023-12-22,2024-09-16,2023-12-22,2024-01-20,30,30,0.9971544311579943,2.3801313628899834,2.3784752635687405,0.025409740806349584,0.010683205831715902,81.59691393955806,81.66139695314746,1,large_scale_shift;large_average_difference
carhartt,gt_carhartt_2023-12-22_2024-09-16.csv,gt_carhartt_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.9656430338704955,0.37966537966537967,0.37741692979137353,0.011237227858493204,0.029774042899201308,90.41731466612607,89.92562542258284,1,large_scale_shift;large_average_difference
carhartt,gt_carhartt_2025-04-15_2026-01-09.csv,gt_carhartt_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9996368156147906,1.5370879120879122,1.5380622887439273,0.01619674198567737,0.010530615115012402,42.393239341117464,42.33888177550149,1,large_scale_shift;large_average_difference
chase,gt_chase_2023-12-22_2024-09-16.csv,gt_chase_2024-08-18_2025-05-14.csv,2023-12-22,2024-09-16,2024-08-18,2025-05-14,2024-08-18,2024-09-16,30,30,0.9980827268872741,0.6344689760182718,0.6349841815657331,0.004761171431933514,0.00749809455125874,44.65269029832723,44.72784269022514,1,large_scale_shift;large_average_difference
chicago_bears,gt_chicago_bears_2024-08-18_2025-05-14.csv,gt_chicago_bears_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,30,0.9954174467020145,0.75,0.7778811928811931,0.057808382325179535,0.07431518187380665,25.205645117409816,28.57142857142857,1,large_average_difference
chicago_bears,gt_chicago_bears_2025-04-15_2026-01-09.csv,gt_chicago_bears_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9996427439074395,0.47213622291021673,0.47392515187959333,0.02303034075199378,0.04859489027044703,71.4483147777708,71.71428571428572,1,large_scale_shift;large_average_difference
chiefs,gt_chiefs_2022-08-29_2023-05-25.csv,gt_chiefs_2023-04-26_2024-01-20.csv,2022-08-29,2023-05-25,2023-04-26,2024-01-20,2023-04-26,2023-05-25,30,23,0.7415130770279624,1.0,0.8876811594202898,0.20039212766702658,0.2257478662697932,14.575569358178052,0.0,1,low_overlap_correlation
chiefs,gt_chiefs_2024-08-18_2025-05-14.csv,gt_chiefs_2025-04-15_2026-01-09.csv,2024-08-18,2025-05-14,2025-04-15,2026-01-09,2025-04-15,2025-05-14,30,21,0.6106004526848984,1.0,1.4285714285714286,0.6761234037828133,0.4732863826479693,25.396825396825392,0.0,1,low_overlap_correlation;unstable_ratio;large_average_difference
chiefs,gt_chiefs_2025-04-15_2026-01-09.csv,gt_chiefs_2025-12-11_2026-05-31.csv,2025-04-15,2026-01-09,2025-12-11,2026-05-31,2025-12-11,2026-01-09,30,30,0.9997860174811272,1.30625,1.2981883394383396,0.13920949383816456,0.1072336652618475,25.309158297337383,26.55699177438308,1,large_average_difference
