Time,food near me
2025-06-25,44.0
2025-06-26,46.0
2025-06-27,56.0
2025-06-28,68.0
2025-06-29,68.0
2025-06-30,46.0
2025-07-01,45.0
2025-07-02,49.0
2025-07-03,54.0
2025-07-04,69.0
2025-07-05,71.0
2025-07-06,68.0
2025-07-07,47.0
2025-07-08,44.0
2025-07-09,49.0
2025-07-10,47.0
2025-07-11,53.0
2025-07-12,69.0
2025-07-13,69.0
2025-07-14,48.0
2025-07-15,47.0
2025-07-16,48.0
2025-07-17,45.0
2025-07-18,56.0
2025-07-19,67.0
2025-07-20,69.0
2025-07-21,47.0
2025-07-22,47.0
2025-07-23,51.0
2025-07-24,47.0
2025-07-25,55.0
2025-07-26,68.0
2025-07-27,69.0
2025-07-28,49.0
2025-07-29,43.0
2025-07-30,43.0
2025-07-31,47.0
2025-08-01,56.0
2025-08-02,68.0
2025-08-03,71.0
2025-08-04,48.0
2025-08-05,43.0
2025-08-06,47.0
2025-08-07,49.0
2025-08-08,54.0
2025-08-09,71.0
2025-08-10,73.0
2025-08-11,46.0
2025-08-12,43.0
2025-08-13,45.0
2025-08-14,46.0
2025-08-15,51.0
2025-08-16,68.0
2025-08-17,68.0
2025-08-18,46.0
2025-08-19,41.0
2025-08-20,44.0
2025-08-21,44.0
2025-08-22,51.0
2025-08-23,69.0
2025-08-24,68.0
2025-08-25,42.0
2025-08-26,38.0
2025-08-27,41.0
2025-08-28,41.0
2025-08-29,50.0
2025-08-30,63.0
2025-08-31,73.0
2025-09-01,62.0
2025-09-02,36.0
2025-09-03,37.0
2025-09-04,37.0
2025-09-05,43.0
2025-09-06,59.0
2025-09-07,60.0
2025-09-08,36.0
2025-09-09,36.0
2025-09-10,36.0
2025-09-11,37.0
2025-09-12,44.0
2025-09-13,61.0
2025-09-14,59.0
2025-09-15,34.0
2025-09-16,35.0
2025-09-17,40.0
2025-09-18,36.0
2025-09-19,44.0
2025-09-20,67.0
2025-09-21,63.0
2025-09-22,37.0
2025-09-23,38.0
2025-09-24,37.0
2025-09-25,37.0
2025-09-26,47.0
2025-09-27,67.0
2025-09-28,61.0
2025-09-29,37.0
2025-09-30,39.0
2025-10-01,41.0
2025-10-02,36.0
2025-10-03,47.0
2025-10-04,66.0
2025-10-05,60.0
2025-10-06,36.0
2025-10-07,35.0
2025-10-08,37.0
2025-10-09,40.0
2025-10-10,55.0
2025-10-11,65.0
2025-10-12,59.0
2025-10-13,40.0
2025-10-14,37.0
2025-10-15,39.0
2025-10-16,40.0
2025-10-17,53.0
2025-10-18,66.0
2025-10-19,61.0
2025-10-20,38.0
2025-10-21,36.0
2025-10-22,40.0
2025-10-23,40.0
2025-10-24,51.0
2025-10-25,65.0
2025-10-26,58.0
2025-10-27,39.0
2025-10-28,35.0
2025-10-29,39.0
2025-10-30,39.0
2025-10-31,47.0
2025-11-01,73.0
2025-11-02,57.0
2025-11-03,38.0
2025-11-04,37.0
2025-11-05,36.0
2025-11-06,39.0
2025-11-07,47.0
2025-11-08,69.0
2025-11-09,56.0
2025-11-10,36.0
2025-11-11,42.0
2025-11-12,35.0
2025-11-13,39.0
2025-11-14,42.0
2025-11-15,63.0
2025-11-16,55.0
2025-11-17,35.0
2025-11-18,35.0
2025-11-19,39.0
2025-11-20,39.0
2025-11-21,45.0
2025-11-22,65.0
2025-11-23,59.0
2025-11-24,42.0
2025-11-25,40.0
2025-11-26,47.0
2025-11-27,57.0
2025-11-28,45.0
2025-11-29,50.0
2025-11-30,51.0
2025-12-01,34.0
2025-12-02,35.0
2025-12-03,36.0
2025-12-04,36.0
2025-12-05,42.0
2025-12-06,60.0
2025-12-07,57.0
2025-12-08,36.0
2025-12-09,35.0
2025-12-10,38.0
2025-12-11,39.0
2025-12-12,46.0
2025-12-13,63.0
2025-12-14,58.0
2025-12-15,39.0
2025-12-16,39.0
2025-12-17,41.0
2025-12-18,42.0
2025-12-19,47.0
2025-12-20,59.0
2025-12-21,56.0
2025-12-22,46.0
2025-12-23,49.0
2025-12-24,58.0
2025-12-25,100.0
2025-12-26,62.0
2025-12-27,56.0
2025-12-28,55.0
2025-12-29,46.0
2025-12-30,48.0
2025-12-31,57.0
2026-01-01,77.0
2026-01-02,55.0
2026-01-03,57.0
2026-01-04,52.0
2026-01-05,37.0
2026-01-06,36.0
2026-01-07,38.0
2026-01-08,39.0
2026-01-09,46.0
2026-01-10,61.0
2026-01-11,54.0
2026-01-12,36.0
2026-01-13,40.0
2026-01-14,38.0
2026-01-15,39.0
2026-01-16,43.0
2026-01-17,59.0
2026-01-18,56.0
2026-01-19,47.0
2026-01-20,36.0
2026-01-21,38.0
2026-01-22,37.0
2026-01-23,43.0
2026-01-24,50.0
2026-01-25,44.0
2026-01-26,38.0
2026-01-27,35.0
2026-01-28,35.0
2026-01-29,37.0
2026-01-30,42.0
2026-01-31,60.0
2026-02-01,57.0
2026-02-02,40.0
2026-02-03,39.0
2026-02-04,41.0
2026-02-05,44.0
2026-02-06,48.0
2026-02-07,63.0
2026-02-08,56.0
2026-02-09,37.0
2026-02-10,42.0
2026-02-11,41.0
2026-02-12,41.0
2026-02-13,50.0
2026-02-14,73.0
2026-02-15,69.0
2026-02-16,53.0
2026-02-17,46.0
2026-02-18,42.0
2026-02-19,47.0
2026-02-20,51.0
2026-02-21,69.0
2026-02-22,64.0
2026-02-23,48.0
2026-02-24,44.0
2026-02-25,43.0
2026-02-26,51.0
2026-02-27,57.0
2026-02-28,64.0
2026-03-01,60.0
2026-03-02,40.0
2026-03-03,39.0
2026-03-04,41.0
2026-03-05,43.0
2026-03-06,47.0
2026-03-07,69.0
2026-03-08,68.0
2026-03-09,45.0
2026-03-10,44.0
2026-03-11,44.0
2026-03-12,44.0
2026-03-13,51.0
2026-03-14,70.0
2026-03-15,65.0
2026-03-16,44.0
2026-03-17,44.0
2026-03-18,46.0
2026-03-19,47.0
2026-03-20,54.0
2026-03-21,73.0
2026-03-22,66.0
2026-03-23,44.0
2026-03-24,41.0
2026-03-25,53.0
2026-03-26,50.0
2026-03-27,60.0
2026-03-28,82.0
2026-03-29,82.0
2026-03-30,56.0
2026-03-31,47.0
2026-04-01,43.0
2026-04-02,46.0
2026-04-03,56.0
2026-04-04,66.0
2026-04-05,66.0
2026-04-06,48.0
2026-04-07,46.0
2026-04-08,49.0
2026-04-09,49.0
2026-04-10,54.0
2026-04-11,72.0
2026-04-12,64.0
2026-04-13,38.0
2026-04-14,41.0
2026-04-15,43.0
2026-04-16,42.0
2026-04-17,48.0
2026-04-18,67.0
2026-04-19,68.0
2026-04-20,43.0
2026-04-21,43.0
2026-04-22,43.0
2026-04-23,47.0
2026-04-24,51.0
2026-04-25,67.0
2026-04-26,68.0
2026-04-27,43.0
2026-04-28,42.0
2026-04-29,42.0
2026-04-30,48.0
2026-05-01,52.0
2026-05-02,72.0
2026-05-03,68.0
2026-05-04,44.0
2026-05-05,47.0
2026-05-06,47.0
2026-05-07,45.0
2026-05-08,56.0
2026-05-09,61.0
2026-05-10,70.0
2026-05-11,42.0
2026-05-12,41.0
2026-05-13,42.0
2026-05-14,47.0
2026-05-15,51.0
2026-05-16,71.0
2026-05-17,67.0
2026-05-18,46.0
2026-05-19,42.0
2026-05-20,48.0
2026-05-21,49.0
2026-05-22,58.0
2026-05-23,71.0
2026-05-24,70.0
2026-05-25,63.0
2026-05-26,47.0
2026-05-27,47.0
2026-05-28,48.0
2026-05-29,60.0
2026-05-30,73.0
2026-05-31,70.0
