Time,pittsburgh_steelers
2023-02-16,2.6359832635983267
2023-02-17,2.6359832635983267
2023-02-18,2.6359832635983267
2023-02-19,2.6359832635983267
2023-02-20,2.6359832635983267
2023-02-21,2.6359832635983267
2023-02-22,2.6359832635983267
2023-02-23,2.6359832635983267
2023-02-24,2.6359832635983267
2023-02-25,2.6359832635983267
2023-02-26,3.5146443514644354
2023-02-27,3.5146443514644354
2023-02-28,3.5146443514644354
2023-03-01,3.5146443514644354
2023-03-02,2.6359832635983267
2023-03-03,3.5146443514644354
2023-03-04,2.6359832635983267
2023-03-05,2.6359832635983267
2023-03-06,2.6359832635983267
2023-03-07,3.5146443514644354
2023-03-08,2.6359832635983267
2023-03-09,2.6359832635983267
2023-03-10,3.5146443514644354
2023-03-11,3.5146443514644354
2023-03-12,3.5146443514644354
2023-03-13,7.029288702928871
2023-03-14,7.90794979079498
2023-03-15,7.029288702928871
2023-03-16,5.271966527196653
2023-03-17,5.271966527196653
2023-03-18,5.271966527196653
2023-03-19,6.150627615062762
2023-03-20,5.271966527196653
2023-03-21,4.393305439330544
2023-03-22,4.393305439330544
2023-03-23,4.393305439330544
2023-03-24,5.271966527196653
2023-03-25,5.271966527196653
2023-03-26,6.150627615062762
2023-03-27,4.393305439330544
2023-03-28,4.393305439330544
2023-03-29,3.5146443514644354
2023-03-30,4.393305439330544
2023-03-31,6.150627615062762
2023-04-01,6.150627615062762
2023-04-02,3.5146443514644354
2023-04-03,4.393305439330544
2023-04-04,3.5146443514644354
2023-04-05,3.5146443514644354
2023-04-06,3.5146443514644354
2023-04-07,3.5146443514644354
2023-04-08,4.393305439330544
2023-04-09,3.5146443514644354
2023-04-10,3.5146443514644354
2023-04-11,3.5146443514644354
2023-04-12,3.5146443514644354
2023-04-13,2.6359832635983267
2023-04-14,3.5146443514644354
2023-04-15,3.5146443514644354
2023-04-16,3.5146443514644354
2023-04-17,3.5146443514644354
2023-04-18,4.393305439330544
2023-04-19,4.393305439330544
2023-04-20,3.5146443514644354
2023-04-21,3.5146443514644354
2023-04-22,3.5146443514644354
2023-04-23,3.5146443514644354
2023-04-24,3.5146443514644354
2023-04-25,3.5146443514644354
2023-04-26,3.5146443514644354
2023-04-27,4.393305439330544
2023-04-28,16.694560669456067
2023-04-29,21.087866108786613
2023-04-30,10.98326359832636
2023-05-01,7.029288702928871
2023-05-02,4.393305439330544
2023-05-03,4.393305439330544
2023-05-04,4.393305439330544
2023-05-05,3.5146443514644354
2023-05-06,3.5146443514644354
2023-05-07,3.5146443514644354
2023-05-08,5.271966527196653
2023-05-09,5.271966527196653
2023-05-10,4.393305439330544
2023-05-11,5.271966527196653
2023-05-12,10.543933054393307
2023-05-13,5.271966527196653
2023-05-14,4.393305439330544
2023-05-15,4.393305439330544
2023-05-16,4.393305439330544
2023-05-17,5.7112970711297075
2023-05-18,4.393305439330544
2023-05-19,3.5146443514644354
2023-05-20,5.271966527196653
2023-05-21,4.393305439330544
2023-05-22,3.5146443514644354
2023-05-23,3.5146443514644354
2023-05-24,3.5146443514644354
2023-05-25,3.5146443514644354
2023-05-26,3.5146443514644354
2023-05-27,4.393305439330544
2023-05-28,7.029288702928871
2023-05-29,3.5146443514644354
2023-05-30,4.393305439330544
2023-05-31,3.5146443514644354
2023-06-01,3.5146443514644354
2023-06-02,3.5146443514644354
2023-06-03,3.5146443514644354
2023-06-04,3.5146443514644354
2023-06-05,3.5146443514644354
2023-06-06,3.5146443514644354
2023-06-07,3.5146443514644354
2023-06-08,2.6359832635983267
2023-06-09,3.5146443514644354
2023-06-10,4.393305439330544
2023-06-11,7.029288702928871
2023-06-12,4.393305439330544
2023-06-13,3.5146443514644354
2023-06-14,3.5146443514644354
2023-06-15,3.5146443514644354
2023-06-16,3.5146443514644354
2023-06-17,3.5146443514644354
2023-06-18,3.5146443514644354
2023-06-19,3.5146443514644354
2023-06-20,3.5146443514644354
2023-06-21,4.393305439330544
2023-06-22,3.5146443514644354
2023-06-23,3.5146443514644354
2023-06-24,3.5146443514644354
2023-06-25,3.5146443514644354
2023-06-26,2.6359832635983267
2023-06-27,3.5146443514644354
2023-06-28,2.6359832635983267
2023-06-29,2.6359832635983267
2023-06-30,2.6359832635983267
2023-07-01,3.5146443514644354
2023-07-02,3.5146443514644354
2023-07-03,4.393305439330544
2023-07-04,4.393305439330544
2023-07-05,3.5146443514644354
2023-07-06,4.393305439330544
2023-07-07,3.5146443514644354
2023-07-08,2.6359832635983267
2023-07-09,3.5146443514644354
2023-07-10,3.5146443514644354
2023-07-11,3.5146443514644354
2023-07-12,3.5146443514644354
2023-07-13,3.5146443514644354
2023-07-14,2.6359832635983267
2023-07-15,2.6359832635983267
2023-07-16,3.5146443514644354
2023-07-17,3.5146443514644354
2023-07-18,2.6359832635983267
2023-07-19,3.5146443514644354
2023-07-20,3.5146443514644354
2023-07-21,2.6359832635983267
2023-07-22,3.5146443514644354
2023-07-23,3.5146443514644354
2023-07-24,3.5146443514644354
2023-07-25,3.5146443514644354
2023-07-26,4.393305439330544
2023-07-27,4.393305439330544
2023-07-28,4.393305439330544
2023-07-29,4.393305439330544
2023-07-30,5.271966527196653
2023-07-31,4.393305439330544
2023-08-01,4.393305439330544
2023-08-02,5.271966527196653
2023-08-03,5.271966527196653
2023-08-04,5.271966527196653
2023-08-05,5.271966527196653
2023-08-06,5.271966527196653
2023-08-07,4.393305439330544
2023-08-08,4.393305439330544
2023-08-09,5.271966527196653
2023-08-10,5.271966527196653
2023-08-11,12.301255230125523
2023-08-12,20.209205020920503
2023-08-13,7.029288702928871
2023-08-14,6.150627615062762
2023-08-15,5.271966527196653
2023-08-16,5.271966527196653
2023-08-17,5.271966527196653
2023-08-18,6.150627615062762
2023-08-19,16.694560669456067
2023-08-20,21.087866108786613
2023-08-21,7.029288702928871
2023-08-22,6.150627615062762
2023-08-23,6.150627615062762
2023-08-24,10.543933054393307
2023-08-25,17.573221757322177
2023-08-26,7.90794979079498
2023-08-27,8.786610878661088
2023-08-28,7.029288702928871
2023-08-29,7.90794979079498
2023-08-30,7.90794979079498
2023-08-31,6.150627615062762
2023-09-01,6.150627615062762
2023-09-02,7.029288702928871
2023-09-03,8.786610878661088
2023-09-04,7.029288702928871
2023-09-05,6.150627615062762
2023-09-06,7.029288702928871
2023-09-07,7.029288702928871
2023-09-08,7.90794979079498
2023-09-09,8.786610878661088
2023-09-10,59.7489539748954
2023-09-11,14.93723849372385
2023-09-12,7.90794979079498
2023-09-13,6.150627615062762
2023-09-14,6.150627615062762
2023-09-15,5.271966527196653
2023-09-16,6.150627615062762
2023-09-17,15.81589958158996
2023-09-18,20.209205020920503
2023-09-19,70.2928870292887
2023-09-20,7.90794979079498
2023-09-21,7.029288702928871
2023-09-22,6.150627615062762
2023-09-23,7.029288702928871
2023-09-24,25.481171548117157
2023-09-25,57.99163179916319
2023-09-26,9.665271966527197
2023-09-27,7.029288702928871
2023-09-28,6.150627615062762
2023-09-29,6.150627615062762
2023-09-30,7.029288702928871
2023-10-01,55.35564853556486
2023-10-02,14.058577405857742
2023-10-03,7.90794979079498
2023-10-04,6.150627615062762
2023-10-05,5.271966527196653
2023-10-06,6.150627615062762
2023-10-07,6.150627615062762
2023-10-08,50.08368200836821
2023-10-09,14.058577405857742
2023-10-10,7.029288702928871
2023-10-11,5.271966527196653
2023-10-12,6.150627615062762
2023-10-13,6.150627615062762
2023-10-14,6.150627615062762
2023-10-15,22.84518828451883
2023-10-16,8.786610878661088
2023-10-17,6.150627615062762
2023-10-18,5.271966527196653
2023-10-19,5.271966527196653
2023-10-20,5.271966527196653
2023-10-21,7.029288702928871
2023-10-22,49.20502092050209
2023-10-23,15.81589958158996
2023-10-24,7.029288702928871
2023-10-25,6.150627615062762
2023-10-26,6.150627615062762
2023-10-27,6.150627615062762
2023-10-28,7.90794979079498
2023-10-29,42.17573221757323
2023-10-30,10.543933054393307
2023-10-31,7.90794979079498
2023-11-01,7.90794979079498
2023-11-02,17.573221757322177
2023-11-03,62.38493723849373
2023-11-04,10.543933054393307
2023-11-05,13.179916317991633
2023-11-06,9.665271966527197
2023-11-07,7.029288702928871
2023-11-08,5.271966527196653
2023-11-09,5.271966527196653
2023-11-10,5.271966527196653
2023-11-11,7.029288702928871
2023-11-12,51.84100418410042
2023-11-13,14.058577405857742
2023-11-14,7.90794979079498
2023-11-15,6.150627615062762
2023-11-16,5.271966527196653
2023-11-17,7.029288702928871
2023-11-18,6.150627615062762
2023-11-19,43.93305439330544
2023-11-20,12.301255230125523
2023-11-21,13.179916317991633
2023-11-22,7.90794979079498
2023-11-23,7.90794979079498
2023-11-24,7.029288702928871
2023-11-25,6.150627615062762
2023-11-26,43.93305439330544
2023-11-27,14.058577405857742
2023-11-28,7.029288702928871
2023-11-29,6.150627615062762
2023-11-30,6.150627615062762
2023-12-01,6.150627615062762
2023-12-02,7.029288702928871
2023-12-03,87.86610878661088
2023-12-04,15.81589958158996
2023-12-05,8.786610878661088
2023-12-06,7.029288702928871
2023-12-07,14.058577405857742
2023-12-08,53.59832635983264
2023-12-09,7.90794979079498
2023-12-10,14.93723849372385
2023-12-11,7.90794979079498
2023-12-12,6.150627615062762
2023-12-13,5.271966527196653
2023-12-14,6.150627615062762
2023-12-15,5.271966527196653
2023-12-16,31.63179916317992
2023-12-17,32.51046025104603
2023-12-18,9.665271966527197
2023-12-19,7.029288702928871
2023-12-20,5.271966527196653
2023-12-21,6.150627615062762
2023-12-22,6.999813183326465
2023-12-23,39.63533681860102
2023-12-24,33.423371062393805
2023-12-25,12.075414629228211
2023-12-26,8.924024920751183
2023-12-27,6.211965756207206
2023-12-28,5.42411832908795
2023-12-29,6.999813183326465
2023-12-30,7.787660610445721
2023-12-31,38.0596419643625
2024-01-01,31.499159324969092
2024-01-02,8.136177493631925
2024-01-03,7.787660610445721
2024-01-04,5.863448873021004
2024-01-05,7.787660610445721
2024-01-06,43.9230908373835
2024-01-07,64.13468296024364
2024-01-08,20.211592122860136
2024-01-09,8.57550803756498
2024-01-10,7.787660610445721
2024-01-11,6.999813183326465
2024-01-12,8.924024920751183
2024-01-13,22.923651287404113
2024-01-14,21.347956433165596
2024-01-15,69.5588012893316
2024-01-16,43.483760293450445
2024-01-17,5.863448873021004
2024-01-18,4.636270901968692
2024-01-19,4.28775401878249
2024-01-20,8.924024920751183
2024-01-21,9.061438962841276
2024-01-22,6.970337663724058
2024-01-23,3.485168831862029
2024-01-24,4.182202598234435
2024-01-25,3.485168831862029
2024-01-26,3.485168831862029
2024-01-27,3.485168831862029
2024-01-28,4.87923636460684
2024-01-29,4.182202598234435
2024-01-30,4.182202598234435
2024-01-31,4.182202598234435
2024-02-01,3.485168831862029
2024-02-02,2.788135065489623
2024-02-03,3.485168831862029
2024-02-04,3.485168831862029
2024-02-05,4.182202598234435
2024-02-06,3.485168831862029
2024-02-07,2.788135065489623
2024-02-08,3.485168831862029
2024-02-09,3.485168831862029
2024-02-10,3.485168831862029
2024-02-11,4.182202598234435
2024-02-12,5.576270130979246
2024-02-13,4.87923636460684
2024-02-14,3.485168831862029
2024-02-15,3.485168831862029
2024-02-16,3.485168831862029
2024-02-17,3.485168831862029
2024-02-18,3.485168831862029
2024-02-19,3.485168831862029
2024-02-20,3.485168831862029
2024-02-21,2.788135065489623
2024-02-22,3.485168831862029
2024-02-23,3.485168831862029
2024-02-24,3.485168831862029
2024-02-25,3.485168831862029
2024-02-26,2.788135065489623
2024-02-27,3.485168831862029
2024-02-28,3.485168831862029
2024-02-29,3.485168831862029
2024-03-01,3.485168831862029
2024-03-02,3.485168831862029
2024-03-03,3.485168831862029
2024-03-04,3.485168831862029
2024-03-05,3.485168831862029
2024-03-06,4.182202598234435
2024-03-07,4.182202598234435
2024-03-08,4.87923636460684
2024-03-09,6.273303897351652
2024-03-10,4.87923636460684
2024-03-11,11.849574028330899
2024-03-12,11.849574028330899
2024-03-13,11.152540261958492
2024-03-14,9.061438962841276
2024-03-15,12.546607794703304
2024-03-16,15.334742860192927
2024-03-17,17.425844159310145
2024-03-18,9.75847272921368
2024-03-19,8.36440519646887
2024-03-20,8.36440519646887
2024-03-21,6.970337663724058
2024-03-22,5.576270130979246
2024-03-23,5.576270130979246
2024-03-24,4.87923636460684
2024-03-25,4.87923636460684
2024-03-26,5.576270130979246
2024-03-27,5.576270130979246
2024-03-28,4.87923636460684
2024-03-29,4.182202598234435
2024-03-30,4.87923636460684
2024-03-31,4.87923636460684
2024-04-01,4.182202598234435
2024-04-02,4.87923636460684
2024-04-03,4.87923636460684
2024-04-04,4.182202598234435
2024-04-05,4.182202598234435
2024-04-06,4.182202598234435
2024-04-07,4.87923636460684
2024-04-08,3.485168831862029
2024-04-09,4.182202598234435
2024-04-10,3.485168831862029
2024-04-11,3.485168831862029
2024-04-12,4.182202598234435
2024-04-13,4.182202598234435
2024-04-14,4.182202598234435
2024-04-15,4.182202598234435
2024-04-16,3.485168831862029
2024-04-17,4.182202598234435
2024-04-18,3.485168831862029
2024-04-19,4.182202598234435
2024-04-20,3.485168831862029
2024-04-21,3.485168831862029
2024-04-22,3.485168831862029
2024-04-23,4.182202598234435
2024-04-24,4.87923636460684
2024-04-25,5.576270130979246
2024-04-26,13.940675327448115
2024-04-27,19.51694545842736
2024-04-28,9.75847272921368
2024-04-29,5.576270130979246
2024-04-30,5.576270130979246
2024-05-01,5.576270130979246
2024-05-02,5.576270130979246
2024-05-03,4.87923636460684
2024-05-04,4.182202598234435
2024-05-05,4.182202598234435
2024-05-06,3.485168831862029
2024-05-07,4.182202598234435
2024-05-08,4.182202598234435
2024-05-09,4.182202598234435
2024-05-10,3.485168831862029
2024-05-11,4.182202598234435
2024-05-12,4.87923636460684
2024-05-13,4.182202598234435
2024-05-14,4.87923636460684
2024-05-15,6.273303897351652
2024-05-16,11.152540261958492
2024-05-17,5.576270130979246
2024-05-18,4.87923636460684
2024-05-19,4.182202598234435
2024-05-20,3.485168831862029
2024-05-21,4.182202598234435
2024-05-22,4.182202598234435
2024-05-23,3.485168831862029
2024-05-24,4.182202598234435
2024-05-25,4.182202598234435
2024-05-26,5.576270130979246
2024-05-27,3.485168831862029
2024-05-28,3.485168831862029
2024-05-29,4.182202598234435
2024-05-30,3.485168831862029
2024-05-31,3.485168831862029
2024-06-01,3.485168831862029
2024-06-02,3.485168831862029
2024-06-03,3.485168831862029
2024-06-04,3.485168831862029
2024-06-05,4.182202598234435
2024-06-06,4.87923636460684
2024-06-07,3.485168831862029
2024-06-08,3.485168831862029
2024-06-09,3.485168831862029
2024-06-10,4.182202598234435
2024-06-11,4.182202598234435
2024-06-12,3.485168831862029
2024-06-13,3.485168831862029
2024-06-14,4.87923636460684
2024-06-15,4.87923636460684
2024-06-16,5.576270130979246
2024-06-17,4.182202598234435
2024-06-18,3.485168831862029
2024-06-19,3.485168831862029
2024-06-20,3.485168831862029
2024-06-21,6.273303897351652
2024-06-22,4.182202598234435
2024-06-23,4.182202598234435
2024-06-24,3.485168831862029
2024-06-25,3.485168831862029
2024-06-26,3.485168831862029
2024-06-27,3.485168831862029
2024-06-28,3.485168831862029
2024-06-29,3.485168831862029
2024-06-30,3.485168831862029
2024-07-01,3.485168831862029
2024-07-02,2.788135065489623
2024-07-03,2.788135065489623
2024-07-04,3.485168831862029
2024-07-05,2.788135065489623
2024-07-06,4.87923636460684
2024-07-07,6.273303897351652
2024-07-08,8.36440519646887
2024-07-09,5.576270130979246
2024-07-10,4.182202598234435
2024-07-11,3.485168831862029
2024-07-12,2.788135065489623
2024-07-13,3.485168831862029
2024-07-14,3.485168831862029
2024-07-15,2.788135065489623
2024-07-16,3.485168831862029
2024-07-17,4.182202598234435
2024-07-18,4.182202598234435
2024-07-19,3.485168831862029
2024-07-20,3.485168831862029
2024-07-21,5.576270130979246
2024-07-22,4.182202598234435
2024-07-23,4.182202598234435
2024-07-24,4.182202598234435
2024-07-25,5.576270130979246
2024-07-26,7.6673714300964635
2024-07-27,9.061438962841276
2024-07-28,4.87923636460684
2024-07-29,4.182202598234435
2024-07-30,5.576270130979246
2024-07-31,4.182202598234435
2024-08-01,4.87923636460684
2024-08-02,4.87923636460684
2024-08-03,4.87923636460684
2024-08-04,4.87923636460684
2024-08-05,4.87923636460684
2024-08-06,8.36440519646887
2024-08-07,10.455506495586086
2024-08-08,9.75847272921368
2024-08-09,16.72881039293774
2024-08-10,23.699148056661798
2024-08-11,9.061438962841276
2024-08-12,7.6673714300964635
2024-08-13,8.36440519646887
2024-08-14,9.061438962841276
2024-08-15,7.6673714300964635
2024-08-16,7.6673714300964635
2024-08-17,17.425844159310145
2024-08-18,25.485297082991085
2024-08-19,8.495099027663695
2024-08-20,6.491126949343029
2024-08-21,6.491126949343029
2024-08-22,6.0119162349619995
2024-08-23,6.839643832529232
2024-08-24,23.00211429028939
2024-08-25,12.503043184305028
2024-08-26,8.843615910849898
2024-08-27,8.495099027663695
2024-08-28,8.495099027663695
2024-08-29,7.318854546910261
2024-08-30,6.839643832529232
2024-08-31,6.839643832529232
2024-09-01,9.322826625230928
2024-09-02,6.839643832529232
2024-09-03,6.0119162349619995
2024-09-04,6.0119162349619995
2024-09-05,7.6673714300964635
2024-09-06,7.6673714300964635
2024-09-07,9.67134350841713
2024-09-08,60.99045455758551
2024-09-09,16.51098734094636
2024-09-10,9.322826625230928
2024-09-11,7.318854546910261
2024-09-12,6.491126949343029
