Time,lowes
2022-09-19,46.04364545279754
2022-09-20,47.03393578158047
2022-09-21,47.03393578158047
2022-09-22,44.06306479523169
2022-09-23,46.04364545279754
2022-09-24,57.92712939819266
2022-09-25,57.92712939819266
2022-09-26,48.024226110363394
2022-09-27,47.53393578158047
2022-09-28,45.10671024802923
2022-09-29,44.12612959046338
2022-09-30,49.02903287829264
2022-10-01,60.79600076908287
2022-10-02,61.776581426648725
2022-10-03,48.04845222072679
2022-10-04,46.08729090559508
2022-10-05,46.08729090559508
2022-10-06,45.10671024802923
2022-10-07,46.08729090559508
2022-10-08,57.85425879638532
2022-10-09,57.85425879638532
2022-10-10,51.970774850990196
2022-10-11,47.067871563160935
2022-10-12,45.10671024802923
2022-10-13,44.12612959046338
2022-10-14,46.08729090559508
2022-10-15,53.9319361661219
2022-10-16,53.9319361661219
2022-10-17,47.067871563160935
2022-10-18,45.10671024802923
2022-10-19,45.10671024802923
2022-10-20,44.12612959046338
2022-10-21,45.10671024802923
2022-10-22,57.85425879638532
2022-10-23,54.91251682368775
2022-10-24,43.14554893289752
2022-10-25,43.14554893289752
2022-10-26,44.12612959046338
2022-10-27,45.10671024802923
2022-10-28,44.12612959046338
2022-10-29,52.95135550855605
2022-10-30,52.95135550855605
2022-10-31,42.16496827533167
2022-11-01,41.184387617765815
2022-11-02,44.12612959046338
2022-11-03,45.10671024802923
2022-11-04,46.08729090559508
2022-11-05,58.83483945395117
2022-11-06,56.873678138819464
2022-11-07,48.04845222072679
2022-11-08,43.14554893289752
2022-11-09,41.184387617765815
2022-11-10,47.067871563160935
2022-11-11,50.00961353585849
2022-11-12,58.83483945395117
2022-11-13,61.776581426648725
2022-11-14,50.990194193424344
2022-11-15,48.04845222072679
2022-11-16,48.04845222072679
2022-11-17,52.95135550855605
2022-11-18,51.970774850990196
2022-11-19,64.71832339934629
2022-11-20,71.58238800230725
2022-11-21,54.91251682368775
2022-11-22,53.9319361661219
2022-11-23,59.81542011151702
2022-11-24,69.62122668717555
2022-11-25,98.05806575658528
2022-11-26,70.6018073447414
2022-11-27,66.679484714478
2022-11-28,55.893097481253605
2022-11-29,50.00961353585849
2022-11-30,47.067871563160935
2022-12-01,47.067871563160935
2022-12-02,47.067871563160935
2022-12-03,59.81542011151702
2022-12-04,56.873678138819464
2022-12-05,47.067871563160935
2022-12-06,43.14554893289752
2022-12-07,44.12612959046338
2022-12-08,43.14554893289752
2022-12-09,44.12612959046338
2022-12-10,54.91251682368775
2022-12-11,55.893097481253605
2022-12-12,46.08729090559508
2022-12-13,42.16496827533167
2022-12-14,40.20380696019996
2022-12-15,43.14554893289752
2022-12-16,45.10671024802923
2022-12-17,53.9319361661219
2022-12-18,53.9319361661219
2022-12-19,50.00961353585849
2022-12-20,50.990194193424344
2022-12-21,54.91251682368775
2022-12-22,53.9319361661219
2022-12-23,54.91251682368775
2022-12-24,65.69890405691214
2022-12-25,40.20380696019996
2022-12-26,67.66006537204385
2022-12-27,55.893097481253605
2022-12-28,56.873678138819464
2022-12-29,53.9319361661219
2022-12-30,51.970774850990196
2022-12-31,54.91251682368775
2023-01-01,59.81542011151702
2023-01-02,58.83483945395117
2023-01-03,43.14554893289752
2023-01-04,45.10671024802923
2023-01-05,43.14554893289752
2023-01-06,44.12612959046338
2023-01-07,54.91251682368775
2023-01-08,51.970774850990196
2023-01-09,43.14554893289752
2023-01-10,42.16496827533167
2023-01-11,42.16496827533167
2023-01-12,39.22322630263411
2023-01-13,41.184387617765815
2023-01-14,52.95135550855605
2023-01-15,53.9319361661219
2023-01-16,50.00961353585849
2023-01-17,41.184387617765815
2023-01-18,41.184387617765815
2023-01-19,40.20380696019996
2023-01-20,41.184387617765815
2023-01-21,53.9319361661219
2023-01-22,50.00961353585849
2023-01-23,42.16496827533167
2023-01-24,40.20380696019996
2023-01-25,39.22322630263411
2023-01-26,40.20380696019996
2023-01-27,41.184387617765815
2023-01-28,51.970774850990196
2023-01-29,48.04845222072679
2023-01-30,38.24264564506826
2023-01-31,40.20380696019996
2023-02-01,38.24264564506826
2023-02-02,39.22322630263411
2023-02-03,43.14554893289752
2023-02-04,53.9319361661219
2023-02-05,53.9319361661219
2023-02-06,42.16496827533167
2023-02-07,42.16496827533167
2023-02-08,39.22322630263411
2023-02-09,39.22322630263411
2023-02-10,45.10671024802923
2023-02-11,54.91251682368775
2023-02-12,46.08729090559508
2023-02-13,37.262064987502406
2023-02-14,38.24264564506826
2023-02-15,42.16496827533167
2023-02-16,40.20380696019996
2023-02-17,46.08729090559508
2023-02-18,53.9319361661219
2023-02-19,57.85425879638532
2023-02-20,52.95135550855605
2023-02-21,45.10671024802923
2023-02-22,43.14554893289752
2023-02-23,42.16496827533167
2023-02-24,45.10671024802923
2023-02-25,55.893097481253605
2023-02-26,59.81542011151702
2023-02-27,46.08729090559508
2023-02-28,42.16496827533167
2023-03-01,45.10671024802923
2023-03-02,43.14554893289752
2023-03-03,45.10671024802923
2023-03-04,62.75716208421458
2023-03-05,63.73774274178043
2023-03-06,49.02903287829264
2023-03-07,46.08729090559508
2023-03-08,47.067871563160935
2023-03-09,45.10671024802923
2023-03-10,46.08729090559508
2023-03-11,58.83483945395117
2023-03-12,59.81542011151702
2023-03-13,48.04845222072679
2023-03-14,45.10671024802923
2023-03-15,46.08729090559508
2023-03-16,45.10671024802923
2023-03-17,45.10671024802923
2023-03-18,58.83483945395117
2023-03-19,62.75716208421458
2023-03-20,49.02903287829264
2023-03-21,44.12612959046338
2023-03-22,46.08729090559508
2023-03-23,46.08729090559508
2023-03-24,48.04845222072679
2023-03-25,59.81542011151702
2023-03-26,66.679484714478
2023-03-27,51.970774850990196
2023-03-28,47.067871563160935
2023-03-29,47.067871563160935
2023-03-30,50.00961353585849
2023-03-31,50.00961353585849
2023-04-01,66.679484714478
2023-04-02,72.5629686598731
2023-04-03,54.91251682368775
2023-04-04,50.990194193424344
2023-04-05,51.970774850990196
2023-04-06,50.990194193424344
2023-04-07,61.776581426648725
2023-04-08,70.6018073447414
2023-04-09,73.54354931743896
2023-04-10,60.79600076908287
2023-04-11,61.776581426648725
2023-04-12,61.776581426648725
2023-04-13,55.893097481253605
2023-04-14,60.79600076908287
2023-04-15,82.36877523553163
2023-04-16,78.44645260526822
2023-04-17,54.91251682368775
2023-04-18,49.02903287829264
2023-04-19,51.970774850990196
2023-04-20,51.970774850990196
2023-04-21,56.873678138819464
2023-04-22,72.5629686598731
2023-04-23,72.5629686598731
2023-04-24,53.9319361661219
2023-04-25,51.970774850990196
2023-04-26,50.00961353585849
2023-04-27,50.00961353585849
2023-04-28,50.990194193424344
2023-04-29,69.62122668717555
2023-04-30,69.62122668717555
2023-05-01,55.893097481253605
2023-05-02,50.990194193424344
2023-05-03,53.9319361661219
2023-05-04,51.970774850990196
2023-05-05,52.95135550855605
2023-05-06,71.09209767352434
2023-05-07,77.46587194770237
2023-05-08,57.85425879638532
2023-05-09,57.85425879638532
2023-05-10,55.893097481253605
2023-05-11,54.91251682368775
2023-05-12,60.79600076908287
2023-05-13,75.50471063257066
2023-05-14,77.46587194770237
2023-05-15,60.79600076908287
2023-05-16,56.873678138819464
2023-05-17,55.893097481253605
2023-05-18,54.91251682368775
2023-05-19,59.81542011151702
2023-05-20,70.6018073447414
2023-05-21,79.42703326283407
2023-05-22,60.79600076908287
2023-05-23,59.81542011151702
2023-05-24,56.873678138819464
2023-05-25,60.79600076908287
2023-05-26,67.66006537204385
2023-05-27,82.36877523553163
2023-05-28,86.29109786579504
2023-05-29,95.11632378388772
2023-05-30,61.776581426648725
2023-05-31,60.79600076908287
2023-06-01,55.893097481253605
2023-06-02,56.873678138819464
2023-06-03,72.5629686598731
2023-06-04,74.52412997500481
2023-06-05,57.85425879638532
2023-06-06,52.95135550855605
2023-06-07,51.970774850990196
2023-06-08,54.91251682368775
2023-06-09,56.873678138819464
2023-06-10,69.62122668717555
2023-06-11,68.6406460296097
2023-06-12,56.873678138819464
2023-06-13,51.970774850990196
2023-06-14,53.9319361661219
2023-06-15,53.9319361661219
2023-06-16,57.85425879638532
2023-06-17,70.6018073447414
2023-06-18,67.66006537204385
2023-06-19,65.69890405691214
2023-06-20,53.9319361661219
2023-06-21,50.990194193424344
2023-06-22,50.00961353585849
2023-06-23,53.9319361661219
2023-06-24,68.6406460296097
2023-06-25,70.6018073447414
2023-06-26,60.79600076908287
2023-06-27,56.873678138819464
2023-06-28,54.91251682368775
2023-06-29,54.91251682368775
2023-06-30,57.85425879638532
2023-07-01,71.58238800230725
2023-07-02,77.46587194770237
2023-07-03,71.58238800230725
2023-07-04,83.34935589309748
2023-07-05,52.95135550855605
2023-07-06,55.893097481253605
2023-07-07,57.85425879638532
2023-07-08,68.6406460296097
2023-07-09,62.75716208421458
2023-07-10,53.9319361661219
2023-07-11,50.00961353585849
2023-07-12,50.990194193424344
2023-07-13,51.970774850990196
2023-07-14,51.970774850990196
2023-07-15,63.73774274178043
2023-07-16,65.69890405691214
2023-07-17,51.970774850990196
2023-07-18,52.95135550855605
2023-07-19,50.00961353585849
2023-07-20,50.00961353585849
2023-07-21,51.970774850990196
2023-07-22,60.79600076908287
2023-07-23,65.69890405691214
2023-07-24,52.95135550855605
2023-07-25,47.067871563160935
2023-07-26,48.04845222072679
2023-07-27,49.02903287829264
2023-07-28,50.00961353585849
2023-07-29,59.81542011151702
2023-07-30,58.83483945395117
2023-07-31,50.00961353585849
2023-08-01,50.00961353585849
2023-08-02,46.08729090559508
2023-08-03,46.08729090559508
2023-08-04,48.04845222072679
2023-08-05,60.79600076908287
2023-08-06,57.85425879638532
2023-08-07,48.04845222072679
2023-08-08,46.08729090559508
2023-08-09,48.04845222072679
2023-08-10,44.12612959046338
2023-08-11,48.04845222072679
2023-08-12,57.85425879638532
2023-08-13,58.83483945395117
2023-08-14,48.04845222072679
2023-08-15,44.12612959046338
2023-08-16,47.067871563160935
2023-08-17,46.08729090559508
2023-08-18,49.02903287829264
2023-08-19,58.83483945395117
2023-08-20,59.81542011151702
2023-08-21,48.04845222072679
2023-08-22,46.08729090559508
2023-08-23,45.10671024802923
2023-08-24,45.10671024802923
2023-08-25,47.067871563160935
2023-08-26,56.873678138819464
2023-08-27,58.83483945395117
2023-08-28,46.08729090559508
2023-08-29,44.12612959046338
2023-08-30,45.10671024802923
2023-08-31,47.067871563160935
2023-09-01,49.02903287829264
2023-09-02,58.83483945395117
2023-09-03,66.679484714478
2023-09-04,73.54354931743896
2023-09-05,46.08729090559508
2023-09-06,42.16496827533167
2023-09-07,41.184387617765815
2023-09-08,43.14554893289752
2023-09-09,50.990194193424344
2023-09-10,51.970774850990196
2023-09-11,41.184387617765815
2023-09-12,42.16496827533167
2023-09-13,40.20380696019996
2023-09-14,41.184387617765815
2023-09-15,42.16496827533167
2023-09-16,53.9319361661219
2023-09-17,51.970774850990196
2023-09-18,42.16496827533167
2023-09-19,42.16496827533167
2023-09-20,40.20380696019996
2023-09-21,41.184387617765815
2023-09-22,43.14554893289752
2023-09-23,51.970774850990196
2023-09-24,50.00961353585849
2023-09-25,43.14554893289752
2023-09-26,39.22322630263411
2023-09-27,39.22322630263411
2023-09-28,40.20380696019996
2023-09-29,39.22322630263411
2023-09-30,50.00961353585849
2023-10-01,50.990194193424344
2023-10-02,42.16496827533167
2023-10-03,41.184387617765815
2023-10-04,42.16496827533167
2023-10-05,41.184387617765815
2023-10-06,41.184387617765815
2023-10-07,51.970774850990196
2023-10-08,52.95135550855605
2023-10-09,45.10671024802923
2023-10-10,41.184387617765815
2023-10-11,41.184387617765815
2023-10-12,38.24264564506826
2023-10-13,41.184387617765815
2023-10-14,50.990194193424344
2023-10-15,51.970774850990196
2023-10-16,42.16496827533167
2023-10-17,38.24264564506826
2023-10-18,38.24264564506826
2023-10-19,38.24264564506826
2023-10-20,41.184387617765815
2023-10-21,49.02903287829264
2023-10-22,50.990194193424344
2023-10-23,42.16496827533167
2023-10-24,40.20380696019996
2023-10-25,40.20380696019996
2023-10-26,40.20380696019996
2023-10-27,42.16496827533167
2023-10-28,49.02903287829264
2023-10-29,46.08729090559508
2023-10-30,43.14554893289752
2023-10-31,42.16496827533167
2023-11-01,42.16496827533167
2023-11-02,45.10671024802923
2023-11-03,46.08729090559508
2023-11-04,55.893097481253605
2023-11-05,55.893097481253605
2023-11-06,46.08729090559508
2023-11-07,44.12612959046338
2023-11-08,44.12612959046338
2023-11-09,42.16496827533167
2023-11-10,46.08729090559508
2023-11-11,56.873678138819464
2023-11-12,55.893097481253605
2023-11-13,49.02903287829264
2023-11-14,44.12612959046338
2023-11-15,45.10671024802923
2023-11-16,45.10671024802923
2023-11-17,46.08729090559508
2023-11-18,61.776581426648725
2023-11-19,63.73774274178043
2023-11-20,50.00961353585849
2023-11-21,51.970774850990196
2023-11-22,54.91251682368775
2023-11-23,66.679484714478
2023-11-24,98.05806575658528
2023-11-25,74.52412997500481
2023-11-26,68.6406460296097
2023-11-27,54.91251682368775
2023-11-28,49.02903287829264
2023-11-29,46.08729090559508
2023-11-30,44.12612959046338
2023-12-01,44.12612959046338
2023-12-02,57.85425879638532
2023-12-03,58.83483945395117
2023-12-04,44.12612959046338
2023-12-05,43.14554893289752
2023-12-06,41.184387617765815
2023-12-07,38.24264564506826
2023-12-08,41.184387617765815
2023-12-09,51.970774850990196
2023-12-10,50.990194193424344
2023-12-11,43.14554893289752
2023-12-12,40.20380696019996
2023-12-13,40.20380696019996
2023-12-14,40.20380696019996
2023-12-15,42.16496827533167
2023-12-16,49.02903287829264
2023-12-17,47.067871563160935
2023-12-18,45.10671024802923
2023-12-19,45.10671024802923
2023-12-20,46.08729090559508
2023-12-21,44.12612959046338
2023-12-22,52.02703767560463
2023-12-23,53.875673341507465
2023-12-24,52.02703767560463
2023-12-25,32.23859850407078
2023-12-26,52.95135550855605
2023-12-27,49.254084176750375
2023-12-28,46.971421006679044
2023-12-29,49.254084176750375
2023-12-30,52.95135550855605
2023-12-31,52.95135550855605
2024-01-01,55.7243090074103
2024-01-02,44.19846750782479
2024-01-03,40.99148650480204
2024-01-04,40.067168671850624
2024-01-05,40.501196176019114
2024-01-06,50.17840200970179
2024-01-07,46.04710317372763
2024-01-08,37.29421517299637
2024-01-09,37.29421517299637
2024-01-10,39.14285083889921
2024-01-11,42.349831841921954
2024-01-12,44.19846750782479
2024-01-13,57.08265434453021
2024-01-14,52.02703767560463
2024-01-15,46.48113067789612
2024-01-16,40.067168671850624
2024-01-17,39.14285083889921
2024-01-18,38.21853300594778
2024-01-19,38.21853300594778
2024-01-20,48.820056672581885
2024-01-21,45.138860433523185
2024-01-22,35.59025534181636
2024-01-23,33.85414532514239
2024-01-24,35.59025534181636
2024-01-25,35.59025534181636
2024-01-26,37.32636535849033
2024-01-27,46.874970450197154
2024-01-28,43.402750416849216
2024-01-29,36.45831035015334
2024-01-30,37.32636535849033
2024-01-31,36.45831035015334
2024-02-01,36.45831035015334
2024-02-02,37.32636535849033
2024-02-03,52.95135550855605
2024-02-04,48.61108046687112
2024-02-05,38.19442036682731
2024-02-06,36.45831035015334
2024-02-07,39.0624753751643
2024-02-08,38.19442036682731
2024-02-09,39.93053038350128
2024-02-10,48.61108046687112
2024-02-11,41.66664040017525
2024-02-12,32.11803530846842
2024-02-13,36.45831035015334
2024-02-14,33.85414532514239
2024-02-15,36.45831035015334
2024-02-16,40.798585391838266
2024-02-17,47.74302545853414
2024-02-18,50.34719048354509
2024-02-19,46.874970450197154
2024-02-20,40.798585391838266
2024-02-21,35.59025534181636
2024-02-22,37.32636535849033
2024-02-23,41.66664040017525
2024-02-24,52.95135550855605
2024-02-25,54.68746552523002
2024-02-26,44.270805425186204
2024-02-27,39.93053038350128
2024-02-28,38.19442036682731
2024-02-29,38.19442036682731
2024-03-01,39.93053038350128
2024-03-02,55.555520533567
2024-03-03,57.29163055024097
2024-03-04,42.534695408512235
2024-03-05,40.798585391838266
2024-03-06,39.93053038350128
2024-03-07,41.66664040017525
2024-03-08,43.402750416849216
2024-03-09,54.68746552523002
2024-03-10,57.29163055024097
2024-03-11,45.138860433523185
2024-03-12,43.402750416849216
2024-03-13,44.270805425186204
2024-03-14,42.534695408512235
2024-03-15,46.874970450197154
2024-03-16,62.499960600262874
2024-03-17,59.89579557525192
2024-03-18,47.74302545853414
2024-03-19,42.534695408512235
2024-03-20,44.270805425186204
2024-03-21,42.534695408512235
2024-03-22,42.534695408512235
2024-03-23,57.29163055024097
2024-03-24,59.027740566914936
2024-03-25,43.402750416849216
2024-03-26,40.798585391838266
2024-03-27,42.534695408512235
2024-03-28,46.00691544186017
2024-03-29,51.21524549188208
2024-03-30,65.10412562527382
2024-03-31,65.10412562527382
2024-04-01,51.21524549188208
2024-04-02,44.270805425186204
2024-04-03,46.00691544186017
2024-04-04,46.874970450197154
2024-04-05,51.21524549188208
2024-04-06,69.44440066695874
2024-04-07,71.18051068363272
2024-04-08,55.555520533567
2024-04-09,47.74302545853414
2024-04-10,48.61108046687112
2024-04-11,46.00691544186017
2024-04-12,53.81941051689303
2024-04-13,68.57634565862176
2024-04-14,72.91662070030668
2024-04-15,57.29163055024097
2024-04-16,54.68746552523002
2024-04-17,51.21524549188208
2024-04-18,50.34719048354509
2024-04-19,54.68746552523002
2024-04-20,71.18051068363272
2024-04-21,68.57634565862176
2024-04-22,52.95135550855605
2024-04-23,51.21524549188208
2024-04-24,48.61108046687112
2024-04-25,50.34719048354509
2024-04-26,50.34719048354509
2024-04-27,66.8402356419478
2024-04-28,72.91662070030668
2024-04-29,53.81941051689303
2024-04-30,51.21524549188208
2024-05-01,49.47913547520811
2024-05-02,52.95135550855605
2024-05-03,52.95135550855605
2024-05-04,66.8402356419478
2024-05-05,65.10412562527382
2024-05-06,52.08330050021906
2024-05-07,48.61108046687112
2024-05-08,46.874970450197154
2024-05-09,50.34719048354509
2024-05-10,52.95135550855605
2024-05-11,69.44440066695874
2024-05-12,68.57634565862176
2024-05-13,49.47913547520811
2024-05-14,49.47913547520811
2024-05-15,46.00691544186017
2024-05-16,47.74302545853414
2024-05-17,52.95135550855605
2024-05-18,71.18051068363272
2024-05-19,76.38884073365462
2024-05-20,57.29163055024097
2024-05-21,55.555520533567
2024-05-22,53.81941051689303
2024-05-23,55.555520533567
2024-05-24,63.368015608599855
2024-05-25,75.52078572531764
2024-05-26,83.3332808003505
2024-05-27,86.80550083369843
2024-05-28,56.42357554190398
2024-05-29,54.68746552523002
2024-05-30,47.74302545853414
2024-05-31,54.68746552523002
2024-06-01,67.70829065028478
2024-06-02,67.70829065028478
2024-06-03,52.95135550855605
2024-06-04,52.08330050021906
2024-06-05,51.21524549188208
2024-06-06,51.21524549188208
2024-06-07,52.08330050021906
2024-06-08,65.10412562527382
2024-06-09,68.57634565862176
2024-06-10,54.68746552523002
2024-06-11,52.95135550855605
2024-06-12,52.08330050021906
2024-06-13,52.08330050021906
2024-06-14,53.81941051689303
2024-06-15,69.44440066695874
2024-06-16,64.23607061693684
2024-06-17,52.08330050021906
2024-06-18,49.47913547520811
2024-06-19,55.555520533567
2024-06-20,49.47913547520811
2024-06-21,53.81941051689303
2024-06-22,61.631905591925886
2024-06-23,63.368015608599855
2024-06-24,52.08330050021906
2024-06-25,47.74302545853414
2024-06-26,48.61108046687112
2024-06-27,48.61108046687112
2024-06-28,52.95135550855605
2024-06-29,63.368015608599855
2024-06-30,65.9721806336108
2024-07-01,56.42357554190398
2024-07-02,52.95135550855605
2024-07-03,60.763850583588905
2024-07-04,76.38884073365462
2024-07-05,59.027740566914936
2024-07-06,65.10412562527382
2024-07-07,61.631905591925886
2024-07-08,51.21524549188208
2024-07-09,52.08330050021906
2024-07-10,51.21524549188208
2024-07-11,47.74302545853414
2024-07-12,50.34719048354509
2024-07-13,56.42357554190398
2024-07-14,51.21524549188208
2024-07-15,47.74302545853414
2024-07-16,45.138860433523185
2024-07-17,46.00691544186017
2024-07-18,45.138860433523185
2024-07-19,44.270805425186204
2024-07-20,54.68746552523002
2024-07-21,54.68746552523002
2024-07-22,43.402750416849216
2024-07-23,43.402750416849216
2024-07-24,46.874970450197154
2024-07-25,47.74302545853414
2024-07-26,46.874970450197154
2024-07-27,50.34719048354509
2024-07-28,53.81941051689303
2024-07-29,42.534695408512235
2024-07-30,42.534695408512235
2024-07-31,41.66664040017525
2024-08-01,42.534695408512235
2024-08-02,44.270805425186204
2024-08-03,52.95135550855605
2024-08-04,52.08330050021906
2024-08-05,43.402750416849216
2024-08-06,41.66664040017525
2024-08-07,42.534695408512235
2024-08-08,41.66664040017525
2024-08-09,44.270805425186204
2024-08-10,52.08330050021906
2024-08-11,52.95135550855605
2024-08-12,43.402750416849216
2024-08-13,46.00691544186017
2024-08-14,41.66664040017525
2024-08-15,42.534695408512235
2024-08-16,43.402750416849216
2024-08-17,53.81941051689303
2024-08-18,53.737331268373325
2024-08-19,42.55911437880121
2024-08-20,42.55911437880121
2024-08-21,39.97952586582302
2024-08-22,39.553690532332126
2024-08-23,42.55911437880121
2024-08-24,53.31149593488243
2024-08-25,54.597194106032724
2024-08-26,44.278840054119996
2024-08-27,43.418977216460604
2024-08-28,42.55911437880121
2024-08-29,43.418977216460604
2024-08-30,45.99856572943878
2024-08-31,52.01760559305454
2024-09-01,58.89650829432969
2024-09-02,63.19582248262666
2024-09-03,41.27341620765091
2024-09-04,41.27341620765091
2024-09-05,38.25980019050424
2024-09-06,38.25980019050424
2024-09-07,47.71829140475757
2024-09-08,46.85842856709817
2024-09-09,40.41355336999152
2024-09-10,38.25980019050424
2024-09-11,37.399937352844844
2024-09-12,39.11966302816363
2024-09-13,38.693827694672734
2024-09-14,51.15774275539515
2024-09-15,45.572730395947886
2024-09-16,36.54007451518545
2024-09-17,36.62183868021756
2024-09-18,38.325180014181164
2024-09-19,34.91849734625395
2024-09-20,37.47350934719936
2024-09-21,45.990216017017396
2024-09-22,45.13854535003559
2024-09-23,38.325180014181164
