Time,ufc
2024-09-20,4.476237081400869
2024-09-21,10.44455318993536
2024-09-22,5.968316108534492
2024-09-23,4.476237081400869
2024-09-24,4.476237081400869
2024-09-25,4.476237081400869
2024-09-26,4.476237081400869
2024-09-27,5.968316108534492
2024-09-28,23.87326443413797
2024-09-29,10.44455318993536
2024-09-30,4.476237081400869
2024-10-01,5.968316108534492
2024-10-02,5.968316108534492
2024-10-03,5.968316108534492
2024-10-04,8.952474162801739
2024-10-05,31.333659569806084
2024-10-06,77.5881094109484
2024-10-07,7.460395135668115
2024-10-08,4.476237081400869
2024-10-09,4.476237081400869
2024-10-10,4.476237081400869
2024-10-11,5.968316108534492
2024-10-12,16.412869298469854
2024-10-13,13.428711244202608
2024-10-14,4.476237081400869
2024-10-15,4.476237081400869
2024-10-16,4.476237081400869
2024-10-17,4.476237081400869
2024-10-18,5.968316108534492
2024-10-19,16.412869298469854
2024-10-20,13.428711244202608
2024-10-21,5.968316108534492
2024-10-22,5.968316108534492
2024-10-23,7.460395135668115
2024-10-24,8.952474162801739
2024-10-25,13.428711244202608
2024-10-26,82.06434649234927
2024-10-27,19.3970273527371
2024-10-28,5.968316108534492
2024-10-29,4.476237081400869
2024-10-30,4.476237081400869
2024-10-31,5.968316108534492
2024-11-01,5.968316108534492
2024-11-02,17.904948325603478
2024-11-03,23.87326443413797
2024-11-04,4.476237081400869
2024-11-05,4.476237081400869
2024-11-06,2.984158054267246
2024-11-07,5.968316108534492
2024-11-08,7.460395135668115
2024-11-09,17.904948325603478
2024-11-10,17.904948325603478
2024-11-11,5.968316108534492
2024-11-12,7.460395135668115
2024-11-13,7.460395135668115
2024-11-14,8.952474162801739
2024-11-15,13.428711244202608
2024-11-16,50.730686922543185
2024-11-17,149.2079027133623
2024-11-18,13.428711244202608
2024-11-19,10.44455318993536
2024-11-20,7.460395135668115
2024-11-21,7.460395135668115
2024-11-22,8.952474162801739
2024-11-23,22.381185407004345
2024-11-24,10.44455318993536
2024-11-25,5.968316108534492
2024-11-26,4.476237081400869
2024-11-27,5.968316108534492
2024-11-28,5.968316108534492
2024-11-29,5.968316108534492
2024-11-30,10.44455318993536
2024-12-01,8.952474162801739
2024-12-02,5.968316108534492
2024-12-03,5.968316108534492
2024-12-04,5.968316108534492
2024-12-05,8.952474162801739
2024-12-06,10.44455318993536
2024-12-07,32.82573859693971
2024-12-08,80.57226746521565
2024-12-09,7.460395135668115
2024-12-10,5.968316108534492
2024-12-11,4.476237081400869
2024-12-12,4.476237081400869
2024-12-13,5.968316108534492
2024-12-14,17.904948325603478
2024-12-15,50.730686922543185
2024-12-16,5.968316108534492
2024-12-17,4.476237081400869
2024-12-18,4.476237081400869
2024-12-19,4.476237081400869
2024-12-20,4.476237081400869
2024-12-21,5.968316108534492
2024-12-22,5.968316108534492
2024-12-23,4.476237081400869
2024-12-24,4.476237081400869
2024-12-25,4.476237081400869
2024-12-26,4.476237081400869
2024-12-27,4.476237081400869
2024-12-28,5.968316108534492
2024-12-29,5.968316108534492
2024-12-30,4.476237081400869
2024-12-31,4.476237081400869
2025-01-01,4.476237081400869
2025-01-02,4.476237081400869
2025-01-03,4.476237081400869
2025-01-04,7.460395135668115
2025-01-05,5.968316108534492
2025-01-06,4.476237081400869
2025-01-07,4.476237081400869
2025-01-08,4.476237081400869
2025-01-09,4.476237081400869
2025-01-10,5.968316108534492
2025-01-11,14.92079027133623
2025-01-12,19.3970273527371
2025-01-13,7.460395135668115
2025-01-14,5.968316108534492
2025-01-15,7.460395135668115
2025-01-16,8.952474162801739
2025-01-17,17.904948325603478
2025-01-18,35.809896651206955
2025-01-19,94.00097870941825
2025-01-20,10.44455318993536
2025-01-21,5.968316108534492
2025-01-22,5.968316108534492
2025-01-23,5.968316108534492
2025-01-24,5.968316108534492
2025-01-25,10.44455318993536
2025-01-26,8.952474162801739
2025-01-27,5.968316108534492
2025-01-28,4.476237081400869
2025-01-29,5.968316108534492
2025-01-30,5.968316108534492
2025-01-31,10.44455318993536
2025-02-01,50.730686922543185
2025-02-02,16.412869298469854
2025-02-03,5.968316108534492
2025-02-04,5.968316108534492
2025-02-05,5.968316108534492
2025-02-06,8.952474162801739
2025-02-07,10.44455318993536
2025-02-08,31.333659569806084
2025-02-09,86.54058357375014
2025-02-10,7.460395135668115
2025-02-11,4.476237081400869
2025-02-12,4.476237081400869
2025-02-13,4.476237081400869
2025-02-14,5.968316108534492
2025-02-15,16.412869298469854
2025-02-16,16.412869298469854
2025-02-17,4.476237081400869
2025-02-18,4.476237081400869
2025-02-19,4.476237081400869
2025-02-20,10.44455318993536
2025-02-21,8.952474162801739
2025-02-22,19.3970273527371
2025-02-23,32.82573859693971
2025-02-24,5.968316108534492
2025-02-25,5.968316108534492
2025-02-26,5.968316108534492
2025-02-27,7.460395135668115
2025-02-28,7.460395135668115
2025-03-01,17.904948325603478
2025-03-02,19.3970273527371
2025-03-03,5.968316108534492
2025-03-04,5.968316108534492
2025-03-05,5.968316108534492
2025-03-06,7.460395135668115
2025-03-07,10.44455318993536
2025-03-08,37.301975678340575
2025-03-09,113.39800606215535
2025-03-10,7.460395135668115
2025-03-11,5.968316108534492
2025-03-12,4.476237081400869
2025-03-13,4.476237081400869
2025-03-14,5.968316108534492
2025-03-15,16.412869298469854
2025-03-16,14.92079027133623
2025-03-17,4.476237081400869
2025-03-18,4.476237081400869
2025-03-19,4.476237081400869
2025-03-20,4.476237081400869
2025-03-21,5.968316108534492
2025-03-22,31.333659569806084
2025-03-23,14.92079027133623
2025-03-24,4.476237081400869
2025-03-25,4.476237081400869
2025-03-26,4.476237081400869
2025-03-27,4.476237081400869
2025-03-28,5.968316108534492
2025-03-29,23.87326443413797
2025-03-30,25.365343461271593
2025-03-31,4.476237081400869
2025-04-01,4.476237081400869
2025-04-02,5.968316108534492
2025-04-03,4.476237081400869
2025-04-04,5.968316108534492
2025-04-05,17.904948325603478
2025-04-06,23.87326443413797
2025-04-07,5.968316108534492
2025-04-08,5.968316108534492
2025-04-09,5.968316108534492
2025-04-10,7.460395135668115
2025-04-11,11.936632217068984
2025-04-12,44.76237081400869
2025-04-13,114.89008508928897
2025-04-14,10.44455318993536
2025-04-15,7.460395135668115
2025-04-16,6.092656027462294
2025-04-17,6.092656027462294
2025-04-18,6.092656027462294
2025-04-19,10.195873352079758
2025-04-20,8.828134243873937
2025-04-21,5.470956432823284
2025-04-22,4.724916919256473
2025-04-23,5.470956432823284
2025-04-24,4.724916919256473
2025-04-25,7.460395135668115
2025-04-26,19.645707190592702
2025-04-27,35.312536975495746
2025-04-28,6.092656027462294
2025-04-29,6.092656027462294
2025-04-30,5.470956432823284
2025-05-01,5.470956432823284
2025-05-02,7.460395135668115
2025-05-03,18.277968082386884
2025-05-04,35.312536975495746
2025-05-05,5.470956432823284
2025-05-06,4.724916919256473
2025-05-07,4.724916919256473
2025-05-08,4.724916919256473
2025-05-09,7.460395135668115
2025-05-10,23.748924515210167
2025-05-11,60.30486067998393
2025-05-12,7.460395135668115
2025-05-13,6.092656027462294
2025-05-14,8.828134243873937
2025-05-15,6.216995946390096
2025-05-16,6.216995946390096
2025-05-17,18.650987839170288
2025-05-18,17.40758864989227
2025-05-19,4.973596757112077
2025-05-20,4.973596757112077
2025-05-21,4.973596757112077
2025-05-22,4.973596757112077
2025-05-23,4.973596757112077
2025-05-24,11.190592703502173
2025-05-25,9.947193514224153
2025-05-26,6.216995946390096
2025-05-27,4.973596757112077
2025-05-28,4.973596757112077
2025-05-29,4.973596757112077
2025-05-30,6.216995946390096
2025-05-31,14.92079027133623
2025-06-01,22.381185407004345
2025-06-02,6.216995946390096
2025-06-03,6.216995946390096
2025-06-04,6.216995946390096
2025-06-05,6.216995946390096
2025-06-06,9.947193514224153
2025-06-07,37.301975678340575
2025-06-08,99.47193514224153
2025-06-09,9.947193514224153
2025-06-10,6.216995946390096
2025-06-11,6.216995946390096
2025-06-12,4.973596757112077
2025-06-13,7.460395135668115
2025-06-14,19.894387028448307
2025-06-15,52.222765949676806
2025-06-16,6.216995946390096
2025-06-17,6.216995946390096
2025-06-18,6.216995946390096
2025-06-19,6.216995946390096
2025-06-20,8.703794324946134
2025-06-21,37.301975678340575
2025-06-22,16.16418946061425
2025-06-23,7.460395135668115
2025-06-24,7.460395135668115
2025-06-25,7.460395135668115
2025-06-26,9.947193514224153
2025-06-27,14.92079027133623
2025-06-28,44.76237081400869
2025-06-29,110.66252784574371
2025-06-30,12.433991892780192
2025-07-01,9.947193514224153
2025-07-02,8.703794324946134
2025-07-03,7.460395135668115
2025-07-04,13.677391082058211
2025-07-05,13.677391082058211
2025-07-06,11.190592703502173
2025-07-07,7.460395135668115
2025-07-08,6.216995946390096
2025-07-09,6.216995946390096
2025-07-10,6.216995946390096
2025-07-11,8.703794324946134
2025-07-12,22.381185407004345
2025-07-13,37.301975678340575
2025-07-14,7.460395135668115
2025-07-15,8.703794324946134
2025-07-16,8.703794324946134
2025-07-17,9.947193514224153
2025-07-18,12.433991892780192
2025-07-19,49.73596757112077
2025-07-20,119.36632217068984
2025-07-21,11.190592703502173
2025-07-22,9.947193514224153
2025-07-23,11.190592703502173
2025-07-24,7.460395135668115
2025-07-25,9.947193514224153
2025-07-26,43.51897162473067
2025-07-27,17.40758864989227
2025-07-28,7.460395135668115
2025-07-29,6.216995946390096
2025-07-30,8.703794324946134
2025-07-31,7.460395135668115
2025-08-01,8.703794324946134
2025-08-02,17.40758864989227
2025-08-03,21.137786217726326
2025-08-04,6.216995946390096
2025-08-05,4.973596757112077
2025-08-06,6.216995946390096
2025-08-07,6.216995946390096
2025-08-08,7.460395135668115
2025-08-09,22.381185407004345
2025-08-10,21.137786217726326
2025-08-11,13.677391082058211
2025-08-12,9.947193514224153
2025-08-13,9.947193514224153
2025-08-14,11.190592703502173
2025-08-15,17.40758864989227
2025-08-16,49.73596757112077
2025-08-17,124.33991892780192
2025-08-18,9.947193514224153
2025-08-19,7.460395135668115
2025-08-20,7.460395135668115
2025-08-21,6.216995946390096
2025-08-22,11.190592703502173
2025-08-23,24.867983785560384
2025-08-24,9.947193514224153
2025-08-25,4.973596757112077
2025-08-26,4.973596757112077
2025-08-27,4.973596757112077
2025-08-28,4.973596757112077
2025-08-29,8.703794324946134
2025-08-30,11.190592703502173
2025-08-31,8.703794324946134
2025-09-01,4.973596757112077
2025-09-02,4.973596757112077
2025-09-03,4.973596757112077
2025-09-04,4.973596757112077
2025-09-05,7.460395135668115
2025-09-06,32.3283789212285
2025-09-07,11.190592703502173
2025-09-08,4.973596757112077
2025-09-09,6.216995946390096
2025-09-10,3.7301975678340575
2025-09-11,4.973596757112077
2025-09-12,6.216995946390096
2025-09-13,33.571778110506514
2025-09-14,28.59818135339444
2025-09-15,4.973596757112077
2025-09-16,3.7301975678340575
2025-09-17,3.7301975678340575
2025-09-18,3.7301975678340575
2025-09-19,4.973596757112077
2025-09-20,11.190592703502173
2025-09-21,7.460395135668115
2025-09-22,4.973596757112077
2025-09-23,3.7301975678340575
2025-09-24,3.7301975678340575
2025-09-25,4.973596757112077
2025-09-26,6.216995946390096
2025-09-27,17.40758864989227
2025-09-28,22.381185407004345
2025-09-29,4.973596757112077
2025-09-30,4.973596757112077
2025-10-01,6.216995946390096
2025-10-02,6.216995946390096
2025-10-03,9.947193514224153
2025-10-04,33.571778110506514
2025-10-05,85.79454406018333
2025-10-06,7.460395135668115
2025-10-07,6.216995946390096
2025-10-08,4.973596757112077
2025-10-09,4.973596757112077
2025-10-10,6.216995946390096
2025-10-11,24.867983785560384
2025-10-12,23.624584596282364
2025-10-13,4.973596757112077
2025-10-14,4.973596757112077
2025-10-15,4.973596757112077
2025-10-16,4.973596757112077
2025-10-17,6.216995946390096
2025-10-18,21.137786217726326
2025-10-19,22.381185407004345
2025-10-20,6.216995946390096
2025-10-21,6.216995946390096
2025-10-22,4.973596757112077
2025-10-23,6.216995946390096
2025-10-24,9.947193514224153
2025-10-25,68.38695541029105
2025-10-26,16.16418946061425
2025-10-27,4.973596757112077
2025-10-28,3.7301975678340575
2025-10-29,3.7301975678340575
2025-10-30,3.7301975678340575
2025-10-31,4.973596757112077
2025-11-01,16.16418946061425
2025-11-02,12.433991892780192
2025-11-03,4.973596757112077
2025-11-04,4.973596757112077
2025-11-05,4.973596757112077
2025-11-06,4.973596757112077
2025-11-07,6.216995946390096
2025-11-08,16.16418946061425
2025-11-09,14.92079027133623
2025-11-10,4.973596757112077
2025-11-11,6.216995946390096
2025-11-12,7.460395135668115
2025-11-13,8.703794324946134
2025-11-14,12.433991892780192
2025-11-15,39.788774056896614
2025-11-16,113.14932622429974
2025-11-17,9.947193514224153
2025-11-18,7.460395135668115
2025-11-19,6.216995946390096
2025-11-20,6.216995946390096
2025-11-21,8.703794324946134
2025-11-22,43.51897162473067
2025-11-23,13.677391082058211
2025-11-24,6.216995946390096
2025-11-25,4.973596757112077
2025-11-26,4.973596757112077
2025-11-27,8.703794324946134
2025-11-28,11.190592703502173
2025-11-29,11.190592703502173
2025-11-30,9.947193514224153
2025-12-01,4.973596757112077
2025-12-02,6.216995946390096
2025-12-03,6.216995946390096
2025-12-04,6.216995946390096
2025-12-05,8.703794324946134
2025-12-06,33.571778110506514
2025-12-07,88.28134243873936
2025-12-08,8.703794324946134
2025-12-09,6.216995946390096
2025-12-10,4.973596757112077
2025-12-11,4.936480363402285
2025-12-12,6.37474061965671
2025-12-13,14.809441090206855
2025-12-14,27.558922329520275
2025-12-15,4.936480363402285
2025-12-16,4.314780768763275
2025-12-17,4.314780768763275
2025-12-18,3.49822010714786
2025-12-19,4.936480363402285
2025-12-20,11.311220983058995
2025-12-21,6.37474061965671
2025-12-22,4.936480363402285
2025-12-23,4.314780768763275
2025-12-24,4.936480363402285
2025-12-25,4.936480363402285
2025-12-26,4.936480363402285
2025-12-27,6.37474061965671
2025-12-28,4.936480363402285
2025-12-29,4.936480363402285
2025-12-30,4.314780768763275
2025-12-31,4.314780768763275
2026-01-01,4.936480363402285
2026-01-02,6.37474061965671
2026-01-03,7.813000875911135
2026-01-04,6.37474061965671
2026-01-05,4.314780768763275
2026-01-06,4.936480363402285
2026-01-07,4.936480363402285
2026-01-08,4.314780768763275
2026-01-09,4.936480363402285
2026-01-10,8.165606616154156
2026-01-11,8.165606616154156
2026-01-12,4.899363969692493
2026-01-13,4.899363969692493
2026-01-14,6.532485292923324
2026-01-15,6.532485292923324
2026-01-16,6.532485292923324
2026-01-17,9.798727939384985
2026-01-18,9.798727939384985
2026-01-19,6.532485292923324
2026-01-20,6.532485292923324
2026-01-21,8.165606616154156
2026-01-22,9.798727939384985
2026-01-23,17.964334555539143
2026-01-24,70.22421689892573
2026-01-25,163.3121323230831
2026-01-26,14.69809190907748
2026-01-27,11.431849262615817
2026-01-28,9.798727939384985
2026-01-29,11.431849262615817
2026-01-30,14.69809190907748
2026-01-31,47.3605183736941
2026-02-01,96.35415807061904
2026-02-02,9.798727939384985
2026-02-03,8.165606616154156
2026-02-04,8.165606616154156
2026-02-05,6.532485292923324
2026-02-06,8.165606616154156
2026-02-07,19.59745587876997
2026-02-08,26.129941171693297
2026-02-09,6.532485292923324
2026-02-10,4.899363969692493
2026-02-11,4.899363969692493
2026-02-12,4.899363969692493
2026-02-13,6.532485292923324
2026-02-14,11.431849262615817
2026-02-15,9.798727939384985
2026-02-16,6.532485292923324
2026-02-17,4.899363969692493
2026-02-18,6.532485292923324
2026-02-19,6.532485292923324
2026-02-20,8.165606616154156
2026-02-21,27.763062494924128
2026-02-22,53.893003666617425
2026-02-23,6.532485292923324
2026-02-24,6.532485292923324
2026-02-25,6.532485292923324
2026-02-26,6.532485292923324
2026-02-27,8.165606616154156
2026-02-28,22.863698525231634
2026-03-01,37.56179043430912
2026-03-02,9.798727939384985
2026-03-03,9.798727939384985
2026-03-04,8.165606616154156
2026-03-05,9.798727939384985
2026-03-06,13.064970585846648
2026-03-07,44.094275727232436
2026-03-08,129.01658453523567
2026-03-09,13.064970585846648
2026-03-10,8.165606616154156
2026-03-11,8.165606616154156
2026-03-12,8.165606616154156
2026-03-13,13.064970585846648
2026-03-14,24.496819848462465
2026-03-15,27.763062494924128
2026-03-16,8.165606616154156
2026-03-17,6.532485292923324
2026-03-18,6.532485292923324
2026-03-19,6.532485292923324
2026-03-20,8.165606616154156
2026-03-21,34.295547787847454
2026-03-22,14.69809190907748
2026-03-23,6.532485292923324
2026-03-24,4.899363969692493
2026-03-25,6.532485292923324
2026-03-26,6.532485292923324
2026-03-27,8.165606616154156
2026-03-28,31.02930514138579
2026-03-29,50.62676102015576
2026-03-30,6.532485292923324
2026-03-31,4.899363969692493
2026-04-01,6.532485292923324
2026-04-02,6.532485292923324
2026-04-03,6.532485292923324
2026-04-04,21.230577202000802
2026-04-05,26.129941171693297
2026-04-06,6.532485292923324
2026-04-07,6.532485292923324
2026-04-08,6.532485292923324
2026-04-09,6.532485292923324
2026-04-10,9.798727939384985
2026-04-11,37.56179043430912
2026-04-12,68.59109557569491
2026-04-13,8.165606616154156
2026-04-14,6.532485292923324
2026-04-15,6.532485292923324
2026-04-16,6.532485292923324
2026-04-17,8.165606616154156
2026-04-18,19.59745587876997
2026-04-19,21.230577202000802
2026-04-20,4.899363969692493
2026-04-21,4.899363969692493
2026-04-22,6.532485292923324
2026-04-23,4.899363969692493
2026-04-24,6.532485292923324
2026-04-25,17.964334555539143
2026-04-26,22.863698525231634
2026-04-27,6.532485292923324
2026-04-28,6.532485292923324
2026-04-29,6.532485292923324
2026-04-30,6.532485292923324
2026-05-01,9.798727939384985
2026-05-02,35.928669111078285
2026-05-03,13.064970585846648
2026-05-04,6.532485292923324
2026-05-05,8.165606616154156
2026-05-06,9.798727939384985
2026-05-07,11.431849262615817
2026-05-08,19.59745587876997
2026-05-09,66.95797425246407
2026-05-10,143.71467644431314
2026-05-11,13.064970585846648
2026-05-12,8.165606616154156
2026-05-13,8.165606616154156
2026-05-14,8.165606616154156
2026-05-15,9.798727939384985
2026-05-16,26.129941171693297
2026-05-17,50.62676102015576
2026-05-18,9.798727939384985
2026-05-19,6.532485292923324
2026-05-20,6.532485292923324
2026-05-21,6.532485292923324
2026-05-22,8.165606616154156
2026-05-23,16.33121323230831
2026-05-24,13.064970585846648
2026-05-25,6.532485292923324
2026-05-26,8.165606616154156
2026-05-27,11.431849262615817
2026-05-28,11.431849262615817
2026-05-29,13.064970585846648
2026-05-30,29.39618381815496
2026-05-31,13.064970585846648
