Time,facebook_login
2024-04-04,44.130050923793576
2024-04-05,42.21135305754168
2024-04-06,44.130050923793576
2024-04-07,44.130050923793576
2024-04-08,42.21135305754168
2024-04-09,44.130050923793576
2024-04-10,44.130050923793576
2024-04-11,44.130050923793576
2024-04-12,44.130050923793576
2024-04-13,46.048748790045465
2024-04-14,47.96744665629736
2024-04-15,42.21135305754168
2024-04-16,46.048748790045465
2024-04-17,42.21135305754168
2024-04-18,49.88614452254926
2024-04-19,42.21135305754168
2024-04-20,44.130050923793576
2024-04-21,47.96744665629736
2024-04-22,44.130050923793576
2024-04-23,46.048748790045465
2024-04-24,40.29265519128978
2024-04-25,46.048748790045465
2024-04-26,47.96744665629736
2024-04-27,46.048748790045465
2024-04-28,49.88614452254926
2024-04-29,44.130050923793576
2024-04-30,42.21135305754168
2024-05-01,42.21135305754168
2024-05-02,40.29265519128978
2024-05-03,44.130050923793576
2024-05-04,42.21135305754168
2024-05-05,44.130050923793576
2024-05-06,42.21135305754168
2024-05-07,42.21135305754168
2024-05-08,44.130050923793576
2024-05-09,44.130050923793576
2024-05-10,40.29265519128978
2024-05-11,44.130050923793576
2024-05-12,46.048748790045465
2024-05-13,44.130050923793576
2024-05-14,42.21135305754168
2024-05-15,42.21135305754168
2024-05-16,40.29265519128978
2024-05-17,40.29265519128978
2024-05-18,42.21135305754168
2024-05-19,46.048748790045465
2024-05-20,46.048748790045465
2024-05-21,40.29265519128978
2024-05-22,42.21135305754168
2024-05-23,47.96744665629736
2024-05-24,46.048748790045465
2024-05-25,47.96744665629736
2024-05-26,44.130050923793576
2024-05-27,46.048748790045465
2024-05-28,42.21135305754168
2024-05-29,44.130050923793576
2024-05-30,44.130050923793576
2024-05-31,46.048748790045465
2024-06-01,46.048748790045465
2024-06-02,51.804842388801156
2024-06-03,44.130050923793576
2024-06-04,42.21135305754168
2024-06-05,46.048748790045465
2024-06-06,44.130050923793576
2024-06-07,44.130050923793576
2024-06-08,42.21135305754168
2024-06-09,46.048748790045465
2024-06-10,44.130050923793576
2024-06-11,42.21135305754168
2024-06-12,44.130050923793576
2024-06-13,46.048748790045465
2024-06-14,44.130050923793576
2024-06-15,44.130050923793576
2024-06-16,47.96744665629736
2024-06-17,59.47963385380873
2024-06-18,49.88614452254926
2024-06-19,46.048748790045465
2024-06-20,44.130050923793576
2024-06-21,44.130050923793576
2024-06-22,46.048748790045465
2024-06-23,46.048748790045465
2024-06-24,42.21135305754168
2024-06-25,46.048748790045465
2024-06-26,44.130050923793576
2024-06-27,44.130050923793576
2024-06-28,46.048748790045465
2024-06-29,44.130050923793576
2024-06-30,46.048748790045465
2024-07-01,44.130050923793576
2024-07-02,44.130050923793576
2024-07-03,40.29265519128978
2024-07-04,44.130050923793576
2024-07-05,46.048748790045465
2024-07-06,47.96744665629736
2024-07-07,46.048748790045465
2024-07-08,46.048748790045465
2024-07-09,44.130050923793576
2024-07-10,44.130050923793576
2024-07-11,47.96744665629736
2024-07-12,46.048748790045465
2024-07-13,42.21135305754168
2024-07-14,44.130050923793576
2024-07-15,44.130050923793576
2024-07-16,44.130050923793576
2024-07-17,46.048748790045465
2024-07-18,46.048748790045465
2024-07-19,44.130050923793576
2024-07-20,44.130050923793576
2024-07-21,44.130050923793576
2024-07-22,47.96744665629736
2024-07-23,46.048748790045465
2024-07-24,44.130050923793576
2024-07-25,46.048748790045465
2024-07-26,42.21135305754168
2024-07-27,44.130050923793576
2024-07-28,44.130050923793576
2024-07-29,44.130050923793576
2024-07-30,44.130050923793576
2024-07-31,44.130050923793576
2024-08-01,46.048748790045465
2024-08-02,44.130050923793576
2024-08-03,44.130050923793576
2024-08-04,44.130050923793576
2024-08-05,46.048748790045465
2024-08-06,42.21135305754168
2024-08-07,46.048748790045465
2024-08-08,46.048748790045465
2024-08-09,44.130050923793576
2024-08-10,42.21135305754168
2024-08-11,44.130050923793576
2024-08-12,42.21135305754168
2024-08-13,46.048748790045465
2024-08-14,46.048748790045465
2024-08-15,44.130050923793576
2024-08-16,44.130050923793576
2024-08-17,44.130050923793576
2024-08-18,43.749974735490696
2024-08-19,46.29602727400156
2024-08-20,44.27887593728566
2024-08-21,43.749974735490696
2024-08-22,43.749974735490696
2024-08-23,46.29602727400156
2024-08-24,45.5026754713091
2024-08-25,42.261724600569764
2024-08-26,42.261724600569764
2024-08-27,44.27887593728566
2024-08-28,43.749974735490696
2024-08-29,41.99727399967228
2024-08-30,41.99727399967228
2024-08-31,40.509023864751356
2024-09-01,44.54332653818315
2024-09-02,41.7328233987748
2024-09-03,38.49187252803547
2024-09-04,44.01442533638818
2024-09-05,40.24457326385387
2024-09-06,38.49187252803547
2024-09-07,40.509023864751356
2024-09-08,40.773474465648846
2024-09-09,40.509023864751356
2024-09-10,38.22742192713798
2024-09-11,37.96297132624049
2024-09-12,41.99727399967228
2024-09-13,40.509023864751356
2024-09-14,40.24457326385387
2024-09-15,40.24457326385387
2024-09-16,40.773474465648846
2024-09-17,40.72539253821294
2024-09-18,44.95660215257273
2024-09-19,39.66759013462299
2024-09-20,40.72539253821294
2024-09-21,42.840997345392836
2024-09-22,40.72539253821294
