Time,wordle_today
2023-11-09,18.15816091954023
2023-11-10,13.340689655172413
2023-11-11,14.822988505747126
2023-11-12,14.452413793103448
2023-11-13,13.340689655172413
2023-11-14,17.417011494252872
2023-11-15,17.046436781609195
2023-11-16,12.970114942528735
2023-11-17,12.970114942528735
2023-11-18,11.8583908045977
2023-11-19,21.86390804597701
2023-11-20,16.305287356321838
2023-11-21,15.193563218390803
2023-11-22,17.417011494252872
2023-11-23,19.64045977011494
2023-11-24,15.93471264367816
2023-11-25,15.564137931034482
2023-11-26,14.452413793103448
2023-11-27,17.417011494252872
2023-11-28,12.970114942528735
2023-11-29,17.417011494252872
2023-11-30,17.78758620689655
2023-12-01,14.452413793103448
2023-12-02,17.78758620689655
2023-12-03,16.675862068965515
2023-12-04,13.340689655172413
2023-12-05,15.93471264367816
2023-12-06,16.305287356321838
2023-12-07,12.599540229885056
2023-12-08,12.22896551724138
2023-12-09,16.305287356321838
2023-12-10,15.193563218390803
2023-12-11,14.452413793103448
2023-12-12,15.193563218390803
2023-12-13,14.452413793103448
2023-12-14,12.22896551724138
2023-12-15,13.71126436781609
2023-12-16,12.599540229885056
2023-12-17,13.71126436781609
2023-12-18,12.970114942528735
2023-12-19,13.71126436781609
2023-12-20,12.599540229885056
2023-12-21,13.71126436781609
2023-12-22,11.193178820425853
2023-12-23,11.086866402864143
2023-12-24,12.572202751083474
2023-12-25,21.192621066515922
2023-12-26,15.25127567363859
2023-12-27,12.572202751083474
2023-12-28,11.484778594309402
2023-12-29,11.776378368192953
2023-12-30,13.368027133973996
2023-12-31,12.970114942528735
2024-01-01,14.45545129074807
2024-01-02,17.134524213303184
2024-01-03,14.45545129074807
2024-01-04,12.970114942528735
2024-01-05,14.163851516864518
2024-01-06,14.959675899755041
2024-01-07,13.765939325419257
2024-01-08,13.765939325419257
2024-01-09,14.057539099302808
2024-01-10,13.368027133973996
2024-01-11,12.970114942528735
2024-01-12,12.970114942528735
2024-01-13,12.174290559638212
2024-01-14,14.163851516864518
2024-01-15,11.989003203316374
2024-01-16,11.989003203316374
2024-01-17,12.174290559638212
2024-01-18,11.484778594309402
2024-01-19,9.99944224609007
2024-01-20,12.970114942528735
2024-01-21,12.544865272281893
2024-01-22,13.820614283022422
2024-01-23,12.757490107405314
2024-01-24,15.096363293762955
2024-01-25,12.33224043715847
2024-01-26,15.096363293762955
2024-01-27,11.26911626154136
2024-01-28,17.00998680987375
2024-01-29,17.00998680987375
2024-01-30,20.19935933672508
2024-01-31,15.521612964009798
2024-02-01,11.906990766911626
2024-02-02,13.182739777652158
2024-02-03,17.435236480120594
2024-02-04,18.923610325984548
2024-02-05,12.970114942528735
2024-02-06,12.970114942528735
2024-02-07,13.182739777652158
2024-02-08,10.205992085924251
2024-02-09,13.182739777652158
2024-02-10,10.843866591294518
2024-02-11,12.119615602035047
2024-02-12,11.056491426417939
2024-02-13,12.544865272281893
2024-02-14,12.544865272281893
2024-02-15,19.348859996231393
2024-02-16,16.79736197475033
2024-02-17,14.883738458639533
2024-02-18,14.67111362351611
2024-02-19,10.418616921047672
2024-02-20,13.607989447899001
2024-02-21,12.33224043715847
2024-02-22,13.39536461277558
2024-02-23,15.73423779913322
2024-02-24,18.285735820614285
2024-02-25,14.458488788392689
2024-02-26,14.458488788392689
2024-02-27,17.222611644997173
2024-02-28,17.86048615036744
2024-02-29,18.285735820614285
2024-03-01,16.79736197475033
2024-03-02,17.64786131524402
2024-03-03,17.222611644997173
2024-03-04,11.26911626154136
2024-03-05,16.159487469380064
2024-03-06,12.33224043715847
2024-03-07,10.843866591294518
2024-03-08,13.182739777652158
2024-03-09,11.481741096664782
2024-03-10,10.843866591294518
2024-03-11,13.607989447899001
2024-03-12,16.79736197475033
2024-03-13,15.308988128886377
2024-03-14,13.39536461277558
2024-03-15,15.521612964009798
2024-03-16,16.372112304503485
2024-03-17,11.906990766911626
2024-03-18,12.33224043715847
2024-03-19,14.458488788392689
2024-03-20,18.285735820614285
2024-03-21,14.245863953269268
2024-03-22,15.308988128886377
2024-03-23,11.056491426417939
2024-03-24,12.544865272281893
2024-03-25,17.64786131524402
2024-03-26,15.096363293762955
2024-03-27,13.820614283022422
2024-03-28,11.906990766911626
2024-03-29,11.481741096664782
2024-03-30,13.820614283022422
2024-03-31,19.561484831354814
2024-04-01,17.00998680987375
2024-04-02,17.222611644997173
2024-04-03,14.033239118145845
2024-04-04,11.694365931788205
2024-04-05,12.33224043715847
2024-04-06,14.67111362351611
2024-04-07,20.837233842095344
2024-04-08,15.308988128886377
2024-04-09,15.946862634256643
2024-04-10,12.970114942528735
2024-04-11,15.096363293762955
2024-04-12,15.308988128886377
2024-04-13,10.843866591294518
2024-04-14,11.056491426417939
2024-04-15,20.837233842095344
2024-04-16,17.64786131524402
2024-04-17,19.348859996231393
2024-04-18,18.923610325984548
2024-04-19,13.39536461277558
2024-04-20,13.182739777652158
2024-04-21,19.13623516110797
2024-04-22,13.820614283022422
2024-04-23,19.13623516110797
2024-04-24,18.285735820614285
2024-04-25,19.13623516110797
2024-04-26,18.285735820614285
2024-04-27,13.820614283022422
2024-04-28,11.056491426417939
2024-04-29,11.694365931788205
2024-04-30,13.39536461277558
2024-05-01,14.033239118145845
2024-05-02,11.694365931788205
2024-05-03,16.372112304503485
2024-05-04,16.58473713962691
2024-05-05,13.607989447899001
2024-05-06,15.73423779913322
2024-05-07,12.757490107405314
2024-05-08,18.923610325984548
2024-05-09,19.98673450160166
2024-05-10,18.07311098549086
2024-05-11,15.096363293762955
2024-05-12,15.308988128886377
2024-05-13,17.64786131524402
2024-05-14,20.624609006971923
2024-05-15,15.73423779913322
2024-05-16,13.39536461277558
2024-05-17,15.308988128886377
2024-05-18,13.820614283022422
2024-05-19,19.348859996231393
2024-05-20,15.096363293762955
2024-05-21,16.372112304503485
2024-05-22,17.222611644997173
2024-05-23,16.159487469380064
2024-05-24,12.757490107405314
2024-05-25,15.308988128886377
2024-05-26,17.64786131524402
2024-05-27,15.521612964009798
2024-05-28,14.883738458639533
2024-05-29,21.26248351234219
2024-05-30,16.58473713962691
2024-05-31,15.096363293762955
2024-06-01,12.544865272281893
2024-06-02,15.308988128886377
2024-06-03,11.056491426417939
2024-06-04,11.906990766911626
2024-06-05,12.33224043715847
2024-06-06,14.033239118145845
2024-06-07,12.119615602035047
2024-06-08,15.308988128886377
2024-06-09,13.182739777652158
2024-06-10,17.64786131524402
2024-06-11,14.033239118145845
2024-06-12,14.245863953269268
2024-06-13,17.00998680987375
2024-06-14,14.67111362351611
2024-06-15,10.843866591294518
2024-06-16,9.99336725080083
2024-06-17,12.970114942528735
2024-06-18,12.970114942528735
2024-06-19,12.757490107405314
2024-06-20,10.631241756171095
2024-06-21,9.780742415677407
2024-06-22,13.820614283022422
2024-06-23,15.73423779913322
2024-06-24,12.757490107405314
2024-06-25,11.906990766911626
2024-06-26,15.308988128886377
2024-06-27,13.607989447899001
2024-06-28,9.780742415677407
2024-06-29,17.64786131524402
2024-06-30,15.096363293762955
2024-07-01,16.79736197475033
2024-07-02,17.86048615036744
2024-07-03,14.245863953269268
2024-07-04,15.73423779913322
2024-07-05,10.843866591294518
2024-07-06,15.096363293762955
2024-07-07,15.73423779913322
2024-07-08,9.568117580553984
2024-07-09,10.205992085924251
2024-07-10,13.182739777652158
2024-07-11,15.096363293762955
2024-07-12,16.159487469380064
2024-07-13,12.757490107405314
2024-07-14,14.67111362351611
2024-07-15,10.843866591294518
2024-07-16,12.119615602035047
2024-07-17,11.694365931788205
2024-07-18,11.056491426417939
2024-07-19,15.096363293762955
2024-07-20,12.757490107405314
2024-07-21,11.26911626154136
2024-07-22,9.99336725080083
2024-07-23,10.631241756171095
2024-07-24,11.056491426417939
2024-07-25,10.843866591294518
2024-07-26,15.73423779913322
2024-07-27,16.159487469380064
2024-07-28,11.906990766911626
2024-07-29,9.142867910307142
2024-07-30,10.418616921047672
2024-07-31,14.245863953269268
2024-08-01,9.99336725080083
2024-08-02,10.205992085924251
2024-08-03,9.355492745430563
2024-08-04,11.056491426417939
2024-08-05,13.820614283022422
2024-08-06,14.458488788392689
2024-08-07,17.435236480120594
2024-08-08,14.67111362351611
2024-08-09,13.820614283022422
2024-08-10,13.39536461277558
2024-08-11,11.26911626154136
2024-08-12,15.096363293762955
2024-08-13,14.458488788392689
2024-08-14,10.418616921047672
2024-08-15,10.418616921047672
2024-08-16,8.93024307518372
2024-08-17,8.504993404936876
2024-08-18,12.199664715089128
2024-08-19,11.041586615640615
2024-08-20,10.346739755971505
2024-08-21,11.273202235530317
2024-08-22,9.777196098630387
2024-08-23,10.472042958299497
2024-08-24,12.537592752540542
2024-08-25,9.777196098630387
2024-08-26,10.008811718520091
2024-08-27,9.439268061178975
2024-08-28,12.537592752540542
2024-08-29,10.578355375861207
2024-08-30,17.25722678313003
2024-08-31,11.736433475309722
2024-09-01,12.074361512761136
2024-09-02,11.842745892871433
2024-09-03,9.207652441289273
2024-09-04,9.777196098630387
2024-09-05,10.935274198078904
2024-09-06,17.952073642799135
2024-09-07,14.496830129219877
2024-09-08,10.472042958299497
2024-09-09,11.842745892871433
2024-09-10,11.842745892871433
2024-09-11,13.23243961220965
2024-09-12,12.769208372430246
2024-09-13,12.537592752540542
2024-09-14,11.273202235530317
2024-09-15,15.7612206462301
2024-09-16,12.074361512761136
2024-09-17,16.038809897982965
2024-09-18,15.03638427935903
2024-09-19,10.776075400207304
2024-09-20,11.026681804863289
2024-09-21,11.026681804863289
2024-09-22,9.77364978158337
2024-09-23,8.270011353647467
2024-09-24,10.274862590895337
2024-09-25,9.021830567615417
2024-09-26,8.771224162959435
2024-09-27,11.026681804863289
2024-09-28,9.77364978158337
2024-09-29,11.77850101883124
2024-09-30,9.021830567615417
2024-10-01,11.026681804863289
2024-10-02,9.523043376927385
2024-10-03,12.780926637455176
2024-10-04,13.031533042111159
2024-10-05,12.279713828143208
2024-10-06,13.532745851423126
2024-10-07,10.525468995551321
2024-10-08,11.026681804863289
2024-10-09,18.043661135230835
2024-10-10,14.033958660735095
2024-10-11,13.031533042111159
