Time,don_t_worry_darling
2022-07-10,1.0
2022-07-11,1.0
2022-07-12,1.0
2022-07-13,1.0
2022-07-14,1.0
2022-07-15,1.0
2022-07-16,1.0
2022-07-17,1.0
2022-07-18,1.0
2022-07-19,1.0
2022-07-20,1.0
2022-07-21,5.0
2022-07-22,13.0
2022-07-23,8.0
2022-07-24,7.0
2022-07-25,3.0
2022-07-26,2.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,1.0
2022-08-06,1.0
2022-08-07,2.0
2022-08-08,1.0
2022-08-09,1.0
2022-08-10,1.0
2022-08-11,3.0
2022-08-12,2.0
2022-08-13,2.0
2022-08-14,2.0
2022-08-15,1.0
2022-08-16,3.0
2022-08-17,4.0
2022-08-18,3.0
2022-08-19,2.0
2022-08-20,2.0
2022-08-21,2.0
2022-08-22,2.0
2022-08-23,3.0
2022-08-24,5.0
2022-08-25,9.0
2022-08-26,10.0
2022-08-27,12.0
2022-08-28,8.0
2022-08-29,7.0
2022-08-30,6.0
2022-08-31,5.0
2022-09-01,5.0
2022-09-02,9.0
2022-09-03,8.0
2022-09-04,10.0
2022-09-05,33.0
2022-09-06,86.0
2022-09-07,45.0
2022-09-08,25.0
2022-09-09,18.0
2022-09-10,16.0
2022-09-11,16.0
2022-09-12,11.0
2022-09-13,17.0
2022-09-14,18.0
2022-09-15,16.0
2022-09-16,16.0
2022-09-17,19.0
2022-09-18,21.0
2022-09-19,18.0
2022-09-20,23.0
2022-09-21,26.0
2022-09-22,39.0
2022-09-23,82.0
2022-09-24,100.0
2022-09-25,83.0
2022-09-26,57.0
2022-09-27,30.0
2022-09-28,28.0
2022-09-29,24.0
2022-09-30,28.0
2022-10-01,39.0
2022-10-02,34.0
2022-10-03,20.0
2022-10-04,17.0
2022-10-05,18.0
2022-10-06,15.0
2022-10-07,17.0
2022-10-08,25.0
2022-10-09,28.0
2022-10-10,16.0
2022-10-11,13.0
2022-10-12,13.0
2022-10-13,11.0
2022-10-14,15.0
2022-10-15,19.0
2022-10-16,18.0
2022-10-17,10.0
2022-10-18,11.0
2022-10-19,11.0
2022-10-20,8.0
2022-10-21,10.0
2022-10-22,12.0
2022-10-23,11.0
2022-10-24,9.0
2022-10-25,11.0
2022-10-26,10.0
2022-10-27,9.0
2022-10-28,9.0
2022-10-29,14.0
2022-10-30,14.0
2022-10-31,9.0
2022-11-01,8.0
2022-11-02,6.0
2022-11-03,6.0
2022-11-04,8.0
2022-11-05,14.0
2022-11-06,12.0
2022-11-07,17.0
2022-11-08,33.0
2022-11-09,27.0
2022-11-10,22.0
2022-11-11,23.0
2022-11-12,37.0
2022-11-13,35.0
2022-11-14,19.0
2022-11-15,14.0
2022-11-16,16.0
2022-11-17,16.0
2022-11-18,13.0
2022-11-19,22.0
2022-11-20,22.0
2022-11-21,13.0
2022-11-22,10.0
2022-11-23,12.0
2022-11-24,13.0
2022-11-25,14.0
2022-11-26,16.0
2022-11-27,24.0
2022-11-28,12.0
2022-11-29,7.0
2022-11-30,6.0
2022-12-01,7.0
2022-12-02,5.0
2022-12-03,10.0
2022-12-04,10.0
2022-12-05,5.0
2022-12-06,5.0
2022-12-07,9.0
2022-12-08,5.0
2022-12-09,5.0
2022-12-10,8.0
2022-12-11,9.0
2022-12-12,5.0
2022-12-13,4.0
2022-12-14,5.0
2022-12-15,5.0
2022-12-16,5.0
2022-12-17,6.0
2022-12-18,6.0
2022-12-19,5.0
2022-12-20,4.0
2022-12-21,4.0
2022-12-22,4.0
2022-12-23,6.0
2022-12-24,5.0
2022-12-25,5.0
2022-12-26,6.0
2022-12-27,6.0
2022-12-28,5.0
2022-12-29,6.0
2022-12-30,5.0
2022-12-31,6.0
2023-01-01,6.0
2023-01-02,9.0
2023-01-03,4.0
2023-01-04,3.0
2023-01-05,3.0
2023-01-06,3.0
2023-01-07,6.0
2023-01-08,6.0
2023-01-09,3.0
2023-01-10,3.0
2023-01-11,4.0
2023-01-12,3.0
2023-01-13,3.0
2023-01-14,5.0
2023-01-15,5.0
2023-01-16,5.0
2023-01-17,3.0
2023-01-18,3.0
2023-01-19,5.0
2023-01-20,4.0
2023-01-21,5.0
2023-01-22,5.0
2023-01-23,3.0
2023-01-24,3.0
2023-01-25,2.0
2023-01-26,3.0
2023-01-27,3.0
2023-01-28,4.0
2023-01-29,5.0
2023-01-30,4.0
2023-01-31,3.0
2023-02-01,3.0
2023-02-02,3.0
2023-02-03,3.0
2023-02-04,4.0
2023-02-05,5.0
2023-02-06,3.0
2023-02-07,2.0
2023-02-08,2.0
2023-02-09,2.0
2023-02-10,2.0
2023-02-11,3.0
2023-02-12,4.0
2023-02-13,2.0
2023-02-14,2.0
2023-02-15,2.0
2023-02-16,2.0
2023-02-17,3.0
2023-02-18,4.0
2023-02-19,5.0
2023-02-20,4.0
2023-02-21,3.0
2023-02-22,2.0
2023-02-23,2.0
2023-02-24,2.0
2023-02-25,3.0
2023-02-26,4.0
2023-02-27,2.0
2023-02-28,2.0
2023-03-01,2.0
2023-03-02,2.0
2023-03-03,2.0
2023-03-04,2.0
2023-03-05,3.0
2023-03-06,2.0
2023-03-07,1.0
2023-03-08,2.0
2023-03-09,2.0
2023-03-10,2.0
2023-03-11,2.0
2023-03-12,3.0
2023-03-13,3.0
2023-03-14,3.0
2023-03-15,1.0
2023-03-16,2.0
2023-03-17,2.0
2023-03-18,3.0
2023-03-19,3.0
2023-03-20,3.0
2023-03-21,2.0
2023-03-22,2.0
2023-03-23,2.0
2023-03-24,2.0
2023-03-25,2.0
2023-03-26,2.0
2023-03-27,2.0
2023-03-28,1.0
2023-03-29,1.0
2023-03-30,1.0
2023-03-31,2.0
2023-04-01,2.0
2023-04-02,2.0
2023-04-03,1.0
2023-04-04,1.0
2023-04-05,1.0
2023-04-06,1.0
2023-04-07,2.0
2023-04-08,2.0
2023-04-09,2.0
2023-04-10,1.0
2023-04-11,1.0
2023-04-12,1.0
2023-04-13,1.0
2023-04-14,1.0
2023-04-15,1.0
2023-04-16,2.0
2023-04-17,1.0
2023-04-18,1.0
2023-04-19,1.0
2023-04-20,1.0
2023-04-21,1.0
2023-04-22,2.0
2023-04-23,1.0
2023-04-24,1.0
2023-04-25,1.0
2023-04-26,1.0
2023-04-27,0.9
2023-04-28,0.9
2023-04-29,1.1
2023-04-30,1.2000000000000002
2023-05-01,1.1
2023-05-02,1.2000000000000002
2023-05-03,1.0
2023-05-04,1.0
2023-05-05,1.0
2023-05-06,1.9
2023-05-07,1.8
2023-05-08,1.2000000000000002
2023-05-09,1.1
2023-05-10,1.0
2023-05-11,0.9
2023-05-12,0.9
2023-05-13,1.1
2023-05-14,1.1
2023-05-15,1.0
2023-05-16,1.0
2023-05-17,0.9
2023-05-18,0.9
2023-05-19,1.0
2023-05-20,1.2000000000000002
2023-05-21,1.3
2023-05-22,1.1
2023-05-23,0.9
2023-05-24,0.9
2023-05-25,1.0
2023-05-26,0.8
2023-05-27,1.2000000000000002
2023-05-28,1.2000000000000002
2023-05-29,1.2000000000000002
2023-05-30,1.0
2023-05-31,1.0
2023-06-01,1.0
2023-06-02,1.4000000000000001
2023-06-03,2.2
2023-06-04,2.0
2023-06-05,1.4000000000000001
2023-06-06,1.2000000000000002
2023-06-07,1.2000000000000002
2023-06-08,1.0
2023-06-09,1.0
2023-06-10,1.4000000000000001
2023-06-11,1.4000000000000001
2023-06-12,1.0
2023-06-13,1.0
2023-06-14,1.0
2023-06-15,1.0
2023-06-16,1.0
2023-06-17,2.0
2023-06-18,1.6
2023-06-19,1.4000000000000001
2023-06-20,0.8
2023-06-21,0.8
2023-06-22,0.8
2023-06-23,0.8
2023-06-24,1.2000000000000002
2023-06-25,1.4000000000000001
2023-06-26,1.2000000000000002
2023-06-27,0.8
2023-06-28,0.8
2023-06-29,1.0
2023-06-30,1.0
2023-07-01,1.0
2023-07-02,1.4000000000000001
2023-07-03,1.0
2023-07-04,1.2000000000000002
2023-07-05,0.8
2023-07-06,1.0
2023-07-07,1.4000000000000001
2023-07-08,1.2000000000000002
2023-07-09,1.4000000000000001
2023-07-10,1.4000000000000001
2023-07-11,1.2000000000000002
2023-07-12,1.4000000000000001
2023-07-13,1.0
2023-07-14,1.2000000000000002
2023-07-15,2.0
2023-07-16,2.0
2023-07-17,1.2000000000000002
2023-07-18,1.2000000000000002
2023-07-19,1.4000000000000001
2023-07-20,0.8
2023-07-21,1.4000000000000001
2023-07-22,1.6
2023-07-23,2.0
2023-07-24,1.6
2023-07-25,1.2000000000000002
2023-07-26,1.4000000000000001
2023-07-27,1.4000000000000001
2023-07-28,1.8
2023-07-29,2.2
2023-07-30,1.6
2023-07-31,1.4000000000000001
2023-08-01,1.6
2023-08-02,1.6
2023-08-03,1.8
2023-08-04,1.2000000000000002
2023-08-05,1.8
2023-08-06,2.0
2023-08-07,1.4000000000000001
2023-08-08,1.4000000000000001
2023-08-09,1.0
2023-08-10,0.8
2023-08-11,1.0
2023-08-12,1.2000000000000002
2023-08-13,1.4000000000000001
2023-08-14,1.2000000000000002
2023-08-15,0.8
2023-08-16,0.8
2023-08-17,1.0
2023-08-18,1.2000000000000002
2023-08-19,1.8
2023-08-20,2.0
2023-08-21,1.2000000000000002
2023-08-22,1.0
2023-08-23,0.8
2023-08-24,1.4000000000000001
2023-08-25,0.8
2023-08-26,1.4000000000000001
2023-08-27,1.8
2023-08-28,1.0
2023-08-29,1.2000000000000002
2023-08-30,0.8
2023-08-31,0.6000000000000001
2023-09-01,1.4000000000000001
2023-09-02,5.6000000000000005
2023-09-03,11.4
2023-09-04,20.0
2023-09-05,14.4
2023-09-06,10.4
2023-09-07,8.4
2023-09-08,7.2
2023-09-09,12.600000000000001
2023-09-10,12.4
2023-09-11,8.6
2023-09-12,6.4
2023-09-13,5.800000000000001
2023-09-14,5.6000000000000005
2023-09-15,5.2
2023-09-16,8.4
2023-09-17,9.200000000000001
2023-09-18,5.4
2023-09-19,4.0
2023-09-20,4.0
2023-09-21,3.0
2023-09-22,3.2
2023-09-23,5.800000000000001
2023-09-24,5.6000000000000005
2023-09-25,4.0
2023-09-26,2.6
2023-09-27,2.6
2023-09-28,2.4000000000000004
2023-09-29,2.2
2023-09-30,3.2
2023-10-01,3.2
2023-10-02,2.0
2023-10-03,1.8
2023-10-04,1.8
2023-10-05,1.8
2023-10-06,1.4000000000000001
2023-10-07,2.2
2023-10-08,2.8000000000000003
2023-10-09,2.2
2023-10-10,1.6
2023-10-11,1.2000000000000002
2023-10-12,1.4000000000000001
2023-10-13,1.6
2023-10-14,2.0
2023-10-15,2.4000000000000004
2023-10-16,1.6
2023-10-17,1.2000000000000002
2023-10-18,1.0
2023-10-19,1.2000000000000002
2023-10-20,1.2000000000000002
2023-10-21,1.8
2023-10-22,2.2
2023-10-23,1.4000000000000001
2023-10-24,1.2000000000000002
2023-10-25,1.2000000000000002
2023-10-26,1.4000000000000001
2023-10-27,1.6
2023-10-28,2.6
2023-10-29,2.6
2023-10-30,1.4000000000000001
2023-10-31,1.2000000000000002
2023-11-01,1.4000000000000001
2023-11-02,1.0
2023-11-03,1.2000000000000002
2023-11-04,2.0
2023-11-05,1.8
2023-11-06,1.4000000000000001
2023-11-07,1.2000000000000002
2023-11-08,1.4000000000000001
2023-11-09,1.4000000000000001
2023-11-10,2.2
2023-11-11,2.2
2023-11-12,2.4000000000000004
2023-11-13,1.4000000000000001
2023-11-14,1.0
2023-11-15,1.0
2023-11-16,1.2000000000000002
2023-11-17,1.2000000000000002
2023-11-18,1.8
2023-11-19,2.0
2023-11-20,1.8
2023-11-21,1.2000000000000002
2023-11-22,1.0
2023-11-23,1.6
2023-11-24,1.6
2023-11-25,2.0
2023-11-26,1.8
2023-11-27,1.2000000000000002
2023-11-28,1.0
2023-11-29,1.0
2023-11-30,1.0
2023-12-01,0.8
2023-12-02,1.4000000000000001
2023-12-03,2.4000000000000004
2023-12-04,1.0
2023-12-05,0.8
2023-12-06,1.0
2023-12-07,1.0
2023-12-08,1.0
2023-12-09,1.6
2023-12-10,1.8
2023-12-11,1.2000000000000002
2023-12-12,1.2000000000000002
2023-12-13,1.2000000000000002
2023-12-14,1.2000000000000002
2023-12-15,1.2000000000000002
2023-12-16,1.6
2023-12-17,1.6
2023-12-18,1.4000000000000001
2023-12-19,1.0
2023-12-20,1.2000000000000002
2023-12-21,1.4000000000000001
2023-12-22,1.3666666666666667
2023-12-23,1.6
2023-12-24,1.4333333333333336
2023-12-25,1.4000000000000004
2023-12-26,1.6333333333333335
2023-12-27,2.166666666666667
2023-12-28,1.9666666666666668
2023-12-29,1.9666666666666668
2023-12-30,2.366666666666667
2023-12-31,2.166666666666667
2024-01-01,2.2
2024-01-02,1.8333333333333335
2024-01-03,1.6
2024-01-04,1.0333333333333334
2024-01-05,1.4000000000000004
2024-01-06,2.4000000000000004
2024-01-07,2.833333333333334
2024-01-08,1.9666666666666668
2024-01-09,1.7666666666666668
2024-01-10,1.3666666666666667
2024-01-11,1.4000000000000004
2024-01-12,1.4000000000000004
2024-01-13,2.033333333333333
2024-01-14,1.8333333333333335
2024-01-15,1.9666666666666668
2024-01-16,1.1333333333333335
2024-01-17,1.0333333333333334
2024-01-18,0.8
2024-01-19,1.0333333333333334
2024-01-20,1.7666666666666668
2024-01-21,1.4000000000000004
2024-01-22,1.2000000000000002
2024-01-23,0.8000000000000002
2024-01-24,0.8000000000000002
2024-01-25,0.8000000000000002
2024-01-26,0.9333333333333336
2024-01-27,1.5333333333333337
2024-01-28,1.666666666666667
2024-01-29,0.9333333333333336
2024-01-30,1.0000000000000002
2024-01-31,1.2666666666666668
2024-02-01,1.0666666666666669
2024-02-02,1.0666666666666669
2024-02-03,1.8000000000000003
2024-02-04,1.8666666666666671
2024-02-05,1.2666666666666668
2024-02-06,1.1333333333333335
2024-02-07,1.0666666666666669
2024-02-08,1.2666666666666668
2024-02-09,1.3333333333333335
2024-02-10,2.866666666666667
2024-02-11,6.666666666666668
2024-02-12,2.933333333333334
2024-02-13,2.866666666666667
2024-02-14,2.266666666666667
2024-02-15,1.9333333333333338
2024-02-16,2.4666666666666672
2024-02-17,4.333333333333334
2024-02-18,4.733333333333334
2024-02-19,2.933333333333334
2024-02-20,1.8000000000000003
2024-02-21,2.066666666666667
2024-02-22,1.6000000000000003
2024-02-23,1.2666666666666668
2024-02-24,2.733333333333334
2024-02-25,3.1333333333333337
2024-02-26,2.066666666666667
2024-02-27,1.9333333333333338
2024-02-28,2.266666666666667
2024-02-29,2.0000000000000004
2024-03-01,1.7333333333333336
2024-03-02,2.1333333333333337
2024-03-03,2.4666666666666672
2024-03-04,1.7333333333333336
2024-03-05,1.2666666666666668
2024-03-06,1.7333333333333336
2024-03-07,1.3333333333333335
2024-03-08,1.4000000000000004
2024-03-09,1.5333333333333337
2024-03-10,2.066666666666667
2024-03-11,1.466666666666667
2024-03-12,0.8666666666666668
2024-03-13,1.3333333333333335
2024-03-14,1.4000000000000004
2024-03-15,1.466666666666667
2024-03-16,1.6000000000000003
2024-03-17,1.466666666666667
2024-03-18,1.0000000000000002
2024-03-19,0.6666666666666667
2024-03-20,0.7333333333333335
2024-03-21,0.7333333333333335
2024-03-22,0.8000000000000002
2024-03-23,1.2666666666666668
2024-03-24,1.3333333333333335
2024-03-25,0.8000000000000002
2024-03-26,0.8666666666666668
2024-03-27,0.8000000000000002
2024-03-28,0.6666666666666667
2024-03-29,1.0000000000000002
2024-03-30,1.0666666666666669
2024-03-31,1.0666666666666669
2024-04-01,0.9333333333333336
2024-04-02,1.0666666666666669
2024-04-03,0.8000000000000002
2024-04-04,0.6000000000000001
2024-04-05,1.0000000000000002
2024-04-06,0.9333333333333336
2024-04-07,0.9333333333333336
2024-04-08,0.8000000000000002
2024-04-09,0.5333333333333334
2024-04-10,0.6666666666666667
2024-04-11,0.6000000000000001
2024-04-12,0.6666666666666667
2024-04-13,0.7333333333333335
2024-04-14,0.6666666666666667
2024-04-15,0.6666666666666667
2024-04-16,0.4000000000000001
2024-04-17,0.6666666666666667
2024-04-18,0.7333333333333335
2024-04-19,0.5333333333333334
2024-04-20,0.8000000000000002
2024-04-21,1.0000000000000002
2024-04-22,0.8666666666666668
2024-04-23,0.6666666666666667
2024-04-24,0.5333333333333334
2024-04-25,0.6666666666666667
2024-04-26,0.5333333333333334
2024-04-27,0.8666666666666668
2024-04-28,1.2666666666666668
2024-04-29,0.6666666666666667
2024-04-30,1.0666666666666669
2024-05-01,0.6666666666666667
2024-05-02,0.7333333333333335
2024-05-03,0.9333333333333336
2024-05-04,1.2000000000000002
2024-05-05,1.3333333333333335
2024-05-06,0.6666666666666667
2024-05-07,0.6666666666666667
2024-05-08,0.5333333333333334
2024-05-09,0.6000000000000001
2024-05-10,0.5333333333333334
2024-05-11,0.8000000000000002
2024-05-12,0.8666666666666668
2024-05-13,0.6000000000000001
2024-05-14,0.5333333333333334
2024-05-15,0.6000000000000001
2024-05-16,0.4666666666666668
2024-05-17,0.4666666666666668
2024-05-18,0.6000000000000001
2024-05-19,0.8000000000000002
2024-05-20,0.7333333333333335
2024-05-21,0.8666666666666668
2024-05-22,0.7333333333333335
2024-05-23,1.0000000000000002
2024-05-24,1.0000000000000002
2024-05-25,1.0000000000000002
2024-05-26,1.8000000000000003
2024-05-27,1.4000000000000004
2024-05-28,1.0666666666666669
2024-05-29,1.2000000000000002
2024-05-30,0.9333333333333336
2024-05-31,0.8666666666666668
2024-06-01,1.4000000000000004
2024-06-02,2.733333333333334
2024-06-03,2.933333333333334
2024-06-04,3.2000000000000006
2024-06-05,1.9333333333333338
2024-06-06,1.2000000000000002
2024-06-07,1.1333333333333335
2024-06-08,1.8000000000000003
2024-06-09,1.7333333333333336
2024-06-10,1.3333333333333335
2024-06-11,1.2666666666666668
2024-06-12,1.1333333333333335
2024-06-13,0.6666666666666667
2024-06-14,0.7333333333333335
2024-06-15,1.0000000000000002
2024-06-16,0.9333333333333336
2024-06-17,0.7333333333333335
2024-06-18,0.6000000000000001
2024-06-19,0.7333333333333335
2024-06-20,0.7333333333333335
2024-06-21,0.6666666666666667
2024-06-22,1.0666666666666669
2024-06-23,1.0000000000000002
2024-06-24,0.7333333333333335
2024-06-25,0.8000000000000002
2024-06-26,0.7333333333333335
2024-06-27,0.6000000000000001
2024-06-28,0.8666666666666668
2024-06-29,0.8666666666666668
2024-06-30,1.0000000000000002
2024-07-01,0.6666666666666667
2024-07-02,0.6000000000000001
2024-07-03,0.6666666666666667
2024-07-04,1.0666666666666669
2024-07-05,0.6000000000000001
2024-07-06,0.6000000000000001
2024-07-07,0.6666666666666667
2024-07-08,0.6666666666666667
2024-07-09,0.5333333333333334
2024-07-10,0.5333333333333334
2024-07-11,0.5333333333333334
2024-07-12,0.2666666666666667
2024-07-13,0.6666666666666667
2024-07-14,0.5333333333333334
2024-07-15,0.6666666666666667
2024-07-16,0.6000000000000001
2024-07-17,0.8000000000000002
2024-07-18,0.9333333333333336
2024-07-19,0.6666666666666667
2024-07-20,0.8666666666666668
2024-07-21,0.8666666666666668
2024-07-22,0.7333333333333335
2024-07-23,0.5333333333333334
2024-07-24,0.6000000000000001
2024-07-25,0.8000000000000002
2024-07-26,0.7333333333333335
2024-07-27,0.7333333333333335
2024-07-28,0.9333333333333336
2024-07-29,0.7333333333333335
2024-07-30,0.6000000000000001
2024-07-31,0.4666666666666668
2024-08-01,0.5333333333333334
2024-08-02,0.4000000000000001
2024-08-03,0.6666666666666667
2024-08-04,0.8666666666666668
2024-08-05,0.5333333333333334
2024-08-06,0.4666666666666668
2024-08-07,0.8000000000000002
2024-08-08,0.5333333333333334
2024-08-09,0.9333333333333336
2024-08-10,0.8000000000000002
2024-08-11,0.9333333333333336
2024-08-12,0.6666666666666667
2024-08-13,0.6666666666666667
2024-08-14,0.8000000000000002
2024-08-15,0.6666666666666667
2024-08-16,0.6666666666666667
2024-08-17,0.7333333333333335
2024-08-18,0.7322886989553656
2024-08-19,0.52991452991453
2024-08-20,0.46733143399810073
2024-08-21,0.48195631528964866
2024-08-22,0.5591642924976259
2024-08-23,0.52991452991453
2024-08-24,0.27958214624881295
2024-08-25,0.6697056030389364
2024-08-26,0.52991452991453
2024-08-27,0.40474833808167143
2024-08-28,0.52991452991453
2024-08-29,0.40474833808167143
2024-08-30,0.52991452991453
2024-08-31,0.8094966761633429
2024-09-01,1.3540360873694208
2024-09-02,2.0863247863247865
2024-09-03,0.6550807217473884
2024-09-04,0.7322886989553656
2024-09-05,0.48195631528964866
2024-09-06,0.6550807217473884
2024-09-07,0.7176638176638177
2024-09-08,1.2622032288698957
2024-09-09,0.5924976258309592
2024-09-10,0.5924976258309592
2024-09-11,0.6071225071225071
2024-09-12,0.4193732193732194
2024-09-13,0.48195631528964866
2024-09-14,0.9972459639126308
2024-09-15,1.0744539411206078
2024-09-16,1.05982905982906
2024-09-17,0.8189933523266857
2024-09-18,0.8189933523266857
2024-09-19,0.7604938271604939
2024-09-20,0.7312440645773979
2024-09-21,1.1407407407407408
2024-09-22,1.2577397910731245
2024-09-23,0.7897435897435898
2024-09-24,0.7604938271604939
2024-09-25,0.7897435897435898
2024-09-26,0.6434947768281102
2024-09-27,0.5849952516619183
2024-09-28,1.0237416904083572
2024-09-29,1.3747388414055082
2024-09-30,0.5264957264957265
2024-10-01,0.6142450142450142
2024-10-02,0.40949667616334284
2024-10-03,0.6727445394112062
2024-10-04,0.5849952516619183
2024-10-05,0.9359924026590694
2024-10-06,1.4332383665717
2024-10-07,0.8189933523266857
2024-10-08,0.43874643874643876
2024-10-09,0.4972459639126306
2024-10-10,0.5849952516619183
2024-10-11,0.5557454890788225
2024-10-12,0.9359924026590694
2024-10-13,0.9944919278252612
2024-10-14,0.7312440645773979
2024-10-15,0.6434947768281102
2024-10-16,0.5849952516619183
2024-10-17,0.4972459639126306
2024-10-18,0.6434947768281102
2024-10-19,0.7604938271604939
2024-10-20,1.0237416904083572
2024-10-21,0.7312440645773979
2024-10-22,0.7897435897435898
2024-10-23,0.5557454890788225
2024-10-24,0.701994301994302
2024-10-25,0.43874643874643876
2024-10-26,0.9359924026590694
2024-10-27,1.1699905033238367
2024-10-28,0.6142450142450142
2024-10-29,0.4972459639126306
2024-10-30,0.6142450142450142
2024-10-31,0.5264957264957265
2024-11-01,0.4679962013295347
2024-11-02,1.1699905033238367
2024-11-03,1.1407407407407408
2024-11-04,0.6727445394112062
2024-11-05,0.5557454890788225
2024-11-06,0.26324786324786326
2024-11-07,0.6142450142450142
2024-11-08,1.1992402659069326
2024-11-09,2.9249762583095915
2024-11-10,2.456980056980057
2024-11-11,2.7202279202279205
2024-11-12,1.5502374169040836
2024-11-13,1.2284900284900284
2024-11-14,0.8774928774928775
2024-11-15,1.3162393162393162
2024-11-16,0.9944919278252612
2024-11-17,1.1699905033238367
2024-11-18,0.7897435897435898
2024-11-19,0.9067426400759735
2024-11-20,0.8189933523266857
2024-11-21,0.6727445394112062
2024-11-22,0.9067426400759735
2024-11-23,0.9359924026590694
2024-11-24,1.1699905033238367
2024-11-25,0.6727445394112062
2024-11-26,0.5264957264957265
2024-11-27,1.0822412155745489
2024-11-28,0.701994301994302
2024-11-29,0.9652421652421652
2024-11-30,0.9944919278252612
2024-12-01,1.2869895536562204
2024-12-02,0.8482431149097815
2024-12-03,0.701994301994302
2024-12-04,0.8189933523266857
2024-12-05,0.5849952516619183
2024-12-06,0.5264957264957265
2024-12-07,0.8482431149097815
2024-12-08,1.1407407407407408
