Time,where_s_my_refund
2024-11-13,1.5793184488836665
2024-11-14,1.5793184488836665
2024-11-15,1.5793184488836665
2024-11-16,1.5793184488836665
2024-11-17,1.5793184488836665
2024-11-18,1.5793184488836665
2024-11-19,1.5793184488836665
2024-11-20,1.5793184488836665
2024-11-21,1.5793184488836665
2024-11-22,1.5793184488836665
2024-11-23,1.5793184488836665
2024-11-24,0.0
2024-11-25,1.5793184488836665
2024-11-26,1.5793184488836665
2024-11-27,1.5793184488836665
2024-11-28,0.0
2024-11-29,1.5793184488836665
2024-11-30,1.5793184488836665
2024-12-01,1.5793184488836665
2024-12-02,1.5793184488836665
2024-12-03,1.5793184488836665
2024-12-04,1.5793184488836665
2024-12-05,1.5793184488836665
2024-12-06,1.5793184488836665
2024-12-07,1.5793184488836665
2024-12-08,1.5793184488836665
2024-12-09,1.5793184488836665
2024-12-10,1.5793184488836665
2024-12-11,1.5793184488836665
2024-12-12,1.5793184488836665
2024-12-13,1.5793184488836665
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,1.5793184488836665
2024-12-17,1.5793184488836665
2024-12-18,1.5793184488836665
2024-12-19,1.5793184488836665
2024-12-20,1.5793184488836665
2024-12-21,0.0
2024-12-22,1.5793184488836665
2024-12-23,1.5793184488836665
2024-12-24,1.5793184488836665
2024-12-25,0.0
2024-12-26,1.5793184488836665
2024-12-27,1.5793184488836665
2024-12-28,1.5793184488836665
2024-12-29,1.5793184488836665
2024-12-30,1.5793184488836665
2024-12-31,1.5793184488836665
2025-01-01,0.0
2025-01-02,1.5793184488836665
2025-01-03,1.5793184488836665
2025-01-04,1.5793184488836665
2025-01-05,1.5793184488836665
2025-01-06,1.5793184488836665
2025-01-07,1.5793184488836665
2025-01-08,1.5793184488836665
2025-01-09,1.5793184488836665
2025-01-10,1.5793184488836665
2025-01-11,1.5793184488836665
2025-01-12,1.5793184488836665
2025-01-13,1.5793184488836665
2025-01-14,1.5793184488836665
2025-01-15,1.5793184488836665
2025-01-16,3.158636897767333
2025-01-17,3.158636897767333
2025-01-18,3.158636897767333
2025-01-19,3.158636897767333
2025-01-20,4.737955346650999
2025-01-21,6.317273795534666
2025-01-22,7.896592244418333
2025-01-23,9.475910693301998
2025-01-24,11.055229142185665
2025-01-25,12.634547591069332
2025-01-26,11.055229142185665
2025-01-27,22.11045828437133
2025-01-28,26.84841363102233
2025-01-29,31.58636897767333
2025-01-30,33.16568742655699
2025-01-31,39.48296122209166
2025-02-01,37.90364277320799
2025-02-02,34.74500587544066
2025-02-03,50.53819036427733
2025-02-04,63.17273795534666
2025-02-05,67.91069330199765
2025-02-06,69.49001175088132
2025-02-07,67.91069330199765
2025-02-08,64.75205640423033
2025-02-09,50.53819036427733
2025-02-10,74.22796709753233
2025-02-11,83.70387779083433
2025-02-12,86.86251468860165
2025-02-13,93.17978848413632
2025-02-14,97.91774383078732
2025-02-15,108.97297297297298
2025-02-16,86.86251468860165
2025-02-17,116.86956521739131
2025-02-18,150.03525264394833
2025-02-19,157.93184488836664
2025-02-20,150.03525264394833
2025-02-21,127.92479435957698
2025-02-22,91.60047003525266
2025-02-23,60.014101057579325
2025-02-24,80.54524089306699
2025-02-25,75.80728554641598
2025-02-26,74.22796709753233
2025-02-27,50.53819036427733
2025-02-28,50.53819036427733
2025-03-01,37.90364277320799
2025-03-02,28.427732079905997
2025-03-03,44.22091656874266
2025-03-04,44.22091656874266
2025-03-05,42.641598119859
2025-03-06,36.32432432432433
2025-03-07,37.90364277320799
2025-03-08,33.16568742655699
2025-03-09,23.689776733254998
2025-03-10,34.74500587544066
2025-03-11,33.16568742655699
2025-03-12,34.74500587544066
2025-03-13,28.427732079905997
2025-03-14,26.84841363102233
2025-03-15,25.269095182138663
2025-03-16,20.531139835487664
2025-03-17,26.84841363102233
2025-03-18,28.427732079905997
2025-03-19,25.269095182138663
2025-03-20,23.689776733254998
2025-03-21,25.269095182138663
2025-03-22,20.531139835487664
2025-03-23,17.37250293772033
2025-03-24,23.689776733254998
2025-03-25,23.689776733254998
2025-03-26,23.689776733254998
2025-03-27,22.11045828437133
2025-03-28,23.689776733254998
2025-03-29,18.951821386603996
2025-03-30,12.634547591069332
2025-03-31,20.531139835487664
2025-04-01,22.11045828437133
2025-04-02,18.951821386603996
2025-04-03,18.951821386603996
2025-04-04,20.531139835487664
2025-04-05,17.37250293772033
2025-04-06,12.634547591069332
2025-04-07,18.951821386603996
2025-04-08,20.531139835487664
2025-04-09,20.531139835487664
2025-04-10,18.951821386603996
2025-04-11,18.951821386603996
2025-04-12,15.793184488836665
2025-04-13,12.634547591069332
2025-04-14,20.531139835487664
2025-04-15,23.812660103770305
2025-04-16,23.45362695165602
2025-04-17,20.916886763800928
2025-04-18,20.7972090464295
2025-04-19,15.675643873561157
2025-04-20,11.032789570178522
2025-04-21,20.438175894315215
2025-04-22,23.33394923428459
2025-04-23,21.70654598824276
2025-04-24,17.303047119602986
2025-04-25,17.303047119602986
2025-04-26,12.420837381477497
2025-04-27,9.52506404150812
2025-04-28,15.914999308304012
2025-04-29,14.40727377963361
2025-04-30,14.167918344890754
2025-05-01,12.660192816220352
2025-05-02,12.660192816220352
2025-05-03,9.405386324136693
2025-05-04,7.538627643352008
2025-05-05,11.272145004921377
2025-05-06,11.272145004921377
2025-05-07,11.15246728754995
2025-05-08,9.644741758879547
2025-05-09,9.405386324136693
2025-05-10,6.38993526679589
2025-05-11,5.001887455496917
2025-05-12,9.644741758879547
2025-05-13,9.285708606765265
2025-05-14,9.405386324136693
2025-05-15,8.61679565074282
2025-05-16,8.377440215999963
2025-05-17,6.4625967380571145
2025-05-18,4.787108694857122
2025-05-19,8.61679565074282
2025-05-20,8.61679565074282
2025-05-21,8.138084781257106
2025-05-22,6.941307607542827
2025-05-23,6.4625967380571145
2025-05-24,5.026464129599978
2025-05-25,4.069042390628553
2025-05-26,4.547753260114265
2025-05-27,7.1806630422856825
2025-05-28,7.420018477028539
2025-05-29,6.70195217279997
2025-05-30,6.223241303314258
2025-05-31,5.026464129599978
2025-06-01,4.30839782537141
2025-06-02,7.420018477028539
2025-06-03,7.420018477028539
2025-06-04,6.223241303314258
2025-06-05,5.744530433828546
2025-06-06,5.265819564342834
2025-06-07,4.069042390628553
2025-06-08,3.111620651657129
2025-06-09,5.744530433828546
2025-06-10,5.983885868571402
2025-06-11,5.50517499908569
2025-06-12,5.50517499908569
2025-06-13,4.547753260114265
2025-06-14,3.5903315211428413
2025-06-15,2.393554347428561
2025-06-16,5.265819564342834
2025-06-17,5.026464129599978
2025-06-18,4.787108694857122
2025-06-19,3.8296869558856974
2025-06-20,4.069042390628553
2025-06-21,2.872265216914273
2025-06-22,2.632909782171417
2025-06-23,5.026464129599978
2025-06-24,4.787108694857122
2025-06-25,4.069042390628553
2025-06-26,4.069042390628553
2025-06-27,4.547753260114265
2025-06-28,2.872265216914273
2025-06-29,2.393554347428561
2025-06-30,4.547753260114265
2025-07-01,4.547753260114265
2025-07-02,4.069042390628553
2025-07-03,4.069042390628553
2025-07-04,2.393554347428561
2025-07-05,2.154198912685705
2025-07-06,2.632909782171417
2025-07-07,4.547753260114265
2025-07-08,4.069042390628553
2025-07-09,4.30839782537141
2025-07-10,3.8296869558856974
2025-07-11,3.5903315211428413
2025-07-12,2.872265216914273
2025-07-13,2.154198912685705
2025-07-14,4.30839782537141
2025-07-15,4.069042390628553
2025-07-16,3.8296869558856974
2025-07-17,3.5903315211428413
2025-07-18,3.111620651657129
2025-07-19,2.393554347428561
2025-07-20,1.6754880431999926
2025-07-21,3.5903315211428413
2025-07-22,3.5903315211428413
2025-07-23,3.111620651657129
2025-07-24,2.872265216914273
2025-07-25,3.111620651657129
2025-07-26,2.154198912685705
2025-07-27,1.9148434779428487
2025-07-28,3.111620651657129
2025-07-29,3.111620651657129
2025-07-30,2.872265216914273
2025-07-31,2.632909782171417
2025-08-01,2.872265216914273
2025-08-02,2.154198912685705
2025-08-03,1.6754880431999926
2025-08-04,2.872265216914273
2025-08-05,2.872265216914273
2025-08-06,2.872265216914273
2025-08-07,2.632909782171417
2025-08-08,2.632909782171417
2025-08-09,2.154198912685705
2025-08-10,1.6754880431999926
2025-08-11,2.872265216914273
2025-08-12,3.350976086399985
2025-08-13,3.111620651657129
2025-08-14,2.872265216914273
2025-08-15,2.872265216914273
2025-08-16,1.9148434779428487
2025-08-17,1.4361326084571364
2025-08-18,2.872265216914273
2025-08-19,2.872265216914273
2025-08-20,2.632909782171417
2025-08-21,2.632909782171417
2025-08-22,2.393554347428561
2025-08-23,1.6754880431999926
2025-08-24,1.1967771737142805
2025-08-25,2.632909782171417
2025-08-26,2.393554347428561
2025-08-27,2.154198912685705
2025-08-28,2.393554347428561
2025-08-29,1.9148434779428487
2025-08-30,1.1967771737142805
2025-08-31,1.1967771737142805
2025-09-01,1.4361326084571364
2025-09-02,2.393554347428561
2025-09-03,2.393554347428561
2025-09-04,2.154198912685705
2025-09-05,2.154198912685705
2025-09-06,1.4361326084571364
2025-09-07,1.4361326084571364
2025-09-08,2.632909782171417
2025-09-09,2.154198912685705
2025-09-10,1.9148434779428487
2025-09-11,1.9148434779428487
2025-09-12,1.9148434779428487
2025-09-13,1.4361326084571364
2025-09-14,0.9574217389714244
2025-09-15,2.154198912685705
2025-09-16,1.9148434779428487
2025-09-17,1.9148434779428487
2025-09-18,1.6754880431999926
2025-09-19,1.9148434779428487
2025-09-20,0.9574217389714244
2025-09-21,0.7180663042285682
2025-09-22,2.154198912685705
2025-09-23,2.154198912685705
2025-09-24,1.9148434779428487
2025-09-25,1.6754880431999926
2025-09-26,1.4361326084571364
2025-09-27,1.4361326084571364
2025-09-28,0.9574217389714244
2025-09-29,1.9148434779428487
2025-09-30,1.9148434779428487
2025-10-01,1.9148434779428487
2025-10-02,1.6754880431999926
2025-10-03,1.9148434779428487
2025-10-04,1.4361326084571364
2025-10-05,0.9574217389714244
2025-10-06,2.393554347428561
2025-10-07,1.6754880431999926
2025-10-08,1.9148434779428487
2025-10-09,1.4361326084571364
2025-10-10,1.6754880431999926
2025-10-11,0.9574217389714244
2025-10-12,0.9574217389714244
2025-10-13,1.9148434779428487
2025-10-14,1.9148434779428487
2025-10-15,2.393554347428561
2025-10-16,1.9148434779428487
2025-10-17,1.9148434779428487
2025-10-18,1.1967771737142805
2025-10-19,0.9574217389714244
2025-10-20,1.9148434779428487
2025-10-21,1.9148434779428487
2025-10-22,1.9148434779428487
2025-10-23,1.6754880431999926
2025-10-24,1.6754880431999926
2025-10-25,1.1967771737142805
2025-10-26,0.9574217389714244
2025-10-27,1.9148434779428487
2025-10-28,1.6754880431999926
2025-10-29,1.4361326084571364
2025-10-30,1.4361326084571364
2025-10-31,1.1967771737142805
2025-11-01,0.9574217389714244
2025-11-02,0.9574217389714244
2025-11-03,1.6754880431999926
2025-11-04,1.4361326084571364
2025-11-05,1.6754880431999926
2025-11-06,1.4361326084571364
2025-11-07,1.4361326084571364
2025-11-08,0.9574217389714244
2025-11-09,0.7180663042285682
2025-11-10,1.4361326084571364
2025-11-11,1.9148434779428487
2025-11-12,1.4361326084571364
2025-11-13,1.6754880431999926
2025-11-14,1.6754880431999926
2025-11-15,1.1967771737142805
2025-11-16,0.9574217389714244
2025-11-17,1.6754880431999926
2025-11-18,1.6754880431999926
2025-11-19,1.4361326084571364
2025-11-20,1.4361326084571364
2025-11-21,1.4361326084571364
2025-11-22,0.9574217389714244
2025-11-23,0.7180663042285682
2025-11-24,1.1967771737142805
2025-11-25,1.4361326084571364
2025-11-26,0.9574217389714244
2025-11-27,0.4787108694857122
2025-11-28,0.7180663042285682
2025-11-29,0.7180663042285682
2025-11-30,0.4787108694857122
2025-12-01,1.4361326084571364
2025-12-02,1.4361326084571364
2025-12-03,1.1967771737142805
2025-12-04,1.4361326084571364
2025-12-05,1.4361326084571364
2025-12-06,0.9574217389714244
2025-12-07,0.7180663042285682
2025-12-08,1.1967771737142805
2025-12-09,1.1967771737142805
2025-12-10,1.4361326084571364
2025-12-11,1.0770994563428524
2025-12-12,1.1967771737142805
2025-12-13,1.0770994563428524
2025-12-14,0.2393554347428561
2025-12-15,1.1967771737142805
2025-12-16,1.3164548910857086
2025-12-17,1.1967771737142805
2025-12-18,1.1967771737142805
2025-12-19,1.0770994563428524
2025-12-20,1.0770994563428524
2025-12-21,0.2393554347428561
2025-12-22,1.1967771737142805
2025-12-23,1.0770994563428524
2025-12-24,1.0770994563428524
2025-12-25,0.2393554347428561
2025-12-26,1.0770994563428524
2025-12-27,0.9574217389714244
2025-12-28,0.2393554347428561
2025-12-29,1.1967771737142805
2025-12-30,1.1967771737142805
2025-12-31,1.0770994563428524
2026-01-01,0.2393554347428561
2026-01-02,1.1967771737142805
2026-01-03,1.0770994563428524
2026-01-04,0.9574217389714244
2026-01-05,1.3164548910857086
2026-01-06,1.3164548910857086
2026-01-07,1.3164548910857086
2026-01-08,1.1967771737142805
2026-01-09,1.1967771737142805
2026-01-10,1.1967771737142805
2026-01-11,1.1967771737142805
2026-01-12,1.1967771737142805
2026-01-13,1.1967771737142805
2026-01-14,2.393554347428561
2026-01-15,2.393554347428561
2026-01-16,2.393554347428561
2026-01-17,2.393554347428561
2026-01-18,2.393554347428561
2026-01-19,3.5903315211428417
2026-01-20,4.787108694857122
2026-01-21,5.983885868571402
2026-01-22,7.180663042285683
2026-01-23,7.180663042285683
2026-01-24,7.180663042285683
2026-01-25,7.180663042285683
2026-01-26,16.754880431999926
2026-01-27,21.54198912685705
2026-01-28,25.13232064799989
2026-01-29,26.32909782171417
2026-01-30,29.91942934285701
2026-01-31,27.525874995428453
2026-02-01,26.32909782171417
2026-02-02,41.88720107999982
2026-02-03,44.28075542742838
2026-02-04,47.87108694857122
2026-02-05,49.0678641222855
2026-02-06,53.854972817142624
2026-02-07,51.46141846971406
2026-02-08,41.88720107999982
2026-02-09,58.64208151199974
2026-02-10,62.232413033142585
2026-02-11,65.82274455428542
2026-02-12,65.82274455428542
2026-02-13,64.62596738057114
2026-02-14,57.44530433828547
2026-02-15,55.051749990856905
2026-02-16,81.38084781257108
2026-02-17,94.54539672342815
2026-02-18,119.67771737142805
2026-02-19,105.31639128685669
2026-02-20,94.54539672342815
2026-02-21,69.41307607542826
2026-02-22,34.70653803771413
2026-02-23,65.82274455428542
2026-02-24,65.82274455428542
2026-02-25,61.035635859428304
2026-02-26,40.69042390628554
2026-02-27,46.67430977485694
2026-02-28,37.100092385142695
2026-03-01,26.32909782171417
2026-03-02,45.477532601142656
2026-03-03,47.87108694857122
2026-03-04,45.477532601142656
2026-03-05,41.88720107999982
2026-03-06,39.49364673257126
2026-03-07,28.722652169142734
2026-03-08,22.738766300571328
2026-03-09,34.70653803771413
2026-03-10,31.116206516571292
2026-03-11,27.525874995428453
2026-03-12,27.525874995428453
2026-03-13,27.525874995428453
2026-03-14,23.93554347428561
2026-03-15,16.754880431999926
2026-03-16,26.32909782171417
2026-03-17,25.13232064799989
2026-03-18,26.32909782171417
2026-03-19,25.13232064799989
2026-03-20,23.93554347428561
2026-03-21,21.54198912685705
2026-03-22,15.558103258285646
2026-03-23,25.13232064799989
2026-03-24,25.13232064799989
2026-03-25,22.738766300571328
2026-03-26,21.54198912685705
2026-03-27,22.738766300571328
2026-03-28,17.951657605714207
2026-03-29,14.361326084571367
2026-03-30,20.34521195314277
2026-03-31,20.34521195314277
2026-04-01,17.951657605714207
2026-04-02,19.148434779428488
2026-04-03,19.148434779428488
2026-04-04,15.558103258285646
2026-04-05,10.770994563428525
2026-04-06,19.148434779428488
2026-04-07,20.34521195314277
2026-04-08,20.34521195314277
2026-04-09,16.754880431999926
2026-04-10,16.754880431999926
2026-04-11,15.558103258285646
2026-04-12,11.967771737142805
2026-04-13,19.148434779428488
2026-04-14,20.34521195314277
2026-04-15,20.34521195314277
2026-04-16,20.34521195314277
2026-04-17,17.951657605714207
2026-04-18,14.361326084571367
2026-04-19,10.770994563428525
2026-04-20,20.34521195314277
2026-04-21,19.148434779428488
2026-04-22,16.754880431999926
2026-04-23,16.754880431999926
2026-04-24,15.558103258285646
2026-04-25,10.770994563428525
2026-04-26,9.574217389714244
2026-04-27,14.361326084571367
2026-04-28,14.361326084571367
2026-04-29,13.164548910857086
2026-04-30,11.967771737142805
2026-05-01,10.770994563428525
2026-05-02,7.180663042285683
2026-05-03,5.983885868571402
2026-05-04,10.770994563428525
2026-05-05,10.770994563428525
2026-05-06,9.574217389714244
2026-05-07,8.377440215999963
2026-05-08,8.377440215999963
2026-05-09,5.983885868571402
2026-05-10,4.787108694857122
2026-05-11,8.377440215999963
2026-05-12,9.574217389714244
2026-05-13,8.377440215999963
2026-05-14,8.377440215999963
2026-05-15,7.180663042285683
2026-05-16,4.787108694857122
2026-05-17,3.5903315211428417
2026-05-18,7.180663042285683
2026-05-19,7.180663042285683
2026-05-20,7.180663042285683
2026-05-21,5.983885868571402
2026-05-22,7.180663042285683
2026-05-23,4.787108694857122
2026-05-24,3.5903315211428417
2026-05-25,3.5903315211428417
2026-05-26,7.180663042285683
2026-05-27,5.983885868571402
2026-05-28,5.983885868571402
2026-05-29,5.983885868571402
2026-05-30,3.5903315211428417
2026-05-31,2.393554347428561
