Time,melania_trump
2025-01-21,1510.6
2025-01-22,582.4
2025-01-23,309.4
2025-01-24,273.0
2025-01-25,345.8
2025-01-26,218.39999999999998
2025-01-27,145.6
2025-01-28,163.79999999999998
2025-01-29,127.39999999999999
2025-01-30,91.0
2025-01-31,72.8
2025-02-01,91.0
2025-02-02,109.19999999999999
2025-02-03,91.0
2025-02-04,72.8
2025-02-05,54.599999999999994
2025-02-06,54.599999999999994
2025-02-07,54.599999999999994
2025-02-08,54.599999999999994
2025-02-09,54.599999999999994
2025-02-10,54.599999999999994
2025-02-11,36.4
2025-02-12,36.4
2025-02-13,36.4
2025-02-14,36.4
2025-02-15,36.4
2025-02-16,36.4
2025-02-17,36.4
2025-02-18,36.4
2025-02-19,36.4
2025-02-20,36.4
2025-02-21,36.4
2025-02-22,36.4
2025-02-23,54.599999999999994
2025-02-24,36.4
2025-02-25,36.4
2025-02-26,36.4
2025-02-27,18.2
2025-02-28,36.4
2025-03-01,36.4
2025-03-02,36.4
2025-03-03,54.599999999999994
2025-03-04,72.8
2025-03-05,218.39999999999998
2025-03-06,54.599999999999994
2025-03-07,36.4
2025-03-08,36.4
2025-03-09,36.4
2025-03-10,18.2
2025-03-11,18.2
2025-03-12,18.2
2025-03-13,18.2
2025-03-14,18.2
2025-03-15,36.4
2025-03-16,36.4
2025-03-17,18.2
2025-03-18,18.2
2025-03-19,18.2
2025-03-20,18.2
2025-03-21,18.2
2025-03-22,18.2
2025-03-23,18.2
2025-03-24,18.2
2025-03-25,18.2
2025-03-26,36.4
2025-03-27,18.2
2025-03-28,18.2
2025-03-29,18.2
2025-03-30,36.4
2025-03-31,18.2
2025-04-01,36.4
2025-04-02,18.2
2025-04-03,18.2
2025-04-04,18.2
2025-04-05,18.2
2025-04-06,18.2
2025-04-07,18.2
2025-04-08,18.2
2025-04-09,18.2
2025-04-10,18.2
2025-04-11,18.2
2025-04-12,18.2
2025-04-13,18.2
2025-04-14,18.2
2025-04-15,18.2
2025-04-16,17.5
2025-04-17,19.6
2025-04-18,19.6
2025-04-19,20.299999999999997
2025-04-20,19.6
2025-04-21,32.9
2025-04-22,30.099999999999998
2025-04-23,18.2
2025-04-24,16.799999999999997
2025-04-25,30.099999999999998
2025-04-26,119.0
2025-04-27,98.0
2025-04-28,47.599999999999994
2025-04-29,35.7
2025-04-30,31.5
2025-05-01,19.6
2025-05-02,18.2
2025-05-03,18.9
2025-05-04,18.2
2025-05-05,17.5
2025-05-06,17.5
2025-05-07,17.5
2025-05-08,30.799999999999997
2025-05-09,19.6
2025-05-10,30.099999999999998
2025-05-11,20.299999999999997
2025-05-12,18.2
2025-05-13,18.2
2025-05-14,18.2
2025-05-15,19.599999999999998
2025-05-16,22.4
2025-05-17,25.2
2025-05-18,22.4
2025-05-19,25.2
2025-05-20,28.0
2025-05-21,18.2
2025-05-22,19.599999999999998
2025-05-23,16.799999999999997
2025-05-24,16.799999999999997
2025-05-25,19.599999999999998
2025-05-26,23.799999999999997
2025-05-27,18.2
2025-05-28,18.2
2025-05-29,16.799999999999997
2025-05-30,18.2
2025-05-31,18.2
2025-06-01,16.799999999999997
2025-06-02,11.2
2025-06-03,12.6
2025-06-04,12.6
2025-06-05,15.399999999999999
2025-06-06,21.0
2025-06-07,15.399999999999999
2025-06-08,19.599999999999998
2025-06-09,18.2
2025-06-10,18.2
2025-06-11,25.2
2025-06-12,36.4
2025-06-13,29.4
2025-06-14,49.0
2025-06-15,81.19999999999999
2025-06-16,40.599999999999994
2025-06-17,35.0
2025-06-18,22.4
2025-06-19,21.0
2025-06-20,22.4
2025-06-21,19.599999999999998
2025-06-22,25.2
2025-06-23,18.2
2025-06-24,16.799999999999997
2025-06-25,16.799999999999997
2025-06-26,40.599999999999994
2025-06-27,54.599999999999994
2025-06-28,47.599999999999994
2025-06-29,37.8
2025-06-30,23.799999999999997
2025-07-01,26.599999999999998
2025-07-02,26.599999999999998
2025-07-03,25.2
2025-07-04,81.19999999999999
2025-07-05,95.19999999999999
2025-07-06,46.199999999999996
2025-07-07,30.799999999999997
2025-07-08,28.0
2025-07-09,23.799999999999997
2025-07-10,28.0
2025-07-11,46.199999999999996
2025-07-12,57.4
2025-07-13,44.8
2025-07-14,46.199999999999996
2025-07-15,39.199999999999996
2025-07-16,36.4
2025-07-17,49.0
2025-07-18,54.599999999999994
2025-07-19,50.4
2025-07-20,51.8
2025-07-21,33.599999999999994
2025-07-22,43.4
2025-07-23,58.8
2025-07-24,42.0
2025-07-25,32.199999999999996
2025-07-26,36.4
2025-07-27,42.0
2025-07-28,35.0
2025-07-29,26.599999999999998
2025-07-30,28.0
2025-07-31,25.2
2025-08-01,30.799999999999997
2025-08-02,28.0
2025-08-03,23.799999999999997
2025-08-04,23.799999999999997
2025-08-05,25.2
2025-08-06,25.2
2025-08-07,19.599999999999998
2025-08-08,26.599999999999998
2025-08-09,25.2
2025-08-10,25.2
2025-08-11,23.799999999999997
2025-08-12,21.0
2025-08-13,19.599999999999998
2025-08-14,88.19999999999999
2025-08-15,62.99999999999999
2025-08-16,51.8
2025-08-17,54.599999999999994
2025-08-18,43.4
2025-08-19,33.599999999999994
2025-08-20,26.599999999999998
2025-08-21,22.4
2025-08-22,21.0
2025-08-23,26.599999999999998
2025-08-24,19.599999999999998
2025-08-25,16.799999999999997
2025-08-26,21.0
2025-08-27,26.599999999999998
2025-08-28,19.599999999999998
2025-08-29,26.599999999999998
2025-08-30,25.2
2025-08-31,23.799999999999997
2025-09-01,23.799999999999997
2025-09-02,25.2
2025-09-03,21.0
2025-09-04,28.0
2025-09-05,32.199999999999996
2025-09-06,25.2
2025-09-07,23.799999999999997
2025-09-08,19.599999999999998
2025-09-09,22.4
2025-09-10,23.799999999999997
2025-09-11,32.199999999999996
2025-09-12,26.599999999999998
2025-09-13,19.599999999999998
2025-09-14,18.2
2025-09-15,15.399999999999999
2025-09-16,16.799999999999997
2025-09-17,79.8
2025-09-18,140.0
2025-09-19,79.8
2025-09-20,64.39999999999999
2025-09-21,49.0
2025-09-22,35.0
2025-09-23,39.199999999999996
2025-09-24,43.4
2025-09-25,35.0
2025-09-26,43.4
2025-09-27,36.4
2025-09-28,28.0
2025-09-29,22.4
2025-09-30,19.599999999999998
2025-10-01,16.799999999999997
2025-10-02,15.399999999999999
2025-10-03,15.399999999999999
2025-10-04,19.599999999999998
2025-10-05,22.4
2025-10-06,26.599999999999998
2025-10-07,21.0
2025-10-08,19.599999999999998
2025-10-09,19.599999999999998
2025-10-10,65.8
2025-10-11,60.199999999999996
2025-10-12,32.199999999999996
2025-10-13,28.0
2025-10-14,23.799999999999997
2025-10-15,18.2
2025-10-16,18.2
2025-10-17,15.399999999999999
2025-10-18,19.599999999999998
2025-10-19,18.2
2025-10-20,14.0
2025-10-21,19.599999999999998
2025-10-22,25.2
2025-10-23,30.799999999999997
2025-10-24,25.2
2025-10-25,25.2
2025-10-26,25.2
2025-10-27,18.2
2025-10-28,19.599999999999998
2025-10-29,16.799999999999997
2025-10-30,18.2
2025-10-31,22.4
2025-11-01,26.599999999999998
2025-11-02,23.799999999999997
2025-11-03,19.599999999999998
2025-11-04,16.799999999999997
2025-11-05,18.2
2025-11-06,22.4
2025-11-07,40.599999999999994
2025-11-08,32.199999999999996
2025-11-09,19.599999999999998
2025-11-10,16.799999999999997
2025-11-11,16.799999999999997
2025-11-12,23.799999999999997
2025-11-13,42.0
2025-11-14,37.8
2025-11-15,33.599999999999994
2025-11-16,33.599999999999994
2025-11-17,25.2
2025-11-18,30.799999999999997
2025-11-19,44.8
2025-11-20,37.8
2025-11-21,25.2
2025-11-22,23.799999999999997
2025-11-23,22.4
2025-11-24,22.4
2025-11-25,39.199999999999996
2025-11-26,29.4
2025-11-27,29.4
2025-11-28,37.8
2025-11-29,33.599999999999994
2025-11-30,29.4
2025-12-01,26.599999999999998
2025-12-02,29.4
2025-12-03,26.599999999999998
2025-12-04,28.0
2025-12-05,26.599999999999998
2025-12-06,30.799999999999997
2025-12-07,30.799999999999997
2025-12-08,35.0
2025-12-09,28.0
2025-12-10,25.2
2025-12-11,17.966666666666665
2025-12-12,26.599999999999994
2025-12-13,26.599999999999994
2025-12-14,27.299999999999997
2025-12-15,22.28333333333333
2025-12-16,17.966666666666665
2025-12-17,35.93333333333333
2025-12-18,38.14999999999999
2025-12-19,31.61666666666666
2025-12-20,38.849999999999994
2025-12-21,39.55
2025-12-22,31.61666666666666
2025-12-23,34.53333333333333
2025-12-24,40.24999999999999
2025-12-25,48.883333333333326
2025-12-26,39.55
2025-12-27,35.233333333333334
2025-12-28,27.299999999999997
2025-12-29,25.9
2025-12-30,22.28333333333333
2025-12-31,22.98333333333333
2026-01-01,60.43333333333332
2026-01-02,43.166666666666664
2026-01-03,39.55
2026-01-04,31.61666666666666
2026-01-05,25.199999999999996
2026-01-06,29.516666666666666
2026-01-07,30.916666666666664
2026-01-08,27.299999999999997
2026-01-09,26.599999999999994
2026-01-10,31.033333333333328
2026-01-11,44.33333333333333
2026-01-12,26.599999999999994
2026-01-13,26.599999999999994
2026-01-14,26.599999999999994
2026-01-15,26.599999999999994
2026-01-16,31.033333333333328
2026-01-17,35.46666666666666
2026-01-18,44.33333333333333
2026-01-19,31.033333333333328
2026-01-20,39.89999999999999
2026-01-21,39.89999999999999
2026-01-22,39.89999999999999
2026-01-23,35.46666666666666
2026-01-24,48.76666666666666
2026-01-25,57.633333333333326
2026-01-26,48.76666666666666
2026-01-27,93.09999999999998
2026-01-28,110.83333333333331
2026-01-29,177.33333333333331
2026-01-30,212.79999999999995
2026-01-31,257.13333333333327
2026-02-01,186.19999999999996
2026-02-02,128.56666666666663
2026-02-03,97.53333333333332
2026-02-04,84.23333333333332
2026-02-05,79.79999999999998
2026-02-06,75.36666666666666
2026-02-07,75.36666666666666
2026-02-08,62.066666666666656
2026-02-09,48.76666666666666
2026-02-10,35.46666666666666
2026-02-11,39.89999999999999
2026-02-12,35.46666666666666
2026-02-13,39.89999999999999
2026-02-14,39.89999999999999
2026-02-15,35.46666666666666
2026-02-16,31.033333333333328
2026-02-17,31.033333333333328
2026-02-18,26.599999999999994
2026-02-19,26.599999999999994
2026-02-20,31.033333333333328
2026-02-21,39.89999999999999
2026-02-22,39.89999999999999
2026-02-23,26.599999999999994
2026-02-24,31.033333333333328
2026-02-25,128.56666666666663
2026-02-26,35.46666666666666
2026-02-27,44.33333333333333
2026-02-28,39.89999999999999
2026-03-01,31.033333333333328
2026-03-02,48.76666666666666
2026-03-03,62.066666666666656
2026-03-04,31.033333333333328
2026-03-05,26.599999999999994
2026-03-06,26.599999999999994
2026-03-07,35.46666666666666
2026-03-08,31.033333333333328
2026-03-09,48.76666666666666
2026-03-10,88.66666666666666
2026-03-11,66.49999999999999
2026-03-12,44.33333333333333
2026-03-13,44.33333333333333
2026-03-14,62.066666666666656
2026-03-15,62.066666666666656
2026-03-16,39.89999999999999
2026-03-17,31.033333333333328
2026-03-18,31.033333333333328
2026-03-19,26.599999999999994
2026-03-20,26.599999999999994
2026-03-21,31.033333333333328
2026-03-22,31.033333333333328
2026-03-23,22.166666666666664
2026-03-24,26.599999999999994
2026-03-25,39.89999999999999
2026-03-26,53.19999999999999
2026-03-27,39.89999999999999
2026-03-28,39.89999999999999
2026-03-29,39.89999999999999
2026-03-30,26.599999999999994
2026-03-31,22.166666666666664
2026-04-01,31.033333333333328
2026-04-02,31.033333333333328
2026-04-03,22.166666666666664
2026-04-04,26.599999999999994
2026-04-05,26.599999999999994
2026-04-06,31.033333333333328
2026-04-07,26.599999999999994
2026-04-08,26.599999999999994
2026-04-09,203.9333333333333
2026-04-10,443.33333333333326
2026-04-11,199.49999999999997
2026-04-12,128.56666666666663
2026-04-13,70.93333333333332
2026-04-14,48.76666666666666
2026-04-15,39.89999999999999
2026-04-16,31.033333333333328
2026-04-17,31.033333333333328
2026-04-18,31.033333333333328
2026-04-19,26.599999999999994
2026-04-20,22.166666666666664
2026-04-21,17.73333333333333
2026-04-22,17.73333333333333
2026-04-23,17.73333333333333
2026-04-24,22.166666666666664
2026-04-25,22.166666666666664
2026-04-26,93.09999999999998
2026-04-27,168.46666666666664
2026-04-28,190.6333333333333
2026-04-29,146.29999999999998
2026-04-30,84.23333333333332
2026-05-01,62.066666666666656
2026-05-02,53.19999999999999
2026-05-03,35.46666666666666
2026-05-04,22.166666666666664
2026-05-05,17.73333333333333
2026-05-06,22.166666666666664
2026-05-07,22.166666666666664
2026-05-08,22.166666666666664
2026-05-09,22.166666666666664
2026-05-10,22.166666666666664
2026-05-11,17.73333333333333
2026-05-12,17.73333333333333
2026-05-13,62.066666666666656
2026-05-14,26.599999999999994
2026-05-15,17.73333333333333
2026-05-16,17.73333333333333
2026-05-17,13.299999999999997
2026-05-18,13.299999999999997
2026-05-19,8.866666666666665
2026-05-20,13.299999999999997
2026-05-21,17.73333333333333
2026-05-22,17.73333333333333
2026-05-23,39.89999999999999
2026-05-24,31.033333333333328
2026-05-25,22.166666666666664
2026-05-26,13.299999999999997
2026-05-27,13.299999999999997
2026-05-28,13.299999999999997
2026-05-29,13.299999999999997
2026-05-30,13.299999999999997
2026-05-31,17.73333333333333
