Time,the_whale
2024-11-13,4.348051948051949
2024-11-14,4.277922077922079
2024-11-15,4.348051948051949
2024-11-16,4.207792207792209
2024-11-17,5.18961038961039
2024-11-18,4.067532467532468
2024-11-19,3.7870129870129876
2024-11-20,3.576623376623377
2024-11-21,3.7168831168831176
2024-11-22,3.2259740259740264
2024-11-23,3.646753246753247
2024-11-24,4.768831168831169
2024-11-25,4.348051948051949
2024-11-26,3.2259740259740264
2024-11-27,3.015584415584416
2024-11-28,3.2961038961038964
2024-11-29,3.7870129870129876
2024-11-30,3.2961038961038964
2024-12-01,3.506493506493507
2024-12-02,3.3662337662337665
2024-12-03,3.2259740259740264
2024-12-04,2.8753246753246757
2024-12-05,2.8753246753246757
2024-12-06,3.2259740259740264
2024-12-07,2.664935064935065
2024-12-08,3.0857142857142863
2024-12-09,2.8753246753246757
2024-12-10,3.015584415584416
2024-12-11,3.2259740259740264
2024-12-12,3.0857142857142863
2024-12-13,3.2961038961038964
2024-12-14,2.8051948051948057
2024-12-15,3.2259740259740264
2024-12-16,3.015584415584416
2024-12-17,3.436363636363637
2024-12-18,3.2961038961038964
2024-12-19,3.2259740259740264
2024-12-20,3.7168831168831176
2024-12-21,3.3662337662337665
2024-12-22,3.506493506493507
2024-12-23,2.8051948051948057
2024-12-24,3.015584415584416
2024-12-25,2.9454545454545458
2024-12-26,3.1558441558441563
2024-12-27,3.2961038961038964
2024-12-28,3.506493506493507
2024-12-29,3.7870129870129876
2024-12-30,3.0857142857142863
2024-12-31,2.8753246753246757
2025-01-01,3.436363636363637
2025-01-02,3.436363636363637
2025-01-03,3.506493506493507
2025-01-04,3.9974025974025977
2025-01-05,4.067532467532468
2025-01-06,3.506493506493507
2025-01-07,3.506493506493507
2025-01-08,3.9272727272727277
2025-01-09,3.436363636363637
2025-01-10,3.1558441558441563
2025-01-11,3.576623376623377
2025-01-12,4.137662337662338
2025-01-13,3.2961038961038964
2025-01-14,3.015584415584416
2025-01-15,3.9272727272727277
2025-01-16,3.7870129870129876
2025-01-17,4.067532467532468
2025-01-18,4.277922077922079
2025-01-19,3.7168831168831176
2025-01-20,3.9272727272727277
2025-01-21,3.2259740259740264
2025-01-22,3.436363636363637
2025-01-23,3.436363636363637
2025-01-24,3.7168831168831176
2025-01-25,3.9272727272727277
2025-01-26,3.9272727272727277
2025-01-27,3.506493506493507
2025-01-28,3.7168831168831176
2025-01-29,3.3662337662337665
2025-01-30,3.015584415584416
2025-01-31,3.2259740259740264
2025-02-01,3.1558441558441563
2025-02-02,3.436363636363637
2025-02-03,3.436363636363637
2025-02-04,3.0857142857142863
2025-02-05,3.2961038961038964
2025-02-06,3.0857142857142863
2025-02-07,3.2259740259740264
2025-02-08,2.8753246753246757
2025-02-09,3.436363636363637
2025-02-10,3.0857142857142863
2025-02-11,3.1558441558441563
2025-02-12,3.015584415584416
2025-02-13,4.067532467532468
2025-02-14,7.012987012987014
2025-02-15,5.470129870129871
2025-02-16,5.18961038961039
2025-02-17,3.9974025974025977
2025-02-18,3.7870129870129876
2025-02-19,3.436363636363637
2025-02-20,3.506493506493507
2025-02-21,3.2259740259740264
2025-02-22,3.2961038961038964
2025-02-23,3.7870129870129876
2025-02-24,3.8571428571428577
2025-02-25,3.436363636363637
2025-02-26,3.2961038961038964
2025-02-27,3.436363636363637
2025-02-28,3.506493506493507
2025-03-01,3.7870129870129876
2025-03-02,3.9272727272727277
2025-03-03,3.7168831168831176
2025-03-04,3.8571428571428577
2025-03-05,3.506493506493507
2025-03-06,3.7168831168831176
2025-03-07,3.8571428571428577
2025-03-08,3.646753246753247
2025-03-09,3.646753246753247
2025-03-10,3.436363636363637
2025-03-11,3.2961038961038964
2025-03-12,3.7168831168831176
2025-03-13,3.646753246753247
2025-03-14,3.2259740259740264
2025-03-15,3.1558441558441563
2025-03-16,3.576623376623377
2025-03-17,3.2259740259740264
2025-03-18,3.0857142857142863
2025-03-19,3.015584415584416
2025-03-20,3.3662337662337665
2025-03-21,2.8051948051948057
2025-03-22,3.2259740259740264
2025-03-23,3.436363636363637
2025-03-24,3.1558441558441563
2025-03-25,3.436363636363637
2025-03-26,3.2259740259740264
2025-03-27,3.436363636363637
2025-03-28,3.3662337662337665
2025-03-29,3.015584415584416
2025-03-30,3.2259740259740264
2025-03-31,3.506493506493507
2025-04-01,3.3662337662337665
2025-04-02,3.2961038961038964
2025-04-03,3.436363636363637
2025-04-04,3.3662337662337665
2025-04-05,3.2961038961038964
2025-04-06,3.506493506493507
2025-04-07,3.9272727272727277
2025-04-08,3.506493506493507
2025-04-09,3.576623376623377
2025-04-10,3.7168831168831176
2025-04-11,3.7168831168831176
2025-04-12,3.3662337662337665
2025-04-13,3.7168831168831176
2025-04-14,3.576623376623377
2025-04-15,3.1692325855962222
2025-04-16,3.3056670602125147
2025-04-17,3.7149704840613937
2025-04-18,2.8632113341204253
2025-04-19,3.1692325855962222
2025-04-20,3.6467532467532466
2025-04-21,3.510318772136954
2025-04-22,3.6467532467532466
2025-04-23,3.3056670602125147
2025-04-24,3.2725147579693035
2025-04-25,3.442101534828808
2025-04-26,3.101015348288076
2025-04-27,3.101015348288076
2025-04-28,3.851404958677686
2025-04-29,4.056056670602125
2025-04-30,3.5785360094451004
2025-05-01,3.7149704840613937
2025-05-02,5.827792207792209
2025-05-03,6.646399055489965
2025-05-04,5.896009445100354
2025-05-05,5.248902007083826
2025-05-06,4.839598583234947
2025-05-07,3.851404958677686
2025-05-08,3.9196221959858324
2025-05-09,3.78318772136954
2025-05-10,3.3738842975206613
2025-05-11,3.78318772136954
2025-05-12,4.22564344746163
2025-05-13,4.397142857142858
2025-05-14,3.7149704840613937
2025-05-15,4.3761038961038965
2025-05-16,3.7130578512396695
2025-05-17,3.381534828807556
2025-05-18,3.5141440377804014
2025-05-19,5.171759149940968
2025-05-20,3.7793624557260923
2025-05-21,3.182621015348288
2025-05-22,3.248925619834711
2025-05-23,2.9174025974025977
2025-05-24,2.6521841794569068
2025-05-25,3.1163164108618653
2025-05-26,3.3152302243211333
2025-05-27,2.98370720188902
2025-05-28,3.1163164108618653
2025-05-29,3.248925619834711
2025-05-30,3.050011806375443
2025-05-31,2.9174025974025977
2025-06-01,2.851097992916175
2025-06-02,2.98370720188902
2025-06-03,2.9174025974025977
2025-06-04,2.6521841794569068
2025-06-05,2.9174025974025977
2025-06-06,2.784793388429752
2025-06-07,2.98370720188902
2025-06-08,3.248925619834711
2025-06-09,2.585879574970484
2025-06-10,2.6521841794569068
2025-06-11,2.784793388429752
2025-06-12,2.585879574970484
2025-06-13,2.7184887839433296
2025-06-14,2.851097992916175
2025-06-15,3.182621015348288
2025-06-16,2.5195749704840615
2025-06-17,2.4532703659976387
2025-06-18,2.6521841794569068
2025-06-19,2.7184887839433296
2025-06-20,2.7184887839433296
2025-06-21,3.1163164108618653
2025-06-22,3.182621015348288
2025-06-23,2.9174025974025977
2025-06-24,2.6521841794569068
2025-06-25,2.9174025974025977
2025-06-26,2.7184887839433296
2025-06-27,2.6521841794569068
2025-06-28,2.784793388429752
2025-06-29,3.381534828807556
2025-06-30,2.851097992916175
2025-07-01,2.5195749704840615
2025-07-02,2.5195749704840615
2025-07-03,2.851097992916175
2025-07-04,3.6467532467532466
2025-07-05,3.381534828807556
2025-07-06,3.7130578512396695
2025-07-07,2.9174025974025977
2025-07-08,2.851097992916175
2025-07-09,3.1163164108618653
2025-07-10,2.98370720188902
2025-07-11,3.381534828807556
2025-07-12,3.381534828807556
2025-07-13,4.177190082644628
2025-07-14,3.4478394332939786
2025-07-15,2.851097992916175
2025-07-16,3.4478394332939786
2025-07-17,3.5804486422668242
2025-07-18,3.248925619834711
2025-07-19,3.9119716646989375
2025-07-20,4.110885478158205
2025-07-21,3.5804486422668242
2025-07-22,3.5804486422668242
2025-07-23,3.5804486422668242
2025-07-24,3.3152302243211333
2025-07-25,3.248925619834711
2025-07-26,3.7130578512396695
2025-07-27,3.8456670602125147
2025-07-28,3.050011806375443
2025-07-29,3.248925619834711
2025-07-30,3.5141440377804014
2025-07-31,3.381534828807556
2025-08-01,3.182621015348288
2025-08-02,3.6467532467532466
2025-08-03,3.8456670602125147
2025-08-04,3.1163164108618653
2025-08-05,3.1163164108618653
2025-08-06,3.248925619834711
2025-08-07,3.050011806375443
2025-08-08,2.98370720188902
2025-08-09,3.6467532467532466
2025-08-10,5.171759149940968
2025-08-11,4.575017709563165
2025-08-12,3.7793624557260923
2025-08-13,3.7130578512396695
2025-08-14,3.7130578512396695
2025-08-15,3.381534828807556
2025-08-16,3.5804486422668242
2025-08-17,3.7130578512396695
2025-08-18,2.9174025974025977
2025-08-19,2.9174025974025977
2025-08-20,2.9174025974025977
2025-08-21,3.9782762691853604
2025-08-22,5.3043683589138135
2025-08-23,4.442408500590319
2025-08-24,3.5804486422668242
2025-08-25,3.1163164108618653
2025-08-26,3.1163164108618653
2025-08-27,3.050011806375443
2025-08-28,2.851097992916175
2025-08-29,2.98370720188902
2025-08-30,3.3152302243211333
2025-08-31,3.6467532467532466
2025-09-01,3.381534828807556
2025-09-02,2.784793388429752
2025-09-03,2.6521841794569068
2025-09-04,2.6521841794569068
2025-09-05,2.7184887839433296
2025-09-06,2.851097992916175
2025-09-07,2.98370720188902
2025-09-08,2.784793388429752
2025-09-09,2.784793388429752
2025-09-10,2.784793388429752
2025-09-11,2.3206611570247935
2025-09-12,2.585879574970484
2025-09-13,2.386965761511216
2025-09-14,2.7184887839433296
2025-09-15,2.585879574970484
2025-09-16,2.7184887839433296
2025-09-17,2.98370720188902
2025-09-18,2.851097992916175
2025-09-19,2.7184887839433296
2025-09-20,2.6521841794569068
2025-09-21,2.7184887839433296
2025-09-22,2.98370720188902
2025-09-23,2.784793388429752
2025-09-24,2.784793388429752
2025-09-25,2.98370720188902
2025-09-26,3.182621015348288
2025-09-27,3.050011806375443
2025-09-28,2.6521841794569068
2025-09-29,2.9174025974025977
2025-09-30,2.7184887839433296
2025-10-01,2.7184887839433296
2025-10-02,2.851097992916175
2025-10-03,2.585879574970484
2025-10-04,2.5195749704840615
2025-10-05,2.5195749704840615
2025-10-06,2.7184887839433296
2025-10-07,2.784793388429752
2025-10-08,2.9174025974025977
2025-10-09,2.784793388429752
2025-10-10,2.851097992916175
2025-10-11,2.7184887839433296
2025-10-12,2.784793388429752
2025-10-13,2.6521841794569068
2025-10-14,2.784793388429752
2025-10-15,2.9174025974025977
2025-10-16,2.98370720188902
2025-10-17,3.1163164108618653
2025-10-18,3.1163164108618653
2025-10-19,3.5141440377804014
2025-10-20,2.9174025974025977
2025-10-21,2.851097992916175
2025-10-22,2.851097992916175
2025-10-23,2.98370720188902
2025-10-24,2.585879574970484
2025-10-25,2.5195749704840615
2025-10-26,2.851097992916175
2025-10-27,2.784793388429752
2025-10-28,2.5195749704840615
2025-10-29,2.6521841794569068
2025-10-30,2.851097992916175
2025-10-31,2.98370720188902
2025-11-01,2.784793388429752
2025-11-02,2.851097992916175
2025-11-03,3.050011806375443
2025-11-04,2.6521841794569068
2025-11-05,3.248925619834711
2025-11-06,3.1163164108618653
2025-11-07,3.182621015348288
2025-11-08,3.248925619834711
2025-11-09,3.050011806375443
2025-11-10,3.050011806375443
2025-11-11,2.851097992916175
2025-11-12,3.248925619834711
2025-11-13,3.1163164108618653
2025-11-14,3.381534828807556
2025-11-15,2.7184887839433296
2025-11-16,3.3152302243211333
2025-11-17,3.9782762691853604
2025-11-18,3.8456670602125147
2025-11-19,3.5804486422668242
2025-11-20,3.7130578512396695
2025-11-21,3.7793624557260923
2025-11-22,3.5141440377804014
2025-11-23,3.6467532467532466
2025-11-24,3.381534828807556
2025-11-25,3.3152302243211333
2025-11-26,3.182621015348288
2025-11-27,3.050011806375443
2025-11-28,3.248925619834711
2025-11-29,3.1163164108618653
2025-11-30,3.4478394332939786
2025-12-01,3.1163164108618653
2025-12-02,2.9174025974025977
2025-12-03,3.4478394332939786
2025-12-04,3.4478394332939786
2025-12-05,3.381534828807556
2025-12-06,3.050011806375443
2025-12-07,3.3152302243211333
2025-12-08,2.98370720188902
2025-12-09,3.050011806375443
2025-12-10,3.1163164108618653
2025-12-11,3.6548959174796494
2025-12-12,3.264629341949916
2025-12-13,2.8470266575529735
2025-12-14,3.176804821972286
2025-12-15,3.055827999751445
2025-12-16,3.055827999751445
2025-12-17,3.3251177530603364
2025-12-18,3.176804821972286
2025-12-19,2.7865382464425528
2025-12-20,2.638225315354502
2025-12-21,3.1163164108618653
2025-12-22,2.7865382464425528
2025-12-23,2.907515068663394
2025-12-24,2.907515068663394
2025-12-25,3.1163164108618653
2025-12-26,3.264629341949916
2025-12-27,3.358270055303548
2025-12-28,3.2372932330827067
2025-12-29,3.1163164108618653
2025-12-30,3.055827999751445
2025-12-31,3.1163164108618653
2026-01-01,3.2372932330827067
2026-01-02,3.567071397502019
2026-01-03,3.446094575281178
2026-01-04,3.6548959174796494
2026-01-05,3.055827999751445
2026-01-06,3.176804821972286
2026-01-07,3.264629341949916
2026-01-08,3.5065829863915985
2026-01-09,3.9241856707885416
2026-01-10,3.663038588206052
2026-01-11,3.663038588206052
2026-01-12,3.6083663704716336
2026-01-13,3.4443497172683775
2026-01-14,3.7177108059404707
2026-01-15,3.2803330640651214
2026-01-16,3.6083663704716336
2026-01-17,3.5536941527372146
2026-01-18,3.7177108059404707
2026-01-19,3.663038588206052
2026-01-20,3.5536941527372146
2026-01-21,3.7723830236748896
2026-01-22,3.827055241409308
2026-01-23,3.6083663704716336
2026-01-24,3.6083663704716336
2026-01-25,3.9910718946125643
2026-01-26,3.827055241409308
2026-01-27,3.6083663704716336
2026-01-28,3.4443497172683775
2026-01-29,3.7723830236748896
2026-01-30,3.7177108059404707
2026-01-31,4.209760765550239
2026-02-01,4.483121854222333
2026-02-02,4.2644329832846575
2026-02-03,3.9910718946125643
2026-02-04,4.209760765550239
2026-02-05,4.811155160628845
2026-02-06,4.045744112346983
2026-02-07,4.428449636487914
2026-02-08,4.3191052010190765
2026-02-09,3.7723830236748896
2026-02-10,4.2644329832846575
2026-02-11,4.15508854781582
2026-02-12,4.428449636487914
2026-02-13,3.9363996768781453
2026-02-14,4.2644329832846575
2026-02-15,4.537794071956751
2026-02-16,4.100416330081401
2026-02-17,4.100416330081401
2026-02-18,4.100416330081401
2026-02-19,4.647138507425589
2026-02-20,4.2644329832846575
2026-02-21,4.537794071956751
2026-02-22,4.373777418753495
2026-02-23,4.647138507425589
2026-02-24,4.045744112346983
2026-02-25,4.373777418753495
2026-02-26,5.467221773441869
2026-02-27,5.357877337973031
2026-02-28,3.6083663704716336
2026-03-01,3.5536941527372146
2026-03-02,4.100416330081401
2026-03-03,4.15508854781582
2026-03-04,4.045744112346983
2026-03-05,4.483121854222333
2026-03-06,4.373777418753495
2026-03-07,4.045744112346983
2026-03-08,4.100416330081401
2026-03-09,4.15508854781582
2026-03-10,4.209760765550239
2026-03-11,4.15508854781582
2026-03-12,4.045744112346983
2026-03-13,3.6083663704716336
2026-03-14,3.8817274591437267
2026-03-15,4.15508854781582
2026-03-16,3.663038588206052
2026-03-17,4.100416330081401
2026-03-18,4.100416330081401
2026-03-19,4.373777418753495
2026-03-20,4.100416330081401
2026-03-21,3.827055241409308
2026-03-22,4.209760765550239
2026-03-23,4.100416330081401
2026-03-24,3.7177108059404707
2026-03-25,3.827055241409308
2026-03-26,4.045744112346983
2026-03-27,4.373777418753495
2026-03-28,3.827055241409308
2026-03-29,4.3191052010190765
2026-03-30,3.9363996768781453
2026-03-31,4.209760765550239
2026-04-01,4.045744112346983
2026-04-02,3.9363996768781453
2026-04-03,3.663038588206052
2026-04-04,4.373777418753495
2026-04-05,4.15508854781582
2026-04-06,4.045744112346983
2026-04-07,3.7723830236748896
2026-04-08,3.9910718946125643
2026-04-09,4.59246628969117
2026-04-10,3.9910718946125643
2026-04-11,4.15508854781582
2026-04-12,4.100416330081401
2026-04-13,4.2644329832846575
2026-04-14,3.9910718946125643
2026-04-15,4.3191052010190765
2026-04-16,4.2644329832846575
2026-04-17,4.975171813832101
2026-04-18,4.209760765550239
2026-04-19,4.428449636487914
2026-04-20,4.373777418753495
2026-04-21,4.2644329832846575
2026-04-22,4.537794071956751
2026-04-23,4.811155160628845
2026-04-24,4.100416330081401
2026-04-25,3.3896774995339585
2026-04-26,4.428449636487914
2026-04-27,4.3191052010190765
2026-04-28,4.428449636487914
2026-04-29,4.865827378363263
2026-04-30,5.467221773441869
2026-05-01,4.59246628969117
2026-05-02,4.3191052010190765
2026-05-03,4.428449636487914
2026-05-04,4.811155160628845
2026-05-05,5.084516249300938
2026-05-06,4.975171813832101
2026-05-07,5.029844031566519
2026-05-08,4.428449636487914
2026-05-09,4.483121854222333
2026-05-10,4.3191052010190765
2026-05-11,4.811155160628845
2026-05-12,4.428449636487914
2026-05-13,4.756482942894426
2026-05-14,4.2644329832846575
2026-05-15,4.59246628969117
2026-05-16,4.428449636487914
2026-05-17,4.428449636487914
2026-05-18,4.373777418753495
2026-05-19,4.373777418753495
2026-05-20,4.3191052010190765
2026-05-21,4.045744112346983
2026-05-22,4.373777418753495
2026-05-23,4.920499596097682
2026-05-24,4.865827378363263
2026-05-25,4.865827378363263
2026-05-26,4.647138507425589
2026-05-27,4.2644329832846575
2026-05-28,4.2644329832846575
2026-05-29,4.209760765550239
2026-05-30,4.2644329832846575
2026-05-31,5.029844031566519
