Time,the whale
2025-06-25,44.0
2025-06-26,41.0
2025-06-27,40.0
2025-06-28,42.0
2025-06-29,51.0
2025-06-30,43.0
2025-07-01,38.0
2025-07-02,38.0
2025-07-03,43.0
2025-07-04,55.0
2025-07-05,51.0
2025-07-06,56.0
2025-07-07,44.0
2025-07-08,43.0
2025-07-09,47.0
2025-07-10,45.0
2025-07-11,51.0
2025-07-12,51.0
2025-07-13,63.0
2025-07-14,52.0
2025-07-15,43.0
2025-07-16,52.0
2025-07-17,54.0
2025-07-18,49.0
2025-07-19,59.0
2025-07-20,62.0
2025-07-21,54.0
2025-07-22,54.0
2025-07-23,54.0
2025-07-24,50.0
2025-07-25,49.0
2025-07-26,56.0
2025-07-27,58.0
2025-07-28,46.0
2025-07-29,49.0
2025-07-30,53.0
2025-07-31,51.0
2025-08-01,48.0
2025-08-02,55.0
2025-08-03,58.0
2025-08-04,47.0
2025-08-05,47.0
2025-08-06,49.0
2025-08-07,46.0
2025-08-08,45.0
2025-08-09,55.0
2025-08-10,78.0
2025-08-11,69.0
2025-08-12,57.0
2025-08-13,56.0
2025-08-14,56.0
2025-08-15,51.0
2025-08-16,54.0
2025-08-17,56.0
2025-08-18,44.0
2025-08-19,44.0
2025-08-20,44.0
2025-08-21,60.0
2025-08-22,80.0
2025-08-23,67.0
2025-08-24,54.0
2025-08-25,47.0
2025-08-26,47.0
2025-08-27,46.0
2025-08-28,43.0
2025-08-29,45.0
2025-08-30,50.0
2025-08-31,55.0
2025-09-01,51.0
2025-09-02,42.0
2025-09-03,40.0
2025-09-04,40.0
2025-09-05,41.0
2025-09-06,43.0
2025-09-07,45.0
2025-09-08,42.0
2025-09-09,42.0
2025-09-10,42.0
2025-09-11,35.0
2025-09-12,39.0
2025-09-13,36.0
2025-09-14,41.0
2025-09-15,39.0
2025-09-16,41.0
2025-09-17,45.0
2025-09-18,43.0
2025-09-19,41.0
2025-09-20,40.0
2025-09-21,41.0
2025-09-22,45.0
2025-09-23,42.0
2025-09-24,42.0
2025-09-25,45.0
2025-09-26,48.0
2025-09-27,46.0
2025-09-28,40.0
2025-09-29,44.0
2025-09-30,41.0
2025-10-01,41.0
2025-10-02,43.0
2025-10-03,39.0
2025-10-04,38.0
2025-10-05,38.0
2025-10-06,41.0
2025-10-07,42.0
2025-10-08,44.0
2025-10-09,42.0
2025-10-10,43.0
2025-10-11,41.0
2025-10-12,42.0
2025-10-13,40.0
2025-10-14,42.0
2025-10-15,44.0
2025-10-16,45.0
2025-10-17,47.0
2025-10-18,47.0
2025-10-19,53.0
2025-10-20,44.0
2025-10-21,43.0
2025-10-22,43.0
2025-10-23,45.0
2025-10-24,39.0
2025-10-25,38.0
2025-10-26,43.0
2025-10-27,42.0
2025-10-28,38.0
2025-10-29,40.0
2025-10-30,43.0
2025-10-31,45.0
2025-11-01,42.0
2025-11-02,43.0
2025-11-03,46.0
2025-11-04,40.0
2025-11-05,49.0
2025-11-06,47.0
2025-11-07,48.0
2025-11-08,49.0
2025-11-09,46.0
2025-11-10,46.0
2025-11-11,43.0
2025-11-12,49.0
2025-11-13,47.0
2025-11-14,51.0
2025-11-15,41.0
2025-11-16,50.0
2025-11-17,60.0
2025-11-18,58.0
2025-11-19,54.0
2025-11-20,56.0
2025-11-21,57.0
2025-11-22,53.0
2025-11-23,55.0
2025-11-24,51.0
2025-11-25,50.0
2025-11-26,48.0
2025-11-27,46.0
2025-11-28,49.0
2025-11-29,47.0
2025-11-30,52.0
2025-12-01,47.0
2025-12-02,44.0
2025-12-03,52.0
2025-12-04,52.0
2025-12-05,51.0
2025-12-06,46.0
2025-12-07,50.0
2025-12-08,45.0
2025-12-09,46.0
2025-12-10,47.0
2025-12-11,61.0
2025-12-12,54.5
2025-12-13,47.5
2025-12-14,53.0
2025-12-15,51.0
2025-12-16,51.0
2025-12-17,55.5
2025-12-18,53.0
2025-12-19,46.5
2025-12-20,44.0
2025-12-21,52.0
2025-12-22,46.5
2025-12-23,48.5
2025-12-24,48.5
2025-12-25,52.0
2025-12-26,54.5
2025-12-27,56.0
2025-12-28,54.0
2025-12-29,52.0
2025-12-30,51.0
2025-12-31,52.0
2026-01-01,54.0
2026-01-02,59.5
2026-01-03,57.5
2026-01-04,61.0
2026-01-05,51.0
2026-01-06,53.0
2026-01-07,54.5
2026-01-08,58.5
2026-01-09,65.5
2026-01-10,67.0
2026-01-11,67.0
2026-01-12,66.0
2026-01-13,63.0
2026-01-14,68.0
2026-01-15,60.0
2026-01-16,66.0
2026-01-17,65.0
2026-01-18,68.0
2026-01-19,67.0
2026-01-20,65.0
2026-01-21,69.0
2026-01-22,70.0
2026-01-23,66.0
2026-01-24,66.0
2026-01-25,73.0
2026-01-26,70.0
2026-01-27,66.0
2026-01-28,63.0
2026-01-29,69.0
2026-01-30,68.0
2026-01-31,77.0
2026-02-01,82.0
2026-02-02,78.0
2026-02-03,73.0
2026-02-04,77.0
2026-02-05,88.0
2026-02-06,74.0
2026-02-07,81.0
2026-02-08,79.0
2026-02-09,69.0
2026-02-10,78.0
2026-02-11,76.0
2026-02-12,81.0
2026-02-13,72.0
2026-02-14,78.0
2026-02-15,83.0
2026-02-16,75.0
2026-02-17,75.0
2026-02-18,75.0
2026-02-19,85.0
2026-02-20,78.0
2026-02-21,83.0
2026-02-22,80.0
2026-02-23,85.0
2026-02-24,74.0
2026-02-25,80.0
2026-02-26,100.0
2026-02-27,98.0
2026-02-28,66.0
2026-03-01,65.0
2026-03-02,75.0
2026-03-03,76.0
2026-03-04,74.0
2026-03-05,82.0
2026-03-06,80.0
2026-03-07,74.0
2026-03-08,75.0
2026-03-09,76.0
2026-03-10,77.0
2026-03-11,76.0
2026-03-12,74.0
2026-03-13,66.0
2026-03-14,71.0
2026-03-15,76.0
2026-03-16,67.0
2026-03-17,75.0
2026-03-18,75.0
2026-03-19,80.0
2026-03-20,75.0
2026-03-21,70.0
2026-03-22,77.0
2026-03-23,75.0
2026-03-24,68.0
2026-03-25,70.0
2026-03-26,74.0
2026-03-27,80.0
2026-03-28,70.0
2026-03-29,79.0
2026-03-30,72.0
2026-03-31,77.0
2026-04-01,74.0
2026-04-02,72.0
2026-04-03,67.0
2026-04-04,80.0
2026-04-05,76.0
2026-04-06,74.0
2026-04-07,69.0
2026-04-08,73.0
2026-04-09,84.0
2026-04-10,73.0
2026-04-11,76.0
2026-04-12,75.0
2026-04-13,78.0
2026-04-14,73.0
2026-04-15,79.0
2026-04-16,78.0
2026-04-17,91.0
2026-04-18,77.0
2026-04-19,81.0
2026-04-20,80.0
2026-04-21,78.0
2026-04-22,83.0
2026-04-23,88.0
2026-04-24,75.0
2026-04-25,62.0
2026-04-26,81.0
2026-04-27,79.0
2026-04-28,81.0
2026-04-29,89.0
2026-04-30,100.0
2026-05-01,84.0
2026-05-02,79.0
2026-05-03,81.0
2026-05-04,88.0
2026-05-05,93.0
2026-05-06,91.0
2026-05-07,92.0
2026-05-08,81.0
2026-05-09,82.0
2026-05-10,79.0
2026-05-11,88.0
2026-05-12,81.0
2026-05-13,87.0
2026-05-14,78.0
2026-05-15,84.0
2026-05-16,81.0
2026-05-17,81.0
2026-05-18,80.0
2026-05-19,80.0
2026-05-20,79.0
2026-05-21,74.0
2026-05-22,80.0
2026-05-23,90.0
2026-05-24,89.0
2026-05-25,89.0
2026-05-26,85.0
2026-05-27,78.0
2026-05-28,78.0
2026-05-29,77.0
2026-05-30,78.0
2026-05-31,92.0
