Time,fox_news
2023-09-24,27.246376811594203
2023-09-25,33.6231884057971
2023-09-26,34.20289855072464
2023-09-27,36.52173913043478
2023-09-28,40.57971014492754
2023-09-29,35.36231884057971
2023-09-30,30.72463768115942
2023-10-01,29.565217391304348
2023-10-02,35.94202898550725
2023-10-03,38.26086956521739
2023-10-04,41.73913043478261
2023-10-05,37.10144927536232
2023-10-06,35.94202898550725
2023-10-07,38.26086956521739
2023-10-08,40.57971014492754
2023-10-09,47.536231884057976
2023-10-10,51.594202898550726
2023-10-11,49.85507246376812
2023-10-12,48.69565217391305
2023-10-13,51.01449275362319
2023-10-14,40.0
2023-10-15,41.73913043478261
2023-10-16,46.3768115942029
2023-10-17,46.95652173913044
2023-10-18,45.21739130434783
2023-10-19,45.79710144927537
2023-10-20,45.79710144927537
2023-10-21,36.52173913043478
2023-10-22,35.94202898550725
2023-10-23,41.73913043478261
2023-10-24,42.89855072463768
2023-10-25,41.15942028985507
2023-10-26,52.173913043478265
2023-10-27,47.536231884057976
2023-10-28,39.42028985507247
2023-10-29,35.94202898550725
2023-10-30,41.15942028985507
2023-10-31,40.57971014492754
2023-11-01,40.57971014492754
2023-11-02,40.57971014492754
2023-11-03,37.68115942028986
2023-11-04,31.304347826086957
2023-11-05,31.884057971014492
2023-11-06,37.68115942028986
2023-11-07,39.42028985507247
2023-11-08,42.31884057971015
2023-11-09,37.10144927536232
2023-11-10,34.20289855072464
2023-11-11,30.144927536231886
2023-11-12,30.144927536231886
2023-11-13,34.20289855072464
2023-11-14,35.36231884057971
2023-11-15,37.10144927536232
2023-11-16,36.52173913043478
2023-11-17,35.36231884057971
2023-11-18,28.405797101449277
2023-11-19,28.985507246376812
2023-11-20,33.04347826086957
2023-11-21,34.78260869565217
2023-11-22,37.10144927536232
2023-11-23,31.884057971014492
2023-11-24,30.72463768115942
2023-11-25,29.565217391304348
2023-11-26,28.985507246376812
2023-11-27,31.304347826086957
2023-11-28,32.46376811594203
2023-11-29,34.20289855072464
2023-11-30,31.304347826086957
2023-12-01,35.94202898550725
2023-12-02,28.405797101449277
2023-12-03,26.666666666666668
2023-12-04,31.884057971014492
2023-12-05,34.78260869565217
2023-12-06,34.78260869565217
2023-12-07,32.46376811594203
2023-12-08,33.6231884057971
2023-12-09,29.565217391304348
2023-12-10,30.144927536231886
2023-12-11,33.6231884057971
2023-12-12,34.78260869565217
2023-12-13,35.36231884057971
2023-12-14,33.6231884057971
2023-12-15,34.20289855072464
2023-12-16,30.144927536231886
2023-12-17,28.405797101449277
2023-12-18,31.884057971014492
2023-12-19,36.52173913043478
2023-12-20,35.94202898550725
2023-12-21,34.78260869565217
2023-12-22,32.38420005683433
2023-12-23,28.416936629724354
2023-12-24,28.706791702188124
2023-12-25,30.868542199488495
2023-12-26,33.610002841716394
2023-12-27,33.89985791418017
2023-12-28,34.22290423415743
2023-12-29,33.610002841716394
2023-12-30,26.578232452401252
2023-12-31,29.02983802216539
2024-01-01,31.771298664393292
2024-01-02,35.4487070190395
2024-01-03,36.061608411480535
2024-01-04,36.96436487638534
2024-01-05,32.99710144927536
2024-01-06,28.706791702188124
2024-01-07,27.191133844842284
2024-01-08,32.38420005683433
2024-01-09,37.287411196362605
2024-01-10,35.4487070190395
2024-01-11,35.73856209150327
2024-01-12,36.061608411480535
2024-01-13,29.642739414606424
2024-01-14,28.416936629724354
2024-01-15,34.835805626598464
2024-01-16,40.02887183859051
2024-01-17,36.3514634839443
2024-01-18,34.22290423415743
2024-01-19,34.22290423415743
2024-01-20,25.965331059960217
2024-01-21,27.13589087809037
2024-01-22,32.95072463768116
2024-01-23,35.535095197499295
2024-01-24,39.41165103722649
2024-01-25,32.30463199772663
2024-01-26,29.720261437908498
2024-01-27,22.61324239840864
2024-01-28,22.61324239840864
2024-01-29,29.074168797953966
2024-01-30,27.7819835180449
2024-01-31,26.489798238135837
2024-02-01,26.489798238135837
2024-02-02,27.13589087809037
2024-02-03,21.321057118499574
2024-02-04,21.96714975845411
2024-02-05,26.489798238135837
2024-02-06,28.428076157999435
2024-02-07,27.13589087809037
2024-02-08,29.720261437908498
2024-02-09,29.720261437908498
2024-02-10,23.259335038363172
2024-02-11,21.96714975845411
2024-02-12,27.7819835180449
2024-02-13,26.489798238135837
2024-02-14,30.366354077863033
2024-02-15,31.658539357772096
2024-02-16,29.720261437908498
2024-02-17,23.259335038363172
2024-02-18,21.96714975845411
2024-02-19,27.13589087809037
2024-02-20,27.7819835180449
2024-02-21,27.7819835180449
2024-02-22,29.720261437908498
2024-02-23,27.13589087809037
2024-02-24,23.905427678317707
2024-02-25,23.905427678317707
2024-02-26,26.489798238135837
2024-02-27,26.489798238135837
2024-02-28,27.7819835180449
2024-02-29,26.489798238135837
2024-03-01,25.8437055981813
2024-03-02,21.321057118499574
2024-03-03,21.321057118499574
2024-03-04,27.7819835180449
2024-03-05,30.366354077863033
2024-03-06,32.95072463768116
2024-03-07,27.13589087809037
2024-03-08,32.95072463768116
2024-03-09,21.321057118499574
2024-03-10,20.674964478545043
2024-03-11,25.8437055981813
2024-03-12,25.8437055981813
2024-03-13,25.8437055981813
2024-03-14,26.489798238135837
2024-03-15,24.55152031827224
2024-03-16,20.674964478545043
2024-03-17,20.02887183859051
2024-03-18,27.13589087809037
2024-03-19,25.8437055981813
2024-03-20,25.8437055981813
2024-03-21,24.55152031827224
2024-03-22,25.8437055981813
2024-03-23,21.321057118499574
2024-03-24,21.321057118499574
2024-03-25,27.7819835180449
2024-03-26,33.596817277635694
2024-03-27,28.428076157999435
2024-03-28,26.489798238135837
2024-03-29,23.259335038363172
2024-03-30,20.02887183859051
2024-03-31,21.321057118499574
2024-04-01,25.8437055981813
2024-04-02,27.7819835180449
2024-04-03,25.8437055981813
2024-04-04,24.55152031827224
2024-04-05,26.489798238135837
2024-04-06,20.02887183859051
2024-04-07,20.02887183859051
2024-04-08,28.428076157999435
2024-04-09,25.8437055981813
2024-04-10,26.489798238135837
2024-04-11,27.13589087809037
2024-04-12,24.55152031827224
2024-04-13,23.905427678317707
2024-04-14,31.012446717817564
2024-04-15,29.074168797953966
2024-04-16,26.489798238135837
2024-04-17,25.8437055981813
2024-04-18,26.489798238135837
2024-04-19,30.366354077863033
2024-04-20,20.674964478545043
2024-04-21,20.674964478545043
2024-04-22,26.489798238135837
2024-04-23,27.13589087809037
2024-04-24,25.8437055981813
2024-04-25,27.13589087809037
2024-04-26,25.19761295822677
2024-04-27,20.674964478545043
2024-04-28,21.321057118499574
2024-04-29,26.489798238135837
2024-04-30,27.13589087809037
2024-05-01,27.13589087809037
2024-05-02,27.13589087809037
2024-05-03,25.19761295822677
2024-05-04,20.02887183859051
2024-05-05,20.02887183859051
2024-05-06,25.19761295822677
2024-05-07,27.13589087809037
2024-05-08,25.8437055981813
2024-05-09,27.13589087809037
2024-05-10,25.19761295822677
2024-05-11,20.02887183859051
2024-05-12,20.674964478545043
2024-05-13,27.13589087809037
2024-05-14,26.489798238135837
2024-05-15,26.489798238135837
2024-05-16,25.8437055981813
2024-05-17,27.7819835180449
2024-05-18,20.02887183859051
2024-05-19,21.321057118499574
2024-05-20,27.7819835180449
2024-05-21,26.489798238135837
2024-05-22,26.489798238135837
2024-05-23,26.489798238135837
2024-05-24,25.8437055981813
2024-05-25,20.02887183859051
2024-05-26,21.96714975845411
2024-05-27,21.96714975845411
2024-05-28,28.428076157999435
2024-05-29,32.95072463768116
2024-05-30,49.10304063654448
2024-05-31,40.703836317135554
2024-06-01,23.259335038363172
2024-06-02,22.61324239840864
2024-06-03,26.489798238135837
2024-06-04,26.489798238135837
2024-06-05,27.13589087809037
2024-06-06,26.489798238135837
2024-06-07,26.489798238135837
2024-06-08,21.96714975845411
2024-06-09,21.321057118499574
2024-06-10,29.074168797953966
2024-06-11,31.658539357772096
2024-06-12,28.428076157999435
2024-06-13,27.13589087809037
2024-06-14,24.55152031827224
2024-06-15,21.321057118499574
2024-06-16,20.02887183859051
2024-06-17,27.7819835180449
2024-06-18,25.8437055981813
2024-06-19,27.13589087809037
2024-06-20,26.489798238135837
2024-06-21,25.19761295822677
2024-06-22,21.321057118499574
2024-06-23,20.674964478545043
2024-06-24,25.8437055981813
2024-06-25,27.13589087809037
2024-06-26,26.489798238135837
2024-06-27,27.13589087809037
2024-06-28,49.74913327649901
2024-06-29,23.259335038363172
2024-06-30,23.259335038363172
2024-07-01,32.30463199772663
2024-07-02,29.720261437908498
2024-07-03,29.074168797953966
2024-07-04,25.19761295822677
2024-07-05,27.7819835180449
2024-07-06,24.55152031827224
2024-07-07,23.259335038363172
2024-07-08,29.074168797953966
2024-07-09,28.428076157999435
2024-07-10,28.428076157999435
2024-07-11,29.720261437908498
2024-07-12,29.720261437908498
2024-07-13,51.6874111963626
2024-07-14,64.60926399545326
2024-07-15,42.64211423699915
2024-07-16,34.242909917590225
2024-07-17,31.658539357772096
2024-07-18,33.596817277635694
2024-07-19,35.535095197499295
2024-07-20,23.905427678317707
2024-07-21,34.242909917590225
2024-07-22,36.18118783745383
2024-07-23,34.88900255754476
2024-07-24,32.30463199772663
2024-07-25,31.658539357772096
2024-07-26,27.13589087809037
2024-07-27,20.674964478545043
2024-07-28,21.321057118499574
2024-07-29,27.7819835180449
2024-07-30,27.13589087809037
2024-07-31,27.13589087809037
2024-08-01,27.13589087809037
2024-08-02,25.19761295822677
2024-08-03,21.96714975845411
2024-08-04,21.321057118499574
2024-08-05,28.428076157999435
2024-08-06,31.658539357772096
2024-08-07,31.012446717817564
2024-08-08,29.720261437908498
2024-08-09,29.720261437908498
2024-08-10,23.259335038363172
2024-08-11,23.259335038363172
2024-08-12,28.428076157999435
2024-08-13,29.720261437908498
2024-08-14,29.074168797953966
2024-08-15,29.074168797953966
2024-08-16,27.13589087809037
2024-08-17,21.96714975845411
2024-08-18,22.325685674147188
2024-08-19,28.391676572649885
2024-08-20,31.89725997168957
2024-08-21,30.305991432158358
2024-08-22,28.068630252672616
2024-08-23,29.982945112181092
2024-08-24,20.734417134615974
2024-08-25,21.38050977457051
2024-08-26,24.56304685363293
2024-08-27,24.886093173610195
2024-08-28,26.15431539316414
2024-08-29,24.886093173610195
2024-08-30,26.80040803311867
2024-08-31,19.143148595084767
2024-09-01,20.734417134615974
2024-09-02,22.648731994124454
2024-09-03,24.886093173610195
2024-09-04,28.391676572649885
2024-09-05,26.80040803311867
2024-09-06,22.648731994124454
2024-09-07,18.8201022751075
2024-09-08,19.466194915062033
2024-09-09,26.15431539316414
2024-09-10,26.477361713141406
2024-09-11,58.697668004808236
2024-09-12,28.068630252672616
2024-09-13,24.240000533655664
2024-09-14,18.8201022751075
2024-09-15,22.97177831410172
2024-09-16,26.80040803311867
2024-09-17,26.464925188146974
2024-09-18,26.464925188146974
2024-09-19,24.57457338899362
2024-09-20,22.684221589840263
2024-09-21,18.903517991533555
2024-09-22,18.903517991533555
2024-09-23,22.684221589840263
2024-09-24,22.684221589840263
2024-09-25,24.57457338899362
2024-09-26,26.464925188146974
2024-09-27,24.57457338899362
2024-09-28,20.79386979068691
2024-09-29,20.79386979068691
2024-09-30,26.464925188146974
2024-10-01,34.026332384760394
2024-10-02,35.91668418391375
2024-10-03,30.245628786453686
2024-10-04,26.464925188146974
2024-10-05,22.684221589840263
2024-10-06,22.684221589840263
2024-10-07,28.355276987300332
2024-10-08,30.245628786453686
2024-10-09,32.135980585607044
2024-10-10,34.026332384760394
2024-10-11,28.355276987300332
2024-10-12,22.684221589840263
2024-10-13,22.684221589840263
2024-10-14,28.355276987300332
2024-10-15,30.245628786453686
2024-10-16,37.80703598306711
2024-10-17,39.69738778222046
2024-10-18,30.245628786453686
2024-10-19,22.684221589840263
2024-10-20,22.684221589840263
2024-10-21,30.245628786453686
2024-10-22,26.464925188146974
2024-10-23,28.355276987300332
2024-10-24,28.355276987300332
2024-10-25,30.245628786453686
2024-10-26,24.57457338899362
2024-10-27,24.57457338899362
2024-10-28,32.135980585607044
2024-10-29,30.245628786453686
2024-10-30,32.135980585607044
2024-10-31,32.135980585607044
2024-11-01,32.135980585607044
2024-11-02,24.57457338899362
2024-11-03,26.464925188146974
2024-11-04,37.80703598306711
2024-11-05,83.17547916274764
2024-11-06,189.03517991533553
2024-11-07,60.49125757290737
2024-11-08,45.368443179680526
