Time,nvda_stock
2024-01-15,16.686721991701248
2024-01-16,69.08022130013833
2024-01-17,71.21023513139697
2024-01-18,81.3035961272476
2024-01-19,90.23029045643156
2024-01-20,25.613416320885207
2024-01-21,12.78008298755187
2024-01-22,85.20055325034579
2024-01-23,68.16044260027664
2024-01-24,102.24066390041496
2024-01-25,89.4605809128631
2024-01-26,76.68049792531122
2024-01-27,21.300138312586448
2024-01-28,12.78008298755187
2024-01-29,68.16044260027664
2024-01-30,85.20055325034579
2024-01-31,72.42047026279393
2024-02-01,72.42047026279393
2024-02-02,93.72060857538038
2024-02-03,25.56016597510374
2024-02-04,17.04011065006916
2024-02-05,110.76071922544953
2024-02-06,119.28077455048413
2024-02-07,110.76071922544953
2024-02-08,102.24066390041496
2024-02-09,110.76071922544953
2024-02-10,29.82019363762103
2024-02-11,17.04011065006916
2024-02-12,102.24066390041496
2024-02-13,106.50069156293225
2024-02-14,102.24066390041496
2024-02-15,115.02074688796682
2024-02-16,106.50069156293225
2024-02-17,25.56016597510374
2024-02-18,17.04011065006916
2024-02-19,29.82019363762103
2024-02-20,144.84094052558785
2024-02-21,336.5421853388659
2024-02-22,353.5822959889351
2024-02-23,204.48132780082992
2024-02-24,46.86030428769019
2024-02-25,25.56016597510374
2024-02-26,123.54080221300141
2024-02-27,106.50069156293225
2024-02-28,93.72060857538038
2024-02-29,102.24066390041496
2024-03-01,115.02074688796682
2024-03-02,34.08022130013832
2024-03-03,25.56016597510374
2024-03-04,136.32088520055328
2024-03-05,136.32088520055328
2024-03-06,132.06085753803598
2024-03-07,144.84094052558785
2024-03-08,208.74135546334722
2024-03-09,59.64038727524206
2024-03-10,29.82019363762103
2024-03-11,157.62102351313973
2024-03-12,153.36099585062243
2024-03-13,153.36099585062243
2024-03-14,136.32088520055328
2024-03-15,127.8008298755187
2024-03-16,29.82019363762103
2024-03-17,21.300138312586448
2024-03-18,157.62102351313973
2024-03-19,157.62102351313973
2024-03-20,132.06085753803598
2024-03-21,123.54080221300141
2024-03-22,119.28077455048413
2024-03-23,29.82019363762103
2024-03-24,25.56016597510374
2024-03-25,119.28077455048413
2024-03-26,115.02074688796682
2024-03-27,119.28077455048413
2024-03-28,110.76071922544953
2024-03-29,38.34024896265561
2024-03-30,17.04011065006916
2024-03-31,12.78008298755187
2024-04-01,102.24066390041496
2024-04-02,93.72060857538038
2024-04-03,89.4605809128631
2024-04-04,93.72060857538038
2024-04-05,93.72060857538038
2024-04-06,17.04011065006916
2024-04-07,12.78008298755187
2024-04-08,72.42047026279393
2024-04-09,97.98063623789767
2024-04-10,106.50069156293225
2024-04-11,89.4605809128631
2024-04-12,85.20055325034579
2024-04-13,17.04011065006916
2024-04-14,12.78008298755187
2024-04-15,85.20055325034579
2024-04-16,80.9405255878285
2024-04-17,85.20055325034579
2024-04-18,85.20055325034579
2024-04-19,123.54080221300141
2024-04-20,42.600276625172896
2024-04-21,21.300138312586448
2024-04-22,115.02074688796682
2024-04-23,97.98063623789767
2024-04-24,106.50069156293225
2024-04-25,110.76071922544953
2024-04-26,106.50069156293225
2024-04-27,25.56016597510374
2024-04-28,17.04011065006916
2024-04-29,89.4605809128631
2024-04-30,89.4605809128631
2024-05-01,93.72060857538038
2024-05-02,85.20055325034579
2024-05-03,85.20055325034579
2024-05-04,21.300138312586448
2024-05-05,12.78008298755187
2024-05-06,93.72060857538038
2024-05-07,97.98063623789767
2024-05-08,80.9405255878285
2024-05-09,80.9405255878285
2024-05-10,76.68049792531122
2024-05-11,17.04011065006916
2024-05-12,12.78008298755187
2024-05-13,80.9405255878285
2024-05-14,85.20055325034579
2024-05-15,97.98063623789767
2024-05-16,93.72060857538038
2024-05-17,89.4605809128631
2024-05-18,21.300138312586448
2024-05-19,17.04011065006916
2024-05-20,102.24066390041496
2024-05-21,127.8008298755187
2024-05-22,323.762102351314
2024-05-23,353.5822959889351
2024-05-24,178.9211618257262
2024-05-25,42.600276625172896
2024-05-26,29.82019363762103
2024-05-27,34.08022130013832
2024-05-28,208.74135546334722
2024-05-29,208.74135546334722
2024-05-30,178.9211618257262
2024-05-31,161.881051175657
2024-06-01,34.08022130013832
2024-06-02,25.56016597510374
2024-06-03,157.62102351313973
2024-06-04,149.10096818810516
2024-06-05,217.2614107883818
2024-06-06,259.8616874135547
2024-06-07,204.48132780082992
2024-06-08,63.90041493775935
2024-06-09,51.12033195020748
2024-06-10,264.12171507607195
2024-06-11,191.70124481327804
2024-06-12,204.48132780082992
2024-06-13,204.48132780082992
2024-06-14,204.48132780082992
2024-06-15,51.12033195020748
2024-06-16,34.08022130013832
2024-06-17,191.70124481327804
2024-06-18,208.74135546334722
2024-06-19,119.28077455048413
2024-06-20,259.8616874135547
2024-06-21,225.78146611341637
2024-06-22,51.12033195020748
2024-06-23,34.08022130013832
2024-06-24,268.38174273858925
2024-06-25,264.12171507607195
2024-06-26,255.6016597510374
2024-06-27,191.70124481327804
2024-06-28,170.40110650069158
2024-06-29,34.08022130013832
2024-06-30,25.56016597510374
2024-07-01,161.881051175657
2024-07-02,149.10096818810516
2024-07-03,153.36099585062243
2024-07-04,42.600276625172896
2024-07-05,153.36099585062243
2024-07-06,29.82019363762103
2024-07-07,21.300138312586448
2024-07-08,161.881051175657
2024-07-09,161.881051175657
2024-07-10,170.40110650069158
2024-07-11,174.66113416320889
2024-07-12,157.62102351313973
2024-07-13,29.82019363762103
2024-07-14,21.300138312586448
2024-07-15,144.84094052558785
2024-07-16,132.06085753803598
2024-07-17,187.44121715076076
2024-07-18,183.18118948824346
2024-07-19,144.84094052558785
2024-07-20,34.08022130013832
2024-07-21,21.300138312586448
2024-07-22,157.62102351313973
2024-07-23,140.58091286307058
2024-07-24,149.10096818810516
2024-07-25,195.96127247579534
2024-07-26,157.62102351313973
2024-07-27,29.82019363762103
2024-07-28,21.300138312586448
2024-07-29,149.10096818810516
2024-07-30,191.70124481327804
2024-07-31,225.78146611341637
2024-08-01,195.96127247579534
2024-08-02,187.44121715076076
2024-08-03,42.600276625172896
2024-08-04,29.82019363762103
2024-08-05,306.72199170124486
2024-08-06,195.96127247579534
2024-08-07,187.44121715076076
2024-08-08,178.9211618257262
2024-08-09,153.36099585062243
2024-08-10,29.82019363762103
2024-08-11,21.300138312586448
2024-08-12,157.62102351313973
2024-08-13,166.1410788381743
2024-08-14,174.66113416320889
2024-08-15,161.881051175657
2024-08-16,157.62102351313973
2024-08-17,29.82019363762103
2024-08-18,25.427040110650076
2024-08-19,161.881051175657
2024-08-20,161.881051175657
2024-08-21,157.22164591977872
2024-08-22,157.22164591977872
2024-08-23,161.881051175657
2024-08-24,39.40525587828493
2024-08-25,25.427040110650076
2024-08-26,161.881051175657
2024-08-27,187.3080912863071
2024-08-28,425.47026279391434
2024-08-29,355.9785615491011
2024-08-30,191.96749654218536
2024-08-31,34.74585062240665
2024-09-01,20.767634854771785
2024-09-02,30.08644536652836
2024-09-03,196.62690179806367
2024-09-04,208.07572614107886
2024-09-05,166.5404564315353
2024-09-06,161.881051175657
2024-09-07,34.74585062240665
2024-09-08,20.767634854771785
2024-09-09,145.7728215767635
2024-09-10,147.90283540802216
2024-09-11,159.75103734439836
2024-09-12,191.96749654218536
2024-09-13,152.56224066390044
2024-09-14,25.427040110650076
2024-09-15,20.767634854771785
2024-09-16,120.34578146611344
2024-09-17,131.5283540802213
2024-09-18,141.6459197786999
2024-09-19,156.8222683264177
2024-09-20,131.5283540802213
2024-09-21,25.293914246196408
2024-09-22,15.176348547717843
2024-09-23,121.41078838174275
2024-09-24,141.6459197786999
2024-09-25,146.70470262793916
2024-09-26,156.8222683264177
2024-09-27,131.5283540802213
2024-09-28,25.293914246196408
2024-09-29,15.176348547717843
2024-09-30,116.35200553250347
2024-10-01,121.41078838174275
2024-10-02,116.35200553250347
2024-10-03,141.6459197786999
2024-10-04,136.5871369294606
2024-10-05,30.352697095435687
2024-10-06,20.235131396957126
2024-10-07,146.70470262793916
2024-10-08,151.76348547717845
2024-10-09,146.70470262793916
2024-10-10,141.6459197786999
2024-10-11,141.6459197786999
