Time,burger_king
2024-09-23,42.05490693341066
2024-09-24,42.05490693341066
2024-09-25,44.01094911636
2024-09-26,45.966991299309335
2024-09-27,46.945012390784
2024-09-28,70.417518586176
2024-09-29,53.79116003110666
2024-09-30,41.076885841936
2024-10-01,41.076885841936
2024-10-02,44.98897020783467
2024-10-03,48.90105457373333
2024-10-04,47.92303348225867
2024-10-05,58.68126548848
2024-10-06,56.72522330553067
2024-10-07,44.01094911636
2024-10-08,45.966991299309335
2024-10-09,53.79116003110666
2024-10-10,60.63730767142933
2024-10-11,70.417518586176
2024-10-12,82.153771683872
2024-10-13,73.35158186059999
2024-10-14,58.68126548848
2024-10-15,55.747202214055996
2024-10-16,51.83511784815733
2024-10-17,57.703244397005335
2024-10-18,58.68126548848
2024-10-19,68.46147640322667
2024-10-20,63.57137094585333
2024-10-21,45.966991299309335
2024-10-22,46.945012390784
2024-10-23,50.857096756682665
2024-10-24,48.90105457373333
2024-10-25,50.857096756682665
2024-10-26,59.65928657995467
2024-10-27,59.65928657995467
2024-10-28,43.03292802488533
2024-10-29,43.03292802488533
2024-10-30,55.747202214055996
2024-10-31,49.879075665208
2024-11-01,52.813138939632
2024-11-02,54.76918112258133
2024-11-03,54.76918112258133
2024-11-04,44.01094911636
2024-11-05,39.120843658986665
2024-11-06,32.274696018664
2024-11-07,43.03292802488533
2024-11-08,45.966991299309335
2024-11-09,51.83511784815733
2024-11-10,51.83511784815733
2024-11-11,45.966991299309335
2024-11-12,44.01094911636
2024-11-13,47.92303348225867
2024-11-14,48.90105457373333
2024-11-15,51.83511784815733
2024-11-16,60.63730767142933
2024-11-17,60.63730767142933
2024-11-18,46.945012390784
2024-11-19,44.01094911636
2024-11-20,46.945012390784
2024-11-21,45.966991299309335
2024-11-22,45.966991299309335
2024-11-23,57.703244397005335
2024-11-24,55.747202214055996
2024-11-25,44.01094911636
2024-11-26,44.01094911636
2024-11-27,49.879075665208
2024-11-28,69.43949749470133
2024-11-29,43.03292802488533
2024-11-30,49.879075665208
2024-12-01,51.83511784815733
2024-12-02,42.05490693341066
2024-12-03,43.03292802488533
2024-12-04,41.076885841936
2024-12-05,42.05490693341066
2024-12-06,43.03292802488533
2024-12-07,51.83511784815733
2024-12-08,48.90105457373333
2024-12-09,39.120843658986665
2024-12-10,54.76918112258133
2024-12-11,54.76918112258133
2024-12-12,49.879075665208
2024-12-13,46.945012390784
2024-12-14,51.83511784815733
2024-12-15,54.76918112258133
2024-12-16,43.03292802488533
2024-12-17,51.83511784815733
2024-12-18,43.03292802488533
2024-12-19,44.98897020783467
2024-12-20,45.966991299309335
2024-12-21,56.72522330553067
2024-12-22,56.72522330553067
2024-12-23,47.92303348225867
2024-12-24,59.65928657995467
2024-12-25,97.80210914746667
2024-12-26,63.57137094585333
2024-12-27,52.813138939632
2024-12-28,54.76918112258133
2024-12-29,55.747202214055996
2024-12-30,51.83511784815733
2024-12-31,52.813138939632
2025-01-01,62.593349854378665
2025-01-02,45.966991299309335
2025-01-03,52.813138939632
2025-01-04,51.83511784815733
2025-01-05,57.703244397005335
2025-01-06,42.05490693341066
2025-01-07,42.05490693341066
2025-01-08,44.01094911636
2025-01-09,44.01094911636
2025-01-10,43.03292802488533
2025-01-11,48.90105457373333
2025-01-12,52.813138939632
2025-01-13,41.076885841936
2025-01-14,43.03292802488533
2025-01-15,42.05490693341066
2025-01-16,42.05490693341066
2025-01-17,47.92303348225867
2025-01-18,49.879075665208
2025-01-19,49.879075665208
2025-01-20,44.01094911636
2025-01-21,40.09886475046133
2025-01-22,42.05490693341066
2025-01-23,44.01094911636
2025-01-24,46.945012390784
2025-01-25,52.813138939632
2025-01-26,51.83511784815733
2025-01-27,42.05490693341066
2025-01-28,41.076885841936
2025-01-29,44.01094911636
2025-01-30,42.05490693341066
2025-01-31,44.98897020783467
2025-02-01,52.813138939632
2025-02-02,51.83511784815733
2025-02-03,39.120843658986665
2025-02-04,41.076885841936
2025-02-05,41.076885841936
2025-02-06,41.076885841936
2025-02-07,42.05490693341066
2025-02-08,48.90105457373333
2025-02-09,50.857096756682665
2025-02-10,36.18678038456267
2025-02-11,37.16480147603733
2025-02-12,46.945012390784
2025-02-13,42.05490693341066
2025-02-14,40.09886475046133
2025-02-15,47.92303348225867
2025-02-16,46.945012390784
2025-02-17,43.03292802488533
2025-02-18,41.076885841936
2025-02-19,41.076885841936
2025-02-20,42.05490693341066
2025-02-21,41.076885841936
2025-02-22,50.857096756682665
2025-02-23,54.76918112258133
2025-02-24,41.076885841936
2025-02-25,43.03292802488533
2025-02-26,42.05490693341066
2025-02-27,43.03292802488533
2025-02-28,44.98897020783467
2025-03-01,50.857096756682665
2025-03-02,51.83511784815733
2025-03-03,39.120843658986665
2025-03-04,39.120843658986665
2025-03-05,39.120843658986665
2025-03-06,44.98897020783467
2025-03-07,45.966991299309335
2025-03-08,50.857096756682665
2025-03-09,54.76918112258133
2025-03-10,42.05490693341066
2025-03-11,42.05490693341066
2025-03-12,48.90105457373333
2025-03-13,44.01094911636
2025-03-14,45.966991299309335
2025-03-15,52.813138939632
2025-03-16,52.813138939632
2025-03-17,41.076885841936
2025-03-18,41.076885841936
2025-03-19,45.966991299309335
2025-03-20,43.03292802488533
2025-03-21,43.03292802488533
2025-03-22,48.90105457373333
2025-03-23,57.703244397005335
2025-03-24,41.076885841936
2025-03-25,40.09886475046133
2025-03-26,43.03292802488533
2025-03-27,42.05490693341066
2025-03-28,44.98897020783467
2025-03-29,51.83511784815733
2025-03-30,48.90105457373333
2025-03-31,39.120843658986665
2025-04-01,41.076885841936
2025-04-02,41.076885841936
2025-04-03,44.01094911636
2025-04-04,43.03292802488533
2025-04-05,50.857096756682665
2025-04-06,50.857096756682665
2025-04-07,43.03292802488533
2025-04-08,40.09886475046133
2025-04-09,40.09886475046133
2025-04-10,43.03292802488533
2025-04-11,44.98897020783467
2025-04-12,49.879075665208
2025-04-13,53.79116003110666
2025-04-14,41.076885841936
2025-04-15,43.11649416340039
2025-04-16,44.350333335032815
2025-04-17,44.350333335032815
2025-04-18,49.51888248714209
2025-04-19,52.47557137614429
2025-04-20,57.89993860841133
2025-04-21,41.882654991767964
2025-04-22,38.92596610276577
2025-04-23,41.882654991767964
2025-04-24,44.350333335032815
2025-04-25,47.79603276977234
2025-04-26,50.752721658774526
2025-04-27,53.70941054777671
2025-04-28,43.11649416340039
2025-04-29,42.62748361766306
2025-04-30,42.62748361766306
2025-05-01,51.98656083040695
2025-05-02,47.79603276977234
2025-05-03,54.19842109351404
2025-05-04,53.70941054777671
2025-05-05,40.64881582013554
2025-05-06,40.1598052743982
2025-05-07,44.350333335032815
2025-05-08,44.350333335032815
2025-05-09,46.073183052402584
2025-05-10,53.22040000203938
2025-05-11,50.26371111303719
2025-05-12,41.882654991767964
2025-05-13,41.882654991767964
2025-05-14,44.83934388077015
2025-05-15,43.20006030191545
2025-05-16,44.689717553705634
2025-05-17,55.11731831623695
2025-05-18,53.62766106444676
2025-05-19,47.66903205728601
2025-05-20,47.66903205728601
2025-05-21,46.179374805495826
2025-05-22,44.689717553705634
2025-05-23,52.13800381265657
2025-05-24,53.62766106444676
2025-05-25,59.586290071607515
2025-05-26,55.11731831623695
2025-05-27,49.158689309076195
2025-05-28,67.03457633055845
2025-05-29,62.56560457518789
2025-05-30,59.586290071607515
2025-05-31,67.03457633055845
2025-06-01,67.03457633055845
2025-06-02,52.13800381265657
2025-06-03,55.11731831623695
2025-06-04,50.648346560866386
2025-06-05,53.62766106444676
2025-06-06,55.11731831623695
2025-06-07,59.586290071607515
2025-06-08,62.56560457518789
2025-06-09,46.179374805495826
2025-06-10,49.158689309076195
2025-06-11,47.66903205728601
2025-06-12,46.179374805495826
2025-06-13,50.648346560866386
2025-06-14,56.60697556802714
2025-06-15,53.62766106444676
2025-06-16,41.71040305012526
2025-06-17,44.689717553705634
2025-06-18,46.179374805495826
2025-06-19,49.158689309076195
2025-06-20,52.13800381265657
2025-06-21,53.62766106444676
2025-06-22,53.62766106444676
2025-06-23,44.689717553705634
2025-06-24,47.66903205728601
2025-06-25,46.179374805495826
2025-06-26,49.158689309076195
2025-06-27,53.62766106444676
2025-06-28,56.60697556802714
2025-06-29,55.11731831623695
2025-06-30,44.689717553705634
2025-07-01,46.179374805495826
2025-07-02,49.158689309076195
2025-07-03,50.648346560866386
2025-07-04,64.05526182697808
2025-07-05,58.09663281981732
2025-07-06,55.11731831623695
2025-07-07,46.179374805495826
2025-07-08,44.689717553705634
2025-07-09,47.66903205728601
2025-07-10,49.158689309076195
2025-07-11,52.13800381265657
2025-07-12,56.60697556802714
2025-07-13,55.11731831623695
2025-07-14,47.66903205728601
2025-07-15,52.13800381265657
2025-07-16,52.13800381265657
2025-07-17,59.586290071607515
2025-07-18,59.586290071607515
2025-07-19,68.52423358234864
2025-07-20,68.52423358234864
2025-07-21,65.54491907876826
2025-07-22,71.50354808592901
2025-07-23,67.03457633055845
2025-07-24,62.56560457518789
2025-07-25,67.03457633055845
2025-07-26,74.4828625895094
2025-07-27,67.03457633055845
2025-07-28,56.60697556802714
2025-07-29,58.09663281981732
2025-07-30,58.09663281981732
2025-07-31,61.0759473233977
2025-08-01,58.09663281981732
2025-08-02,61.0759473233977
2025-08-03,59.586290071607515
2025-08-04,47.66903205728601
2025-08-05,49.158689309076195
2025-08-06,52.13800381265657
2025-08-07,55.11731831623695
2025-08-08,55.11731831623695
2025-08-09,59.586290071607515
2025-08-10,56.60697556802714
2025-08-11,49.158689309076195
2025-08-12,44.689717553705634
2025-08-13,46.179374805495826
2025-08-14,47.66903205728601
2025-08-15,49.158689309076195
2025-08-16,56.60697556802714
2025-08-17,55.11731831623695
2025-08-18,43.20006030191545
2025-08-19,46.179374805495826
2025-08-20,46.179374805495826
2025-08-21,49.158689309076195
2025-08-22,46.179374805495826
2025-08-23,52.13800381265657
2025-08-24,67.03457633055845
2025-08-25,44.689717553705634
2025-08-26,44.689717553705634
2025-08-27,50.648346560866386
2025-08-28,46.179374805495826
2025-08-29,49.158689309076195
2025-08-30,56.60697556802714
2025-08-31,56.60697556802714
2025-09-01,59.586290071607515
2025-09-02,41.71040305012526
2025-09-03,43.20006030191545
2025-09-04,44.689717553705634
2025-09-05,49.158689309076195
2025-09-06,52.13800381265657
2025-09-07,47.66903205728601
2025-09-08,43.20006030191545
2025-09-09,41.71040305012526
2025-09-10,44.689717553705634
2025-09-11,41.71040305012526
2025-09-12,47.66903205728601
2025-09-13,53.62766106444676
2025-09-14,50.648346560866386
2025-09-15,40.220745798335074
2025-09-16,41.71040305012526
2025-09-17,47.66903205728601
2025-09-18,52.13800381265657
2025-09-19,47.66903205728601
2025-09-20,56.60697556802714
2025-09-21,52.13800381265657
2025-09-22,41.71040305012526
2025-09-23,43.20006030191545
2025-09-24,47.66903205728601
2025-09-25,44.689717553705634
2025-09-26,47.66903205728601
2025-09-27,52.13800381265657
2025-09-28,50.648346560866386
2025-09-29,41.71040305012526
2025-09-30,44.689717553705634
2025-10-01,50.648346560866386
2025-10-02,50.648346560866386
2025-10-03,56.60697556802714
2025-10-04,62.56560457518789
2025-10-05,58.09663281981732
2025-10-06,46.179374805495826
2025-10-07,44.689717553705634
2025-10-08,43.20006030191545
2025-10-09,49.158689309076195
2025-10-10,53.62766106444676
2025-10-11,55.11731831623695
2025-10-12,56.60697556802714
2025-10-13,47.66903205728601
2025-10-14,44.689717553705634
2025-10-15,47.66903205728601
2025-10-16,47.66903205728601
2025-10-17,49.158689309076195
2025-10-18,58.09663281981732
2025-10-19,56.60697556802714
2025-10-20,46.179374805495826
2025-10-21,47.66903205728601
2025-10-22,47.66903205728601
2025-10-23,44.689717553705634
2025-10-24,50.648346560866386
2025-10-25,59.586290071607515
2025-10-26,53.62766106444676
2025-10-27,40.220745798335074
2025-10-28,43.20006030191545
2025-10-29,44.689717553705634
2025-10-30,46.179374805495826
2025-10-31,50.648346560866386
2025-11-01,67.03457633055845
2025-11-02,56.60697556802714
2025-11-03,41.71040305012526
2025-11-04,40.220745798335074
2025-11-05,44.689717553705634
2025-11-06,46.179374805495826
2025-11-07,47.66903205728601
2025-11-08,53.62766106444676
2025-11-09,56.60697556802714
2025-11-10,43.20006030191545
2025-11-11,50.648346560866386
2025-11-12,46.179374805495826
2025-11-13,47.66903205728601
2025-11-14,47.66903205728601
2025-11-15,52.13800381265657
2025-11-16,53.62766106444676
2025-11-17,41.71040305012526
2025-11-18,46.179374805495826
2025-11-19,50.648346560866386
2025-11-20,49.158689309076195
2025-11-21,49.158689309076195
2025-11-22,55.11731831623695
2025-11-23,55.11731831623695
2025-11-24,52.13800381265657
2025-11-25,46.179374805495826
2025-11-26,52.13800381265657
2025-11-27,65.54491907876826
2025-11-28,44.689717553705634
2025-11-29,46.179374805495826
2025-11-30,53.62766106444676
2025-12-01,47.66903205728601
2025-12-02,81.93114884846032
2025-12-03,131.08983815753652
2025-12-04,144.49675342364822
2025-12-05,143.00709617185802
2025-12-06,148.9657251790188
2025-12-07,120.6622373950052
2025-12-08,81.93114884846032
2025-12-09,72.9932053377192
2025-12-10,68.52423358234864
2025-12-11,63.85781570644867
2025-12-12,63.11298708055357
2025-12-13,73.2237389684284
2025-12-14,67.1838297732173
2025-12-15,50.421049751805214
2025-12-16,49.06410218758397
2025-12-17,51.033168690131355
2025-12-18,49.06410218758397
2025-12-19,56.46095894701632
2025-12-20,61.14392057800619
2025-12-21,59.174854075458796
2025-12-22,55.10401138279508
2025-12-23,53.13494488024769
2025-12-24,65.2147632706699
2025-12-25,94.05736168250422
2025-12-26,68.54077733743854
2025-12-27,52.39011625435259
2025-12-28,57.81790651123755
2025-12-29,52.39011625435259
2025-12-30,61.14392057800619
2025-12-31,50.421049751805214
2026-01-01,59.174854075458796
2026-01-02,55.10401138279508
2026-01-03,53.13494488024769
2026-01-04,53.747063818573835
2026-01-05,43.63631193069901
2026-01-06,42.279364366477765
2026-01-07,47.707154623362726
2026-01-08,46.35020705914149
2026-01-09,46.35020705914149
2026-01-10,52.64222869604862
2026-01-11,51.41799081939632
2026-01-12,44.07256355948256
2026-01-13,44.07256355948256
2026-01-14,42.84832568283027
2026-01-15,46.52103931278715
2026-01-16,45.29680143613486
2026-01-17,50.193752942744034
2026-01-18,47.74527718943944
2026-01-19,50.193752942744034
2026-01-20,40.399849929525686
2026-01-21,46.52103931278715
2026-01-22,45.29680143613486
2026-01-23,44.07256355948256
2026-01-24,48.96951506609174
2026-01-25,46.52103931278715
2026-01-26,44.07256355948256
2026-01-27,41.624087806177975
2026-01-28,41.624087806177975
2026-01-29,44.07256355948256
2026-01-30,47.74527718943944
2026-01-31,48.96951506609174
2026-02-01,47.74527718943944
2026-02-02,40.399849929525686
2026-02-03,41.624087806177975
2026-02-04,42.84832568283027
2026-02-05,45.29680143613486
2026-02-06,51.41799081939632
2026-02-07,48.96951506609174
2026-02-08,44.07256355948256
2026-02-09,34.27866054626422
2026-02-10,36.727136299568805
2026-02-11,40.399849929525686
2026-02-12,45.29680143613486
2026-02-13,45.29680143613486
2026-02-14,47.74527718943944
2026-02-15,52.64222869604862
2026-02-16,44.07256355948256
2026-02-17,40.399849929525686
2026-02-18,45.29680143613486
2026-02-19,44.07256355948256
2026-02-20,46.52103931278715
2026-02-21,50.193752942744034
2026-02-22,45.29680143613486
2026-02-23,42.84832568283027
2026-02-24,44.07256355948256
2026-02-25,45.29680143613486
2026-02-26,55.090704449353204
2026-02-27,72.23003472248531
2026-02-28,84.47241348900825
2026-03-01,75.90274835244219
2026-03-02,61.21189383261467
2026-03-03,63.660369585919256
2026-03-04,63.660369585919256
2026-03-05,58.763418079310085
2026-03-06,58.763418079310085
2026-03-07,68.55732109252844
2026-03-08,71.00579684583302
2026-03-09,56.3149423260055
2026-03-10,59.98765595596238
2026-03-11,56.3149423260055
2026-03-12,56.3149423260055
2026-03-13,58.763418079310085
2026-03-14,63.660369585919256
2026-03-15,62.43613170926697
2026-03-16,57.53918020265779
2026-03-17,51.41799081939632
2026-03-18,53.866466572700915
2026-03-19,51.41799081939632
2026-03-20,55.090704449353204
2026-03-21,63.660369585919256
2026-03-22,62.43613170926697
2026-03-23,50.193752942744034
2026-03-24,53.866466572700915
2026-03-25,97.93903013218348
2026-03-26,68.55732109252844
2026-03-27,94.2663165022266
2026-03-28,116.30259828196787
2026-03-29,122.42378766522934
2026-03-30,107.73293314540183
2026-03-31,61.21189383261467
2026-04-01,53.866466572700915
2026-04-02,51.41799081939632
2026-04-03,55.090704449353204
2026-04-04,57.53918020265779
2026-04-05,58.763418079310085
2026-04-06,52.64222869604862
2026-04-07,55.090704449353204
2026-04-08,55.090704449353204
2026-04-09,53.866466572700915
2026-04-10,58.763418079310085
2026-04-11,57.53918020265779
2026-04-12,56.3149423260055
2026-04-13,45.29680143613486
2026-04-14,41.624087806177975
2026-04-15,53.866466572700915
2026-04-16,88.14512711896512
2026-04-17,48.96951506609174
2026-04-18,58.763418079310085
2026-04-19,59.98765595596238
2026-04-20,48.96951506609174
2026-04-21,51.41799081939632
2026-04-22,62.43613170926697
2026-04-23,59.98765595596238
2026-04-24,51.41799081939632
2026-04-25,57.53918020265779
2026-04-26,57.53918020265779
2026-04-27,46.52103931278715
2026-04-28,48.96951506609174
2026-04-29,59.98765595596238
2026-04-30,58.763418079310085
2026-05-01,59.98765595596238
2026-05-02,59.98765595596238
2026-05-03,56.3149423260055
2026-05-04,71.00579684583302
2026-05-05,58.763418079310085
2026-05-06,63.660369585919256
2026-05-07,56.3149423260055
2026-05-08,61.21189383261467
2026-05-09,67.33308321587614
2026-05-10,59.98765595596238
2026-05-11,48.96951506609174
2026-05-12,56.3149423260055
2026-05-13,53.866466572700915
2026-05-14,52.64222869604862
2026-05-15,55.090704449353204
2026-05-16,61.21189383261467
2026-05-17,58.763418079310085
2026-05-18,47.74527718943944
2026-05-19,50.193752942744034
2026-05-20,68.55732109252844
2026-05-21,53.866466572700915
2026-05-22,56.3149423260055
2026-05-23,61.21189383261467
2026-05-24,61.21189383261467
2026-05-25,59.98765595596238
2026-05-26,51.41799081939632
2026-05-27,62.43613170926697
2026-05-28,58.763418079310085
2026-05-29,56.3149423260055
2026-05-30,68.55732109252844
2026-05-31,74.6785104757899
