Time,nike
2022-12-30,80.90697674418605
2022-12-31,75.95348837209302
2023-01-01,71.0
2023-01-02,72.65116279069768
2023-01-03,67.69767441860465
2023-01-04,66.04651162790698
2023-01-05,66.04651162790698
2023-01-06,69.34883720930233
2023-01-07,79.25581395348837
2023-01-08,79.25581395348837
2023-01-09,67.69767441860465
2023-01-10,62.74418604651163
2023-01-11,64.3953488372093
2023-01-12,64.3953488372093
2023-01-13,64.3953488372093
2023-01-14,77.6046511627907
2023-01-15,74.30232558139535
2023-01-16,69.34883720930233
2023-01-17,62.74418604651163
2023-01-18,62.74418604651163
2023-01-19,71.0
2023-01-20,64.3953488372093
2023-01-21,77.6046511627907
2023-01-22,72.65116279069768
2023-01-23,64.3953488372093
2023-01-24,62.74418604651163
2023-01-25,59.44186046511628
2023-01-26,66.04651162790698
2023-01-27,62.74418604651163
2023-01-28,72.65116279069768
2023-01-29,77.6046511627907
2023-01-30,67.69767441860465
2023-01-31,66.04651162790698
2023-02-01,71.0
2023-02-02,66.04651162790698
2023-02-03,67.69767441860465
2023-02-04,80.90697674418605
2023-02-05,79.25581395348837
2023-02-06,66.04651162790698
2023-02-07,64.3953488372093
2023-02-08,64.3953488372093
2023-02-09,64.3953488372093
2023-02-10,67.69767441860465
2023-02-11,77.6046511627907
2023-02-12,79.25581395348837
2023-02-13,64.3953488372093
2023-02-14,62.74418604651163
2023-02-15,64.3953488372093
2023-02-16,64.3953488372093
2023-02-17,67.69767441860465
2023-02-18,79.25581395348837
2023-02-19,82.55813953488372
2023-02-20,74.30232558139535
2023-02-21,66.04651162790698
2023-02-22,64.3953488372093
2023-02-23,64.3953488372093
2023-02-24,64.3953488372093
2023-02-25,77.6046511627907
2023-02-26,87.51162790697674
2023-02-27,67.69767441860465
2023-02-28,62.74418604651163
2023-03-01,66.04651162790698
2023-03-02,64.3953488372093
2023-03-03,64.3953488372093
2023-03-04,82.55813953488372
2023-03-05,85.86046511627907
2023-03-06,71.0
2023-03-07,64.3953488372093
2023-03-08,67.69767441860465
2023-03-09,66.04651162790698
2023-03-10,66.04651162790698
2023-03-11,84.2093023255814
2023-03-12,80.90697674418605
2023-03-13,64.3953488372093
2023-03-14,71.0
2023-03-15,66.04651162790698
2023-03-16,66.04651162790698
2023-03-17,67.69767441860465
2023-03-18,79.25581395348837
2023-03-19,84.2093023255814
2023-03-20,69.34883720930233
2023-03-21,72.65116279069768
2023-03-22,66.04651162790698
2023-03-23,66.04651162790698
2023-03-24,66.04651162790698
2023-03-25,80.90697674418605
2023-03-26,84.2093023255814
2023-03-27,66.04651162790698
2023-03-28,66.04651162790698
2023-03-29,59.44186046511628
2023-03-30,62.74418604651163
2023-03-31,66.04651162790698
2023-04-01,79.25581395348837
2023-04-02,80.90697674418605
2023-04-03,64.3953488372093
2023-04-04,66.04651162790698
2023-04-05,64.3953488372093
2023-04-06,74.30232558139535
2023-04-07,75.95348837209302
2023-04-08,85.86046511627907
2023-04-09,85.86046511627907
2023-04-10,72.65116279069768
2023-04-11,67.69767441860465
2023-04-12,69.34883720930233
2023-04-13,67.69767441860465
2023-04-14,69.34883720930233
2023-04-15,77.6046511627907
2023-04-16,82.55813953488372
2023-04-17,64.3953488372093
2023-04-18,62.74418604651163
2023-04-19,66.04651162790698
2023-04-20,64.3953488372093
2023-04-21,64.3953488372093
2023-04-22,75.95348837209302
2023-04-23,77.6046511627907
2023-04-24,62.74418604651163
2023-04-25,64.3953488372093
2023-04-26,65.6062015503876
2023-04-27,63.07441860465116
2023-04-28,61.36821705426356
2023-04-29,74.96279069767442
2023-04-30,75.84341085271316
2023-05-01,63.07441860465116
2023-05-02,63.07441860465116
2023-05-03,62.1937984496124
2023-05-04,63.07441860465116
2023-05-05,59.66201550387596
2023-05-06,76.66899224806201
2023-05-07,70.72480620155038
2023-05-08,61.36821705426356
2023-05-09,62.1937984496124
2023-05-10,63.07441860465116
2023-05-11,58.78139534883721
2023-05-12,64.78062015503875
2023-05-13,79.25581395348837
2023-05-14,84.37441860465117
2023-05-15,69.01860465116279
2023-05-16,64.78062015503875
2023-05-17,62.1937984496124
2023-05-18,65.6062015503876
2023-05-19,65.6062015503876
2023-05-20,76.66899224806201
2023-05-21,79.25581395348837
2023-05-22,62.1937984496124
2023-05-23,57.955813953488374
2023-05-24,57.955813953488374
2023-05-25,61.36821705426356
2023-05-26,63.404651162790685
2023-05-27,77.49457364341085
2023-05-28,73.97209302325581
2023-05-29,72.21085271317828
2023-05-30,59.88217054263565
2023-05-31,58.12093023255813
2023-06-01,59.88217054263565
2023-06-02,63.404651162790685
2023-06-03,66.92713178294572
2023-06-04,73.97209302325581
2023-06-05,61.64341085271317
2023-06-06,58.12093023255813
2023-06-07,56.35968992248061
2023-06-08,61.64341085271317
2023-06-09,65.16589147286821
2023-06-10,66.92713178294572
2023-06-11,68.68837209302325
2023-06-12,59.88217054263565
2023-06-13,61.64341085271317
2023-06-14,63.404651162790685
2023-06-15,59.88217054263565
2023-06-16,59.88217054263565
2023-06-17,72.21085271317828
2023-06-18,75.73333333333332
2023-06-19,65.16589147286821
2023-06-20,58.12093023255813
2023-06-21,56.35968992248061
2023-06-22,54.598449612403094
2023-06-23,61.64341085271317
2023-06-24,63.404651162790685
2023-06-25,68.68837209302325
2023-06-26,58.12093023255813
2023-06-27,56.35968992248061
2023-06-28,59.88217054263565
2023-06-29,61.64341085271317
2023-06-30,58.12093023255813
2023-07-01,65.16589147286821
2023-07-02,66.92713178294572
2023-07-03,65.16589147286821
2023-07-04,63.404651162790685
2023-07-05,54.598449612403094
2023-07-06,59.88217054263565
2023-07-07,61.64341085271317
2023-07-08,68.68837209302325
2023-07-09,70.44961240310076
2023-07-10,61.64341085271317
2023-07-11,63.404651162790685
2023-07-12,63.404651162790685
2023-07-13,61.64341085271317
2023-07-14,63.404651162790685
2023-07-15,73.97209302325581
2023-07-16,75.73333333333332
2023-07-17,65.16589147286821
2023-07-18,63.404651162790685
2023-07-19,65.16589147286821
2023-07-20,66.92713178294572
2023-07-21,66.92713178294572
2023-07-22,81.01705426356588
2023-07-23,82.7782945736434
2023-07-24,70.44961240310076
2023-07-25,70.44961240310076
2023-07-26,75.73333333333332
2023-07-27,75.73333333333332
2023-07-28,77.49457364341085
2023-07-29,84.53953488372092
2023-07-30,82.7782945736434
2023-07-31,73.97209302325581
2023-08-01,77.49457364341085
2023-08-02,73.97209302325581
2023-08-03,81.01705426356588
2023-08-04,79.25581395348836
2023-08-05,93.34573643410852
2023-08-06,89.82325581395348
2023-08-07,79.25581395348836
2023-08-08,72.21085271317828
2023-08-09,73.97209302325581
2023-08-10,73.97209302325581
2023-08-11,79.25581395348836
2023-08-12,84.53953488372092
2023-08-13,88.06201550387595
2023-08-14,72.21085271317828
2023-08-15,70.44961240310076
2023-08-16,68.68837209302325
2023-08-17,65.16589147286821
2023-08-18,70.44961240310076
2023-08-19,79.25581395348836
2023-08-20,79.25581395348836
2023-08-21,70.44961240310076
2023-08-22,65.16589147286821
2023-08-23,66.92713178294572
2023-08-24,66.92713178294572
2023-08-25,66.92713178294572
2023-08-26,77.49457364341085
2023-08-27,77.49457364341085
2023-08-28,65.16589147286821
2023-08-29,63.404651162790685
2023-08-30,63.404651162790685
2023-08-31,63.404651162790685
2023-09-01,65.16589147286821
2023-09-02,72.21085271317828
2023-09-03,73.97209302325581
2023-09-04,75.73333333333332
2023-09-05,59.88217054263565
2023-09-06,56.35968992248061
2023-09-07,56.35968992248061
2023-09-08,56.35968992248061
2023-09-09,72.21085271317828
2023-09-10,66.92713178294572
2023-09-11,56.35968992248061
2023-09-12,56.35968992248061
2023-09-13,56.35968992248061
2023-09-14,54.598449612403094
2023-09-15,59.88217054263565
2023-09-16,68.68837209302325
2023-09-17,68.68837209302325
2023-09-18,54.598449612403094
2023-09-19,56.35968992248061
2023-09-20,56.35968992248061
2023-09-21,58.12093023255813
2023-09-22,61.64341085271317
2023-09-23,72.21085271317828
2023-09-24,70.44961240310076
2023-09-25,61.64341085271317
2023-09-26,59.88217054263565
2023-09-27,56.35968992248061
2023-09-28,59.88217054263565
2023-09-29,58.12093023255813
2023-09-30,66.92713178294572
2023-10-01,68.68837209302325
2023-10-02,54.598449612403094
2023-10-03,58.12093023255813
2023-10-04,54.598449612403094
2023-10-05,56.35968992248061
2023-10-06,54.598449612403094
2023-10-07,65.16589147286821
2023-10-08,70.44961240310076
2023-10-09,63.404651162790685
2023-10-10,59.88217054263565
2023-10-11,59.88217054263565
2023-10-12,58.12093023255813
2023-10-13,58.12093023255813
2023-10-14,65.16589147286821
2023-10-15,72.21085271317828
2023-10-16,63.404651162790685
2023-10-17,58.12093023255813
2023-10-18,61.64341085271317
2023-10-19,58.12093023255813
2023-10-20,58.12093023255813
2023-10-21,70.44961240310076
2023-10-22,70.44961240310076
2023-10-23,61.64341085271317
2023-10-24,56.35968992248061
2023-10-25,58.12093023255813
2023-10-26,54.598449612403094
2023-10-27,61.64341085271317
2023-10-28,68.68837209302325
2023-10-29,63.404651162790685
2023-10-30,58.12093023255813
2023-10-31,54.598449612403094
2023-11-01,56.35968992248061
2023-11-02,65.16589147286821
2023-11-03,65.16589147286821
2023-11-04,73.97209302325581
2023-11-05,79.25581395348836
2023-11-06,68.68837209302325
2023-11-07,63.404651162790685
2023-11-08,65.16589147286821
2023-11-09,63.404651162790685
2023-11-10,66.92713178294572
2023-11-11,79.25581395348836
2023-11-12,82.7782945736434
2023-11-13,70.44961240310076
2023-11-14,68.68837209302325
2023-11-15,72.21085271317828
2023-11-16,66.92713178294572
2023-11-17,70.44961240310076
2023-11-18,84.53953488372092
2023-11-19,88.06201550387595
2023-11-20,84.53953488372092
2023-11-21,84.53953488372092
2023-11-22,88.06201550387595
2023-11-23,103.91317829457363
2023-11-24,176.1240310077519
2023-11-25,137.3767441860465
2023-11-26,112.71937984496122
2023-11-27,112.71937984496122
2023-11-28,100.39069767441859
2023-11-29,81.01705426356588
2023-11-30,79.25581395348836
2023-12-01,82.7782945736434
2023-12-02,96.86821705426355
2023-12-03,96.86821705426355
2023-12-04,88.06201550387595
2023-12-05,84.53953488372092
2023-12-06,81.01705426356588
2023-12-07,82.7782945736434
2023-12-08,89.82325581395348
2023-12-09,107.43565891472866
2023-12-10,107.43565891472866
2023-12-11,93.34573643410852
2023-12-12,91.58449612403099
2023-12-13,88.06201550387595
2023-12-14,88.06201550387595
2023-12-15,91.58449612403099
2023-12-16,105.67441860465115
2023-12-17,107.43565891472866
2023-12-18,86.30077519379844
2023-12-19,86.30077519379844
2023-12-20,86.30077519379844
2023-12-21,89.82325581395348
2023-12-22,93.47153931339977
2023-12-23,96.74241417497231
2023-12-24,82.65249169435214
2023-12-25,100.51650055370985
2023-12-26,95.35858250276854
2023-12-27,85.92336655592469
2023-12-28,73.7204872646733
2023-12-29,74.22369878183831
2023-12-30,76.99136212624583
2023-12-31,67.17873754152822
2024-01-01,61.51760797342192
2024-01-02,63.404651162790685
2024-01-03,64.78848283499445
2024-01-04,60.13377630121815
2024-01-05,60.13377630121815
2024-01-06,70.44961240310076
2024-01-07,70.44961240310076
2024-01-08,63.404651162790685
2024-01-09,61.51760797342192
2024-01-10,57.74352159468438
2024-01-11,59.63056478405315
2024-01-12,60.13377630121815
2024-01-13,65.29169435215945
2024-01-14,64.78848283499445
2024-01-15,56.35968992248061
2024-01-16,51.20177187153931
2024-01-17,54.472646733111844
2024-01-18,52.585603543743076
2024-01-19,54.472646733111844
2024-01-20,65.29169435215945
2024-01-21,64.4110741971207
2024-01-22,55.3532668881506
2024-01-23,53.340420819490575
2024-01-24,56.35968992248061
2024-01-25,58.37253599114063
2024-01-26,55.3532668881506
2024-01-27,67.43034330011074
2024-01-28,66.42392026578072
2024-01-29,56.35968992248061
2024-01-30,53.340420819490575
2024-01-31,55.3532668881506
2024-02-01,55.3532668881506
2024-02-02,57.366112956810625
2024-02-03,68.43676633444075
2024-02-04,69.44318936877075
2024-02-05,58.37253599114063
2024-02-06,56.35968992248061
2024-02-07,54.34684385382059
2024-02-08,59.37895902547064
2024-02-09,60.385382059800655
2024-02-10,71.45603543743077
2024-02-11,71.45603543743077
2024-02-12,50.321151716500545
2024-02-13,57.366112956810625
2024-02-14,55.3532668881506
2024-02-15,55.3532668881506
2024-02-16,63.404651162790685
2024-02-17,70.44961240310076
2024-02-18,75.48172757475082
2024-02-19,65.41749723145071
2024-02-20,60.385382059800655
2024-02-21,58.37253599114063
2024-02-22,60.385382059800655
2024-02-23,62.39822812846067
2024-02-24,71.45603543743077
2024-02-25,74.47530454042081
2024-02-26,60.385382059800655
2024-02-27,57.366112956810625
2024-02-28,58.37253599114063
2024-02-29,59.37895902547064
2024-03-01,58.37253599114063
2024-03-02,71.45603543743077
2024-03-03,72.46245847176078
2024-03-04,64.4110741971207
2024-03-05,57.366112956810625
2024-03-06,58.37253599114063
2024-03-07,57.366112956810625
2024-03-08,58.37253599114063
2024-03-09,68.43676633444075
2024-03-10,71.45603543743077
2024-03-11,57.366112956810625
2024-03-12,56.35968992248061
2024-03-13,59.37895902547064
2024-03-14,56.35968992248061
2024-03-15,58.37253599114063
2024-03-16,69.44318936877075
2024-03-17,70.44961240310076
2024-03-18,58.37253599114063
2024-03-19,55.3532668881506
2024-03-20,55.3532668881506
2024-03-21,54.34684385382059
2024-03-22,53.340420819490575
2024-03-23,65.41749723145071
2024-03-24,69.44318936877075
2024-03-25,57.366112956810625
2024-03-26,58.37253599114063
2024-03-27,55.3532668881506
2024-03-28,57.366112956810625
2024-03-29,57.366112956810625
2024-03-30,63.404651162790685
2024-03-31,66.42392026578072
2024-04-01,55.3532668881506
2024-04-02,53.340420819490575
2024-04-03,56.35968992248061
2024-04-04,54.34684385382059
2024-04-05,53.340420819490575
2024-04-06,64.4110741971207
2024-04-07,65.41749723145071
2024-04-08,52.33399778516057
2024-04-09,54.34684385382059
2024-04-10,56.35968992248061
2024-04-11,55.3532668881506
2024-04-12,61.39180509413067
2024-04-13,70.44961240310076
2024-04-14,73.4688815060908
2024-04-15,59.37895902547064
2024-04-16,57.366112956810625
2024-04-17,57.366112956810625
2024-04-18,64.4110741971207
2024-04-19,61.39180509413067
2024-04-20,70.44961240310076
2024-04-21,75.48172757475082
2024-04-22,64.4110741971207
2024-04-23,58.37253599114063
2024-04-24,57.366112956810625
2024-04-25,59.37895902547064
2024-04-26,56.35968992248061
2024-04-27,69.44318936877075
2024-04-28,67.43034330011074
2024-04-29,59.37895902547064
2024-04-30,55.3532668881506
2024-05-01,58.37253599114063
2024-05-02,56.35968992248061
2024-05-03,60.385382059800655
2024-05-04,65.41749723145071
2024-05-05,70.44961240310076
2024-05-06,57.366112956810625
2024-05-07,56.35968992248061
2024-05-08,55.3532668881506
2024-05-09,57.366112956810625
2024-05-10,52.33399778516057
2024-05-11,63.404651162790685
2024-05-12,67.43034330011074
2024-05-13,56.35968992248061
2024-05-14,54.34684385382059
2024-05-15,52.33399778516057
2024-05-16,56.35968992248061
2024-05-17,54.34684385382059
2024-05-18,63.404651162790685
2024-05-19,66.42392026578072
2024-05-20,54.34684385382059
2024-05-21,54.34684385382059
2024-05-22,54.34684385382059
2024-05-23,52.33399778516057
2024-05-24,53.340420819490575
2024-05-25,64.4110741971207
2024-05-26,64.4110741971207
2024-05-27,65.41749723145071
2024-05-28,54.34684385382059
2024-05-29,52.33399778516057
2024-05-30,52.33399778516057
2024-05-31,53.340420819490575
2024-06-01,62.39822812846067
2024-06-02,63.404651162790685
2024-06-03,56.35968992248061
2024-06-04,56.35968992248061
2024-06-05,56.35968992248061
2024-06-06,54.34684385382059
2024-06-07,54.34684385382059
2024-06-08,64.4110741971207
2024-06-09,64.4110741971207
2024-06-10,53.340420819490575
2024-06-11,54.34684385382059
2024-06-12,54.34684385382059
2024-06-13,56.35968992248061
2024-06-14,55.3532668881506
2024-06-15,60.385382059800655
2024-06-16,65.41749723145071
2024-06-17,56.35968992248061
2024-06-18,50.321151716500545
2024-06-19,56.35968992248061
2024-06-20,53.340420819490575
2024-06-21,53.340420819490575
2024-06-22,62.39822812846067
2024-06-23,64.4110741971207
2024-06-24,56.35968992248061
2024-06-25,54.34684385382059
2024-06-26,53.340420819490575
2024-06-27,53.340420819490575
2024-06-28,58.37253599114063
2024-06-29,62.39822812846067
2024-06-30,60.385382059800655
2024-07-01,58.37253599114063
2024-07-02,56.35968992248061
2024-07-03,57.366112956810625
2024-07-04,59.37895902547064
2024-07-05,56.35968992248061
2024-07-06,61.39180509413067
2024-07-07,64.4110741971207
2024-07-08,59.37895902547064
2024-07-09,59.37895902547064
2024-07-10,62.39822812846067
2024-07-11,60.385382059800655
2024-07-12,63.404651162790685
2024-07-13,67.43034330011074
2024-07-14,62.39822812846067
2024-07-15,58.37253599114063
2024-07-16,62.39822812846067
2024-07-17,60.385382059800655
2024-07-18,64.4110741971207
2024-07-19,64.4110741971207
2024-07-20,76.48815060908083
2024-07-21,73.4688815060908
2024-07-22,64.4110741971207
2024-07-23,63.404651162790685
2024-07-24,66.42392026578072
2024-07-25,64.4110741971207
2024-07-26,69.44318936877075
2024-07-27,75.48172757475082
2024-07-28,79.50741971207086
2024-07-29,70.44961240310076
2024-07-30,68.43676633444075
2024-07-31,67.43034330011074
2024-08-01,71.45603543743077
2024-08-02,72.46245847176078
2024-08-03,89.57165005537097
2024-08-04,91.58449612403099
2024-08-05,72.46245847176078
2024-08-06,72.46245847176078
2024-08-07,73.4688815060908
2024-08-08,72.46245847176078
2024-08-09,73.4688815060908
2024-08-10,85.54595791805093
2024-08-11,87.55880398671094
2024-08-12,66.42392026578072
2024-08-13,68.43676633444075
2024-08-14,67.43034330011074
2024-08-15,68.43676633444075
2024-08-16,67.43034330011074
2024-08-17,76.48815060908083
2024-08-18,78.2458067915432
2024-08-19,63.05149512177935
2024-08-20,66.09035745573212
2024-08-21,62.54828360461434
2024-08-22,62.54828360461434
2024-08-23,62.54828360461434
2024-08-24,75.20694445759044
2024-08-25,74.70373294042543
2024-08-26,60.012632787826576
2024-08-27,58.24159586226769
2024-08-28,58.24159586226769
2024-08-29,59.50942127066157
2024-08-30,60.012632787826576
2024-08-31,68.6260082725199
2024-09-01,68.6260082725199
2024-09-02,64.31932053017323
2024-09-03,56.4705589367088
2024-09-04,57.73838434510268
2024-09-05,49.125008860409366
2024-09-06,49.125008860409366
2024-09-07,62.54828360461434
2024-09-08,63.05149512177935
2024-09-09,51.66065967719713
2024-09-10,50.392834268803256
2024-09-11,46.086146526456595
2024-09-12,50.392834268803256
2024-09-13,46.086146526456595
2024-09-14,61.28045819622046
2024-09-15,59.00620975349656
2024-09-16,51.66065967719713
2024-09-17,51.99374460356371
2024-09-18,51.99374460356371
2024-09-19,56.581427950936984
2024-09-20,59.639883515852496
2024-09-21,65.75679464568351
2024-09-22,61.16911129831025
2024-09-23,51.99374460356371
2024-09-24,51.99374460356371
2024-09-25,51.99374460356371
2024-09-26,50.46451682110596
