Time,lululemon
2023-05-21,86.56554564172957
2023-05-22,67.90336307481125
2023-05-23,67.90336307481125
2023-05-24,67.90336307481125
2023-05-25,67.90336307481125
2023-05-26,68.35305422100205
2023-05-27,89.7133836650652
2023-05-28,106.80164722031572
2023-05-29,106.80164722031572
2023-05-30,85.44131777625256
2023-05-31,81.16925188743994
2023-06-01,81.16925188743994
2023-06-02,76.89718599862731
2023-06-03,85.44131777625256
2023-06-04,85.44131777625256
2023-06-05,72.62512010981469
2023-06-06,81.16925188743994
2023-06-07,76.89718599862731
2023-06-08,76.89718599862731
2023-06-09,68.35305422100205
2023-06-10,81.16925188743994
2023-06-11,85.44131777625256
2023-06-12,72.62512010981469
2023-06-13,72.62512010981469
2023-06-14,72.62512010981469
2023-06-15,76.89718599862731
2023-06-16,72.62512010981469
2023-06-17,81.16925188743994
2023-06-18,81.16925188743994
2023-06-19,81.16925188743994
2023-06-20,81.16925188743994
2023-06-21,68.35305422100205
2023-06-22,72.62512010981469
2023-06-23,68.35305422100205
2023-06-24,81.16925188743994
2023-06-25,81.16925188743994
2023-06-26,76.89718599862731
2023-06-27,76.89718599862731
2023-06-28,72.62512010981469
2023-06-29,72.62512010981469
2023-06-30,68.35305422100205
2023-07-01,72.62512010981469
2023-07-02,85.44131777625256
2023-07-03,76.89718599862731
2023-07-04,72.62512010981469
2023-07-05,68.35305422100205
2023-07-06,81.16925188743994
2023-07-07,72.62512010981469
2023-07-08,85.44131777625256
2023-07-09,85.44131777625256
2023-07-10,72.62512010981469
2023-07-11,72.62512010981469
2023-07-12,72.62512010981469
2023-07-13,76.89718599862731
2023-07-14,72.62512010981469
2023-07-15,85.44131777625256
2023-07-16,89.7133836650652
2023-07-17,81.16925188743994
2023-07-18,76.89718599862731
2023-07-19,76.89718599862731
2023-07-20,72.62512010981469
2023-07-21,81.16925188743994
2023-07-22,81.16925188743994
2023-07-23,93.98544955387783
2023-07-24,76.89718599862731
2023-07-25,81.16925188743994
2023-07-26,76.89718599862731
2023-07-27,76.89718599862731
2023-07-28,76.89718599862731
2023-07-29,89.7133836650652
2023-07-30,89.7133836650652
2023-07-31,81.16925188743994
2023-08-01,76.89718599862731
2023-08-02,81.16925188743994
2023-08-03,81.16925188743994
2023-08-04,81.16925188743994
2023-08-05,93.98544955387783
2023-08-06,93.98544955387783
2023-08-07,81.16925188743994
2023-08-08,72.62512010981469
2023-08-09,72.62512010981469
2023-08-10,76.89718599862731
2023-08-11,76.89718599862731
2023-08-12,89.7133836650652
2023-08-13,98.25751544269045
2023-08-14,76.89718599862731
2023-08-15,81.16925188743994
2023-08-16,72.62512010981469
2023-08-17,76.89718599862731
2023-08-18,76.89718599862731
2023-08-19,85.44131777625256
2023-08-20,93.98544955387783
2023-08-21,76.89718599862731
2023-08-22,72.62512010981469
2023-08-23,68.35305422100205
2023-08-24,68.35305422100205
2023-08-25,72.62512010981469
2023-08-26,85.44131777625256
2023-08-27,98.25751544269045
2023-08-28,64.08098833218942
2023-08-29,68.35305422100205
2023-08-30,55.53685655456417
2023-08-31,64.08098833218942
2023-09-01,68.35305422100205
2023-09-02,81.16925188743994
2023-09-03,85.44131777625256
2023-09-04,89.7133836650652
2023-09-05,64.08098833218942
2023-09-06,64.08098833218942
2023-09-07,68.35305422100205
2023-09-08,59.8089224433768
2023-09-09,76.89718599862731
2023-09-10,85.44131777625256
2023-09-11,59.8089224433768
2023-09-12,59.8089224433768
2023-09-13,55.53685655456417
2023-09-14,64.08098833218942
2023-09-15,59.8089224433768
2023-09-16,85.44131777625256
2023-09-17,81.16925188743994
2023-09-18,59.8089224433768
2023-09-19,59.8089224433768
2023-09-20,59.8089224433768
2023-09-21,59.8089224433768
2023-09-22,59.8089224433768
2023-09-23,76.89718599862731
2023-09-24,81.16925188743994
2023-09-25,64.08098833218942
2023-09-26,59.8089224433768
2023-09-27,76.89718599862731
2023-09-28,72.62512010981469
2023-09-29,72.62512010981469
2023-09-30,76.89718599862731
2023-10-01,72.62512010981469
2023-10-02,59.8089224433768
2023-10-03,55.53685655456417
2023-10-04,59.8089224433768
2023-10-05,64.08098833218942
2023-10-06,64.08098833218942
2023-10-07,81.16925188743994
2023-10-08,89.7133836650652
2023-10-09,85.44131777625256
2023-10-10,68.35305422100205
2023-10-11,68.35305422100205
2023-10-12,64.08098833218942
2023-10-13,64.08098833218942
2023-10-14,76.89718599862731
2023-10-15,89.7133836650652
2023-10-16,76.89718599862731
2023-10-17,81.16925188743994
2023-10-18,72.62512010981469
2023-10-19,76.89718599862731
2023-10-20,72.62512010981469
2023-10-21,81.16925188743994
2023-10-22,81.16925188743994
2023-10-23,72.62512010981469
2023-10-24,81.16925188743994
2023-10-25,64.08098833218942
2023-10-26,64.08098833218942
2023-10-27,59.8089224433768
2023-10-28,68.35305422100205
2023-10-29,76.89718599862731
2023-10-30,68.35305422100205
2023-10-31,64.08098833218942
2023-11-01,68.35305422100205
2023-11-02,81.16925188743994
2023-11-03,81.16925188743994
2023-11-04,102.52958133150308
2023-11-05,111.07371310912833
2023-11-06,89.7133836650652
2023-11-07,89.7133836650652
2023-11-08,85.44131777625256
2023-11-09,85.44131777625256
2023-11-10,93.98544955387783
2023-11-11,106.80164722031572
2023-11-12,123.88991077556622
2023-11-13,102.52958133150308
2023-11-14,89.7133836650652
2023-11-15,93.98544955387783
2023-11-16,106.80164722031572
2023-11-17,106.80164722031572
2023-11-18,119.6178448867536
2023-11-19,136.7061084420041
2023-11-20,128.16197666437884
2023-11-21,123.88991077556622
2023-11-22,145.25024021962938
2023-11-23,213.60329444063143
2023-11-24,427.20658888126286
2023-11-25,256.3239533287577
2023-11-26,187.97089910775566
2023-11-27,196.5150308853809
2023-11-28,149.522306108442
2023-11-29,102.52958133150308
2023-11-30,102.52958133150308
2023-12-01,93.98544955387783
2023-12-02,115.34577899794097
2023-12-03,119.6178448867536
2023-12-04,111.07371310912833
2023-12-05,106.80164722031572
2023-12-06,119.6178448867536
2023-12-07,102.52958133150308
2023-12-08,111.07371310912833
2023-12-09,132.4340425531915
2023-12-10,140.97817433081673
2023-12-11,119.6178448867536
2023-12-12,115.34577899794097
2023-12-13,111.07371310912833
2023-12-14,115.34577899794097
2023-12-15,115.34577899794097
2023-12-16,136.7061084420041
2023-12-17,145.25024021962938
2023-12-18,119.6178448867536
2023-12-19,115.34577899794097
2023-12-20,115.34577899794097
2023-12-21,111.07371310912833
2023-12-22,115.42781724758389
2023-12-23,123.30956612068485
2023-12-24,115.42781724758389
2023-12-25,179.95545827227363
2023-12-26,239.94061102969818
2023-12-27,179.95545827227363
2023-12-28,152.7005286686824
2023-12-29,136.93703092248046
2023-12-30,135.73380326105104
2023-12-31,112.08855664174813
2024-01-01,101.80035244578826
2024-01-02,98.4610918399525
2024-01-03,103.00358010721772
2024-01-04,118.76707785341965
2024-01-05,115.42781724758389
2024-01-06,115.42781724758389
2024-01-07,109.68210131888924
2024-01-08,78.15510582648537
2024-01-09,76.95187816505592
2024-01-10,72.40938989779073
2024-01-11,72.40938989779073
2024-01-12,72.40938989779073
2024-01-13,89.3761153054221
2024-01-14,93.9186035726873
2024-01-15,84.83362703815689
2024-01-16,67.86690163052552
2024-01-17,75.74865050362648
2024-01-18,69.07012929195496
2024-01-19,67.86690163052552
2024-01-20,98.4610918399525
2024-01-21,96.25821291435568
2024-01-22,72.19365968576676
2024-01-23,67.38074904004897
2024-01-24,69.78720436290786
2024-01-25,64.97429371719008
2024-01-26,62.56783839433119
2024-01-27,86.63239162292011
2024-01-28,86.63239162292011
2024-01-29,72.19365968576676
2024-01-30,69.78720436290786
2024-01-31,69.78720436290786
2024-02-01,64.97429371719008
2024-02-02,64.97429371719008
2024-02-03,81.81948097720232
2024-02-04,93.85175759149678
2024-02-05,62.56783839433119
2024-02-06,60.161383071472294
2024-02-07,62.56783839433119
2024-02-08,64.97429371719008
2024-02-09,60.161383071472294
2024-02-10,81.81948097720232
2024-02-11,72.19365968576676
2024-02-12,52.94201710289562
2024-02-13,62.56783839433119
2024-02-14,57.754927748613405
2024-02-15,62.56783839433119
2024-02-16,64.97429371719008
2024-02-17,77.00657033148454
2024-02-18,89.038846945779
2024-02-19,77.00657033148454
2024-02-20,62.56783839433119
2024-02-21,57.754927748613405
2024-02-22,62.56783839433119
2024-02-23,60.161383071472294
2024-02-24,81.81948097720232
2024-02-25,93.85175759149678
2024-02-26,64.97429371719008
2024-02-27,67.38074904004897
2024-02-28,60.161383071472294
2024-02-29,60.161383071472294
2024-03-01,64.97429371719008
2024-03-02,79.41302565434343
2024-03-03,89.038846945779
2024-03-04,67.38074904004897
2024-03-05,62.56783839433119
2024-03-06,57.754927748613405
2024-03-07,62.56783839433119
2024-03-08,60.161383071472294
2024-03-09,79.41302565434343
2024-03-10,86.63239162292011
2024-03-11,62.56783839433119
2024-03-12,60.161383071472294
2024-03-13,62.56783839433119
2024-03-14,62.56783839433119
2024-03-15,62.56783839433119
2024-03-16,77.00657033148454
2024-03-17,84.22593630006122
2024-03-18,62.56783839433119
2024-03-19,57.754927748613405
2024-03-20,57.754927748613405
2024-03-21,60.161383071472294
2024-03-22,64.97429371719008
2024-03-23,77.00657033148454
2024-03-24,84.22593630006122
2024-03-25,67.38074904004897
2024-03-26,60.161383071472294
2024-03-27,60.161383071472294
2024-03-28,62.56783839433119
2024-03-29,64.97429371719008
2024-03-30,77.00657033148454
2024-03-31,79.41302565434343
2024-04-01,69.78720436290786
2024-04-02,64.97429371719008
2024-04-03,60.161383071472294
2024-04-04,60.161383071472294
2024-04-05,62.56783839433119
2024-04-06,72.19365968576676
2024-04-07,81.81948097720232
2024-04-08,55.348472425754515
2024-04-09,62.56783839433119
2024-04-10,62.56783839433119
2024-04-11,60.161383071472294
2024-04-12,69.78720436290786
2024-04-13,77.00657033148454
2024-04-14,81.81948097720232
2024-04-15,62.56783839433119
2024-04-16,64.97429371719008
2024-04-17,62.56783839433119
2024-04-18,62.56783839433119
2024-04-19,60.161383071472294
2024-04-20,77.00657033148454
2024-04-21,89.038846945779
2024-04-22,64.97429371719008
2024-04-23,62.56783839433119
2024-04-24,60.161383071472294
2024-04-25,60.161383071472294
2024-04-26,67.38074904004897
2024-04-27,74.60011500862565
2024-04-28,81.81948097720232
2024-04-29,67.38074904004897
2024-04-30,62.56783839433119
2024-05-01,60.161383071472294
2024-05-02,57.754927748613405
2024-05-03,62.56783839433119
2024-05-04,77.00657033148454
2024-05-05,79.41302565434343
2024-05-06,62.56783839433119
2024-05-07,64.97429371719008
2024-05-08,60.161383071472294
2024-05-09,69.78720436290786
2024-05-10,62.56783839433119
2024-05-11,81.81948097720232
2024-05-12,84.22593630006122
2024-05-13,62.56783839433119
2024-05-14,60.161383071472294
2024-05-15,62.56783839433119
2024-05-16,62.56783839433119
2024-05-17,64.97429371719008
2024-05-18,84.22593630006122
2024-05-19,77.00657033148454
2024-05-20,69.78720436290786
2024-05-21,62.56783839433119
2024-05-22,67.38074904004897
2024-05-23,64.97429371719008
2024-05-24,69.78720436290786
2024-05-25,72.19365968576676
2024-05-26,81.81948097720232
2024-05-27,81.81948097720232
2024-05-28,64.97429371719008
2024-05-29,60.161383071472294
2024-05-30,67.38074904004897
2024-05-31,62.56783839433119
2024-06-01,81.81948097720232
2024-06-02,86.63239162292011
2024-06-03,69.78720436290786
2024-06-04,69.78720436290786
2024-06-05,72.19365968576676
2024-06-06,72.19365968576676
2024-06-07,67.38074904004897
2024-06-08,79.41302565434343
2024-06-09,81.81948097720232
2024-06-10,69.78720436290786
2024-06-11,69.78720436290786
2024-06-12,67.38074904004897
2024-06-13,77.00657033148454
2024-06-14,62.56783839433119
2024-06-15,74.60011500862565
2024-06-16,84.22593630006122
2024-06-17,67.38074904004897
2024-06-18,69.78720436290786
2024-06-19,79.41302565434343
2024-06-20,74.60011500862565
2024-06-21,72.19365968576676
2024-06-22,74.60011500862565
2024-06-23,77.00657033148454
2024-06-24,62.56783839433119
2024-06-25,62.56783839433119
2024-06-26,64.97429371719008
2024-06-27,67.38074904004897
2024-06-28,69.78720436290786
2024-06-29,69.78720436290786
2024-06-30,77.00657033148454
2024-07-01,67.38074904004897
2024-07-02,67.38074904004897
2024-07-03,62.56783839433119
2024-07-04,69.78720436290786
2024-07-05,67.38074904004897
2024-07-06,77.00657033148454
2024-07-07,84.22593630006122
2024-07-08,72.19365968576676
2024-07-09,74.60011500862565
2024-07-10,69.78720436290786
2024-07-11,69.78720436290786
2024-07-12,72.19365968576676
2024-07-13,77.00657033148454
2024-07-14,74.60011500862565
2024-07-15,69.78720436290786
2024-07-16,69.78720436290786
2024-07-17,69.78720436290786
2024-07-18,72.19365968576676
2024-07-19,69.78720436290786
2024-07-20,77.00657033148454
2024-07-21,79.41302565434343
2024-07-22,67.38074904004897
2024-07-23,64.97429371719008
2024-07-24,79.41302565434343
2024-07-25,77.00657033148454
2024-07-26,77.00657033148454
2024-07-27,86.63239162292011
2024-07-28,93.85175759149678
2024-07-29,77.00657033148454
2024-07-30,86.63239162292011
2024-07-31,81.81948097720232
2024-08-01,79.41302565434343
2024-08-02,81.81948097720232
2024-08-03,91.44530226863789
2024-08-04,86.63239162292011
2024-08-05,74.60011500862565
2024-08-06,69.78720436290786
2024-08-07,72.19365968576676
2024-08-08,72.19365968576676
2024-08-09,72.19365968576676
2024-08-10,84.22593630006122
2024-08-11,89.038846945779
2024-08-12,77.00657033148454
2024-08-13,69.78720436290786
2024-08-14,72.19365968576676
2024-08-15,69.78720436290786
2024-08-16,69.78720436290786
2024-08-17,79.41302565434343
2024-08-18,90.27547252429238
2024-08-19,66.62072076478746
2024-08-20,65.41749310335803
2024-08-21,69.76102761708532
2024-08-22,66.62072076478746
2024-08-23,69.76102761708532
2024-08-24,74.10456213081262
2024-08-25,80.38517583540833
2024-08-26,66.62072076478746
2024-08-27,57.93365173733286
2024-08-28,65.41749310335803
2024-08-29,65.41749310335803
2024-08-30,72.90133446938319
2024-08-31,77.24486898311048
2024-09-01,87.8690172014335
2024-09-02,89.07224486286293
2024-09-03,56.730424075903414
2024-09-04,54.793344885035005
2024-09-05,54.793344885035005
2024-09-06,53.59011722360556
2024-09-07,66.62072076478746
2024-09-08,77.24486898311048
2024-09-09,57.93365173733286
2024-09-10,57.93365173733286
2024-09-11,54.793344885035005
2024-09-12,54.793344885035005
2024-09-13,59.136879398762304
2024-09-14,69.76102761708532
2024-09-15,74.10456213081262
2024-09-16,57.93365173733286
2024-09-17,61.98653410778913
2024-09-18,54.238217344315494
2024-09-19,58.11237572605231
2024-09-20,54.238217344315494
2024-09-21,69.73485087126278
2024-09-22,77.48316763473642
