Time,bed_bath_and_beyond
2024-09-21,5.103330215959956
2024-09-22,5.467853802814239
2024-09-23,4.374283042251391
2024-09-24,3.523728006258065
2024-09-25,3.6452358685428257
2024-09-26,3.6452358685428257
2024-09-27,3.402220143973304
2024-09-28,4.860314491390435
2024-09-29,5.346345940529478
2024-09-30,3.8882515931123476
2024-10-01,3.523728006258065
2024-10-02,3.402220143973304
2024-10-03,3.6452358685428257
2024-10-04,4.1312673176818695
2024-10-05,4.374283042251391
2024-10-06,4.738806629105674
2024-10-07,3.8882515931123476
2024-10-08,3.766743730827587
2024-10-09,3.2807122816885435
2024-10-10,3.2807122816885435
2024-10-11,4.009759455397108
2024-10-12,4.6172987668209124
2024-10-13,5.467853802814239
2024-10-14,4.981822353675195
2024-10-15,4.860314491390435
2024-10-16,4.6172987668209124
2024-10-17,4.25277517996663
2024-10-18,4.374283042251391
2024-10-19,4.981822353675195
2024-10-20,5.346345940529478
2024-10-21,4.374283042251391
2024-10-22,4.1312673176818695
2024-10-23,4.374283042251391
2024-10-24,3.8882515931123476
2024-10-25,3.6452358685428257
2024-10-26,4.860314491390435
2024-10-27,5.71086952738376
2024-10-28,4.25277517996663
2024-10-29,4.009759455397108
2024-10-30,3.8882515931123476
2024-10-31,3.766743730827587
2024-11-01,4.495790904536152
2024-11-02,5.71086952738376
2024-11-03,6.804440287946608
2024-11-04,4.860314491390435
2024-11-05,3.6452358685428257
2024-11-06,2.673172970264739
2024-11-07,3.8882515931123476
2024-11-08,4.25277517996663
2024-11-09,5.953885251953282
2024-11-10,6.196900976522804
2024-11-11,5.103330215959956
2024-11-12,4.1312673176818695
2024-11-13,4.6172987668209124
2024-11-14,3.8882515931123476
2024-11-15,4.495790904536152
2024-11-16,5.71086952738376
2024-11-17,6.92594815023137
2024-11-18,5.103330215959956
2024-11-19,4.738806629105674
2024-11-20,4.6172987668209124
2024-11-21,5.103330215959956
2024-11-22,5.103330215959956
2024-11-23,6.561424563377087
2024-11-24,7.168963874800891
2024-11-25,5.589361665098999
2024-11-26,5.346345940529478
2024-11-27,5.589361665098999
2024-11-28,5.953885251953282
2024-11-29,12.150786228476086
2024-11-30,9.96364470735039
2024-12-01,8.991581809072304
2024-12-02,7.654995323939934
2024-12-03,6.682932425661847
2024-12-04,5.103330215959956
2024-12-05,5.346345940529478
2024-12-06,6.439916701092326
2024-12-07,8.3840424976485
2024-12-08,7.168963874800891
2024-12-09,5.2248380782447175
2024-12-10,5.103330215959956
2024-12-11,5.2248380782447175
2024-12-12,5.71086952738376
2024-12-13,5.2248380782447175
2024-12-14,7.168963874800891
2024-12-15,6.804440287946608
2024-12-16,5.467853802814239
2024-12-17,5.346345940529478
2024-12-18,5.589361665098999
2024-12-19,5.2248380782447175
2024-12-20,6.196900976522804
2024-12-21,6.92594815023137
2024-12-22,6.804440287946608
2024-12-23,6.92594815023137
2024-12-24,6.439916701092326
2024-12-25,4.25277517996663
2024-12-26,6.196900976522804
2024-12-27,6.196900976522804
2024-12-28,5.953885251953282
2024-12-29,6.561424563377087
2024-12-30,5.2248380782447175
2024-12-31,4.6172987668209124
2025-01-01,4.495790904536152
2025-01-02,5.103330215959956
2025-01-03,4.738806629105674
2025-01-04,6.075393114238043
2025-01-05,5.589361665098999
2025-01-06,4.1312673176818695
2025-01-07,3.766743730827587
2025-01-08,3.766743730827587
2025-01-09,3.523728006258065
2025-01-10,3.766743730827587
2025-01-11,4.860314491390435
2025-01-12,5.467853802814239
2025-01-13,3.8882515931123476
2025-01-14,3.402220143973304
2025-01-15,3.402220143973304
2025-01-16,3.523728006258065
2025-01-17,3.6452358685428257
2025-01-18,4.6172987668209124
2025-01-19,4.860314491390435
2025-01-20,4.374283042251391
2025-01-21,3.2807122816885435
2025-01-22,3.1592044194037823
2025-01-23,3.402220143973304
2025-01-24,3.2807122816885435
2025-01-25,4.495790904536152
2025-01-26,5.2248380782447175
2025-01-27,3.6452358685428257
2025-01-28,3.2807122816885435
2025-01-29,3.2807122816885435
2025-01-30,3.0376965571190215
2025-01-31,3.402220143973304
2025-02-01,4.495790904536152
2025-02-02,4.860314491390435
2025-02-03,3.8882515931123476
2025-02-04,3.1592044194037823
2025-02-05,3.402220143973304
2025-02-06,3.523728006258065
2025-02-07,3.402220143973304
2025-02-08,4.495790904536152
2025-02-09,4.981822353675195
2025-02-10,3.523728006258065
2025-02-11,3.1592044194037823
2025-02-12,3.6452358685428257
2025-02-13,3.2807122816885435
2025-02-14,3.523728006258065
2025-02-15,4.860314491390435
2025-02-16,5.2248380782447175
2025-02-17,4.860314491390435
2025-02-18,4.009759455397108
2025-02-19,3.523728006258065
2025-02-20,3.523728006258065
2025-02-21,3.1592044194037823
2025-02-22,4.860314491390435
2025-02-23,5.103330215959956
2025-02-24,3.523728006258065
2025-02-25,3.6452358685428257
2025-02-26,3.402220143973304
2025-02-27,3.523728006258065
2025-02-28,3.523728006258065
2025-03-01,4.981822353675195
2025-03-02,5.2248380782447175
2025-03-03,3.766743730827587
2025-03-04,3.402220143973304
2025-03-05,3.1592044194037823
2025-03-06,3.2807122816885435
2025-03-07,3.523728006258065
2025-03-08,4.738806629105674
2025-03-09,5.103330215959956
2025-03-10,3.6452358685428257
2025-03-11,3.523728006258065
2025-03-12,3.402220143973304
2025-03-13,4.009759455397108
2025-03-14,3.6452358685428257
2025-03-15,4.860314491390435
2025-03-16,4.981822353675195
2025-03-17,3.6452358685428257
2025-03-18,3.402220143973304
2025-03-19,3.402220143973304
2025-03-20,3.1592044194037823
2025-03-21,3.402220143973304
2025-03-22,4.495790904536152
2025-03-23,4.860314491390435
2025-03-24,3.6452358685428257
2025-03-25,3.766743730827587
2025-03-26,3.2807122816885435
2025-03-27,3.0376965571190215
2025-03-28,3.523728006258065
2025-03-29,4.738806629105674
2025-03-30,4.495790904536152
2025-03-31,3.523728006258065
2025-04-01,3.523728006258065
2025-04-02,3.2807122816885435
2025-04-03,3.6452358685428257
2025-04-04,3.766743730827587
2025-04-05,4.25277517996663
2025-04-06,4.738806629105674
2025-04-07,3.1592044194037823
2025-04-08,3.2807122816885435
2025-04-09,3.2807122816885435
2025-04-10,3.2807122816885435
2025-04-11,3.2807122816885435
2025-04-12,4.25277517996663
2025-04-13,4.495790904536152
2025-04-14,3.402220143973304
2025-04-15,3.2921036437777396
2025-04-16,3.3528575749201197
2025-04-17,3.407915825017902
2025-04-18,3.523728006258065
2025-04-19,4.157847162556661
2025-04-20,4.450225456179367
2025-04-21,3.5844819374004455
2025-04-22,3.176291462537577
2025-04-23,3.407915825017902
2025-04-24,3.121233212439795
2025-04-25,3.5844819374004455
2025-04-26,4.3344132749392035
2025-04-27,4.621095887517312
2025-04-28,3.639540187498228
2025-04-29,3.523728006258065
2025-04-30,3.407915825017902
2025-05-01,3.639540187498228
2025-05-02,3.7553523687383903
2025-05-03,4.621095887517312
2025-05-04,5.02928636238018
2025-05-05,3.7553523687383903
2025-05-06,3.2921036437777396
2025-05-07,3.5844819374004455
2025-05-08,3.4686697561602826
2025-05-09,3.3528575749201197
2025-05-10,4.505283706277149
2025-05-11,4.505283706277149
2025-05-12,3.523728006258065
2025-05-13,3.523728006258065
2025-05-14,3.2921036437777396
2025-05-15,3.083262005475807
2025-05-16,3.3034950058669357
2025-05-17,4.074310507235888
2025-05-18,4.62489300821371
2025-05-19,3.6338445064536296
2025-05-20,3.4136115060625003
2025-05-21,3.6338445064536296
2025-05-22,3.3034950058669357
2025-05-23,3.523728006258065
2025-05-24,4.955242508800404
2025-05-25,5.615941509973791
2025-05-26,5.505825009778227
2025-05-27,4.074310507235888
2025-05-28,3.743961006649194
2025-05-29,3.6338445064536296
2025-05-30,3.1933785056713715
2025-05-31,4.62489300821371
2025-06-01,4.845126008604839
2025-06-02,3.6338445064536296
2025-06-03,3.8540775068447584
2025-06-04,3.6338445064536296
2025-06-05,3.4136115060625003
2025-06-06,3.6338445064536296
2025-06-07,4.074310507235888
2025-06-08,4.294543507627017
2025-06-09,3.6338445064536296
2025-06-10,3.1933785056713715
2025-06-11,3.523728006258065
2025-06-12,3.523728006258065
2025-06-13,3.4136115060625003
2025-06-14,4.184427007431452
2025-06-15,3.964194007040323
2025-06-16,4.074310507235888
2025-06-17,3.743961006649194
2025-06-18,3.6338445064536296
2025-06-19,3.6338445064536296
2025-06-20,3.6338445064536296
2025-06-21,4.4046600078225815
2025-06-22,4.294543507627017
2025-06-23,3.4136115060625003
2025-06-24,3.8540775068447584
2025-06-25,3.3034950058669357
2025-06-26,3.4136115060625003
2025-06-27,3.6338445064536296
2025-06-28,4.184427007431452
2025-06-29,4.62489300821371
2025-06-30,3.964194007040323
2025-07-01,3.4136115060625003
2025-07-02,3.964194007040323
2025-07-03,4.184427007431452
2025-07-04,4.074310507235888
2025-07-05,4.7350095084092745
2025-07-06,5.175475509191533
2025-07-07,4.294543507627017
2025-07-08,4.184427007431452
2025-07-09,4.074310507235888
2025-07-10,3.8540775068447584
2025-07-11,3.6338445064536296
2025-07-12,4.7350095084092745
2025-07-13,4.4046600078225815
2025-07-14,4.074310507235888
2025-07-15,3.743961006649194
2025-07-16,3.8540775068447584
2025-07-17,3.523728006258065
2025-07-18,4.184427007431452
2025-07-19,4.514776508018146
2025-07-20,4.4046600078225815
2025-07-21,4.074310507235888
2025-07-22,3.8540775068447584
2025-07-23,3.523728006258065
2025-07-24,3.4136115060625003
2025-07-25,3.8540775068447584
2025-07-26,4.184427007431452
2025-07-27,4.514776508018146
2025-07-28,3.6338445064536296
2025-07-29,3.8540775068447584
2025-07-30,4.184427007431452
2025-07-31,4.074310507235888
2025-08-01,4.514776508018146
2025-08-02,5.9462910105604845
2025-08-03,5.395708509582662
2025-08-04,4.7350095084092745
2025-08-05,4.62489300821371
2025-08-06,4.184427007431452
2025-08-07,4.184427007431452
2025-08-08,7.487922013298388
2025-08-09,7.377805513102824
2025-08-10,7.267689012907259
2025-08-11,5.285592009387098
2025-08-12,4.62489300821371
2025-08-13,4.294543507627017
2025-08-14,4.294543507627017
2025-08-15,4.294543507627017
2025-08-16,5.615941509973791
2025-08-17,5.175475509191533
2025-08-18,3.8540775068447584
2025-08-19,3.964194007040323
2025-08-20,6.276640511147178
2025-08-21,11.011650019556454
2025-08-22,6.276640511147178
2025-08-23,5.83617451036492
2025-08-24,6.056407510756049
2025-08-25,4.62489300821371
2025-08-26,3.8540775068447584
2025-08-27,4.074310507235888
2025-08-28,3.3034950058669357
2025-08-29,3.964194007040323
2025-08-30,4.955242508800404
2025-08-31,5.726058010169355
2025-09-01,6.276640511147178
2025-09-02,4.62489300821371
2025-09-03,4.074310507235888
2025-09-04,3.743961006649194
2025-09-05,3.4136115060625003
2025-09-06,4.514776508018146
2025-09-07,4.845126008604839
2025-09-08,3.523728006258065
2025-09-09,3.3034950058669357
2025-09-10,3.083262005475807
2025-09-11,2.8630290050846776
2025-09-12,3.083262005475807
2025-09-13,4.4046600078225815
2025-09-14,4.294543507627017
2025-09-15,3.523728006258065
2025-09-16,3.1933785056713715
2025-09-17,3.083262005475807
2025-09-18,2.7529125048891134
2025-09-19,3.1933785056713715
2025-09-20,3.8540775068447584
2025-09-21,3.964194007040323
2025-09-22,3.1933785056713715
2025-09-23,2.9731455052802422
2025-09-24,3.1933785056713715
2025-09-25,3.3034950058669357
2025-09-26,3.1933785056713715
2025-09-27,4.4046600078225815
2025-09-28,4.074310507235888
2025-09-29,3.3034950058669357
2025-09-30,3.1933785056713715
2025-10-01,2.7529125048891134
2025-10-02,2.9731455052802422
2025-10-03,3.1933785056713715
2025-10-04,4.074310507235888
2025-10-05,3.964194007040323
2025-10-06,3.1933785056713715
2025-10-07,3.3034950058669357
2025-10-08,3.1933785056713715
2025-10-09,3.1933785056713715
2025-10-10,3.3034950058669357
2025-10-11,3.743961006649194
2025-10-12,3.8540775068447584
2025-10-13,3.4136115060625003
2025-10-14,3.4136115060625003
2025-10-15,3.3034950058669357
2025-10-16,3.083262005475807
2025-10-17,3.083262005475807
2025-10-18,3.6338445064536296
2025-10-19,4.074310507235888
2025-10-20,3.523728006258065
2025-10-21,3.083262005475807
2025-10-22,3.1933785056713715
2025-10-23,3.1933785056713715
2025-10-24,3.083262005475807
2025-10-25,4.184427007431452
2025-10-26,4.62489300821371
2025-10-27,3.743961006649194
2025-10-28,3.6338445064536296
2025-10-29,2.9731455052802422
2025-10-30,3.083262005475807
2025-10-31,3.4136115060625003
2025-11-01,4.184427007431452
2025-11-02,4.7350095084092745
2025-11-03,3.8540775068447584
2025-11-04,3.6338445064536296
2025-11-05,3.1933785056713715
2025-11-06,3.1933785056713715
2025-11-07,3.6338445064536296
2025-11-08,4.845126008604839
2025-11-09,5.285592009387098
2025-11-10,4.184427007431452
2025-11-11,4.294543507627017
2025-11-12,3.743961006649194
2025-11-13,3.8540775068447584
2025-11-14,3.964194007040323
2025-11-15,4.7350095084092745
2025-11-16,5.285592009387098
2025-11-17,4.184427007431452
2025-11-18,4.184427007431452
2025-11-19,4.184427007431452
2025-11-20,4.074310507235888
2025-11-21,4.074310507235888
2025-11-22,5.395708509582662
2025-11-23,5.726058010169355
2025-11-24,4.7350095084092745
2025-11-25,4.294543507627017
2025-11-26,4.184427007431452
2025-11-27,4.62489300821371
2025-11-28,9.470019016818549
2025-11-29,7.708155013689517
2025-11-30,6.827223012125001
2025-12-01,6.056407510756049
2025-12-02,5.285592009387098
2025-12-03,4.514776508018146
2025-12-04,4.955242508800404
2025-12-05,5.395708509582662
2025-12-06,6.496873511538308
2025-12-07,6.276640511147178
2025-12-08,5.065359008995968
2025-12-09,4.514776508018146
2025-12-10,4.514776508018146
2025-12-11,4.182591732428193
2025-12-12,4.7386800584157935
2025-12-13,5.615941509973791
2025-12-14,6.258287761114584
2025-12-15,4.707480383360384
2025-12-16,4.707480383360384
2025-12-17,4.590022783151781
2025-12-18,4.386307257789987
2025-12-19,4.590022783151781
2025-12-20,5.412225984611997
2025-12-21,5.615941509973791
2025-12-22,4.7386800584157935
2025-12-23,4.824937983568986
2025-12-24,4.824937983568986
2025-12-25,3.422787881078797
2025-12-26,5.05985318398619
2025-12-27,5.208510459250202
2025-12-28,5.294768384403394
2025-12-29,4.417506932845397
2025-12-30,4.300049332636794
2025-12-31,4.096333807275
2026-01-01,4.06513413221959
2026-01-02,4.50376485799859
2026-01-03,5.146111109139382
2026-01-04,5.498483909765189
2026-01-05,4.621222458207191
2026-01-06,3.8614186068577956
2026-01-07,3.305330280870195
2026-01-08,3.336529955925605
2026-01-09,3.336529955925605
2026-01-10,4.929548658754771
2026-01-11,4.617551908200672
2026-01-12,3.4943636062059142
2026-01-13,3.057568155430175
2026-01-14,3.057568155430175
2026-01-15,3.119967505540995
2026-01-16,3.556762956316734
2026-01-17,4.555152558089852
2026-01-18,4.617551908200672
2026-01-19,3.9311590569816532
2026-01-20,3.057568155430175
2026-01-21,3.2447662057626343
2026-01-22,3.057568155430175
2026-01-23,2.932769455208535
2026-01-24,3.6815616565383738
2026-01-25,3.8687597068708333
2026-01-26,3.4319642560950943
2026-01-27,3.1823668556518148
2026-01-28,3.1823668556518148
2026-01-29,3.1823668556518148
2026-01-30,3.057568155430175
2026-01-31,4.118357107314113
2026-02-01,4.367954507757393
2026-02-02,3.4319642560950943
2026-02-03,2.8703701050977153
2026-02-04,2.8079707549868953
2026-02-05,2.932769455208535
2026-02-06,2.8079707549868953
2026-02-07,3.6191623064275538
2026-02-08,2.8703701050977153
2026-02-09,2.433574654321976
2026-02-10,2.8079707549868953
2026-02-11,2.558373354543616
2026-02-12,2.8079707549868953
2026-02-13,3.556762956316734
2026-02-14,3.9935584070924732
2026-02-15,4.180756457424933
2026-02-16,4.180756457424933
2026-02-17,3.1823668556518148
2026-02-18,3.2447662057626343
2026-02-19,2.8079707549868953
2026-02-20,3.1823668556518148
2026-02-21,4.367954507757393
2026-02-22,4.055957757203293
2026-02-23,3.057568155430175
2026-02-24,3.1823668556518148
2026-02-25,3.3071655558734543
2026-02-26,3.119967505540995
2026-02-27,3.1823668556518148
2026-02-28,4.180756457424933
2026-03-01,4.180756457424933
2026-03-02,3.119967505540995
2026-03-03,3.2447662057626343
2026-03-04,3.1823668556518148
2026-03-05,3.057568155430175
2026-03-06,3.3695649059842743
2026-03-07,4.492753207979033
2026-03-08,4.430353857868212
2026-03-09,3.1823668556518148
2026-03-10,2.6207727046544353
2026-03-11,3.1823668556518148
2026-03-12,3.4943636062059142
2026-03-13,3.2447662057626343
2026-03-14,4.305555157646572
2026-03-15,4.430353857868212
2026-03-16,3.6815616565383738
2026-03-17,3.2447662057626343
2026-03-18,3.2447662057626343
2026-03-19,2.995168805319355
2026-03-20,3.2447662057626343
2026-03-21,4.055957757203293
2026-03-22,4.305555157646572
2026-03-23,3.4319642560950943
2026-03-24,2.932769455208535
2026-03-25,3.057568155430175
2026-03-26,2.8703701050977153
2026-03-27,3.119967505540995
2026-03-28,4.055957757203293
2026-03-29,4.367954507757393
2026-03-30,2.8703701050977153
2026-03-31,2.995168805319355
2026-04-01,2.932769455208535
2026-04-02,3.119967505540995
2026-04-03,3.4943636062059142
2026-04-04,3.7439610066491937
2026-04-05,3.7439610066491937
2026-04-06,3.6191623064275538
2026-04-07,3.057568155430175
2026-04-08,3.2447662057626343
2026-04-09,3.119967505540995
2026-04-10,3.2447662057626343
2026-04-11,4.305555157646572
2026-04-12,3.9935584070924732
2026-04-13,3.119967505540995
2026-04-14,2.8079707549868953
2026-04-15,2.8079707549868953
2026-04-16,2.995168805319355
2026-04-17,3.3071655558734543
2026-04-18,3.8687597068708333
2026-04-19,4.180756457424933
2026-04-20,3.057568155430175
2026-04-21,3.3695649059842743
2026-04-22,3.057568155430175
2026-04-23,3.1823668556518148
2026-04-24,3.4319642560950943
2026-04-25,3.9311590569816532
2026-04-26,4.430353857868212
2026-04-27,3.556762956316734
2026-04-28,3.4319642560950943
2026-04-29,3.3071655558734543
2026-04-30,3.4319642560950943
2026-05-01,3.556762956316734
2026-05-02,4.243155807535753
2026-05-03,4.867149308643952
2026-05-04,3.9935584070924732
2026-05-05,3.3071655558734543
2026-05-06,4.055957757203293
2026-05-07,3.6815616565383738
2026-05-08,3.556762956316734
2026-05-09,4.430353857868212
2026-05-10,4.118357107314113
2026-05-11,3.556762956316734
2026-05-12,3.2447662057626343
2026-05-13,3.1823668556518148
2026-05-14,3.3071655558734543
2026-05-15,3.6191623064275538
2026-05-16,4.305555157646572
2026-05-17,4.367954507757393
2026-05-18,3.7439610066491937
2026-05-19,3.3071655558734543
2026-05-20,3.6815616565383738
2026-05-21,3.556762956316734
2026-05-22,3.6191623064275538
2026-05-23,4.742350608422312
2026-05-24,4.929548658754771
2026-05-25,5.67834086008461
2026-05-26,4.118357107314113
2026-05-27,3.556762956316734
2026-05-28,3.3695649059842743
2026-05-29,3.6815616565383738
2026-05-30,4.055957757203293
2026-05-31,4.679951258311492
