Time,credit_one
2024-09-24,66.35514288298369
2024-09-25,64.82973729946681
2024-09-26,66.35514288298369
2024-09-27,65.59244009122526
2024-09-28,62.54162892419152
2024-09-29,51.86378983957346
2024-09-30,70.93135963353429
2024-10-01,69.40595405001741
2024-10-02,68.64325125825899
2024-10-03,72.45676521705114
2024-10-04,69.40595405001741
2024-10-05,60.25352054891622
2024-10-06,55.67730379836562
2024-10-07,61.778926132433085
2024-10-08,59.490817757157785
2024-10-09,61.778926132433085
2024-10-10,67.11784567474211
2024-10-11,70.93135963353429
2024-10-12,56.44000659012405
2024-10-13,51.86378983957346
2024-10-14,61.01622334067465
2024-10-15,67.11784567474211
2024-10-16,64.06703450770839
2024-10-17,76.27027917584331
2024-10-18,64.82973729946681
2024-10-19,54.15189821484875
2024-10-20,48.81297867253972
2024-10-21,64.82973729946681
2024-10-22,64.82973729946681
2024-10-23,67.11784567474211
2024-10-24,62.54162892419152
2024-10-25,62.54162892419152
2024-10-26,51.86378983957346
2024-10-27,48.050275880781285
2024-10-28,63.30433171594995
2024-10-29,57.96541217364092
2024-10-30,57.202709381882485
2024-10-31,58.72811496539935
2024-11-01,71.69406242529271
2024-11-02,60.25352054891622
2024-11-03,52.626492631331885
2024-11-04,66.35514288298369
2024-11-05,60.25352054891622
2024-11-06,43.47405913023069
2024-11-07,62.54162892419152
2024-11-08,67.11784567474211
2024-11-09,54.914601006607185
2024-11-10,48.050275880781285
2024-11-11,57.96541217364092
2024-11-12,62.54162892419152
2024-11-13,64.82973729946681
2024-11-14,66.35514288298369
2024-11-15,66.35514288298369
2024-11-16,58.72811496539935
2024-11-17,51.86378983957346
2024-11-18,73.98217080056801
2024-11-19,66.35514288298369
2024-11-20,68.64325125825899
2024-11-21,62.54162892419152
2024-11-22,70.93135963353429
2024-11-23,54.15189821484875
2024-11-24,49.57568146429816
2024-11-25,67.88054846650056
2024-11-26,60.25352054891622
2024-11-27,64.06703450770839
2024-11-28,42.71135633847226
2024-11-29,59.490817757157785
2024-11-30,54.15189821484875
2024-12-01,56.44000659012405
2024-12-02,68.64325125825899
2024-12-03,67.88054846650056
2024-12-04,62.54162892419152
2024-12-05,64.82973729946681
2024-12-06,67.88054846650056
2024-12-07,56.44000659012405
2024-12-08,50.338384256056585
2024-12-09,59.490817757157785
2024-12-10,65.59244009122526
2024-12-11,60.25352054891622
2024-12-12,65.59244009122526
2024-12-13,64.06703450770839
2024-12-14,55.67730379836562
2024-12-15,48.81297867253972
2024-12-16,62.54162892419152
2024-12-17,69.40595405001741
2024-12-18,64.82973729946681
2024-12-19,62.54162892419152
2024-12-20,65.59244009122526
2024-12-21,53.38919542309032
2024-12-22,46.52487029726442
2024-12-23,60.25352054891622
2024-12-24,55.67730379836562
2024-12-25,32.79622004561263
2024-12-26,62.54162892419152
2024-12-27,66.35514288298369
2024-12-28,57.96541217364092
2024-12-29,45.762167505505985
2024-12-30,64.06703450770839
2024-12-31,64.82973729946681
2025-01-01,50.338384256056585
2025-01-02,71.69406242529271
2025-01-03,70.93135963353429
2025-01-04,63.30433171594995
2025-01-05,51.10108704781502
2025-01-06,61.778926132433085
2025-01-07,61.01622334067465
2025-01-08,61.01622334067465
2025-01-09,62.54162892419152
2025-01-10,64.82973729946681
2025-01-11,56.44000659012405
2025-01-12,51.86378983957346
2025-01-13,60.25352054891622
2025-01-14,64.82973729946681
2025-01-15,64.82973729946681
2025-01-16,70.16865684177584
2025-01-17,71.69406242529271
2025-01-18,61.778926132433085
2025-01-19,49.57568146429816
2025-01-20,54.914601006607185
2025-01-21,60.25352054891622
2025-01-22,63.30433171594995
2025-01-23,63.30433171594995
2025-01-24,61.778926132433085
2025-01-25,57.96541217364092
2025-01-26,48.81297867253972
2025-01-27,64.06703450770839
2025-01-28,63.30433171594995
2025-01-29,63.30433171594995
2025-01-30,61.778926132433085
2025-01-31,64.06703450770839
2025-02-01,61.778926132433085
2025-02-02,57.202709381882485
2025-02-03,62.54162892419152
2025-02-04,67.11784567474211
2025-02-05,70.93135963353429
2025-02-06,61.778926132433085
2025-02-07,62.54162892419152
2025-02-08,57.202709381882485
2025-02-09,47.28757308902286
2025-02-10,57.96541217364092
2025-02-11,63.30433171594995
2025-02-12,60.25352054891622
2025-02-13,63.30433171594995
2025-02-14,62.54162892419152
2025-02-15,56.44000659012405
2025-02-16,52.626492631331885
2025-02-17,57.96541217364092
2025-02-18,64.82973729946681
2025-02-19,65.59244009122526
2025-02-20,67.11784567474211
2025-02-21,70.93135963353429
2025-02-22,59.490817757157785
2025-02-23,49.57568146429816
2025-02-24,73.21946800880959
2025-02-25,61.778926132433085
2025-02-26,61.778926132433085
2025-02-27,62.54162892419152
2025-02-28,70.93135963353429
2025-03-01,67.11784567474211
2025-03-02,51.86378983957346
2025-03-03,64.82973729946681
2025-03-04,64.82973729946681
2025-03-05,63.30433171594995
2025-03-06,66.35514288298369
2025-03-07,65.59244009122526
2025-03-08,61.01622334067465
2025-03-09,48.81297867253972
2025-03-10,60.25352054891622
2025-03-11,62.54162892419152
2025-03-12,63.30433171594995
2025-03-13,67.88054846650056
2025-03-14,67.11784567474211
2025-03-15,56.44000659012405
2025-03-16,51.86378983957346
2025-03-17,63.30433171594995
2025-03-18,65.59244009122526
2025-03-19,64.82973729946681
2025-03-20,67.11784567474211
2025-03-21,60.25352054891622
2025-03-22,57.96541217364092
2025-03-23,49.57568146429816
2025-03-24,61.778926132433085
2025-03-25,64.82973729946681
2025-03-26,64.82973729946681
2025-03-27,60.25352054891622
2025-03-28,63.30433171594995
2025-03-29,55.67730379836562
2025-03-30,51.10108704781502
2025-03-31,65.59244009122526
2025-04-01,71.69406242529271
2025-04-02,67.11784567474211
2025-04-03,68.64325125825899
2025-04-04,70.93135963353429
2025-04-05,61.01622334067465
2025-04-06,62.54162892419152
2025-04-07,66.35514288298369
2025-04-08,62.54162892419152
2025-04-09,65.59244009122526
2025-04-10,64.82973729946681
2025-04-11,64.82973729946681
2025-04-12,56.44000659012405
2025-04-13,48.81297867253972
2025-04-14,63.30433171594995
2025-04-15,67.85725768956311
2025-04-16,66.65407459317724
2025-04-17,62.544916090643966
2025-04-18,64.18857949165726
2025-04-19,51.92023289280566
2025-04-20,42.93921309598066
2025-04-21,61.7230843901373
2025-04-22,66.21359428854981
2025-04-23,66.21359428854981
2025-04-24,65.01041119216393
2025-04-25,67.85725768956311
2025-04-26,51.098401192299
2025-04-27,47.811074390272374
2025-04-28,60.079420989123996
2025-04-29,65.83224289267059
2025-04-30,62.544916090643966
2025-05-01,68.67908939006978
2025-05-02,69.50092109057643
2025-05-03,60.90125268963065
2025-05-04,54.76707939020484
2025-05-05,63.74809918702984
2025-05-06,65.01041119216393
2025-05-07,62.544916090643966
2025-05-08,62.544916090643966
2025-05-09,66.21359428854981
2025-05-10,58.05440619223147
2025-05-11,46.6078912938865
2025-05-12,65.39176258804315
2025-05-13,67.85725768956311
2025-05-14,66.21359428854981
2025-05-15,64.31012447560616
2025-05-16,63.42916386635129
2025-05-17,59.02436082007689
2025-05-18,53.73859716454761
2025-05-19,71.3578093496452
2025-05-20,70.47684874039032
2025-05-21,66.07204569411593
2025-05-22,61.667242647841526
2025-05-23,68.71492752188055
2025-05-24,57.26243960156713
2025-05-25,51.09571533678298
2025-05-26,72.23876995890008
2025-05-27,74.00069117740983
2025-05-28,74.8816517866647
2025-05-29,71.3578093496452
2025-05-30,66.9530063033708
2025-05-31,60.78628203858665
2025-06-01,57.26243960156713
2025-06-02,74.8816517866647
2025-06-03,69.59588813113544
2025-06-04,72.23876995890008
2025-06-05,70.47684874039032
2025-06-06,67.83396691262568
2025-06-07,59.90532142933177
2025-06-08,49.33379411827322
2025-06-09,62.548203257096404
2025-06-10,63.42916386635129
2025-06-11,67.83396691262568
2025-06-12,69.59588813113544
2025-06-13,66.07204569411593
2025-06-14,56.38147899231225
2025-06-15,49.33379411827322
2025-06-16,83.6912578792135
2025-06-17,70.47684874039032
2025-06-18,70.47684874039032
2025-06-19,61.667242647841526
2025-06-20,67.83396691262568
2025-06-21,60.78628203858665
2025-06-22,50.2147547275281
2025-06-23,71.3578093496452
2025-06-24,70.47684874039032
2025-06-25,63.42916386635129
2025-06-26,66.07204569411593
2025-06-27,81.92933666070374
2025-06-28,61.667242647841526
2025-06-29,54.6195577738025
2025-06-30,66.9530063033708
2025-07-01,75.76261239591959
2025-07-02,74.00069117740983
2025-07-03,76.64357300517447
2025-07-04,55.500518383057376
2025-07-05,56.38147899231225
2025-07-06,57.26243960156713
2025-07-07,74.8816517866647
2025-07-08,72.23876995890008
2025-07-09,68.71492752188055
2025-07-10,81.04837605144887
2025-07-11,78.40549422368423
2025-07-12,60.78628203858665
2025-07-13,57.26243960156713
2025-07-14,73.11973056815495
2025-07-15,73.11973056815495
2025-07-16,77.52453361442934
2025-07-17,80.16741544219398
2025-07-18,77.52453361442934
2025-07-19,70.47684874039032
2025-07-20,61.667242647841526
2025-07-21,73.11973056815495
2025-07-22,72.23876995890008
2025-07-23,72.23876995890008
2025-07-24,75.76261239591959
2025-07-25,74.8816517866647
2025-07-26,63.42916386635129
2025-07-27,62.548203257096404
2025-07-28,72.23876995890008
2025-07-29,73.11973056815495
2025-07-30,86.33413970697814
2025-07-31,75.76261239591959
2025-08-01,88.09606092548789
2025-08-02,66.07204569411593
2025-08-03,60.78628203858665
2025-08-04,66.9530063033708
2025-08-05,74.00069117740983
2025-08-06,71.3578093496452
2025-08-07,77.52453361442934
2025-08-08,76.64357300517447
2025-08-09,64.31012447560616
2025-08-10,62.548203257096404
2025-08-11,71.3578093496452
2025-08-12,72.23876995890008
2025-08-13,71.3578093496452
2025-08-14,71.3578093496452
2025-08-15,75.76261239591959
2025-08-16,62.548203257096404
2025-08-17,56.38147899231225
2025-08-18,67.83396691262568
2025-08-19,70.47684874039032
2025-08-20,67.83396691262568
2025-08-21,70.47684874039032
2025-08-22,64.31012447560616
2025-08-23,60.78628203858665
2025-08-24,53.73859716454761
2025-08-25,71.3578093496452
2025-08-26,63.42916386635129
2025-08-27,68.71492752188055
2025-08-28,70.47684874039032
2025-08-29,70.47684874039032
2025-08-30,59.90532142933177
2025-08-31,53.73859716454761
2025-09-01,60.78628203858665
2025-09-02,71.3578093496452
2025-09-03,71.3578093496452
2025-09-04,66.9530063033708
2025-09-05,67.83396691262568
2025-09-06,58.14340021082201
2025-09-07,52.857636555292736
2025-09-08,69.59588813113544
2025-09-09,67.83396691262568
2025-09-10,64.31012447560616
2025-09-11,66.9530063033708
2025-09-12,68.71492752188055
2025-09-13,64.31012447560616
2025-09-14,51.97667594603786
2025-09-15,70.47684874039032
2025-09-16,68.71492752188055
2025-09-17,68.71492752188055
2025-09-18,74.00069117740983
2025-09-19,72.23876995890008
2025-09-20,63.42916386635129
2025-09-21,54.6195577738025
2025-09-22,67.83396691262568
2025-09-23,72.23876995890008
2025-09-24,69.59588813113544
2025-09-25,68.71492752188055
2025-09-26,73.11973056815495
2025-09-27,68.71492752188055
2025-09-28,56.38147899231225
2025-09-29,72.23876995890008
2025-09-30,78.40549422368423
2025-10-01,78.40549422368423
2025-10-02,74.8816517866647
2025-10-03,74.00069117740983
2025-10-04,60.78628203858665
2025-10-05,51.09571533678298
2025-10-06,70.47684874039032
2025-10-07,69.59588813113544
2025-10-08,72.23876995890008
2025-10-09,72.23876995890008
2025-10-10,71.3578093496452
2025-10-11,60.78628203858665
2025-10-12,50.2147547275281
2025-10-13,66.07204569411593
2025-10-14,69.59588813113544
2025-10-15,75.76261239591959
2025-10-16,66.9530063033708
2025-10-17,68.71492752188055
2025-10-18,58.14340021082201
2025-10-19,50.2147547275281
2025-10-20,70.47684874039032
2025-10-21,65.19108508486104
2025-10-22,66.9530063033708
2025-10-23,70.47684874039032
2025-10-24,69.59588813113544
2025-10-25,50.2147547275281
2025-10-26,52.857636555292736
2025-10-27,63.42916386635129
2025-10-28,66.9530063033708
2025-10-29,67.83396691262568
2025-10-30,66.07204569411593
2025-10-31,68.71492752188055
2025-11-01,64.31012447560616
2025-11-02,59.02436082007689
2025-11-03,74.00069117740983
2025-11-04,74.00069117740983
2025-11-05,67.83396691262568
2025-11-06,75.76261239591959
2025-11-07,74.8816517866647
2025-11-08,68.71492752188055
2025-11-09,59.02436082007689
2025-11-10,70.47684874039032
2025-11-11,71.3578093496452
2025-11-12,72.23876995890008
2025-11-13,76.64357300517447
2025-11-14,73.11973056815495
2025-11-15,65.19108508486104
2025-11-16,59.02436082007689
2025-11-17,73.11973056815495
2025-11-18,78.40549422368423
2025-11-19,79.2864548329391
2025-11-20,77.52453361442934
2025-11-21,77.52453361442934
2025-11-22,65.19108508486104
2025-11-23,56.38147899231225
2025-11-24,68.71492752188055
2025-11-25,71.3578093496452
2025-11-26,72.23876995890008
2025-11-27,51.09571533678298
2025-11-28,70.47684874039032
2025-11-29,67.83396691262568
2025-11-30,64.31012447560616
2025-12-01,81.04837605144887
2025-12-02,81.92933666070374
2025-12-03,77.52453361442934
2025-12-04,78.40549422368423
2025-12-05,75.76261239591959
2025-12-06,70.47684874039032
2025-12-07,62.548203257096404
2025-12-08,71.3578093496452
2025-12-09,75.76261239591959
2025-12-10,73.11973056815495
2025-12-11,73.11973056815495
2025-12-12,78.40549422368423
2025-12-13,65.19108508486104
2025-12-14,56.821959296939696
2025-12-15,73.56021087278239
2025-12-16,75.76261239591959
2025-12-17,82.81029726995862
2025-12-18,75.32213209129215
2025-12-19,73.11973056815495
2025-12-20,71.3578093496452
2025-12-21,58.58388051544945
2025-12-22,68.71492752188055
2025-12-23,67.83396691262568
2025-12-24,62.548203257096404
2025-12-25,43.16706985348907
2025-12-26,66.51252599874337
2025-12-27,68.27444721725311
2025-12-28,60.78628203858665
2025-12-29,72.23876995890008
2025-12-30,78.84597452831167
2025-12-31,74.00069117740983
2026-01-01,62.548203257096404
2026-01-02,74.8816517866647
2026-01-03,71.3578093496452
2026-01-04,61.22676234321409
2026-01-05,73.56021087278239
2026-01-06,72.23876995890008
2026-01-07,69.59588813113544
2026-01-08,71.3578093496452
2026-01-09,72.23876995890008
2026-01-10,70.47684874039032
2026-01-11,59.02436082007689
2026-01-12,79.2864548329391
2026-01-13,74.8816517866647
2026-01-14,77.52453361442934
2026-01-15,69.59588813113544
2026-01-16,74.8816517866647
2026-01-17,74.00069117740983
2026-01-18,60.78628203858665
2026-01-19,66.9530063033708
2026-01-20,68.71492752188055
2026-01-21,74.8816517866647
2026-01-22,77.52453361442934
2026-01-23,71.3578093496452
2026-01-24,61.667242647841526
2026-01-25,54.6195577738025
2026-01-26,63.42916386635129
2026-01-27,67.83396691262568
2026-01-28,69.59588813113544
2026-01-29,77.52453361442934
2026-01-30,70.47684874039032
2026-01-31,66.07204569411593
2026-02-01,66.9530063033708
2026-02-02,71.3578093496452
2026-02-03,74.8816517866647
2026-02-04,72.23876995890008
2026-02-05,71.3578093496452
2026-02-06,83.6912578792135
2026-02-07,64.31012447560616
2026-02-08,55.500518383057376
2026-02-09,65.19108508486104
2026-02-10,65.19108508486104
2026-02-11,67.83396691262568
2026-02-12,69.59588813113544
2026-02-13,78.40549422368423
2026-02-14,65.19108508486104
2026-02-15,59.90532142933177
2026-02-16,67.83396691262568
2026-02-17,65.19108508486104
2026-02-18,72.23876995890008
2026-02-19,69.59588813113544
2026-02-20,71.3578093496452
2026-02-21,71.3578093496452
2026-02-22,64.31012447560616
2026-02-23,71.3578093496452
2026-02-24,80.16741544219398
2026-02-25,74.00069117740983
2026-02-26,76.64357300517447
2026-02-27,87.21510031623302
2026-02-28,81.04837605144887
2026-03-01,68.71492752188055
2026-03-02,78.40549422368423
2026-03-03,83.6912578792135
2026-03-04,81.04837605144887
2026-03-05,81.92933666070374
2026-03-06,81.92933666070374
2026-03-07,74.00069117740983
2026-03-08,66.07204569411593
2026-03-09,79.2864548329391
2026-03-10,75.76261239591959
2026-03-11,77.52453361442934
2026-03-12,79.2864548329391
2026-03-13,78.40549422368423
2026-03-14,75.76261239591959
2026-03-15,66.07204569411593
2026-03-16,72.23876995890008
2026-03-17,78.40549422368423
2026-03-18,84.57221848846838
2026-03-19,76.64357300517447
2026-03-20,77.52453361442934
2026-03-21,81.92933666070374
2026-03-22,66.9530063033708
2026-03-23,74.00069117740983
2026-03-24,79.2864548329391
2026-03-25,80.16741544219398
2026-03-26,84.57221848846838
2026-03-27,81.92933666070374
2026-03-28,76.64357300517447
2026-03-29,73.11973056815495
2026-03-30,81.04837605144887
2026-03-31,81.92933666070374
2026-04-01,84.57221848846838
2026-04-02,82.81029726995862
2026-04-03,86.33413970697814
2026-04-04,70.47684874039032
2026-04-05,66.9530063033708
2026-04-06,82.81029726995862
2026-04-07,78.40549422368423
2026-04-08,88.09606092548789
2026-04-09,85.45317909772326
2026-04-10,78.40549422368423
2026-04-11,74.00069117740983
2026-04-12,64.31012447560616
2026-04-13,76.64357300517447
2026-04-14,81.92933666070374
2026-04-15,81.04837605144887
2026-04-16,82.81029726995862
2026-04-17,84.57221848846838
2026-04-18,70.47684874039032
2026-04-19,65.19108508486104
2026-04-20,78.40549422368423
2026-04-21,80.16741544219398
2026-04-22,79.2864548329391
2026-04-23,74.8816517866647
2026-04-24,77.52453361442934
2026-04-25,69.59588813113544
2026-04-26,74.00069117740983
2026-04-27,86.33413970697814
2026-04-28,80.16741544219398
2026-04-29,76.64357300517447
2026-04-30,78.40549422368423
2026-05-01,81.04837605144887
2026-05-02,75.76261239591959
2026-05-03,70.47684874039032
2026-05-04,79.2864548329391
2026-05-05,75.76261239591959
2026-05-06,79.2864548329391
2026-05-07,79.2864548329391
2026-05-08,81.92933666070374
2026-05-09,75.76261239591959
2026-05-10,58.14340021082201
2026-05-11,76.64357300517447
2026-05-12,74.8816517866647
2026-05-13,78.40549422368423
2026-05-14,83.6912578792135
2026-05-15,79.2864548329391
2026-05-16,73.11973056815495
2026-05-17,65.19108508486104
2026-05-18,73.11973056815495
2026-05-19,77.52453361442934
2026-05-20,76.64357300517447
2026-05-21,77.52453361442934
2026-05-22,80.16741544219398
2026-05-23,70.47684874039032
2026-05-24,64.31012447560616
2026-05-25,64.31012447560616
2026-05-26,75.76261239591959
2026-05-27,77.52453361442934
2026-05-28,84.57221848846838
2026-05-29,80.16741544219398
2026-05-30,78.40549422368423
2026-05-31,76.64357300517447
