Time,calculator
2022-12-30,50.10125957026427
2022-12-31,39.876512719189925
2023-01-01,35.78661397876019
2023-01-02,50.10125957026427
2023-01-03,64.41590516176834
2023-01-04,70.55075327241295
2023-01-05,74.64065201284268
2023-01-06,80.77550012348729
2023-01-07,49.078784885156836
2023-01-08,46.01136082983453
2023-01-09,78.73055075327242
2023-01-10,87.93282291923933
2023-01-11,92.02272165966906
2023-01-12,94.06767102988393
2023-01-13,87.93282291923933
2023-01-14,52.146208940479134
2023-01-15,48.056310200049396
2023-01-16,60.326006421338604
2023-01-17,87.93282291923933
2023-01-18,94.06767102988393
2023-01-19,102.2474685107434
2023-01-20,87.93282291923933
2023-01-21,60.326006421338604
2023-01-22,57.258582366016306
2023-01-23,92.02272165966906
2023-01-24,100.20251914052854
2023-01-25,99.1800444554211
2023-01-26,95.09014571499137
2023-01-27,85.88787354902446
2023-01-28,53.16868362558657
2023-01-29,54.191158310694
2023-01-30,86.91034823413189
2023-01-31,96.11262040009879
2023-02-01,96.11262040009879
2023-02-02,98.15756977031367
2023-02-03,95.09014571499137
2023-02-04,59.30353173623117
2023-02-05,54.191158310694
2023-02-06,91.00024697456162
2023-02-07,97.13509508520623
2023-02-08,95.09014571499137
2023-02-09,91.00024697456162
2023-02-10,92.02272165966906
2023-02-11,59.30353173623117
2023-02-12,51.1237342553717
2023-02-13,82.82044949370216
2023-02-14,93.0451963447765
2023-02-15,96.11262040009879
2023-02-16,89.9777722894542
2023-02-17,86.91034823413189
2023-02-18,52.146208940479134
2023-02-19,52.146208940479134
2023-02-20,67.48332921709064
2023-02-21,91.00024697456162
2023-02-22,89.9777722894542
2023-02-23,86.91034823413189
2023-02-24,86.91034823413189
2023-02-25,54.191158310694
2023-02-26,56.23610768090887
2023-02-27,94.06767102988393
2023-02-28,97.13509508520623
2023-03-01,97.13509508520623
2023-03-02,95.09014571499137
2023-03-03,88.95529760434675
2023-03-04,57.258582366016306
2023-03-05,55.21363299580143
2023-03-06,94.06767102988393
2023-03-07,98.15756977031367
2023-03-08,97.13509508520623
2023-03-09,94.06767102988393
2023-03-10,84.86539886391702
2023-03-11,52.146208940479134
2023-03-12,51.1237342553717
2023-03-13,82.82044949370216
2023-03-14,83.84292417880958
2023-03-15,85.88787354902446
2023-03-16,85.88787354902446
2023-03-17,72.59570264262781
2023-03-18,51.1237342553717
2023-03-19,53.16868362558657
2023-03-20,83.84292417880958
2023-03-21,89.9777722894542
2023-03-22,86.91034823413189
2023-03-23,94.06767102988393
2023-03-24,85.88787354902446
2023-03-25,52.146208940479134
2023-03-26,51.1237342553717
2023-03-27,86.91034823413189
2023-03-28,87.93282291923933
2023-03-29,92.02272165966906
2023-03-30,88.95529760434675
2023-03-31,79.75302543837985
2023-04-01,49.078784885156836
2023-04-02,53.16868362558657
2023-04-03,83.84292417880958
2023-04-04,82.82044949370216
2023-04-05,85.88787354902446
2023-04-06,80.77550012348729
2023-04-07,66.46085453198322
2023-04-08,51.1237342553717
2023-04-09,46.01136082983453
2023-04-10,76.68560138305754
2023-04-11,88.95529760434675
2023-04-12,87.93282291923933
2023-04-13,92.02272165966906
2023-04-14,87.93282291923933
2023-04-15,51.1237342553717
2023-04-16,53.16868362558657
2023-04-17,88.95529760434675
2023-04-18,94.06767102988393
2023-04-19,94.06767102988393
2023-04-20,88.95529760434675
2023-04-21,82.82044949370216
2023-04-22,51.1237342553717
2023-04-23,52.146208940479134
2023-04-24,95.09014571499137
2023-04-25,89.9777722894542
2023-04-26,91.79273249939055
2023-04-27,95.27458800235196
2023-04-28,80.81172717422396
2023-04-29,54.36958780955059
2023-04-30,55.87909836348309
2023-05-01,95.78582534490567
2023-05-02,96.27286121373074
2023-05-03,90.79445928801177
2023-05-04,96.27286121373074
2023-05-05,83.80654680836031
2023-05-06,53.37131459817181
2023-05-07,51.88600551796796
2023-05-08,91.79273249939055
2023-05-09,94.27631479097317
2023-05-10,93.78927892214811
2023-05-11,89.79618607663299
2023-05-12,81.81000038560273
2023-05-13,48.891185883831625
2023-05-14,43.388582484384
2023-05-15,87.79963965387543
2023-05-16,89.28494873407928
2023-05-17,89.28494873407928
2023-05-18,85.80309323111787
2023-05-19,79.81345396284519
2023-05-20,49.8894590952104
2023-05-21,49.378221752656685
2023-05-22,79.81345396284519
2023-05-23,82.80827359698152
2023-05-24,80.81172717422396
2023-05-25,76.33159845988376
2023-05-26,65.26280642255858
2023-05-27,43.83322819425577
2023-05-28,42.85915645660564
2023-05-29,44.807299931905895
2023-05-30,69.1590933731591
2023-05-31,72.08130858610949
2023-06-01,69.1590933731591
2023-06-02,63.31466294725833
2023-06-03,49.677658620156535
2023-06-04,46.75544340720615
2023-06-05,68.18502163550897
2023-06-06,67.21094989785884
2023-06-07,69.1590933731591
2023-06-08,63.31466294725833
2023-06-09,61.36651947195807
2023-06-10,47.72951514485628
2023-06-11,43.83322819425577
2023-06-12,64.28873468490846
2023-06-13,64.28873468490846
2023-06-14,62.3405912096082
2023-06-15,61.36651947195807
2023-06-16,54.548017308407175
2023-06-17,44.807299931905895
2023-06-18,41.88508471895551
2023-06-19,53.57394557075705
2023-06-20,60.39244773430794
2023-06-21,58.44430425900769
2023-06-22,53.57394557075705
2023-06-23,55.5220890460573
2023-06-24,44.807299931905895
2023-06-25,44.807299931905895
2023-06-26,58.44430425900769
2023-06-27,60.39244773430794
2023-06-28,57.47023252135756
2023-06-29,59.418375996657815
2023-06-30,58.44430425900769
2023-07-01,44.807299931905895
2023-07-02,45.78137166955602
2023-07-03,53.57394557075705
2023-07-04,43.83322819425577
2023-07-05,55.5220890460573
2023-07-06,59.418375996657815
2023-07-07,56.49616078370743
2023-07-08,46.75544340720615
2023-07-09,44.807299931905895
2023-07-10,57.47023252135756
2023-07-11,57.47023252135756
2023-07-12,58.44430425900769
2023-07-13,59.418375996657815
2023-07-14,56.49616078370743
2023-07-15,45.78137166955602
2023-07-16,43.83322819425577
2023-07-17,59.418375996657815
2023-07-18,54.548017308407175
2023-07-19,56.49616078370743
2023-07-20,56.49616078370743
2023-07-21,51.62580209545679
2023-07-22,43.83322819425577
2023-07-23,43.83322819425577
2023-07-24,55.5220890460573
2023-07-25,58.44430425900769
2023-07-26,54.548017308407175
2023-07-27,60.39244773430794
2023-07-28,53.57394557075705
2023-07-29,45.78137166955602
2023-07-30,42.85915645660564
2023-07-31,55.5220890460573
2023-08-01,60.39244773430794
2023-08-02,57.47023252135756
2023-08-03,60.39244773430794
2023-08-04,54.548017308407175
2023-08-05,49.677658620156535
2023-08-06,43.83322819425577
2023-08-07,55.5220890460573
2023-08-08,58.44430425900769
2023-08-09,58.44430425900769
2023-08-10,57.47023252135756
2023-08-11,57.47023252135756
2023-08-12,42.85915645660564
2023-08-13,41.88508471895551
2023-08-14,59.418375996657815
2023-08-15,61.36651947195807
2023-08-16,64.28873468490846
2023-08-17,65.26280642255858
2023-08-18,64.28873468490846
2023-08-19,42.85915645660564
2023-08-20,43.83322819425577
2023-08-21,68.18502163550897
2023-08-22,72.08130858610949
2023-08-23,75.97759553671
2023-08-24,68.18502163550897
2023-08-25,70.13316511080923
2023-08-26,46.75544340720615
2023-08-27,47.72951514485628
2023-08-28,76.95166727436012
2023-08-29,76.95166727436012
2023-08-30,77.92573901201025
2023-08-31,82.79609770026089
2023-09-01,75.00352379905986
2023-09-02,46.75544340720615
2023-09-03,45.78137166955602
2023-09-04,52.59987383310692
2023-09-05,77.92573901201025
2023-09-06,85.71831291321128
2023-09-07,84.74424117556114
2023-09-08,81.82202596261077
2023-09-09,47.72951514485628
2023-09-10,48.70358688250641
2023-09-11,84.74424117556114
2023-09-12,90.58867160146191
2023-09-13,90.58867160146191
2023-09-14,89.61459986381179
2023-09-15,81.82202596261077
2023-09-16,49.677658620156535
2023-09-17,49.677658620156535
2023-09-18,88.64052812616166
2023-09-19,90.58867160146191
2023-09-20,91.56274333911205
2023-09-21,91.56274333911205
2023-09-22,76.95166727436012
2023-09-23,47.72951514485628
2023-09-24,47.72951514485628
2023-09-25,85.71831291321128
2023-09-26,87.66645638851153
2023-09-27,87.66645638851153
2023-09-28,91.56274333911205
2023-09-29,84.74424117556114
2023-09-30,48.70358688250641
2023-10-01,50.65173035780666
2023-10-02,85.71831291321128
2023-10-03,90.58867160146191
2023-10-04,94.48495855206242
2023-10-05,86.6923846508614
2023-10-06,78.89981074966038
2023-10-07,48.70358688250641
2023-10-08,46.75544340720615
2023-10-09,74.02945206140974
2023-10-10,82.79609770026089
2023-10-11,82.79609770026089
2023-10-12,89.61459986381179
2023-10-13,75.00352379905986
2023-10-14,44.807299931905895
2023-10-15,47.72951514485628
2023-10-16,82.79609770026089
2023-10-17,86.6923846508614
2023-10-18,91.56274333911205
2023-10-19,89.61459986381179
2023-10-20,78.89981074966038
2023-10-21,45.78137166955602
2023-10-22,50.65173035780666
2023-10-23,87.66645638851153
2023-10-24,85.71831291321128
2023-10-25,85.71831291321128
2023-10-26,88.64052812616166
2023-10-27,75.97759553671
2023-10-28,43.83322819425577
2023-10-29,41.88508471895551
2023-10-30,85.71831291321128
2023-10-31,82.79609770026089
2023-11-01,84.74424117556114
2023-11-02,94.48495855206242
2023-11-03,80.84795422496063
2023-11-04,48.70358688250641
2023-11-05,48.70358688250641
2023-11-06,83.77016943791102
2023-11-07,81.82202596261077
2023-11-08,86.6923846508614
2023-11-09,82.79609770026089
2023-11-10,69.1590933731591
2023-11-11,47.72951514485628
2023-11-12,45.78137166955602
2023-11-13,83.77016943791102
2023-11-14,90.58867160146191
2023-11-15,90.58867160146191
2023-11-16,86.6923846508614
2023-11-17,81.82202596261077
2023-11-18,45.78137166955602
2023-11-19,44.807299931905895
2023-11-20,65.26280642255858
2023-11-21,66.23687816020872
2023-11-22,50.65173035780666
2023-11-23,37.988797768355
2023-11-24,37.988797768355
2023-11-25,42.85915645660564
2023-11-26,42.85915645660564
2023-11-27,79.87388248731051
2023-11-28,89.61459986381179
2023-11-29,88.64052812616166
2023-11-30,87.66645638851153
2023-12-01,85.71831291321128
2023-12-02,49.677658620156535
2023-12-03,47.72951514485628
2023-12-04,88.64052812616166
2023-12-05,92.53681507676217
2023-12-06,92.53681507676217
2023-12-07,91.56274333911205
2023-12-08,91.56274333911205
2023-12-09,53.57394557075705
2023-12-10,54.548017308407175
2023-12-11,89.61459986381179
2023-12-12,95.45903028971256
2023-12-13,91.56274333911205
2023-12-14,97.40717376501281
2023-12-15,84.74424117556114
2023-12-16,50.65173035780666
2023-12-17,47.72951514485628
2023-12-18,78.89981074966038
2023-12-19,79.87388248731051
2023-12-20,76.95166727436012
2023-12-21,71.10723684845935
2023-12-22,55.852762922803024
2023-12-23,43.60144935309406
2023-12-24,33.8027190157602
2023-12-25,32.82284598202681
2023-12-26,46.05403258546916
2023-12-27,51.44043362296115
2023-12-28,52.420306656694535
2023-12-29,52.91314382160286
2023-12-30,45.074159551735775
2023-12-31,40.17479438306884
2024-01-01,41.154667416802226
2024-01-02,62.2190369940284
2024-01-03,66.13852912896195
2024-01-04,71.5307314625372
2024-01-05,72.01776733136226
2024-01-06,48.500814521760994
2024-01-07,48.013778652935926
2024-01-08,74.95738643256243
2024-01-09,78.3898426986709
2024-01-10,88.67560890482983
2024-01-11,89.65548193856321
2024-01-12,80.83662463496273
2024-01-13,47.03390561920254
2024-01-14,46.54106845429422
2024-01-15,54.38005272416131
2024-01-16,73.97751339882905
2024-01-17,84.7561167698963
2024-01-18,89.65548193856321
2024-01-19,85.73598980362968
2024-01-20,52.420306656694535
2024-01-21,50.269390820648866
2024-01-22,87.72501535368136
2024-01-23,92.65338700276459
2024-01-24,97.5817586518478
2024-01-25,93.63906133258122
2024-01-26,87.72501535368136
2024-01-27,54.212088139915444
2024-01-28,55.19776246973209
2024-01-29,88.710689683498
2024-01-30,93.63906133258122
2024-01-31,98.56743298166445
2024-02-01,92.65338700276459
2024-02-02,86.73934102386471
2024-02-03,57.16911112936538
2024-02-04,53.226413810098805
2024-02-05,87.72501535368136
2024-02-06,88.710689683498
2024-02-07,92.65338700276459
2024-02-08,89.69636401331465
2024-02-09,87.72501535368136
2024-02-10,54.212088139915444
2024-02-11,51.25506515046551
2024-02-12,80.82529504496485
2024-02-13,87.72501535368136
2024-02-14,87.72501535368136
2024-02-15,91.66771267294794
2024-02-16,83.78231803441479
2024-02-17,51.25506515046551
2024-02-18,53.226413810098805
2024-02-19,67.02585442753183
2024-02-20,84.76799236423143
2024-02-21,90.6820383431313
2024-02-22,87.72501535368136
2024-02-23,87.72501535368136
2024-02-24,54.212088139915444
2024-02-25,54.212088139915444
2024-02-26,89.69636401331465
2024-02-27,91.66771267294794
2024-02-28,88.710689683498
2024-02-29,92.65338700276459
2024-03-01,88.710689683498
2024-03-02,54.212088139915444
2024-03-03,54.212088139915444
2024-03-04,89.69636401331465
2024-03-05,88.710689683498
2024-03-06,88.710689683498
2024-03-07,93.63906133258122
2024-03-08,82.79664370459814
2024-03-09,52.24073948028216
2024-03-10,51.25506515046551
2024-03-11,79.8396207151482
2024-03-12,82.79664370459814
2024-03-13,86.73934102386471
2024-03-14,86.73934102386471
2024-03-15,74.91124906606498
2024-03-16,52.24073948028216
2024-03-17,51.25506515046551
2024-03-18,85.75366669404806
2024-03-19,87.72501535368136
2024-03-20,89.69636401331465
2024-03-21,89.69636401331465
2024-03-22,74.91124906606498
2024-03-23,49.28371649083223
2024-03-24,54.212088139915444
2024-03-25,79.8396207151482
2024-03-26,80.82529504496485
2024-03-27,80.82529504496485
2024-03-28,82.79664370459814
2024-03-29,60.126134118815315
2024-03-30,48.29804216101558
2024-03-31,45.34101917156565
2024-04-01,72.93990040643169
2024-04-02,76.88259772569828
2024-04-03,81.8109693747815
2024-04-04,82.79664370459814
2024-04-05,78.85394638533155
2024-04-06,53.226413810098805
2024-04-07,50.269390820648866
2024-04-08,75.89692339588163
2024-04-09,84.76799236423143
2024-04-10,87.72501535368136
2024-04-11,89.69636401331465
2024-04-12,86.73934102386471
2024-04-13,53.226413810098805
2024-04-14,56.18343679954874
2024-04-15,89.69636401331465
2024-04-16,89.69636401331465
2024-04-17,88.710689683498
2024-04-18,92.65338700276459
2024-04-19,81.8109693747815
2024-04-20,52.24073948028216
2024-04-21,56.18343679954874
2024-04-22,92.65338700276459
2024-04-23,88.710689683498
2024-04-24,87.72501535368136
2024-04-25,89.69636401331465
2024-04-26,79.8396207151482
2024-04-27,52.24073948028216
2024-04-28,54.212088139915444
2024-04-29,93.63906133258122
2024-04-30,90.6820383431313
2024-05-01,94.62473566239787
2024-05-02,92.65338700276459
2024-05-03,88.710689683498
2024-05-04,52.24073948028216
2024-05-05,54.212088139915444
2024-05-06,90.6820383431313
2024-05-07,92.65338700276459
2024-05-08,90.6820383431313
2024-05-09,90.6820383431313
2024-05-10,79.8396207151482
2024-05-11,49.28371649083223
2024-05-12,49.28371649083223
2024-05-13,88.710689683498
2024-05-14,89.69636401331465
2024-05-15,85.75366669404806
2024-05-16,85.75366669404806
2024-05-17,74.91124906606498
2024-05-18,49.28371649083223
2024-05-19,49.28371649083223
2024-05-20,80.82529504496485
2024-05-21,80.82529504496485
2024-05-22,78.85394638533155
2024-05-23,74.91124906606498
2024-05-24,64.06883143808189
2024-05-25,46.326693501382294
2024-05-26,42.383996182115716
2024-05-27,48.29804216101558
2024-05-28,72.93990040643169
2024-05-29,69.98287741698176
2024-05-30,71.95422607661504
2024-05-31,67.02585442753183
2024-06-01,48.29804216101558
2024-06-02,49.28371649083223
2024-06-03,67.02585442753183
2024-06-04,68.99720308716512
2024-06-05,69.98287741698176
2024-06-06,67.02585442753183
2024-06-07,59.14045978899867
2024-06-08,47.312367831198934
2024-06-09,49.28371649083223
2024-06-10,58.15478545918202
2024-06-11,63.08315710826525
2024-06-12,64.06883143808189
2024-06-13,63.08315710826525
2024-06-14,57.16911112936538
2024-06-15,46.326693501382294
2024-06-16,42.383996182115716
2024-06-17,58.15478545918202
2024-06-18,60.126134118815315
2024-06-19,54.212088139915444
2024-06-20,58.15478545918202
2024-06-21,53.226413810098805
2024-06-22,44.355344841749
2024-06-23,44.355344841749
2024-06-24,56.18343679954874
2024-06-25,56.18343679954874
2024-06-26,56.18343679954874
2024-06-27,56.18343679954874
2024-06-28,53.226413810098805
2024-06-29,44.355344841749
2024-06-30,45.34101917156565
2024-07-01,57.16911112936538
2024-07-02,56.18343679954874
2024-07-03,56.18343679954874
2024-07-04,44.355344841749
2024-07-05,51.25506515046551
2024-07-06,46.326693501382294
2024-07-07,43.369670511932355
2024-07-08,55.19776246973209
2024-07-09,58.15478545918202
2024-07-10,59.14045978899867
2024-07-11,56.18343679954874
2024-07-12,54.212088139915444
2024-07-13,43.369670511932355
2024-07-14,39.42697319266578
2024-07-15,55.19776246973209
2024-07-16,57.16911112936538
2024-07-17,59.14045978899867
2024-07-18,55.19776246973209
2024-07-19,51.25506515046551
2024-07-20,44.355344841749
2024-07-21,42.383996182115716
2024-07-22,55.19776246973209
2024-07-23,58.15478545918202
2024-07-24,56.18343679954874
2024-07-25,55.19776246973209
2024-07-26,52.24073948028216
2024-07-27,44.355344841749
2024-07-28,42.383996182115716
2024-07-29,52.24073948028216
2024-07-30,55.19776246973209
2024-07-31,54.212088139915444
2024-08-01,55.19776246973209
2024-08-02,55.19776246973209
2024-08-03,44.355344841749
2024-08-04,43.369670511932355
2024-08-05,55.19776246973209
2024-08-06,55.19776246973209
2024-08-07,58.15478545918202
2024-08-08,59.14045978899867
2024-08-09,56.18343679954874
2024-08-10,44.355344841749
2024-08-11,42.383996182115716
2024-08-12,57.16911112936538
2024-08-13,63.08315710826525
2024-08-14,63.08315710826525
2024-08-15,68.99720308716512
2024-08-16,63.08315710826525
2024-08-17,47.312367831198934
2024-08-18,44.64355851199696
2024-08-19,66.74371705688455
2024-08-20,70.58722289077804
2024-08-21,71.05526218434308
2024-08-22,73.9378915597632
2024-08-23,72.01613864281646
2024-08-24,48.97990151079877
2024-08-25,49.447940804363824
2024-08-26,76.82052093518332
2024-08-27,78.74227385213007
2024-08-28,81.13206606264187
2024-08-29,82.58577968602356
2024-08-30,74.89876801823658
2024-08-31,45.13639567690528
2024-09-01,45.13639567690528
2024-09-02,51.36969372131057
2024-09-03,73.9378915597632
2024-09-04,84.50753260297031
2024-09-05,84.01469543806199
2024-09-06,79.70315031060343
2024-09-07,47.52618788741707
2024-09-08,45.60443497047032
2024-09-09,81.62490322755019
2024-09-10,88.3510384368638
2024-09-11,80.17118960416849
2024-09-12,84.97557189653537
2024-09-13,78.74227385213007
2024-09-14,47.52618788741707
2024-09-15,48.487064345890445
2024-09-16,83.54665614449695
2024-09-17,86.11923001596939
2024-09-18,93.60785871301022
2024-09-19,87.0553086030995
2024-09-20,83.3109942545791
2024-09-21,50.54824370502552
2024-09-22,47.74000794363521
2024-09-23,83.3109942545791
2024-09-24,87.0553086030995
