Time,little_caesars
2024-09-27,55.39171328209815
2024-09-28,69.04994395439633
2024-09-29,72.8438969189236
2024-09-30,45.52743557432725
2024-10-01,39.45711083108362
2024-10-02,40.21590142398907
2024-10-03,44.768644981421794
2024-10-04,51.59776031757088
2024-10-05,66.0147815827745
2024-10-06,59.18566624662542
2024-10-07,40.21590142398907
2024-10-08,37.18073905236725
2024-10-09,40.21590142398907
2024-10-10,47.80380735304361
2024-10-11,54.6329226891927
2024-10-12,63.73840980405815
2024-10-13,62.22082861824724
2024-10-14,47.045016760138154
2024-10-15,39.45711083108362
2024-10-16,39.45711083108362
2024-10-17,40.21590142398907
2024-10-18,51.59776031757088
2024-10-19,59.18566624662542
2024-10-20,62.22082861824724
2024-10-21,38.69832023817816
2024-10-22,37.18073905236725
2024-10-23,40.21590142398907
2024-10-24,47.045016760138154
2024-10-25,53.11534150338179
2024-10-26,65.25599098986906
2024-10-27,61.46203802534178
2024-10-28,43.25106379561089
2024-10-29,41.73348260979998
2024-10-30,47.045016760138154
2024-10-31,66.0147815827745
2024-11-01,63.73840980405815
2024-11-02,59.18566624662542
2024-11-03,62.979619211152695
2024-11-04,40.21590142398907
2024-11-05,37.93952964527271
2024-11-06,29.59283312331271
2024-11-07,38.69832023817816
2024-11-08,47.80380735304361
2024-11-09,59.94445683953088
2024-11-10,59.18566624662542
2024-11-11,60.70324743243633
2024-11-12,39.45711083108362
2024-11-13,38.69832023817816
2024-11-14,41.73348260979998
2024-11-15,49.32138853885452
2024-11-16,57.66808506081451
2024-11-17,59.94445683953088
2024-11-18,37.93952964527271
2024-11-19,37.18073905236725
2024-11-20,40.21590142398907
2024-11-21,40.97469201689452
2024-11-22,52.35655091047634
2024-11-23,56.90929446790906
2024-11-24,52.35655091047634
2024-11-25,42.492273202705434
2024-11-26,41.73348260979998
2024-11-27,51.59776031757088
2024-11-28,50.08017913175998
2024-11-29,39.45711083108362
2024-11-30,52.35655091047634
2024-12-01,52.35655091047634
2024-12-02,34.90436727365089
2024-12-03,35.66315786655635
2024-12-04,38.69832023817816
2024-12-05,37.93952964527271
2024-12-06,47.045016760138154
2024-12-07,58.42687565371997
2024-12-08,58.42687565371997
2024-12-09,35.66315786655635
2024-12-10,37.93952964527271
2024-12-11,36.4219484594618
2024-12-12,40.97469201689452
2024-12-13,44.00985438851634
2024-12-14,59.94445683953088
2024-12-15,59.18566624662542
2024-12-16,37.93952964527271
2024-12-17,38.69832023817816
2024-12-18,44.00985438851634
2024-12-19,49.32138853885452
2024-12-20,56.90929446790906
2024-12-21,56.15050387500361
2024-12-22,58.42687565371997
2024-12-23,50.08017913175998
2024-12-24,65.25599098986906
2024-12-25,68.29115336149087
2024-12-26,52.35655091047634
2024-12-27,52.35655091047634
2024-12-28,56.15050387500361
2024-12-29,54.6329226891927
2024-12-30,47.045016760138154
2024-12-31,63.73840980405815
2025-01-01,65.25599098986906
2025-01-02,42.492273202705434
2025-01-03,44.768644981421794
2025-01-04,51.59776031757088
2025-01-05,52.35655091047634
2025-01-06,34.90436727365089
2025-01-07,33.38678608783998
2025-01-08,34.145576680745435
2025-01-09,36.4219484594618
2025-01-10,43.25106379561089
2025-01-11,49.32138853885452
2025-01-12,54.6329226891927
2025-01-13,34.90436727365089
2025-01-14,32.62799549493453
2025-01-15,33.38678608783998
2025-01-16,35.66315786655635
2025-01-17,42.492273202705434
2025-01-18,53.11534150338179
2025-01-19,48.562597945949065
2025-01-20,41.73348260979998
2025-01-21,37.93952964527271
2025-01-22,37.18073905236725
2025-01-23,37.93952964527271
2025-01-24,46.286226167232705
2025-01-25,53.87413209628724
2025-01-26,56.90929446790906
2025-01-27,37.18073905236725
2025-01-28,34.145576680745435
2025-01-29,36.4219484594618
2025-01-30,36.4219484594618
2025-01-31,46.286226167232705
2025-02-01,54.6329226891927
2025-02-02,50.838969724665425
2025-02-03,33.38678608783998
2025-02-04,34.90436727365089
2025-02-05,38.69832023817816
2025-02-06,37.93952964527271
2025-02-07,47.045016760138154
2025-02-08,56.90929446790906
2025-02-09,72.8438969189236
2025-02-10,42.492273202705434
2025-02-11,32.62799549493453
2025-02-12,36.4219484594618
2025-02-13,38.69832023817816
2025-02-14,51.59776031757088
2025-02-15,56.15050387500361
2025-02-16,50.08017913175998
2025-02-17,38.69832023817816
2025-02-18,33.38678608783998
2025-02-19,37.18073905236725
2025-02-20,37.18073905236725
2025-02-21,46.286226167232705
2025-02-22,52.35655091047634
2025-02-23,50.08017913175998
2025-02-24,34.90436727365089
2025-02-25,33.38678608783998
2025-02-26,37.18073905236725
2025-02-27,39.45711083108362
2025-02-28,45.52743557432725
2025-03-01,58.42687565371997
2025-03-02,50.838969724665425
2025-03-03,37.18073905236725
2025-03-04,35.66315786655635
2025-03-05,36.4219484594618
2025-03-06,34.90436727365089
2025-03-07,43.25106379561089
2025-03-08,55.39171328209815
2025-03-09,54.6329226891927
2025-03-10,36.4219484594618
2025-03-11,33.38678608783998
2025-03-12,37.93952964527271
2025-03-13,37.93952964527271
2025-03-14,48.562597945949065
2025-03-15,53.87413209628724
2025-03-16,55.39171328209815
2025-03-17,34.145576680745435
2025-03-18,35.66315786655635
2025-03-19,37.18073905236725
2025-03-20,40.97469201689452
2025-03-21,46.286226167232705
2025-03-22,53.11534150338179
2025-03-23,50.838969724665425
2025-03-24,34.90436727365089
2025-03-25,34.90436727365089
2025-03-26,39.45711083108362
2025-03-27,39.45711083108362
2025-03-28,52.35655091047634
2025-03-29,58.42687565371997
2025-03-30,54.6329226891927
2025-03-31,38.69832023817816
2025-04-01,38.69832023817816
2025-04-02,37.18073905236725
2025-04-03,40.97469201689452
2025-04-04,50.08017913175998
2025-04-05,57.66808506081451
2025-04-06,55.39171328209815
2025-04-07,37.93952964527271
2025-04-08,35.66315786655635
2025-04-09,37.93952964527271
2025-04-10,40.97469201689452
2025-04-11,47.80380735304361
2025-04-12,58.42687565371997
2025-04-13,53.87413209628724
2025-04-14,36.4219484594618
2025-04-15,40.44393822824275
2025-04-16,41.16801127920816
2025-04-17,44.06430348306979
2025-04-18,53.821930900132784
2025-04-19,59.95919306236874
2025-04-20,66.09645522460468
2025-04-21,39.37518742276466
2025-04-22,35.75482216793762
2025-04-23,37.202968269868435
2025-04-24,39.71986517727734
2025-04-25,47.684668737896835
2025-04-26,57.062900858507106
2025-04-27,53.821930900132784
2025-04-28,37.927041320833844
2025-04-29,36.85829051535575
2025-04-30,39.37518742276466
2025-05-01,42.271479626626295
2025-05-02,49.85688789079306
2025-05-03,58.89044225689065
2025-05-04,54.890681705610874
2025-05-05,37.202968269868435
2025-05-06,37.927041320833844
2025-05-07,37.202968269868435
2025-05-08,41.16801127920816
2025-05-09,46.236522635966026
2025-05-10,57.78697390947251
2025-05-11,52.37378479820197
2025-05-12,37.927041320833844
2025-05-13,36.134217464390346
2025-05-14,37.202968269868435
2025-05-15,37.91455299639498
2025-05-16,44.80810808664861
2025-05-17,57.21650724910515
2025-05-18,59.28457377618124
2025-05-19,39.293264014445704
2025-05-20,37.22519748736961
2025-05-21,41.361330541521795
2025-05-22,42.74004155957252
2025-05-23,51.01230766787688
2025-05-24,53.769729703978335
2025-05-25,55.837796231054426
2025-05-26,53.08037419495297
2025-05-27,39.293264014445704
2025-05-28,42.74004155957252
2025-05-29,46.18681910469934
2025-05-30,53.769729703978335
2025-05-31,60.66328479423196
2025-06-01,55.14844072202906
2025-06-02,42.05068605054716
2025-06-03,41.361330541521795
2025-06-04,41.361330541521795
2025-06-05,45.49746359567398
2025-06-06,62.731351321308054
2025-06-07,57.21650724910515
2025-06-08,50.322952158851514
2025-06-09,39.982619523471065
2025-06-10,38.60390850542034
2025-06-11,42.05068605054716
2025-06-12,44.80810808664861
2025-06-13,47.56553012275006
2025-06-14,55.14844072202906
2025-06-15,51.01230766787688
2025-06-16,37.91455299639498
2025-06-17,39.982619523471065
2025-06-18,43.429397068597886
2025-06-19,48.94424114080079
2025-06-20,47.56553012275006
2025-06-21,55.837796231054426
2025-06-22,55.837796231054426
2025-06-23,42.74004155957252
2025-06-24,47.56553012275006
2025-06-25,42.05068605054716
2025-06-26,43.429397068597886
2025-06-27,50.322952158851514
2025-06-28,57.90586275813051
2025-06-29,57.21650724910515
2025-06-30,44.11875257762325
2025-07-01,42.74004155957252
2025-07-02,44.80810808664861
2025-07-03,48.25488563177543
2025-07-04,59.9739292852066
2025-07-05,57.21650724910515
2025-07-06,55.14844072202906
2025-07-07,44.11875257762325
2025-07-08,42.74004155957252
2025-07-09,44.11875257762325
2025-07-10,42.74004155957252
2025-07-11,52.391018685927605
2025-07-12,55.14844072202906
2025-07-13,60.66328479423196
2025-07-14,40.671975032496434
2025-07-15,39.982619523471065
2025-07-16,42.74004155957252
2025-07-17,44.11875257762325
2025-07-18,51.01230766787688
2025-07-19,60.66328479423196
2025-07-20,51.701663176902244
2025-07-21,41.361330541521795
2025-07-22,42.74004155957252
2025-07-23,46.8761746137247
2025-07-24,48.94424114080079
2025-07-25,55.14844072202906
2025-07-26,64.79941784838414
2025-07-27,53.08037419495297
2025-07-28,43.429397068597886
2025-07-29,42.05068605054716
2025-07-30,42.74004155957252
2025-07-31,44.11875257762325
2025-08-01,50.322952158851514
2025-08-02,59.9739292852066
2025-08-03,56.52715174007979
2025-08-04,39.293264014445704
2025-08-05,38.60390850542034
2025-08-06,39.982619523471065
2025-08-07,39.982619523471065
2025-08-08,48.25488563177543
2025-08-09,62.04199581228269
2025-08-10,55.837796231054426
2025-08-11,38.60390850542034
2025-08-12,38.60390850542034
2025-08-13,39.982619523471065
2025-08-14,42.05068605054716
2025-08-15,47.56553012275006
2025-08-16,56.52715174007979
2025-08-17,53.769729703978335
2025-08-18,34.46777545126816
2025-08-19,35.15713096029353
2025-08-20,36.53584197834425
2025-08-21,39.293264014445704
2025-08-22,47.56553012275006
2025-08-23,55.14844072202906
2025-08-24,54.459085213003696
2025-08-25,37.91455299639498
2025-08-26,37.91455299639498
2025-08-27,43.429397068597886
2025-08-28,42.05068605054716
2025-08-29,47.56553012275006
2025-08-30,59.28457377618124
2025-08-31,57.90586275813051
2025-09-01,57.21650724910515
2025-09-02,38.60390850542034
2025-09-03,38.60390850542034
2025-09-04,38.60390850542034
2025-09-05,53.08037419495297
2025-09-06,59.28457377618124
2025-09-07,57.21650724910515
2025-09-08,37.22519748736961
2025-09-09,36.53584197834425
2025-09-10,36.53584197834425
2025-09-11,39.982619523471065
2025-09-12,46.8761746137247
2025-09-13,57.21650724910515
2025-09-14,61.35264030325733
2025-09-15,35.84648646931889
2025-09-16,35.15713096029353
2025-09-17,37.22519748736961
2025-09-18,38.60390850542034
2025-09-19,49.63359664982615
2025-09-20,61.35264030325733
2025-09-21,53.769729703978335
2025-09-22,36.53584197834425
2025-09-23,37.22519748736961
2025-09-24,39.982619523471065
2025-09-25,38.60390850542034
2025-09-26,48.25488563177543
2025-09-27,62.04199581228269
2025-09-28,55.837796231054426
2025-09-29,37.22519748736961
2025-09-30,36.53584197834425
2025-10-01,40.671975032496434
2025-10-02,39.982619523471065
2025-10-03,48.94424114080079
2025-10-04,57.21650724910515
2025-10-05,55.14844072202906
2025-10-06,31.710353415166708
2025-10-07,34.46777545126816
2025-10-08,35.84648646931889
2025-10-09,42.05068605054716
2025-10-10,48.25488563177543
2025-10-11,60.66328479423196
2025-10-12,51.701663176902244
2025-10-13,39.982619523471065
2025-10-14,35.84648646931889
2025-10-15,38.60390850542034
2025-10-16,39.293264014445704
2025-10-17,48.94424114080079
2025-10-18,56.52715174007979
2025-10-19,55.837796231054426
2025-10-20,37.22519748736961
2025-10-21,33.08906443321744
2025-10-22,36.53584197834425
2025-10-23,38.60390850542034
2025-10-24,53.08037419495297
2025-10-25,57.90586275813051
2025-10-26,57.90586275813051
2025-10-27,34.46777545126816
2025-10-28,36.53584197834425
2025-10-29,39.982619523471065
2025-10-30,39.982619523471065
2025-10-31,61.35264030325733
2025-11-01,68.93555090253632
2025-11-02,52.391018685927605
2025-11-03,35.84648646931889
2025-11-04,33.7784199422428
2025-11-05,35.84648646931889
2025-11-06,38.60390850542034
2025-11-07,46.18681910469934
2025-11-08,60.66328479423196
2025-11-09,51.701663176902244
2025-11-10,37.22519748736961
2025-11-11,59.9739292852066
2025-11-12,37.91455299639498
2025-11-13,38.60390850542034
2025-11-14,43.429397068597886
2025-11-15,56.52715174007979
2025-11-16,58.59521826715588
2025-11-17,33.08906443321744
2025-11-18,35.15713096029353
2025-11-19,37.22519748736961
2025-11-20,39.982619523471065
2025-11-21,49.63359664982615
2025-11-22,57.21650724910515
2025-11-23,53.769729703978335
2025-11-24,42.05068605054716
2025-11-25,41.361330541521795
2025-11-26,57.21650724910515
2025-11-27,51.01230766787688
2025-11-28,36.53584197834425
2025-11-29,50.322952158851514
2025-11-30,59.28457377618124
2025-12-01,37.22519748736961
2025-12-02,39.293264014445704
2025-12-03,41.361330541521795
2025-12-04,42.05068605054716
2025-12-05,45.49746359567398
2025-12-06,56.52715174007979
2025-12-07,53.08037419495297
2025-12-08,37.22519748736961
2025-12-09,35.15713096029353
2025-12-10,40.671975032496434
2025-12-11,38.59181454912165
2025-12-12,44.85043693369403
2025-12-13,59.453889164362906
2025-12-14,54.23534702147792
2025-12-15,39.287217036296354
2025-12-16,42.0688269849952
2025-12-17,47.28132214973083
2025-12-18,47.976724636905544
2025-12-19,57.36768170283878
2025-12-20,60.4939694060503
2025-12-21,58.7584866771882
2025-12-22,49.36752961125496
2025-12-23,47.632046882392856
2025-12-24,67.79871901045941
2025-12-25,68.8387992521468
2025-12-26,55.62615199582734
2025-12-27,54.58607175413995
2025-12-28,55.281474241314655
2025-12-29,49.36752961125496
2025-12-30,50.75833458560438
2025-12-31,64.66638432909855
2026-01-01,67.79871901045941
2026-01-02,51.804461805441115
2026-01-03,57.01695697017675
2026-01-04,55.62615199582734
2026-01-05,39.982619523471065
2026-01-06,43.45963195934461
2026-01-07,48.327449369567574
2026-01-08,42.0688269849952
2026-01-09,50.75833458560438
2026-01-10,63.8319013444889
2026-01-11,66.63769920578511
2026-01-12,41.38551845411918
2026-01-13,43.48986685009134
2026-01-14,42.788417384767286
2026-01-15,49.101462572683765
2026-01-16,56.81740669124836
2026-01-17,65.93624974046107
2026-01-18,61.026103483192685
2026-01-19,51.907260433979985
2026-01-20,46.29566471138755
2026-01-21,45.5942152460635
2026-01-22,44.892765780739445
2026-01-23,54.7130582952762
2026-01-24,60.32465401786863
2026-01-25,55.41450776060025
2026-01-26,47.69856364203566
2026-01-27,43.48986685009134
2026-01-28,46.29566471138755
2026-01-29,44.892765780739445
2026-01-30,54.011608829952145
2026-01-31,62.42900241384079
2026-02-01,58.220305621896465
2026-02-02,43.48986685009134
2026-02-03,40.684068988795126
2026-02-04,42.08696791944323
2026-02-05,44.19131631541539
2026-02-06,51.20581096865593
2026-02-07,61.026103483192685
2026-02-08,68.04059813643322
2026-02-09,35.773922731526746
2026-02-10,36.4753721968508
2026-02-11,45.5942152460635
2026-02-12,44.19131631541539
2026-02-13,50.50436150333188
2026-02-14,58.220305621896465
2026-02-15,50.50436150333188
2026-02-16,44.19131631541539
2026-02-17,41.38551845411918
2026-02-18,44.892765780739445
2026-02-19,42.08696791944323
2026-02-20,47.69856364203566
2026-02-21,61.72755294851674
2026-02-22,55.41450776060025
2026-02-23,43.48986685009134
2026-02-24,43.48986685009134
2026-02-25,43.48986685009134
2026-02-26,45.5942152460635
2026-02-27,51.20581096865593
2026-02-28,61.72755294851674
2026-03-01,58.921755087220525
2026-03-02,44.19131631541539
2026-03-03,39.982619523471065
2026-03-04,42.788417384767286
2026-03-05,43.48986685009134
2026-03-06,46.29566471138755
2026-03-07,58.921755087220525
2026-03-08,54.7130582952762
2026-03-09,43.48986685009134
2026-03-10,40.684068988795126
2026-03-11,42.788417384767286
2026-03-12,43.48986685009134
2026-03-13,50.50436150333188
2026-03-14,70.14494653240538
2026-03-15,60.32465401786863
2026-03-16,46.997114176711605
2026-03-17,38.57972059282296
2026-03-18,40.684068988795126
2026-03-19,41.38551845411918
2026-03-20,48.40001310735971
2026-03-21,58.220305621896465
2026-03-22,54.7130582952762
2026-03-23,39.982619523471065
2026-03-24,40.684068988795126
2026-03-25,41.38551845411918
2026-03-26,46.29566471138755
2026-03-27,50.50436150333188
2026-03-28,65.93624974046107
2026-03-29,58.921755087220525
2026-03-30,39.28117005814701
2026-03-31,42.788417384767286
2026-04-01,43.48986685009134
2026-04-02,46.29566471138755
2026-04-03,54.011608829952145
2026-04-04,62.42900241384079
2026-04-05,61.72755294851674
2026-04-06,44.892765780739445
2026-04-07,39.28117005814701
2026-04-08,42.08696791944323
2026-04-09,42.08696791944323
2026-04-10,54.7130582952762
2026-04-11,58.921755087220525
2026-04-12,52.60870989930404
2026-04-13,37.17682166217485
2026-04-14,37.878271127498905
2026-04-15,39.28117005814701
2026-04-16,40.684068988795126
2026-04-17,48.40001310735971
2026-04-18,57.51885615657241
2026-04-19,54.011608829952145
2026-04-20,44.892765780739445
2026-04-21,39.28117005814701
2026-04-22,41.38551845411918
2026-04-23,41.38551845411918
2026-04-24,46.997114176711605
2026-04-25,58.921755087220525
2026-04-26,52.60870989930404
2026-04-27,39.28117005814701
2026-04-28,39.982619523471065
2026-04-29,42.788417384767286
2026-04-30,43.48986685009134
2026-05-01,49.802912038007825
2026-05-02,61.72755294851674
2026-05-03,56.115957225924305
2026-05-04,43.48986685009134
2026-05-05,38.57972059282296
2026-05-06,41.38551845411918
2026-05-07,40.684068988795126
2026-05-08,49.802912038007825
2026-05-09,60.32465401786863
2026-05-10,49.802912038007825
2026-05-11,38.57972059282296
2026-05-12,40.684068988795126
2026-05-13,45.5942152460635
2026-05-14,43.48986685009134
2026-05-15,51.20581096865593
2026-05-16,63.130451879164845
2026-05-17,58.921755087220525
2026-05-18,42.788417384767286
2026-05-19,39.28117005814701
2026-05-20,46.997114176711605
2026-05-21,51.907260433979985
2026-05-22,52.60870989930404
2026-05-23,59.62320455254458
2026-05-24,55.41450776060025
2026-05-25,58.220305621896465
2026-05-26,42.08696791944323
2026-05-27,44.892765780739445
2026-05-28,53.31015936462809
2026-05-29,54.7130582952762
2026-05-30,61.72755294851674
2026-05-31,51.907260433979985
