Time,flights
2023-09-03,62.89787515887082
2023-09-04,74.05717559028339
2023-09-05,76.08613930508567
2023-09-06,74.05717559028339
2023-09-07,69.99924816067882
2023-09-08,65.94132073107424
2023-09-09,66.9558025884754
2023-09-10,74.05717559028339
2023-09-11,76.08613930508567
2023-09-12,74.05717559028339
2023-09-13,69.99924816067882
2023-09-14,66.9558025884754
2023-09-15,62.89787515887082
2023-09-16,61.88339330146968
2023-09-17,65.94132073107424
2023-09-18,69.99924816067882
2023-09-19,73.04269373288224
2023-09-20,65.94132073107424
2023-09-21,62.89787515887082
2023-09-22,61.88339330146968
2023-09-23,62.89787515887082
2023-09-24,66.9558025884754
2023-09-25,75.07165744768453
2023-09-26,71.01373001807995
2023-09-27,69.99924816067882
2023-09-28,69.99924816067882
2023-09-29,64.9268388736731
2023-09-30,60.86891144406854
2023-10-01,65.94132073107424
2023-10-02,66.9558025884754
2023-10-03,69.99924816067882
2023-10-04,68.98476630327768
2023-10-05,65.94132073107424
2023-10-06,59.85442958666739
2023-10-07,63.91235701627196
2023-10-08,64.9268388736731
2023-10-09,69.99924816067882
2023-10-10,71.01373001807995
2023-10-11,65.94132073107424
2023-10-12,67.97028444587653
2023-10-13,58.83994772926625
2023-10-14,55.796502157062825
2023-10-15,64.9268388736731
2023-10-16,66.9558025884754
2023-10-17,67.97028444587653
2023-10-18,67.97028444587653
2023-10-19,66.9558025884754
2023-10-20,61.88339330146968
2023-10-21,57.82546587186511
2023-10-22,61.88339330146968
2023-10-23,65.94132073107424
2023-10-24,64.9268388736731
2023-10-25,62.89787515887082
2023-10-26,61.88339330146968
2023-10-27,55.796502157062825
2023-10-28,53.76753844226054
2023-10-29,56.81098401446397
2023-10-30,62.89787515887082
2023-10-31,62.89787515887082
2023-11-01,60.86891144406854
2023-11-02,63.91235701627196
2023-11-03,62.89787515887082
2023-11-04,58.83994772926625
2023-11-05,65.94132073107424
2023-11-06,68.98476630327768
2023-11-07,71.01373001807995
2023-11-08,67.97028444587653
2023-11-09,65.94132073107424
2023-11-10,64.9268388736731
2023-11-11,60.86891144406854
2023-11-12,65.94132073107424
2023-11-13,65.94132073107424
2023-11-14,68.98476630327768
2023-11-15,68.98476630327768
2023-11-16,65.94132073107424
2023-11-17,59.85442958666739
2023-11-18,61.88339330146968
2023-11-19,61.88339330146968
2023-11-20,64.9268388736731
2023-11-21,67.97028444587653
2023-11-22,64.9268388736731
2023-11-23,54.78202029966168
2023-11-24,66.9558025884754
2023-11-25,64.9268388736731
2023-11-26,76.08613930508567
2023-11-27,82.17303044949253
2023-11-28,100.43370388271309
2023-11-29,77.10062116248682
2023-11-30,67.97028444587653
2023-12-01,59.85442958666739
2023-12-02,62.89787515887082
2023-12-03,64.9268388736731
2023-12-04,67.97028444587653
2023-12-05,73.04269373288224
2023-12-06,66.9558025884754
2023-12-07,62.89787515887082
2023-12-08,59.85442958666739
2023-12-09,60.86891144406854
2023-12-10,67.97028444587653
2023-12-11,64.9268388736731
2023-12-12,65.94132073107424
2023-12-13,61.88339330146968
2023-12-14,60.86891144406854
2023-12-15,60.86891144406854
2023-12-16,65.94132073107424
2023-12-17,66.9558025884754
2023-12-18,64.9268388736731
2023-12-19,67.97028444587653
2023-12-20,65.94132073107424
2023-12-21,65.94132073107424
2023-12-22,62.340913717323836
2023-12-23,61.16560434039796
2023-12-24,58.81498558654623
2023-12-25,64.53070495165085
2023-12-26,92.25564743929752
2023-12-27,88.22247837981934
2023-12-28,80.15614026086298
2023-12-29,77.29828057831068
2023-12-30,72.08980214190663
2023-12-31,66.37408277680201
2024-01-01,77.80552150701125
2024-01-02,92.25564743929752
2024-01-03,94.60626619314925
2024-01-04,84.85737776856647
2024-01-05,83.6820683916406
2024-01-06,90.57309713367108
2024-01-07,91.08033806237165
2024-01-08,87.04716900289347
2024-01-09,99.146676181328
2024-01-10,91.08033806237165
2024-01-11,84.18930932034115
2024-01-12,81.33144963778885
2024-01-13,80.15614026086298
2024-01-14,80.15614026086298
2024-01-15,88.22247837981934
2024-01-16,93.43095681622339
2024-01-17,88.22247837981934
2024-01-18,78.98083088393712
2024-01-19,79.64889933216242
2024-01-20,77.80552150701125
2024-01-21,80.16821378703573
2024-01-22,81.50435068348632
2024-01-23,82.84048757993692
2024-01-24,84.17662447638752
2024-01-25,77.49593999413455
2024-01-26,74.82366620123335
2024-01-27,76.15980309768395
2024-01-28,80.16821378703573
2024-01-29,82.84048757993692
2024-01-30,85.51276137283811
2024-01-31,78.83207689058514
2024-02-01,78.83207689058514
2024-02-02,73.48752930478275
2024-02-03,74.82366620123335
2024-02-04,82.84048757993692
2024-02-05,86.84889826928871
2024-02-06,82.84048757993692
2024-02-07,80.16821378703573
2024-02-08,72.15139240833216
2024-02-09,73.48752930478275
2024-02-10,72.15139240833216
2024-02-11,74.82366620123335
2024-02-12,69.47911861543096
2024-02-13,85.51276137283811
2024-02-14,72.15139240833216
2024-02-15,73.48752930478275
2024-02-16,74.82366620123335
2024-02-17,76.15980309768395
2024-02-18,78.83207689058514
2024-02-19,85.51276137283811
2024-02-20,81.50435068348632
2024-02-21,78.83207689058514
2024-02-22,78.83207689058514
2024-02-23,76.15980309768395
2024-02-24,78.83207689058514
2024-02-25,84.17662447638752
2024-02-26,82.84048757993692
2024-02-27,81.50435068348632
2024-02-28,78.83207689058514
2024-02-29,77.49593999413455
2024-03-01,76.15980309768395
2024-03-02,78.83207689058514
2024-03-03,88.18503516573931
2024-03-04,81.50435068348632
2024-03-05,84.17662447638752
2024-03-06,84.17662447638752
2024-03-07,81.50435068348632
2024-03-08,77.49593999413455
2024-03-09,77.49593999413455
2024-03-10,90.8573089586405
2024-03-11,86.84889826928871
2024-03-12,88.18503516573931
2024-03-13,85.51276137283811
2024-03-14,80.16821378703573
2024-03-15,74.82366620123335
2024-03-16,77.49593999413455
2024-03-17,84.17662447638752
2024-03-18,80.16821378703573
2024-03-19,82.84048757993692
2024-03-20,82.84048757993692
2024-03-21,74.82366620123335
2024-03-22,73.48752930478275
2024-03-23,74.82366620123335
2024-03-24,81.50435068348632
2024-03-25,77.49593999413455
2024-03-26,76.15980309768395
2024-03-27,77.49593999413455
2024-03-28,76.15980309768395
2024-03-29,69.47911861543096
2024-03-30,66.80684482252978
2024-03-31,74.82366620123335
2024-04-01,77.49593999413455
2024-04-02,81.50435068348632
2024-04-03,78.83207689058514
2024-04-04,74.82366620123335
2024-04-05,73.48752930478275
2024-04-06,68.14298171898037
2024-04-07,72.15139240833216
2024-04-08,69.47911861543096
2024-04-09,73.48752930478275
2024-04-10,74.82366620123335
2024-04-11,72.15139240833216
2024-04-12,70.81525551188156
2024-04-13,66.80684482252978
2024-04-14,74.82366620123335
2024-04-15,74.82366620123335
2024-04-16,74.82366620123335
2024-04-17,76.15980309768395
2024-04-18,77.49593999413455
2024-04-19,68.14298171898037
2024-04-20,68.14298171898037
2024-04-21,77.49593999413455
2024-04-22,76.15980309768395
2024-04-23,72.15139240833216
2024-04-24,74.82366620123335
2024-04-25,77.49593999413455
2024-04-26,66.80684482252978
2024-04-27,66.80684482252978
2024-04-28,76.15980309768395
2024-04-29,78.83207689058514
2024-04-30,77.49593999413455
2024-05-01,74.82366620123335
2024-05-02,72.15139240833216
2024-05-03,68.14298171898037
2024-05-04,66.80684482252978
2024-05-05,73.48752930478275
2024-05-06,74.82366620123335
2024-05-07,77.49593999413455
2024-05-08,76.15980309768395
2024-05-09,78.83207689058514
2024-05-10,72.15139240833216
2024-05-11,68.14298171898037
2024-05-12,70.81525551188156
2024-05-13,78.83207689058514
2024-05-14,80.16821378703573
2024-05-15,77.49593999413455
2024-05-16,80.16821378703573
2024-05-17,69.47911861543096
2024-05-18,74.82366620123335
2024-05-19,76.15980309768395
2024-05-20,77.49593999413455
2024-05-21,78.83207689058514
2024-05-22,77.49593999413455
2024-05-23,76.15980309768395
2024-05-24,74.82366620123335
2024-05-25,68.14298171898037
2024-05-26,70.81525551188156
2024-05-27,81.50435068348632
2024-05-28,81.50435068348632
2024-05-29,82.84048757993692
2024-05-30,74.82366620123335
2024-05-31,74.82366620123335
2024-06-01,73.48752930478275
2024-06-02,80.16821378703573
2024-06-03,84.17662447638752
2024-06-04,84.17662447638752
2024-06-05,85.51276137283811
2024-06-06,80.16821378703573
2024-06-07,74.82366620123335
2024-06-08,74.82366620123335
2024-06-09,84.17662447638752
2024-06-10,85.51276137283811
2024-06-11,89.5211720621899
2024-06-12,86.84889826928871
2024-06-13,85.51276137283811
2024-06-14,80.16821378703573
2024-06-15,74.82366620123335
2024-06-16,78.83207689058514
2024-06-17,82.84048757993692
2024-06-18,82.84048757993692
2024-06-19,84.17662447638752
2024-06-20,80.16821378703573
2024-06-21,76.15980309768395
2024-06-22,76.15980309768395
2024-06-23,85.51276137283811
2024-06-24,90.8573089586405
2024-06-25,89.5211720621899
2024-06-26,84.17662447638752
2024-06-27,80.16821378703573
2024-06-28,76.15980309768395
2024-06-29,73.48752930478275
2024-06-30,82.84048757993692
2024-07-01,85.51276137283811
2024-07-02,85.51276137283811
2024-07-03,78.83207689058514
2024-07-04,74.82366620123335
2024-07-05,73.48752930478275
2024-07-06,74.82366620123335
2024-07-07,82.84048757993692
2024-07-08,86.84889826928871
2024-07-09,82.84048757993692
2024-07-10,84.17662447638752
2024-07-11,81.50435068348632
2024-07-12,76.15980309768395
2024-07-13,73.48752930478275
2024-07-14,72.15139240833216
2024-07-15,77.49593999413455
2024-07-16,84.17662447638752
2024-07-17,81.50435068348632
2024-07-18,82.84048757993692
2024-07-19,133.61368964505957
2024-07-20,101.54640413024526
2024-07-21,97.53799344089347
2024-07-22,100.21026723379467
2024-07-23,98.87413033734407
2024-07-24,90.8573089586405
2024-07-25,80.16821378703573
2024-07-26,74.82366620123335
2024-07-27,68.14298171898037
2024-07-28,74.82366620123335
2024-07-29,80.16821378703573
2024-07-30,76.15980309768395
2024-07-31,76.15980309768395
2024-08-01,74.82366620123335
2024-08-02,77.49593999413455
2024-08-03,77.49593999413455
2024-08-04,92.19344585509108
2024-08-05,89.5211720621899
2024-08-06,84.17662447638752
2024-08-07,84.17662447638752
2024-08-08,77.49593999413455
2024-08-09,76.15980309768395
2024-08-10,68.14298171898037
2024-08-11,76.15980309768395
2024-08-12,77.49593999413455
2024-08-13,82.84048757993692
2024-08-14,74.82366620123335
2024-08-15,78.83207689058514
2024-08-16,70.81525551188156
2024-08-17,69.47911861543096
2024-08-18,80.01204194199605
2024-08-19,82.8838686480035
2024-08-20,82.8838686480035
2024-08-21,76.47214678776331
2024-08-22,74.78028513316679
2024-08-23,71.24038997893402
2024-08-24,71.24038997893402
2024-08-25,75.96025018457769
2024-08-26,77.1402152359886
2024-08-27,74.78028513316679
2024-08-28,74.78028513316679
2024-08-29,71.90845842715933
2024-08-30,70.7284933757484
2024-08-31,66.67670161833004
2024-09-01,69.5485283243375
2024-09-02,78.83207689058514
2024-09-03,81.7039035965926
2024-09-04,74.78028513316679
2024-09-05,71.24038997893402
2024-09-06,64.31677151550821
2024-09-07,67.18859822151566
2024-09-08,71.90845842715933
2024-09-09,70.7284933757484
2024-09-10,78.83207689058514
2024-09-11,70.7284933757484
2024-09-12,71.90845842715933
2024-09-13,64.31677151550821
2024-09-14,64.31677151550821
2024-09-15,67.18859822151566
2024-09-16,67.18859822151566
2024-09-17,75.76069727147143
2024-09-18,72.68931765235773
2024-09-19,67.57035162050155
2024-09-20,66.54655841413032
2024-09-21,65.52276520775908
2024-09-22,67.57035162050155
